eye_packets,767
norm_X,norm_Y,phi,theta,confidence,timestamp
1581497624.354628,"{'circle_3d': {'center': [-0.7180284123385645, -0.10476820772740503, 17.82706392554951], 'normal': [-0.23279253946812026, 0.5088355801177638, -0.8287906768142379], 'radius': 0.8495082119533497}, 'confidence': 0.6247899893796366, 'timestamp': 362720.968014, 'diameter_3d': 1.6990164239066994, 'ellipse': {'center': [135.28204793108466, 115.75956464895415], 'axes': [48.594127451924834, 59.153992474268065], 'angle': -62.2436233082621}, 'location': [135.28204793108466, 115.75956464895415], 'diameter': 59.153992474268065, 'sphere': {'center': [2.075482061278878, -6.210795169140569, 27.772552047320364], 'radius': 12.0}, 'projected_sphere': {'center': [206.33347615301565, -18.651032080384113], 'axes': [535.7807944565792, 535.7807944565792], 'angle': 90.0}, 'model_confidence': 0.304630085241131, 'model_id': 1, 'model_birth_timestamp': 362542.86998, 'theta': 2.1046279573847637, 'phi': -1.8446228958956605, 'norm_pos': [0.4227563997846396, 0.5176684806293577], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581497624.360107,"{'circle_3d': {'center': [-0.7184422954383414, -0.10374566864805335, 17.8278080542617], 'normal': [-0.23282702972643496, 0.5089207917077097, -0.8287286660882222], 'radius': 0.8487009760199329}, 'confidence': 0.6195420644102606, 'timestamp': 362720.976415, 'diameter_3d': 1.6974019520398658, 'ellipse': {'center': [135.2681971101835, 115.79643128633236], 'axes': [48.54014242817745, 59.09526366318794], 'angle': -62.24581025261509}, 'location': [135.2681971101835, 115.79643128633236], 'diameter': 59.09526366318794, 'sphere': {'center': [2.075482061278878, -6.210795169140569, 27.772552047320364], 'radius': 12.0}, 'projected_sphere': {'center': [206.33347615301565, -18.651032080384113], 'axes': [535.7807944565792, 535.7807944565792], 'angle': 90.0}, 'model_confidence': 0.304630085241131, 'model_id': 1, 'model_birth_timestamp': 362542.86998, 'theta': 2.1047269441123095, 'phi': -1.8446809503399897, 'norm_pos': [0.4227131159693235, 0.5175148696402818], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581497624.371721,"{'circle_3d': {'center': [-0.7188545492597727, -0.10271786039726649, 17.82855513976762], 'normal': [-0.23286138421155422, 0.5090064423952753, -0.8286664089627287], 'radius': 0.845362194506898}, 'confidence': 0.6635188895051801, 'timestamp': 362720.984815, 'diameter_3d': 1.690724389013796, 'ellipse': {'center': [135.2528985029579, 115.8370244585575], 'axes': [48.34117481706455, 58.86014001391311], 'angle': -62.248089580098586}, 'location': [135.2528985029579, 115.8370244585575], 'diameter': 58.86014001391311, 'sphere': {'center': [2.075482061278878, -6.210795169140569, 27.772552047320364], 'radius': 12.0}, 'projected_sphere': {'center': [206.33347615301565, -18.651032080384113], 'axes': [535.7807944565792, 535.7807944565792], 'angle': 90.0}, 'model_confidence': 0.304630085241131, 'model_id': 1, 'model_birth_timestamp': 362542.86998, 'theta': 2.104826446759217, 'phi': -1.8447389371655531, 'norm_pos': [0.4226653078217434, 0.517345731422677], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581497624.376698,"{'circle_3d': {'center': [-0.7192652223064409, -0.10168466254369601, 17.829305271790744], 'normal': [-0.23289560696544323, 0.5090925422164061, -0.8286038979608016], 'radius': 0.8482037236118651}, 'confidence': 0.5432560768657487, 'timestamp': 362720.993215, 'diameter_3d': 1.6964074472237303, 'ellipse': {'center': [135.24134741439207, 115.86914075421055], 'axes': [48.496096360975734, 59.055631144987274], 'angle': -62.25032032406488}, 'location': [135.24134741439207, 115.86914075421055], 'diameter': 59.055631144987274, 'sphere': {'center': [2.075482061278878, -6.210795169140569, 27.772552047320364], 'radius': 12.0}, 'projected_sphere': {'center': [206.33347615301565, -18.651032080384113], 'axes': [535.7807944565792, 535.7807944565792], 'angle': 90.0}, 'model_confidence': 0.304630085241131, 'model_id': 1, 'model_birth_timestamp': 362542.86998, 'theta': 2.1049264770775924, 'phi': -1.844796863286839, 'norm_pos': [0.4226292106699752, 0.5172119135241227], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581497624.389428,"{'circle_3d': {'center': [-0.7196743137115948, -0.10064607607929155, 17.83005845165169], 'normal': [-0.23292969791587273, 0.5091790910884398, -0.8285411329723894], 'radius': 0.8479124764120876}, 'confidence': 0.5848462951055453, 'timestamp': 362721.001615, 'diameter_3d': 1.6958249528241751, 'ellipse': {'center': [135.227987302764, 115.90583258152495], 'axes': [48.47159523954097, 59.03283214377508], 'angle': -62.25265337925874}, 'location': [135.227987302764, 115.90583258152495], 'diameter': 59.03283214377508, 'sphere': {'center': [2.075482061278878, -6.210795169140569, 27.772552047320364], 'radius': 12.0}, 'projected_sphere': {'center': [206.33347615301565, -18.651032080384113], 'axes': [535.7807944565792, 535.7807944565792], 'angle': 90.0}, 'model_confidence': 0.304630085241131, 'model_id': 1, 'model_birth_timestamp': 362542.86998, 'theta': 2.1050270350660503, 'phi': -1.8448547287030448, 'norm_pos': [0.42258746032113753, 0.5170590309103127], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581497624.411527,"{'circle_3d': {'center': [-0.7204877481542256, -0.09855274123421598, 17.831573960268763], 'normal': [-0.23299748411942525, 0.5093535356588627, -0.8284148405876333], 'radius': 0.8457220246755436}, 'confidence': 0.6753320631183318, 'timestamp': 362721.018415, 'diameter_3d': 1.6914440493510872, 'ellipse': {'center': [135.20048901235717, 115.98202258116221], 'axes': [48.330499290255155, 58.875190297846885], 'angle': -62.25749982636081}, 'location': [135.20048901235717, 115.98202258116221], 'diameter': 58.875190297846885, 'sphere': {'center': [2.075482061278878, -6.210795169140569, 27.772552047320364], 'radius': 12.0}, 'projected_sphere': {'center': [206.33347615301565, -18.651032080384113], 'axes': [535.7807944565792, 535.7807944565792], 'angle': 90.0}, 'model_confidence': 0.304630085241131, 'model_id': 1, 'model_birth_timestamp': 362542.86998, 'theta': 2.105229734055288, 'phi': -1.84497027742142, 'norm_pos': [0.42250152816361614, 0.5167415725784907], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581497624.417556,"{'circle_3d': {'center': [-0.7208920894621471, -0.09749799483599464, 17.832336291728982], 'normal': [-0.23303117922841873, 0.5094414311920478, -0.8283513129659483], 'radius': 0.8472947802054609}, 'confidence': 0.650486766335503, 'timestamp': 362721.026815, 'diameter_3d': 1.6945895604109218, 'ellipse': {'center': [135.18842099666665, 116.01665716613088], 'axes': [48.412594774876844, 58.98222022207108], 'angle': -62.259957039302975}, 'location': [135.18842099666665, 116.01665716613088], 'diameter': 58.98222022207108, 'sphere': {'center': [2.075482061278878, -6.210795169140569, 27.772552047320364], 'radius': 12.0}, 'projected_sphere': {'center': [206.33347615301565, -18.651032080384113], 'axes': [535.7807944565792, 535.7807944565792], 'angle': 90.0}, 'model_confidence': 0.304630085241131, 'model_id': 1, 'model_birth_timestamp': 362542.86998, 'theta': 2.105331875056067, 'phi': -1.8450279607235895, 'norm_pos': [0.4224638156145833, 0.516597261807788], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581497624.4200802,"{'circle_3d': {'center': [-0.7212948456722827, -0.09643786378467567, 17.833101676440407], 'normal': [-0.23306474224593007, 0.5095297754463245, -0.8282875309066631], 'radius': 0.8472926039991446}, 'confidence': 0.6268936793150139, 'timestamp': 362721.035215, 'diameter_3d': 1.6945852079982893, 'ellipse': {'center': [135.1754742191284, 116.05368237196147], 'axes': [48.40453040978415, 58.97952249567376], 'angle': -62.2624909984777}, 'location': [135.1754742191284, 116.05368237196147], 'diameter': 58.97952249567376, 'sphere': {'center': [2.075482061278878, -6.210795169140569, 27.772552047320364], 'radius': 12.0}, 'projected_sphere': {'center': [206.33347615301565, -18.651032080384113], 'axes': [535.7807944565792, 535.7807944565792], 'angle': 90.0}, 'model_confidence': 0.304630085241131, 'model_id': 1, 'model_birth_timestamp': 362542.86998, 'theta': 2.1054345437276187, 'phi': -1.84508558332108, 'norm_pos': [0.4224233569347763, 0.5164429901168273], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581497624.430641,"{'circle_3d': {'center': [-0.7216960159161365, -0.09537234908508196, 17.833870115776115], 'normal': [-0.23309817309958458, 0.5096185683379574, -0.8282234942953541], 'radius': 0.8498123561316706}, 'confidence': 0.60150404573249, 'timestamp': 362721.043615, 'diameter_3d': 1.6996247122633412, 'ellipse': {'center': [135.16409452945828, 116.08735156023909], 'axes': [48.540691054616104, 59.15248238548992], 'angle': -62.265035495468595}, 'location': [135.16409452945828, 116.08735156023909], 'diameter': 59.15248238548992, 'sphere': {'center': [2.075482061278878, -6.210795169140569, 27.772552047320364], 'radius': 12.0}, 'projected_sphere': {'center': [206.33347615301565, -18.651032080384113], 'axes': [535.7807944565792, 535.7807944565792], 'angle': 90.0}, 'model_confidence': 0.304630085241131, 'model_id': 1, 'model_birth_timestamp': 362542.86998, 'theta': 2.1055377400699444, 'phi': -1.845143145213892, 'norm_pos': [0.4223877954045571, 0.5163027018323372], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581497624.43631,"{'circle_3d': {'center': [-0.7220955993264786, -0.09430145174006199, 17.834641611122926], 'normal': [-0.2331314717171131, 0.5097078097833757, -0.8281592030164533], 'radius': 0.8496755177126447}, 'confidence': 0.7019348453055168, 'timestamp': 362721.052015, 'diameter_3d': 1.6993510354252894, 'ellipse': {'center': [135.15118755738925, 116.12493528899086], 'axes': [48.52484139715392, 59.14037673390142], 'angle': -62.267674121648795}, 'location': [135.15118755738925, 116.12493528899086], 'diameter': 59.14037673390142, 'sphere': {'center': [2.075482061278878, -6.210795169140569, 27.772552047320364], 'radius': 12.0}, 'projected_sphere': {'center': [206.33347615301565, -18.651032080384113], 'axes': [535.7807944565792, 535.7807944565792], 'angle': 90.0}, 'model_confidence': 0.304630085241131, 'model_id': 1, 'model_birth_timestamp': 362542.86998, 'theta': 2.105641464083764, 'phi': -1.8452006464024229, 'norm_pos': [0.4223474611168414, 0.516146102962538], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581497624.447066,"{'circle_3d': {'center': [-0.7224935950262918, -0.0932251727801976, 17.83541616386003], 'normal': [-0.23316463802543086, 0.5097974996966977, -0.8280946569550278], 'radius': 0.8509000466097649}, 'confidence': 0.5890679223771869, 'timestamp': 362721.060415, 'diameter_3d': 1.7018000932195299, 'ellipse': {'center': [135.13915579970603, 116.1607884990158], 'axes': [48.586809702235996, 59.22308138407768], 'angle': -62.27034189890174}, 'location': [135.13915579970603, 116.1607884990158], 'diameter': 59.22308138407768, 'sphere': {'center': [2.075482061278878, -6.210795169140569, 27.772552047320364], 'radius': 12.0}, 'projected_sphere': {'center': [206.33347615301565, -18.651032080384113], 'axes': [535.7807944565792, 535.7807944565792], 'angle': 90.0}, 'model_confidence': 0.304630085241131, 'model_id': 1, 'model_birth_timestamp': 362542.86998, 'theta': 2.1057457157676405, 'phi': -1.8452580868858766, 'norm_pos': [0.42230986187408137, 0.5159967145874342], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
