eye_packets,767
norm_X,norm_Y,phi,theta,confidence,timestamp
1581497624.354628,"{'circle_3d': {'center': [-0.7180284123385645, -0.10476820772740503, 17.82706392554951], 'normal': [-0.23279253946812026, 0.5088355801177638, -0.8287906768142379], 'radius': 0.8495082119533497}, 'confidence': 0.6247899893796366, 'timestamp': 362720.968014, 'diameter_3d': 1.6990164239066994, 'ellipse': {'center': [135.28204793108466, 115.75956464895415], 'axes': [48.594127451924834, 59.153992474268065], 'angle': -62.2436233082621}, 'location': [135.28204793108466, 115.75956464895415], 'diameter': 59.153992474268065, 'sphere': {'center': [2.075482061278878, -6.210795169140569, 27.772552047320364], 'radius': 12.0}, 'projected_sphere': {'center': [206.33347615301565, -18.651032080384113], 'axes': [535.7807944565792, 535.7807944565792], 'angle': 90.0}, 'model_confidence': 0.304630085241131, 'model_id': 1, 'model_birth_timestamp': 362542.86998, 'theta': 2.1046279573847637, 'phi': -1.8446228958956605, 'norm_pos': [0.4227563997846396, 0.5176684806293577], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581497624.456645,"{'circle_3d': {'center': [-0.7228900021453804, -0.09214351321928316, 17.83619377539104], 'normal': [-0.23319767195202157, 0.5098876379934406, -0.8280298559941106], 'radius': 0.8520706761218194}, 'confidence': 0.623613246838345, 'timestamp': 362721.068815, 'diameter_3d': 1.7041413522436388, 'ellipse': {'center': [135.1271529743512, 116.19689966156477], 'axes': [48.64564342979643, 59.302014515336836], 'angle': -62.27306163694294}, 'location': [135.1271529743512, 116.19689966156477], 'diameter': 59.302014515336836, 'sphere': {'center': [2.075482061278878, -6.210795169140569, 27.772552047320364], 'radius': 12.0}, 'projected_sphere': {'center': [206.33347615301565, -18.651032080384113], 'axes': [535.7807944565792, 535.7807944565792], 'angle': 90.0}, 'model_confidence': 0.304630085241131, 'model_id': 1, 'model_birth_timestamp': 362542.86998, 'theta': 2.1058504951222905, 'phi': -1.8453154666646516, 'norm_pos': [0.42227235304484745, 0.5158462514101467], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581497624.4606552,"{'circle_3d': {'center': [-0.7232848198092792, -0.09105647408399609, 17.836974447122614], 'normal': [-0.23323057342401313, 0.5099782245880479, -0.8279648000164792], 'radius': 0.8510557006704322}, 'confidence': 0.5596199306402287, 'timestamp': 362721.077215, 'diameter_3d': 1.7021114013408645, 'ellipse': {'center': [135.1139003103312, 116.23627399695081], 'axes': [48.57948848345206, 59.228714600552244], 'angle': -62.27586772343432}, 'location': [135.1139003103312, 116.23627399695081], 'diameter': 59.228714600552244, 'sphere': {'center': [2.075482061278878, -6.210795169140569, 27.772552047320364], 'radius': 12.0}, 'projected_sphere': {'center': [206.33347615301565, -18.651032080384113], 'axes': [535.7807944565792, 535.7807944565792], 'angle': 90.0}, 'model_confidence': 0.304630085241131, 'model_id': 1, 'model_birth_timestamp': 362542.86998, 'theta': 2.105955802147714, 'phi': -1.8453727857387483, 'norm_pos': [0.422230938469785, 0.5156821916793717], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581497624.472686,"{'circle_3d': {'center': [-0.7236780471420263, -0.08996405640647076, 17.837758180469812], 'normal': [-0.2332633423684087, 0.5100692593945082, -0.8278994889042126], 'radius': 0.8505025837282336}, 'confidence': 0.5895142449961724, 'timestamp': 362721.085615, 'diameter_3d': 1.7010051674564672, 'ellipse': {'center': [135.1009852675398, 116.27518109389058], 'axes': [48.53971974097895, 59.18757512103333], 'angle': -62.278717287200685}, 'location': [135.1009852675398, 116.27518109389058], 'diameter': 59.18757512103333, 'sphere': {'center': [2.075482061278878, -6.210795169140569, 27.772552047320364], 'radius': 12.0}, 'projected_sphere': {'center': [206.33347615301565, -18.651032080384113], 'axes': [535.7807944565792, 535.7807944565792], 'angle': 90.0}, 'model_confidence': 0.304630085241131, 'model_id': 1, 'model_birth_timestamp': 362542.86998, 'theta': 2.1060616368439105, 'phi': -1.8454300441081655, 'norm_pos': [0.42219057896106194, 0.5155200787754559], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581497624.483387,"{'circle_3d': {'center': [-0.7240696832661753, -0.08886626122432162, 17.83854497685609], 'normal': [-0.23329597871208776, 0.510160742326354, -0.8278339225386894], 'radius': 0.8529401137865315}, 'confidence': 0.652552366037971, 'timestamp': 362721.094015, 'diameter_3d': 1.705880227573063, 'ellipse': {'center': [135.08992308327208, 116.31005956561896], 'axes': [48.6708289571237, 59.354692617287384], 'angle': -62.2815695372442}, 'location': [135.08992308327208, 116.31005956561896], 'diameter': 59.354692617287384, 'sphere': {'center': [2.075482061278878, -6.210795169140569, 27.772552047320364], 'radius': 12.0}, 'projected_sphere': {'center': [206.33347615301565, -18.651032080384113], 'axes': [535.7807944565792, 535.7807944565792], 'angle': 90.0}, 'model_confidence': 0.304630085241131, 'model_id': 1, 'model_birth_timestamp': 362542.86998, 'theta': 2.106167999210881, 'phi': -1.8454872417729042, 'norm_pos': [0.42215600963522526, 0.515374751809921], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581497624.4885828,"{'circle_3d': {'center': [-0.724459727302782, -0.08776308958064494, 17.839334837713288], 'normal': [-0.23332848238180504, 0.5102526732966605, -0.8277681008005897], 'radius': 0.8543571324114729}, 'confidence': 0.6456629216899421, 'timestamp': 362721.102415, 'diameter_3d': 1.7087142648229459, 'ellipse': {'center': [135.0783113270109, 116.3465555252729], 'axes': [48.74355540956663, 59.45072146209963], 'angle': -62.28448909085795}, 'location': [135.0783113270109, 116.3465555252729], 'diameter': 59.45072146209963, 'sphere': {'center': [2.075482061278878, -6.210795169140569, 27.772552047320364], 'radius': 12.0}, 'projected_sphere': {'center': [206.33347615301565, -18.651032080384113], 'axes': [535.7807944565792, 535.7807944565792], 'angle': 90.0}, 'model_confidence': 0.304630085241131, 'model_id': 1, 'model_birth_timestamp': 362542.86998, 'theta': 2.1062748892486245, 'phi': -1.8455443787329644, 'norm_pos': [0.4221197228969091, 0.5152226853113628], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581497624.495726,"{'circle_3d': {'center': [-0.7248481783740881, -0.08665454251631566, 17.84012776448712], 'normal': [-0.23336085330441383, 0.5103450522186878, -0.8277020235694369], 'radius': 0.8532350568399772}, 'confidence': 0.6348203629976914, 'timestamp': 362721.110815, 'diameter_3d': 1.7064701136799545, 'ellipse': {'center': [135.06523451335823, 116.38682108118374], 'axes': [48.67117760611078, 59.36992733880309], 'angle': -62.28750043044393}, 'location': [135.06523451335823, 116.38682108118374], 'diameter': 59.36992733880309, 'sphere': {'center': [2.075482061278878, -6.210795169140569, 27.772552047320364], 'radius': 12.0}, 'projected_sphere': {'center': [206.33347615301565, -18.651032080384113], 'axes': [535.7807944565792, 535.7807944565792], 'angle': 90.0}, 'model_confidence': 0.304630085241131, 'model_id': 1, 'model_birth_timestamp': 362542.86998, 'theta': 2.106382306957888, 'phi': -1.8456014549887407, 'norm_pos': [0.4220788578542445, 0.5150549121617345], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581497624.505146,"{'circle_3d': {'center': [-0.7252350815526398, -0.08554048817016735, 17.840923853559794], 'normal': [-0.23339309523595983, 0.5104378900808668, -0.8276356828133808], 'radius': 0.8523178915029379}, 'confidence': 0.5355238347683403, 'timestamp': 362721.119216, 'diameter_3d': 1.7046357830058758, 'ellipse': {'center': [135.0523406170298, 116.4269841154804], 'axes': [48.610494107410815, 59.303397431770556], 'angle': -62.290559509455505}, 'location': [135.0523406170298, 116.4269841154804], 'diameter': 59.303397431770556, 'sphere': {'center': [2.075482061278878, -6.210795169140569, 27.772552047320364], 'radius': 12.0}, 'projected_sphere': {'center': [206.33347615301565, -18.651032080384113], 'axes': [535.7807944565792, 535.7807944565792], 'angle': 90.0}, 'model_confidence': 0.304630085241131, 'model_id': 1, 'model_birth_timestamp': 362542.86998, 'theta': 2.1064902652193336, 'phi': -1.845658477323446, 'norm_pos': [0.4220385644282182, 0.5148875661854984], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581497624.511864,"{'circle_3d': {'center': [-0.7256203438480773, -0.08442119281567706, 17.84172291687002], 'normal': [-0.23342520042724624, 0.5105311646937409, -0.8275690942041953], 'radius': 0.8557510708858203}, 'confidence': 0.46894581484730646, 'timestamp': 362721.127616, 'diameter_3d': 1.7115021417716405, 'ellipse': {'center': [135.0421220552007, 116.46118302464438], 'axes': [48.79822925903544, 59.539761914886064], 'angle': -62.29359882095214}, 'location': [135.0421220552007, 116.46118302464438], 'diameter': 59.539761914886064, 'sphere': {'center': [2.075482061278878, -6.210795169140569, 27.772552047320364], 'radius': 12.0}, 'projected_sphere': {'center': [206.33347615301565, -18.651032080384113], 'axes': [535.7807944565792, 535.7807944565792], 'angle': 90.0}, 'model_confidence': 0.304630085241131, 'model_id': 1, 'model_birth_timestamp': 362542.86998, 'theta': 2.10659873833222, 'phi': -1.8457154321622422, 'norm_pos': [0.4220066314225022, 0.5147450707306485], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581497624.5211189,"{'circle_3d': {'center': [-0.7260040105251342, -0.08329652522705366, 17.84252505046249], 'normal': [-0.2334571726503343, 0.5106248869927928, -0.8275022497381559], 'radius': 0.8551347195050498}, 'confidence': 0.545596949896905, 'timestamp': 362721.136016, 'diameter_3d': 1.7102694390100996, 'ellipse': {'center': [135.02953000742087, 116.5012874282174], 'axes': [48.754654109438476, 59.494152643797975], 'angle': -62.29675402271505}, 'location': [135.02953000742087, 116.5012874282174], 'diameter': 59.494152643797975, 'sphere': {'center': [2.075482061278878, -6.210795169140569, 27.772552047320364], 'radius': 12.0}, 'projected_sphere': {'center': [206.33347615301565, -18.651032080384113], 'axes': [535.7807944565792, 535.7807944565792], 'angle': 90.0}, 'model_confidence': 0.304630085241131, 'model_id': 1, 'model_birth_timestamp': 362542.86998, 'theta': 2.10670773911588, 'phi': -1.84577232629636, 'norm_pos': [0.4219672812731902, 0.5145779690490941], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581497624.528737,"{'circle_3d': {'center': [-0.7263860806973859, -0.08216648647485947, 17.84333025581094], 'normal': [-0.23348901183135537, 0.5107190568888093, -0.8274351492924521], 'radius': 0.857817812639731}, 'confidence': 0.49130317974182497, 'timestamp': 362721.144416, 'diameter_3d': 1.715635625279462, 'ellipse': {'center': [135.01898607913398, 116.53690273574637], 'axes': [48.899415882761595, 59.67824589503656], 'angle': -62.29990656709623}, 'location': [135.01898607913398, 116.53690273574637], 'diameter': 59.67824589503656, 'sphere': {'center': [2.075482061278878, -6.210795169140569, 27.772552047320364], 'radius': 12.0}, 'projected_sphere': {'center': [206.33347615301565, -18.651032080384113], 'axes': [535.7807944565792, 535.7807944565792], 'angle': 90.0}, 'model_confidence': 0.304630085241131, 'model_id': 1, 'model_birth_timestamp': 362542.86998, 'theta': 2.106817267570314, 'phi': -1.845829159725799, 'norm_pos': [0.4219343314972937, 0.5144295719343901], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581497624.535701,"{'circle_3d': {'center': [-0.7267665534769048, -0.08103107763516704, 17.84413853439745], 'normal': [-0.2335207178963152, 0.5108136742921168, -0.8273677927435759], 'radius': 0.8563211481678727}, 'confidence': 0.41603628852161645, 'timestamp': 362721.152816, 'diameter_3d': 1.7126422963357455, 'ellipse': {'center': [135.0059837930232, 116.57862382556368], 'axes': [48.8055254118672, 59.571327703678215], 'angle': -62.30317702132958}, 'location': [135.0059837930232, 116.57862382556368], 'diameter': 59.571327703678215, 'sphere': {'center': [2.075482061278878, -6.210795169140569, 27.772552047320364], 'radius': 12.0}, 'projected_sphere': {'center': [206.33347615301565, -18.651032080384113], 'axes': [535.7807944565792, 535.7807944565792], 'angle': 90.0}, 'model_confidence': 0.304630085241131, 'model_id': 1, 'model_birth_timestamp': 362542.86998, 'theta': 2.106927323695521, 'phi': -1.845885932450559, 'norm_pos': [0.42189369935319754, 0.5142557340601513], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581497624.5452108,"{'circle_3d': {'center': [-0.7271454279742757, -0.07989029978955742, 17.844949887712506], 'normal': [-0.23355229077109618, 0.5109087391125844, -0.8273001799673216], 'radius': 0.8570804561113902}, 'confidence': 0.5679404972000509, 'timestamp': 362721.161216, 'diameter_3d': 1.7141609122227803, 'ellipse': {'center': [134.99440204387554, 116.61733107029382], 'axes': [48.84037650309126, 59.621456506893956], 'angle': -62.30646152932071}, 'location': [134.99440204387554, 116.61733107029382], 'diameter': 59.621456506893956, 'sphere': {'center': [2.075482061278878, -6.210795169140569, 27.772552047320364], 'radius': 12.0}, 'projected_sphere': {'center': [206.33347615301565, -18.651032080384113], 'axes': [535.7807944565792, 535.7807944565792], 'angle': 90.0}, 'model_confidence': 0.304630085241131, 'model_id': 1, 'model_birth_timestamp': 362542.86998, 'theta': 2.107037907491501, 'phi': -1.8459426444706404, 'norm_pos': [0.42185750638711106, 0.5140944538737757], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581497624.564898,"{'circle_3d': {'center': [-0.727522703301184, -0.07874415401716917, 17.845764317260574], 'normal': [-0.2335837303816718, 0.5110042512602833, -0.8272323108383157], 'radius': 0.8552026851416522}, 'confidence': 0.5164294760384682, 'timestamp': 362721.169616, 'diameter_3d': 1.7104053702833044, 'ellipse': {'center': [134.98129282706697, 116.65995611286303], 'axes': [48.724717503524, 59.48800030041841], 'angle': -62.30983880973259}, 'location': [134.98129282706697, 116.65995611286303], 'diameter': 59.48800030041841, 'sphere': {'center': [2.075482061278878, -6.210795169140569, 27.772552047320364], 'radius': 12.0}, 'projected_sphere': {'center': [206.33347615301565, -18.651032080384113], 'axes': [535.7807944565792, 535.7807944565792], 'angle': 90.0}, 'model_confidence': 0.304630085241131, 'model_id': 1, 'model_birth_timestamp': 362542.86998, 'theta': 2.1071490189590265, 'phi': -1.8459992957864353, 'norm_pos': [0.42181654008458425, 0.5139168495297374], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581497624.567478,"{'circle_3d': {'center': [-0.7278983785599831, -0.07759264142650935, 17.846581824537566], 'normal': [-0.23361503665323838, 0.5111002106428383, -0.8271641852318997], 'radius': 0.8570018791331352}, 'confidence': 0.5973910928534488, 'timestamp': 362721.178016, 'diameter_3d': 1.7140037582662704, 'ellipse': {'center': [134.97045816260567, 116.69755863791349], 'axes': [48.81882618046858, 59.61049098280039], 'angle': -62.31320729969199}, 'location': [134.97045816260567, 116.69755863791349], 'diameter': 59.61049098280039, 'sphere': {'center': [2.075482061278878, -6.210795169140569, 27.772552047320364], 'radius': 12.0}, 'projected_sphere': {'center': [206.33347615301565, -18.651032080384113], 'axes': [535.7807944565792, 535.7807944565792], 'angle': 90.0}, 'model_confidence': 0.304630085241131, 'model_id': 1, 'model_birth_timestamp': 362542.86998, 'theta': 2.107260658096558, 'phi': -1.8460558863971586, 'norm_pos': [0.4217826817581427, 0.5137601723420271], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581497624.574665,"{'circle_3d': {'center': [-0.728272452859374, -0.0764357631077992, 17.847402411064664], 'normal': [-0.233646209511521, 0.5111966171693975, -0.8270958030213084], 'radius': 0.8566781654913429}, 'confidence': 0.6035372662656997, 'timestamp': 362721.186416, 'diameter_3d': 1.7133563309826858, 'ellipse': {'center': [134.9584059843894, 116.73835027079214], 'axes': [48.79178353786012, 59.585195576643905], 'angle': -62.316660136163726}, 'location': [134.9584059843894, 116.73835027079214], 'diameter': 59.585195576643905, 'sphere': {'center': [2.075482061278878, -6.210795169140569, 27.772552047320364], 'radius': 12.0}, 'projected_sphere': {'center': [206.33347615301565, -18.651032080384113], 'axes': [535.7807944565792, 535.7807944565792], 'angle': 90.0}, 'model_confidence': 0.304630085241131, 'model_id': 1, 'model_birth_timestamp': 362542.86998, 'theta': 2.1073728249048624, 'phi': -1.8461124163032032, 'norm_pos': [0.4217450187012169, 0.5135902072050327], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
