eye_packets,763
norm_X,norm_Y,phi,theta,confidence,timestamp
1581497668.6601331,"{'circle_3d': {'center': [-0.7972437145044031, 0.06061590841954967, 17.953343845361992], 'normal': [-0.2393938146486068, 0.5226175897966766, -0.8182673501631977], 'radius': 0.9267653835112233}, 'confidence': 0.4609470001678326, 'timestamp': 362765.269922, 'diameter_3d': 1.8535307670224466, 'ellipse': {'center': [132.7676713879581, 121.38801684606864], 'axes': [51.59223980856172, 64.08375330288939], 'angle': -62.44607625727427}, 'location': [132.7676713879581, 121.38801684606864], 'diameter': 64.08375330288939, 'sphere': {'center': [2.075482061278878, -6.210795169140569, 27.772552047320364], 'radius': 12.0}, 'projected_sphere': {'center': [206.33347615301565, -18.651032080384113], 'axes': [535.7807944565792, 535.7807944565792], 'angle': 90.0}, 'model_confidence': 0.09983144052271298, 'model_id': 1, 'model_birth_timestamp': 362542.86998, 'theta': 2.120714643056174, 'phi': -1.8554152438130205, 'norm_pos': [0.41489897308736906, 0.49421659647471405], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581497668.664331,"{'circle_3d': {'center': [-0.7911299360724242, 0.04896031408668211, 17.944124047540953], 'normal': [-0.2388843331126085, 0.5216462902689376, -0.8190356666482843], 'radius': 0.9305180244863736}, 'confidence': 0.9939987776866982, 'timestamp': 362765.278322, 'diameter_3d': 1.861036048972747, 'ellipse': {'center': [132.9673886912645, 120.98020889500447], 'axes': [51.90566741732044, 64.37649126157946], 'angle': -62.43801862355707}, 'location': [132.9673886912645, 120.98020889500447], 'diameter': 64.37649126157946, 'sphere': {'center': [2.075482061278878, -6.210795169140569, 27.772552047320364], 'radius': 12.0}, 'projected_sphere': {'center': [206.33347615301565, -18.651032080384113], 'axes': [535.7807944565792, 535.7807944565792], 'angle': 90.0}, 'model_confidence': 0.09989214530764512, 'model_id': 1, 'model_birth_timestamp': 362542.86998, 'theta': 2.1195757758805445, 'phi': -1.8545892323940716, 'norm_pos': [0.4155230896602015, 0.4959157962708147], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581497668.671382,"{'circle_3d': {'center': [-0.7886230510343002, 0.05199932783028949, 17.945329296495334], 'normal': [-0.23867542602609818, 0.5218995414142382, -0.8189352292354191], 'radius': 0.927670428286576}, 'confidence': 0.9949882648208708, 'timestamp': 362765.286722, 'diameter_3d': 1.855340856573152, 'ellipse': {'center': [133.0536891811745, 121.08937374600058], 'axes': [51.7340799265106, 64.17455813470666], 'angle': -62.48356567721243}, 'location': [133.0536891811745, 121.08937374600058], 'diameter': 64.17455813470666, 'sphere': {'center': [2.075482061278878, -6.210795169140569, 27.772552047320364], 'radius': 12.0}, 'projected_sphere': {'center': [206.33347615301565, -18.651032080384113], 'axes': [535.7807944565792, 535.7807944565792], 'angle': 90.0}, 'model_confidence': 0.10017000501562068, 'model_id': 1, 'model_birth_timestamp': 362542.86998, 'theta': 2.1198726411636515, 'phi': -1.8543870904142614, 'norm_pos': [0.41579277869117026, 0.49546094272499763], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581497668.681379,"{'circle_3d': {'center': [-0.786300061252093, 0.054220680124435816, 17.94606847018961], 'normal': [-0.23848184354424756, 0.522084654105417, -0.8188736314275629], 'radius': 0.9282874079319975}, 'confidence': 0.9945578898271344, 'timestamp': 362765.295122, 'diameter_3d': 1.856574815863995, 'ellipse': {'center': [133.13521780742371, 121.16502914416381], 'axes': [51.761159550140874, 64.21425728394445], 'angle': -62.52198944966232}, 'location': [133.13521780742371, 121.16502914416381], 'diameter': 64.21425728394445, 'sphere': {'center': [2.075482061278878, -6.210795169140569, 27.772552047320364], 'radius': 12.0}, 'projected_sphere': {'center': [206.33347615301565, -18.651032080384113], 'axes': [535.7807944565792, 535.7807944565792], 'angle': 90.0}, 'model_confidence': 0.10001454721643155, 'model_id': 1, 'model_birth_timestamp': 362542.86998, 'theta': 2.120089667510228, 'phi': -1.8541893930384812, 'norm_pos': [0.4160475556481991, 0.49514571189931744], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581497668.689196,"{'circle_3d': {'center': [-0.7886829362108743, 0.050898744772908344, 17.944645444405708], 'normal': [-0.23868041645747937, 0.5218078261594564, -0.8189922169095546], 'radius': 0.9341216732070365}, 'confidence': 0.9940615037526035, 'timestamp': 362765.303522, 'diameter_3d': 1.868243346414073, 'ellipse': {'center': [133.05483134132663, 121.04152503529414], 'axes': [52.102074909772796, 64.62377169871635], 'angle': -62.47597004573733}, 'location': [133.05483134132663, 121.04152503529414], 'diameter': 64.62377169871635, 'sphere': {'center': [2.075482061278878, -6.210795169140569, 27.772552047320364], 'radius': 12.0}, 'projected_sphere': {'center': [206.33347615301565, -18.651032080384113], 'axes': [535.7807944565792, 535.7807944565792], 'angle': 90.0}, 'model_confidence': 0.09965989522003893, 'model_id': 1, 'model_birth_timestamp': 362542.86998, 'theta': 2.1197651247621896, 'phi': -1.85437401479763, 'norm_pos': [0.4157963479416457, 0.49566031235294106], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581497668.694914,"{'circle_3d': {'center': [-0.7861116619115895, 0.05198314308933227, 17.94458739662795], 'normal': [-0.23846614359920562, 0.5218981926858252, -0.818997054224368], 'radius': 0.9307596466707703}, 'confidence': 0.9941571725618128, 'timestamp': 362765.311922, 'diameter_3d': 1.8615192933415405, 'ellipse': {'center': [133.1411839890942, 121.08405525916673], 'axes': [51.9157303164369, 64.39084074324356], 'angle': -62.51002417839516}, 'location': [133.1411839890942, 121.08405525916673], 'diameter': 64.39084074324356, 'sphere': {'center': [2.075482061278878, -6.210795169140569, 27.772552047320364], 'radius': 12.0}, 'projected_sphere': {'center': [206.33347615301565, -18.651032080384113], 'axes': [535.7807944565792, 535.7807944565792], 'angle': 90.0}, 'model_confidence': 0.09931248365743217, 'model_id': 1, 'model_birth_timestamp': 362542.86998, 'theta': 2.119871060018563, 'phi': -1.8541312639422791, 'norm_pos': [0.41606619996591937, 0.4954831030868053], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581497668.705444,"{'circle_3d': {'center': [-0.793070051571243, 0.04962528279743772, 17.94511369641633], 'normal': [-0.23904600940417675, 0.5217017043281672, -0.8189531959086696], 'radius': 0.9345715235996599}, 'confidence': 0.9949044313281883, 'timestamp': 362765.320322, 'diameter_3d': 1.8691430471993198, 'ellipse': {'center': [132.90459472993317, 120.99696871803565], 'axes': [52.12050893597655, 64.65379144317156], 'angle': -62.421568009830786}, 'location': [132.90459472993317, 120.99696871803565], 'diameter': 64.65379144317156, 'sphere': {'center': [2.075482061278878, -6.210795169140569, 27.772552047320364], 'radius': 12.0}, 'projected_sphere': {'center': [206.33347615301565, -18.651032080384113], 'axes': [535.7807944565792, 535.7807944565792], 'angle': 90.0}, 'model_confidence': 0.09881495584058708, 'model_id': 1, 'model_birth_timestamp': 362542.86998, 'theta': 2.1196407285732035, 'phi': -1.854798229184639, 'norm_pos': [0.4153268585310411, 0.49584596367485145], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581497668.711374,"{'circle_3d': {'center': [-0.7870505362923064, 0.058863436892654164, 17.949248728597283], 'normal': [-0.23854438313093201, 0.5224715505027686, -0.8186086098935901], 'radius': 0.931872309436685}, 'confidence': 0.9939318483678383, 'timestamp': 362765.328722, 'diameter_3d': 1.86374461887337, 'ellipse': {'center': [133.1162563081419, 121.31967992069364], 'axes': [51.92587955336969, 64.45087438988247], 'angle': -62.542828364156094}, 'location': [133.1162563081419, 121.31967992069364], 'diameter': 64.45087438988247, 'sphere': {'center': [2.075482061278878, -6.210795169140569, 27.772552047320364], 'radius': 12.0}, 'projected_sphere': {'center': [206.33347615301565, -18.651032080384113], 'axes': [535.7807944565792, 535.7807944565792], 'angle': 90.0}, 'model_confidence': 0.09870052884776159, 'model_id': 1, 'model_birth_timestamp': 362542.86998, 'theta': 2.120543358463248, 'phi': -1.8543467236601945, 'norm_pos': [0.4159883009629435, 0.49450133366377647], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581497668.721474,"{'circle_3d': {'center': [-0.7917273402883556, 0.05123108214612504, 17.945744962831487], 'normal': [-0.23893411679726947, 0.5218355209405579, -0.818900590374073], 'radius': 0.9373983872398833}, 'confidence': 0.9944055390531779, 'timestamp': 362765.337122, 'diameter_3d': 1.8747967744797667, 'ellipse': {'center': [132.95363509947722, 121.04799686663067], 'axes': [52.27185964539477, 64.84701105865796], 'angle': -62.44575432056318}, 'location': [132.95363509947722, 121.04799686663067], 'diameter': 64.84701105865796, 'sphere': {'center': [2.075482061278878, -6.210795169140569, 27.772552047320364], 'radius': 12.0}, 'projected_sphere': {'center': [206.33347615301565, -18.651032080384113], 'axes': [535.7807944565792, 535.7807944565792], 'angle': 90.0}, 'model_confidence': 0.09790880679763081, 'model_id': 1, 'model_birth_timestamp': 362542.86998, 'theta': 2.1197975901885364, 'phi': -1.854689594557998, 'norm_pos': [0.41548010968586635, 0.4956333463890389], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581497668.731628,"{'circle_3d': {'center': [-0.7977258995992917, 0.05223230181659755, 17.94813537702476], 'normal': [-0.23943399673984747, 0.5219189559130972, -0.8187013891913004], 'radius': 0.9360673383082164}, 'confidence': 0.9938848252104417, 'timestamp': 362765.345522, 'diameter_3d': 1.8721346766164328, 'ellipse': {'center': [132.7495150385913, 121.08468177071444], 'axes': [52.16882536455904, 64.74683931616599], 'angle': -62.38859655724649}, 'location': [132.7495150385913, 121.08468177071444], 'diameter': 64.74683931616599, 'sphere': {'center': [2.075482061278878, -6.210795169140569, 27.772552047320364], 'radius': 12.0}, 'projected_sphere': {'center': [206.33347615301565, -18.651032080384113], 'axes': [535.7807944565792, 535.7807944565792], 'angle': 90.0}, 'model_confidence': 0.09673996848563737, 'model_id': 1, 'model_birth_timestamp': 362542.86998, 'theta': 2.119895401393074, 'phi': -1.8553175773047257, 'norm_pos': [0.4148422344955979, 0.4954804926220232], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581497668.739899,"{'circle_3d': {'center': [-0.7877020338394409, 0.05705260271504997, 17.948283059436022], 'normal': [-0.23859867459319326, 0.5223206476546349, -0.8186890823236952], 'radius': 0.931534563018773}, 'confidence': 0.9942003388938367, 'timestamp': 362765.353922, 'diameter_3d': 1.863069126037546, 'ellipse': {'center': [133.09219628240592, 121.25775747966287], 'axes': [51.91751357291405, 64.4311294940824], 'angle': -62.52469368469359}, 'location': [133.09219628240592, 121.25775747966287], 'diameter': 64.4311294940824, 'sphere': {'center': [2.075482061278878, -6.210795169140569, 27.772552047320364], 'radius': 12.0}, 'projected_sphere': {'center': [206.33347615301565, -18.651032080384113], 'axes': [535.7807944565792, 535.7807944565792], 'angle': 90.0}, 'model_confidence': 0.09581990476148494, 'model_id': 1, 'model_birth_timestamp': 362542.86998, 'theta': 2.1203663884538217, 'phi': -1.8543814467136897, 'norm_pos': [0.4159131133825185, 0.4947593438347381], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
