eye_packets,776
norm_X,norm_Y,phi,theta,confidence,timestamp
1581495139.590692,"{'circle_3d': {'center': [-1.9289633761962346, -0.7482738573101999, 127.56745608614187], 'normal': [-0.44931782777773155, 0.5324131842871132, -0.7173908912429523], 'radius': 3.345090365067458}, 'confidence': 0.2155099773089776, 'timestamp': 360236.170169, 'diameter_3d': 6.690180730134916, 'ellipse': {'center': [150.75923490508427, 116.19916141511662], 'axes': [23.21195485556706, 32.52465400789843], 'angle': -48.94724065448078}, 'location': [150.75923490508427, 116.19916141511662], 'diameter': 32.52465400789843, 'sphere': {'center': [3.4628505571365418, -7.137232068755555, 136.1761467810573], 'radius': 12.0}, 'projected_sphere': {'center': [175.76610438887312, 87.50470631436612], 'axes': [109.27023822992966, 109.27023822992966], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 2.1322451753206817, 'phi': -2.130345859184473, 'norm_pos': [0.4711226090783883, 0.5158368274370141], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495139.598523,"{'circle_3d': {'center': [-1.884975944736281, -0.8680189066730613, 127.45274618070434], 'normal': [-0.4456522084894018, 0.522434430173541, -0.7269500500294132], 'radius': 3.3001616603077677}, 'confidence': 0.11425321714905692, 'timestamp': 360236.178569, 'diameter_3d': 6.600323320615535, 'ellipse': {'center': [150.9622547562612, 115.61822490040964], 'axes': [23.247753584406297, 32.11657455441547], 'angle': -48.596910725268685}, 'location': [150.9622547562612, 115.61822490040964], 'diameter': 32.11657455441547, 'sphere': {'center': [3.4628505571365418, -7.137232068755555, 136.1761467810573], 'radius': 12.0}, 'projected_sphere': {'center': [175.76610438887312, 87.50470631436612], 'axes': [109.27023822992966, 109.27023822992966], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 2.1204998241388853, 'phi': -2.120751677925815, 'norm_pos': [0.4717570461133162, 0.5182573962482931], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495139.608397,"{'circle_3d': {'center': [-1.6387382113008169, -0.8703476584342447, 127.30484744976283], 'normal': [-0.4251323973697797, 0.5222403675267756, -0.7392749442745385], 'radius': 3.347866210385103}, 'confidence': 0.13404223246898733, 'timestamp': 360236.186969, 'diameter_3d': 6.695732420770206, 'ellipse': {'center': [152.15131880117875, 115.5943072338528], 'axes': [24.05049636000508, 32.617982143934185], 'angle': -49.96078770555593}, 'location': [152.15131880117875, 115.5943072338528], 'diameter': 32.617982143934185, 'sphere': {'center': [3.4628505571365418, -7.137232068755555, 136.1761467810573], 'radius': 12.0}, 'projected_sphere': {'center': [175.76610438887312, 87.50470631436612], 'axes': [109.27023822992966, 109.27023822992966], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 2.1202722484456737, 'phi': -2.09268072667143, 'norm_pos': [0.4754728712536836, 0.51835705319228], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495139.6166458,"{'circle_3d': {'center': [-1.846475561960606, -0.881187440428846, 127.41983695502572], 'normal': [-0.4424438432580958, 0.5213370523605593, -0.7296924855026322], 'radius': 3.3322074823686316}, 'confidence': 0.1581277355669843, 'timestamp': 360236.195369, 'diameter_3d': 6.664414964737263, 'ellipse': {'center': [151.1494736503828, 115.54958911550817], 'axes': [23.576001362755505, 32.43680052758418], 'angle': -48.74229312774226}, 'location': [151.1494736503828, 115.54958911550817], 'diameter': 32.43680052758418, 'sphere': {'center': [3.4628505571365418, -7.137232068755555, 136.1761467810573], 'radius': 12.0}, 'projected_sphere': {'center': [175.76610438887312, 87.50470631436612], 'axes': [109.27023822992966, 109.27023822992966], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 2.119213355016157, 'phi': -2.115866661309604, 'norm_pos': [0.47234210515744623, 0.5185433786853826], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495139.622377,"{'circle_3d': {'center': [-1.864485077367993, -0.6884029905849509, 127.57195602550803], 'normal': [-0.44394463620871116, 0.5374024231808836, -0.7170158962957722], 'radius': 3.4064335575890636}, 'confidence': 0.17824652760145998, 'timestamp': 360236.203769, 'diameter_3d': 6.812867115178127, 'ellipse': {'center': [151.0762211450825, 116.48280418753147], 'axes': [23.62763443255297, 33.11983104892662], 'angle': -49.58666763549775}, 'location': [151.0762211450825, 116.48280418753147], 'diameter': 33.11983104892662, 'sphere': {'center': [3.4628505571365418, -7.137232068755555, 136.1761467810573], 'radius': 12.0}, 'projected_sphere': {'center': [175.76610438887312, 87.50470631436612], 'axes': [109.27023822992966, 109.27023822992966], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 2.1381502448501886, 'phi': -2.12518211474103, 'norm_pos': [0.47211319107838284, 0.5146549825519522], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495139.630029,"{'circle_3d': {'center': [-1.528847373850808, -1.0201915894345994, 127.1392907160242], 'normal': [-0.41597482758227927, 0.5097533732767464, -0.7530713387527579], 'radius': 3.3213560192314695}, 'confidence': 0.04463140815565438, 'timestamp': 360236.212169, 'diameter_3d': 6.642712038462939, 'ellipse': {'center': [152.674894524517, 114.86104806968903], 'axes': [24.369736086705824, 32.401590337850855], 'angle': -49.84479297282216}, 'location': [152.674894524517, 114.86104806968903], 'diameter': 32.401590337850855, 'sphere': {'center': [3.4628505571365418, -7.137232068755555, 136.1761467810573], 'radius': 12.0}, 'projected_sphere': {'center': [175.76610438887312, 87.50470631436612], 'axes': [109.27023822992966, 109.27023822992966], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 2.1056944243170035, 'phi': -2.0754581206748166, 'norm_pos': [0.4771090453891156, 0.5214122997096291], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495139.646708,"{'circle_3d': {'center': [-1.6254711073760229, -0.9041488839232796, 127.2734698437865], 'normal': [-0.42402680537604687, 0.5194235987360227, -0.7418897447725661], 'radius': 3.3687005757736213}, 'confidence': 0.21055956635390422, 'timestamp': 360236.220569, 'diameter_3d': 6.7374011515472425, 'ellipse': {'center': [152.21586660947662, 115.42670920797961], 'axes': [24.297771337290516, 32.82912587351688], 'angle': -49.86896603408466}, 'location': [152.21586660947662, 115.42670920797961], 'diameter': 32.82912587351688, 'sphere': {'center': [3.4628505571365418, -7.137232068755555, 136.1761467810573], 'radius': 12.0}, 'projected_sphere': {'center': [175.76610438887312, 87.50470631436612], 'axes': [109.27023822992966, 109.27023822992966], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 2.116972604436181, 'phi': -2.0900336920113074, 'norm_pos': [0.4756745831546144, 0.519055378300085], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495139.648947,"{'circle_3d': {'center': [-1.8941587826938964, -0.9236659207818194, 127.41863305524879], 'normal': [-0.44641744498586966, 0.5177971789978111, -0.729792810484042], 'radius': 3.274769035332499}, 'confidence': 0.13791313979876607, 'timestamp': 360236.228969, 'diameter_3d': 6.549538070664998, 'ellipse': {'center': [150.91392377215774, 115.34938843371994], 'axes': [23.170166542848516, 31.87803373528182], 'angle': -48.26822129892554}, 'location': [150.91392377215774, 115.34938843371994], 'diameter': 31.87803373528182, 'sphere': {'center': [3.4628505571365418, -7.137232068755555, 136.1761467810573], 'radius': 12.0}, 'projected_sphere': {'center': [175.76610438887312, 87.50470631436612], 'axes': [109.27023822992966, 109.27023822992966], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 2.115070382288216, 'phi': -2.1197775546634934, 'norm_pos': [0.47160601178799294, 0.5193775481928335], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495139.65431,"{'circle_3d': {'center': [-1.8518371786005048, -0.8323344903321033, 127.4582134940221], 'normal': [-0.442890644644754, 0.5254081315352878, -0.7264944405862663], 'radius': 3.3543024990066606}, 'confidence': 0.19114534451614698, 'timestamp': 360236.237369, 'diameter_3d': 6.708604998013321, 'ellipse': {'center': [151.12729608283425, 115.78596044373269], 'axes': [23.614601300186557, 32.642063895539636], 'angle': -48.95524500644875}, 'location': [151.12729608283425, 115.78596044373269], 'diameter': 32.642063895539636, 'sphere': {'center': [3.4628505571365418, -7.137232068755555, 136.1761467810573], 'radius': 12.0}, 'projected_sphere': {'center': [175.76610438887312, 87.50470631436612], 'axes': [109.27023822992966, 109.27023822992966], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 2.123991043772896, 'phi': -2.1182644677334173, 'norm_pos': [0.47227280025885704, 0.5175584981511138], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495139.666601,"{'circle_3d': {'center': [-1.9194902689150988, -0.7485981797861303, 127.56128959913437], 'normal': [-0.4485284021709702, 0.5323861574141189, -0.7179047651602443], 'radius': 3.3663690989279242}, 'confidence': 0.214073697097046, 'timestamp': 360236.245769, 'diameter_3d': 6.7327381978558485, 'ellipse': {'center': [150.80642814485878, 116.1951897052942], 'axes': [23.37917921092249, 32.73316911235214], 'angle': -48.9968817511794}, 'location': [150.80642814485878, 116.1951897052942], 'diameter': 32.73316911235214, 'sphere': {'center': [3.4628505571365418, -7.137232068755555, 136.1761467810573], 'radius': 12.0}, 'projected_sphere': {'center': [175.76610438887312, 87.50470631436612], 'axes': [109.27023822992966, 109.27023822992966], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 2.132213247272385, 'phi': -2.129233279518358, 'norm_pos': [0.4712700879526837, 0.5158533762279409], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495139.674508,"{'circle_3d': {'center': [-1.7539237035121324, -0.7653524794390467, 127.44777827298633], 'normal': [-0.43473118838738956, 0.5309899657763758, -0.7273640423392478], 'radius': 3.3599671713767694}, 'confidence': 0.1794820180625285, 'timestamp': 360236.254169, 'diameter_3d': 6.719934342753539, 'ellipse': {'center': [151.6011327394453, 116.1090559898016], 'axes': [23.692015435762716, 32.69945573164272], 'angle': -49.82519307885054}, 'location': [151.6011327394453, 116.1090559898016], 'diameter': 32.69945573164272, 'sphere': {'center': [3.4628505571365418, -7.137232068755555, 136.1761467810573], 'radius': 12.0}, 'projected_sphere': {'center': [175.76610438887312, 87.50470631436612], 'axes': [109.27023822992966, 109.27023822992966], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 2.1305647343281104, 'phi': -2.109508449336085, 'norm_pos': [0.4737535398107665, 0.51621226670916], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495139.6827252,"{'circle_3d': {'center': [-1.9516996399839321, -0.7737370728769886, 127.56286763776401], 'normal': [-0.4512125164267062, 0.5302912496565472, -0.7177732619411069], 'radius': 3.3450663243602015}, 'confidence': 0.13608127375611118, 'timestamp': 360236.262569, 'diameter_3d': 6.690132648720403, 'ellipse': {'center': [150.64901903910183, 116.0757839019012], 'axes': [23.22445024593784, 32.5257055752295], 'angle': -48.700387352192905}, 'location': [150.64901903910183, 116.0757839019012], 'diameter': 32.5257055752295, 'sphere': {'center': [3.4628505571365418, -7.137232068755555, 136.1761467810573], 'radius': 12.0}, 'projected_sphere': {'center': [175.76610438887312, 87.50470631436612], 'axes': [109.27023822992966, 109.27023822992966], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 2.129740384754445, 'phi': -2.1320004341909398, 'norm_pos': [0.4707781844971932, 0.516350900408745], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495139.691154,"{'circle_3d': {'center': [-1.7762673726140372, -0.782155883223588, 127.44891067824385], 'normal': [-0.4365931608125482, 0.5295896821276639, -0.7272696752344541], 'radius': 3.3652112214923386}, 'confidence': 0.15681435005501992, 'timestamp': 360236.270969, 'diameter_3d': 6.730422442984677, 'ellipse': {'center': [151.49345957486432, 116.0272593672087], 'axes': [23.72431411854318, 32.75031498464693], 'angle': -49.61897737172656}, 'location': [151.49345957486432, 116.0272593672087], 'diameter': 32.75031498464693, 'sphere': {'center': [3.4628505571365418, -7.137232068755555, 136.1761467810573], 'radius': 12.0}, 'projected_sphere': {'center': [175.76610438887312, 87.50470631436612], 'axes': [109.27023822992966, 109.27023822992966], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 2.128913098500374, 'phi': -2.1114497026084016, 'norm_pos': [0.473417061171451, 0.5165530859699637], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495139.69875,"{'circle_3d': {'center': [-1.8540466161844504, -0.6890847763962213, 127.56499117078232], 'normal': [-0.44307476444341604, 0.5373456076966111, -0.7175963008562481], 'radius': 3.328834056067612}, 'confidence': 0.17093727921503968, 'timestamp': 360236.279369, 'diameter_3d': 6.657668112135224, 'ellipse': {'center': [151.1201405262071, 116.48690598944246], 'axes': [23.110742879751104, 32.366832807935886], 'angle': -49.64044736688185}, 'location': [151.1201405262071, 116.48690598944246], 'diameter': 32.366832807935886, 'sphere': {'center': [3.4628505571365418, -7.137232068755555, 136.1761467810573], 'radius': 12.0}, 'projected_sphere': {'center': [175.76610438887312, 87.50470631436612], 'axes': [109.27023822992966, 109.27023822992966], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 2.138082875565896, 'phi': -2.1239428804090483, 'norm_pos': [0.47225043914439724, 0.5146378917106564], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495139.706326,"{'circle_3d': {'center': [-1.7194774475082815, -0.8061718195250629, 127.39769859399783], 'normal': [-0.4318606670537351, 0.5275883541025408, -0.7315373489216219], 'radius': 3.290745983321492}, 'confidence': 0.10280056340479349, 'timestamp': 360236.287769, 'diameter_3d': 6.581491966642984, 'ellipse': {'center': [151.76003804086258, 115.91571984796774], 'axes': [23.356070141815703, 32.03810649052456], 'angle': -49.819060388559464}, 'location': [151.76003804086258, 115.91571984796774], 'diameter': 32.03810649052456, 'sphere': {'center': [3.4628505571365418, -7.137232068755555, 136.1761467810573], 'radius': 12.0}, 'projected_sphere': {'center': [175.76610438887312, 87.50470631436612], 'axes': [109.27023822992966, 109.27023822992966], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 2.126555481365801, 'phi': -2.104087582007034, 'norm_pos': [0.4742501188776956, 0.5170178339668011], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495139.7140238,"{'circle_3d': {'center': [-1.8808231146982513, -0.7046347163942013, 127.56993722101674], 'normal': [-0.44530613931956603, 0.5360497793634461, -0.7171841300033794], 'radius': 3.3695192771014244}, 'confidence': 0.12387569118915144, 'timestamp': 360236.296169, 'diameter_3d': 6.739038554202849, 'ellipse': {'center': [150.99413963117647, 116.4079122044044], 'axes': [23.37670990421402, 32.761396261480854], 'angle': -49.419583225600796}, 'location': [150.99413963117647, 116.4079122044044], 'diameter': 32.761396261480854, 'sphere': {'center': [3.4628505571365418, -7.137232068755555, 136.1761467810573], 'radius': 12.0}, 'projected_sphere': {'center': [175.76610438887312, 87.50470631436612], 'axes': [109.27023822992966, 109.27023822992966], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 2.136547123475431, 'phi': -2.1264484477022205, 'norm_pos': [0.47185668634742645, 0.5149670324816483], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495139.722832,"{'circle_3d': {'center': [-1.7936888474768011, -0.7201681301214009, 127.50492518919215], 'normal': [-0.4380449503844452, 0.5347553282195128, -0.7226017993220956], 'radius': 3.331475554257827}, 'confidence': 0.12484046124873063, 'timestamp': 360236.304569, 'diameter_3d': 6.662951108515654, 'ellipse': {'center': [151.40925935040966, 116.33338960091152], 'axes': [23.314959543263733, 32.40762522085385], 'angle': -49.82293243898038}, 'location': [151.40925935040966, 116.33338960091152], 'diameter': 32.40762522085385, 'sphere': {'center': [3.4628505571365418, -7.137232068755555, 136.1761467810573], 'radius': 12.0}, 'projected_sphere': {'center': [175.76610438887312, 87.50470631436612], 'axes': [109.27023822992966, 109.27023822992966], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 2.1350144973690446, 'phi': -2.1157659680653396, 'norm_pos': [0.47315393547003015, 0.5152775433295353], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495139.730292,"{'circle_3d': {'center': [-1.4905701367790254, -0.829112154619251, 127.25027166553132], 'normal': [-0.4127850578262973, 0.5256766595113588, -0.7438229262938321], 'radius': 3.3562095862957584}, 'confidence': 0.07775768082774255, 'timestamp': 360236.312969, 'diameter_3d': 6.712419172591517, 'ellipse': {'center': [152.86772002290323, 115.7903784130818], 'axes': [24.285921317682956, 32.71277717481694], 'angle': -51.020713932290555}, 'location': [152.86772002290323, 115.7903784130818], 'diameter': 32.71277717481694, 'sphere': {'center': [3.4628505571365418, -7.137232068755555, 136.1761467810573], 'radius': 12.0}, 'projected_sphere': {'center': [175.76610438887312, 87.50470631436612], 'axes': [109.27023822992966, 109.27023822992966], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 2.1243066740784933, 'phi': -2.0774325158837015, 'norm_pos': [0.4777116250715726, 0.5175400899454925], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
