eye_packets,771
norm_X,norm_Y,phi,theta,confidence,timestamp
1594969647.7957,"{'circle_3d': {'center': [3.491403853614429, -0.09309401464192568, 105.742738073966], 'normal': [0.10161920766707486, -0.4250851199233319, -0.8994310298476934], 'radius': 2.8803801859929434}, 'confidence': 0.3178689350641053, 'timestamp': 197542.946308, 'diameter_3d': 5.760760371985887, 'ellipse': {'center': [180.43195120851894, 119.6299977482841], 'axes': [30.24356800119895, 33.79594007749043], 'angle': -72.95562841874792}, 'location': [180.43195120851894, 119.6299977482841], 'diameter': 33.79594007749043, 'sphere': {'center': [2.27197336160953, 5.00792742443806, 116.53591043213832], 'radius': 12.0}, 'projected_sphere': {'center': [172.087462817036, 146.64341825312005], 'axes': [127.68596344956677, 127.68596344956677], 'angle': 90.0}, 'model_confidence': 0.10263784444143331, 'model_id': 12, 'model_birth_timestamp': 197530.967908, 'theta': 1.1317404040353516, 'phi': -1.4582917531234854, 'norm_pos': [0.5638498475266217, 0.5015416760488163], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969647.8062239,"{'circle_3d': {'center': [3.6979766417242095, -0.10027136676476722, 105.77148663173655], 'normal': [0.1188336066762233, -0.4256832326002356, -0.8970353167001477], 'radius': 2.8479562834627705}, 'confidence': 0.271776441335028, 'timestamp': 197542.954708, 'diameter_3d': 5.695912566925541, 'ellipse': {'center': [181.6315528076583, 119.58382056201273], 'axes': [29.786063981145144, 33.407887789685205], 'angle': -70.71266391621195}, 'location': [181.6315528076583, 119.58382056201273], 'diameter': 33.407887789685205, 'sphere': {'center': [2.27197336160953, 5.00792742443806, 116.53591043213832], 'radius': 12.0}, 'projected_sphere': {'center': [172.087462817036, 146.64341825312005], 'axes': [127.68596344956677, 127.68596344956677], 'angle': 90.0}, 'model_confidence': 0.10263784444143331, 'model_id': 12, 'model_birth_timestamp': 197530.967908, 'theta': 1.1310795154314313, 'phi': -1.4390894862481882, 'norm_pos': [0.5675986025239321, 0.5017340809916135], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969647.814261,"{'circle_3d': {'center': [3.4333606094634446, -0.5581780615182019, 105.96852431353123], 'normal': [0.09678227065449287, -0.4638421238296885, -0.8806155098839246], 'radius': 2.4214825928695656}, 'confidence': 0.7726330312688757, 'timestamp': 197542.963108, 'diameter_3d': 4.842965185739131, 'ellipse': {'center': [180.0626455203061, 116.86608603860996], 'axes': [24.78611550927751, 28.349564847050388], 'angle': -75.12088030284487}, 'location': [180.0626455203061, 116.86608603860996], 'diameter': 28.349564847050388, 'sphere': {'center': [2.27197336160953, 5.00792742443806, 116.53591043213832], 'radius': 12.0}, 'projected_sphere': {'center': [172.087462817036, 146.64341825312005], 'axes': [127.68596344956677, 127.68596344956677], 'angle': 90.0}, 'model_confidence': 0.10104565158676193, 'model_id': 12, 'model_birth_timestamp': 197530.967908, 'theta': 1.0884691425613195, 'phi': -1.4613326590104392, 'norm_pos': [0.5626957672509565, 0.5130579748391251], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969647.818281,"{'circle_3d': {'center': [3.453445880057073, -0.5632966612871195, 105.97344931387669], 'normal': [0.09845604320396191, -0.46426867381043163, -0.8802050931884697], 'radius': 2.4351172449426963}, 'confidence': 0.7641661621389323, 'timestamp': 197542.971508, 'diameter_3d': 4.870234489885393, 'ellipse': {'center': [180.17849074687226, 116.8378242023312], 'axes': [24.910008447122927, 28.50799780588247], 'angle': -74.92853174318118}, 'location': [180.17849074687226, 116.8378242023312], 'diameter': 28.50799780588247, 'sphere': {'center': [2.27197336160953, 5.00792742443806, 116.53591043213832], 'radius': 12.0}, 'projected_sphere': {'center': [172.087462817036, 146.64341825312005], 'axes': [127.68596344956677, 127.68596344956677], 'angle': 90.0}, 'model_confidence': 0.09787757726219537, 'model_id': 12, 'model_birth_timestamp': 197530.967908, 'theta': 1.0879876038247986, 'phi': -1.4594035604170719, 'norm_pos': [0.5630577835839758, 0.5131757324902866], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969647.827162,"{'circle_3d': {'center': [2.2774201147969273, -0.35120233618689856, 105.79907204545933], 'normal': [0.0004538960989497834, -0.4465941467187465, -0.8947365322232496], 'radius': 2.821605150748189}, 'confidence': 0.1828569468333305, 'timestamp': 197542.979908, 'diameter_3d': 5.643210301496378, 'ellipse': {'center': [173.34777164144677, 118.11783865201859], 'axes': [29.537164164445823, 33.080037982526555], 'angle': -87.5131144085261}, 'location': [173.34777164144677, 118.11783865201859], 'diameter': 33.080037982526555, 'sphere': {'center': [2.27197336160953, 5.00792742443806, 116.53591043213832], 'radius': 12.0}, 'projected_sphere': {'center': [172.087462817036, 146.64341825312005], 'axes': [127.68596344956677, 127.68596344956677], 'angle': 90.0}, 'model_confidence': 0.09787757726219537, 'model_id': 12, 'model_birth_timestamp': 197530.967908, 'theta': 1.1078411627711033, 'phi': -1.570289031022715, 'norm_pos': [0.5417117863795211, 0.5078423389499225], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969647.833812,"{'circle_3d': {'center': [4.145107744487541, -0.5843778026749575, 106.08519323997947], 'normal': [0.15609453190650102, -0.46602543559275167, -0.870893099346571], 'radius': 2.849675923189755}, 'confidence': 0.30741810784875295, 'timestamp': 197542.988308, 'diameter_3d': 5.69935184637951, 'ellipse': {'center': [184.16889493336365, 116.76569380896623], 'axes': [28.708182479941392, 33.33144606342411], 'angle': -68.1578084656742}, 'location': [184.16889493336365, 116.76569380896623], 'diameter': 33.33144606342411, 'sphere': {'center': [2.27197336160953, 5.00792742443806, 116.53591043213832], 'radius': 12.0}, 'projected_sphere': {'center': [172.087462817036, 146.64341825312005], 'axes': [127.68596344956677, 127.68596344956677], 'angle': 90.0}, 'model_confidence': 0.09787757726219537, 'model_id': 12, 'model_birth_timestamp': 197530.967908, 'theta': 1.0860030850991065, 'phi': -1.393444471076993, 'norm_pos': [0.5755277966667613, 0.5134762757959741], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969647.84127,"{'circle_3d': {'center': [2.9328290560282646, -0.8877336859965421, 106.10497328238695], 'normal': [0.055071307868227906, -0.491305092536217, -0.8692447624792813], 'radius': 2.842804113003735}, 'confidence': 0.16427036485322127, 'timestamp': 197542.996708, 'diameter_3d': 5.68560822600747, 'ellipse': {'center': [177.1190103284867, 115.00192285366165], 'axes': [28.686723877758602, 33.23669143074642], 'angle': -81.05700626250179}, 'location': [177.1190103284867, 115.00192285366165], 'diameter': 33.23669143074642, 'sphere': {'center': [2.27197336160953, 5.00792742443806, 116.53591043213832], 'radius': 12.0}, 'projected_sphere': {'center': [172.087462817036, 146.64341825312005], 'axes': [127.68596344956677, 127.68596344956677], 'angle': 90.0}, 'model_confidence': 0.09787757726219537, 'model_id': 12, 'model_birth_timestamp': 197530.967908, 'theta': 1.057208800498891, 'phi': -1.5075255386296829, 'norm_pos': [0.5534969072765209, 0.5208253214430765], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969647.8495948,"{'circle_3d': {'center': [3.572658431951491, -0.12453979635950763, 105.76715941007322], 'normal': [0.10839042252849669, -0.4277056017331303, -0.8973959185054247], 'radius': 2.8410653311141605}, 'confidence': 0.3933514267297607, 'timestamp': 197543.005108, 'diameter_3d': 5.682130662228321, 'ellipse': {'center': [180.9021065639148, 119.44158204048124], 'axes': [29.74112780445161, 33.32744446347318], 'angle': -72.17411688673448}, 'location': [180.9021065639148, 119.44158204048124], 'diameter': 33.32744446347318, 'sphere': {'center': [2.27197336160953, 5.00792742443806, 116.53591043213832], 'radius': 12.0}, 'projected_sphere': {'center': [172.087462817036, 146.64341825312005], 'axes': [127.68596344956677, 127.68596344956677], 'angle': 90.0}, 'model_confidence': 0.09787757726219537, 'model_id': 12, 'model_birth_timestamp': 197530.967908, 'theta': 1.128843359869856, 'phi': -1.4505953115519363, 'norm_pos': [0.5653190830122338, 0.5023267414979948], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969647.857257,"{'circle_3d': {'center': [3.5232218257258303, -0.07802069117291932, 105.73926701641139], 'normal': [0.10427070534302502, -0.42382900963424824, -0.899720284643911], 'radius': 2.850835161272642}, 'confidence': 0.32111513551647497, 'timestamp': 197543.013508, 'diameter_3d': 5.701670322545284, 'ellipse': {'center': [180.6189135361712, 119.71434247328872], 'axes': [29.941739941580934, 33.45059424915792], 'angle': -72.54509997586852}, 'location': [180.6189135361712, 119.71434247328872], 'diameter': 33.45059424915792, 'sphere': {'center': [2.27197336160953, 5.00792742443806, 116.53591043213832], 'radius': 12.0}, 'projected_sphere': {'center': [172.087462817036, 146.64341825312005], 'axes': [127.68596344956677, 127.68596344956677], 'angle': 90.0}, 'model_confidence': 0.09787757726219537, 'model_id': 12, 'model_birth_timestamp': 197530.967908, 'theta': 1.133127684546993, 'phi': -1.4554186788269687, 'norm_pos': [0.564434104800535, 0.5011902396946304], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969647.864319,"{'circle_3d': {'center': [3.5211619222952844, 0.024153722589724147, 105.69148662869829], 'normal': [0.10409904672381284, -0.41531447515402786, -0.9037019836200029], 'radius': 2.8475676641256706}, 'confidence': 0.340656289173938, 'timestamp': 197543.021908, 'diameter_3d': 5.695135328251341, 'ellipse': {'center': [180.6159988302396, 120.31064282909658], 'axes': [30.067362196724886, 33.4275050678388], 'angle': -72.17662244524556}, 'location': [180.6159988302396, 120.31064282909658], 'diameter': 33.4275050678388, 'sphere': {'center': [2.27197336160953, 5.00792742443806, 116.53591043213832], 'radius': 12.0}, 'projected_sphere': {'center': [172.087462817036, 146.64341825312005], 'axes': [127.68596344956677, 127.68596344956677], 'angle': 90.0}, 'model_confidence': 0.09787757726219537, 'model_id': 12, 'model_birth_timestamp': 197530.967908, 'theta': 1.142507851637275, 'phi': -1.4561100200829102, 'norm_pos': [0.5644249963444987, 0.4987056548787643], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969647.8785741,"{'circle_3d': {'center': [3.723204643749302, -0.09004028551266163, 105.7700081014445], 'normal': [0.12093594017831438, -0.4248306424958937, -0.8971585275578187], 'radius': 2.8234060763448174}, 'confidence': 0.11168150911329133, 'timestamp': 197543.030308, 'diameter_3d': 5.646812152689635, 'ellipse': {'center': [181.77968284346593, 119.64053715489507], 'axes': [29.53152854576457, 33.120526420441514], 'angle': -70.39796447846896}, 'location': [181.77968284346593, 119.64053715489507], 'diameter': 33.120526420441514, 'sphere': {'center': [2.27197336160953, 5.00792742443806, 116.53591043213832], 'radius': 12.0}, 'projected_sphere': {'center': [172.087462817036, 146.64341825312005], 'axes': [127.68596344956677, 127.68596344956677], 'angle': 90.0}, 'model_confidence': 0.09787757726219537, 'model_id': 12, 'model_birth_timestamp': 197530.967908, 'theta': 1.1320215283608683, 'phi': -1.4368051511432278, 'norm_pos': [0.5680615088858311, 0.5014977618546039], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969647.8879979,"{'circle_3d': {'center': [3.4462797651055457, -0.6052629071219142, 105.99489061561252], 'normal': [0.09785886695800133, -0.4677658609633312, -0.8784183180438176], 'radius': 2.3586416623844033}, 'confidence': 0.9871691822845625, 'timestamp': 197543.038708, 'diameter_3d': 4.717283324768807, 'ellipse': {'center': [180.1343435512538, 116.58537282509154], 'axes': [24.06861598254305, 27.60692440206069], 'angle': -75.12756151622708}, 'location': [180.1343435512538, 116.58537282509154], 'diameter': 27.60692440206069, 'sphere': {'center': [2.27197336160953, 5.00792742443806, 116.53591043213832], 'radius': 12.0}, 'projected_sphere': {'center': [172.087462817036, 146.64341825312005], 'axes': [127.68596344956677, 127.68596344956677], 'angle': 90.0}, 'model_confidence': 0.09573831196960647, 'model_id': 12, 'model_birth_timestamp': 197530.967908, 'theta': 1.0840349730949634, 'phi': -1.459850300875539, 'norm_pos': [0.5629198235976681, 0.5142276132287853], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969647.895675,"{'circle_3d': {'center': [4.4035918689626286, -0.5668438091980024, 106.12542877989314], 'normal': [0.17763487561275826, -0.46456426946967194, -0.8675401376870986], 'radius': 2.8162508364991266}, 'confidence': 0.1975441785644776, 'timestamp': 197543.047108, 'diameter_3d': 5.632501672998253, 'ellipse': {'center': [185.66360275663763, 116.86383754174346], 'axes': [28.21003255578793, 32.92959128416768], 'angle': -65.68584979680054}, 'location': [185.66360275663763, 116.86383754174346], 'diameter': 32.92959128416768, 'sphere': {'center': [2.27197336160953, 5.00792742443806, 116.53591043213832], 'radius': 12.0}, 'projected_sphere': {'center': [172.087462817036, 146.64341825312005], 'axes': [127.68596344956677, 127.68596344956677], 'angle': 90.0}, 'model_confidence': 0.09573831196960647, 'model_id': 12, 'model_birth_timestamp': 197530.967908, 'theta': 1.08765383009845, 'phi': -1.368830985485913, 'norm_pos': [0.5801987586144925, 0.5130673435760689], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969647.905846,"{'circle_3d': {'center': [3.3000208039471848, -0.1421871359871627, 105.74612644584838], 'normal': [0.0856706201948046, -0.42917621336876877, -0.8991486655241627], 'radius': 2.8523559473379656}, 'confidence': 0.25075916408259247, 'timestamp': 197543.055508, 'diameter_3d': 5.704711894675931, 'ellipse': {'center': [179.31629191588553, 119.34032620433149], 'axes': [29.956200827927226, 33.46451453219738], 'angle': -75.27504535310032}, 'location': [179.31629191588553, 119.34032620433149], 'diameter': 33.46451453219738, 'sphere': {'center': [2.27197336160953, 5.00792742443806, 116.53591043213832], 'radius': 12.0}, 'projected_sphere': {'center': [172.087462817036, 146.64341825312005], 'axes': [127.68596344956677, 127.68596344956677], 'angle': 90.0}, 'model_confidence': 0.09331363422412364, 'model_id': 12, 'model_birth_timestamp': 197530.967908, 'theta': 1.1272158022614749, 'phi': -1.4758033842194827, 'norm_pos': [0.5603634122371423, 0.5027486408152855], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969647.911805,"{'circle_3d': {'center': [3.807997525168481, -0.17705574057011653, 105.82346069608145], 'normal': [0.12800201362991256, -0.432081930417348, -0.8927041446714056], 'radius': 2.82619600216666}, 'confidence': 0.3255937741819952, 'timestamp': 197543.063908, 'diameter_3d': 5.65239200433332, 'ellipse': {'center': [182.26304403486813, 119.13310904602153], 'axes': [29.374664392339472, 33.13696389474792], 'angle': -69.8520222490251}, 'location': [182.26304403486813, 119.13310904602153], 'diameter': 33.13696389474792, 'sphere': {'center': [2.27197336160953, 5.00792742443806, 116.53591043213832], 'radius': 12.0}, 'projected_sphere': {'center': [172.087462817036, 146.64341825312005], 'axes': [127.68596344956677, 127.68596344956677], 'angle': 90.0}, 'model_confidence': 0.09331363422412364, 'model_id': 12, 'model_birth_timestamp': 197530.967908, 'theta': 1.1239962723085706, 'phi': -1.4283802215020758, 'norm_pos': [0.569572012608963, 0.5036120456415769], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969647.917234,"{'circle_3d': {'center': [3.800685485444146, -1.1278109507200833, 106.33709903893897], 'normal': [0.12739267698621795, -0.5113115312631784, -0.8499009494332788], 'radius': 2.8320609409791615}, 'confidence': 0.3450199858769863, 'timestamp': 197543.072308, 'diameter_3d': 5.664121881958323, 'ellipse': {'center': [182.11669326420986, 113.61413317200356], 'axes': [27.73030589861779, 33.044026855114325], 'angle': -73.25372514153347}, 'location': [182.11669326420986, 113.61413317200356], 'diameter': 33.044026855114325, 'sphere': {'center': [2.27197336160953, 5.00792742443806, 116.53591043213832], 'radius': 12.0}, 'projected_sphere': {'center': [172.087462817036, 146.64341825312005], 'axes': [127.68596344956677, 127.68596344956677], 'angle': 90.0}, 'model_confidence': 0.09331363422412364, 'model_id': 12, 'model_birth_timestamp': 197530.967908, 'theta': 1.0340861189647932, 'phi': -1.4220127823847653, 'norm_pos': [0.5691146664506558, 0.5266077784499852], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969647.924592,"{'circle_3d': {'center': [3.5532993684339464, 0.0014917821100857154, 105.70568394219531], 'normal': [0.10677716723536806, -0.41720297019399794, -0.9025188741619181], 'radius': 2.852529794305728}, 'confidence': 0.35036149521836735, 'timestamp': 197543.080708, 'diameter_3d': 5.705059588611456, 'ellipse': {'center': [180.80061558312374, 120.17877793064746], 'axes': [30.069002375298282, 33.48147175103415], 'angle': -71.90257289026691}, 'location': [180.80061558312374, 120.17877793064746], 'diameter': 33.48147175103415, 'sphere': {'center': [2.27197336160953, 5.00792742443806, 116.53591043213832], 'radius': 12.0}, 'projected_sphere': {'center': [172.087462817036, 146.64341825312005], 'axes': [127.68596344956677, 127.68596344956677], 'angle': 90.0}, 'model_confidence': 0.09331363422412364, 'model_id': 12, 'model_birth_timestamp': 197530.967908, 'theta': 1.1404308613062575, 'phi': -1.4530335678384887, 'norm_pos': [0.5650019236972617, 0.49925509195563555], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969647.9387012,"{'circle_3d': {'center': [3.3721286566314763, -0.6228314302113809, 105.99626086264968], 'normal': [0.09167960791849554, -0.4692299045541201, -0.8783041307907201], 'radius': 2.2590168965531525}, 'confidence': 0.7541534867785901, 'timestamp': 197543.089108, 'diameter_3d': 4.518033793106305, 'ellipse': {'center': [179.703836865181, 116.47258832678278], 'axes': [23.05356064682366, 26.439981436782023], 'angle': -75.94072725053654}, 'location': [179.703836865181, 116.47258832678278], 'diameter': 26.439981436782023, 'sphere': {'center': [2.27197336160953, 5.00792742443806, 116.53591043213832], 'radius': 12.0}, 'projected_sphere': {'center': [172.087462817036, 146.64341825312005], 'axes': [127.68596344956677, 127.68596344956677], 'angle': 90.0}, 'model_confidence': 0.09133207709284275, 'model_id': 12, 'model_birth_timestamp': 197530.967908, 'theta': 1.0823778112037235, 'phi': -1.46679044416496, 'norm_pos': [0.5615744902036905, 0.5146975486384051], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969647.94321,"{'circle_3d': {'center': [3.7245699378154544, -0.1545859178194524, 105.8009945415592], 'normal': [0.12104971468382703, -0.430209445188126, -0.8945763242149263], 'radius': 2.8142708865644765}, 'confidence': 0.35712937942369316, 'timestamp': 197543.097508, 'diameter_3d': 5.628541773128953, 'ellipse': {'center': [181.7817718534284, 119.26284010416036], 'axes': [29.333486024853826, 33.003575397667746], 'angle': -70.64573097689774}, 'location': [181.7817718534284, 119.26284010416036], 'diameter': 33.003575397667746, 'sphere': {'center': [2.27197336160953, 5.00792742443806, 116.53591043213832], 'radius': 12.0}, 'projected_sphere': {'center': [172.087462817036, 146.64341825312005], 'axes': [127.68596344956677, 127.68596344956677], 'angle': 90.0}, 'model_confidence': 0.09133207709284275, 'model_id': 12, 'model_birth_timestamp': 197530.967908, 'theta': 1.1260715493492033, 'phi': -1.4362981188511221, 'norm_pos': [0.5680680370419637, 0.5030714995659985], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969647.950302,"{'circle_3d': {'center': [3.837539855462003, -1.0372147382619588, 106.28870311569972], 'normal': [0.13046387448770616, -0.5037618468916685, -0.8539339430365508], 'radius': 2.7943313389095357}, 'confidence': 0.32759469225193655, 'timestamp': 197543.105908, 'diameter_3d': 5.588662677819071, 'ellipse': {'center': [182.34146062381427, 114.13299410761152], 'axes': [27.515575771732355, 32.61887654476662], 'angle': -72.64120164505901}, 'location': [182.34146062381427, 114.13299410761152], 'diameter': 32.61887654476662, 'sphere': {'center': [2.27197336160953, 5.00792742443806, 116.53591043213832], 'radius': 12.0}, 'projected_sphere': {'center': [172.087462817036, 146.64341825312005], 'axes': [127.68596344956677, 127.68596344956677], 'angle': 90.0}, 'model_confidence': 0.09133207709284275, 'model_id': 12, 'model_birth_timestamp': 197530.967908, 'theta': 1.0428482702125037, 'phi': -1.419188843282033, 'norm_pos': [0.5698170644494196, 0.524445857884952], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969647.96119,"{'circle_3d': {'center': [4.28813748961629, -0.4513335869833002, 106.04155235657632], 'normal': [0.1680136773338966, -0.45493841761844656, -0.8745298396301668], 'radius': 2.7939012830771524}, 'confidence': 0.18771070235134096, 'timestamp': 197543.114308, 'diameter_3d': 5.587802566154305, 'ellipse': {'center': [185.01257606119236, 117.53198935219908], 'axes': [28.273182328899555, 32.69356357098028], 'angle': -66.24657027073914}, 'location': [185.01257606119236, 117.53198935219908], 'diameter': 32.69356357098028, 'sphere': {'center': [2.27197336160953, 5.00792742443806, 116.53591043213832], 'radius': 12.0}, 'projected_sphere': {'center': [172.087462817036, 146.64341825312005], 'axes': [127.68596344956677, 127.68596344956677], 'angle': 90.0}, 'model_confidence': 0.09133207709284275, 'model_id': 12, 'model_birth_timestamp': 197530.967908, 'theta': 1.0984932669454013, 'phi': -1.3809901415053498, 'norm_pos': [0.5781643001912261, 0.5102833776991705], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969647.969483,"{'circle_3d': {'center': [4.473189288157189, -0.3919498934676735, 106.04801391299398], 'normal': [0.18343466054563834, -0.4499897764921446, -0.8739913765953622], 'radius': 2.79318248184866}, 'confidence': 0.19832458818372156, 'timestamp': 197543.122708, 'diameter_3d': 5.58636496369732, 'ellipse': {'center': [186.0874087690541, 117.87731208075823], 'axes': [28.223653604128156, 32.68443779493337], 'angle': -64.25210271154097}, 'location': [186.0874087690541, 117.87731208075823], 'diameter': 32.68443779493337, 'sphere': {'center': [2.27197336160953, 5.00792742443806, 116.53591043213832], 'radius': 12.0}, 'projected_sphere': {'center': [172.087462817036, 146.64341825312005], 'axes': [127.68596344956677, 127.68596344956677], 'angle': 90.0}, 'model_confidence': 0.09133207709284275, 'model_id': 12, 'model_birth_timestamp': 197530.967908, 'theta': 1.1040424358455478, 'phi': -1.363917586934685, 'norm_pos': [0.581523152403294, 0.5088445329968407], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969647.977282,"{'circle_3d': {'center': [3.0577975438240985, -1.0353167388191302, 106.19851809471082], 'normal': [0.0654853485178807, -0.5036036802714323, -0.8614493614522915], 'radius': 2.8255891721140247}, 'confidence': 0.3219769262919876, 'timestamp': 197543.131108, 'diameter_3d': 5.651178344228049, 'ellipse': {'center': [177.8302934384281, 114.1450354219834], 'axes': [28.192102362188106, 33.0070290634145], 'angle': -80.07964668992999}, 'location': [177.8302934384281, 114.1450354219834], 'diameter': 33.0070290634145, 'sphere': {'center': [2.27197336160953, 5.00792742443806, 116.53591043213832], 'radius': 12.0}, 'projected_sphere': {'center': [172.087462817036, 146.64341825312005], 'axes': [127.68596344956677, 127.68596344956677], 'angle': 90.0}, 'model_confidence': 0.09133207709284275, 'model_id': 12, 'model_birth_timestamp': 197530.967908, 'theta': 1.0430313570175374, 'phi': -1.494924607185474, 'norm_pos': [0.5557196669950878, 0.5243956857417358], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969647.9849012,"{'circle_3d': {'center': [3.872485340119212, -1.0975703562852797, 106.32996813089885], 'normal': [0.13337599820914023, -0.5087914817269451, -0.8504951917699565], 'radius': 2.832581127649671}, 'confidence': 0.3448507133178201, 'timestamp': 197543.139508, 'diameter_3d': 5.665162255299342, 'ellipse': {'center': [182.53460972834915, 113.789347089034], 'axes': [27.75206624229676, 33.05278158666813], 'angle': -72.50907165147022}, 'location': [182.53460972834915, 113.789347089034], 'diameter': 33.05278158666813, 'sphere': {'center': [2.27197336160953, 5.00792742443806, 116.53591043213832], 'radius': 12.0}, 'projected_sphere': {'center': [172.087462817036, 146.64341825312005], 'axes': [127.68596344956677, 127.68596344956677], 'angle': 90.0}, 'model_confidence': 0.09133207709284275, 'model_id': 12, 'model_birth_timestamp': 197530.967908, 'theta': 1.0370159211805787, 'phi': -1.4152416773637242, 'norm_pos': [0.5704206554010911, 0.5258777204623584], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969647.995428,"{'circle_3d': {'center': [3.4340336907632096, -0.40061883737119963, 105.88709626692366], 'normal': [0.09683836076280665, -0.450712188484105, -0.8874011804345547], 'radius': 2.278580464957995}, 'confidence': 0.9779998500867075, 'timestamp': 197543.147908, 'diameter_3d': 4.55716092991599, 'ellipse': {'center': [180.08457896511257, 117.76886920769843], 'axes': [23.541216519857134, 26.697045293557416], 'angle': -74.63019850421442}, 'location': [180.08457896511257, 117.76886920769843], 'diameter': 26.697045293557416, 'sphere': {'center': [2.27197336160953, 5.00792742443806, 116.53591043213832], 'radius': 12.0}, 'projected_sphere': {'center': [172.087462817036, 146.64341825312005], 'axes': [127.68596344956677, 127.68596344956677], 'angle': 90.0}, 'model_confidence': 0.09409938371242044, 'model_id': 12, 'model_birth_timestamp': 197530.967908, 'theta': 1.1032333293592758, 'phi': -1.462100633832984, 'norm_pos': [0.5627643092659768, 0.5092963783012565], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969648.000515,"{'circle_3d': {'center': [3.4037343456725564, -0.3567539839274705, 105.86167460648363], 'normal': [0.09431341533858556, -0.4470567840304609, -0.8895196521378903], 'radius': 2.3666102849529818}, 'confidence': 0.7090291595894181, 'timestamp': 197543.156308, 'diameter_3d': 4.7332205699059635, 'ellipse': {'center': [179.91073059340886, 118.03361535554934], 'axes': [24.52401163797628, 27.735089585556334], 'angle': -74.81561627968334}, 'location': [179.91073059340886, 118.03361535554934], 'diameter': 27.735089585556334, 'sphere': {'center': [2.27197336160953, 5.00792742443806, 116.53591043213832], 'radius': 12.0}, 'projected_sphere': {'center': [172.087462817036, 146.64341825312005], 'axes': [127.68596344956677, 127.68596344956677], 'angle': 90.0}, 'model_confidence': 0.09417903748348833, 'model_id': 12, 'model_birth_timestamp': 197530.967908, 'theta': 1.1073240306640615, 'phi': -1.4651636266596435, 'norm_pos': [0.5622210331044026, 0.5081932693518778], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969648.008945,"{'circle_3d': {'center': [3.740692553761839, -0.04242399383499684, 105.74995593165248], 'normal': [0.12239326601269242, -0.4208626181894214, -0.8988295417071535], 'radius': 2.7910648212954032}, 'confidence': 0.4514039407915946, 'timestamp': 197543.164708, 'diameter_3d': 5.5821296425908065, 'ellipse': {'center': [181.88667283007229, 119.91463772872252], 'axes': [29.257022806542793, 32.74751134898198], 'angle': -70.01003925147239}, 'location': [181.88667283007229, 119.91463772872252], 'diameter': 32.74751134898198, 'sphere': {'center': [2.27197336160953, 5.00792742443806, 116.53591043213832], 'radius': 12.0}, 'projected_sphere': {'center': [172.087462817036, 146.64341825312005], 'axes': [127.68596344956677, 127.68596344956677], 'angle': 90.0}, 'model_confidence': 0.09131976781836526, 'model_id': 12, 'model_birth_timestamp': 197530.967908, 'theta': 1.136400279211959, 'phi': -1.4354591043906786, 'norm_pos': [0.5683958525939758, 0.5003556761303228], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
