eye_packets,771
norm_X,norm_Y,phi,theta,confidence,timestamp
1594969649.705939,"{'circle_3d': {'center': [3.9559830265315714, -1.1058005121461525, 106.34834731989804], 'normal': [0.14033413874350345, -0.5094773280486843, -0.8489635926866902], 'radius': 2.5734881122077296}, 'confidence': 0.1957702678526819, 'timestamp': 197544.861508, 'diameter_3d': 5.146976224415459, 'ellipse': {'center': [183.02348781513, 113.70929938672087], 'axes': [25.14988457723828, 30.02422438651018], 'angle': -71.78109876607905}, 'location': [183.02348781513, 113.70929938672087], 'diameter': 30.02422438651018, 'sphere': {'center': [2.27197336160953, 5.00792742443806, 116.53591043213832], 'radius': 12.0}, 'projected_sphere': {'center': [172.087462817036, 146.64341825312005], 'axes': [127.68596344956677, 127.68596344956677], 'angle': 90.0}, 'model_confidence': 0.030215147419454524, 'model_id': 12, 'model_birth_timestamp': 197530.967908, 'theta': 1.0362190619997886, 'phi': -1.4069771492483116, 'norm_pos': [0.5719483994222813, 0.5262112525553297], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969649.716287,"{'circle_3d': {'center': [4.076312199381101, -1.0324182064327427, 106.32520105334739], 'normal': [0.15036156981429752, -0.5033621359059001, -0.8508924482325779], 'radius': 2.60061896858211}, 'confidence': 0.26180103452800274, 'timestamp': 197544.869908, 'diameter_3d': 5.20123793716422, 'ellipse': {'center': [183.72611910749004, 114.1376940512671], 'axes': [25.474340857949855, 30.348167338556745], 'angle': -70.45893044488244}, 'location': [183.72611910749004, 114.1376940512671], 'diameter': 30.348167338556745, 'sphere': {'center': [2.27197336160953, 5.00792742443806, 116.53591043213832], 'radius': 12.0}, 'projected_sphere': {'center': [172.087462817036, 146.64341825312005], 'axes': [127.68596344956677, 127.68596344956677], 'angle': 90.0}, 'model_confidence': 0.030215147419454524, 'model_id': 12, 'model_birth_timestamp': 197530.967908, 'theta': 1.0433109205792634, 'phi': -1.3958915397963363, 'norm_pos': [0.5741441222109064, 0.524426274786387], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969649.7262368,"{'circle_3d': {'center': [3.594868254073141, -0.5104292762028741, 105.96246783154768], 'normal': [0.1102412410386343, -0.4598630583867446, -0.8811202167158867], 'radius': 2.569983016737798}, 'confidence': 0.34950948578405117, 'timestamp': 197544.878308, 'diameter_3d': 5.139966033475596, 'ellipse': {'center': [181.0013718131384, 117.16081797450158], 'axes': [26.310973440142735, 30.091128132002716], 'angle': -73.3057926991692}, 'location': [181.0013718131384, 117.16081797450158], 'diameter': 30.091128132002716, 'sphere': {'center': [2.27197336160953, 5.00792742443806, 116.53591043213832], 'radius': 12.0}, 'projected_sphere': {'center': [172.087462817036, 146.64341825312005], 'axes': [127.68596344956677, 127.68596344956677], 'angle': 90.0}, 'model_confidence': 0.030215147419454524, 'model_id': 12, 'model_birth_timestamp': 197530.967908, 'theta': 1.0929553497268814, 'phi': -1.4463282314473074, 'norm_pos': [0.5656292869160575, 0.5118299251062435], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969649.734756,"{'circle_3d': {'center': [4.138439750223199, -0.7628656875158786, 106.18147900983413], 'normal': [0.1555388657178058, -0.4808994259961617, -0.8628692851920159], 'radius': 2.546534647059891}, 'confidence': 0.4612164747760574, 'timestamp': 197544.886708, 'diameter_3d': 5.093069294119782, 'ellipse': {'center': [184.1202805190295, 115.69292526811837], 'axes': [25.3668846860543, 29.757870890331546], 'angle': -68.9210543394121}, 'location': [184.1202805190295, 115.69292526811837], 'diameter': 29.757870890331546, 'sphere': {'center': [2.27197336160953, 5.00792742443806, 116.53591043213832], 'radius': 12.0}, 'projected_sphere': {'center': [172.087462817036, 146.64341825312005], 'axes': [127.68596344956677, 127.68596344956677], 'angle': 90.0}, 'model_confidence': 0.030215147419454524, 'model_id': 12, 'model_birth_timestamp': 197530.967908, 'theta': 1.0691160690931378, 'phi': -1.3924537502247463, 'norm_pos': [0.5753758766219672, 0.5179461447161735], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969649.744222,"{'circle_3d': {'center': [4.1013455031862724, -0.7450651820222287, 106.16496671241657], 'normal': [0.15244767846472862, -0.4794160505383576, -0.8642453099768129], 'radius': 2.5347147200323525}, 'confidence': 0.27774276968280187, 'timestamp': 197544.895108, 'diameter_3d': 5.069429440064705, 'ellipse': {'center': [183.90861183042318, 115.79466890780363], 'axes': [25.30165252117902, 29.62415377216067], 'angle': -69.196784574752}, 'location': [183.90861183042318, 115.79466890780363], 'diameter': 29.62415377216067, 'sphere': {'center': [2.27197336160953, 5.00792742443806, 116.53591043213832], 'radius': 12.0}, 'projected_sphere': {'center': [172.087462817036, 146.64341825312005], 'axes': [127.68596344956677, 127.68596344956677], 'angle': 90.0}, 'model_confidence': 0.030215147419454524, 'model_id': 12, 'model_birth_timestamp': 197530.967908, 'theta': 1.070807138356381, 'phi': -1.3961984137393026, 'norm_pos': [0.5747144119700724, 0.5175222128841516], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969649.75058,"{'circle_3d': {'center': [3.647026053935733, -0.6651756914475859, 106.05139179131103], 'normal': [0.11458772436051692, -0.4727585929904705, -0.8737098867356079], 'radius': 2.244849951243168}, 'confidence': 0.9902533605434067, 'timestamp': 197544.903508, 'diameter_3d': 4.489699902486336, 'ellipse': {'center': [181.29577012736465, 116.22558163958715], 'axes': [22.743085063525744, 26.26188516345742], 'angle': -73.285373315925}, 'location': [181.29577012736465, 116.22558163958715], 'diameter': 26.26188516345742, 'sphere': {'center': [2.27197336160953, 5.00792742443806, 116.53591043213832], 'radius': 12.0}, 'projected_sphere': {'center': [172.087462817036, 146.64341825312005], 'axes': [127.68596344956677, 127.68596344956677], 'angle': 90.0}, 'model_confidence': 0.02527729058647843, 'model_id': 12, 'model_birth_timestamp': 197530.967908, 'theta': 1.0783776437936443, 'phi': -1.4403898445363101, 'norm_pos': [0.5665492816480145, 0.515726743168387], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969649.758198,"{'circle_3d': {'center': [3.686350369962336, -0.6567660479667179, 106.0520759455615], 'normal': [0.11786475069606717, -0.4720577893670649, -0.8736528738814024], 'radius': 2.2914731638654615}, 'confidence': 0.7981183386825683, 'timestamp': 197544.911908, 'diameter_3d': 4.582946327730923, 'ellipse': {'center': [181.5236569851038, 116.27938930539267], 'axes': [23.21060698364796, 26.807422719558996], 'angle': -72.8676429241595}, 'location': [181.5236569851038, 116.27938930539267], 'diameter': 26.807422719558996, 'sphere': {'center': [2.27197336160953, 5.00792742443806, 116.53591043213832], 'radius': 12.0}, 'projected_sphere': {'center': [172.087462817036, 146.64341825312005], 'axes': [127.68596344956677, 127.68596344956677], 'angle': 90.0}, 'model_confidence': 0.024860220924294296, 'model_id': 12, 'model_birth_timestamp': 197530.967908, 'theta': 1.0791727647965779, 'phi': -1.436695717542768, 'norm_pos': [0.5672614280784494, 0.5155025445608639], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969649.7650812,"{'circle_3d': {'center': [4.574885133252854, -0.12046178775513194, 105.93420201036558], 'normal': [0.19190931430361036, -0.427365767682766, -0.8834757018143952], 'radius': 2.538093003730583}, 'confidence': 0.28539053997351777, 'timestamp': 197544.920308, 'diameter_3d': 5.076186007461166, 'ellipse': {'center': [186.7184059195662, 119.42928081005256], 'axes': [25.97178365707367, 29.732156647228884], 'angle': -61.95327807027499}, 'location': [186.7184059195662, 119.42928081005256], 'diameter': 29.732156647228884, 'sphere': {'center': [2.27197336160953, 5.00792742443806, 116.53591043213832], 'radius': 12.0}, 'projected_sphere': {'center': [172.087462817036, 146.64341825312005], 'axes': [127.68596344956677, 127.68596344956677], 'angle': 90.0}, 'model_confidence': 0.024860220924294296, 'model_id': 12, 'model_birth_timestamp': 197530.967908, 'theta': 1.129219283130837, 'phi': -1.3568984422657613, 'norm_pos': [0.5834950184986444, 0.502377996624781], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969649.774806,"{'circle_3d': {'center': [3.3992086669100052, -0.9014937895213944, 106.15284337647071], 'normal': [0.0939362754417063, -0.49245176782995465, -0.865255587972301], 'radius': 2.5423126184948086}, 'confidence': 0.3110027864462662, 'timestamp': 197544.928708, 'diameter_3d': 5.084625236989617, 'ellipse': {'center': [179.82749063218137, 114.88549516298805], 'axes': [25.475217509552266, 29.712175920726324], 'angle': -76.419069276221}, 'location': [179.82749063218137, 114.88549516298805], 'diameter': 29.712175920726324, 'sphere': {'center': [2.27197336160953, 5.00792742443806, 116.53591043213832], 'radius': 12.0}, 'projected_sphere': {'center': [172.087462817036, 146.64341825312005], 'axes': [127.68596344956677, 127.68596344956677], 'angle': 90.0}, 'model_confidence': 0.024860220924294296, 'model_id': 12, 'model_birth_timestamp': 197530.967908, 'theta': 1.0558917877357594, 'phi': -1.4626550898815016, 'norm_pos': [0.5619609082255668, 0.5213104368208832], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969649.781538,"{'circle_3d': {'center': [3.2759364977773577, -0.8420204445172601, 106.10661669038758], 'normal': [0.08366359468065232, -0.4874956557462767, -0.8691078118125617], 'radius': 2.5843236561582463}, 'confidence': 0.33899049202791526, 'timestamp': 197544.937108, 'diameter_3d': 5.168647312316493, 'ellipse': {'center': [179.1179163007979, 115.23505973311555], 'axes': [26.046633348929877, 30.215720054939503], 'angle': -77.49150667850606}, 'location': [179.1179163007979, 115.23505973311555], 'diameter': 30.215720054939503, 'sphere': {'center': [2.27197336160953, 5.00792742443806, 116.53591043213832], 'radius': 12.0}, 'projected_sphere': {'center': [172.087462817036, 146.64341825312005], 'axes': [127.68596344956677, 127.68596344956677], 'angle': 90.0}, 'model_confidence': 0.024860220924294296, 'model_id': 12, 'model_birth_timestamp': 197530.967908, 'theta': 1.0615771307874629, 'phi': -1.4748282637730918, 'norm_pos': [0.5597434884399934, 0.5198539177786852], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969649.789633,"{'circle_3d': {'center': [3.8386512846717125, -0.4194884219434041, 105.94871639803104], 'normal': [0.13055649358851523, -0.4522846538651221, -0.8822661695089405], 'radius': 2.54448498975936}, 'confidence': 0.35285985796230074, 'timestamp': 197544.945508, 'diameter_3d': 5.08896997951872, 'ellipse': {'center': [182.42503229615457, 117.68760117973638], 'axes': [26.069057742330532, 29.79802343501103], 'angle': -70.49998947825127}, 'location': [182.42503229615457, 117.68760117973638], 'diameter': 29.79802343501103, 'sphere': {'center': [2.27197336160953, 5.00792742443806, 116.53591043213832], 'radius': 12.0}, 'projected_sphere': {'center': [172.087462817036, 146.64341825312005], 'axes': [127.68596344956677, 127.68596344956677], 'angle': 90.0}, 'model_confidence': 0.024860220924294296, 'model_id': 12, 'model_birth_timestamp': 197530.967908, 'theta': 1.1014710126158431, 'phi': -1.4238839034055637, 'norm_pos': [0.5700782259254831, 0.5096349950844318], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969649.798508,"{'circle_3d': {'center': [3.854172136453674, -0.9776989151850737, 106.25637131993628], 'normal': [0.1318498979036786, -0.4988021949685942, -0.8566282593501698], 'radius': 2.537241614583518}, 'confidence': 0.44146017722657555, 'timestamp': 197544.953908, 'diameter_3d': 5.074483229167036, 'ellipse': {'center': [182.45235916293603, 114.44539018763568], 'axes': [25.077858076488333, 29.626490630525836], 'angle': -72.30065647946488}, 'location': [182.45235916293603, 114.44539018763568], 'diameter': 29.626490630525836, 'sphere': {'center': [2.27197336160953, 5.00792742443806, 116.53591043213832], 'radius': 12.0}, 'projected_sphere': {'center': [172.087462817036, 146.64341825312005], 'axes': [127.68596344956677, 127.68596344956677], 'angle': 90.0}, 'model_confidence': 0.02291920145811588, 'model_id': 12, 'model_birth_timestamp': 197530.967908, 'theta': 1.0485801059614699, 'phi': -1.4180775103929224, 'norm_pos': [0.5701636223841751, 0.523144207551518], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969649.810848,"{'circle_3d': {'center': [3.7383380814761624, -0.6824545606428503, 106.07315136140573], 'normal': [0.12219705998888604, -0.4741984987567425, -0.8718965892277157], 'radius': 2.3214467695383076}, 'confidence': 0.9960109419591263, 'timestamp': 197544.962308, 'diameter_3d': 4.642893539076615, 'ellipse': {'center': [181.82153895813843, 116.13337214922464], 'axes': [23.452657112648847, 27.152967139356853], 'angle': -72.44030820760291}, 'location': [181.82153895813843, 116.13337214922464], 'diameter': 27.152967139356853, 'sphere': {'center': [2.27197336160953, 5.00792742443806, 116.53591043213832], 'radius': 12.0}, 'projected_sphere': {'center': [172.087462817036, 146.64341825312005], 'axes': [127.68596344956677, 127.68596344956677], 'angle': 90.0}, 'model_confidence': 0.025734274223543352, 'model_id': 12, 'model_birth_timestamp': 197530.967908, 'theta': 1.0767428829878236, 'phi': -1.4315524248202243, 'norm_pos': [0.5681923092441826, 0.5161109493782307], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969649.8167648,"{'circle_3d': {'center': [3.7017679711445393, -0.6404649030188629, 106.04537414986608], 'normal': [0.11914955079458413, -0.47069936062141027, -0.8742113568560205], 'radius': 2.2615080328368355}, 'confidence': 0.9983403127877537, 'timestamp': 197544.970708, 'diameter_3d': 4.523016065673671, 'ellipse': {'center': [181.61553307997005, 116.3711267799548], 'axes': [22.92361426138903, 26.458601965794763], 'angle': -72.66081147627996}, 'location': [181.61553307997005, 116.3711267799548], 'diameter': 26.458601965794763, 'sphere': {'center': [2.27197336160953, 5.00792742443806, 116.53591043213832], 'radius': 12.0}, 'projected_sphere': {'center': [172.087462817036, 146.64341825312005], 'axes': [127.68596344956677, 127.68596344956677], 'angle': 90.0}, 'model_confidence': 0.03096837876145342, 'model_id': 12, 'model_birth_timestamp': 197530.967908, 'theta': 1.080713054273247, 'phi': -1.435337216501454, 'norm_pos': [0.5675485408749064, 0.5151203050835216], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969649.826656,"{'circle_3d': {'center': [3.7115776501037687, -0.537812213525946, 105.99208231515615], 'normal': [0.11996702404118663, -0.46214496983033404, -0.8786523430818478], 'radius': 2.517160930305858}, 'confidence': 0.415167474432287, 'timestamp': 197544.979108, 'diameter_3d': 5.034321860611716, 'ellipse': {'center': [181.67677734030784, 116.9956760791016], 'axes': [25.67232995985726, 29.465000744545925], 'angle': -72.21298085235844}, 'location': [181.67677734030784, 116.9956760791016], 'diameter': 29.465000744545925, 'sphere': {'center': [2.27197336160953, 5.00792742443806, 116.53591043213832], 'radius': 12.0}, 'projected_sphere': {'center': [172.087462817036, 146.64341825312005], 'axes': [127.68596344956677, 127.68596344956677], 'angle': 90.0}, 'model_confidence': 0.03096837876145342, 'model_id': 12, 'model_birth_timestamp': 197530.967908, 'theta': 1.09038388522843, 'phi': -1.4351001284484683, 'norm_pos': [0.567739929188462, 0.5125180163370766], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969649.833888,"{'circle_3d': {'center': [4.1101517830120295, -0.7551715053564694, 106.172137431127], 'normal': [0.15318153511687502, -0.48025824414954427, -0.8636477500842773], 'radius': 2.543797310847949}, 'confidence': 0.3114764242724244, 'timestamp': 197544.987508, 'diameter_3d': 5.087594621695898, 'ellipse': {'center': [183.9579436304354, 115.7371192872356], 'axes': [25.370139920992095, 29.728347093330797], 'angle': -69.15330297324232}, 'location': [183.9579436304354, 115.7371192872356], 'diameter': 29.728347093330797, 'sphere': {'center': [2.27197336160953, 5.00792742443806, 116.53591043213832], 'radius': 12.0}, 'projected_sphere': {'center': [172.087462817036, 146.64341825312005], 'axes': [127.68596344956677, 127.68596344956677], 'angle': 90.0}, 'model_confidence': 0.03096837876145342, 'model_id': 12, 'model_birth_timestamp': 197530.967908, 'theta': 1.0698472176833995, 'phi': -1.3952561296018167, 'norm_pos': [0.5748685738451107, 0.5177620029698516], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969649.851535,"{'circle_3d': {'center': [3.4621316368438517, -0.631805919743794, 106.01084838546066], 'normal': [0.09917985626952684, -0.46997777868182133, -0.8770885038898053], 'radius': 2.5037196874814334}, 'confidence': 0.44090531650786, 'timestamp': 197544.995908, 'diameter_3d': 5.007439374962867, 'ellipse': {'center': [180.2206502988319, 116.44700759400298], 'axes': [25.50115363379102, 29.30086870949716], 'angle': -75.04365904998495}, 'location': [180.2206502988319, 116.44700759400298], 'diameter': 29.30086870949716, 'sphere': {'center': [2.27197336160953, 5.00792742443806, 116.53591043213832], 'radius': 12.0}, 'projected_sphere': {'center': [172.087462817036, 146.64341825312005], 'axes': [127.68596344956677, 127.68596344956677], 'angle': 90.0}, 'model_confidence': 0.02908141465094438, 'model_id': 12, 'model_birth_timestamp': 197530.967908, 'theta': 1.0815307238286436, 'phi': -1.458196126906608, 'norm_pos': [0.5631895321838497, 0.5148041350249876], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969649.8570628,"{'circle_3d': {'center': [3.5474891084745637, -0.5761739717513183, 105.9912022248632], 'normal': [0.10629297890541949, -0.46534178301578155, -0.8787256839395928], 'radius': 2.3475887031402145}, 'confidence': 0.7415845021431031, 'timestamp': 197545.004308, 'diameter_3d': 4.695177406280429, 'ellipse': {'center': [180.72509453459458, 116.75365490392117], 'axes': [23.95811354788262, 27.479087681461234], 'angle': -74.00338724926532}, 'location': [180.72509453459458, 116.75365490392117], 'diameter': 27.479087681461234, 'sphere': {'center': [2.27197336160953, 5.00792742443806, 116.53591043213832], 'radius': 12.0}, 'projected_sphere': {'center': [172.087462817036, 146.64341825312005], 'axes': [127.68596344956677, 127.68596344956677], 'angle': 90.0}, 'model_confidence': 0.028967436587679085, 'model_id': 12, 'model_birth_timestamp': 197530.967908, 'theta': 1.086775616446345, 'phi': -1.4504185339703295, 'norm_pos': [0.564765920420608, 0.5135264379003284], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969649.8622139,"{'circle_3d': {'center': [3.5912959039278407, -0.6250799388471346, 106.02265137157553], 'normal': [0.10994354519319255, -0.4694172802737662, -0.8761049217135656], 'radius': 2.395265902446787}, 'confidence': 0.9194071067829451, 'timestamp': 197545.012708, 'diameter_3d': 4.790531804893574, 'ellipse': {'center': [180.97321254201606, 116.47437676916817], 'axes': [24.352739303604764, 28.02909897484283], 'angle': -73.7144039431764}, 'location': [180.97321254201606, 116.47437676916817], 'diameter': 28.02909897484283, 'sphere': {'center': [2.27197336160953, 5.00792742443806, 116.53591043213832], 'radius': 12.0}, 'projected_sphere': {'center': [172.087462817036, 146.64341825312005], 'axes': [127.68596344956677, 127.68596344956677], 'angle': 90.0}, 'model_confidence': 0.025662932274272965, 'model_id': 12, 'model_birth_timestamp': 197530.967908, 'theta': 1.0821656139792302, 'phi': -1.445957620411064, 'norm_pos': [0.5655412891938002, 0.5146900967951327], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969649.865918,"{'circle_3d': {'center': [3.653846382935419, -0.6222329216548159, 106.02916395997983], 'normal': [0.11515608511049077, -0.469180028841073, -0.875562206013208], 'radius': 2.3469876093168494}, 'confidence': 0.8059373091922414, 'timestamp': 197545.021108, 'diameter_3d': 4.693975218633699, 'ellipse': {'center': [181.3374867260353, 116.4859163138725], 'axes': [23.83882557158409, 27.462746423853375], 'angle': -73.07762227522376}, 'location': [181.3374867260353, 116.4859163138725], 'diameter': 27.462746423853375, 'sphere': {'center': [2.27197336160953, 5.00792742443806, 116.53591043213832], 'radius': 12.0}, 'projected_sphere': {'center': [172.087462817036, 146.64341825312005], 'axes': [127.68596344956677, 127.68596344956677], 'angle': 90.0}, 'model_confidence': 0.02582069070274917, 'model_id': 12, 'model_birth_timestamp': 197530.967908, 'theta': 1.0824342898785988, 'phi': -1.4400244685189874, 'norm_pos': [0.5666796460188603, 0.5146420153588647], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969649.873187,"{'circle_3d': {'center': [3.9513842871721017, -0.7257903665607071, 106.12898681195713], 'normal': [0.1399509104635477, -0.47780981591656413, -0.8672436350150995], 'radius': 2.4920928842051344}, 'confidence': 0.41103196396500025, 'timestamp': 197545.029508, 'diameter_3d': 4.984185768410269, 'ellipse': {'center': [183.04543820339418, 115.90107065891667], 'axes': [24.99494150548524, 29.135013963370007], 'angle': -70.53415575596136}, 'location': [183.04543820339418, 115.90107065891667], 'diameter': 29.135013963370007, 'sphere': {'center': [2.27197336160953, 5.00792742443806, 116.53591043213832], 'radius': 12.0}, 'projected_sphere': {'center': [172.087462817036, 146.64341825312005], 'axes': [127.68596344956677, 127.68596344956677], 'angle': 90.0}, 'model_confidence': 0.02582069070274917, 'model_id': 12, 'model_birth_timestamp': 197530.967908, 'theta': 1.072636509060445, 'phi': -1.4108012712078533, 'norm_pos': [0.5720169943856068, 0.5170788722545139], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969649.881872,"{'circle_3d': {'center': [3.6534513030487403, -0.601266194602327, 106.01790369885309], 'normal': [0.11512316178660087, -0.4674328015866989, -0.8765005611071027], 'radius': 2.3222524322879856}, 'confidence': 0.800888321568555, 'timestamp': 197545.037908, 'diameter_3d': 4.644504864575971, 'ellipse': {'center': [181.33799038968658, 116.60525391839371], 'axes': [23.61827552747278, 27.176190215171133], 'angle': -73.01256432173396}, 'location': [181.33799038968658, 116.60525391839371], 'diameter': 27.176190215171133, 'sphere': {'center': [2.27197336160953, 5.00792742443806, 116.53591043213832], 'radius': 12.0}, 'projected_sphere': {'center': [172.087462817036, 146.64341825312005], 'axes': [127.68596344956677, 127.68596344956677], 'angle': 90.0}, 'model_confidence': 0.02590004557111447, 'model_id': 12, 'model_birth_timestamp': 197530.967908, 'theta': 1.0844117624466525, 'phi': -1.4401998058288026, 'norm_pos': [0.5666812199677705, 0.5141447753400261], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969649.89458,"{'circle_3d': {'center': [4.083994978445003, -0.7145522277472942, 106.14505848003904], 'normal': [0.15100180140295613, -0.47687330434877967, -0.8659043293416071], 'radius': 2.47860582717512}, 'confidence': 0.3073431333810947, 'timestamp': 197545.046308, 'diameter_3d': 4.95721165435024, 'ellipse': {'center': [183.81391822813583, 115.96530303102749], 'axes': [24.800823127765717, 28.973680660108542], 'angle': -69.24290726103723}, 'location': [183.81391822813583, 115.96530303102749], 'diameter': 28.973680660108542, 'sphere': {'center': [2.27197336160953, 5.00792742443806, 116.53591043213832], 'radius': 12.0}, 'projected_sphere': {'center': [172.087462817036, 146.64341825312005], 'axes': [127.68596344956677, 127.68596344956677], 'angle': 90.0}, 'model_confidence': 0.02590004557111447, 'model_id': 12, 'model_birth_timestamp': 197530.967908, 'theta': 1.0737022796789313, 'phi': -1.3981462431209475, 'norm_pos': [0.5744184944629245, 0.5168112373707188], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969649.9026508,"{'circle_3d': {'center': [4.419191008280315, -0.17062106630827856, 105.92591081353257], 'normal': [0.17893480388923216, -0.43154570756219507, -0.8841666348838133], 'radius': 2.4888376647240618}, 'confidence': 0.3489875100777503, 'timestamp': 197545.054708, 'diameter_3d': 4.9776753294481235, 'ellipse': {'center': [185.81513667411306, 119.13182454354668], 'axes': [25.508447444162215, 29.15639711855926], 'angle': -63.6822963734627}, 'location': [185.81513667411306, 119.13182454354668], 'diameter': 29.15639711855926, 'sphere': {'center': [2.27197336160953, 5.00792742443806, 116.53591043213832], 'radius': 12.0}, 'projected_sphere': {'center': [172.087462817036, 146.64341825312005], 'axes': [127.68596344956677, 127.68596344956677], 'angle': 90.0}, 'model_confidence': 0.02590004557111447, 'model_id': 12, 'model_birth_timestamp': 197530.967908, 'theta': 1.1245907789672844, 'phi': -1.3711164416626211, 'norm_pos': [0.5806723021066034, 0.5036173977352221], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969649.9098592,"{'circle_3d': {'center': [3.6751071569161677, -0.5907027048161702, 106.01514257858908], 'normal': [0.11692781627555314, -0.46655251077118587, -0.8767306544624369], 'radius': 2.3859904726945107}, 'confidence': 0.7166972906004131, 'timestamp': 197545.063108, 'diameter_3d': 4.771980945389021, 'ellipse': {'center': [181.46316034257322, 116.67350780372651], 'axes': [24.272624926868573, 27.92303374499436], 'angle': -72.76009543634933}, 'location': [181.46316034257322, 116.67350780372651], 'diameter': 27.92303374499436, 'sphere': {'center': [2.27197336160953, 5.00792742443806, 116.53591043213832], 'radius': 12.0}, 'projected_sphere': {'center': [172.087462817036, 146.64341825312005], 'axes': [127.68596344956677, 127.68596344956677], 'angle': 90.0}, 'model_confidence': 0.02442129065030052, 'model_id': 12, 'model_birth_timestamp': 197530.967908, 'theta': 1.0854072724705341, 'phi': -1.4382107308826302, 'norm_pos': [0.5670723760705413, 0.5138603841511395], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969649.917599,"{'circle_3d': {'center': [3.693600776037223, -0.6384742362407767, 106.04319277745844], 'normal': [0.11846895120230777, -0.47053347172323645, -0.8743931378899903], 'radius': 2.3835416424368527}, 'confidence': 0.9236564929900068, 'timestamp': 197545.071508, 'diameter_3d': 4.7670832848737055, 'ellipse': {'center': [181.56539790710804, 116.39549545695782], 'axes': [24.167664909020665, 27.88703628199077], 'angle': -72.73507527585535}, 'location': [181.56539790710804, 116.39549545695782], 'diameter': 27.88703628199077, 'sphere': {'center': [2.27197336160953, 5.00792742443806, 116.53591043213832], 'radius': 12.0}, 'projected_sphere': {'center': [172.087462817036, 146.64341825312005], 'axes': [127.68596344956677, 127.68596344956677], 'angle': 90.0}, 'model_confidence': 0.02504683187541934, 'model_id': 12, 'model_birth_timestamp': 197530.967908, 'theta': 1.0809010648943445, 'phi': -1.4361292924212017, 'norm_pos': [0.5673918684597126, 0.5150187689293424], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969649.925619,"{'circle_3d': {'center': [3.647610608761395, -0.49950610924387817, 105.96350304137229], 'normal': [0.1146364372626554, -0.4589527944734949, -0.8810339492305023], 'radius': 2.374700913974127}, 'confidence': 0.7828809753347596, 'timestamp': 197545.079908, 'diameter_3d': 4.749401827948254, 'ellipse': {'center': [181.31337535502155, 117.20294906798564], 'axes': [24.304053431637524, 27.804403740825304], 'angle': -72.72966876743101}, 'location': [181.31337535502155, 117.20294906798564], 'diameter': 27.804403740825304, 'sphere': {'center': [2.27197336160953, 5.00792742443806, 116.53591043213832], 'radius': 12.0}, 'projected_sphere': {'center': [172.087462817036, 146.64341825312005], 'axes': [127.68596344956677, 127.68596344956677], 'angle': 90.0}, 'model_confidence': 0.02426131754809102, 'model_id': 12, 'model_birth_timestamp': 197530.967908, 'theta': 1.093980161657952, 'phi': -1.4414074487824045, 'norm_pos': [0.5666042979844423, 0.5116543788833932], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
