imu_packets,1257
IMUtimestamp,quatI,quatJ,quatK,quatReal,quatRadianAccuracy
1594969634.7680798,B107444,-0.07397,-0.05096,0.97821,0.18713,0.2741
1594969634.7725282,B107449,-0.07397,-0.05103,0.97821,0.18713,0.2741
1594969634.7776551,B107455,-0.07391,-0.05109,0.97821,0.18713,0.2741
1594969634.7827451,B107460,-0.07391,-0.05109,0.97821,0.18713,0.2741
1594969634.787942,B107465,-0.07391,-0.05115,0.97821,0.18713,0.2741
1594969634.793012,B107470,-0.07385,-0.05121,0.97821,0.18713,0.2741
1594969634.797983,B107475,-0.07379,-0.05127,0.97821,0.18713,0.2741
1594969634.803456,B107480,-0.07379,-0.05127,0.97821,0.18713,0.2741
1594969634.8082829,B107485,-0.07373,-0.05133,0.97821,0.18713,0.2741
1594969634.813442,B107490,-0.07373,-0.05133,0.97821,0.18707,0.2741
1594969634.818911,B107496,-0.07367,-0.05133,0.97821,0.18707,0.2741
1594969634.82706,B107501,-0.07361,-0.05133,0.97821,0.18707,0.2741
1594969634.829874,B107507,-0.07361,-0.05133,0.97821,0.18707,0.2741
1594969634.836286,B107512,-0.07361,-0.05133,0.97827,0.18701,0.2741
1594969634.8407822,B107518,-0.07355,-0.05133,0.97827,0.18701,0.2741
1594969634.846376,B107523,-0.07355,-0.05133,0.97827,0.18695,0.2741
1594969634.851625,B107528,-0.07349,-0.05127,0.97827,0.18695,0.2741
1594969634.856361,B107533,-0.07349,-0.05133,0.97827,0.18695,0.2741
1594969634.861425,B107538,-0.07349,-0.05133,0.97827,0.18689,0.2741
1594969634.86658,B107544,-0.07343,-0.05133,0.97827,0.18683,0.2741
1594969634.872392,B107549,-0.07343,-0.05133,0.97833,0.18683,0.2741
1594969634.8781812,B107554,-0.07336,-0.05133,0.97833,0.18677,0.2741
1594969634.8830981,B107559,-0.07336,-0.05133,0.97833,0.18671,0.2741
1594969634.889073,B107564,-0.07330,-0.05127,0.97833,0.18665,0.2741
1594969634.8929222,B107570,-0.07330,-0.05133,0.97833,0.18658,0.2741
1594969634.897867,B107575,-0.07330,-0.05133,0.97833,0.18658,0.2741
1594969634.9044638,B107580,-0.07330,-0.05133,0.97839,0.18652,0.2741
1594969634.9082859,B107585,-0.07330,-0.05133,0.97839,0.18646,0.2741
1594969634.915489,B107590,-0.07330,-0.05133,0.97839,0.18646,0.2741
1594969634.920088,B107595,-0.07330,-0.05133,0.97839,0.18646,0.2741
1594969634.923915,B107600,-0.07336,-0.05139,0.97839,0.18640,0.2741
1594969634.928297,B107605,-0.07336,-0.05139,0.97839,0.18634,0.2741
1594969634.93346,B107610,-0.07336,-0.05145,0.97839,0.18634,0.2741
1594969634.9387991,B107616,-0.07336,-0.05145,0.97839,0.18628,0.2741
1594969634.943962,B107621,-0.07336,-0.05145,0.97839,0.18628,0.2741
1594969634.949715,B107627,-0.07336,-0.05145,0.97839,0.18628,0.2741
1594969634.9561,B107632,-0.07336,-0.05145,0.97839,0.18622,0.2741
1594969634.960899,B107638,-0.07336,-0.05145,0.97839,0.18622,0.2741
1594969634.967124,B107643,-0.07336,-0.05145,0.97839,0.18616,0.2741
1594969634.971336,B107648,-0.07330,-0.05145,0.97845,0.18616,0.2741
1594969634.9765708,B107654,-0.07330,-0.05145,0.97845,0.18610,0.2741
1594969634.983401,B107659,-0.07330,-0.05145,0.97845,0.18610,0.2741
1594969634.9868438,B107664,-0.07330,-0.05145,0.97845,0.18610,0.2741
1594969634.991942,B107669,-0.07324,-0.05145,0.97845,0.18604,0.2741
1594969634.997164,B107674,-0.07324,-0.05145,0.97845,0.18604,0.2741
1594969635.0022998,B107679,-0.07324,-0.05145,0.97845,0.18604,0.2741
1594969635.0081122,B107685,-0.07324,-0.05151,0.97845,0.18597,0.2741
1594969635.012854,B107690,-0.07324,-0.05151,0.97845,0.18597,0.2741
1594969635.0176058,B107695,-0.07324,-0.05157,0.97845,0.18597,0.2741
1594969635.0228639,B107700,-0.07330,-0.05157,0.97845,0.18591,0.2741
1594969635.027765,B107705,-0.07336,-0.05164,0.97845,0.18591,0.2741
1594969635.0337658,B107711,-0.07336,-0.05164,0.97845,0.18591,0.2741
1594969635.040066,B107716,-0.07343,-0.05164,0.97845,0.18585,0.2741
1594969635.04497,B107722,-0.07349,-0.05170,0.97845,0.18585,0.2741
1594969635.050935,B107728,-0.07355,-0.05164,0.97845,0.18579,0.2741
1594969635.056768,B107733,-0.07361,-0.05164,0.97845,0.18579,0.2741
1594969635.0615199,B107739,-0.07361,-0.05157,0.97845,0.18573,0.2741
1594969635.0664902,B107744,-0.07367,-0.05151,0.97845,0.18573,0.2741
1594969635.071767,B107749,-0.07367,-0.05145,0.97852,0.18567,0.2741
1594969635.078271,B107754,-0.07367,-0.05139,0.97852,0.18567,0.2741
1594969635.082071,B107759,-0.07367,-0.05127,0.97852,0.18561,0.2741
1594969635.087488,B107764,-0.07367,-0.05115,0.97852,0.18561,0.2741
1594969635.0922198,B107769,-0.07361,-0.05103,0.97852,0.18561,0.2741
1594969635.09834,B107775,-0.07361,-0.05084,0.97858,0.18561,0.2741
1594969635.1041028,B107780,-0.07343,-0.05054,0.97858,0.18561,0.2741
1594969635.108387,B107785,-0.07336,-0.05035,0.97858,0.18561,0.2741
1594969635.113075,B107790,-0.07330,-0.05017,0.97858,0.18561,0.2741
1594969635.1186078,B107795,-0.07318,-0.04999,0.97864,0.18567,0.2741
1594969635.1254442,B107801,-0.07312,-0.04974,0.97864,0.18573,0.2741
1594969635.1293068,B107807,-0.07306,-0.04956,0.97864,0.18579,0.2741
1594969635.134835,B107812,-0.07294,-0.04932,0.97864,0.18585,0.2741
1594969635.141352,B107818,-0.07281,-0.04901,0.97864,0.18591,0.2742
1594969635.146724,B107823,-0.07275,-0.04877,0.97864,0.18597,0.2742
1594969635.151347,B107829,-0.07263,-0.04846,0.97864,0.18604,0.2742
1594969635.156789,B107834,-0.07257,-0.04822,0.97864,0.18610,0.2742
1594969635.16207,B107839,-0.07245,-0.04785,0.97870,0.18616,0.2742
1594969635.167022,B107844,-0.07233,-0.04755,0.97870,0.18622,0.2742
1594969635.17205,B107849,-0.07220,-0.04718,0.97870,0.18634,0.2742
1594969635.1768699,B107854,-0.07208,-0.04687,0.97870,0.18640,0.2742
1594969635.1822872,B107860,-0.07196,-0.04645,0.97870,0.18652,0.2742
1594969635.189109,B107865,-0.07166,-0.04565,0.97870,0.18677,0.2742
1594969635.1924422,B107870,-0.07153,-0.04523,0.97876,0.18689,0.2742
1594969635.197454,B107875,-0.07135,-0.04474,0.97876,0.18695,0.2742
1594969635.203112,B107880,-0.07117,-0.04425,0.97876,0.18707,0.2742
1594969635.208331,B107885,-0.07104,-0.04376,0.97876,0.18719,0.2742
1594969635.216607,B107891,-0.07086,-0.04327,0.97876,0.18732,0.2742
1594969635.219069,B107896,-0.07074,-0.04272,0.97882,0.18744,0.2742
1594969635.225088,B107902,-0.07050,-0.04211,0.97882,0.18762,0.2742
1594969635.232288,B107907,-0.07037,-0.04150,0.97882,0.18774,0.2742
1594969635.235393,B107913,-0.07019,-0.04102,0.97882,0.18787,0.2742
1594969635.24116,B107918,-0.07001,-0.04041,0.97882,0.18805,0.2742
1594969635.246081,B107923,-0.06976,-0.03979,0.97882,0.18823,0.2742
1594969635.251279,B107929,-0.06958,-0.03918,0.97882,0.18848,0.2742
1594969635.256306,B107934,-0.06940,-0.03864,0.97882,0.18866,0.2742
1594969635.2621472,B107939,-0.06915,-0.03802,0.97882,0.18890,0.2742
1594969635.266376,B107944,-0.06897,-0.03741,0.97882,0.18909,0.2742
1594969635.271399,B107949,-0.06873,-0.03680,0.97882,0.18933,0.2742
1594969635.277931,B107954,-0.06854,-0.03625,0.97882,0.18951,0.2742
1594969635.2818491,B107959,-0.06836,-0.03558,0.97882,0.18982,0.2742
1594969635.28794,B107964,-0.06812,-0.03497,0.97876,0.19006,0.2742
1594969635.2931561,B107970,-0.06787,-0.03430,0.97876,0.19031,0.2742
1594969635.297753,B107975,-0.06738,-0.03296,0.97876,0.19086,0.2742
1594969635.306992,B107981,-0.06714,-0.03229,0.97870,0.19116,0.2742
1594969635.311145,B107987,-0.06689,-0.03162,0.97870,0.19147,0.2742
1594969635.314659,B107992,-0.06659,-0.03088,0.97870,0.19183,0.2742
1594969635.3200672,B107997,-0.06628,-0.03009,0.97864,0.19220,0.2742
1594969635.325093,B108003,-0.06604,-0.02942,0.97864,0.19250,0.2742
1594969635.330538,B108008,-0.06573,-0.02869,0.97858,0.19287,0.2742
1594969635.335885,B108013,-0.06537,-0.02783,0.97858,0.19324,0.2742
1594969635.3436742,B108019,-0.06500,-0.02698,0.97858,0.19360,0.2742
1594969635.348078,B108024,-0.06470,-0.02625,0.97852,0.19391,0.2742
1594969635.352418,B108029,-0.06433,-0.02539,0.97852,0.19434,0.2742
1594969635.3563688,B108034,-0.06403,-0.02460,0.97845,0.19464,0.2742
1594969635.362079,B108039,-0.06366,-0.02362,0.97845,0.19507,0.2742
1594969635.368074,B108044,-0.06287,-0.02173,0.97839,0.19574,0.2742
1594969635.371957,B108050,-0.06250,-0.02081,0.97839,0.19611,0.2742
1594969635.37764,B108055,-0.06207,-0.01984,0.97833,0.19647,0.2742
1594969635.382267,B108060,-0.06165,-0.01880,0.97833,0.19678,0.2742
1594969635.3874712,B108065,-0.06122,-0.01776,0.97833,0.19714,0.2742
1594969635.393458,B108071,-0.06085,-0.01678,0.97827,0.19739,0.2742
1594969635.398933,B108077,-0.06042,-0.01575,0.97827,0.19775,0.2742
1594969635.40607,B108082,-0.06000,-0.01465,0.97827,0.19806,0.2742
1594969635.409594,B108087,-0.05957,-0.01355,0.97821,0.19836,0.2742
