imu_packets,1271
IMUtimestamp,quatI,quatJ,quatK,quatReal,quatRadianAccuracy
1594969613.802407,B86457,-0.05426,-0.01666,0.98065,0.18750,0.2675
1594969613.808959,B86462,-0.05426,-0.01666,0.98065,0.18750,0.2675
1594969613.812421,B86467,-0.05426,-0.01666,0.98065,0.18744,0.2675
1594969613.817479,B86472,-0.05426,-0.01666,0.98065,0.18744,0.2675
1594969613.822237,B86478,-0.05426,-0.01666,0.98065,0.18744,0.2675
1594969613.8278499,B86482,-0.05426,-0.01666,0.98065,0.18744,0.2675
1594969613.832306,B86488,-0.05426,-0.01672,0.98065,0.18744,0.2675
1594969613.838092,B86493,-0.05426,-0.01672,0.98065,0.18744,0.2675
1594969613.842727,B86498,-0.05426,-0.01672,0.98065,0.18744,0.2675
1594969613.847894,B86503,-0.05426,-0.01678,0.98065,0.18744,0.2675
1594969613.8529868,B86508,-0.05426,-0.01678,0.98065,0.18744,0.2675
1594969613.8580549,B86513,-0.05420,-0.01678,0.98065,0.18744,0.2675
1594969613.863919,B86518,-0.05420,-0.01678,0.98065,0.18744,0.2675
1594969613.8702111,B86523,-0.05420,-0.01678,0.98065,0.18750,0.2675
1594969613.8735812,B86528,-0.05414,-0.01678,0.98065,0.18750,0.2675
1594969613.87862,B86533,-0.05414,-0.01685,0.98059,0.18756,0.2675
1594969613.883245,B86539,-0.05408,-0.01678,0.98059,0.18756,0.2675
1594969613.888851,B86544,-0.05408,-0.01678,0.98059,0.18762,0.2675
1594969613.895763,B86550,-0.05402,-0.01678,0.98059,0.18762,0.2675
1594969613.90157,B86555,-0.05396,-0.01685,0.98059,0.18768,0.2675
1594969613.905428,B86561,-0.05396,-0.01685,0.98059,0.18774,0.2675
1594969613.911633,B86566,-0.05383,-0.01685,0.98059,0.18774,0.2675
1594969613.916142,B86571,-0.05377,-0.01691,0.98059,0.18781,0.2675
1594969613.921298,B86577,-0.05371,-0.01691,0.98059,0.18781,0.2675
1594969613.927098,B86582,-0.05359,-0.01691,0.98059,0.18787,0.2675
1594969613.931662,B86587,-0.05353,-0.01697,0.98059,0.18787,0.2675
1594969613.936855,B86592,-0.05347,-0.01703,0.98059,0.18793,0.2675
1594969613.942456,B86597,-0.05341,-0.01709,0.98059,0.18793,0.2675
1594969613.947197,B86602,-0.05334,-0.01715,0.98059,0.18793,0.2675
1594969613.95219,B86607,-0.05328,-0.01721,0.98059,0.18799,0.2675
1594969613.9576051,B86613,-0.05316,-0.01733,0.98059,0.18799,0.2675
1594969613.9626482,B86618,-0.05310,-0.01740,0.98059,0.18799,0.2675
1594969613.967904,B86623,-0.05298,-0.01752,0.98059,0.18805,0.2675
1594969613.9729578,B86628,-0.05292,-0.01752,0.98059,0.18805,0.2675
1594969613.979315,B86633,-0.05286,-0.01758,0.98059,0.18811,0.2676
1594969613.983192,B86638,-0.05280,-0.01764,0.98059,0.18811,0.2676
1594969613.988596,B86644,-0.05273,-0.01770,0.98059,0.18817,0.2676
1594969613.993419,B86649,-0.05267,-0.01776,0.98059,0.18817,0.2676
1594969613.9983191,B86654,-0.05261,-0.01776,0.98053,0.18823,0.2676
1594969614.0037491,B86659,-0.05255,-0.01782,0.98053,0.18823,0.2676
1594969614.008768,B86664,-0.05243,-0.01782,0.98053,0.18823,0.2676
1594969614.014262,B86670,-0.05243,-0.01788,0.98053,0.18823,0.2676
1594969614.0206132,B86675,-0.05237,-0.01788,0.98053,0.18823,0.2676
1594969614.0254111,B86681,-0.05237,-0.01794,0.98059,0.18823,0.2676
1594969614.031349,B86686,-0.05231,-0.01794,0.98059,0.18823,0.2676
1594969614.036651,B86691,-0.05231,-0.01794,0.98059,0.18823,0.2676
1594969614.041569,B86696,-0.05231,-0.01794,0.98059,0.18823,0.2676
1594969614.046564,B86701,-0.05231,-0.01794,0.98059,0.18823,0.2676
1594969614.051116,B86707,-0.05231,-0.01801,0.98059,0.18823,0.2676
1594969614.056366,B86712,-0.05231,-0.01801,0.98059,0.18823,0.2676
1594969614.061769,B86717,-0.05231,-0.01801,0.98059,0.18823,0.2676
1594969614.066746,B86722,-0.05231,-0.01801,0.98059,0.18823,0.2676
1594969614.0718741,B86727,-0.05225,-0.01807,0.98059,0.18817,0.2676
1594969614.0768042,B86732,-0.05225,-0.01807,0.98059,0.18817,0.2676
1594969614.0821068,B86737,-0.05225,-0.01807,0.98059,0.18817,0.2676
1594969614.086854,B86742,-0.05225,-0.01807,0.98059,0.18811,0.2676
1594969614.0928938,B86747,-0.05219,-0.01807,0.98059,0.18811,0.2676
1594969614.097179,B86752,-0.05219,-0.01807,0.98059,0.18811,0.2676
1594969614.102474,B86758,-0.05219,-0.01807,0.98059,0.18811,0.2676
1594969614.1079612,B86763,-0.05212,-0.01807,0.98059,0.18811,0.2676
1594969614.1127932,B86768,-0.05212,-0.01801,0.98059,0.18817,0.2676
1594969614.117963,B86773,-0.05206,-0.01801,0.98059,0.18817,0.2676
1594969614.123397,B86779,-0.05206,-0.01801,0.98059,0.18817,0.2676
1594969614.128205,B86784,-0.05206,-0.01801,0.98059,0.18823,0.2676
1594969614.1344619,B86789,-0.05206,-0.01801,0.98059,0.18829,0.2676
1594969614.138418,B86794,-0.05206,-0.01801,0.98059,0.18829,0.2676
1594969614.144711,B86799,-0.05206,-0.01801,0.98059,0.18829,0.2676
1594969614.149821,B86805,-0.05206,-0.01801,0.98059,0.18835,0.2676
1594969614.155263,B86811,-0.05206,-0.01794,0.98053,0.18835,0.2676
1594969614.161424,B86816,-0.05206,-0.01794,0.98053,0.18835,0.2676
1594969614.165812,B86821,-0.05206,-0.01794,0.98053,0.18835,0.2676
1594969614.171106,B86826,-0.05206,-0.01788,0.98053,0.18842,0.2676
1594969614.1785522,B86832,-0.05206,-0.01782,0.98053,0.18842,0.2677
1594969614.181681,B86837,-0.05206,-0.01782,0.98053,0.18842,0.2677
1594969614.186631,B86842,-0.05206,-0.01776,0.98053,0.18842,0.2677
1594969614.1920059,B86847,-0.05206,-0.01770,0.98053,0.18842,0.2677
1594969614.19848,B86852,-0.05200,-0.01764,0.98053,0.18842,0.2677
1594969614.202448,B86857,-0.05200,-0.01758,0.98059,0.18835,0.2677
1594969614.2091599,B86863,-0.05200,-0.01752,0.98059,0.18835,0.2677
1594969614.212051,B86868,-0.05200,-0.01746,0.98059,0.18835,0.2677
1594969614.2175648,B86873,-0.05200,-0.01740,0.98059,0.18829,0.2677
1594969614.2226171,B86878,-0.05194,-0.01727,0.98059,0.18829,0.2677
1594969614.228564,B86883,-0.05194,-0.01721,0.98059,0.18823,0.2677
1594969614.232647,B86888,-0.05188,-0.01709,0.98059,0.18823,0.2677
1594969614.237605,B86893,-0.05188,-0.01703,0.98059,0.18817,0.2677
1594969614.242711,B86898,-0.05188,-0.01691,0.98065,0.18811,0.2677
1594969614.2487118,B86903,-0.05182,-0.01678,0.98065,0.18811,0.2677
1594969614.253441,B86908,-0.05182,-0.01672,0.98065,0.18805,0.2677
1594969614.2580638,B86913,-0.05176,-0.01654,0.98065,0.18799,0.2677
1594969614.2634492,B86918,-0.05176,-0.01642,0.98065,0.18793,0.2677
1594969614.270693,B86924,-0.05170,-0.01624,0.98071,0.18787,0.2677
1594969614.273084,B86929,-0.05164,-0.01599,0.98071,0.18781,0.2677
1594969614.277941,B86934,-0.05157,-0.01581,0.98071,0.18774,0.2677
1594969614.283875,B86939,-0.05151,-0.01563,0.98077,0.18768,0.2677
1594969614.2902222,B86944,-0.05151,-0.01538,0.98077,0.18756,0.2677
1594969614.2932632,B86949,-0.05145,-0.01514,0.98083,0.18750,0.2677
1594969614.298697,B86954,-0.05139,-0.01489,0.98083,0.18738,0.2677
1594969614.303821,B86959,-0.05133,-0.01459,0.98083,0.18726,0.2677
1594969614.309459,B86965,-0.05127,-0.01428,0.98090,0.18713,0.2677
1594969614.3158321,B86971,-0.05121,-0.01392,0.98090,0.18701,0.2677
1594969614.3208709,B86976,-0.05115,-0.01349,0.98096,0.18689,0.2677
1594969614.327064,B86982,-0.05109,-0.01312,0.98096,0.18683,0.2677
1594969614.332492,B86987,-0.05096,-0.01257,0.98102,0.18671,0.2677
1594969614.33829,B86992,-0.05084,-0.01208,0.98102,0.18658,0.2677
1594969614.341813,B86997,-0.05078,-0.01154,0.98108,0.18646,0.2677
1594969614.34642,B87002,-0.05060,-0.01105,0.98114,0.18640,0.2677
1594969614.3514829,B87007,-0.05048,-0.01044,0.98114,0.18628,0.2677
1594969614.356555,B87012,-0.05029,-0.00977,0.98120,0.18616,0.2677
1594969614.362112,B87017,-0.05011,-0.00909,0.98120,0.18610,0.2677
1594969614.3669891,B87022,-0.04987,-0.00848,0.98126,0.18604,0.2677
1594969614.3740318,B87027,-0.04962,-0.00769,0.98126,0.18597,0.2677
1594969614.377942,B87033,-0.04932,-0.00696,0.98132,0.18591,0.2677
1594969614.382398,B87038,-0.04871,-0.00543,0.98138,0.18579,0.2677
1594969614.387638,B87043,-0.04834,-0.00458,0.98138,0.18579,0.2677
1594969614.393065,B87048,-0.04797,-0.00378,0.98145,0.18573,0.2677
1594969614.398496,B87053,-0.04761,-0.00305,0.98145,0.18573,0.2677
1594969614.4035919,B87059,-0.04718,-0.00220,0.98145,0.18573,0.2677
1594969614.407809,B87064,-0.04669,-0.00128,0.98151,0.18579,0.2677
1594969614.414342,B87069,-0.04620,-0.00049,0.98151,0.18579,0.2677
1594969614.417981,B87074,-0.04578,0.00037,0.98151,0.18585,0.2677
1594969614.423423,B87079,-0.04535,0.00116,0.98151,0.18591,0.2677
1594969614.428471,B87084,-0.04486,0.00201,0.98151,0.18591,0.2677
1594969614.434237,B87090,-0.04443,0.00275,0.98157,0.18597,0.2677
1594969614.4397671,B87096,-0.04395,0.00366,0.98157,0.18604,0.2677
1594969614.444663,B87101,-0.04352,0.00439,0.98157,0.18616,0.2677
1594969614.451424,B87106,-0.04303,0.00519,0.98157,0.18622,0.2677
1594969614.4553442,B87111,-0.04254,0.00598,0.98157,0.18628,0.2677
1594969614.460938,B87116,-0.04211,0.00677,0.98157,0.18640,0.2677
1594969614.4657621,B87121,-0.04169,0.00757,0.98157,0.18646,0.2677
1594969614.470795,B87127,-0.04126,0.00836,0.98151,0.18658,0.2677
1594969614.476368,B87132,-0.04077,0.00928,0.98151,0.18671,0.2677
1594969614.48145,B87137,-0.04034,0.01013,0.98151,0.18683,0.2677
1594969614.486357,B87142,-0.03992,0.01093,0.98151,0.18689,0.2677
1594969614.4916558,B87147,-0.03943,0.01172,0.98151,0.18695,0.2677
1594969614.496503,B87152,-0.03894,0.01270,0.98151,0.18707,0.2677
1594969614.5014882,B87157,-0.03851,0.01367,0.98151,0.18713,0.2677
1594969614.506499,B87162,-0.03802,0.01453,0.98151,0.18719,0.2677
1594969614.51172,B87167,-0.03748,0.01556,0.98145,0.18726,0.2677
1594969614.5178492,B87172,-0.03705,0.01642,0.98145,0.18732,0.2677
1594969614.522221,B87177,-0.03650,0.01740,0.98145,0.18738,0.2677
1594969614.527597,B87183,-0.03607,0.01819,0.98145,0.18744,0.2677
1594969614.532585,B87188,-0.03552,0.01917,0.98145,0.18750,0.2677
1594969614.5374389,B87193,-0.03503,0.02008,0.98138,0.18762,0.2677
1594969614.543241,B87198,-0.03461,0.02100,0.98138,0.18768,0.2677
1594969614.547609,B87203,-0.03369,0.02277,0.98132,0.18793,0.2678
1594969614.5529659,B87208,-0.03326,0.02356,0.98132,0.18805,0.2678
1594969614.557413,B87213,-0.03284,0.02435,0.98126,0.18811,0.2678
1594969614.563266,B87218,-0.03241,0.02521,0.98126,0.18829,0.2678
1594969614.5676181,B87223,-0.03192,0.02606,0.98120,0.18842,0.2678
1594969614.573189,B87229,-0.03149,0.02686,0.98120,0.18854,0.2678
