eye_packets,722
norm_X,norm_Y,phi,theta,confidence,timestamp
1594969634.773501,"{'circle_3d': {'center': [-0.045916543713455216, 1.1997707631031669, 2.1397442184450632], 'normal': [-0.17425501845155464, 0.41211094457025715, -0.8943152452630218], 'radius': 1.0553938213701581}, 'confidence': 0.026345531215797472, 'timestamp': 197529.926308, 'diameter_3d': 2.1107876427403163, 'ellipse': {'center': [170.72345677523606, 427.00035560335107], 'axes': [420.8429136677756, 631.7887341527813], 'angle': -73.3810391341954}, 'location': [170.72345677523606, 427.00035560335107], 'diameter': 631.7887341527813, 'sphere': {'center': [2.0451436777052003, -3.745560571739919, 12.871527161601325], 'radius': 12.0}, 'projected_sphere': {'center': [258.5111606616441, -60.41740698854596], 'axes': [1156.0399798083326, 1156.0399798083326], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 1.9955660114069573, 'phi': -1.763232609627467, 'norm_pos': [0.5335108024226127, -0.7791681483472961], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969638.844138,"{'circle_3d': {'center': [-0.25587300354496856, -0.03295129138137787, 3.208395691275399], 'normal': [-0.18427718411114496, 0.3137024615562906, -0.9314680268423556], 'radius': 1.0041173993004657}, 'confidence': 0.03298437587298587, 'timestamp': 197533.991908, 'diameter_3d': 2.0082347986009315, 'ellipse': {'center': [120.46552638714843, 95.57088574257827], 'axes': [360.8175226783034, 391.5929527609535], 'angle': -49.91746091133083}, 'location': [120.46552638714843, 95.57088574257827], 'diameter': 391.5929527609535, 'sphere': {'center': [1.9554532057887708, -3.7973808300568646, 14.386012013383665], 'radius': 12.0}, 'projected_sphere': {'center': [244.2749878466061, -43.65731604039544], 'axes': [1034.3380768872405, 1034.3380768872405], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 1.8898861533366342, 'phi': -1.7661095056859553, 'norm_pos': [0.37645476995983884, 0.6017879760725906], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969638.852323,"{'circle_3d': {'center': [-0.14532692070662634, -0.2970905290893304, 3.101744617177804], 'normal': [-0.1750650105412831, 0.2916908584139612, -0.9403556163504884], 'radius': 1.0039687970970652}, 'confidence': 0.057721851515627386, 'timestamp': 197534.000308, 'diameter_3d': 2.0079375941941304, 'ellipse': {'center': [141.41896469109574, 41.85074371057624], 'axes': [387.7498915264778, 406.23731379949123], 'angle': -38.48606137727212}, 'location': [141.41896469109574, 41.85074371057624], 'diameter': 406.23731379949123, 'sphere': {'center': [1.9554532057887708, -3.7973808300568646, 14.386012013383665], 'radius': 12.0}, 'projected_sphere': {'center': [244.2749878466061, -43.65731604039544], 'axes': [1034.3380768872405, 1034.3380768872405], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 1.8667904216688866, 'phi': -1.7548581155039675, 'norm_pos': [0.44193426465967417, 0.8256219012059324], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969638.858376,"{'circle_3d': {'center': [-0.07274818645200787, -0.865449332623963, 2.927819450554507], 'normal': [-0.16901678268673156, 0.24432762478607514, -0.9548493802357632], 'radius': 1.0043638598777866}, 'confidence': 0.053552404103273624, 'timestamp': 197534.008708, 'diameter_3d': 2.0087277197555733, 'ellipse': {'center': [156.33131908744852, -82.39246991481966], 'axes': [420.33019313681575, 447.26939915636297], 'angle': 2.186956853333364}, 'location': [156.33131908744852, -82.39246991481966], 'diameter': 447.26939915636297, 'sphere': {'center': [1.9554532057887708, -3.7973808300568646, 14.386012013383665], 'radius': 12.0}, 'projected_sphere': {'center': [244.2749878466061, -43.65731604039544], 'axes': [1034.3380768872405, 1034.3380768872405], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 1.81762256872852, 'phi': -1.7459904750543866, 'norm_pos': [0.48853537214827664, 1.3433019579784151], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969638.863931,"{'circle_3d': {'center': [0.23550130216036802, 0.8711781632558795, 3.4660155676349884], 'normal': [-0.1433293253023669, 0.389046582776062, -0.9099997038123897], 'radius': 1.0041187600619097}, 'confidence': 0.01631128069769882, 'timestamp': 197534.017108, 'diameter_3d': 2.0082375201238194, 'ellipse': {'center': [209.62942387436323, 259.4253771663869], 'axes': [297.77455399645, 364.064581202153], 'angle': -78.83300403517953}, 'location': [209.62942387436323, 259.4253771663869], 'diameter': 364.064581202153, 'sphere': {'center': [1.9554532057887708, -3.7973808300568646, 14.386012013383665], 'radius': 12.0}, 'projected_sphere': {'center': [244.2749878466061, -43.65731604039544], 'axes': [1034.3380768872405, 1034.3380768872405], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 1.9703927402458392, 'phi': -1.727017733286911, 'norm_pos': [0.655091949607385, -0.08093907152661206], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969638.871875,"{'circle_3d': {'center': [-0.5937125168777926, 1.3944280660377055, 3.8718846361442605], 'normal': [-0.21243047688888028, 0.4326507413412142, -0.876177281436617], 'radius': 1.0034122042379494}, 'confidence': 0.04490245609508053, 'timestamp': 197534.025508, 'diameter_3d': 2.006824408475899, 'ellipse': {'center': [71.29580337549643, 330.7921915613048], 'axes': [224.5011531253121, 323.91958150298416], 'angle': -64.63191800021008}, 'location': [71.29580337549643, 330.7921915613048], 'diameter': 323.91958150298416, 'sphere': {'center': [1.9554532057887708, -3.7973808300568646, 14.386012013383665], 'radius': 12.0}, 'projected_sphere': {'center': [244.2749878466061, -43.65731604039544], 'axes': [1034.3380768872405, 1034.3380768872405], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 2.0182272032591784, 'phi': -1.8086579779081324, 'norm_pos': [0.22279938554842635, -0.37830079817210316], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969638.87929,"{'circle_3d': {'center': [-0.23093139811521324, -0.21222977314625968, 3.1447303131973214], 'normal': [-0.1821987169919987, 0.2987625880758838, -0.9367734750155288], 'radius': 1.0044006624333959}, 'confidence': 0.035218807373119686, 'timestamp': 197534.033908, 'diameter_3d': 2.0088013248667917, 'ellipse': {'center': [124.82618793560901, 59.703504406641784], 'axes': [376.36037055744043, 400.722306827973], 'angle': -41.976974344363946}, 'location': [124.82618793560901, 59.703504406641784], 'diameter': 400.722306827973, 'sphere': {'center': [1.9554532057887708, -3.7973808300568646, 14.386012013383665], 'radius': 12.0}, 'projected_sphere': {'center': [244.2749878466061, -43.65731604039544], 'axes': [1034.3380768872405, 1034.3380768872405], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 1.874192084762606, 'phi': -1.7628940447375472, 'norm_pos': [0.39008183729877816, 0.7512353983056592], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969638.891528,"{'circle_3d': {'center': [-0.17282479863245603, -0.4304320106633366, 3.0663791402079053], 'normal': [-0.1773565003684356, 0.28057906828279405, -0.9433027394313135], 'radius': 1.0041114384722472}, 'confidence': 0.07008507965800347, 'timestamp': 197534.042308, 'diameter_3d': 2.0082228769444943, 'ellipse': {'center': [135.89374491272113, 14.122987182980921], 'axes': [394.7143385328389, 413.6092168284411], 'angle': -27.151182786928107}, 'location': [135.89374491272113, 14.122987182980921], 'diameter': 413.6092168284411, 'sphere': {'center': [1.9554532057887708, -3.7973808300568646, 14.386012013383665], 'radius': 12.0}, 'projected_sphere': {'center': [244.2749878466061, -43.65731604039544], 'axes': [1034.3380768872405, 1034.3380768872405], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 1.855193685237877, 'phi': -1.756643209923115, 'norm_pos': [0.42466795285225356, 0.9411542200709129], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969638.9005702,"{'circle_3d': {'center': [-0.18493395307741833, -0.4126134181504737, 3.0739789345133044], 'normal': [-0.1783655965721824, 0.2820639509921992, -0.9426694232391966], 'radius': 1.0040472232526263}, 'confidence': 0.04901641386902224, 'timestamp': 197534.050708, 'diameter_3d': 2.0080944465052526, 'ellipse': {'center': [133.50696309121693, 17.979002651979684], 'axes': [392.8197139606381, 412.3114665177096], 'angle': -28.613511462975087}, 'location': [133.50696309121693, 17.979002651979684], 'diameter': 412.3114665177096, 'sphere': {'center': [1.9554532057887708, -3.7973808300568646, 14.386012013383665], 'radius': 12.0}, 'projected_sphere': {'center': [244.2749878466061, -43.65731604039544], 'axes': [1034.3380768872405, 1034.3380768872405], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 1.8567410611176518, 'phi': -1.7577988785490999, 'norm_pos': [0.4172092596600529, 0.9250874889500846], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969638.906982,"{'circle_3d': {'center': [-0.06997019415143901, -0.30846502208460436, 3.0844578487629466], 'normal': [-0.16878528332835083, 0.29074298399768833, -0.9417961803850599], 'radius': 1.0020170312836347}, 'confidence': 0.03901113572005113, 'timestamp': 197534.059108, 'diameter_3d': 2.0040340625672695, 'ellipse': {'center': [156.2922379158603, 39.11499627765107], 'axes': [392.4910895521139, 407.06974751940885], 'angle': -39.69067367174333}, 'location': [156.2922379158603, 39.11499627765107], 'diameter': 407.06974751940885, 'sphere': {'center': [1.9554532057887708, -3.7973808300568646, 14.386012013383665], 'radius': 12.0}, 'projected_sphere': {'center': [244.2749878466061, -43.65731604039544], 'axes': [1034.3380768872405, 1034.3380768872405], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 1.8657996021592238, 'phi': -1.748130114587664, 'norm_pos': [0.4884132434870635, 0.8370208488431206], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969638.91409,"{'circle_3d': {'center': [-0.08289138824761277, -0.3275289579038514, 3.0809123100958207], 'normal': [-0.16986204950303194, 0.2891543226794177, -0.9420916419406535], 'radius': 1.003808184092197}, 'confidence': 0.05870402438849475, 'timestamp': 197534.067508, 'diameter_3d': 2.007616368184394, 'ellipse': {'center': [153.77703729870896, 35.1462823611289], 'axes': [393.7563537266334, 408.6723449790983], 'angle': -37.39756130239423}, 'location': [153.77703729870896, 35.1462823611289], 'diameter': 408.6723449790983, 'sphere': {'center': [1.9554532057887708, -3.7973808300568646, 14.386012013383665], 'radius': 12.0}, 'projected_sphere': {'center': [244.2749878466061, -43.65731604039544], 'axes': [1034.3380768872405, 1034.3380768872405], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 1.8641396319449282, 'phi': -1.7491828434049643, 'norm_pos': [0.4805532415584655, 0.8535571568286295], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969638.921878,"{'circle_3d': {'center': [-0.0859790313317208, -0.33708850510876465, 3.0785396412241592], 'normal': [-0.1701193530933743, 0.288357693745675, -0.9422893643466255], 'radius': 1.0041962056758622}, 'confidence': 0.08870843276616153, 'timestamp': 197534.075908, 'diameter_3d': 2.0083924113517244, 'ellipse': {'center': [153.1778841520581, 33.15169105385044], 'axes': [394.3809148613605, 409.3223181812233], 'angle': -36.365519280394565}, 'location': [153.1778841520581, 33.15169105385044], 'diameter': 409.3223181812233, 'sphere': {'center': [1.9554532057887708, -3.7973808300568646, 14.386012013383665], 'radius': 12.0}, 'projected_sphere': {'center': [244.2749878466061, -43.65731604039544], 'axes': [1034.3380768872405, 1034.3380768872405], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 1.8633075589347003, 'phi': -1.749410656545274, 'norm_pos': [0.4786808879751816, 0.8618679539422898], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969638.9370399,"{'circle_3d': {'center': [-0.10098074945766955, -0.57720085650101, 3.0105331080531617], 'normal': [-0.17136949627053671, 0.26834833112965456, -0.9479565754442087], 'radius': 1.0053614428153295}, 'confidence': 0.07108307018225478, 'timestamp': 197534.084308, 'diameter_3d': 2.010722885630659, 'ellipse': {'center': [150.32666371661034, -18.020068354854345], 'axes': [407.64103979727923, 425.1744074605002], 'angle': -13.500985016416678}, 'location': [150.32666371661034, -18.020068354854345], 'diameter': 425.1744074605002, 'sphere': {'center': [1.9554532057887708, -3.7973808300568646, 14.386012013383665], 'radius': 12.0}, 'projected_sphere': {'center': [244.2749878466061, -43.65731604039544], 'axes': [1034.3380768872405, 1034.3380768872405], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 1.8424743923506295, 'phi': -1.7496425447843944, 'norm_pos': [0.4697708241144073, 1.0750836181452263], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969638.943189,"{'circle_3d': {'center': [-0.20438349787957266, -0.33980205914374606, 3.0997258901091893], 'normal': [-0.17998639197236196, 0.2881315642427599, -0.9405238436062063], 'radius': 1.0035713790770222}, 'confidence': 0.03445817223437716, 'timestamp': 197534.092708, 'diameter_3d': 2.0071427581540444, 'ellipse': {'center': [129.75526662326632, 33.37383835314944], 'axes': [386.7169979307621, 407.5773237492933], 'angle': -34.086068354376934}, 'location': [129.75526662326632, 33.37383835314944], 'diameter': 407.5773237492933, 'sphere': {'center': [1.9554532057887708, -3.7973808300568646, 14.386012013383665], 'radius': 12.0}, 'projected_sphere': {'center': [244.2749878466061, -43.65731604039544], 'axes': [1034.3380768872405, 1034.3380768872405], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 1.8630714063612768, 'phi': -1.7598785081231498, 'norm_pos': [0.4054852081977073, 0.8609423401952107], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969638.948552,"{'circle_3d': {'center': [-0.3065987245374573, -0.2536419386254263, 3.1465709359161718], 'normal': [-0.1885043275271857, 0.2953115742859532, -0.9366200897889579], 'radius': 1.0040403565096983}, 'confidence': 0.04183597466120458, 'timestamp': 197534.101108, 'diameter_3d': 2.0080807130193965, 'ellipse': {'center': [110.10992679676883, 51.70819163489607], 'axes': [374.3224471141911, 401.5085048865477], 'angle': -37.90224464325467}, 'location': [110.10992679676883, 51.70819163489607], 'diameter': 401.5085048865477, 'sphere': {'center': [1.9554532057887708, -3.7973808300568646, 14.386012013383665], 'radius': 12.0}, 'projected_sphere': {'center': [244.2749878466061, -43.65731604039544], 'axes': [1034.3380768872405, 1034.3380768872405], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 1.8705779478961138, 'phi': -1.7694033036687056, 'norm_pos': [0.3440935212399026, 0.7845492015212664], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969638.9622688,"{'circle_3d': {'center': [0.870454391088497, 0.8560678160315298, 3.3783695196288317], 'normal': [-0.09041656789168948, 0.3877873871740328, -0.9173035411462359], 'radius': 1.0053787373863938}, 'confidence': 0.04241952604193876, 'timestamp': 197534.109508, 'diameter_3d': 2.0107574747727877, 'ellipse': {'center': [326.6401882361631, 259.53342161497176], 'axes': [307.84590837010984, 380.5857925947612], 'angle': 85.44070165252371}, 'location': [326.6401882361631, 259.53342161497176], 'diameter': 380.5857925947612, 'sphere': {'center': [1.9554532057887708, -3.7973808300568646, 14.386012013383665], 'radius': 12.0}, 'projected_sphere': {'center': [244.2749878466061, -43.65731604039544], 'axes': [1034.3380768872405, 1034.3380768872405], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 1.9690262529979181, 'phi': -1.669046733317922, 'norm_pos': [1.0207505882380097, -0.08138925672904906], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969638.967608,"{'circle_3d': {'center': [0.17052749696502234, -0.3617944241522961, 3.0277204930209383], 'normal': [-0.14874380906864568, 0.286298867158714, -0.9465242933635604], 'radius': 1.0046610751274487}, 'confidence': 0.042413815660889746, 'timestamp': 197534.117908, 'diameter_3d': 2.0093221502548975, 'ellipse': {'center': [205.0470013983081, 26.341191343576853], 'axes': [411.64327968018296, 413.89014830457575], 'angle': -53.67651354639654}, 'location': [205.0470013983081, 26.341191343576853], 'diameter': 413.89014830457575, 'sphere': {'center': [1.9554532057887708, -3.7973808300568646, 14.386012013383665], 'radius': 12.0}, 'projected_sphere': {'center': [244.2749878466061, -43.65731604039544], 'axes': [1034.3380768872405, 1034.3380768872405], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 1.8611580935458494, 'phi': -1.7266689381960838, 'norm_pos': [0.6407718793697128, 0.8902450360684298], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969638.9776928,"{'circle_3d': {'center': [-0.22262355802002487, -0.16036806733077347, 3.159787368618902], 'normal': [-0.18150639698406631, 0.3030843968938409, -0.9355187203970635], 'radius': 1.0036554282626993}, 'confidence': 0.04046612544674455, 'timestamp': 197534.126308, 'diameter_3d': 2.0073108565253985, 'ellipse': {'center': [126.5177495911927, 70.1695819737318], 'axes': [372.6849549194014, 397.98351065662337], 'angle': -45.13129313051937}, 'location': [126.5177495911927, 70.1695819737318], 'diameter': 397.98351065662337, 'sphere': {'center': [1.9554532057887708, -3.7973808300568646, 14.386012013383665], 'radius': 12.0}, 'projected_sphere': {'center': [244.2749878466061, -43.65731604039544], 'axes': [1034.3380768872405, 1034.3380768872405], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 1.8787239585032933, 'phi': -1.7624322961825334, 'norm_pos': [0.39536796747247716, 0.7076267417761175], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969638.982945,"{'circle_3d': {'center': [-0.08437689676593818, -0.2913802938526886, 3.0923388556883484], 'normal': [-0.16998584187955906, 0.29216671135034794, -0.9411394298079429], 'radius': 1.0028824439275568}, 'confidence': 0.06548936341395524, 'timestamp': 197534.134708, 'diameter_3d': 2.0057648878551135, 'ellipse': {'center': [153.4363369834296, 42.719958337784604], 'axes': [390.71291746118004, 406.32966786709585], 'angle': -40.80905587602075}, 'location': [153.4363369834296, 42.719958337784604], 'diameter': 406.32966786709585, 'sphere': {'center': [1.9554532057887708, -3.7973808300568646, 14.386012013383665], 'radius': 12.0}, 'projected_sphere': {'center': [244.2749878466061, -43.65731604039544], 'axes': [1034.3380768872405, 1034.3380768872405], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 1.867287946776376, 'phi': -1.7494869005137825, 'norm_pos': [0.4794885530732175, 0.8220001735925642], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969638.989583,"{'circle_3d': {'center': [-0.09659153866551051, -0.29016247809579365, 3.0949300546684135], 'normal': [-0.17100372870452343, 0.2922681959967559, -0.9409234965596043], 'radius': 1.0051299355639876}, 'confidence': 0.054257160218723864, 'timestamp': 197534.143108, 'diameter_3d': 2.010259871127975, 'ellipse': {'center': [151.0638772878936, 42.957355875128286], 'axes': [390.76507572601713, 407.02181196097547], 'angle': -40.4843637401603}, 'location': [151.0638772878936, 42.957355875128286], 'diameter': 407.02181196097547, 'sphere': {'center': [1.9554532057887708, -3.7973808300568646, 14.386012013383665], 'radius': 12.0}, 'projected_sphere': {'center': [244.2749878466061, -43.65731604039544], 'axes': [1034.3380768872405, 1034.3380768872405], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 1.8673940632030752, 'phi': -1.7505744464095898, 'norm_pos': [0.47207461652466753, 0.8210110171869655], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969638.99731,"{'circle_3d': {'center': [-0.20612179455786572, -0.1838531683046094, 3.1490190279080696], 'normal': [-0.18013125002888639, 0.30112730514602126, -0.9364160821229662], 'radius': 1.0034251011388728}, 'confidence': 0.046007210988616036, 'timestamp': 197534.151508, 'diameter_3d': 2.0068502022777457, 'ellipse': {'center': [129.6566594279131, 65.36746563464114], 'axes': [375.40397890268093, 399.3055576061676], 'angle': -44.360248089337006}, 'location': [129.6566594279131, 65.36746563464114], 'diameter': 399.3055576061676, 'sphere': {'center': [1.9554532057887708, -3.7973808300568646, 14.386012013383665], 'radius': 12.0}, 'projected_sphere': {'center': [244.2749878466061, -43.65731604039544], 'axes': [1034.3380768872405, 1034.3380768872405], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 1.876670937647946, 'phi': -1.7608373760359786, 'norm_pos': [0.4051770607122284, 0.7276355598556619], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969639.005041,"{'circle_3d': {'center': [-0.20876072969751114, -0.3149528061765521, 3.108207568371327], 'normal': [-0.1803511612905235, 0.2902023353233594, -0.9398170370843615], 'radius': 1.0031699203457374}, 'confidence': 0.05394295007948576, 'timestamp': 197534.159908, 'diameter_3d': 2.0063398406914748, 'ellipse': {'center': [128.92692335902913, 38.571251534504924], 'axes': [384.6053277646601, 405.9658432339221], 'angle': -35.82026103968142}, 'location': [128.92692335902913, 38.571251534504924], 'diameter': 405.9658432339221, 'sphere': {'center': [1.9554532057887708, -3.7973808300568646, 14.386012013383665], 'radius': 12.0}, 'projected_sphere': {'center': [244.2749878466061, -43.65731604039544], 'axes': [1034.3380768872405, 1034.3380768872405], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 1.8652345921019036, 'phi': -1.7603917113770313, 'norm_pos': [0.402896635496966, 0.8392864519395629], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969639.013603,"{'circle_3d': {'center': [-0.1001906889925177, -0.3137509903750475, 3.088284307427619], 'normal': [-0.1713036578984407, 0.2903024866401514, -0.9414773088296705], 'radius': 1.0038525994642402}, 'confidence': 0.054145697634113726, 'timestamp': 197534.168308, 'diameter_3d': 2.0077051989284804, 'ellipse': {'center': [150.3349143766066, 38.124526155412426], 'axes': [391.72320092063677, 407.7090574540169], 'angle': -38.2501384496918}, 'location': [150.3349143766066, 38.124526155412426], 'diameter': 407.7090574540169, 'sphere': {'center': [1.9554532057887708, -3.7973808300568646, 14.386012013383665], 'radius': 12.0}, 'projected_sphere': {'center': [244.2749878466061, -43.65731604039544], 'axes': [1034.3380768872405, 1034.3380768872405], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 1.8653392488801857, 'phi': -1.7507793375363883, 'norm_pos': [0.46979660742689566, 0.8411478076857816], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969639.0222,"{'circle_3d': {'center': [-3.844520909357385e-05, -0.3220714879425852, 3.067961060172202], 'normal': [-0.16295763758315535, 0.2896091118428566, -0.9431709127676218], 'radius': 1.004453511001448}, 'confidence': 0.04803477709408273, 'timestamp': 197534.176708, 'diameter_3d': 2.008907022002896, 'ellipse': {'center': [170.32898764372123, 35.762655158934635], 'axes': [398.7233321466164, 409.6913513393232], 'angle': -40.95267596884369}, 'location': [170.32898764372123, 35.762655158934635], 'diameter': 409.6913513393232, 'sphere': {'center': [1.9554532057887708, -3.7973808300568646, 14.386012013383665], 'radius': 12.0}, 'projected_sphere': {'center': [244.2749878466061, -43.65731604039544], 'axes': [1034.3380768872405, 1034.3380768872405], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 1.8646147496021541, 'phi': -1.7418836174963725, 'norm_pos': [0.5322780863866289, 0.8509889368377723], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969639.0320158,"{'circle_3d': {'center': [0.10159259378892571, -0.3304000574142236, 3.0483206631394797], 'normal': [-0.1544883843333204, 0.2889150643868867, -0.9448076125203486], 'radius': 1.0039285664204165}, 'confidence': 0.059275178470437735, 'timestamp': 197534.185108, 'diameter_3d': 2.007857132840833, 'ellipse': {'center': [190.8375710132828, 33.43540730959535], 'axes': [405.0751597278454, 411.15908790839853], 'angle': -47.51927928329357}, 'location': [190.8375710132828, 33.43540730959535], 'diameter': 411.15908790839853, 'sphere': {'center': [1.9554532057887708, -3.7973808300568646, 14.386012013383665], 'radius': 12.0}, 'projected_sphere': {'center': [244.2749878466061, -43.65731604039544], 'axes': [1034.3380768872405, 1034.3380768872405], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 1.8638897064889965, 'phi': -1.7328750703578253, 'norm_pos': [0.5963674094165088, 0.8606858028766861], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969639.039198,"{'circle_3d': {'center': [0.09123388688804046, -0.3387366985466249, 3.047472993624238], 'normal': [-0.15535160990839422, 0.28822034429252, -0.9448782516466191], 'radius': 1.004860676843205}, 'confidence': 0.058415175699285254, 'timestamp': 197534.193508, 'diameter_3d': 2.00972135368641, 'ellipse': {'center': [188.79186773618653, 31.697755908707137], 'axes': [405.5178529834088, 411.8343075639714], 'angle': -44.57070672917467}, 'location': [188.79186773618653, 31.697755908707137], 'diameter': 411.8343075639714, 'sphere': {'center': [1.9554532057887708, -3.7973808300568646, 14.386012013383665], 'radius': 12.0}, 'projected_sphere': {'center': [244.2749878466061, -43.65731604039544], 'axes': [1034.3380768872405, 1034.3380768872405], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 1.8631641195382036, 'phi': -1.7337528321385869, 'norm_pos': [0.5899745866755829, 0.8679260170470536], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969639.0472572,"{'circle_3d': {'center': [-0.1361949230803403, -0.34708141105003776, 3.0846651014355366], 'normal': [-0.1743040107390926, 0.28752495158390223, -0.9417789093290106], 'radius': 1.003732983960414}, 'confidence': 0.054853682737226545, 'timestamp': 197534.201908, 'diameter_3d': 2.007465967920828, 'ellipse': {'center': [143.20077967619835, 31.40199042616264], 'axes': [391.68121579837543, 409.02369410478957], 'angle': -34.481014771707024}, 'location': [143.20077967619835, 31.40199042616264], 'diameter': 409.02369410478957, 'sphere': {'center': [1.9554532057887708, -3.7973808300568646, 14.386012013383665], 'radius': 12.0}, 'projected_sphere': {'center': [244.2749878466061, -43.65731604039544], 'axes': [1034.3380768872405, 1034.3380768872405], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 1.8624379887497748, 'phi': -1.7538050032748063, 'norm_pos': [0.4475024364881198, 0.8691583732243223], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
