timestamp,x,y,message
1602574502.158098,0.42458222537480445,0.6545630766072572,"$X424582,654563
"
1602574502.175137,0.42688832903563867,0.6562461619689155,"$X426888,656246
"
1602574502.1920881,0.42610813639802536,0.6534786313840601,"$X426108,653478
"
1602574502.1922,0.42565066206290914,0.6553485846860628,"$X425650,655348
"
1602574502.192259,0.42827403962653676,0.6569911133389745,"$X428274,656991
"
1602574502.192312,0.42758632813375563,0.6585061973614408,"$X427586,658506
"
1602574502.192363,0.4270854785864606,0.6557162451863365,"$X427085,655716
"
1602574502.192406,0.4235781741911383,0.6574210962189875,"$X423578,657421
"
1602574502.215256,0.4264713196347839,0.6590240928958714,"$X426471,659024
"
1602574502.233314,0.4225116880287108,0.6517529300307963,"$X422511,651752
"
1602574502.256112,0.4383583249990791,0.6759162747257106,"$X438358,675916
"
1602574502.261288,0.4394379121620055,0.6587252009941491,"$X439437,658725
"
1602574502.261348,0.44201869980540354,0.6573924862218712,"$X442018,657392
"
1602574502.261413,0.4328224592335338,0.6801625141544096,"$X432822,680162
"
1602574502.261476,0.4388769810292813,0.6589444861461942,"$X438876,658944
"
1602574502.261547,0.43494461519275107,0.657683690224056,"$X434944,657683
"
1602574502.261605,0.43493003146786713,0.659399370354046,"$X434930,659399
"
1602574502.261653,0.44073565286573235,0.6523433421426512,"$X440735,652343
"
1602574502.273045,0.4400390228777099,0.654283790610062,"$X440039,654283
"
1602574502.2907012,0.43983403078720756,0.6555351899869606,"$X439834,655535
"
1602574502.31375,0.4395498346196085,0.6524635435796532,"$X439549,652463
"
1602574502.330264,0.43934708474323153,0.6540231073707616,"$X439347,654023
"
1602574502.353128,0.4390608211694403,0.6508982118930816,"$X439060,650898
"
1602574502.353237,0.43887037398674134,0.6524004053594497,"$X438870,652400
"
1602574502.353323,0.4386496890093734,0.6535563102398,"$X438649,653556
"
1602574502.370765,0.41231054197080574,0.6342048882425217,"$O412310,634204
"
1602574502.370872,0.41021088853259907,0.6410703278214939,"$X410210,641070
"
1602574502.3709629,0.389382882735274,0.6405957843628991,"$X389382,640595
"
1602574502.382547,0.3764709177197553,0.6492318982770542,"$X376470,649231
"
1602574502.4059699,0.37387566762778557,0.6494105651539834,"$X373875,649410
"
1602574502.417454,0.362354424240371,0.6694786846948466,"$O362354,669478
"
1602574502.429075,0.3633575230170005,0.6686358211056825,"$O363357,668635
"
1602574502.452134,0.36432740392049456,0.6678272949944517,"$O364327,667827
"
1602574502.4692512,0.36412597686149756,0.6673084038959463,"$O364125,667308
"
1602574502.4693608,0.3642736401281367,0.6667327364782992,"$O364273,666732
"
1602574502.469416,0.36487168676423554,0.664315411822103,"$O364871,664315
"
1602574502.469465,0.3652048336034513,0.6636038935566557,"$O365204,663603
"
1602574502.487217,0.3634558194255903,0.6650124804113001,"$X363455,665012
"
1602574502.492501,0.366713141316644,0.6617689746583986,"$O366713,661768
"
1602574502.5078888,0.3669021650798313,0.6609858498083498,"$O366902,660985
"
1602574502.52513,0.3667998021256798,0.6582320698030921,"$O366799,658232
"
1602574502.53619,0.3672357225612383,0.659146407542309,"$O367235,659146
"
1602574502.54718,0.3808544667975279,0.6274980286635168,"$X380854,627498
"
