imu_packets,1265
IMUtimestamp,quatI,quatJ,quatK,quatReal,quatRadianAccuracy
1596429843.2487109,B1633482,0.03760,0.03735,-0.99792,0.03717,0.0171
1596429843.253224,B1633488,0.03760,0.03741,-0.99792,0.03717,0.0171
1596429843.2590091,B1633493,0.03760,0.03748,-0.99792,0.03723,0.0171
1596429843.263833,B1633498,0.03760,0.03748,-0.99786,0.03723,0.0171
1596429843.2693918,B1633503,0.03766,0.03754,-0.99786,0.03729,0.0171
1596429843.274326,B1633508,0.03766,0.03760,-0.99786,0.03729,0.0171
1596429843.278802,B1633513,0.03766,0.03766,-0.99786,0.03735,0.0171
1596429843.284205,B1633518,0.03766,0.03772,-0.99786,0.03735,0.0171
1596429843.2891788,B1633523,0.03766,0.03772,-0.99786,0.03741,0.0171
1596429843.2935731,B1633528,0.03766,0.03778,-0.99786,0.03741,0.0171
1596429843.298291,B1633533,0.03766,0.03784,-0.99786,0.03741,0.0171
1596429843.303376,B1633538,0.03766,0.03790,-0.99786,0.03748,0.0171
1596429843.308348,B1633543,0.03766,0.03796,-0.99786,0.03748,0.0171
1596429843.313376,B1633548,0.03766,0.03802,-0.99786,0.03754,0.0171
1596429843.320959,B1633553,0.03760,0.03809,-0.99786,0.03754,0.0171
1596429843.3236501,B1633558,0.03760,0.03821,-0.99786,0.03760,0.0171
1596429843.329011,B1633563,0.03760,0.03821,-0.99786,0.03760,0.0171
1596429843.334164,B1633568,0.03754,0.03827,-0.99786,0.03766,0.0171
1596429843.338805,B1633573,0.03754,0.03827,-0.99786,0.03766,0.0171
1596429843.344651,B1633578,0.03748,0.03833,-0.99786,0.03772,0.0171
1596429843.348939,B1633584,0.03748,0.03833,-0.99786,0.03772,0.0171
1596429843.357069,B1633589,0.03748,0.03833,-0.99786,0.03778,0.0171
1596429843.359756,B1633594,0.03741,0.03833,-0.99786,0.03784,0.0171
1596429843.3656142,B1633599,0.03741,0.03833,-0.99786,0.03784,0.0171
1596429843.3694751,B1633604,0.03741,0.03833,-0.99786,0.03790,0.0171
1596429843.375264,B1633609,0.03735,0.03833,-0.99786,0.03790,0.0171
1596429843.3791082,B1633614,0.03735,0.03833,-0.99786,0.03796,0.0171
1596429843.385198,B1633619,0.03735,0.03833,-0.99786,0.03796,0.0171
1596429843.3894558,B1633624,0.03729,0.03839,-0.99786,0.03802,0.0171
1596429843.394141,B1633629,0.03729,0.03839,-0.99786,0.03809,0.0171
1596429843.399731,B1633634,0.03723,0.03839,-0.99786,0.03809,0.0171
1596429843.406882,B1633639,0.03723,0.03845,-0.99786,0.03815,0.0171
1596429843.409466,B1633644,0.03723,0.03845,-0.99786,0.03815,0.0171
