eye_packets,756
norm_X,norm_Y,phi,theta,confidence,timestamp
1581992353.923601,"{'circle_3d': {'center': [0.09967953525245887, 4.3192265182531315, 75.07837575946485], 'normal': [-0.15376991087346198, 0.653981101777019, -0.740718254823306], 'radius': 2.988055848955119}, 'confidence': 0.9958061828021566, 'timestamp': 15699.529226, 'diameter_3d': 5.976111697910238, 'ellipse': {'center': [160.93568336688332, 155.21778266979487], 'axes': [34.73006690914648, 49.373216236238285], 'angle': -77.54380851492927}, 'location': [160.93568336688332, 155.21778266979487], 'diameter': 49.373216236238285, 'sphere': {'center': [1.9449184657340026, -3.5285467030710955, 83.96699481734451], 'radius': 12.0}, 'projected_sphere': {'center': [174.36099328525685, 93.94572759614614], 'axes': [177.21248726798945, 177.21248726798945], 'angle': 90.0}, 'model_confidence': 0.5862913727975538, 'model_id': 26, 'model_birth_timestamp': 15539.922697, 'theta': 2.2836313230706677, 'phi': -1.7754846444339771, 'norm_pos': [0.5029240105215104, 0.35325923887585475], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581992353.9303942,"{'circle_3d': {'center': [0.11128838253021311, 4.348385794507509, 75.10179684174577], 'normal': [-0.15280250693364913, 0.6564110414648837, -0.7387664979665625], 'radius': 2.980494082522547}, 'confidence': 0.9963697630947195, 'timestamp': 15699.537626, 'diameter_3d': 5.960988165045094, 'ellipse': {'center': [161.0297049919076, 155.44975912342548], 'axes': [34.51747725249997, 49.23299311341428], 'angle': -77.67198577809239}, 'location': [161.0297049919076, 155.44975912342548], 'diameter': 49.23299311341428, 'sphere': {'center': [1.9449184657340026, -3.5285467030710955, 83.96699481734451], 'radius': 12.0}, 'projected_sphere': {'center': [174.36099328525685, 93.94572759614614], 'axes': [177.21248726798945, 177.21248726798945], 'angle': 90.0}, 'model_confidence': 0.5867223776009567, 'model_id': 26, 'model_birth_timestamp': 15539.922697, 'theta': 2.286847835826302, 'phi': -1.7747549409095962, 'norm_pos': [0.5032178280997113, 0.35229267031906053], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581992353.937599,"{'circle_3d': {'center': [0.11012044629087892, 4.3501503879952335, 75.10360673066623], 'normal': [-0.15289983495359363, 0.6565580909221941, -0.7386156738898572], 'radius': 2.9761203291058402}, 'confidence': 0.9965940039475838, 'timestamp': 15699.546026, 'diameter_3d': 5.9522406582116805, 'ellipse': {'center': [161.01975126396, 155.46481092867745], 'axes': [34.45727663561148, 49.159513924009545], 'angle': -77.66610932184513}, 'location': [161.01975126396, 155.46481092867745], 'diameter': 49.159513924009545, 'sphere': {'center': [1.9449184657340026, -3.5285467030710955, 83.96699481734451], 'radius': 12.0}, 'projected_sphere': {'center': [174.36099328525685, 93.94572759614614], 'axes': [177.21248726798945, 177.21248726798945], 'angle': 90.0}, 'model_confidence': 0.5871336420651296, 'model_id': 26, 'model_birth_timestamp': 15539.922697, 'theta': 2.2870427738704024, 'phi': -1.7749218026067175, 'norm_pos': [0.503186722699875, 0.352229954463844], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581992353.945129,"{'circle_3d': {'center': [0.11062411083309054, 4.346400054367445, 75.10017025682191], 'normal': [-0.15285786290840933, 0.6562455631198784, -0.7389020467102169], 'radius': 2.989957781260966}, 'confidence': 0.9960571335205826, 'timestamp': 15699.554426, 'diameter_3d': 5.979915562521932, 'ellipse': {'center': [161.0250083972812, 155.4312811020606], 'axes': [34.635901541396784, 49.39048911032976], 'angle': -77.66421141428906}, 'location': [161.0250083972812, 155.4312811020606], 'diameter': 49.39048911032976, 'sphere': {'center': [1.9449184657340026, -3.5285467030710955, 83.96699481734451], 'radius': 12.0}, 'projected_sphere': {'center': [174.36099328525685, 93.94572759614614], 'axes': [177.21248726798945, 177.21248726798945], 'angle': 90.0}, 'model_confidence': 0.5872431643755394, 'model_id': 26, 'model_birth_timestamp': 15539.922697, 'theta': 2.286628506817469, 'phi': -1.7747903972986814, 'norm_pos': [0.5032031512415037, 0.3523696620747475], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581992353.961525,"{'circle_3d': {'center': [0.1018913151382923, 4.352026306581978, 75.10698240416502], 'normal': [-0.15358559588297585, 0.6567144174710895, -0.7383343677649571], 'radius': 2.979998679888586}, 'confidence': 0.9951421964199582, 'timestamp': 15699.562826, 'diameter_3d': 5.959997359777172, 'ellipse': {'center': [160.95246318320042, 155.47765734549466], 'axes': [34.48493853619642, 49.22139324638561], 'angle': -77.60909089570522}, 'location': [160.95246318320042, 155.47765734549466], 'diameter': 49.22139324638561, 'sphere': {'center': [1.9449184657340026, -3.5285467030710955, 83.96699481734451], 'radius': 12.0}, 'projected_sphere': {'center': [174.36099328525685, 93.94572759614614], 'axes': [177.21248726798945, 177.21248726798945], 'angle': 90.0}, 'model_confidence': 0.5868845588371197, 'model_id': 26, 'model_birth_timestamp': 15539.922697, 'theta': 2.287250046493342, 'phi': -1.77588786744505, 'norm_pos': [0.5029764474475014, 0.35217642772710556], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581992353.9639602,"{'circle_3d': {'center': [0.11751767992031126, 4.371421836642876, 75.12102944099712], 'normal': [-0.1522833988178076, 0.658330711642831, -0.7371637813622833], 'radius': 2.9834368595043435}, 'confidence': 0.9964224098399742, 'timestamp': 15699.571226, 'diameter_3d': 5.966873719008687, 'ellipse': {'center': [161.0804713388304, 155.62994439865372], 'axes': [34.44950583293652, 49.26914750880956], 'angle': -77.75126125873255}, 'location': [161.0804713388304, 155.62994439865372], 'diameter': 49.26914750880956, 'sphere': {'center': [1.9449184657340026, -3.5285467030710955, 83.96699481734451], 'radius': 12.0}, 'projected_sphere': {'center': [174.36099328525685, 93.94572759614614], 'axes': [177.21248726798945, 177.21248726798945], 'angle': 90.0}, 'model_confidence': 0.5870530132036644, 'model_id': 26, 'model_birth_timestamp': 15539.922697, 'theta': 2.2893952819894663, 'phi': -1.7745108661790348, 'norm_pos': [0.503376472933845, 0.3515418983389428], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581992353.969476,"{'circle_3d': {'center': [0.10839817174114419, 4.365327918715499, 75.1174786347916], 'normal': [-0.1530433578327382, 0.6578228851488829, -0.7374596818794098], 'radius': 2.99533989911588}, 'confidence': 0.9968965534570509, 'timestamp': 15699.579626, 'diameter_3d': 5.99067979823176, 'ellipse': {'center': [161.00668428207308, 155.57783482728522], 'axes': [34.60658415584424, 49.468140720992295], 'angle': -77.67611597381006}, 'location': [161.00668428207308, 155.57783482728522], 'diameter': 49.468140720992295, 'sphere': {'center': [1.9449184657340026, -3.5285467030710955, 83.96699481734451], 'radius': 12.0}, 'projected_sphere': {'center': [174.36099328525685, 93.94572759614614], 'axes': [177.21248726798945, 177.21248726798945], 'angle': 90.0}, 'model_confidence': 0.5877894315876375, 'model_id': 26, 'model_birth_timestamp': 15539.922697, 'theta': 2.2887208335174196, 'phi': -1.7754195308576994, 'norm_pos': [0.5031458883814783, 0.3517590215529782], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581992353.981775,"{'circle_3d': {'center': [0.11410464878624649, 4.3726517525853765, 75.1228338208449], 'normal': [-0.15256781807897968, 0.6584332046380393, -0.7370134163749674], 'radius': 3.0040685879095443}, 'confidence': 0.9974075423570264, 'timestamp': 15699.588026, 'diameter_3d': 6.008137175819089, 'ellipse': {'center': [161.05397493757704, 155.63305808611912], 'axes': [34.67870443894562, 49.608916309704014], 'angle': -77.72832978071953}, 'location': [161.05397493757704, 155.63305808611912], 'diameter': 49.608916309704014, 'sphere': {'center': [1.9449184657340026, -3.5285467030710955, 83.96699481734451], 'radius': 12.0}, 'projected_sphere': {'center': [174.36099328525685, 93.94572759614614], 'axes': [177.21248726798945, 177.21248726798945], 'angle': 90.0}, 'model_confidence': 0.5878257929073039, 'model_id': 26, 'model_birth_timestamp': 15539.922697, 'theta': 2.289531452010447, 'phi': -1.7749213658281289, 'norm_pos': [0.5032936716799282, 0.35152892464117036], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581992353.9894688,"{'circle_3d': {'center': [0.10541561430971158, 4.362394799672954, 75.11548243471331], 'normal': [-0.15329190428535758, 0.657578458562004, -0.737626031885933], 'radius': 3.0012821886868792}, 'confidence': 0.996841366685025, 'timestamp': 15699.596426, 'diameter_3d': 6.0025643773737585, 'ellipse': {'center': [160.98272976496543, 155.5527994192035], 'axes': [34.686147678311904, 49.56764339492925], 'angle': -77.65012779747623}, 'location': [160.98272976496543, 155.5527994192035], 'diameter': 49.56764339492925, 'sphere': {'center': [1.9449184657340026, -3.5285467030710955, 83.96699481734451], 'radius': 12.0}, 'projected_sphere': {'center': [174.36099328525685, 93.94572759614614], 'axes': [177.21248726798945, 177.21248726798945], 'angle': 90.0}, 'model_confidence': 0.5882479298636167, 'model_id': 26, 'model_birth_timestamp': 15539.922697, 'theta': 2.2883963502028855, 'phi': -1.7756976872561336, 'norm_pos': [0.5030710305155169, 0.35186333575331874], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581992353.997513,"{'circle_3d': {'center': [0.1228244061344188, 4.381196815818241, 75.12867310429513], 'normal': [-0.15184117163329866, 0.659145293240778, -0.7365268094207813], 'radius': 3.0016924089662984}, 'confidence': 0.9973171151459308, 'timestamp': 15699.604826, 'diameter_3d': 6.003384817932597, 'ellipse': {'center': [161.1251166777467, 155.7014504326207], 'axes': [34.61961829613942, 49.56586263187863], 'angle': -77.80407515561843}, 'location': [161.1251166777467, 155.7014504326207], 'diameter': 49.56586263187863, 'sphere': {'center': [1.9449184657340026, -3.5285467030710955, 83.96699481734451], 'radius': 12.0}, 'projected_sphere': {'center': [174.36099328525685, 93.94572759614614], 'axes': [177.21248726798945, 177.21248726798945], 'angle': 90.0}, 'model_confidence': 0.5884650877389985, 'model_id': 26, 'model_birth_timestamp': 15539.922697, 'theta': 2.290477966199866, 'phi': -1.7741063294326138, 'norm_pos': [0.5035159896179584, 0.351243956530747], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581992354.0059981,"{'circle_3d': {'center': [0.11176186046507675, 4.385928089137357, 75.13519853210016], 'normal': [-0.15276305043907715, 0.659539566017371, -0.7359830237703625], 'radius': 3.0242009016279447}, 'confidence': 0.997532714483888, 'timestamp': 15699.613226, 'diameter_3d': 6.0484018032558895, 'ellipse': {'center': [161.035935539502, 155.73072806479746], 'axes': [34.84537805259565, 49.93346323044496], 'angle': -77.73089227261222}, 'location': [161.035935539502, 155.73072806479746], 'diameter': 49.93346323044496, 'sphere': {'center': [1.9449184657340026, -3.5285467030710955, 83.96699481734451], 'radius': 12.0}, 'projected_sphere': {'center': [174.36099328525685, 93.94572759614614], 'axes': [177.21248726798945, 177.21248726798945], 'angle': 90.0}, 'model_confidence': 0.5889474190681754, 'model_id': 26, 'model_birth_timestamp': 15539.922697, 'theta': 2.291002374764911, 'phi': -1.7754535814638164, 'norm_pos': [0.5032372985609437, 0.35112196639667725], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
