eye_packets,743
norm_X,norm_Y,phi,theta,confidence,timestamp
1581992197.159659,"{'circle_3d': {'center': [5.494282936339377, 2.591777667946536, 71.8454781246661], 'normal': [0.267901231876083, 0.5929374843428523, -0.7593774223799697], 'radius': 2.702991974157011}, 'confidence': 0.18138157051395143, 'timestamp': 15542.778697, 'diameter_3d': 5.405983948314022, 'ellipse': {'center': [207.26342673864778, 141.98412137654324], 'axes': [33.448853051222144, 46.726719125213066], 'angle': 62.67778173575866}, 'location': [207.26342673864778, 141.98412137654324], 'diameter': 46.726719125213066, 'sphere': {'center': [2.27946815382638, -4.523472144167693, 80.95800719322574], 'radius': 12.0}, 'projected_sphere': {'center': [177.45683107044923, 85.35793275283777], 'axes': [183.79899056167852, 183.79899056167852], 'angle': 90.0}, 'model_confidence': 0.10203584592435311, 'model_id': 12, 'model_birth_timestamp': 15452.949912, 'theta': 2.205498212156125, 'phi': -1.2316375978541112, 'norm_pos': [0.6476982085582743, 0.40839949426440314], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581992197.1648278,"{'circle_3d': {'center': [5.464545744098735, 2.6212413465890227, 71.8580978596695], 'normal': [0.2654231325226961, 0.5953927908963927, -0.758325777796353], 'radius': 2.661596001130616}, 'confidence': 0.03205945521799875, 'timestamp': 15542.787097, 'diameter_3d': 5.323192002261232, 'ellipse': {'center': [207.00493171326812, 142.24529649474405], 'axes': [32.881147750314405, 46.0021777614723], 'angle': 62.98615697029257}, 'location': [207.00493171326812, 142.24529649474405], 'diameter': 46.0021777614723, 'sphere': {'center': [2.27946815382638, -4.523472144167693, 80.95800719322574], 'radius': 12.0}, 'projected_sphere': {'center': [177.45683107044923, 85.35793275283777], 'axes': [183.79899056167852, 183.79899056167852], 'angle': 90.0}, 'model_confidence': 0.10203584592435311, 'model_id': 12, 'model_birth_timestamp': 15452.949912, 'theta': 2.2085507765786105, 'phi': -1.234110804825396, 'norm_pos': [0.6468904116039629, 0.40731126460523315], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581992197.177635,"{'circle_3d': {'center': [0.20304610585926763, 3.5782793771037795, 72.35277077774641], 'normal': [-0.17303517066392604, 0.6751459601059561, -0.717103034623277], 'radius': 2.8050509934192376}, 'confidence': 0.7674398547778154, 'timestamp': 15542.795497, 'diameter_3d': 5.610101986838475, 'ellipse': {'center': [161.8569156242072, 150.23362867625707], 'axes': [32.91258652509841, 48.09617433924861], 'angle': -76.39601331457096}, 'location': [161.8569156242072, 150.23362867625707], 'diameter': 48.09617433924861, 'sphere': {'center': [2.27946815382638, -4.523472144167693, 80.95800719322574], 'radius': 12.0}, 'projected_sphere': {'center': [177.45683107044923, 85.35793275283777], 'axes': [183.79899056167852, 183.79899056167852], 'angle': 90.0}, 'model_confidence': 0.10229671631344361, 'model_id': 12, 'model_birth_timestamp': 15452.949912, 'theta': 2.311958873684939, 'phi': -1.807567781657357, 'norm_pos': [0.5058028613256476, 0.37402654718226225], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581992197.18094,"{'circle_3d': {'center': [0.1872480114090731, 3.62331381455164, 72.39924014309072], 'normal': [-0.1743516785347756, 0.6788988298932778, -0.7132305875112513], 'radius': 2.7590289339532856}, 'confidence': 0.9371994629509066, 'timestamp': 15542.803897, 'diameter_3d': 5.518057867906571, 'ellipse': {'center': [161.71671434871158, 150.61456241817257], 'axes': [32.13883130140746, 47.276281556678555], 'angle': -76.35622484661587}, 'location': [161.71671434871158, 150.61456241817257], 'diameter': 47.276281556678555, 'sphere': {'center': [2.27946815382638, -4.523472144167693, 80.95800719322574], 'radius': 12.0}, 'projected_sphere': {'center': [177.45683107044923, 85.35793275283777], 'axes': [183.79899056167852, 183.79899056167852], 'angle': 90.0}, 'model_confidence': 0.1026514929022948, 'model_id': 12, 'model_birth_timestamp': 15452.949912, 'theta': 2.3170581614994052, 'phi': -1.8105479344558086, 'norm_pos': [0.5053647323397237, 0.3724393232576143], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581992197.18907,"{'circle_3d': {'center': [0.134486238752471, 3.6148582269010205, 72.4042576437389], 'normal': [-0.17874849292282585, 0.6781941975890599, -0.712812462457237], 'radius': 2.7285851578728093}, 'confidence': 0.4097902192944105, 'timestamp': 15542.812297, 'diameter_3d': 5.457170315745619, 'ellipse': {'center': [161.26468403166848, 150.54982479088835], 'axes': [31.762063378953325, 46.7507628083564], 'angle': -75.97120203100613}, 'location': [161.26468403166848, 150.54982479088835], 'diameter': 46.7507628083564, 'sphere': {'center': [2.27946815382638, -4.523472144167693, 80.95800719322574], 'radius': 12.0}, 'projected_sphere': {'center': [177.45683107044923, 85.35793275283777], 'axes': [183.79899056167852, 183.79899056167852], 'angle': 90.0}, 'model_confidence': 0.10267760120510339, 'model_id': 12, 'model_birth_timestamp': 15452.949912, 'theta': 2.3160989003652643, 'phi': -1.816494960235392, 'norm_pos': [0.503952137598964, 0.3727090633712985], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581992197.198781,"{'circle_3d': {'center': [0.1870817083192784, 3.6335952824577173, 72.40907919258467], 'normal': [-0.1743655371255918, 0.6797556188854509, -0.7124106667200889], 'radius': 2.8299436581580886}, 'confidence': 0.8712887463483228, 'timestamp': 15542.820697, 'diameter_3d': 5.659887316316177, 'ellipse': {'center': [161.7208137531163, 150.67698723792563], 'axes': [32.915361181281774, 48.48577587039948], 'angle': -76.37147137677789}, 'location': [161.7208137531163, 150.67698723792563], 'diameter': 48.48577587039948, 'sphere': {'center': [2.27946815382638, -4.523472144167693, 80.95800719322574], 'radius': 12.0}, 'projected_sphere': {'center': [177.45683107044923, 85.35793275283777], 'axes': [183.79899056167852, 183.79899056167852], 'angle': 90.0}, 'model_confidence': 0.10258907508848836, 'model_id': 12, 'model_birth_timestamp': 15452.949912, 'theta': 2.318225710876547, 'phi': -1.810831750535382, 'norm_pos': [0.5053775429784884, 0.37217921984197655], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581992197.205678,"{'circle_3d': {'center': [0.16696707109287034, 3.639966612998741, 72.42011478154458], 'normal': [-0.17604175689445914, 0.6802865630972028, -0.7114910343067632], 'radius': 2.8301819479263504}, 'confidence': 0.9949853630962162, 'timestamp': 15542.829097, 'diameter_3d': 5.660363895852701, 'ellipse': {'center': [161.54920032711627, 150.72718501584748], 'axes': [32.862544914273506, 48.48241839341732], 'angle': -76.24025323976461}, 'location': [161.54920032711627, 150.72718501584748], 'diameter': 48.48241839341732, 'sphere': {'center': [2.27946815382638, -4.523472144167693, 80.95800719322574], 'radius': 12.0}, 'projected_sphere': {'center': [177.45683107044923, 85.35793275283777], 'axes': [183.79899056167852, 183.79899056167852], 'angle': 90.0}, 'model_confidence': 0.1033343846878143, 'model_id': 12, 'model_birth_timestamp': 15452.949912, 'theta': 2.3189498647882014, 'phi': -1.8133514366111225, 'norm_pos': [0.5048412510222383, 0.3719700624339688], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581992197.21279,"{'circle_3d': {'center': [0.1454605155436024, 3.672336343150821, 72.45655233897], 'normal': [-0.17783396985689814, 0.6829840406098762, -0.7084545711879787], 'radius': 2.8555788426284177}, 'confidence': 0.983114822461336, 'timestamp': 15542.837497, 'diameter_3d': 5.711157685256835, 'ellipse': {'center': [161.3670670480045, 150.9816492023699], 'axes': [32.9698748964452, 48.89328463661023], 'angle': -76.14164109338326}, 'location': [161.3670670480045, 150.9816492023699], 'diameter': 48.89328463661023, 'sphere': {'center': [2.27946815382638, -4.523472144167693, 80.95800719322574], 'radius': 12.0}, 'projected_sphere': {'center': [177.45683107044923, 85.35793275283777], 'axes': [183.79899056167852, 183.79899056167852], 'angle': 90.0}, 'model_confidence': 0.10360149410333364, 'model_id': 12, 'model_birth_timestamp': 15452.949912, 'theta': 2.3226365016298174, 'phi': -1.8167317097276763, 'norm_pos': [0.504272084525014, 0.37090979499012533], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581992197.225008,"{'circle_3d': {'center': [0.14366470841971202, 3.6858374666100335, 72.47004045454318], 'normal': [-0.17798362045055566, 0.6841091342314772, -0.7073305615568799], 'radius': 2.866972000559725}, 'confidence': 0.9923037530940417, 'timestamp': 15542.845897, 'diameter_3d': 5.73394400111945, 'ellipse': {'center': [161.35230500352822, 151.08807124125806], 'axes': [33.0314097922971, 49.07943512134897], 'angle': -76.15080193704344}, 'location': [161.35230500352822, 151.08807124125806], 'diameter': 49.07943512134897, 'sphere': {'center': [2.27946815382638, -4.523472144167693, 80.95800719322574], 'radius': 12.0}, 'projected_sphere': {'center': [177.45683107044923, 85.35793275283777], 'axes': [183.79899056167852, 183.79899056167852], 'angle': 90.0}, 'model_confidence': 0.10408591868892314, 'model_id': 12, 'model_birth_timestamp': 15452.949912, 'theta': 2.3241779229357222, 'phi': -1.817305900594878, 'norm_pos': [0.5042259531360257, 0.37046636982809145], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581992197.233085,"{'circle_3d': {'center': [0.14140114242905, 3.687052437888287, 72.4717856817267], 'normal': [-0.17817225094977748, 0.6842103818379982, -0.7071851259582531], 'radius': 2.7262457926683146}, 'confidence': 0.2503991815616119, 'timestamp': 15542.854297, 'diameter_3d': 5.452491585336629, 'ellipse': {'center': [161.32117848114254, 151.14043123953994], 'axes': [31.399190136830768, 46.6674788391589], 'angle': -76.13686975920535}, 'location': [161.32117848114254, 151.14043123953994], 'diameter': 46.6674788391589, 'sphere': {'center': [2.27946815382638, -4.523472144167693, 80.95800719322574], 'radius': 12.0}, 'projected_sphere': {'center': [177.45683107044923, 85.35793275283777], 'axes': [183.79899056167852, 183.79899056167852], 'angle': 90.0}, 'model_confidence': 0.10340862472141277, 'model_id': 12, 'model_birth_timestamp': 15452.949912, 'theta': 2.3243167452856843, 'phi': -1.8176053961034482, 'norm_pos': [0.5041286827535705, 0.37024820316858364], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581992197.2411149,"{'circle_3d': {'center': [0.1341234263262594, 3.7044531091628627, 72.49049622330118], 'normal': [-0.17877872729167674, 0.6856604377775463, -0.7056259141603799], 'radius': 2.8716128187346794}, 'confidence': 0.9756739616703614, 'timestamp': 15542.862697, 'diameter_3d': 5.743225637469359, 'ellipse': {'center': [161.27087416036522, 151.23750404004872], 'axes': [32.97882931617626, 49.14512636906243], 'angle': -76.11422891959113}, 'location': [161.27087416036522, 151.23750404004872], 'diameter': 49.14512636906243, 'sphere': {'center': [2.27946815382638, -4.523472144167693, 80.95800719322574], 'radius': 12.0}, 'projected_sphere': {'center': [177.45683107044923, 85.35793275283777], 'axes': [183.79899056167852, 183.79899056167852], 'angle': 90.0}, 'model_confidence': 0.10317788976458298, 'model_id': 12, 'model_birth_timestamp': 15452.949912, 'theta': 2.326306930940826, 'phi': -1.8189366262409383, 'norm_pos': [0.5039714817511414, 0.3698437331664637], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
