eye_packets,771
norm_X,norm_Y,phi,theta,confidence,timestamp
1596008020.0691001,"{'circle_3d': {'center': [12.843273680990551, 0.7338411402329967, 80.12648397209092], 'normal': [0.5450686326325681, 0.6055151232696985, -0.5798720731435032], 'radius': 6.183428064879894}, 'confidence': 0.0821026037798653, 'timestamp': 16740.010032, 'diameter_3d': 12.366856129759787, 'ellipse': {'center': [258.600974905649, 124.3992319803211], 'axes': [46.52471032462576, 96.41363924955834], 'angle': 44.67515436304136}, 'location': [258.600974905649, 124.3992319803211], 'diameter': 96.41363924955834, 'sphere': {'center': [6.302450089399736, -6.532340339003383, 87.08494884981296], 'radius': 12.0}, 'projected_sphere': {'center': [204.87019981106906, 73.4930999710773], 'axes': [170.86764356561898, 170.86764356561898], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 16726.48603, 'theta': 2.2212093098908947, 'phi': -0.8163263203547007, 'norm_pos': [0.8081280465801532, 0.4816698667486621], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596008020.076022,"{'circle_3d': {'center': [12.866522828555148, 0.856821003217715, 80.27956541214377], 'normal': [0.5470060615962842, 0.6157634451850913, -0.5671152864724325], 'radius': 6.192341215008107}, 'confidence': 0.07837733352252052, 'timestamp': 16740.018432, 'diameter_3d': 12.384682430016214, 'ellipse': {'center': [258.6220215308134, 125.35065433371018], 'axes': [45.16171366922673, 96.37238784678642], 'angle': 45.176371204108236}, 'location': [258.6220215308134, 125.35065433371018], 'diameter': 96.37238784678642, 'sphere': {'center': [6.302450089399736, -6.532340339003383, 87.08494884981296], 'radius': 12.0}, 'projected_sphere': {'center': [204.87019981106906, 73.4930999710773], 'axes': [170.86764356561898, 170.86764356561898], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 16726.48603, 'theta': 2.234150850704, 'phi': -0.803445606437389, 'norm_pos': [0.8081938172837919, 0.47770560694287423], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596008020.084915,"{'circle_3d': {'center': [12.889207255220553, 0.7364905837304203, 80.17273306504343], 'normal': [0.548896430485068, 0.6057359102278168, -0.5760179820641272], 'radius': 6.1899199508668135}, 'confidence': 0.08659208534455129, 'timestamp': 16740.026832, 'diameter_3d': 12.379839901733627, 'ellipse': {'center': [258.90156124261125, 124.42360534518312], 'axes': [46.09401806061968, 96.46068891279921], 'angle': 44.52815797815088}, 'location': [258.90156124261125, 124.42360534518312], 'diameter': 96.46068891279921, 'sphere': {'center': [6.302450089399736, -6.532340339003383, 87.08494884981296], 'radius': 12.0}, 'projected_sphere': {'center': [204.87019981106906, 73.4930999710773], 'axes': [170.86764356561898, 170.86764356561898], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 16726.48603, 'theta': 2.2214867676570536, 'phi': -0.8095033735180532, 'norm_pos': [0.8090673788831602, 0.48156831106173703], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596008020.0958562,"{'circle_3d': {'center': [12.935478632096096, 0.44369831657656533, 79.91990753607097], 'normal': [0.5527523785580303, 0.5813365546316627, -0.5970867761451665], 'radius': 6.20208177448146}, 'confidence': 0.06388374503414315, 'timestamp': 16740.035232, 'diameter_3d': 12.40416354896292, 'ellipse': {'center': [259.50370862051733, 122.15440686139206], 'axes': [48.457009764972916, 96.95060598068451], 'angle': 42.953762741012916}, 'location': [259.50370862051733, 122.15440686139206], 'diameter': 96.95060598068451, 'sphere': {'center': [6.302450089399736, -6.532340339003383, 87.08494884981296], 'radius': 12.0}, 'projected_sphere': {'center': [204.87019981106906, 73.4930999710773], 'axes': [170.86764356561898, 170.86764356561898], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 16726.48603, 'theta': 2.191166694077181, 'phi': -0.8239361164119053, 'norm_pos': [0.8109490894391167, 0.49102330474419975], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596008020.104852,"{'circle_3d': {'center': [12.92745718281924, 0.5500114504367772, 80.01744758396553], 'normal': [0.5520839244516254, 0.5901959824533468, -0.5889584388206189], 'radius': 6.2078355163796655}, 'confidence': 0.1198151740973713, 'timestamp': 16740.043632, 'diameter_3d': 12.415671032759331, 'ellipse': {'center': [259.3431030793937, 122.97622872593811], 'axes': [47.61129353600325, 96.92510970190254], 'angle': 43.499878033227624}, 'location': [259.3431030793937, 122.97622872593811], 'diameter': 96.92510970190254, 'sphere': {'center': [6.302450089399736, -6.532340339003383, 87.08494884981296], 'radius': 12.0}, 'projected_sphere': {'center': [204.87019981106906, 73.4930999710773], 'axes': [170.86764356561898, 170.86764356561898], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 16726.48603, 'theta': 2.2020979209190323, 'phi': -0.8177034369535972, 'norm_pos': [0.8104471971231053, 0.4875990469752579], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596008020.112552,"{'circle_3d': {'center': [12.84007012182488, 0.9105455802754463, 80.31272812805304], 'normal': [0.5448016693687618, 0.6202404932732356, -0.5643517268133267], 'radius': 6.205134369453724}, 'confidence': 0.11752913345719242, 'timestamp': 16740.052032, 'diameter_3d': 12.410268738907448, 'ellipse': {'center': [258.38538946253806, 125.75717799165483], 'axes': [44.98388536958691, 96.53302105130894], 'angle': 45.52051745588407}, 'location': [258.38538946253806, 125.75717799165483], 'diameter': 96.53302105130894, 'sphere': {'center': [6.302450089399736, -6.532340339003383, 87.08494884981296], 'radius': 12.0}, 'projected_sphere': {'center': [204.87019981106906, 73.4930999710773], 'axes': [170.86764356561898, 170.86764356561898], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 16726.48603, 'theta': 2.239845583469675, 'phi': -0.8030224462850162, 'norm_pos': [0.8074543420704314, 0.47601175836810483], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596008020.1213598,"{'circle_3d': {'center': [12.940815979006477, 0.776034147264177, 80.26440923155847], 'normal': [0.5531971574672284, 0.6090312071889634, -0.5683783015212073], 'radius': 6.271140704340631}, 'confidence': 0.07305872876086648, 'timestamp': 16740.060432, 'diameter_3d': 12.542281408681262, 'ellipse': {'center': [259.1807696090535, 124.70375581505196], 'axes': [45.79051949610756, 97.62215879113481], 'angle': 44.5380220404475}, 'location': [259.1807696090535, 124.70375581505196], 'diameter': 97.62215879113481, 'sphere': {'center': [6.302450089399736, -6.532340339003383, 87.08494884981296], 'radius': 12.0}, 'projected_sphere': {'center': [204.87019981106906, 73.4930999710773], 'axes': [170.86764356561898, 170.86764356561898], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 16726.48603, 'theta': 2.2256348886290165, 'phi': -0.7989328898536237, 'norm_pos': [0.8099399050282923, 0.4804010174372835], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596008020.128927,"{'circle_3d': {'center': [12.924509617830603, 0.8688441755226366, 80.34916416027171], 'normal': [0.5518382940359055, 0.6167653762105014, -0.5613153907951038], 'radius': 6.247004212873879}, 'confidence': 0.07803190489183136, 'timestamp': 16740.068832, 'diameter_3d': 12.494008425747758, 'ellipse': {'center': [258.9785770006044, 125.42928314142779], 'axes': [44.852347052551835, 97.1440778393171], 'angle': 45.032301369333865}, 'location': [258.9785770006044, 125.42928314142779], 'diameter': 97.1440778393171, 'sphere': {'center': [6.302450089399736, -6.532340339003383, 87.08494884981296], 'radius': 12.0}, 'projected_sphere': {'center': [204.87019981106906, 73.4930999710773], 'axes': [170.86764356561898, 170.86764356561898], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 16726.48603, 'theta': 2.235423080794929, 'phi': -0.7939116938469648, 'norm_pos': [0.8093080531268887, 0.47737798691071753], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596008020.1376278,"{'circle_3d': {'center': [12.95175271510567, 0.7574573881066664, 80.25518870105215], 'normal': [0.5541085521421613, 0.6074831439258376, -0.5691466790634011], 'radius': 6.2553874674292755}, 'confidence': 0.06029025235199279, 'timestamp': 16740.077232, 'diameter_3d': 12.510774934858551, 'ellipse': {'center': [259.2767935038446, 124.56808750824948], 'axes': [45.74623488986435, 97.38689679785972], 'angle': 44.41249518987047}, 'location': [259.2767935038446, 124.56808750824948], 'diameter': 97.38689679785972, 'sphere': {'center': [6.302450089399736, -6.532340339003383, 87.08494884981296], 'radius': 12.0}, 'projected_sphere': {'center': [204.87019981106906, 73.4930999710773], 'axes': [170.86764356561898, 170.86764356561898], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 16726.48603, 'theta': 2.2236845473142246, 'phi': -0.7987853510384451, 'norm_pos': [0.8102399796995143, 0.4809663020489605], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596008020.144795,"{'circle_3d': {'center': [12.956153424615783, 0.9445518685722076, 80.46495528159627], 'normal': [0.5544752779346706, 0.6230743506312992, -0.5516661306847238], 'radius': 6.261342605915925}, 'confidence': 0.13065335778533188, 'timestamp': 16740.085632, 'diameter_3d': 12.52268521183185, 'ellipse': {'center': [259.0990770678901, 126.01289140681712], 'axes': [43.85240324551142, 97.23036981671194], 'angle': 45.27841614701209}, 'location': [259.0990770678901, 126.01289140681712], 'diameter': 97.23036981671194, 'sphere': {'center': [6.302450089399736, -6.532340339003383, 87.08494884981296], 'radius': 12.0}, 'projected_sphere': {'center': [204.87019981106906, 73.4930999710773], 'axes': [170.86764356561898, 170.86764356561898], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 16726.48603, 'theta': 2.24346348301677, 'phi': -0.7828585774196891, 'norm_pos': [0.8096846158371566, 0.4749462858049287], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596008020.1550772,"{'circle_3d': {'center': [12.998930803245612, 0.9216052168865003, 80.48223412790352], 'normal': [0.5580400594871565, 0.6211621296574905, -0.5502262268257865], 'radius': 6.281322586253484}, 'confidence': 0.043467058199713624, 'timestamp': 16740.094032, 'diameter_3d': 12.562645172506969, 'ellipse': {'center': [259.40067274774196, 125.83367649648508], 'axes': [43.782360122884356, 97.5215108752308], 'angle': 45.02567730345793}, 'location': [259.40067274774196, 125.83367649648508], 'diameter': 97.5215108752308, 'sphere': {'center': [6.302450089399736, -6.532340339003383, 87.08494884981296], 'radius': 12.0}, 'projected_sphere': {'center': [204.87019981106906, 73.4930999710773], 'axes': [170.86764356561898, 170.86764356561898], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 16726.48603, 'theta': 2.2410210696323034, 'phi': -0.778347779128203, 'norm_pos': [0.8106271023366937, 0.47569301459797886], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596008020.160296,"{'circle_3d': {'center': [13.018619992469507, 0.4345421113812016, 79.98878011199231], 'normal': [0.5596808252558142, 0.5805735375320488, -0.5913473948183873], 'radius': 6.248002793031025}, 'confidence': 0.06370407663622138, 'timestamp': 16740.102432, 'diameter_3d': 12.49600558606205, 'ellipse': {'center': [260.0534587457838, 122.0776964084105], 'axes': [48.07323422656802, 97.58878698845892], 'angle': 42.62656917417565}, 'location': [260.0534587457838, 122.0776964084105], 'diameter': 97.58878698845892, 'sphere': {'center': [6.302450089399736, -6.532340339003383, 87.08494884981296], 'radius': 12.0}, 'projected_sphere': {'center': [204.87019981106906, 73.4930999710773], 'axes': [170.86764356561898, 170.86764356561898], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 16726.48603, 'theta': 2.190229252431999, 'phi': -0.8129027747665715, 'norm_pos': [0.8126670585805744, 0.4913429316316229], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596008020.169101,"{'circle_3d': {'center': [12.933089478751734, 0.8450534201309194, 80.33152878209468], 'normal': [0.5525532824459999, 0.6147828132611919, -0.5627850056431901], 'radius': 6.285227438212218}, 'confidence': 0.1291330166766206, 'timestamp': 16740.110832, 'diameter_3d': 12.570454876424437, 'ellipse': {'center': [259.05183719713085, 125.23083010201742], 'axes': [45.2817946474932, 97.76209486797275], 'angle': 44.89069583248109}, 'location': [259.05183719713085, 125.23083010201742], 'diameter': 97.76209486797275, 'sphere': {'center': [6.302450089399736, -6.532340339003383, 87.08494884981296], 'radius': 12.0}, 'projected_sphere': {'center': [204.87019981106906, 73.4930999710773], 'axes': [170.86764356561898, 170.86764356561898], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 16726.48603, 'theta': 2.2329068894249398, 'phi': -0.7945715561708661, 'norm_pos': [0.809536991241034, 0.47820487457492744], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596008020.180105,"{'circle_3d': {'center': [12.782969212698667, 1.2702379991318722, 80.67225494086804], 'normal': [0.5400432602749111, 0.6502148615112715, -0.5343911590787432], 'radius': 6.2972235624861765}, 'confidence': 0.08317286227432175, 'timestamp': 16740.119232, 'diameter_3d': 12.594447124972353, 'ellipse': {'center': [257.5769741440609, 128.48657722381802], 'axes': [42.40279938717627, 97.54157323480868], 'angle': 47.37391197752557}, 'location': [257.5769741440609, 128.48657722381802], 'diameter': 97.54157323480868, 'sphere': {'center': [6.302450089399736, -6.532340339003383, 87.08494884981296], 'radius': 12.0}, 'projected_sphere': {'center': [204.87019981106906, 73.4930999710773], 'axes': [170.86764356561898, 170.86764356561898], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 16726.48603, 'theta': 2.278663534711253, 'phi': -0.7801376756860502, 'norm_pos': [0.8049280442001903, 0.46463926156742497], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596008020.188065,"{'circle_3d': {'center': [12.892490849947048, 1.1380360861495902, 80.62455503280904], 'normal': [0.5491700633789428, 0.6391980354294146, -0.5383661514169933], 'radius': 6.3142182750836096}, 'confidence': 0.06970619277994132, 'timestamp': 16740.127632, 'diameter_3d': 12.628436550167219, 'ellipse': {'center': [258.44731685718506, 127.47541107518222], 'axes': [42.827929943093515, 97.8637696655426], 'angle': 46.39113929967821}, 'location': [258.44731685718506, 127.47541107518222], 'diameter': 97.8637696655426, 'sphere': {'center': [6.302450089399736, -6.532340339003383, 87.08494884981296], 'radius': 12.0}, 'projected_sphere': {'center': [204.87019981106906, 73.4930999710773], 'axes': [170.86764356561898, 170.86764356561898], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 16726.48603, 'theta': 2.2642513303100746, 'phi': -0.775464189317212, 'norm_pos': [0.8076478651787034, 0.46885245385340746], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596008020.195945,"{'circle_3d': {'center': [12.926326416920864, 1.1418831345012812, 80.66384641515151], 'normal': [0.551989693960094, 0.6395186227920555, -0.5350918695551209], 'radius': 6.294730277281437}, 'confidence': 0.09200087422037283, 'timestamp': 16740.136032, 'diameter_3d': 12.589460554562875, 'ellipse': {'center': [258.66821135646495, 127.51741411499347], 'axes': [42.293281940489415, 97.51379043126288], 'angle': 46.29254166966393}, 'location': [258.66821135646495, 127.51741411499347], 'diameter': 97.51379043126288, 'sphere': {'center': [6.302450089399736, -6.532340339003383, 87.08494884981296], 'radius': 12.0}, 'projected_sphere': {'center': [204.87019981106906, 73.4930999710773], 'axes': [170.86764356561898, 170.86764356561898], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 16726.48603, 'theta': 2.2646682683394186, 'phi': -0.7698552048885215, 'norm_pos': [0.808338160488953, 0.4686774411875272], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596008020.204248,"{'circle_3d': {'center': [12.845856084205689, 1.2299817266349224, 80.68727785667474], 'normal': [0.5452838329004961, 0.6468601721365255, -0.533139249428185], 'radius': 6.3374291894165005}, 'confidence': 0.10452049128837504, 'timestamp': 16740.144432, 'diameter_3d': 12.674858378833001, 'ellipse': {'center': [258.02832764946896, 128.16818800761467], 'axes': [42.462410912308194, 98.14960566101009], 'angle': 46.97170359683178}, 'location': [258.02832764946896, 128.16818800761467], 'diameter': 98.14960566101009, 'sphere': {'center': [6.302450089399736, -6.532340339003383, 87.08494884981296], 'radius': 12.0}, 'projected_sphere': {'center': [204.87019981106906, 73.4930999710773], 'axes': [170.86764356561898, 170.86764356561898], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 16726.48603, 'theta': 2.274256316783725, 'phi': -0.774137211810499, 'norm_pos': [0.8063385239045905, 0.4659658833016055], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596008020.2122471,"{'circle_3d': {'center': [13.081460611306046, 1.2198344923430735, 80.92468897476532], 'normal': [0.5649175434921926, 0.6460145692788715, -0.5133549895873036], 'radius': 6.317562510851205}, 'confidence': 0.06208674903737833, 'timestamp': 16740.152832, 'diameter_3d': 12.63512502170241, 'ellipse': {'center': [259.5740081391209, 128.1290715859292], 'axes': [39.87075422510232, 97.55915554075], 'angle': 46.12512814024314}, 'location': [259.5740081391209, 128.1290715859292], 'diameter': 97.55915554075, 'sphere': {'center': [6.302450089399736, -6.532340339003383, 87.08494884981296], 'radius': 12.0}, 'projected_sphere': {'center': [204.87019981106906, 73.4930999710773], 'axes': [170.86764356561898, 170.86764356561898], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 16726.48603, 'theta': 2.2731480081228024, 'phi': -0.7376149701584844, 'norm_pos': [0.8111687754347529, 0.46612886839196166], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596008020.220086,"{'circle_3d': {'center': [13.4636465980845, 1.0324689065049872, 81.12752275769296], 'normal': [0.5967663757237304, 0.630400770459031, -0.4964521743433336], 'radius': 6.334714199133432}, 'confidence': 0.035872940074737916, 'timestamp': 16740.161232, 'diameter_3d': 12.669428398266865, 'ellipse': {'center': [262.24288847094226, 126.73833315239811], 'axes': [37.667170877550134, 97.5854174051494], 'angle': 44.039447262099706}, 'location': [262.24288847094226, 126.73833315239811], 'diameter': 97.5854174051494, 'sphere': {'center': [6.302450089399736, -6.532340339003383, 87.08494884981296], 'radius': 12.0}, 'projected_sphere': {'center': [204.87019981106906, 73.4930999710773], 'axes': [170.86764356561898, 170.86764356561898], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 16726.48603, 'theta': 2.2528657074474285, 'phi': -0.6938939828961446, 'norm_pos': [0.8195090264716945, 0.47192361186500786], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596008020.228402,"{'circle_3d': {'center': [13.595306483487306, 1.042764640207258, 81.30290507886534], 'normal': [0.6077380328406308, 0.6312587482675533, -0.4818369809123019], 'radius': 6.34783536715512}, 'confidence': 0.03165643297406897, 'timestamp': 16740.169632, 'diameter_3d': 12.69567073431024, 'ellipse': {'center': [263.0507390985872, 126.8343297086443], 'axes': [35.995865771737506, 97.58083586547768], 'angle': 43.68741435846544}, 'location': [263.0507390985872, 126.8343297086443], 'diameter': 97.58083586547768, 'sphere': {'center': [6.302450089399736, -6.532340339003383, 87.08494884981296], 'radius': 12.0}, 'projected_sphere': {'center': [204.87019981106906, 73.4930999710773], 'axes': [170.86764356561898, 170.86764356561898], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 16726.48603, 'theta': 2.2539714613091766, 'phi': -0.6703577524421047, 'norm_pos': [0.822033559683085, 0.47152362621398203], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596008020.235899,"{'circle_3d': {'center': [13.988656814112025, 1.2223307630576254, 82.10626405522639], 'normal': [0.6405172270593573, 0.6462225918384172, -0.4148903995488808], 'radius': 6.320452564774796}, 'confidence': 0.06654761060865001, 'timestamp': 16740.178032, 'diameter_3d': 12.640905129549592, 'ellipse': {'center': [265.17060741924865, 128.28566563048454], 'axes': [28.250569154033958, 96.22006421897215], 'angle': 43.396902861760665}, 'location': [265.17060741924865, 128.28566563048454], 'diameter': 96.22006421897215, 'sphere': {'center': [6.302450089399736, -6.532340339003383, 87.08494884981296], 'radius': 12.0}, 'projected_sphere': {'center': [204.87019981106906, 73.4930999710773], 'axes': [170.86764356561898, 170.86764356561898], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 16726.48603, 'theta': 2.2734205611444187, 'phi': -0.5747867749764705, 'norm_pos': [0.828658148185152, 0.4654763932063144], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596008020.2439349,"{'circle_3d': {'center': [14.22360613709667, 1.2958675373407669, 82.61567057331487], 'normal': [0.6600963373080777, 0.6523506563620124, -0.37243985637484056], 'radius': 6.354826120033241}, 'confidence': 0.07285789503056173, 'timestamp': 16740.186432, 'diameter_3d': 12.709652240066482, 'ellipse': {'center': [266.38316833458214, 128.8789788481342], 'axes': [23.69797416896141, 96.15599807305134], 'angle': 43.124367443839645}, 'location': [266.38316833458214, 128.8789788481342], 'diameter': 96.15599807305134, 'sphere': {'center': [6.302450089399736, -6.532340339003383, 87.08494884981296], 'radius': 12.0}, 'projected_sphere': {'center': [204.87019981106906, 73.4930999710773], 'axes': [170.86764356561898, 170.86764356561898], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 16726.48603, 'theta': 2.2814781080017466, 'phi': -0.5136954333411119, 'norm_pos': [0.8324474010455691, 0.46300425479944074], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596008020.252946,"{'circle_3d': {'center': [15.567248302732947, 0.14097919526227543, 83.39302246108227], 'normal': [0.7720665177777677, 0.556109961188805, -0.3076605323942244], 'radius': 6.342880032605408}, 'confidence': 0.12193066315231735, 'timestamp': 16740.194832, 'diameter_3d': 12.685760065210816, 'ellipse': {'center': [275.4903292093089, 120.43674796218542], 'axes': [15.332981878756755, 95.07398343901949], 'angle': 34.789514279257226}, 'location': [275.4903292093089, 120.43674796218542], 'diameter': 95.07398343901949, 'sphere': {'center': [6.302450089399736, -6.532340339003383, 87.08494884981296], 'radius': 12.0}, 'projected_sphere': {'center': [204.87019981106906, 73.4930999710773], 'axes': [170.86764356561898, 170.86764356561898], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 16726.48603, 'theta': 2.1604942157726796, 'phi': -0.3792036913512373, 'norm_pos': [0.8609072787790903, 0.4981802168242274], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596008020.264406,"{'circle_3d': {'center': [15.524901021444819, 0.516780660661766, 84.04253337225232], 'normal': [0.7685375776704237, 0.5874267499720959, -0.2535346231300532], 'radius': 6.380405494746993}, 'confidence': 0.04661278800474699, 'timestamp': 16740.203232, 'diameter_3d': 12.760810989493987, 'ellipse': {'center': [274.4515259067411, 123.29798214377524], 'axes': [10.162208042016474, 94.90989967884359], 'angle': 36.746357499360215}, 'location': [274.4515259067411, 123.29798214377524], 'diameter': 94.90989967884359, 'sphere': {'center': [6.302450089399736, -6.532340339003383, 87.08494884981296], 'radius': 12.0}, 'projected_sphere': {'center': [204.87019981106906, 73.4930999710773], 'axes': [170.86764356561898, 170.86764356561898], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 16726.48603, 'theta': 2.1986717955718404, 'phi': -0.318650426987094, 'norm_pos': [0.8576610184585659, 0.48625840773426987], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596008020.2729468,"{'circle_3d': {'center': [15.578206073163381, -0.01603672812190382, 83.14818137122269], 'normal': [0.7729796653136369, 0.5430253009067899, -0.3280639565491891], 'radius': 6.3196300101321725}, 'confidence': 0.010092747336604592, 'timestamp': 16740.211632, 'diameter_3d': 12.639260020264345, 'ellipse': {'center': [275.84890527449295, 119.23845509241517], 'axes': [17.27618793895433, 94.99802219863264], 'angle': 33.987330393094034}, 'location': [275.84890527449295, 119.23845509241517], 'diameter': 94.99802219863264, 'sphere': {'center': [6.302450089399736, -6.532340339003383, 87.08494884981296], 'radius': 12.0}, 'projected_sphere': {'center': [204.87019981106906, 73.4930999710773], 'axes': [170.86764356561898, 170.86764356561898], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 16726.48603, 'theta': 2.1448320221314017, 'phi': -0.40137481471671527, 'norm_pos': [0.8620278289827905, 0.5031731037816034], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596008020.281257,"{'circle_3d': {'center': [15.674287438147243, 0.0051921351847212804, 83.42034329702051], 'normal': [0.7809864457289588, 0.5447943728490087, -0.3053837960660376], 'radius': 6.379240630380131}, 'confidence': 0.07590225215311534, 'timestamp': 16740.220032, 'diameter_3d': 12.758481260760261, 'ellipse': {'center': [276.24673769401164, 119.43237524592996], 'axes': [15.03891463285871, 95.58826585320865], 'angle': 33.95014390772987}, 'location': [276.24673769401164, 119.43237524592996], 'diameter': 95.58826585320865, 'sphere': {'center': [6.302450089399736, -6.532340339003383, 87.08494884981296], 'radius': 12.0}, 'projected_sphere': {'center': [204.87019981106906, 73.4930999710773], 'axes': [170.86764356561898, 170.86764356561898], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 16726.48603, 'theta': 2.1469402102259827, 'phi': -0.37274385780453106, 'norm_pos': [0.8632710552937863, 0.5023651031419585], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596008020.2888389,"{'circle_3d': {'center': [14.48938945231322, 1.2359013863951898, 83.00714988912911], 'normal': [0.6822449469094571, 0.6473534771165479, -0.33981658005698756], 'radius': 6.413738251064721}, 'confidence': 0.06874127595841159, 'timestamp': 16740.228432, 'diameter_3d': 12.827476502129443, 'ellipse': {'center': [267.9365044466203, 128.46165227865032], 'axes': [20.219868640164712, 96.59834215824316], 'angle': 42.203020870647826}, 'location': [267.9365044466203, 128.46165227865032], 'diameter': 96.59834215824316, 'sphere': {'center': [6.302450089399736, -6.532340339003383, 87.08494884981296], 'radius': 12.0}, 'projected_sphere': {'center': [204.87019981106906, 73.4930999710773], 'axes': [170.86764356561898, 170.86764356561898], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 16726.48603, 'theta': 2.2749033595862223, 'phi': -0.46211514709270757, 'norm_pos': [0.8373015763956884, 0.46474311550562364], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596008020.2971299,"{'circle_3d': {'center': [14.87864741753362, 1.585942384522756, 84.95367575379588], 'normal': [0.7146831106778238, 0.6765235602938451, -0.1776060913347569], 'radius': 6.398464000024069}, 'confidence': 0.037124760146311976, 'timestamp': 16740.236832, 'diameter_3d': 12.796928000048139, 'ellipse': {'center': [268.73672610658383, 131.21337109300345], 'axes': [3.717705001562203, 94.17069514835786], 'angle': 43.18996291312233}, 'location': [268.73672610658383, 131.21337109300345], 'diameter': 94.17069514835786, 'sphere': {'center': [6.302450089399736, -6.532340339003383, 87.08494884981296], 'radius': 12.0}, 'projected_sphere': {'center': [204.87019981106906, 73.4930999710773], 'axes': [170.86764356561898, 170.86764356561898], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 16726.48603, 'theta': 2.3138279395113512, 'phi': -0.24357607165086353, 'norm_pos': [0.8398022690830744, 0.453277620445819], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
