eye_packets,771
norm_X,norm_Y,phi,theta,confidence,timestamp
1596008022.5320692,"{'circle_3d': {'center': [3.89588411134925, 0.37426407409142914, 77.57141871246073], 'normal': [-0.2005471648375405, 0.575550367757901, -0.7927941781126859], 'radius': 3.439410379852597}, 'confidence': 0.9992671841803772, 'timestamp': 16742.471232, 'diameter_3d': 6.878820759705194, 'ellipse': {'center': [191.3550670778863, 122.43697534364966], 'axes': [43.966627980017456, 55.067983228560976], 'angle': -74.57113048357341}, 'location': [191.3550670778863, 122.43697534364966], 'diameter': 55.067983228560976, 'sphere': {'center': [6.302450089399736, -6.532340339003383, 87.08494884981296], 'radius': 12.0}, 'projected_sphere': {'center': [204.87019981106906, 73.4930999710773], 'axes': [170.86764356561898, 170.86764356561898], 'angle': 90.0}, 'model_confidence': 0.10865960991801593, 'model_id': 1, 'model_birth_timestamp': 16726.48603, 'theta': 2.18407332904705, 'phi': -1.8185612373337778, 'norm_pos': [0.5979845846183947, 0.48984593606812643], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596008022.540643,"{'circle_3d': {'center': [3.8784021757200113, 0.3778946039612201, 77.57849605472603], 'normal': [-0.20200399280664372, 0.5758529119137169, -0.7922043995905769], 'radius': 3.42061414082713}, 'confidence': 0.9986894515755632, 'timestamp': 16742.479632, 'diameter_3d': 6.84122828165426, 'ellipse': {'center': [191.21131282740322, 122.47201017469165], 'axes': [43.69028251389671, 54.76124181688408], 'angle': -74.42618865772164}, 'location': [191.21131282740322, 122.47201017469165], 'diameter': 54.76124181688408, 'sphere': {'center': [6.302450089399736, -6.532340339003383, 87.08494884981296], 'radius': 12.0}, 'projected_sphere': {'center': [204.87019981106906, 73.4930999710773], 'axes': [170.86764356561898, 170.86764356561898], 'angle': 90.0}, 'model_confidence': 0.13924045640407723, 'model_id': 1, 'model_birth_timestamp': 16726.48603, 'theta': 2.1844433412984916, 'phi': -1.82046567296251, 'norm_pos': [0.5975353525856351, 0.4896999576054515], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596008022.5479958,"{'circle_3d': {'center': [3.8989005576444464, 0.39175737516088827, 77.5833794798034], 'normal': [-0.20029579431294078, 0.5770081428470226, -0.7917974475007975], 'radius': 3.4248312974029553}, 'confidence': 0.9987455675826056, 'timestamp': 16742.488032, 'diameter_3d': 6.849662594805911, 'ellipse': {'center': [191.37209975883727, 122.5805799828261], 'axes': [43.71079113598954, 54.82628307312993], 'angle': -74.6309300119781}, 'location': [191.37209975883727, 122.5805799828261], 'diameter': 54.82628307312993, 'sphere': {'center': [6.302450089399736, -6.532340339003383, 87.08494884981296], 'radius': 12.0}, 'projected_sphere': {'center': [204.87019981106906, 73.4930999710773], 'axes': [170.86764356561898, 170.86764356561898], 'angle': 90.0}, 'model_confidence': 0.17113446645047325, 'model_id': 1, 'model_birth_timestamp': 16726.48603, 'theta': 2.185857080026541, 'phi': -1.8185621452673244, 'norm_pos': [0.5980378117463665, 0.4892475834048913], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596008022.556907,"{'circle_3d': {'center': [3.935204002247325, 0.4309021248807676, 77.6028920923356], 'normal': [-0.1972705072627009, 0.5802702053236792, -0.7901713964564471], 'radius': 3.4668941566676135}, 'confidence': 0.9996862220509759, 'timestamp': 16742.496432, 'diameter_3d': 6.933788313335227, 'ellipse': {'center': [191.65650980491907, 122.8774306608964], 'axes': [44.12557027060498, 55.48806532064051], 'angle': -75.01916490609169}, 'location': [191.65650980491907, 122.8774306608964], 'diameter': 55.48806532064051, 'sphere': {'center': [6.302450089399736, -6.532340339003383, 87.08494884981296], 'radius': 12.0}, 'projected_sphere': {'center': [204.87019981106906, 73.4930999710773], 'axes': [170.86764356561898, 170.86764356561898], 'angle': 90.0}, 'model_confidence': 0.18703996731006534, 'model_id': 1, 'model_birth_timestamp': 16726.48603, 'theta': 2.1898567530154205, 'phi': -1.8154505761006066, 'norm_pos': [0.5989265931403721, 0.48801070557959836], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596008022.564078,"{'circle_3d': {'center': [3.9196292247953313, 0.4251736322424655, 77.6025881697331], 'normal': [-0.1985684053837004, 0.5797928309371541, -0.790196723339989], 'radius': 3.4459201695247574}, 'confidence': 0.999130673291516, 'timestamp': 16742.504832, 'diameter_3d': 6.891840339049515, 'ellipse': {'center': [191.5307523089143, 122.83890502702606], 'axes': [43.864231360444556, 55.15169143090974], 'angle': -74.87376770844345}, 'location': [191.5307523089143, 122.83890502702606], 'diameter': 55.15169143090974, 'sphere': {'center': [6.302450089399736, -6.532340339003383, 87.08494884981296], 'radius': 12.0}, 'projected_sphere': {'center': [204.87019981106906, 73.4930999710773], 'axes': [170.86764356561898, 170.86764356561898], 'angle': 90.0}, 'model_confidence': 0.21059857221624734, 'model_id': 1, 'model_birth_timestamp': 16726.48603, 'theta': 2.189270725639044, 'phi': -1.8169885847430156, 'norm_pos': [0.5985336009653571, 0.4881712290540581], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596008022.571711,"{'circle_3d': {'center': [3.917345903090726, 0.4237195035654091, 77.60209540335218], 'normal': [-0.1987586821924175, 0.5796716535473994, -0.7902377872050649], 'radius': 3.4130270899278976}, 'confidence': 0.9981987189820357, 'timestamp': 16742.513232, 'diameter_3d': 6.826054179855795, 'ellipse': {'center': [191.50879325921957, 122.83798890124137], 'axes': [43.44833852238075, 54.625097750587564], 'angle': -74.85116405757299}, 'location': [191.50879325921957, 122.83798890124137], 'diameter': 54.625097750587564, 'sphere': {'center': [6.302450089399736, -6.532340339003383, 87.08494884981296], 'radius': 12.0}, 'projected_sphere': {'center': [204.87019981106906, 73.4930999710773], 'axes': [170.86764356561898, 170.86764356561898], 'angle': 90.0}, 'model_confidence': 0.22040339990484492, 'model_id': 1, 'model_birth_timestamp': 16726.48603, 'theta': 2.1891220065157055, 'phi': -1.8172027734346994, 'norm_pos': [0.5984649789350611, 0.48817504624482766], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596008022.579333,"{'circle_3d': {'center': [3.935715338968458, 0.4461272922280095, 77.6139638883131], 'normal': [-0.19722789586927317, 0.5815389692692827, -0.789248746791656], 'radius': 3.4510714908409854}, 'confidence': 0.9993000979850246, 'timestamp': 16742.521632, 'diameter_3d': 6.902142981681971, 'ellipse': {'center': [191.65390046351646, 123.00340027085693], 'axes': [43.85999643238248, 55.226977425207245], 'angle': -75.05148540477775}, 'location': [191.65390046351646, 123.00340027085693], 'diameter': 55.226977425207245, 'sphere': {'center': [6.302450089399736, -6.532340339003383, 87.08494884981296], 'radius': 12.0}, 'projected_sphere': {'center': [204.87019981106906, 73.4930999710773], 'axes': [170.86764356561898, 170.86764356561898], 'angle': 90.0}, 'model_confidence': 0.2536516650264886, 'model_id': 1, 'model_birth_timestamp': 16726.48603, 'theta': 2.191415485751901, 'phi': -1.8156744708670691, 'norm_pos': [0.598918438948489, 0.4874858322047628], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596008022.588296,"{'circle_3d': {'center': [3.8953124100454937, 0.45075601327298465, 77.62756794771022], 'normal': [-0.20059480661285353, 0.5819246960230307, -0.788115075175228], 'radius': 3.4300295653572057}, 'confidence': 0.9987453221373345, 'timestamp': 16742.530032, 'diameter_3d': 6.860059130714411, 'ellipse': {'center': [191.32582682416904, 123.04722425623147], 'axes': [43.52532505457309, 54.878976636773146], 'angle': -74.71201633142175}, 'location': [191.32582682416904, 123.04722425623147], 'diameter': 54.878976636773146, 'sphere': {'center': [6.302450089399736, -6.532340339003383, 87.08494884981296], 'radius': 12.0}, 'projected_sphere': {'center': [204.87019981106906, 73.4930999710773], 'axes': [170.86764356561898, 170.86764356561898], 'angle': 90.0}, 'model_confidence': 0.2629202160638555, 'model_id': 1, 'model_birth_timestamp': 16726.48603, 'theta': 2.191889712382351, 'phi': -1.820029040265019, 'norm_pos': [0.5978932088255282, 0.48730323226570216], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596008022.5960479,"{'circle_3d': {'center': [3.9163515413924115, 0.4829144497440865, 77.64605410688077], 'normal': [-0.19884154566727705, 0.5846045657289558, -0.7865745619110163], 'radius': 3.4314481832079875}, 'confidence': 0.9989759349844418, 'timestamp': 16742.538432, 'diameter_3d': 6.862896366415975, 'ellipse': {'center': [191.48471412714696, 123.30169370744943], 'axes': [43.43188495375542, 54.88981087000951], 'angle': -74.9523437482061}, 'location': [191.48471412714696, 123.30169370744943], 'diameter': 54.88981087000951, 'sphere': {'center': [6.302450089399736, -6.532340339003383, 87.08494884981296], 'radius': 12.0}, 'projected_sphere': {'center': [204.87019981106906, 73.4930999710773], 'axes': [170.86764356561898, 170.86764356561898], 'angle': 90.0}, 'model_confidence': 0.2932937698193028, 'model_id': 1, 'model_birth_timestamp': 16726.48603, 'theta': 2.195188901759534, 'phi': -1.8184031612566587, 'norm_pos': [0.5983897316473342, 0.4862429428856274], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596008022.603261,"{'circle_3d': {'center': [3.8941786754380385, 0.4698126392584623, 77.64195766768673], 'normal': [-0.20068928449680812, 0.5835127481884871, -0.7869159318438524], 'radius': 3.4300449692053885}, 'confidence': 0.9991269103035444, 'timestamp': 16742.546832, 'diameter_3d': 6.860089938410777, 'ellipse': {'center': [191.31083317666355, 123.19838706103694], 'axes': [43.44353340700457, 54.86926920974308], 'angle': -74.73805263188677}, 'location': [191.31083317666355, 123.19838706103694], 'diameter': 54.86926920974308, 'sphere': {'center': [6.302450089399736, -6.532340339003383, 87.08494884981296], 'radius': 12.0}, 'projected_sphere': {'center': [204.87019981106906, 73.4930999710773], 'axes': [170.86764356561898, 170.86764356561898], 'angle': 90.0}, 'model_confidence': 0.3224264004188404, 'model_id': 1, 'model_birth_timestamp': 16726.48603, 'theta': 2.1938438206415154, 'phi': -1.8205059988383014, 'norm_pos': [0.5978463536770736, 0.48667338724567943], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596008022.615768,"{'circle_3d': {'center': [3.8992610132171572, 0.45051464539136976, 77.62638561161287], 'normal': [-0.2002657563485482, 0.5819045820328961, -0.7882136031833403], 'radius': 3.4426728189214613}, 'confidence': 0.99917513659358, 'timestamp': 16742.555232, 'diameter_3d': 6.8853456378429225, 'ellipse': {'center': [191.35915224762402, 123.04119478805856], 'axes': [43.6917153431245, 55.08239300113646], 'angle': -74.74556684981629}, 'location': [191.35915224762402, 123.04119478805856], 'diameter': 55.08239300113646, 'sphere': {'center': [6.302450089399736, -6.532340339003383, 87.08494884981296], 'radius': 12.0}, 'projected_sphere': {'center': [204.87019981106906, 73.4930999710773], 'axes': [170.86764356561898, 170.86764356561898], 'angle': 90.0}, 'model_confidence': 0.3520151574171959, 'model_id': 1, 'model_birth_timestamp': 16726.48603, 'theta': 2.1918649795285874, 'phi': -1.8196070504105817, 'norm_pos': [0.5979973507738251, 0.487328355049756], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596008022.624903,"{'circle_3d': {'center': [3.8901402898702964, 0.44886288255073215, 77.62748814355271], 'normal': [-0.20102581662745328, 0.5817669351295096, -0.7881217255216877], 'radius': 3.4335069546129273}, 'confidence': 0.9992124983296856, 'timestamp': 16742.563632, 'diameter_3d': 6.867013909225855, 'ellipse': {'center': [191.2853684701436, 123.03111912918533], 'axes': [43.57137233837434, 54.93449959224767], 'angle': -74.6640010651818}, 'location': [191.2853684701436, 123.03111912918533], 'diameter': 54.93449959224767, 'sphere': {'center': [6.302450089399736, -6.532340339003383, 87.08494884981296], 'radius': 12.0}, 'projected_sphere': {'center': [204.87019981106906, 73.4930999710773], 'axes': [170.86764356561898, 170.86764356561898], 'angle': 90.0}, 'model_confidence': 0.3802852675913626, 'model_id': 1, 'model_birth_timestamp': 16726.48603, 'theta': 2.1916957359084273, 'phi': -1.8205405660040228, 'norm_pos': [0.5977667764691987, 0.4873703369617278], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596008022.631627,"{'circle_3d': {'center': [3.8765523094541305, 0.4112148298324252, 77.60327908238335], 'normal': [-0.20215814832880044, 0.578629597402984, -0.7901391472858001], 'radius': 3.4444017793995987}, 'confidence': 0.9993491245541288, 'timestamp': 16742.572032, 'diameter_3d': 6.888803558799197, 'ellipse': {'center': [191.18932678990066, 122.72893704514424], 'axes': [43.852596485367584, 55.12512723751748], 'angle': -74.47501194925103}, 'location': [191.18932678990066, 122.72893704514424], 'diameter': 55.12512723751748, 'sphere': {'center': [6.302450089399736, -6.532340339003383, 87.08494884981296], 'radius': 12.0}, 'projected_sphere': {'center': [204.87019981106906, 73.4930999710773], 'axes': [170.86764356561898, 170.86764356561898], 'angle': 90.0}, 'model_confidence': 0.4091169795693683, 'model_id': 1, 'model_birth_timestamp': 16726.48603, 'theta': 2.187843755720133, 'phi': -1.8212744928623674, 'norm_pos': [0.5974666462184396, 0.48862942897856565], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596008022.6405609,"{'circle_3d': {'center': [3.858568267380331, 0.4044649982136814, 77.60295679362773], 'normal': [-0.20365681850161707, 0.5780671114347554, -0.7901660046821031], 'radius': 3.4301001591495353}, 'confidence': 0.9988555175591868, 'timestamp': 16742.580432, 'diameter_3d': 6.8602003182990705, 'ellipse': {'center': [191.04530037747256, 122.68011351174891], 'axes': [43.67691649124672, 54.89556160443262], 'angle': -74.30652980936918}, 'location': [191.04530037747256, 122.68011351174891], 'diameter': 54.89556160443262, 'sphere': {'center': [6.302450089399736, -6.532340339003383, 87.08494884981296], 'radius': 12.0}, 'projected_sphere': {'center': [204.87019981106906, 73.4930999710773], 'axes': [170.86764356561898, 170.86764356561898], 'angle': 90.0}, 'model_confidence': 0.4399879093880288, 'model_id': 1, 'model_birth_timestamp': 16726.48603, 'theta': 2.1871542571277636, 'phi': -1.8230456515138558, 'norm_pos': [0.5970165636796018, 0.4888328603677129], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596008022.647844,"{'circle_3d': {'center': [3.8557132413829995, 0.36899626304599664, 77.57784456397647], 'normal': [-0.20389473733472802, 0.575111383504115, -0.7922586904863747], 'radius': 3.4316380163120734}, 'confidence': 0.9992579133749397, 'timestamp': 16742.588832, 'diameter_3d': 6.863276032624147, 'ellipse': {'center': [191.03333427444085, 122.39799299870634], 'axes': [43.84110560905657, 54.93737647275625], 'angle': -74.21177321468366}, 'location': [191.03333427444085, 122.39799299870634], 'diameter': 54.93737647275625, 'sphere': {'center': [6.302450089399736, -6.532340339003383, 87.08494884981296], 'radius': 12.0}, 'projected_sphere': {'center': [204.87019981106906, 73.4930999710773], 'axes': [170.86764356561898, 170.86764356561898], 'angle': 90.0}, 'model_confidence': 0.47092384906837204, 'model_id': 1, 'model_birth_timestamp': 16726.48603, 'theta': 2.183536621478565, 'phi': -1.8226888276636746, 'norm_pos': [0.5969791696076276, 0.49000836250539026], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596008022.6561549,"{'circle_3d': {'center': [3.8664613268066197, 0.3300208033909584, 77.5469218892788], 'normal': [-0.20299906354942635, 0.5718634285328618, -0.7948355800445124], 'radius': 3.4274894631022463}, 'confidence': 0.9992008061101345, 'timestamp': 16742.597232, 'diameter_3d': 6.854978926204493, 'ellipse': {'center': [191.13079669561645, 122.0895376884014], 'axes': [43.9621423313357, 54.89263903154707], 'angle': -74.2275723689871}, 'location': [191.13079669561645, 122.0895376884014], 'diameter': 54.89263903154707, 'sphere': {'center': [6.302450089399736, -6.532340339003383, 87.08494884981296], 'radius': 12.0}, 'projected_sphere': {'center': [204.87019981106906, 73.4930999710773], 'axes': [170.86764356561898, 170.86764356561898], 'angle': 90.0}, 'model_confidence': 0.5005890492432719, 'model_id': 1, 'model_birth_timestamp': 16726.48603, 'theta': 2.1795718958608434, 'phi': -1.8208485543439907, 'norm_pos': [0.5972837396738014, 0.4912935929649941], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596008022.663548,"{'circle_3d': {'center': [3.8703017013150465, 0.3199130466389253, 77.5386784913279], 'normal': [-0.2026790323403908, 0.5710211154701924, -0.7955225298737555], 'radius': 3.443030140867972}, 'confidence': 0.9994315441802172, 'timestamp': 16742.605632, 'diameter_3d': 6.886060281735944, 'ellipse': {'center': [191.16663544030817, 122.00416124412675], 'axes': [44.20814347428164, 55.1475708798166], 'angle': -74.24098521102009}, 'location': [191.16663544030817, 122.00416124412675], 'diameter': 55.1475708798166, 'sphere': {'center': [6.302450089399736, -6.532340339003383, 87.08494884981296], 'radius': 12.0}, 'projected_sphere': {'center': [204.87019981106906, 73.4930999710773], 'axes': [170.86764356561898, 170.86764356561898], 'angle': 90.0}, 'model_confidence': 0.5174689376454489, 'model_id': 1, 'model_birth_timestamp': 16726.48603, 'theta': 2.178545488633619, 'phi': -1.8202637738712466, 'norm_pos': [0.597395735750963, 0.49164932814947193], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596008022.6719859,"{'circle_3d': {'center': [3.8551911989338925, 0.3120161232793812, 77.53687529855436], 'normal': [-0.20393824087215362, 0.5703630385235637, -0.7956727959382167], 'radius': 3.4506070401664215}, 'confidence': 0.9996209617603506, 'timestamp': 16742.614032, 'diameter_3d': 6.901214080332843, 'ellipse': {'center': [191.04867394215165, 121.93909846550896], 'axes': [44.320028469204274, 55.26964490332077], 'angle': -74.09282748328775}, 'location': [191.04867394215165, 121.93909846550896], 'diameter': 55.26964490332077, 'sphere': {'center': [6.302450089399736, -6.532340339003383, 87.08494884981296], 'radius': 12.0}, 'projected_sphere': {'center': [204.87019981106906, 73.4930999710773], 'axes': [170.86764356561898, 170.86764356561898], 'angle': 90.0}, 'model_confidence': 0.5263446336517097, 'model_id': 1, 'model_birth_timestamp': 16726.48603, 'theta': 2.1777440934513583, 'phi': -1.8217041689741378, 'norm_pos': [0.5970271060692239, 0.4919204230603793], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596008022.6796641,"{'circle_3d': {'center': [3.85605706992476, 0.29836856471497786, 77.52688539182489], 'normal': [-0.203866084956248, 0.5692257419765301, -0.7965052881656723], 'radius': 3.4210904463587615}, 'confidence': 0.9992274034531532, 'timestamp': 16742.622432, 'diameter_3d': 6.842180892717523, 'ellipse': {'center': [191.0559090226215, 121.84005014312623], 'axes': [43.99724788309543, 54.80342660349778], 'angle': -74.07253162085615}, 'location': [191.0559090226215, 121.84005014312623], 'diameter': 54.80342660349778, 'sphere': {'center': [6.302450089399736, -6.532340339003383, 87.08494884981296], 'radius': 12.0}, 'projected_sphere': {'center': [204.87019981106906, 73.4930999710773], 'axes': [170.86764356561898, 170.86764356561898], 'angle': 90.0}, 'model_confidence': 0.5305859843818928, 'model_id': 1, 'model_birth_timestamp': 16726.48603, 'theta': 2.176360162621394, 'phi': -1.8213677582518566, 'norm_pos': [0.5970497156956922, 0.49233312440364074], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596008022.687878,"{'circle_3d': {'center': [3.840462631544823, 0.3057272105636404, 77.5361557352396], 'normal': [-0.2051656214879094, 0.5698389624639186, -0.7957327595477798], 'radius': 3.414062003096574}, 'confidence': 0.9990418894949049, 'timestamp': 16742.630832, 'diameter_3d': 6.828124006193148, 'ellipse': {'center': [190.927613835033, 121.90096779646842], 'axes': [43.85797644840857, 54.68375986120398], 'angle': -73.95091923226028}, 'location': [190.927613835033, 121.90096779646842], 'diameter': 54.68375986120398, 'sphere': {'center': [6.302450089399736, -6.532340339003383, 87.08494884981296], 'radius': 12.0}, 'projected_sphere': {'center': [204.87019981106906, 73.4930999710773], 'axes': [170.86764356561898, 170.86764356561898], 'angle': 90.0}, 'model_confidence': 0.5381079397123067, 'model_id': 1, 'model_birth_timestamp': 16726.48603, 'theta': 2.177106201199915, 'phi': -1.8231328899519788, 'norm_pos': [0.5966487932344781, 0.4920793008480483], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596008022.70092,"{'circle_3d': {'center': [3.8323471810739984, 0.3012033316897007, 77.53501311584013], 'normal': [-0.2058419090271448, 0.569461972557757, -0.7958279778310694], 'radius': 3.428129116527632}, 'confidence': 0.999095915222233, 'timestamp': 16742.639232, 'diameter_3d': 6.856258233055264, 'ellipse': {'center': [190.86560313040206, 121.86059156937259], 'axes': [44.04764129560092, 54.90969270801277], 'angle': -73.8706370058574}, 'location': [190.86560313040206, 121.86059156937259], 'diameter': 54.90969270801277, 'sphere': {'center': [6.302450089399736, -6.532340339003383, 87.08494884981296], 'radius': 12.0}, 'projected_sphere': {'center': [204.87019981106906, 73.4930999710773], 'axes': [170.86764356561898, 170.86764356561898], 'angle': 90.0}, 'model_confidence': 0.5446262542509905, 'model_id': 1, 'model_birth_timestamp': 16726.48603, 'theta': 2.1766475129797804, 'phi': -1.823900632374964, 'norm_pos': [0.5964550097825064, 0.4922475351276142], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596008022.7078772,"{'circle_3d': {'center': [3.8230610802884155, 0.3322371471882537, 77.55970837633572], 'normal': [-0.2066157507592767, 0.572048123849303, -0.7937700394564365], 'radius': 3.426592191559561}, 'confidence': 0.9992531595117911, 'timestamp': 16742.647632, 'diameter_3d': 6.853184383119122, 'ellipse': {'center': [190.78164303892947, 122.10786826062497], 'axes': [43.88898143222316, 54.867687147080574], 'angle': -73.85360959304373}, 'location': [190.78164303892947, 122.10786826062497], 'diameter': 54.867687147080574, 'sphere': {'center': [6.302450089399736, -6.532340339003383, 87.08494884981296], 'radius': 12.0}, 'projected_sphere': {'center': [204.87019981106906, 73.4930999710773], 'axes': [170.86764356561898, 170.86764356561898], 'angle': 90.0}, 'model_confidence': 0.5524559930197848, 'model_id': 1, 'model_birth_timestamp': 16726.48603, 'theta': 2.179797055945089, 'phi': -1.8254423124707417, 'norm_pos': [0.5961926344966546, 0.4912172155807293], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596008022.716334,"{'circle_3d': {'center': [3.8022378969307904, 0.3514593885344226, 77.5790433009565], 'normal': [-0.2083510160390788, 0.5736499772948171, -0.7921587957380385], 'radius': 3.4305753128084007}, 'confidence': 0.999213750976752, 'timestamp': 16742.656032, 'diameter_3d': 6.861150625616801, 'ellipse': {'center': [190.6093049827299, 122.2595266808022], 'axes': [43.834839321027815, 54.91735485291964], 'angle': -73.712516130485}, 'location': [190.6093049827299, 122.2595266808022], 'diameter': 54.91735485291964, 'sphere': {'center': [6.302450089399736, -6.532340339003383, 87.08494884981296], 'radius': 12.0}, 'projected_sphere': {'center': [204.87019981106906, 73.4930999710773], 'axes': [170.86764356561898, 170.86764356561898], 'angle': 90.0}, 'model_confidence': 0.5610549800481146, 'model_id': 1, 'model_birth_timestamp': 16726.48603, 'theta': 2.1817513447303987, 'phi': -1.8279880151698806, 'norm_pos': [0.5956540780710309, 0.49058530549665746], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596008022.723291,"{'circle_3d': {'center': [3.8069000103753385, 0.3541048589598539, 77.57973436835435], 'normal': [-0.20796250658536647, 0.5738704331636031, -0.7921012067882172], 'radius': 3.442417109570547}, 'confidence': 0.9992868721981539, 'timestamp': 16742.664432, 'diameter_3d': 6.884834219141094, 'ellipse': {'center': [190.64747005226644, 122.2766950613811], 'axes': [43.981166517440705, 55.10677232474054], 'angle': -73.75842428781772}, 'location': [190.64747005226644, 122.2766950613811], 'diameter': 55.10677232474054, 'sphere': {'center': [6.302450089399736, -6.532340339003383, 87.08494884981296], 'radius': 12.0}, 'projected_sphere': {'center': [204.87019981106906, 73.4930999710773], 'axes': [170.86764356561898, 170.86764356561898], 'angle': 90.0}, 'model_confidence': 0.5704210442389335, 'model_id': 1, 'model_birth_timestamp': 16726.48603, 'theta': 2.1820205139474593, 'phi': -1.827547104576789, 'norm_pos': [0.5957733439133326, 0.4905137705775787], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596008022.7317991,"{'circle_3d': {'center': [3.803684044599552, 0.35213429354445847, 77.57915181394274], 'normal': [-0.20823050373334867, 0.5737062193789868, -0.7921497529891843], 'radius': 3.426313901042239}, 'confidence': 0.9992637553120205, 'timestamp': 16742.672832, 'diameter_3d': 6.852627802084478, 'ellipse': {'center': [190.62015808311213, 122.2662391274689], 'axes': [43.779307925899936, 54.849071114680356], 'angle': -73.7264232465672}, 'location': [190.62015808311213, 122.2662391274689], 'diameter': 54.849071114680356, 'sphere': {'center': [6.302450089399736, -6.532340339003383, 87.08494884981296], 'radius': 12.0}, 'projected_sphere': {'center': [204.87019981106906, 73.4930999710773], 'axes': [170.86764356561898, 170.86764356561898], 'angle': 90.0}, 'model_confidence': 0.5788940041933754, 'model_id': 1, 'model_birth_timestamp': 16726.48603, 'theta': 2.181820009605386, 'phi': -1.8278485283123842, 'norm_pos': [0.5956879940097254, 0.4905573369688796], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596008022.740227,"{'circle_3d': {'center': [3.783895521745576, 0.3309312169389971, 77.56904708281576], 'normal': [-0.20987954730451336, 0.5719392963285317, -0.7929918139164343], 'radius': 3.422986509796709}, 'confidence': 0.9992502058066728, 'timestamp': 16742.681232, 'diameter_3d': 6.845973019593418, 'ellipse': {'center': [190.4671782885261, 122.09903503078255], 'axes': [43.79965946804247, 54.80190998088036], 'angle': -73.5105280375281}, 'location': [190.4671782885261, 122.09903503078255], 'diameter': 54.80190998088036, 'sphere': {'center': [6.302450089399736, -6.532340339003383, 87.08494884981296], 'radius': 12.0}, 'projected_sphere': {'center': [204.87019981106906, 73.4930999710773], 'axes': [170.86764356561898, 170.86764356561898], 'angle': 90.0}, 'model_confidence': 0.5872472682898588, 'model_id': 1, 'model_birth_timestamp': 16726.48603, 'theta': 2.179664381201002, 'phi': -1.829531804744241, 'norm_pos': [0.5952099321516441, 0.49125402070507274], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596008022.7477078,"{'circle_3d': {'center': [3.7943080934119537, 0.3310031739322987, 77.56634918644828], 'normal': [-0.20901183299898185, 0.5719452927446401, -0.793216638613723], 'radius': 3.41627981868913}, 'confidence': 0.9990705260407367, 'timestamp': 16742.689632, 'diameter_3d': 6.83255963737826, 'ellipse': {'center': [190.54986952990305, 122.10164210962459], 'axes': [43.72638306497049, 54.69672677875774], 'angle': -73.60103416204949}, 'location': [190.54986952990305, 122.10164210962459], 'diameter': 54.69672677875774, 'sphere': {'center': [6.302450089399736, -6.532340339003383, 87.08494884981296], 'radius': 12.0}, 'projected_sphere': {'center': [204.87019981106906, 73.4930999710773], 'axes': [170.86764356561898, 170.86764356561898], 'angle': 90.0}, 'model_confidence': 0.592370927402297, 'model_id': 1, 'model_birth_timestamp': 16726.48603, 'theta': 2.1796716912839167, 'phi': -1.8284390773710413, 'norm_pos': [0.595468342280947, 0.49124315787656425], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
