eye_packets,770
norm_X,norm_Y,phi,theta,confidence,timestamp
1596007372.199798,"{'circle_3d': {'center': [10.668327709959245, 1.6263587475987658, 75.57193696083198], 'normal': [0.36267273673538486, 0.5133958432860132, -0.777748798858288], 'radius': 4.430867664399092}, 'confidence': 0.1669580576672886, 'timestamp': 16092.143069, 'diameter_3d': 8.861735328798185, 'ellipse': {'center': [247.04110990641118, 132.50878522987995], 'axes': [51.869207465186484, 73.06118916585142], 'angle': 49.42369330424735}, 'location': [247.04110990641118, 132.50878522987995], 'diameter': 73.06118916585142, 'sphere': {'center': [6.316254869134625, -4.534391371833395, 84.90492254713143], 'radius': 12.0}, 'projected_sphere': {'center': [206.1230974763521, 86.88857882208048], 'axes': [175.25485629811376, 175.25485629811376], 'angle': 90.0}, 'model_confidence': 0.6988835871095445, 'model_id': 23, 'model_birth_timestamp': 15963.891869, 'theta': 2.109933612978816, 'phi': -1.1344613569185196, 'norm_pos': [0.772003468457535, 0.44788006154216686], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596007372.208611,"{'circle_3d': {'center': [10.643086757654018, 1.5415466261918622, 75.50484258722447], 'normal': [0.36056932404328285, 0.5063281665021049, -0.7833399966589136], 'radius': 4.4022936107290045}, 'confidence': 0.11154205841382421, 'timestamp': 16092.151469, 'diameter_3d': 8.804587221458009, 'ellipse': {'center': [246.91343112334945, 131.83784099232707], 'axes': [52.0595700684507, 72.6525868770053], 'angle': 49.106982037564556}, 'location': [246.91343112334945, 131.83784099232707], 'diameter': 72.6525868770053, 'sphere': {'center': [6.316254869134625, -4.534391371833395, 84.90492254713143], 'radius': 12.0}, 'projected_sphere': {'center': [206.1230974763521, 86.88857882208048], 'axes': [175.25485629811376, 175.25485629811376], 'angle': 90.0}, 'model_confidence': 0.6988835871095445, 'model_id': 23, 'model_birth_timestamp': 15963.891869, 'theta': 2.1017177842759827, 'phi': -1.1394121951018532, 'norm_pos': [0.771604472260467, 0.45067566253197056], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596007372.216403,"{'circle_3d': {'center': [10.729205189080313, 1.5422085526044604, 75.54539249311627], 'normal': [0.3677458599954739, 0.5063833270364878, -0.7799608378345971], 'radius': 4.4512763226054926}, 'confidence': 0.06538218085962726, 'timestamp': 16092.159869, 'diameter_3d': 8.902552645210985, 'ellipse': {'center': [247.55609716891698, 131.8228077877249], 'axes': [52.26493136525204, 73.42277886445746], 'angle': 48.65175211485993}, 'location': [247.55609716891698, 131.8228077877249], 'diameter': 73.42277886445746, 'sphere': {'center': [6.316254869134625, -4.534391371833395, 84.90492254713143], 'radius': 12.0}, 'projected_sphere': {'center': [206.1230974763521, 86.88857882208048], 'axes': [175.25485629811376, 175.25485629811376], 'angle': 90.0}, 'model_confidence': 0.6988835871095445, 'model_id': 23, 'model_birth_timestamp': 15963.891869, 'theta': 2.101781751521191, 'phi': -1.130213500034272, 'norm_pos': [0.7736128036528656, 0.4507383008844795], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596007372.228001,"{'circle_3d': {'center': [10.662541673240689, 1.748632398129046, 75.6510907287688], 'normal': [0.36219056700883845, 0.5235853141635365, -0.7711526515302186], 'radius': 4.416537711486536}, 'confidence': 0.08161518342824979, 'timestamp': 16092.168269, 'diameter_3d': 8.833075422973073, 'ellipse': {'center': [246.91493368679807, 133.4963915330044], 'axes': [51.106720849666495, 72.75013024607719], 'angle': 50.09470701378288}, 'location': [246.91493368679807, 133.4963915330044], 'diameter': 72.75013024607719, 'sphere': {'center': [6.316254869134625, -4.534391371833395, 84.90492254713143], 'radius': 12.0}, 'projected_sphere': {'center': [206.1230974763521, 86.88857882208048], 'axes': [175.25485629811376, 175.25485629811376], 'angle': 90.0}, 'model_confidence': 0.6988835871095445, 'model_id': 23, 'model_birth_timestamp': 15963.891869, 'theta': 2.121850109515494, 'phi': -1.13170225908645, 'norm_pos': [0.771609167771244, 0.44376503527914823], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596007372.23734,"{'circle_3d': {'center': [10.660069062656234, 1.7350743273239493, 75.64074000903075], 'normal': [0.3619845161268009, 0.5224554749297788, -0.7720152115083907], 'radius': 4.402295553665654}, 'confidence': 0.10228165141422199, 'timestamp': 16092.176669, 'diameter_3d': 8.804591107331309, 'ellipse': {'center': [246.90880151159826, 133.39304988081503], 'axes': [51.02126648107598, 72.52492860307649], 'angle': 50.03766430967884}, 'location': [246.90880151159826, 133.39304988081503], 'diameter': 72.52492860307649, 'sphere': {'center': [6.316254869134625, -4.534391371833395, 84.90492254713143], 'radius': 12.0}, 'projected_sphere': {'center': [206.1230974763521, 86.88857882208048], 'axes': [175.25485629811376, 175.25485629811376], 'angle': 90.0}, 'model_confidence': 0.6988835871095445, 'model_id': 23, 'model_birth_timestamp': 15963.891869, 'theta': 2.120524505060943, 'phi': -1.1323510420498588, 'norm_pos': [0.7715900047237445, 0.4441956254966041], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596007372.244204,"{'circle_3d': {'center': [10.718332196172689, 1.8404859371538924, 75.74071748056203], 'normal': [0.36683977725317196, 0.5312397757489405, -0.7636837555474507], 'radius': 4.463866283412952}, 'confidence': 0.10661365454805644, 'timestamp': 16092.185069, 'diameter_3d': 8.927732566825904, 'ellipse': {'center': [247.26136662593575, 134.21277130902857], 'axes': [50.93049793247708, 73.44532255396868], 'angle': 50.271477088694965}, 'location': [247.26136662593575, 134.21277130902857], 'diameter': 73.44532255396868, 'sphere': {'center': [6.316254869134625, -4.534391371833395, 84.90492254713143], 'radius': 12.0}, 'projected_sphere': {'center': [206.1230974763521, 86.88857882208048], 'axes': [175.25485629811376, 175.25485629811376], 'angle': 90.0}, 'model_confidence': 0.6975110265575402, 'model_id': 23, 'model_birth_timestamp': 15963.891869, 'theta': 2.1308595649973245, 'phi': -1.1229873708301656, 'norm_pos': [0.7726917707060492, 0.4407801195457143], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596007372.2518332,"{'circle_3d': {'center': [10.71243430292893, 2.1389987864024844, 75.95285741210004], 'normal': [0.3663482861495253, 0.5561158465196565, -0.7460054279192824], 'radius': 4.456046702150302}, 'confidence': 0.061847052298147305, 'timestamp': 16092.193469, 'diameter_3d': 8.912093404300604, 'ellipse': {'center': [246.99471713212597, 136.6005573271613], 'axes': [49.237972389073406, 73.11572923172331], 'angle': 51.78868219098898}, 'location': [246.99471713212597, 136.6005573271613], 'diameter': 73.11572923172331, 'sphere': {'center': [6.316254869134625, -4.534391371833395, 84.90492254713143], 'radius': 12.0}, 'projected_sphere': {'center': [206.1230974763521, 86.88857882208048], 'axes': [175.25485629811376, 175.25485629811376], 'angle': 90.0}, 'model_confidence': 0.6975110265575402, 'model_id': 23, 'model_birth_timestamp': 15963.891869, 'theta': 2.1605012970902315, 'phi': -1.114310211928892, 'norm_pos': [0.7718584910378936, 0.43083101113682787], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596007372.260639,"{'circle_3d': {'center': [10.73566326453474, 2.022650530626695, 75.87862591318185], 'normal': [0.36828403295000944, 0.5464201585383407, -0.7521913861624653], 'radius': 4.462049193524871}, 'confidence': 0.06660731443981432, 'timestamp': 16092.201869, 'diameter_3d': 8.924098387049742, 'ellipse': {'center': [247.2575943603573, 135.66928751397214], 'axes': [49.84932564613435, 73.28454702044536], 'angle': 51.09677340968202}, 'location': [247.2575943603573, 135.66928751397214], 'diameter': 73.28454702044536, 'sphere': {'center': [6.316254869134625, -4.534391371833395, 84.90492254713143], 'radius': 12.0}, 'projected_sphere': {'center': [206.1230974763521, 86.88857882208048], 'axes': [175.25485629811376, 175.25485629811376], 'angle': 90.0}, 'model_confidence': 0.6975110265575402, 'model_id': 23, 'model_birth_timestamp': 15963.891869, 'theta': 2.1488801943979756, 'phi': -1.115491343272821, 'norm_pos': [0.7726799823761166, 0.4347113020251161], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596007372.267638,"{'circle_3d': {'center': [11.141256488712656, 2.1384717741452306, 76.17610494071363], 'normal': [0.4020834682981695, 0.5560719288315524, -0.7274014672014842], 'radius': 4.4258943879654575}, 'confidence': 0.03692273125207348, 'timestamp': 16092.210269, 'diameter_3d': 8.851788775930915, 'ellipse': {'center': [250.21034081605947, 136.58489287906602], 'axes': [46.91960602412431, 72.40894692370263], 'angle': 49.62550295623556}, 'location': [250.21034081605947, 136.58489287906602], 'diameter': 72.40894692370263, 'sphere': {'center': [6.316254869134625, -4.534391371833395, 84.90492254713143], 'radius': 12.0}, 'projected_sphere': {'center': [206.1230974763521, 86.88857882208048], 'axes': [175.25485629811376, 175.25485629811376], 'angle': 90.0}, 'model_confidence': 0.6975110265575402, 'model_id': 23, 'model_birth_timestamp': 15963.891869, 'theta': 2.160448455484139, 'phi': -1.065831283715636, 'norm_pos': [0.7819073150501858, 0.4308962796705582], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596007372.2758908,"{'circle_3d': {'center': [10.836184156733253, 2.9146349211090357, 76.65372587500195], 'normal': [0.3766607739665522, 0.6207521910785356, -0.6875997226774565], 'radius': 4.44603024945695}, 'confidence': 0.021605360394374412, 'timestamp': 16092.218669, 'diameter_3d': 8.8920604989139, 'ellipse': {'center': [247.261109946593, 142.72453515635644], 'axes': [43.81670951259893, 72.29390367222129], 'angle': 54.70373589469977}, 'location': [247.261109946593, 142.72453515635644], 'diameter': 72.29390367222129, 'sphere': {'center': [6.316254869134625, -4.534391371833395, 84.90492254713143], 'radius': 12.0}, 'projected_sphere': {'center': [206.1230974763521, 86.88857882208048], 'axes': [175.25485629811376, 175.25485629811376], 'angle': 90.0}, 'model_confidence': 0.6975110265575402, 'model_id': 23, 'model_birth_timestamp': 15963.891869, 'theta': 2.240498085046944, 'phi': -1.0696508523566919, 'norm_pos': [0.7726909685831032, 0.40531443684851487], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596007372.2840168,"{'circle_3d': {'center': [11.02797042590452, 2.3890955523754593, 76.31044377745602], 'normal': [0.392642963064158, 0.5769572436840713, -0.7162065641396185], 'radius': 4.456369897801193}, 'confidence': 0.073913594995019, 'timestamp': 16092.227069, 'diameter_3d': 8.912739795602386, 'ellipse': {'center': [249.15251376599704, 138.56783075680912], 'axes': [46.3254719446299, 72.7830846838609], 'angle': 51.384702129618056}, 'location': [249.15251376599704, 138.56783075680912], 'diameter': 72.7830846838609, 'sphere': {'center': [6.316254869134625, -4.534391371833395, 84.90492254713143], 'radius': 12.0}, 'projected_sphere': {'center': [206.1230974763521, 86.88857882208048], 'axes': [175.25485629811376, 175.25485629811376], 'angle': 90.0}, 'model_confidence': 0.6975110265575402, 'model_id': 23, 'model_birth_timestamp': 15963.891869, 'theta': 2.185794761366168, 'phi': -1.0693162361054394, 'norm_pos': [0.7786016055187408, 0.4226340385132954], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
