imu_packets,1264
IMUtimestamp,quatI,quatJ,quatK,quatReal,quatRadianAccuracy
1596008456.912496,B1684057,0.02551,0.05780,-0.98492,0.16101,0.0199
1596008456.9160519,B1684062,0.02551,0.05786,-0.98492,0.16101,0.0199
1596008456.920811,B1684067,0.02557,0.05786,-0.98492,0.16101,0.0199
1596008456.925635,B1684072,0.02557,0.05792,-0.98492,0.16095,0.0199
1596008456.931637,B1684077,0.02563,0.05792,-0.98492,0.16095,0.0199
1596008456.9356182,B1684082,0.02563,0.05792,-0.98492,0.16095,0.0199
1596008456.941037,B1684088,0.02570,0.05798,-0.98492,0.16095,0.0199
1596008456.946591,B1684093,0.02576,0.05804,-0.98492,0.16089,0.0199
1596008456.9512398,B1684098,0.02576,0.05804,-0.98492,0.16089,0.0199
1596008456.956173,B1684103,0.02576,0.05811,-0.98492,0.16089,0.0199
1596008456.961331,B1684108,0.02582,0.05811,-0.98492,0.16089,0.0199
1596008456.966623,B1684113,0.02582,0.05811,-0.98492,0.16089,0.0199
1596008456.972245,B1684118,0.02582,0.05811,-0.98492,0.16089,0.0199
1596008456.976491,B1684123,0.02582,0.05811,-0.98492,0.16089,0.0199
1596008456.981621,B1684128,0.02588,0.05811,-0.98492,0.16089,0.0199
1596008456.988461,B1684133,0.02588,0.05817,-0.98492,0.16089,0.0199
1596008456.9916642,B1684138,0.02588,0.05811,-0.98492,0.16089,0.0199
1596008456.9971368,B1684143,0.02588,0.05811,-0.98492,0.16089,0.0199
1596008457.001596,B1684148,0.02588,0.05817,-0.98492,0.16089,0.0199
1596008457.0067022,B1684154,0.02588,0.05811,-0.98492,0.16089,0.0199
1596008457.012151,B1684159,0.02582,0.05811,-0.98492,0.16089,0.0199
1596008457.017418,B1684164,0.02582,0.05811,-0.98492,0.16095,0.0199
1596008457.0243452,B1684169,0.02582,0.05811,-0.98492,0.16095,0.0199
1596008457.028023,B1684174,0.02582,0.05804,-0.98492,0.16095,0.0199
1596008457.033495,B1684180,0.02576,0.05804,-0.98492,0.16101,0.0199
1596008457.038502,B1684185,0.02576,0.05804,-0.98492,0.16101,0.0199
1596008457.044887,B1684190,0.02576,0.05798,-0.98492,0.16101,0.0199
1596008457.0488582,B1684196,0.02576,0.05798,-0.98492,0.16107,0.0199
1596008457.054305,B1684201,0.02576,0.05792,-0.98492,0.16107,0.0199
1596008457.059677,B1684206,0.02576,0.05786,-0.98492,0.16113,0.0199
1596008457.064773,B1684211,0.02576,0.05786,-0.98492,0.16119,0.0199
1596008457.0696561,B1684217,0.02576,0.05780,-0.98486,0.16119,0.0199
1596008457.0752482,B1684222,0.02570,0.05774,-0.98486,0.16125,0.0199
1596008457.080307,B1684227,0.02570,0.05774,-0.98486,0.16125,0.0199
1596008457.085567,B1684232,0.02570,0.05768,-0.98486,0.16132,0.0199
