imu_packets,1269
IMUtimestamp,quatI,quatJ,quatK,quatReal,quatRadianAccuracy
1595915897.128005,B1323531,-0.00140,0.03668,-0.99402,0.10303,0.0203
1595915897.133706,B1323537,-0.00140,0.03674,-0.99402,0.10303,0.0203
1595915897.138647,B1323542,-0.00146,0.03680,-0.99402,0.10297,0.0203
1595915897.1437252,B1323547,-0.00146,0.03687,-0.99402,0.10291,0.0203
1595915897.148606,B1323552,-0.00146,0.03693,-0.99402,0.10284,0.0203
1595915897.153746,B1323557,-0.00153,0.03705,-0.99402,0.10272,0.0203
1595915897.1589508,B1323562,-0.00153,0.03711,-0.99402,0.10266,0.0203
1595915897.163904,B1323567,-0.00153,0.03717,-0.99402,0.10260,0.0203
1595915897.168797,B1323572,-0.00159,0.03729,-0.99402,0.10248,0.0203
1595915897.17403,B1323577,-0.00165,0.03735,-0.99402,0.10242,0.0203
1595915897.180406,B1323582,-0.00165,0.03735,-0.99402,0.10236,0.0203
1595915897.185289,B1323587,-0.00171,0.03741,-0.99408,0.10229,0.0203
1595915897.188874,B1323592,-0.00177,0.03741,-0.99408,0.10223,0.0203
1595915897.1938848,B1323597,-0.00177,0.03748,-0.99408,0.10211,0.0203
1595915897.199928,B1323602,-0.00177,0.03748,-0.99408,0.10205,0.0203
1595915897.20426,B1323607,-0.00183,0.03748,-0.99408,0.10199,0.0203
1595915897.2091038,B1323612,-0.00183,0.03754,-0.99408,0.10193,0.0203
1595915897.21565,B1323617,-0.00183,0.03754,-0.99408,0.10187,0.0203
1595915897.219127,B1323622,-0.00189,0.03754,-0.99408,0.10175,0.0203
1595915897.224443,B1323627,-0.00189,0.03754,-0.99408,0.10168,0.0203
1595915897.228907,B1323632,-0.00189,0.03754,-0.99414,0.10162,0.0203
1595915897.233857,B1323637,-0.00189,0.03754,-0.99414,0.10156,0.0203
1595915897.2387898,B1323642,-0.00189,0.03760,-0.99414,0.10150,0.0203
1595915897.2438312,B1323647,-0.00189,0.03760,-0.99414,0.10144,0.0203
1595915897.248924,B1323652,-0.00189,0.03760,-0.99414,0.10138,0.0203
1595915897.2542248,B1323658,-0.00189,0.03766,-0.99414,0.10132,0.0203
1595915897.259557,B1323663,-0.00183,0.03772,-0.99414,0.10132,0.0203
1595915897.265057,B1323668,-0.00183,0.03772,-0.99414,0.10126,0.0203
1595915897.269446,B1323673,-0.00177,0.03778,-0.99414,0.10120,0.0203
1595915897.2749429,B1323678,-0.00171,0.03784,-0.99414,0.10114,0.0203
1595915897.279943,B1323683,-0.00171,0.03784,-0.99414,0.10114,0.0203
1595915897.285588,B1323689,-0.00159,0.03790,-0.99414,0.10107,0.0202
1595915897.291896,B1323694,-0.00153,0.03790,-0.99414,0.10107,0.0203
1595915897.2984781,B1323700,-0.00146,0.03796,-0.99414,0.10101,0.0202
1595915897.3014631,B1323705,-0.00140,0.03802,-0.99414,0.10095,0.0202
1595915897.307776,B1323711,-0.00134,0.03802,-0.99414,0.10089,0.0202
1595915897.3120582,B1323716,-0.00128,0.03802,-0.99414,0.10089,0.0202
1595915897.317141,B1323721,-0.00122,0.03802,-0.99420,0.10083,0.0202
1595915897.322355,B1323726,-0.00116,0.03809,-0.99420,0.10077,0.0202
1595915897.328423,B1323731,-0.00104,0.03809,-0.99420,0.10071,0.0202
1595915897.3332071,B1323736,-0.00098,0.03802,-0.99420,0.10071,0.0202
1595915897.337876,B1323741,-0.00092,0.03802,-0.99420,0.10065,0.0202
1595915897.342552,B1323746,-0.00085,0.03802,-0.99420,0.10059,0.0202
1595915897.348504,B1323752,-0.00079,0.03802,-0.99420,0.10052,0.0202
1595915897.3531468,B1323757,-0.00073,0.03809,-0.99420,0.10046,0.0202
1595915897.358422,B1323762,-0.00067,0.03809,-0.99420,0.10034,0.0202
1595915897.363303,B1323767,-0.00055,0.03809,-0.99420,0.10028,0.0202
1595915897.368536,B1323772,-0.00049,0.03809,-0.99426,0.10022,0.0202
1595915897.3734531,B1323777,-0.00043,0.03809,-0.99426,0.10010,0.0202
1595915897.3782332,B1323782,-0.00031,0.03809,-0.99426,0.10004,0.0202
1595915897.383731,B1323787,-0.00024,0.03809,-0.99426,0.09991,0.0202
1595915897.388534,B1323792,-0.00018,0.03809,-0.99426,0.09979,0.0202
1595915897.393731,B1323797,-0.00012,0.03809,-0.99426,0.09967,0.0202
1595915897.398776,B1323802,0.00000,0.03809,-0.99432,0.09961,0.0202
1595915897.403452,B1323807,0.00006,0.03809,-0.99432,0.09949,0.0202
1595915897.408548,B1323812,0.00012,0.03809,-0.99432,0.09937,0.0202
1595915897.413722,B1323817,0.00018,0.03809,-0.99432,0.09930,0.0202
1595915897.418838,B1323822,0.00024,0.03802,-0.99432,0.09918,0.0202
1595915897.424513,B1323827,0.00031,0.03802,-0.99432,0.09912,0.0202
1595915897.4283671,B1323832,0.00037,0.03796,-0.99438,0.09900,0.0202
1595915897.435094,B1323837,0.00043,0.03790,-0.99438,0.09894,0.0202
1595915897.438671,B1323842,0.00055,0.03784,-0.99438,0.09869,0.0202
1595915897.444597,B1323847,0.00061,0.03778,-0.99438,0.09863,0.0202
1595915897.449381,B1323852,0.00067,0.03772,-0.99445,0.09851,0.0202
1595915897.454228,B1323857,0.00073,0.03766,-0.99445,0.09845,0.0202
1595915897.45882,B1323862,0.00073,0.03760,-0.99445,0.09833,0.0202
1595915897.4637172,B1323867,0.00079,0.03754,-0.99445,0.09827,0.0202
1595915897.469273,B1323872,0.00085,0.03754,-0.99445,0.09821,0.0202
1595915897.473744,B1323877,0.00085,0.03748,-0.99445,0.09808,0.0202
1595915897.479125,B1323882,0.00085,0.03748,-0.99451,0.09802,0.0202
1595915897.483943,B1323887,0.00085,0.03741,-0.99451,0.09796,0.0202
1595915897.4887638,B1323893,0.00085,0.03741,-0.99451,0.09790,0.0202
1595915897.49421,B1323897,0.00085,0.03735,-0.99451,0.09784,0.0202
1595915897.498991,B1323902,0.00085,0.03729,-0.99451,0.09778,0.0202
1595915897.503747,B1323908,0.00085,0.03723,-0.99451,0.09778,0.0202
1595915897.509213,B1323913,0.00079,0.03717,-0.99451,0.09772,0.0202
1595915897.5150878,B1323918,0.00079,0.03705,-0.99451,0.09772,0.0202
1595915897.5192919,B1323923,0.00073,0.03693,-0.99451,0.09766,0.0202
1595915897.524912,B1323928,0.00073,0.03680,-0.99457,0.09766,0.0202
1595915897.528893,B1323933,0.00061,0.03662,-0.99457,0.09760,0.0202
1595915897.534972,B1323938,0.00055,0.03638,-0.99457,0.09760,0.0202
1595915897.539241,B1323943,0.00049,0.03613,-0.99457,0.09760,0.0202
1595915897.5445492,B1323948,0.00043,0.03589,-0.99457,0.09760,0.0202
1595915897.5489469,B1323953,0.00031,0.03552,-0.99457,0.09760,0.0202
1595915897.553914,B1323958,0.00018,0.03516,-0.99463,0.09760,0.0202
1595915897.55888,B1323963,0.00012,0.03479,-0.99463,0.09760,0.0202
1595915897.564289,B1323968,-0.00006,0.03430,-0.99463,0.09760,0.0202
1595915897.569217,B1323973,-0.00018,0.03387,-0.99463,0.09760,0.0202
1595915897.574189,B1323978,-0.00031,0.03339,-0.99469,0.09766,0.0202
1595915897.578897,B1323983,-0.00043,0.03284,-0.99469,0.09766,0.0202
1595915897.583869,B1323988,-0.00061,0.03223,-0.99469,0.09766,0.0202
1595915897.58912,B1323993,-0.00073,0.03162,-0.99469,0.09766,0.0202
1595915897.594065,B1323998,-0.00092,0.03094,-0.99475,0.09766,0.0202
1595915897.5989802,B1324003,-0.00110,0.03027,-0.99475,0.09766,0.0202
1595915897.604128,B1324008,-0.00122,0.02954,-0.99475,0.09766,0.0202
1595915897.6089401,B1324013,-0.00134,0.02881,-0.99481,0.09766,0.0202
1595915897.614443,B1324018,-0.00146,0.02820,-0.99481,0.09766,0.0202
1595915897.619102,B1324023,-0.00159,0.02740,-0.99481,0.09766,0.0202
1595915897.624125,B1324028,-0.00165,0.02661,-0.99487,0.09766,0.0202
1595915897.6295638,B1324033,-0.00171,0.02582,-0.99487,0.09766,0.0202
1595915897.6342201,B1324038,-0.00171,0.02502,-0.99487,0.09766,0.0202
1595915897.6392908,B1324043,-0.00177,0.02429,-0.99493,0.09766,0.0202
1595915897.644934,B1324048,-0.00177,0.02350,-0.99493,0.09772,0.0202
1595915897.649517,B1324053,-0.00171,0.02277,-0.99493,0.09772,0.0202
1595915897.654571,B1324058,-0.00165,0.02197,-0.99500,0.09772,0.0202
1595915897.660276,B1324063,-0.00159,0.02124,-0.99500,0.09772,0.0202
1595915897.665024,B1324069,-0.00146,0.02045,-0.99500,0.09772,0.0202
1595915897.6707032,B1324074,-0.00140,0.01978,-0.99500,0.09772,0.0202
1595915897.677074,B1324080,-0.00122,0.01898,-0.99506,0.09778,0.0202
1595915897.6815932,B1324085,-0.00110,0.01831,-0.99506,0.09778,0.0202
1595915897.6869388,B1324091,-0.00092,0.01758,-0.99506,0.09778,0.0202
1595915897.691967,B1324096,-0.00079,0.01691,-0.99506,0.09778,0.0202
1595915897.697868,B1324101,-0.00055,0.01624,-0.99506,0.09784,0.0202
1595915897.702267,B1324106,-0.00037,0.01556,-0.99506,0.09784,0.0202
