eye_packets,775
norm_X,norm_Y,phi,theta,confidence,timestamp
1603857070.478636,"{'circle_3d': {'center': [-0.1440537844339964, 2.5791615403606905, 28.096942474065198], 'normal': [-0.12483683514385872, 0.46232130055772414, -0.877880845924935], 'radius': 1.71602362459817}, 'confidence': 0.9993719263267704, 'timestamp': 182260.060362, 'diameter_3d': 3.43204724919634, 'ellipse': {'center': [158.39837683995347, 150.6463154993658], 'axes': [34.609832780760826, 41.45231708897704], 'angle': -76.32599335618349}, 'location': [158.39837683995347, 150.6463154993658], 'diameter': 41.45231708897704, 'sphere': {'center': [1.3539882372923082, -2.9686940663319987, 38.63151262516442], 'radius': 12.0}, 'projected_sphere': {'center': [171.88728448914924, 93.93647156173988], 'axes': [210.70702084540378, 210.70702084540378], 'angle': 90.0}, 'model_confidence': 0.8955689755281493, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.0514076170220674, 'phi': -1.712051754988034, 'norm_pos': [0.4949949276248546, 0.3723070187526425], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857070.4905338,"{'circle_3d': {'center': [-0.12317764837045386, 2.5728983782329022, 28.09069984224415], 'normal': [-0.1230971571385635, 0.4617993703804084, -0.8784010652433558], 'radius': 1.6950120502358257}, 'confidence': 0.9977763810540097, 'timestamp': 182260.068762, 'diameter_3d': 3.3900241004716514, 'ellipse': {'center': [158.64516842579405, 150.58938144079576], 'axes': [34.223863413847994, 40.95359618471525], 'angle': -76.54377038861927}, 'location': [158.64516842579405, 150.58938144079576], 'diameter': 40.95359618471525, 'sphere': {'center': [1.3539882372923082, -2.9686940663319987, 38.63151262516442], 'radius': 12.0}, 'projected_sphere': {'center': [171.88728448914924, 93.93647156173988], 'axes': [210.70702084540378, 210.70702084540378], 'angle': 90.0}, 'model_confidence': 0.8950587528270715, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.0508190946350453, 'phi': -1.7100273769414527, 'norm_pos': [0.4957661513306064, 0.3725442439966843], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857070.4983318,"{'circle_3d': {'center': [-0.14145099906473058, 2.5704065950577997, 28.0919668402003], 'normal': [-0.12461993636308656, 0.4615917217824832, -0.8782954820803434], 'radius': 1.6940239115708435}, 'confidence': 0.9992669548175543, 'timestamp': 182260.077162, 'diameter_3d': 3.388047823141687, 'ellipse': {'center': [158.4258992419913, 150.5587735472245], 'axes': [34.197158351373204, 40.92765069037566], 'angle': -76.3325963061494}, 'location': [158.4258992419913, 150.5587735472245], 'diameter': 40.92765069037566, 'sphere': {'center': [1.3539882372923082, -2.9686940663319987, 38.63151262516442], 'radius': 12.0}, 'projected_sphere': {'center': [171.88728448914924, 93.93647156173988], 'axes': [210.70702084540378, 210.70702084540378], 'angle': 90.0}, 'model_confidence': 0.8954151417463918, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.0505850026434977, 'phi': -1.7117438800921803, 'norm_pos': [0.49508093513122275, 0.3726717768865646], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857070.506645,"{'circle_3d': {'center': [-0.1443580320881237, 2.5571657962454317, 28.085431303830436], 'normal': [-0.12486218911503599, 0.46048832188145256, -0.8788401101111651], 'radius': 1.7045615086371595}, 'confidence': 0.9996924876214214, 'timestamp': 182260.085562, 'diameter_3d': 3.409123017274319, 'ellipse': {'center': [158.39245569470657, 150.40060766892714], 'axes': [34.45274250843103, 41.19190300111983], 'angle': -76.26596867359108}, 'location': [158.39245569470657, 150.40060766892714], 'diameter': 41.19190300111983, 'sphere': {'center': [1.3539882372923082, -2.9686940663319987, 38.63151262516442], 'radius': 12.0}, 'projected_sphere': {'center': [171.88728448914924, 93.93647156173988], 'axes': [210.70702084540378, 210.70702084540378], 'angle': 90.0}, 'model_confidence': 0.8955642822835008, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.04934156595719, 'phi': -1.7119278911761664, 'norm_pos': [0.49497642404595804, 0.3733308013794703], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857070.514768,"{'circle_3d': {'center': [-0.14656048932211774, 2.5954127087519536, 28.105873959766452], 'normal': [-0.12504572721786883, 0.4636755645903294, -0.8771365554498305], 'radius': 1.7479967487380674}, 'confidence': 0.9991200421537467, 'timestamp': 182260.093962, 'diameter_3d': 3.495993497476135, 'ellipse': {'center': [158.37384133349457, 150.8137227457029], 'axes': [35.19683608664073, 42.212032836668754], 'angle': -76.33966283558819}, 'location': [158.37384133349457, 150.8137227457029], 'diameter': 42.212032836668754, 'sphere': {'center': [1.3539882372923082, -2.9686940663319987, 38.63151262516442], 'radius': 12.0}, 'projected_sphere': {'center': [171.88728448914924, 93.93647156173988], 'axes': [210.70702084540378, 210.70702084540378], 'angle': 90.0}, 'model_confidence': 0.8955104631122479, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.0529355127412034, 'phi': -1.712403442946468, 'norm_pos': [0.4949182541671705, 0.3716094885595712], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857070.521934,"{'circle_3d': {'center': [-0.14447156510514647, 2.5839562795780555, 28.09952836973259], 'normal': [-0.1248716501997879, 0.4627208621591712, -0.8776653546193192], 'radius': 1.7384651603505772}, 'confidence': 0.9838429218652237, 'timestamp': 182260.102362, 'diameter_3d': 3.4769303207011544, 'ellipse': {'center': [158.39708361494388, 150.68834308372038], 'axes': [35.046223712995605, 41.991059782289085], 'angle': -76.33369250360037}, 'location': [158.39708361494388, 150.68834308372038], 'diameter': 41.991059782289085, 'sphere': {'center': [1.3539882372923082, -2.9686940663319987, 38.63151262516442], 'radius': 12.0}, 'projected_sphere': {'center': [171.88728448914924, 93.93647156173988], 'axes': [210.70702084540378, 210.70702084540378], 'angle': 90.0}, 'model_confidence': 0.8955697259103834, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.0518582800880334, 'phi': -1.712124858423177, 'norm_pos': [0.49499088629669963, 0.3721319038178318], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857070.530466,"{'circle_3d': {'center': [-0.1241246092106183, 2.568809434511361, 28.088683906497376], 'normal': [-0.12317607054191054, 0.46145862507027996, -0.8785690598889202], 'radius': 1.6846385336466612}, 'confidence': 0.9988181325231741, 'timestamp': 182260.110762, 'diameter_3d': 3.3692770672933223, 'ellipse': {'center': [158.63213106660987, 150.54817709000997], 'axes': [34.02703083618995, 40.70563245458689], 'angle': -76.52277945174319}, 'location': [158.63213106660987, 150.54817709000997], 'diameter': 40.70563245458689, 'sphere': {'center': [1.3539882372923082, -2.9686940663319987, 38.63151262516442], 'radius': 12.0}, 'projected_sphere': {'center': [171.88728448914924, 93.93647156173988], 'axes': [210.70702084540378, 210.70702084540378], 'angle': 90.0}, 'model_confidence': 0.8951532453688849, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.0504349714805374, 'phi': -1.71008918662423, 'norm_pos': [0.49572540958315586, 0.3727159287916251], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857070.5397918,"{'circle_3d': {'center': [-0.13324536858372982, 2.55397223794256, 28.08218595977087], 'normal': [-0.12393613382300317, 0.46022219202287984, -0.8791105554494623], 'radius': 1.7043577676896708}, 'confidence': 0.9999715673047043, 'timestamp': 182260.119162, 'diameter_3d': 3.4087155353793417, 'ellipse': {'center': [158.52560616449594, 150.36566412990268], 'axes': [34.468755363722536, 41.19182237111496], 'angle': -76.38263976509629}, 'location': [158.52560616449594, 150.36566412990268], 'diameter': 41.19182237111496, 'sphere': {'center': [1.3539882372923082, -2.9686940663319987, 38.63151262516442], 'radius': 12.0}, 'projected_sphere': {'center': [171.88728448914924, 93.93647156173988], 'axes': [210.70702084540378, 210.70702084540378], 'angle': 90.0}, 'model_confidence': 0.8955603954326152, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.049041780630824, 'phi': -1.7108523270034481, 'norm_pos': [0.4953925192640498, 0.3734763994587388], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857070.546955,"{'circle_3d': {'center': [-0.14800642844117506, 2.5819216660158917, 28.0989594201756], 'normal': [-0.12516622214445694, 0.4625513110289909, -0.8777127670824016], 'radius': 1.6899251011214884}, 'confidence': 0.9738275256057763, 'timestamp': 182260.127562, 'diameter_3d': 3.379850202242977, 'ellipse': {'center': [158.3469133783439, 150.6920910027539], 'axes': [34.06995827503706, 40.8184041687808], 'angle': -76.28877151430653}, 'location': [158.3469133783439, 150.6920910027539], 'diameter': 40.8184041687808, 'sphere': {'center': [1.3539882372923082, -2.9686940663319987, 38.63151262516442], 'radius': 12.0}, 'projected_sphere': {'center': [171.88728448914924, 93.93647156173988], 'axes': [210.70702084540378, 210.70702084540378], 'angle': 90.0}, 'model_confidence': 0.8960873565204475, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.051667031472899, 'phi': -1.7124462648588819, 'norm_pos': [0.4948341043073247, 0.37211628748852543], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857070.554059,"{'circle_3d': {'center': [-0.15291914089807923, 2.5767257447063443, 28.096924390548942], 'normal': [-0.12557561484919896, 0.46211831758652855, -0.877882352884623], 'radius': 1.7326199535958111}, 'confidence': 0.9993512037129824, 'timestamp': 182260.135962, 'diameter_3d': 3.4652399071916222, 'ellipse': {'center': [158.29477492377254, 150.60765632715382], 'axes': [34.94595433445855, 41.853484462064976], 'angle': -76.22071059588608}, 'location': [158.29477492377254, 150.60765632715382], 'diameter': 41.853484462064976, 'sphere': {'center': [1.3539882372923082, -2.9686940663319987, 38.63151262516442], 'radius': 12.0}, 'projected_sphere': {'center': [171.88728448914924, 93.93647156173988], 'axes': [210.70702084540378, 210.70702084540378], 'angle': 90.0}, 'model_confidence': 0.8961446449142763, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.051178714343383, 'phi': -1.712876286261416, 'norm_pos': [0.4946711716367892, 0.37246809863685904], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857070.56256,"{'circle_3d': {'center': [-0.15403653457531807, 2.5415738450126106, 28.07865477372723], 'normal': [-0.12566873098896886, 0.45918899261205076, -0.879404820953099], 'radius': 1.7262174984894298}, 'confidence': 0.9877085409918882, 'timestamp': 182260.144362, 'diameter_3d': 3.4524349969788597, 'ellipse': {'center': [158.2795749848374, 150.20806236868765], 'axes': [34.936373269148866, 41.72552689251877], 'angle': -76.11668913052962}, 'location': [158.2795749848374, 150.20806236868765], 'diameter': 41.72552689251877, 'sphere': {'center': [1.3539882372923082, -2.9686940663319987, 38.63151262516442], 'radius': 12.0}, 'projected_sphere': {'center': [171.88728448914924, 93.93647156173988], 'axes': [210.70702084540378, 210.70702084540378], 'angle': 90.0}, 'model_confidence': 0.8960810126255936, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.0478783611758384, 'phi': -1.7127373670490682, 'norm_pos': [0.4946236718276169, 0.3741330734638014], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
