eye_packets,775
norm_X,norm_Y,phi,theta,confidence,timestamp
1603857129.875556,"{'circle_3d': {'center': [0.03588260675676991, 3.51438677091809, 33.75565171857511], 'normal': [-0.131004551792607, 0.4955588511147765, -0.8586380101599398], 'radius': 2.0057659196713287}, 'confidence': 0.9999542695300987, 'timestamp': 182319.456762, 'diameter_3d': 4.011531839342657, 'ellipse': {'center': [160.49569628175254, 154.8339746631077], 'axes': [32.55541880368803, 40.33666399049896], 'angle': -77.0735754419471}, 'location': [160.49569628175254, 154.8339746631077], 'diameter': 40.33666399049896, 'sphere': {'center': [1.607937228268054, -2.4323194424592285, 44.059307840494384], 'radius': 12.0}, 'projected_sphere': {'center': [172.37772696720222, 101.27626786264142], 'axes': [184.7494056299878, 184.7494056299878], 'angle': 90.0}, 'model_confidence': 0.9079572993654028, 'model_id': 37, 'model_birth_timestamp': 182270.820762, 'theta': 2.089274452356852, 'phi': -1.7222012169619516, 'norm_pos': [0.5015490508804767, 0.3548584389037178], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857131.146728,"{'circle_3d': {'center': [0.35889544232444504, 3.261151668956105, 33.57006185613279], 'normal': [-0.10408681549530074, 0.4744559259512778, -0.8741038320301329], 'radius': 1.8450617022375753}, 'confidence': 0.9993919651621599, 'timestamp': 182320.725162, 'diameter_3d': 3.6901234044751505, 'ellipse': {'center': [163.72184661035882, 152.54624258415186], 'axes': [30.922034472360895, 37.30897103955916], 'angle': -79.93279742572201}, 'location': [163.72184661035882, 152.54624258415186], 'diameter': 37.30897103955916, 'sphere': {'center': [1.607937228268054, -2.4323194424592285, 44.059307840494384], 'radius': 12.0}, 'projected_sphere': {'center': [172.37772696720222, 101.27626786264142], 'axes': [184.7494056299878, 184.7494056299878], 'angle': 90.0}, 'model_confidence': 0.8619838774807098, 'model_id': 37, 'model_birth_timestamp': 182270.820762, 'theta': 2.065142185663371, 'phi': -1.689316557401926, 'norm_pos': [0.5116307706573713, 0.36439065589936726], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857131.154001,"{'circle_3d': {'center': [0.25315273176581554, 3.242507761301295, 33.57308377386789], 'normal': [-0.1128987080418532, 0.4729022669800436, -0.8738520055522079], 'radius': 1.8777123468224945}, 'confidence': 0.9996424416456962, 'timestamp': 182320.733562, 'diameter_3d': 3.755424693644989, 'ellipse': {'center': [162.6640503513679, 152.34212434342612], 'axes': [31.46468514649249, 37.964999136027345], 'angle': -78.77010274433091}, 'location': [162.6640503513679, 152.34212434342612], 'diameter': 37.964999136027345, 'sphere': {'center': [1.607937228268054, -2.4323194424592285, 44.059307840494384], 'radius': 12.0}, 'projected_sphere': {'center': [172.37772696720222, 101.27626786264142], 'axes': [184.7494056299878, 184.7494056299878], 'angle': 90.0}, 'model_confidence': 0.862506068424751, 'model_id': 37, 'model_birth_timestamp': 182270.820762, 'theta': 2.0633780619768243, 'phi': -1.6992812016945769, 'norm_pos': [0.5083251573480247, 0.36524114856905787], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857131.162835,"{'circle_3d': {'center': [0.1576840042847536, 3.260345044291993, 33.595544816246964], 'normal': [-0.12085443533194169, 0.47438870722926846, -0.8719802520206184], 'radius': 1.9269270490110495}, 'confidence': 0.9991948198834005, 'timestamp': 182320.741962, 'diameter_3d': 3.853854098022099, 'ellipse': {'center': [161.7108308890913, 152.47886757832856], 'axes': [32.172135111441094, 38.93389838056907], 'angle': -77.79316174848339}, 'location': [161.7108308890913, 152.47886757832856], 'diameter': 38.93389838056907, 'sphere': {'center': [1.607937228268054, -2.4323194424592285, 44.059307840494384], 'radius': 12.0}, 'projected_sphere': {'center': [172.37772696720222, 101.27626786264142], 'axes': [184.7494056299878, 184.7494056299878], 'angle': 90.0}, 'model_confidence': 0.862433605778723, 'model_id': 37, 'model_birth_timestamp': 182270.820762, 'theta': 2.065065826555557, 'phi': -1.708516636198705, 'norm_pos': [0.5053463465284104, 0.3646713850902976], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857131.17029,"{'circle_3d': {'center': [0.0663485653803444, 3.279601665665711, 33.61912289725642], 'normal': [-0.12846572190730912, 0.4759934256770783, -0.8700154119364976], 'radius': 1.8862945022016233}, 'confidence': 0.999151494036316, 'timestamp': 182320.750362, 'diameter_3d': 3.7725890044032466, 'ellipse': {'center': [160.78929166103777, 152.6688292832689], 'axes': [31.369855559682076, 38.084791811066125], 'angle': -76.87587848345625}, 'location': [160.78929166103777, 152.6688292832689], 'diameter': 38.084791811066125, 'sphere': {'center': [1.607937228268054, -2.4323194424592285, 44.059307840494384], 'radius': 12.0}, 'projected_sphere': {'center': [172.37772696720222, 101.27626786264142], 'axes': [184.7494056299878, 184.7494056299878], 'angle': 90.0}, 'model_confidence': 0.8622591348710684, 'model_id': 37, 'model_birth_timestamp': 182270.820762, 'theta': 2.066889613958589, 'phi': -1.7173961360304644, 'norm_pos': [0.502466536440743, 0.36387987798637955], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857131.178331,"{'circle_3d': {'center': [-0.0647409783389381, 3.2876251319561542, 33.643724242694496], 'normal': [-0.13938985055058267, 0.4766620478679486, -0.8679652998166573], 'radius': 1.9099886107636213}, 'confidence': 0.9985553821330799, 'timestamp': 182320.758762, 'diameter_3d': 3.8199772215272425, 'ellipse': {'center': [159.47917972092702, 152.71644525985502], 'axes': [31.638036922379673, 38.53421947041148], 'angle': -75.53526671591452}, 'location': [159.47917972092702, 152.71644525985502], 'diameter': 38.53421947041148, 'sphere': {'center': [1.607937228268054, -2.4323194424592285, 44.059307840494384], 'radius': 12.0}, 'projected_sphere': {'center': [172.37772696720222, 101.27626786264142], 'axes': [184.7494056299878, 184.7494056299878], 'angle': 90.0}, 'model_confidence': 0.8617699742071938, 'model_id': 37, 'model_birth_timestamp': 182270.820762, 'theta': 2.067650044638741, 'phi': -1.7300305188203635, 'norm_pos': [0.49837243662789693, 0.36368147808393736], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857131.185976,"{'circle_3d': {'center': [-0.11721607719853999, 3.2900299945200833, 33.6536092578071], 'normal': [-0.1437627754555495, 0.4768624530816093, -0.867141548557274], 'radius': 1.9211610956442562}, 'confidence': 0.9999877110265921, 'timestamp': 182320.767162, 'diameter_3d': 3.8423221912885124, 'ellipse': {'center': [158.9556302592855, 152.7266013480538], 'axes': [31.772134034370694, 38.7479898724598], 'angle': -75.00210830211661}, 'location': [158.9556302592855, 152.7266013480538], 'diameter': 38.7479898724598, 'sphere': {'center': [1.607937228268054, -2.4323194424592285, 44.059307840494384], 'radius': 12.0}, 'projected_sphere': {'center': [172.37772696720222, 101.27626786264142], 'axes': [184.7494056299878, 184.7494056299878], 'angle': 90.0}, 'model_confidence': 0.8631072026696218, 'model_id': 37, 'model_birth_timestamp': 182270.820762, 'theta': 2.0678780285457017, 'phi': -1.7350912121898792, 'norm_pos': [0.49673634456026716, 0.3636391610497758], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857131.194278,"{'circle_3d': {'center': [-0.26778053684519576, 3.290269867365464, 33.67982546145839], 'normal': [-0.15630981375943748, 0.476882442485391, -0.8649568649196662], 'radius': 1.9054002432495734}, 'confidence': 0.9801164549633969, 'timestamp': 182320.775562, 'diameter_3d': 3.8108004864991467, 'ellipse': {'center': [157.4480949418226, 152.71239963176924], 'axes': [31.376823942250507, 38.398759014134114], 'angle': -73.4709682591563}, 'location': [157.4480949418226, 152.71239963176924], 'diameter': 38.398759014134114, 'sphere': {'center': [1.607937228268054, -2.4323194424592285, 44.059307840494384], 'radius': 12.0}, 'projected_sphere': {'center': [172.37772696720222, 101.27626786264142], 'axes': [184.7494056299878, 184.7494056299878], 'angle': 90.0}, 'model_confidence': 0.8630398103864012, 'model_id': 37, 'model_birth_timestamp': 182270.820762, 'theta': 2.067900770330703, 'phi': -1.7495807699761399, 'norm_pos': [0.4920252966931956, 0.36369833486762815], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857131.202074,"{'circle_3d': {'center': [-0.3638542867071852, 3.278526440574161, 33.69117022944233], 'normal': [-0.16431595958126993, 0.4759038235861158, -0.8640114675876713], 'radius': 1.944510990530753}, 'confidence': 0.9997020932313195, 'timestamp': 182320.783962, 'diameter_3d': 3.889021981061506, 'ellipse': {'center': [156.4945727728959, 152.56736224609588], 'axes': [31.965013968582483, 39.173630017338], 'angle': -72.47102008539022}, 'location': [156.4945727728959, 152.56736224609588], 'diameter': 39.173630017338, 'sphere': {'center': [1.607937228268054, -2.4323194424592285, 44.059307840494384], 'radius': 12.0}, 'projected_sphere': {'center': [172.37772696720222, 101.27626786264142], 'axes': [184.7494056299878, 184.7494056299878], 'angle': 90.0}, 'model_confidence': 0.8635725970918551, 'model_id': 37, 'model_birth_timestamp': 182270.820762, 'theta': 2.066787732397238, 'phi': -1.7587300509303851, 'norm_pos': [0.4890455399152997, 0.3643026573079339], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857131.210861,"{'circle_3d': {'center': [-0.47282492401952103, 3.2490804869412844, 33.69629072636129], 'normal': [-0.17339684602396457, 0.4734499941167094, -0.8635847595110913], 'radius': 1.8990911274764006}, 'confidence': 0.9997476298588017, 'timestamp': 182320.792362, 'diameter_3d': 3.7981822549528013, 'ellipse': {'center': [155.39847045666667, 152.28862261988274], 'axes': [31.196960580686543, 38.25115238801039], 'angle': -71.29255838390868}, 'location': [155.39847045666667, 152.28862261988274], 'diameter': 38.25115238801039, 'sphere': {'center': [1.607937228268054, -2.4323194424592285, 44.059307840494384], 'radius': 12.0}, 'projected_sphere': {'center': [172.37772696720222, 101.27626786264142], 'axes': [184.7494056299878, 184.7494056299878], 'angle': 90.0}, 'model_confidence': 0.8639013542729446, 'model_id': 37, 'model_birth_timestamp': 182270.820762, 'theta': 2.063999795396802, 'phi': -1.7689487842767495, 'norm_pos': [0.48562022017708334, 0.3654640724171553], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857131.218347,"{'circle_3d': {'center': [-0.5683282259890086, 3.2219980505161696, 33.7010955255609], 'normal': [-0.18135545452142188, 0.4711931244146165, -0.8631843595777905], 'radius': 1.8666810189009237}, 'confidence': 0.9973564055014085, 'timestamp': 182320.800762, 'diameter_3d': 3.7333620378018475, 'ellipse': {'center': [154.4389542282504, 152.02763218613993], 'axes': [30.64411625315901, 37.591757007780785], 'angle': -70.25761270245496}, 'location': [154.4389542282504, 152.02763218613993], 'diameter': 37.591757007780785, 'sphere': {'center': [1.607937228268054, -2.4323194424592285, 44.059307840494384], 'radius': 12.0}, 'projected_sphere': {'center': [172.37772696720222, 101.27626786264142], 'axes': [184.7494056299878, 184.7494056299878], 'angle': 90.0}, 'model_confidence': 0.8630619481468149, 'model_id': 37, 'model_birth_timestamp': 182270.820762, 'theta': 2.0614393194758316, 'phi': -1.7778847619919778, 'norm_pos': [0.4826217319632825, 0.3665515325577503], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857131.2301152,"{'circle_3d': {'center': [-0.6508814095423401, 3.227167272766741, 33.721612329324536], 'normal': [-0.1882348864841995, 0.47162389293549745, -0.8614746259308205], 'radius': 1.9296102405945212}, 'confidence': 0.9994091989738599, 'timestamp': 182320.809162, 'diameter_3d': 3.8592204811890425, 'ellipse': {'center': [153.6282968268782, 152.0339105928419], 'axes': [31.568257975614934, 38.83604926539742], 'angle': -69.46622533079032}, 'location': [153.6282968268782, 152.0339105928419], 'diameter': 38.83604926539742, 'sphere': {'center': [1.607937228268054, -2.4323194424592285, 44.059307840494384], 'radius': 12.0}, 'projected_sphere': {'center': [172.37772696720222, 101.27626786264142], 'axes': [184.7494056299878, 184.7494056299878], 'angle': 90.0}, 'model_confidence': 0.8631411645520504, 'model_id': 37, 'model_birth_timestamp': 182270.820762, 'theta': 2.0619277662563937, 'phi': -1.7859184006167428, 'norm_pos': [0.4800884275839944, 0.3665253725298254], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857131.2383318,"{'circle_3d': {'center': [-0.7561284112615896, 3.2640893559941886, 33.765517457312015], 'normal': [-0.19700546996080365, 0.4747007332044514, -0.8578158652651974], 'radius': 1.9484468954388299}, 'confidence': 0.999844256199973, 'timestamp': 182320.817562, 'diameter_3d': 3.8968937908776597, 'ellipse': {'center': [152.58927304749588, 152.35530012402512], 'axes': [31.63320921486087, 39.16426695973284], 'angle': -68.58204279847952}, 'location': [152.58927304749588, 152.35530012402512], 'diameter': 39.16426695973284, 'sphere': {'center': [1.607937228268054, -2.4323194424592285, 44.059307840494384], 'radius': 12.0}, 'projected_sphere': {'center': [172.37772696720222, 101.27626786264142], 'axes': [184.7494056299878, 184.7494056299878], 'angle': 90.0}, 'model_confidence': 0.8631705218574259, 'model_id': 37, 'model_birth_timestamp': 182270.820762, 'theta': 2.065420308320306, 'phi': -1.796541195505125, 'norm_pos': [0.4768414782734246, 0.36518624948322864], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857131.246203,"{'circle_3d': {'center': [-0.8293247093321412, 3.2087556053534025, 33.75212459032991], 'normal': [-0.20310516146668292, 0.47008958731771927, -0.858931937513706], 'radius': 1.9447469412635083}, 'confidence': 0.9984359483194575, 'timestamp': 182320.825962, 'diameter_3d': 3.8894938825270167, 'ellipse': {'center': [151.85573597749863, 151.81676385082642], 'axes': [31.65373188573863, 39.10466209206425], 'angle': -67.67726728191258}, 'location': [151.85573597749863, 151.81676385082642], 'diameter': 39.10466209206425, 'sphere': {'center': [1.607937228268054, -2.4323194424592285, 44.059307840494384], 'radius': 12.0}, 'projected_sphere': {'center': [172.37772696720222, 101.27626786264142], 'axes': [184.7494056299878, 184.7494056299878], 'angle': 90.0}, 'model_confidence': 0.863022550007031, 'model_id': 37, 'model_birth_timestamp': 182270.820762, 'theta': 2.0601886037868145, 'phi': -1.8029937603192974, 'norm_pos': [0.4745491749296832, 0.3674301506215566], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857131.254127,"{'circle_3d': {'center': [-0.8741963973106994, 3.206924918341898, 33.761835543666194], 'normal': [-0.20684446879822943, 0.4699370300667605, -0.8581226914023488], 'radius': 1.9474067325270363}, 'confidence': 0.9920325766573378, 'timestamp': 182320.834362, 'diameter_3d': 3.8948134650540727, 'ellipse': {'center': [151.4107786525728, 151.788876107379], 'axes': [31.644397603068363, 39.146751036330905], 'angle': -67.24332406687368}, 'location': [151.4107786525728, 151.788876107379], 'diameter': 39.146751036330905, 'sphere': {'center': [1.607937228268054, -2.4323194424592285, 44.059307840494384], 'radius': 12.0}, 'projected_sphere': {'center': [172.37772696720222, 101.27626786264142], 'axes': [184.7494056299878, 184.7494056299878], 'angle': 90.0}, 'model_confidence': 0.8628953591624411, 'model_id': 37, 'model_birth_timestamp': 182270.820762, 'theta': 2.060015765584762, 'phi': -1.8073272699761285, 'norm_pos': [0.47315868328928995, 0.36754634955258747], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857131.262231,"{'circle_3d': {'center': [-0.9786576188971505, 3.2253065597882125, 33.79769027232746], 'normal': [-0.21554957059710037, 0.4714688335206201, -0.8551347973472435], 'radius': 1.9622769861277334}, 'confidence': 0.9983709968157792, 'timestamp': 182320.842762, 'diameter_3d': 3.9245539722554668, 'ellipse': {'center': [150.38107756771439, 151.93432042133216], 'axes': [31.68688529603683, 39.403882136393335], 'angle': -66.33337008887568}, 'location': [150.38107756771439, 151.93432042133216], 'diameter': 39.403882136393335, 'sphere': {'center': [1.607937228268054, -2.4323194424592285, 44.059307840494384], 'radius': 12.0}, 'projected_sphere': {'center': [172.37772696720222, 101.27626786264142], 'axes': [184.7494056299878, 184.7494056299878], 'angle': 90.0}, 'model_confidence': 0.8626449590046326, 'model_id': 37, 'model_birth_timestamp': 182270.820762, 'theta': 2.0617519302864307, 'phi': -1.8177175927079512, 'norm_pos': [0.46994086739910745, 0.3669403315777827], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857131.269999,"{'circle_3d': {'center': [-1.007587104408322, 3.208350633031586, 33.795688909306406], 'normal': [-0.21796036105636468, 0.47005583962423453, -0.8553015775989982], 'radius': 1.9475224701283405}, 'confidence': 0.9984551103016537, 'timestamp': 182320.851162, 'diameter_3d': 3.895044940256681, 'ellipse': {'center': [150.08927678647274, 151.7735932123831], 'axes': [31.46105843652885, 39.10945711047997], 'angle': -65.99598848340032}, 'location': [150.08927678647274, 151.7735932123831], 'diameter': 39.10945711047997, 'sphere': {'center': [1.607937228268054, -2.4323194424592285, 44.059307840494384], 'radius': 12.0}, 'projected_sphere': {'center': [172.37772696720222, 101.27626786264142], 'axes': [184.7494056299878, 184.7494056299878], 'angle': 90.0}, 'model_confidence': 0.8622982746618435, 'model_id': 37, 'model_birth_timestamp': 182270.820762, 'theta': 2.060150368306821, 'phi': -1.820319918537282, 'norm_pos': [0.4690289899577273, 0.36761002828173706], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857131.278251,"{'circle_3d': {'center': [-1.1080960543558542, 3.1846870288340727, 33.80882485142853], 'normal': [-0.22633610688532568, 0.46808387260777506, -0.8542069157554876], 'radius': 1.9386783162840902}, 'confidence': 0.996829980163259, 'timestamp': 182320.859562, 'diameter_3d': 3.8773566325681803, 'ellipse': {'center': [149.08970462079492, 151.53029936038945], 'axes': [31.248625636197822, 38.91617321744846], 'angle': -64.96922059705189}, 'location': [149.08970462079492, 151.53029936038945], 'diameter': 38.91617321744846, 'sphere': {'center': [1.607937228268054, -2.4323194424592285, 44.059307840494384], 'radius': 12.0}, 'projected_sphere': {'center': [172.37772696720222, 101.27626786264142], 'axes': [184.7494056299878, 184.7494056299878], 'angle': 90.0}, 'model_confidence': 0.8617515909381979, 'model_id': 37, 'model_birth_timestamp': 182270.820762, 'theta': 2.0579175165126293, 'phi': -1.8298106350238297, 'norm_pos': [0.4659053269399841, 0.368623752665044], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857131.286756,"{'circle_3d': {'center': [-1.1377189433539954, 3.2171030724663097, 33.83456347033597], 'normal': [-0.2288046809685041, 0.47078520957712816, -0.8520620308465344], 'radius': 1.9452396740490934}, 'confidence': 0.9978502148896315, 'timestamp': 182320.867962, 'diameter_3d': 3.8904793480981867, 'ellipse': {'center': [148.80371945029844, 151.82794263180438], 'axes': [31.210413202597454, 39.01844428122238], 'angle': -64.83428083016871}, 'location': [148.80371945029844, 151.82794263180438], 'diameter': 39.01844428122238, 'sphere': {'center': [1.607937228268054, -2.4323194424592285, 44.059307840494384], 'radius': 12.0}, 'projected_sphere': {'center': [172.37772696720222, 101.27626786264142], 'axes': [184.7494056299878, 184.7494056299878], 'angle': 90.0}, 'model_confidence': 0.8616204379237602, 'model_id': 37, 'model_birth_timestamp': 182270.820762, 'theta': 2.060976903862138, 'phi': -1.8331380444501464, 'norm_pos': [0.46501162328218265, 0.36738357236748176], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857131.2942562,"{'circle_3d': {'center': [-1.16908653036166, 3.173228195550879, 33.81889892668604], 'normal': [-0.23141864655247615, 0.4671289698341756, -0.8533674094840287], 'radius': 1.9358529008193688}, 'confidence': 0.998268607083438, 'timestamp': 182320.876362, 'diameter_3d': 3.8717058016387376, 'ellipse': {'center': [148.48464999541085, 151.4087113859779], 'axes': [31.148981606451947, 38.84764264460235], 'angle': -64.36237872274762}, 'location': [148.48464999541085, 151.4087113859779], 'diameter': 38.84764264460235, 'sphere': {'center': [1.607937228268054, -2.4323194424592285, 44.059307840494384], 'radius': 12.0}, 'projected_sphere': {'center': [172.37772696720222, 101.27626786264142], 'axes': [184.7494056299878, 184.7494056299878], 'angle': 90.0}, 'model_confidence': 0.8615219534578444, 'model_id': 37, 'model_birth_timestamp': 182270.820762, 'theta': 2.0568372324037427, 'phi': -1.8356103560418826, 'norm_pos': [0.4640145312356589, 0.369130369225092], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857131.3023832,"{'circle_3d': {'center': [-1.1995843017793777, 3.21457988999502, 33.8499811835866], 'normal': [-0.23396012750395265, 0.47057494437118735, -0.850777221408982], 'radius': 1.9299274919355651}, 'confidence': 0.9974225716865823, 'timestamp': 182320.884762, 'diameter_3d': 3.8598549838711302, 'ellipse': {'center': [148.18947225495313, 151.7960119047179], 'axes': [30.880654211572878, 38.693271746141576], 'angle': -64.262760862923}, 'location': [148.18947225495313, 151.7960119047179], 'diameter': 38.693271746141576, 'sphere': {'center': [1.607937228268054, -2.4323194424592285, 44.059307840494384], 'radius': 12.0}, 'projected_sphere': {'center': [172.37772696720222, 101.27626786264142], 'axes': [184.7494056299878, 184.7494056299878], 'angle': 90.0}, 'model_confidence': 0.8608220515226361, 'model_id': 37, 'model_birth_timestamp': 182270.820762, 'theta': 2.0607385900631416, 'phi': -1.8391585946132538, 'norm_pos': [0.4630921007967285, 0.36751661706367544], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857131.314351,"{'circle_3d': {'center': [-1.2721475927478507, 3.2134855472816475, 33.86960728348238], 'normal': [-0.24000706841799205, 0.47048374914507296, -0.849141713084334], 'radius': 1.953568142734731}, 'confidence': 0.9993971894223068, 'timestamp': 182320.893162, 'diameter_3d': 3.907136285469462, 'ellipse': {'center': [147.47929565756786, 151.75791808329666], 'axes': [31.151541444045773, 39.14487536129161], 'angle': -63.60707150142425}, 'location': [147.47929565756786, 151.75791808329666], 'diameter': 39.14487536129161, 'sphere': {'center': [1.607937228268054, -2.4323194424592285, 44.059307840494384], 'radius': 12.0}, 'projected_sphere': {'center': [172.37772696720222, 101.27626786264142], 'axes': [184.7494056299878, 184.7494056299878], 'angle': 90.0}, 'model_confidence': 0.8623277192398526, 'model_id': 37, 'model_birth_timestamp': 182270.820762, 'theta': 2.0606352391519245, 'phi': -1.8462575859120218, 'norm_pos': [0.4608727989298996, 0.3676753413195972], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857131.3221262,"{'circle_3d': {'center': [-1.2756331436185229, 3.1733213574750505, 33.84844043696347], 'normal': [-0.24029753099054807, 0.4671367333278566, -0.8509056169609093], 'radius': 1.9586610368459803}, 'confidence': 0.9995481948186411, 'timestamp': 182320.901562, 'diameter_3d': 3.9173220736919605, 'ellipse': {'center': [147.43866805737886, 151.3744823494357], 'axes': [31.353060965326335, 39.271308197348574], 'angle': -63.39989877950934}, 'location': [147.43866805737886, 151.3744823494357], 'diameter': 39.271308197348574, 'sphere': {'center': [1.607937228268054, -2.4323194424592285, 44.059307840494384], 'radius': 12.0}, 'projected_sphere': {'center': [172.37772696720222, 101.27626786264142], 'axes': [184.7494056299878, 184.7494056299878], 'angle': 90.0}, 'model_confidence': 0.8626197860568952, 'model_id': 37, 'model_birth_timestamp': 182270.820762, 'theta': 2.056846012777634, 'phi': -1.8460311021072802, 'norm_pos': [0.46074583767930893, 0.3692729902106845], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857131.330677,"{'circle_3d': {'center': [-1.2928388885226143, 3.1737168978079233, 33.85353229564426], 'normal': [-0.24173134306588903, 0.46716969502226263, -0.8504812954041774], 'radius': 1.9519229850119597}, 'confidence': 0.9991235035820637, 'timestamp': 182320.909962, 'diameter_3d': 3.9038459700239194, 'ellipse': {'center': [147.2677051832235, 151.3769596150435], 'axes': [31.216858226615273, 39.130183505649576], 'angle': -63.24769289820113}, 'location': [147.2677051832235, 151.3769596150435], 'diameter': 39.130183505649576, 'sphere': {'center': [1.607937228268054, -2.4323194424592285, 44.059307840494384], 'radius': 12.0}, 'projected_sphere': {'center': [172.37772696720222, 101.27626786264142], 'axes': [184.7494056299878, 184.7494056299878], 'angle': 90.0}, 'model_confidence': 0.8627438341237914, 'model_id': 37, 'model_birth_timestamp': 182270.820762, 'theta': 2.0568832923239784, 'phi': -1.8477221447363468, 'norm_pos': [0.46021157869757345, 0.36926266827065213], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857131.338443,"{'circle_3d': {'center': [-1.3600934988127227, 3.1974556395975022, 33.885988513521625], 'normal': [-0.24733589392339805, 0.46914792350472756, -0.8477766105810632], 'radius': 1.9614528916151464}, 'confidence': 0.999457507069453, 'timestamp': 182320.918362, 'diameter_3d': 3.9229057832302927, 'ellipse': {'center': [146.6125336927202, 151.58101842599683], 'axes': [31.18788085344887, 39.28383577022492], 'angle': -62.75665664498461}, 'location': [146.6125336927202, 151.58101842599683], 'diameter': 39.28383577022492, 'sphere': {'center': [1.607937228268054, -2.4323194424592285, 44.059307840494384], 'radius': 12.0}, 'projected_sphere': {'center': [172.37772696720222, 101.27626786264142], 'axes': [184.7494056299878, 184.7494056299878], 'angle': 90.0}, 'model_confidence': 0.8631088269181242, 'model_id': 37, 'model_birth_timestamp': 182270.820762, 'theta': 2.059122008899882, 'phi': -1.8546640468753055, 'norm_pos': [0.45816416778975066, 0.3684124232250132], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857131.3466408,"{'circle_3d': {'center': [-1.3842904405014473, 3.159123650760993, 33.87194617451186], 'normal': [-0.24935230573079178, 0.46595359110168516, -0.8489468054985433], 'radius': 1.948374010911582}, 'confidence': 0.9976574844998369, 'timestamp': 182320.926762, 'diameter_3d': 3.896748021823164, 'ellipse': {'center': [146.36389248374837, 151.2176135175153], 'axes': [31.059372616389023, 39.037583426273855], 'angle': -62.370476446552566}, 'location': [146.36389248374837, 151.2176135175153], 'diameter': 39.037583426273855, 'sphere': {'center': [1.607937228268054, -2.4323194424592285, 44.059307840494384], 'radius': 12.0}, 'projected_sphere': {'center': [172.37772696720222, 101.27626786264142], 'axes': [184.7494056299878, 184.7494056299878], 'angle': 90.0}, 'model_confidence': 0.8624041270905214, 'model_id': 37, 'model_birth_timestamp': 182270.820762, 'theta': 2.055508369029344, 'phi': -1.8564813623557725, 'norm_pos': [0.45738716401171364, 0.36992661034368624], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857131.354074,"{'circle_3d': {'center': [-1.3904494249986903, 3.1527374150173473, 33.870254038680116], 'normal': [-0.24986555443889535, 0.46542140478971467, -0.8490878168178555], 'radius': 1.9653939977176724}, 'confidence': 0.9990723636394209, 'timestamp': 182320.935162, 'diameter_3d': 3.930787995435345, 'ellipse': {'center': [146.30599093562068, 151.1482697837465], 'axes': [31.34101046810817, 39.38084149175432], 'angle': -62.28709325013293}, 'location': [146.30599093562068, 151.1482697837465], 'diameter': 39.38084149175432, 'sphere': {'center': [1.607937228268054, -2.4323194424592285, 44.059307840494384], 'radius': 12.0}, 'projected_sphere': {'center': [172.37772696720222, 101.27626786264142], 'axes': [184.7494056299878, 184.7494056299878], 'angle': 90.0}, 'model_confidence': 0.8621558751035319, 'model_id': 37, 'model_birth_timestamp': 182270.820762, 'theta': 2.0549069940536313, 'phi': -1.8569928442182932, 'norm_pos': [0.45720622167381464, 0.3702155425677228], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
