eye_packets,775
norm_X,norm_Y,phi,theta,confidence,timestamp
1603857059.938006,"{'circle_3d': {'center': [0.10121779127338848, 3.121355635242027, 31.737493463667366], 'normal': [-0.10122334078925796, 0.478706833831139, -0.8721201766516057], 'radius': 2.0086440643112646}, 'confidence': 0.9987982359248541, 'timestamp': 182249.518362, 'diameter_3d': 4.017288128622529, 'ellipse': {'center': [161.20275052775375, 152.8207714615531], 'axes': [35.46021012109051, 42.96038311223009], 'angle': -79.76631590976895}, 'location': [161.20275052775375, 152.8207714615531], 'diameter': 42.96038311223009, 'sphere': {'center': [1.3158978807444839, -2.6231263707316406, 42.202935583486635], 'radius': 12.0}, 'projected_sphere': {'center': [170.57521011275344, 98.91925131219365], 'axes': [192.87594153012023, 192.87594153012023], 'angle': 90.0}, 'model_confidence': 0.9024772207824494, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.069977550098262, 'phi': -1.6863451314501803, 'norm_pos': [0.5037585953992305, 0.3632467855768621], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857060.030454,"{'circle_3d': {'center': [0.12330268285543178, 3.110613958665429, 31.729066263649884], 'normal': [-0.09938293315742101, 0.4778116941164225, -0.8728224433197292], 'radius': 1.954596077894655}, 'confidence': 0.9987871567048485, 'timestamp': 182249.610762, 'diameter_3d': 3.90919215578931, 'ellipse': {'center': [161.43096853997977, 152.74333097841213], 'axes': [34.55507493371793, 41.81459223916458], 'angle': -79.98425249309446}, 'location': [161.43096853997977, 152.74333097841213], 'diameter': 41.81459223916458, 'sphere': {'center': [1.3158978807444839, -2.6231263707316406, 42.202935583486635], 'radius': 12.0}, 'projected_sphere': {'center': [170.57521011275344, 98.91925131219365], 'axes': [192.87594153012023, 192.87594153012023], 'angle': 90.0}, 'model_confidence': 0.9046142670026458, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.0689582825821704, 'phi': -1.6841718995073083, 'norm_pos': [0.5044717766874368, 0.36356945425661613], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857060.03793,"{'circle_3d': {'center': [0.08673258222222002, 3.107666152034152, 31.73168113476272], 'normal': [-0.10243044154352199, 0.47756604356381605, -0.8726045373936595], 'radius': 2.004026575915032}, 'confidence': 0.9425688033434068, 'timestamp': 182249.619162, 'diameter_3d': 4.008053151830064, 'ellipse': {'center': [161.04895258601516, 152.68361808067053], 'axes': [35.41726995283376, 42.86912811518404], 'angle': -79.58669834643752}, 'location': [161.04895258601516, 152.68361808067053], 'diameter': 42.86912811518404, 'sphere': {'center': [1.3158978807444839, -2.6231263707316406, 42.202935583486635], 'radius': 12.0}, 'projected_sphere': {'center': [170.57521011275344, 98.91925131219365], 'axes': [192.87594153012023, 192.87594153012023], 'angle': 90.0}, 'model_confidence': 0.9046101080599556, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.068678666847552, 'phi': -1.6876463086284361, 'norm_pos': [0.5032779768312974, 0.36381825799720613], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857060.0472262,"{'circle_3d': {'center': [0.13086924140428247, 3.120270314649955, 31.73349903521475], 'normal': [-0.09875238661168345, 0.4786163904484663, -0.872453045689324], 'radius': 2.053319700933247}, 'confidence': 0.9984649528362144, 'timestamp': 182249.627562, 'diameter_3d': 4.106639401866494, 'ellipse': {'center': [161.52257923587538, 152.78890882376385], 'axes': [36.273848934818886, 43.9226678498854], 'angle': -80.08253473469877}, 'location': [161.52257923587538, 152.78890882376385], 'diameter': 43.9226678498854, 'sphere': {'center': [1.3158978807444839, -2.6231263707316406, 42.202935583486635], 'radius': 12.0}, 'projected_sphere': {'center': [170.57521011275344, 98.91925131219365], 'axes': [192.87594153012023, 192.87594153012023], 'angle': 90.0}, 'model_confidence': 0.904089297416355, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.0698745393490268, 'phi': -1.6835059640457888, 'norm_pos': [0.5047580601121106, 0.3633795465676506], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857060.054215,"{'circle_3d': {'center': [0.11441584927747517, 3.127231268108989, 31.739196865729525], 'normal': [-0.10012350262225073, 0.4791964699033858, -0.871978226479759], 'radius': 2.020601568086103}, 'confidence': 0.9997561934240077, 'timestamp': 182249.635962, 'diameter_3d': 4.041203136172206, 'ellipse': {'center': [161.34395947244315, 152.87502131160528], 'axes': [35.65940492822904, 43.21423720732067], 'angle': -79.91793520755463}, 'location': [161.34395947244315, 152.87502131160528], 'diameter': 43.21423720732067, 'sphere': {'center': [1.3158978807444839, -2.6231263707316406, 42.202935583486635], 'radius': 12.0}, 'projected_sphere': {'center': [170.57521011275344, 98.91925131219365], 'axes': [192.87594153012023, 192.87594153012023], 'angle': 90.0}, 'model_confidence': 0.9043714387636181, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.070535323006288, 'phi': -1.6851190527802933, 'norm_pos': [0.5041998733513848, 0.363020744534978], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857060.062321,"{'circle_3d': {'center': [0.1120433658741371, 3.1178045895811013, 31.734294505679596], 'normal': [-0.1003212095725289, 0.4784109133593952, -0.8723867564839198], 'radius': 1.9629161655332281}, 'confidence': 0.997811800179255, 'timestamp': 182249.644362, 'diameter_3d': 3.9258323310664562, 'ellipse': {'center': [161.31224382632539, 152.81029341695182], 'axes': [34.67056766214045, 41.9857698218593], 'angle': -79.87587596139849}, 'location': [161.31224382632539, 152.81029341695182], 'diameter': 41.9857698218593, 'sphere': {'center': [1.3158978807444839, -2.6231263707316406, 42.202935583486635], 'radius': 12.0}, 'projected_sphere': {'center': [170.57521011275344, 98.91925131219365], 'axes': [192.87594153012023, 192.87594153012023], 'angle': 90.0}, 'model_confidence': 0.9036854033162345, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.0696405321247395, 'phi': -1.6852896570632732, 'norm_pos': [0.5041007619572668, 0.36329044409603406], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857060.074373,"{'circle_3d': {'center': [0.11024918705651277, 3.121495128220038, 31.736525737642136], 'normal': [-0.1004707244739976, 0.47871845824597326, -0.8722008204870415], 'radius': 1.996405970446068}, 'confidence': 0.9992369055451841, 'timestamp': 182249.652762, 'diameter_3d': 3.992811940892136, 'ellipse': {'center': [161.2970556755179, 152.82967964937092], 'axes': [35.24908588335259, 42.699781847867236], 'angle': -79.86323655975053}, 'location': [161.2970556755179, 152.82967964937092], 'diameter': 42.699781847867236, 'sphere': {'center': [1.3158978807444839, -2.6231263707316406, 42.202935583486635], 'radius': 12.0}, 'projected_sphere': {'center': [170.57521011275344, 98.91925131219365], 'axes': [192.87594153012023, 192.87594153012023], 'angle': 90.0}, 'model_confidence': 0.9038781225390147, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.0699907901783403, 'phi': -1.6854830329698074, 'norm_pos': [0.5040532989859934, 0.36320966812762123], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857060.081965,"{'circle_3d': {'center': [0.10420506571454902, 3.1096884225769226, 31.73075171059616], 'normal': [-0.10097440125249457, 0.4777345661090469, -0.8726819894075396], 'radius': 1.9952158635461903}, 'confidence': 0.9999608213794582, 'timestamp': 182249.661162, 'diameter_3d': 3.9904317270923806, 'ellipse': {'center': [161.23315692713157, 152.71061014548744], 'axes': [35.2655615345009, 42.68191469386125], 'angle': -79.7777370695613}, 'location': [161.23315692713157, 152.71061014548744], 'diameter': 42.68191469386125, 'sphere': {'center': [1.3158978807444839, -2.6231263707316406, 42.202935583486635], 'radius': 12.0}, 'projected_sphere': {'center': [170.57521011275344, 98.91925131219365], 'axes': [192.87594153012023, 192.87594153012023], 'angle': 90.0}, 'model_confidence': 0.9040909004192743, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.068870485795331, 'phi': -1.6859899231865583, 'norm_pos': [0.5038536153972861, 0.36370579106046896], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857060.091865,"{'circle_3d': {'center': [0.14521769062879097, 3.1242584233676705, 31.734073375919536], 'normal': [-0.09755668250964109, 0.4789487328416092, -0.8724051839639251], 'radius': 1.9704203584764626}, 'confidence': 0.9401883277160595, 'timestamp': 182249.669562, 'diameter_3d': 3.940840716952925, 'ellipse': {'center': [161.66486310136887, 152.875006394838], 'axes': [34.8015936346717, 42.14710614150676], 'angle': -80.24280055252405}, 'location': [161.66486310136887, 152.875006394838], 'diameter': 42.14710614150676, 'sphere': {'center': [1.3158978807444839, -2.6231263707316406, 42.202935583486635], 'radius': 12.0}, 'projected_sphere': {'center': [170.57521011275344, 98.91925131219365], 'axes': [192.87594153012023, 192.87594153012023], 'angle': 90.0}, 'model_confidence': 0.9038592695541969, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.0702530901057856, 'phi': -1.6821586447508892, 'norm_pos': [0.5052026971917777, 0.36302080668817494], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857060.099425,"{'circle_3d': {'center': [0.07832834199581606, 3.1345808880512105, 31.74744761022969], 'normal': [-0.10313079489572231, 0.4798089382319043, -0.8712906644380789], 'radius': 2.01424638507769}, 'confidence': 0.9613735839826343, 'timestamp': 182249.677962, 'diameter_3d': 4.02849277015538, 'ellipse': {'center': [160.96040564038793, 152.94849197810373], 'axes': [35.49721854321265, 43.066692858224684], 'angle': -79.54524252800393}, 'location': [160.96040564038793, 152.94849197810373], 'diameter': 43.066692858224684, 'sphere': {'center': [1.3158978807444839, -2.6231263707316406, 42.202935583486635], 'radius': 12.0}, 'projected_sphere': {'center': [170.57521011275344, 98.91925131219365], 'axes': [192.87594153012023, 192.87594153012023], 'angle': 90.0}, 'model_confidence': 0.904911168682343, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.071233260503898, 'phi': -1.6886136902725022, 'norm_pos': [0.5030012676262123, 0.36271461675790106], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857060.106004,"{'circle_3d': {'center': [0.09818605854422224, 3.1373107960081197, 31.746619713825996], 'normal': [-0.10147598518335513, 0.4800364305616467, -0.8713596558050533], 'radius': 1.9654767180657233}, 'confidence': 0.9984310525364737, 'timestamp': 182249.686362, 'diameter_3d': 3.9309534361314467, 'ellipse': {'center': [161.16499249399754, 153.0040144959792], 'axes': [34.63951052922415, 42.02427943182556], 'angle': -79.76171587291161}, 'location': [161.16499249399754, 153.0040144959792], 'diameter': 42.02427943182556, 'sphere': {'center': [1.3158978807444839, -2.6231263707316406, 42.202935583486635], 'radius': 12.0}, 'projected_sphere': {'center': [170.57521011275344, 98.91925131219365], 'axes': [192.87594153012023, 192.87594153012023], 'angle': 90.0}, 'model_confidence': 0.9044039477286936, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.071492566937058, 'phi': -1.6867311583504594, 'norm_pos': [0.5036406015437424, 0.3624832729334201], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857060.1141381,"{'circle_3d': {'center': [0.10209256576953196, 3.1228795676261174, 31.73822859218984], 'normal': [-0.10115044291457932, 0.4788338281964798, -0.8720589159413993], 'radius': 2.005235483223395}, 'confidence': 0.9995444742071369, 'timestamp': 182249.694762, 'diameter_3d': 4.01047096644679, 'ellipse': {'center': [161.21157186204613, 152.8380456188518], 'axes': [35.39511048687352, 42.88643893862406], 'angle': -79.77834367204458}, 'location': [161.21157186204613, 152.8380456188518], 'diameter': 42.88643893862406, 'sphere': {'center': [1.3158978807444839, -2.6231263707316406, 42.202935583486635], 'radius': 12.0}, 'projected_sphere': {'center': [170.57521011275344, 98.91925131219365], 'axes': [192.87594153012023, 192.87594153012023], 'angle': 90.0}, 'model_confidence': 0.9046684294175322, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.0701222004600743, 'phi': -1.686270694164849, 'norm_pos': [0.5037861620688941, 0.3631748099214509], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857060.1224792,"{'circle_3d': {'center': [0.09568713598824297, 3.094305556609745, 31.7233335922563], 'normal': [-0.10168422872968674, 0.47645266061178215, -0.8733001659358612], 'radius': 1.9583491858114448}, 'confidence': 0.9996058274091831, 'timestamp': 182249.703162, 'diameter_3d': 3.9166983716228896, 'ellipse': {'center': [161.1388257926863, 152.57382951279916], 'axes': [34.66016215009708, 41.90212934836955], 'angle': -79.65869424864852}, 'location': [161.1388257926863, 152.57382951279916], 'diameter': 41.90212934836955, 'sphere': {'center': [1.3158978807444839, -2.6231263707316406, 42.202935583486635], 'radius': 12.0}, 'projected_sphere': {'center': [170.57521011275344, 98.91925131219365], 'axes': [192.87594153012023, 192.87594153012023], 'angle': 90.0}, 'model_confidence': 0.9046552103851746, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.067411872730594, 'phi': -1.686711113474705, 'norm_pos': [0.5035588306021447, 0.36427571036333684], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857060.130305,"{'circle_3d': {'center': [0.09134214753649395, 3.0949872787073587, 31.724212400370916], 'normal': [-0.10204631110066582, 0.47650947078658323, -0.8732269319263101], 'radius': 1.968161301217539}, 'confidence': 0.9996083796078278, 'timestamp': 182249.711562, 'diameter_3d': 3.936322602435078, 'ellipse': {'center': [161.0938645322307, 152.57512119517554], 'axes': [34.82899171982886, 42.11106359943447], 'angle': -79.61322485771043}, 'location': [161.0938645322307, 152.57512119517554], 'diameter': 42.11106359943447, 'sphere': {'center': [1.3158978807444839, -2.6231263707316406, 42.202935583486635], 'radius': 12.0}, 'projected_sphere': {'center': [170.57521011275344, 98.91925131219365], 'axes': [192.87594153012023, 192.87594153012023], 'angle': 90.0}, 'model_confidence': 0.9051169933717684, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.067476489611112, 'phi': -1.6871298297373518, 'norm_pos': [0.503418326663221, 0.3642703283534352], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857060.138154,"{'circle_3d': {'center': [0.1140960751585871, 3.147315456315274, 31.75029603451347], 'normal': [-0.10015015046549139, 0.48087015225390956, -0.8710532957477637], 'radius': 1.9623222398491453}, 'confidence': 0.9995672410483725, 'timestamp': 182249.719962, 'diameter_3d': 3.9246444796982907, 'ellipse': {'center': [161.33304727474828, 153.1081834539414], 'axes': [34.55920856864108, 41.95214511219231], 'angle': -79.94879908038384}, 'location': [161.33304727474828, 153.1081834539414], 'diameter': 41.95214511219231, 'sphere': {'center': [1.3158978807444839, -2.6231263707316406, 42.202935583486635], 'radius': 12.0}, 'projected_sphere': {'center': [170.57521011275344, 98.91925131219365], 'axes': [192.87594153012023, 192.87594153012023], 'angle': 90.0}, 'model_confidence': 0.9052593558100619, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.072443196855951, 'phi': -1.685269583739994, 'norm_pos': [0.5041657727335884, 0.3620492356085775], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857060.1471958,"{'circle_3d': {'center': [0.11126829117616155, 3.1241623273690187, 31.73787274695188], 'normal': [-0.10038579913069352, 0.4789407248417216, -0.8720885697112298], 'radius': 1.9663803568492968}, 'confidence': 0.9998965005435766, 'timestamp': 182249.728362, 'diameter_3d': 3.9327607136985936, 'ellipse': {'center': [161.30423518093554, 152.87249326667256], 'axes': [34.70937388040247, 42.05523401221201], 'angle': -79.87863853370835}, 'location': [161.30423518093554, 152.87249326667256], 'diameter': 42.05523401221201, 'sphere': {'center': [1.3158978807444839, -2.6231263707316406, 42.202935583486635], 'radius': 12.0}, 'projected_sphere': {'center': [170.57521011275344, 98.91925131219365], 'axes': [192.87594153012023, 192.87594153012023], 'angle': 90.0}, 'model_confidence': 0.905232125138633, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.0702439677671562, 'phi': -1.6854015586886695, 'norm_pos': [0.5040757349404236, 0.36303127805553104], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
