eye_packets,775
norm_X,norm_Y,phi,theta,confidence,timestamp
1603857059.938006,"{'circle_3d': {'center': [0.10121779127338848, 3.121355635242027, 31.737493463667366], 'normal': [-0.10122334078925796, 0.478706833831139, -0.8721201766516057], 'radius': 2.0086440643112646}, 'confidence': 0.9987982359248541, 'timestamp': 182249.518362, 'diameter_3d': 4.017288128622529, 'ellipse': {'center': [161.20275052775375, 152.8207714615531], 'axes': [35.46021012109051, 42.96038311223009], 'angle': -79.76631590976895}, 'location': [161.20275052775375, 152.8207714615531], 'diameter': 42.96038311223009, 'sphere': {'center': [1.3158978807444839, -2.6231263707316406, 42.202935583486635], 'radius': 12.0}, 'projected_sphere': {'center': [170.57521011275344, 98.91925131219365], 'axes': [192.87594153012023, 192.87594153012023], 'angle': 90.0}, 'model_confidence': 0.9024772207824494, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.069977550098262, 'phi': -1.6863451314501803, 'norm_pos': [0.5037585953992305, 0.3632467855768621], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857060.7710998,"{'circle_3d': {'center': [-0.10380779756177927, 3.081576823560927, 32.77092520938388], 'normal': [-0.1156702174789637, 0.4625623144947023, -0.8790088202047084], 'radius': 2.065452061089375}, 'confidence': 0.9992829939392764, 'timestamp': 182250.349962, 'diameter_3d': 4.13090412217875, 'ellipse': {'center': [159.06177669853793, 151.37341118442998], 'axes': [35.73196584088994, 42.77852460762653], 'angle': -77.45158252439988}, 'location': [159.06177669853793, 151.37341118442998], 'diameter': 42.77852460762653, 'sphere': {'center': [1.2842348121857852, -2.4691709503755, 43.31903105184038], 'radius': 12.0}, 'projected_sphere': {'center': [170.05484043134268, 100.66777222657876], 'axes': [187.9065791259008, 187.9065791259008], 'angle': 90.0}, 'model_confidence': 0.8893881167751583, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.0516794424747635, 'phi': -1.7016362053472023, 'norm_pos': [0.49706805218293104, 0.3692774533982084], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857060.7789922,"{'circle_3d': {'center': [-0.11374309682400718, 3.050541782210032, 32.75596193743742], 'normal': [-0.11649815908414937, 0.4599760610487943, -0.8802557595335802], 'radius': 2.0289608676237423}, 'confidence': 0.9879527446966, 'timestamp': 182250.358362, 'diameter_3d': 4.057921735247485, 'ellipse': {'center': [158.95481690703582, 151.08607010092368], 'axes': [35.193997449606506, 42.04096376643409], 'angle': -77.27204274173026}, 'location': [158.95481690703582, 151.08607010092368], 'diameter': 42.04096376643409, 'sphere': {'center': [1.2842348121857852, -2.4691709503755, 43.31903105184038], 'radius': 12.0}, 'projected_sphere': {'center': [170.05484043134268, 100.66777222657876], 'axes': [187.9065791259008, 187.9065791259008], 'angle': 90.0}, 'model_confidence': 0.888995057010078, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.0487645647619135, 'phi': -1.702377457138052, 'norm_pos': [0.4967338028344869, 0.370474707912818], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857060.7860239,"{'circle_3d': {'center': [-0.12778663661368417, 3.078659539113918, 32.772573244215025], 'normal': [-0.11766845406662245, 0.46231920745745153, -0.8788714839687797], 'radius': 2.0355767640589897}, 'confidence': 0.9981293421806655, 'timestamp': 182250.366762, 'diameter_3d': 4.071153528117979, 'ellipse': {'center': [158.81180707211925, 151.35696347416248], 'axes': [35.205757118009565, 42.15689919483569], 'angle': -77.18456363606431}, 'location': [158.81180707211925, 151.35696347416248], 'diameter': 42.15689919483569, 'sphere': {'center': [1.2842348121857852, -2.4691709503755, 43.31903105184038], 'radius': 12.0}, 'projected_sphere': {'center': [170.05484043134268, 100.66777222657876], 'axes': [187.9065791259008, 187.9065791259008], 'angle': 90.0}, 'model_confidence': 0.8886138240237096, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.05140525650607, 'phi': -1.7038906836734826, 'norm_pos': [0.49628689710037266, 0.36934598552432296], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857060.7941,"{'circle_3d': {'center': [-0.11381175598528892, 3.058218557931652, 32.759986065825736], 'normal': [-0.11650388068092284, 0.46061579235892935, -0.8799204155012208], 'radius': 2.0422540694985494}, 'confidence': 0.9968835149727796, 'timestamp': 182250.375162, 'diameter_3d': 4.084508138997099, 'ellipse': {'center': [158.9559139230622, 151.1548114911183], 'axes': [35.39962592783061, 42.31150541369769], 'angle': -77.28913051046621}, 'location': [158.9559139230622, 151.1548114911183], 'diameter': 42.31150541369769, 'sphere': {'center': [1.2842348121857852, -2.4691709503755, 43.31903105184038], 'radius': 12.0}, 'projected_sphere': {'center': [170.05484043134268, 100.66777222657876], 'axes': [187.9065791259008, 187.9065791259008], 'angle': 90.0}, 'model_confidence': 0.8876041698774984, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.0494851731927906, 'phi': -1.7024334169044915, 'norm_pos': [0.4967372310095694, 0.37018828545367377], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857060.8027892,"{'circle_3d': {'center': [-0.11099764289600866, 3.0758692124924476, 32.76887200145314], 'normal': [-0.11626937125681615, 0.46208668023899563, -0.8791799208656035], 'radius': 2.0397399983703046}, 'confidence': 0.9975215646154002, 'timestamp': 182250.383562, 'diameter_3d': 4.079479996740609, 'ellipse': {'center': [158.98459285661923, 151.32949444112418], 'axes': [35.29984450233426, 42.24806820170651], 'angle': -77.36036361288755}, 'location': [158.98459285661923, 151.32949444112418], 'diameter': 42.24806820170651, 'sphere': {'center': [1.2842348121857852, -2.4691709503755, 43.31903105184038], 'radius': 12.0}, 'projected_sphere': {'center': [170.05484043134268, 100.66777222657876], 'axes': [187.9065791259008, 187.9065791259008], 'angle': 90.0}, 'model_confidence': 0.8878119391911077, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.0511430395561008, 'phi': -1.7022808684823707, 'norm_pos': [0.4968268526769351, 0.3694604398286493], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857060.809957,"{'circle_3d': {'center': [-0.13062537187046686, 3.107348904540167, 32.788095814773186], 'normal': [-0.117905015338021, 0.46470998790963897, -0.8775779364222668], 'radius': 2.0327851121837885}, 'confidence': 0.998772863137405, 'timestamp': 182250.391962, 'diameter_3d': 4.065570224367577, 'ellipse': {'center': [158.78261019824794, 151.63907105663932], 'axes': [35.06040497470247, 42.079298315192226], 'angle': -77.22018885677927}, 'location': [158.78261019824794, 151.63907105663932], 'diameter': 42.079298315192226, 'sphere': {'center': [1.2842348121857852, -2.4691709503755, 43.31903105184038], 'radius': 12.0}, 'projected_sphere': {'center': [170.05484043134268, 100.66777222657876], 'axes': [187.9065791259008, 187.9065791259008], 'angle': 90.0}, 'model_confidence': 0.8875482751895536, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.0541033839048857, 'phi': -1.7043493422583609, 'norm_pos': [0.4961956568695248, 0.36817053726400284], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857060.81791,"{'circle_3d': {'center': [-0.15725632376814302, 3.078631667346202, 32.7765460781842], 'normal': [-0.12012426132949401, 0.4623168848101418, -0.8785404144713489], 'radius': 2.0870212824749097}, 'confidence': 0.9902873609615419, 'timestamp': 182250.400362, 'diameter_3d': 4.174042564949819, 'ellipse': {'center': [158.51649784237256, 151.3273983939449], 'axes': [36.0739048436872, 43.217839858089015], 'angle': -76.8655844164194}, 'location': [158.51649784237256, 151.3273983939449], 'diameter': 43.217839858089015, 'sphere': {'center': [1.2842348121857852, -2.4691709503755, 43.31903105184038], 'radius': 12.0}, 'projected_sphere': {'center': [170.05484043134268, 100.66777222657876], 'axes': [187.9065791259008, 187.9065791259008], 'angle': 90.0}, 'model_confidence': 0.8878156343487431, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.0514026371193714, 'phi': -1.7066852969217818, 'norm_pos': [0.49536405575741427, 0.369469173358563], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857060.830343,"{'circle_3d': {'center': [-0.12496365371380325, 3.09904995229967, 32.782946595899574], 'normal': [-0.11743320549163237, 0.4640184085562642, -0.8780070379950675], 'radius': 2.0500568695403016}, 'confidence': 0.999735188724718, 'timestamp': 182250.408762, 'diameter_3d': 4.100113739080603, 'ellipse': {'center': [158.84287421520534, 151.54987192253765], 'axes': [35.39089285774744, 42.44379227766236], 'angle': -77.26228123423311}, 'location': [158.84287421520534, 151.54987192253765], 'diameter': 42.44379227766236, 'sphere': {'center': [1.2842348121857852, -2.4691709503755, 43.31903105184038], 'radius': 12.0}, 'projected_sphere': {'center': [170.05484043134268, 100.66777222657876], 'axes': [187.9065791259008, 187.9065791259008], 'angle': 90.0}, 'model_confidence': 0.8879779323426207, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.053322506800319, 'phi': -1.7037569614818044, 'norm_pos': [0.4963839819225167, 0.36854220032275975], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857060.837893,"{'circle_3d': {'center': [-0.12084837172313256, 3.1149468144152763, 32.79081325226744], 'normal': [-0.11709026532574315, 0.465343147065898, -0.8773514832977449], 'radius': 2.0864028498301654}, 'confidence': 0.9984399255190913, 'timestamp': 182250.417162, 'diameter_3d': 4.172805699660331, 'ellipse': {'center': [158.89005702848175, 151.68763824933347], 'axes': [35.96863837229555, 43.18677738803125], 'angle': -77.34318376150235}, 'location': [158.89005702848175, 151.68763824933347], 'diameter': 43.18677738803125, 'sphere': {'center': [1.2842348121857852, -2.4691709503755, 43.31903105184038], 'radius': 12.0}, 'projected_sphere': {'center': [170.05484043134268, 100.66777222657876], 'axes': [187.9065791259008, 187.9065791259008], 'angle': 90.0}, 'model_confidence': 0.8880641774741016, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.0548185782153903, 'phi': -1.703471120064557, 'norm_pos': [0.4965314282140055, 0.3679681739611105], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857060.8462698,"{'circle_3d': {'center': [-0.13006978728583674, 3.13293927892261, 32.80161200158348], 'normal': [-0.11785871662263515, 0.4668425191081758, -0.876451587521409], 'radius': 2.032942032892291}, 'confidence': 0.9980593208655594, 'timestamp': 182250.425562, 'diameter_3d': 4.065884065784582, 'ellipse': {'center': [158.78859223560056, 151.88947435935202], 'axes': [34.97851844844977, 42.065405757045795], 'angle': -77.28475384072803}, 'location': [158.78859223560056, 151.88947435935202], 'diameter': 42.065405757045795, 'sphere': {'center': [1.2842348121857852, -2.4691709503755, 43.31903105184038], 'radius': 12.0}, 'projected_sphere': {'center': [170.05484043134268, 100.66777222657876], 'axes': [187.9065791259008, 187.9065791259008], 'angle': 90.0}, 'model_confidence': 0.8875061049226751, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.056513290170575, 'phi': -1.704467050411612, 'norm_pos': [0.49621435073625175, 0.36712719016936657], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857060.854225,"{'circle_3d': {'center': [-0.10606873997991118, 3.1521646339516503, 32.80867224344507], 'normal': [-0.11585862934714136, 0.4684446320272625, -0.8758632340329422], 'radius': 2.0558636743599124}, 'confidence': 0.9981307395748534, 'timestamp': 182250.433962, 'diameter_3d': 4.111727348719825, 'ellipse': {'center': [159.03776167974996, 152.06881591309593], 'axes': [35.32707558160445, 42.53129739331032], 'angle': -77.58534889924326}, 'location': [159.03776167974996, 152.06881591309593], 'diameter': 42.53129739331032, 'sphere': {'center': [1.2842348121857852, -2.4691709503755, 43.31903105184038], 'radius': 12.0}, 'projected_sphere': {'center': [170.05484043134268, 100.66777222657876], 'axes': [187.9065791259008, 187.9065791259008], 'angle': 90.0}, 'model_confidence': 0.8873151470668805, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.0583258054786353, 'phi': -1.7023121545985298, 'norm_pos': [0.49699300524921863, 0.36637993369543365], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857060.862265,"{'circle_3d': {'center': [-0.10841851356341548, 3.179642810256496, 32.82372639633017], 'normal': [-0.11605444381243339, 0.4707344800526663, -0.8746087212925177], 'radius': 2.067463058449775}, 'confidence': 0.9973735414502517, 'timestamp': 182250.442362, 'diameter_3d': 4.13492611689955, 'ellipse': {'center': [159.01538503244475, 152.33104777602082], 'axes': [35.43133543063031, 42.75206675006633], 'angle': -77.62080971493842}, 'location': [159.01538503244475, 152.33104777602082], 'diameter': 42.75206675006633, 'sphere': {'center': [1.2842348121857852, -2.4691709503755, 43.31903105184038], 'radius': 12.0}, 'projected_sphere': {'center': [170.05484043134268, 100.66777222657876], 'axes': [187.9065791259008, 187.9065791259008], 'angle': 90.0}, 'model_confidence': 0.8865438793926428, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.060919404435345, 'phi': -1.7027186452901384, 'norm_pos': [0.49692307822638987, 0.3652873009332466], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857060.870362,"{'circle_3d': {'center': [-0.12701202314719984, 3.1839402476392955, 32.82852505104889], 'normal': [-0.11760390294441542, 0.4710925998345663, -0.8742088333992911], 'radius': 2.0835866609754716}, 'confidence': 0.9972498610274813, 'timestamp': 182250.450762, 'diameter_3d': 4.167173321950943, 'ellipse': {'center': [158.82714191650518, 152.3625473044412], 'axes': [35.67899515568107, 43.07939429069236], 'angle': -77.43245324469659}, 'location': [158.82714191650518, 152.3625473044412], 'diameter': 43.07939429069236, 'sphere': {'center': [1.2842348121857852, -2.4691709503755, 43.31903105184038], 'radius': 12.0}, 'projected_sphere': {'center': [170.05484043134268, 100.66777222657876], 'axes': [187.9065791259008, 187.9065791259008], 'angle': 90.0}, 'model_confidence': 0.8858174150870757, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.0613253533832796, 'phi': -1.7045196055296903, 'norm_pos': [0.4963348184890787, 0.36515605289816166], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857060.878591,"{'circle_3d': {'center': [-0.10307522481733833, 3.175584253444385, 32.82083551402634], 'normal': [-0.11560916975026028, 0.47039626698499043, -0.8748496281511704], 'radius': 2.09287689205105}, 'confidence': 0.9984070234629544, 'timestamp': 182250.459162, 'diameter_3d': 4.1857537841021, 'ellipse': {'center': [159.07344137275155, 152.27909606707095], 'axes': [35.88583371773133, 43.28190603887235], 'angle': -77.66900963613121}, 'location': [159.07344137275155, 152.27909606707095], 'diameter': 43.28190603887235, 'sphere': {'center': [1.2842348121857852, -2.4691709503755, 43.31903105184038], 'radius': 12.0}, 'projected_sphere': {'center': [170.05484043134268, 100.66777222657876], 'axes': [187.9065791259008, 187.9065791259008], 'angle': 90.0}, 'model_confidence': 0.885650141804406, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.060536101584202, 'phi': -1.7021825343649797, 'norm_pos': [0.4971045042898486, 0.3655037663872044], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857060.8860412,"{'circle_3d': {'center': [-0.11597418856761332, 3.196528227063107, 32.83383827416669], 'normal': [-0.11668408339611654, 0.47214159811988393, -0.8737660648061414], 'radius': 2.062737220333257}, 'confidence': 0.9986490756907243, 'timestamp': 182250.467562, 'diameter_3d': 4.125474440666514, 'ellipse': {'center': [158.93750663012085, 152.49729229473795], 'axes': [35.28678855839098, 42.64119273553274], 'angle': -77.5774517610347}, 'location': [158.93750663012085, 152.49729229473795], 'diameter': 42.64119273553274, 'sphere': {'center': [1.2842348121857852, -2.4691709503755, 43.31903105184038], 'radius': 12.0}, 'projected_sphere': {'center': [170.05484043134268, 100.66777222657876], 'axes': [187.9065791259008, 187.9065791259008], 'angle': 90.0}, 'model_confidence': 0.8855634408031388, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.062514959081317, 'phi': -1.7035524430577862, 'norm_pos': [0.49667970821912766, 0.36459461543859184], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857060.89386,"{'circle_3d': {'center': [-0.07210934364718047, 3.2194046327515498, 32.84046061661457], 'normal': [-0.11302867965274714, 0.4740479652605875, -0.8732142029354845], 'radius': 2.04843804870845}, 'confidence': 0.9991666286961142, 'timestamp': 182250.475962, 'diameter_3d': 4.0968760974169, 'ellipse': {'center': [159.3849543174548, 152.73279755493638], 'axes': [34.99654880336032, 42.337286303137645], 'angle': -78.0918938654767}, 'location': [159.3849543174548, 152.73279755493638], 'diameter': 42.337286303137645, 'sphere': {'center': [1.2842348121857852, -2.4691709503755, 43.31903105184038], 'radius': 12.0}, 'projected_sphere': {'center': [170.05484043134268, 100.66777222657876], 'axes': [187.9065791259008, 187.9065791259008], 'angle': 90.0}, 'model_confidence': 0.8853921615077032, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.0646787988896107, 'phi': -1.699520410345387, 'norm_pos': [0.49807798224204625, 0.3636133435210984], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857060.902101,"{'circle_3d': {'center': [-0.07342776906880322, 3.202380698030998, 32.831407192504145], 'normal': [-0.11313854843788236, 0.4726293040338749, -0.8739686549446862], 'radius': 2.0394143994613807}, 'confidence': 0.9972521796253196, 'timestamp': 182250.484362, 'diameter_3d': 4.078828798922761, 'ellipse': {'center': [159.37028699731493, 152.57119555289373], 'axes': [34.89885301788308, 42.162097527492584], 'angle': -78.04216645899922}, 'location': [159.37028699731493, 152.57119555289373], 'diameter': 42.162097527492584, 'sphere': {'center': [1.2842348121857852, -2.4691709503755, 43.31903105184038], 'radius': 12.0}, 'projected_sphere': {'center': [170.05484043134268, 100.66777222657876], 'axes': [187.9065791259008, 187.9065791259008], 'angle': 90.0}, 'model_confidence': 0.8844311087592982, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.0630682950378634, 'phi': -1.6995341538503899, 'norm_pos': [0.4980321468666092, 0.36428668519627616], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857060.914005,"{'circle_3d': {'center': [-0.1163966568747139, 3.2002616447345416, 32.83591293090989], 'normal': [-0.11671928908837492, 0.4724527162591701, -0.8735931767442077], 'radius': 2.073539859898564}, 'confidence': 0.99889750225881, 'timestamp': 182250.492762, 'diameter_3d': 4.147079719797128, 'ellipse': {'center': [158.93463444748036, 152.5281657931474], 'axes': [35.45877259000917, 42.86203509378927], 'angle': -77.58119725977159}, 'location': [158.93463444748036, 152.5281657931474], 'diameter': 42.86203509378927, 'sphere': {'center': [1.2842348121857852, -2.4691709503755, 43.31903105184038], 'radius': 12.0}, 'projected_sphere': {'center': [170.05484043134268, 100.66777222657876], 'axes': [187.9065791259008, 187.9065791259008], 'angle': 90.0}, 'model_confidence': 0.8843967896762006, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.0628679250894275, 'phi': -1.7036180016963314, 'norm_pos': [0.49667073264837613, 0.3644659758618859], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857060.9220538,"{'circle_3d': {'center': [-0.12225077447501342, 3.1890480691586696, 32.830639572614544], 'normal': [-0.1172071322217332, 0.4715182516278475, -0.87403262326882], 'radius': 2.051431699220679}, 'confidence': 0.9999991828355611, 'timestamp': 182250.501162, 'diameter_3d': 4.102863398441358, 'ellipse': {'center': [158.87168120149101, 152.4292716020072], 'axes': [35.113665219800744, 42.41129525558001], 'angle': -77.49426120617089}, 'location': [158.87168120149101, 152.4292716020072], 'diameter': 42.41129525558001, 'sphere': {'center': [1.2842348121857852, -2.4691709503755, 43.31903105184038], 'radius': 12.0}, 'projected_sphere': {'center': [170.05484043134268, 100.66777222657876], 'axes': [187.9065791259008, 187.9065791259008], 'angle': 90.0}, 'model_confidence': 0.8849291396505254, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.0618079681769212, 'phi': -1.7041003362307037, 'norm_pos': [0.49647400375465944, 0.36487803499163673], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857060.930079,"{'circle_3d': {'center': [-0.1381484678715681, 3.2089417920782077, 32.84354244802824], 'normal': [-0.11853194000477943, 0.47317606187114236, -0.872957383651012], 'radius': 2.040822998842126}, 'confidence': 0.9890016442650046, 'timestamp': 182250.509562, 'diameter_3d': 4.081645997684252, 'ellipse': {'center': [158.70770466877843, 152.62667229461633], 'axes': [34.85223739853245, 42.175232509047504], 'angle': -77.36985143196773}, 'location': [158.70770466877843, 152.62667229461633], 'diameter': 42.175232509047504, 'sphere': {'center': [1.2842348121857852, -2.4691709503755, 43.31903105184038], 'radius': 12.0}, 'projected_sphere': {'center': [170.05484043134268, 100.66777222657876], 'axes': [187.9065791259008, 187.9065791259008], 'angle': 90.0}, 'model_confidence': 0.8851381797753466, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.063688824777621, 'phi': -1.7057530237172056, 'norm_pos': [0.4959615770899326, 0.36405553210576536], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857060.938046,"{'circle_3d': {'center': [-0.14013677855776296, 3.217361897785194, 32.848381132266525], 'normal': [-0.11869763256196235, 0.4738777373467245, -0.8725541599644884], 'radius': 2.0161426487402827}, 'confidence': 0.9992159164843663, 'timestamp': 182250.517962, 'diameter_3d': 4.032285297480565, 'ellipse': {'center': [158.68421674118827, 152.72079264026715], 'axes': [34.4002497092088, 41.65864329493132], 'angle': -77.36747495824063}, 'location': [158.68421674118827, 152.72079264026715], 'diameter': 41.65864329493132, 'sphere': {'center': [1.2842348121857852, -2.4691709503755, 43.31903105184038], 'radius': 12.0}, 'projected_sphere': {'center': [170.05484043134268, 100.66777222657876], 'axes': [187.9065791259008, 187.9065791259008], 'angle': 90.0}, 'model_confidence': 0.885434144728503, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.0644854777700163, 'phi': -1.7060010829522423, 'norm_pos': [0.4958881773162133, 0.3636633639988869], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857060.9460921,"{'circle_3d': {'center': [-0.14087995908718365, 3.217022060166511, 32.84829769951196], 'normal': [-0.11875956427274739, 0.4738494175451676, -0.872561112694035], 'radius': 2.0586942493641587}, 'confidence': 0.9918283294208334, 'timestamp': 182250.526362, 'diameter_3d': 4.117388498728317, 'ellipse': {'center': [158.68220583074972, 152.69608867744734], 'axes': [35.12821549756808, 42.538785047277095], 'angle': -77.359047325776}, 'location': [158.68220583074972, 152.69608867744734], 'diameter': 42.538785047277095, 'sphere': {'center': [1.2842348121857852, -2.4691709503755, 43.31903105184038], 'radius': 12.0}, 'projected_sphere': {'center': [170.05484043134268, 100.66777222657876], 'axes': [187.9065791259008, 187.9065791259008], 'angle': 90.0}, 'model_confidence': 0.8848774166036466, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.0644533180411346, 'phi': -1.7060697053937504, 'norm_pos': [0.4958818932210929, 0.3637662971773028], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857060.9543061,"{'circle_3d': {'center': [-0.08599668337924582, 3.2454000448845077, 32.85642411146961], 'normal': [-0.11418595796375258, 0.47621424960500064, -0.8718839116975643], 'radius': 2.0467172596726253}, 'confidence': 0.9854714721083586, 'timestamp': 182250.534762, 'diameter_3d': 4.093434519345251, 'ellipse': {'center': [159.24261118631009, 152.98522466732354], 'axes': [34.86810218478665, 42.281230029840685], 'angle': -77.99933811740014}, 'location': [159.24261118631009, 152.98522466732354], 'diameter': 42.281230029840685, 'sphere': {'center': [1.2842348121857852, -2.4691709503755, 43.31903105184038], 'radius': 12.0}, 'projected_sphere': {'center': [170.05484043134268, 100.66777222657876], 'axes': [187.9065791259008, 187.9065791259008], 'angle': 90.0}, 'model_confidence': 0.8850680647633058, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.067140724572354, 'phi': -1.7010198168602497, 'norm_pos': [0.497633159957219, 0.3625615638861519], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857060.9620721,"{'circle_3d': {'center': [-0.07705249563916672, 3.2440246667511934, 32.854505610808715], 'normal': [-0.11344060898541265, 0.47609963476055783, -0.872043786752639], 'radius': 2.0267967314220394}, 'confidence': 0.9996858249407313, 'timestamp': 182250.543162, 'diameter_3d': 4.053593462844079, 'ellipse': {'center': [159.331649081158, 152.982907780185], 'axes': [34.539294722269055, 41.87183340254478], 'angle': -78.09075974467812}, 'location': [159.331649081158, 152.982907780185], 'diameter': 41.87183340254478, 'sphere': {'center': [1.2842348121857852, -2.4691709503755, 43.31903105184038], 'radius': 12.0}, 'projected_sphere': {'center': [170.05484043134268, 100.66777222657876], 'axes': [187.9065791259008, 187.9065791259008], 'angle': 90.0}, 'model_confidence': 0.8851362022036291, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.067010385685743, 'phi': -1.7001558115175417, 'norm_pos': [0.4979114033786187, 0.3625712175825625], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857060.970117,"{'circle_3d': {'center': [-0.09389547884910043, 3.256384856332935, 32.86346948848094], 'normal': [-0.11484419091957379, 0.4771296505590363, -0.8712967969466204], 'radius': 2.0170221675792135}, 'confidence': 0.999186509709562, 'timestamp': 182250.551562, 'diameter_3d': 4.034044335158427, 'ellipse': {'center': [159.15804191340618, 153.1060569325156], 'axes': [34.31841337735797, 41.65831735086345], 'angle': -77.93905283829744}, 'location': [159.15804191340618, 153.1060569325156], 'diameter': 41.65831735086345, 'sphere': {'center': [1.2842348121857852, -2.4691709503755, 43.31903105184038], 'radius': 12.0}, 'projected_sphere': {'center': [170.05484043134268, 100.66777222657876], 'axes': [187.9065791259008, 187.9065791259008], 'angle': 90.0}, 'model_confidence': 0.8854802684572949, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.0681820401813424, 'phi': -1.7018492122110251, 'norm_pos': [0.4973688809793943, 0.36205809611451834], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857060.978514,"{'circle_3d': {'center': [-0.13177599198804812, 3.264906895222688, 32.87320582531649], 'normal': [-0.11800090034781945, 0.47783982046651563, -0.8704854355436581], 'radius': 2.062427475623472}, 'confidence': 0.9974143935933845, 'timestamp': 182250.559962, 'diameter_3d': 4.124854951246944, 'ellipse': {'center': [158.7763855936333, 153.1614521390528], 'axes': [35.0340450890414, 42.58414602838807], 'angle': -77.55987246453334}, 'location': [158.7763855936333, 153.1614521390528], 'diameter': 42.58414602838807, 'sphere': {'center': [1.2842348121857852, -2.4691709503755, 43.31903105184038], 'radius': 12.0}, 'projected_sphere': {'center': [170.05484043134268, 100.66777222657876], 'axes': [187.9065791259008, 187.9065791259008], 'angle': 90.0}, 'model_confidence': 0.8848438512678358, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.068990300570324, 'phi': -1.7055326156481103, 'norm_pos': [0.49617620498010406, 0.3618272827539466], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
