eye_packets,773
norm_X,norm_Y,phi,theta,confidence,timestamp
1603857116.782042,"{'circle_3d': {'center': [-0.08615509314283898, 3.3385990067823053, 34.45055868483887], 'normal': [-0.14330551951790643, 0.48171739586030465, -0.8645298598667772], 'radius': 2.0929530720382594}, 'confidence': 0.8465468143551286, 'timestamp': 182306.361162, 'diameter_3d': 4.185906144076519, 'ellipse': {'center': [159.3062494826423, 152.37717662807316], 'axes': [33.71194752927848, 41.239244328267816], 'angle': -75.22555231754383}, 'location': [159.3062494826423, 152.37717662807316], 'diameter': 41.239244328267816, 'sphere': {'center': [1.6335111410720382, -2.4420097435413504, 44.824917003240195], 'radius': 12.0}, 'projected_sphere': {'center': [172.35981826669433, 101.52274822205398], 'axes': [181.59388751152844, 181.59388751152844], 'angle': 90.0}, 'model_confidence': 0.9362954741405694, 'model_id': 37, 'model_birth_timestamp': 182270.820762, 'theta': 2.0734097528161968, 'phi': -1.7350638945493373, 'norm_pos': [0.4978320296332572, 0.3650950973830285], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857116.791075,"{'circle_3d': {'center': [-0.09957829725744327, 3.349501915254027, 34.45887659695255], 'normal': [-0.14442411986079012, 0.4826259715662814, -0.8638367005239701], 'radius': 2.1057900318201077}, 'confidence': 0.9994356178593655, 'timestamp': 182306.369562, 'diameter_3d': 4.211580063640215, 'ellipse': {'center': [159.17713289859077, 152.47041408496415], 'axes': [33.870426568935784, 41.482377916648915], 'angle': -75.11690114085656}, 'location': [159.17713289859077, 152.47041408496415], 'diameter': 41.482377916648915, 'sphere': {'center': [1.6335111410720382, -2.4420097435413504, 44.824917003240195], 'radius': 12.0}, 'projected_sphere': {'center': [172.35981826669433, 101.52274822205398], 'axes': [181.59388751152844, 181.59388751152844], 'angle': 90.0}, 'model_confidence': 0.9362764522503397, 'model_id': 37, 'model_birth_timestamp': 182270.820762, 'theta': 2.0744468489226056, 'phi': -1.7364533189366884, 'norm_pos': [0.49742854030809613, 0.3647066079793161], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857116.798025,"{'circle_3d': {'center': [-0.09138116801819174, 3.3634953583935228, 34.46533896967871], 'normal': [-0.14374102575751915, 0.48379209182790606, -0.8632981694634567], 'radius': 2.1362040187516533}, 'confidence': 0.9923856243624477, 'timestamp': 182306.377962, 'diameter_3d': 4.272408037503307, 'ellipse': {'center': [159.2617065790176, 152.58691872614062], 'axes': [34.32033713200569, 42.0743899584123], 'angle': -75.23472930335065}, 'location': [159.2617065790176, 152.58691872614062], 'diameter': 42.0743899584123, 'sphere': {'center': [1.6335111410720382, -2.4420097435413504, 44.824917003240195], 'radius': 12.0}, 'projected_sphere': {'center': [172.35981826669433, 101.52274822205398], 'axes': [181.59388751152844, 181.59388751152844], 'angle': 90.0}, 'model_confidence': 0.9363558696684371, 'model_id': 37, 'model_birth_timestamp': 182270.820762, 'theta': 2.0757787892385555, 'phi': -1.7357849572286181, 'norm_pos': [0.49769283305943, 0.36422117197441406], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857116.8059862,"{'circle_3d': {'center': [-0.08649274605739055, 3.322852851509078, 34.44185647715021], 'normal': [-0.14333365726078573, 0.48040521625420235, -0.8652550438408324], 'radius': 2.112563360641846}, 'confidence': 0.9999782129613696, 'timestamp': 182306.386362, 'diameter_3d': 4.225126721283692, 'ellipse': {'center': [159.30586395863625, 152.22162553455888], 'axes': [34.08098248227896, 41.63639333387421], 'angle': -75.18286492195973}, 'location': [159.30586395863625, 152.22162553455888], 'diameter': 41.63639333387421, 'sphere': {'center': [1.6335111410720382, -2.4420097435413504, 44.824917003240195], 'radius': 12.0}, 'projected_sphere': {'center': [172.35981826669433, 101.52274822205398], 'axes': [181.59388751152844, 181.59388751152844], 'angle': 90.0}, 'model_confidence': 0.9365108435130498, 'model_id': 37, 'model_birth_timestamp': 182270.820762, 'theta': 2.0719130043709306, 'phi': -1.7349603308126345, 'norm_pos': [0.49783082487073826, 0.36574322693933803], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857116.814131,"{'circle_3d': {'center': [-0.0746303468960241, 3.3405644120173323, 34.44975007482179], 'normal': [-0.14234512399733854, 0.4818811796298902, -0.8645972440348672], 'radius': 2.1496614599610537}, 'confidence': 0.995312246998782, 'timestamp': 182306.394762, 'diameter_3d': 4.2993229199221075, 'ellipse': {'center': [159.4272182984498, 152.370046591759], 'axes': [34.6309272710983, 42.3588183170676], 'angle': -75.34765348414888}, 'location': [159.4272182984498, 152.370046591759], 'diameter': 42.3588183170676, 'sphere': {'center': [1.6335111410720382, -2.4420097435413504, 44.824917003240195], 'radius': 12.0}, 'projected_sphere': {'center': [172.35981826669433, 101.52274822205398], 'axes': [181.59388751152844, 181.59388751152844], 'angle': 90.0}, 'model_confidence': 0.9369119240995816, 'model_id': 37, 'model_birth_timestamp': 182270.820762, 'theta': 2.073596660506181, 'phi': -1.7339700272111824, 'norm_pos': [0.4982100571826556, 0.3651248058676708], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857116.8223832,"{'circle_3d': {'center': [-0.06099218641853699, 3.353820403870697, 34.45491163316092], 'normal': [-0.1412086106242146, 0.4829858456176706, -0.8641671141732731], 'radius': 2.1127396912226875}, 'confidence': 0.9994682181699313, 'timestamp': 182306.403162, 'diameter_3d': 4.225479382445375, 'ellipse': {'center': [159.55480476944737, 152.51268543936237], 'axes': [34.00244799652533, 41.62457385901825], 'angle': -75.51833508784331}, 'location': [159.55480476944737, 152.51268543936237], 'diameter': 41.62457385901825, 'sphere': {'center': [1.6335111410720382, -2.4420097435413504, 44.824917003240195], 'radius': 12.0}, 'projected_sphere': {'center': [172.35981826669433, 101.52274822205398], 'axes': [181.59388751152844, 181.59388751152844], 'angle': 90.0}, 'model_confidence': 0.937213199736664, 'model_id': 37, 'model_birth_timestamp': 182270.820762, 'theta': 2.0748577919420597, 'phi': -1.7327691269079855, 'norm_pos': [0.49860876490452305, 0.3645304773359901], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857116.8299992,"{'circle_3d': {'center': [-0.0813668733271049, 3.3268858510153883, 34.443248687654574], 'normal': [-0.1429065011999286, 0.4807412995463949, -0.8651390262988015], 'radius': 2.105762379425002}, 'confidence': 0.9968392183572439, 'timestamp': 182306.411562, 'diameter_3d': 4.211524758850004, 'ellipse': {'center': [159.35490332494564, 152.26303503264228], 'axes': [33.96216573967304, 41.50062691245203], 'angle': -75.24504746119837}, 'location': [159.35490332494564, 152.26303503264228], 'diameter': 41.50062691245203, 'sphere': {'center': [1.6335111410720382, -2.4420097435413504, 44.824917003240195], 'radius': 12.0}, 'projected_sphere': {'center': [172.35981826669433, 101.52274822205398], 'axes': [181.59388751152844, 181.59388751152844], 'angle': 90.0}, 'model_confidence': 0.9371497159479492, 'model_id': 37, 'model_birth_timestamp': 182270.820762, 'theta': 2.0722962434826586, 'phi': -1.7345013618875003, 'norm_pos': [0.4979840728904551, 0.36557068736399045], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857116.838579,"{'circle_3d': {'center': [-0.05610272565726104, 3.3512108312201003, 34.45265590194137], 'normal': [-0.14080115556077494, 0.4827683812301209, -0.8643550917749019], 'radius': 2.1074347997723923}, 'confidence': 0.9995381461634731, 'timestamp': 182306.419962, 'diameter_3d': 4.214869599544785, 'ellipse': {'center': [159.6017725729073, 152.49167038004705], 'axes': [33.9299896407222, 41.52269956856743], 'angle': -75.56157155701052}, 'location': [159.6017725729073, 152.49167038004705], 'diameter': 41.52269956856743, 'sphere': {'center': [1.6335111410720382, -2.4420097435413504, 44.824917003240195], 'radius': 12.0}, 'projected_sphere': {'center': [172.35981826669433, 101.52274822205398], 'axes': [181.59388751152844, 181.59388751152844], 'angle': 90.0}, 'model_confidence': 0.9371583330185729, 'model_id': 37, 'model_birth_timestamp': 182270.820762, 'theta': 2.0746094565104616, 'phi': -1.7322753362392733, 'norm_pos': [0.4987555392903353, 0.36461804008313725], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857116.846912,"{'circle_3d': {'center': [-0.07068626999265781, 3.3459067764493304, 34.452080672624575], 'normal': [-0.142016450922058, 0.48232637666589007, -0.8644030275513018], 'radius': 2.1118246543638275}, 'confidence': 0.9354065383230887, 'timestamp': 182306.428362, 'diameter_3d': 4.223649308727655, 'ellipse': {'center': [159.4600560565162, 152.43830506481092], 'axes': [34.00575250904093, 41.60979690762889], 'angle': -75.40065304041408}, 'location': [159.4600560565162, 152.43830506481092], 'diameter': 41.60979690762889, 'sphere': {'center': [1.6335111410720382, -2.4420097435413504, 44.824917003240195], 'radius': 12.0}, 'projected_sphere': {'center': [172.35981826669433, 101.52274822205398], 'axes': [181.59388751152844, 181.59388751152844], 'angle': 90.0}, 'model_confidence': 0.9372308233984383, 'model_id': 37, 'model_birth_timestamp': 182270.820762, 'theta': 2.074104810113848, 'phi': -1.7336358269304484, 'norm_pos': [0.49831267517661315, 0.36484039556328784], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857116.853747,"{'circle_3d': {'center': [-0.017325135257944435, 3.348447027138851, 34.44487124343563], 'normal': [-0.13756968969416522, 0.4825380642233501, -0.8650038133170472], 'radius': 2.118657587137237}, 'confidence': 0.9415772226703589, 'timestamp': 182306.436762, 'diameter_3d': 4.237315174274474, 'ellipse': {'center': [159.98208404728226, 152.46604921222655], 'axes': [34.154146818400584, 41.75379558782935], 'angle': -75.9493667179708}, 'location': [159.98208404728226, 152.46604921222655], 'diameter': 41.75379558782935, 'sphere': {'center': [1.6335111410720382, -2.4420097435413504, 44.824917003240195], 'radius': 12.0}, 'projected_sphere': {'center': [172.35981826669433, 101.52274822205398], 'axes': [181.59388751152844, 181.59388751152844], 'angle': 90.0}, 'model_confidence': 0.9374321616043679, 'model_id': 37, 'model_birth_timestamp': 182270.820762, 'theta': 2.0743464809779764, 'phi': -1.7285148289179992, 'norm_pos': [0.49994401264775706, 0.3647247949490561], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857116.866231,"{'circle_3d': {'center': [-0.05966877567694184, 3.3769329629144162, 34.46764672828343], 'normal': [-0.14109832639574835, 0.48491189220464725, -0.8631058562463977], 'radius': 2.0953573441287268}, 'confidence': 0.9990773875039988, 'timestamp': 182306.445162, 'diameter_3d': 4.1907146882574535, 'ellipse': {'center': [159.56509262315498, 152.73548490231045], 'axes': [33.645863941507415, 41.26673452515162], 'angle': -75.58760762024578}, 'location': [159.56509262315498, 152.73548490231045], 'diameter': 41.26673452515162, 'sphere': {'center': [1.6335111410720382, -2.4420097435413504, 44.824917003240195], 'radius': 12.0}, 'projected_sphere': {'center': [172.35981826669433, 101.52274822205398], 'axes': [181.59388751152844, 181.59388751152844], 'angle': 90.0}, 'model_confidence': 0.9372455084394216, 'model_id': 37, 'model_birth_timestamp': 182270.820762, 'theta': 2.077058746722956, 'phi': -1.7328403665580903, 'norm_pos': [0.4986409144473593, 0.3636021462403731], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
