eye_packets,761
norm_X,norm_Y,phi,theta,confidence,timestamp
1596587934.633012,"{'circle_3d': {'center': [-0.5077822484263625, -0.47741285426430835, 5.6261328751440285], 'normal': [0.09861337368525198, -0.7610322307204921, -0.6411749732600334], 'radius': 0.9288031349156621}, 'confidence': 0.020951851960799274, 'timestamp': 160802.769495, 'diameter_3d': 1.8576062698313243, 'ellipse': {'center': [102.04381274993568, 74.9105737888024], 'axes': [121.25363697433552, 207.31978648386945], 'angle': -86.5859605058124}, 'location': [102.04381274993568, 74.9105737888024], 'diameter': 207.31978648386945, 'sphere': {'center': [-1.6911427326493864, 8.654973914381596, 13.320232554264429], 'radius': 12.0}, 'projected_sphere': {'center': [81.28452037371201, 522.8521127582458], 'axes': [1117.0976136776394, 1117.0976136776394], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 11, 'model_birth_timestamp': 160672.759298, 'theta': 0.705893498271353, 'phi': -1.4181910755809792, 'norm_pos': [0.31888691484354903, 0.6878726092133234], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596587934.723329,"{'circle_3d': {'center': [-0.8264924723534277, 0.46582625650465914, 4.591530441988009], 'normal': [0.07205418835799655, -0.6824289714897447, -0.7273918426897015], 'radius': 0.9285623594872275}, 'confidence': 0.019257808505815585, 'timestamp': 160802.861895, 'diameter_3d': 1.857124718974455, 'ellipse': {'center': [44.85103030078983, 196.97055283888605], 'axes': [203.16524228953602, 258.0111285099607], 'angle': 81.56915391629329}, 'location': [44.85103030078983, 196.97055283888605], 'diameter': 258.0111285099607, 'sphere': {'center': [-1.6911427326493864, 8.654973914381596, 13.320232554264429], 'radius': 12.0}, 'projected_sphere': {'center': [81.28452037371201, 522.8521127582458], 'axes': [1117.0976136776394, 1117.0976136776394], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 11, 'model_birth_timestamp': 160672.759298, 'theta': 0.8197157998474585, 'phi': -1.4720601522046364, 'norm_pos': [0.14015946968996823, 0.17928936317130817], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596587934.732254,"{'circle_3d': {'center': [-0.521844029731706, -0.017106919584108482, 5.108792086689952], 'normal': [0.09744155857647335, -0.7226734028304753, -0.6842867056312063], 'radius': 0.9294336639402548}, 'confidence': 0.05222344241161965, 'timestamp': 160802.870295, 'diameter_3d': 1.8588673278805097, 'ellipse': {'center': [94.14194514807666, 128.2163276392213], 'axes': [158.01322953771182, 228.8288709705804], 'angle': -88.01545001459979}, 'location': [94.14194514807666, 128.2163276392213], 'diameter': 228.8288709705804, 'sphere': {'center': [-1.6911427326493864, 8.654973914381596, 13.320232554264429], 'radius': 12.0}, 'projected_sphere': {'center': [81.28452037371201, 522.8521127582458], 'axes': [1117.0976136776394, 1117.0976136776394], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 11, 'model_birth_timestamp': 160672.759298, 'theta': 0.7631339594685219, 'phi': -1.4293485445358134, 'norm_pos': [0.29419357858773953, 0.4657653015032446], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596587934.739576,"{'circle_3d': {'center': [-0.5842647400137673, 0.359037866279289, 4.720682205832507], 'normal': [0.09223983271963493, -0.6913280040085256, -0.7166291957026601], 'radius': 0.9292737222929758}, 'confidence': 0.0330648159786207, 'timestamp': 160802.878695, 'diameter_3d': 1.8585474445859516, 'ellipse': {'center': [80.17157550801376, 180.19233048278045], 'axes': [192.65656103805935, 248.41443013688126], 'angle': 88.61127781109646}, 'location': [80.17157550801376, 180.19233048278045], 'diameter': 248.41443013688126, 'sphere': {'center': [-1.6911427326493864, 8.654973914381596, 13.320232554264429], 'radius': 12.0}, 'projected_sphere': {'center': [81.28452037371201, 522.8521127582458], 'axes': [1117.0976136776394, 1117.0976136776394], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 11, 'model_birth_timestamp': 160672.759298, 'theta': 0.8074709229035384, 'phi': -1.442786676094818, 'norm_pos': [0.250536173462543, 0.24919862298841478], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596587934.7513611,"{'circle_3d': {'center': [-0.15647350596086929, -0.0851336814870507, 5.24215669566453], 'normal': [0.12788910222404307, -0.7283422996557205, -0.6731729882166582], 'radius': 0.9287026566268378}, 'confidence': 0.0527795143778228, 'timestamp': 160802.887095, 'diameter_3d': 1.8574053132536756, 'ellipse': {'center': [139.46587801683648, 119.46270821050719], 'axes': [148.5958284222335, 221.70487610645716], 'angle': -81.7170134249681}, 'location': [139.46587801683648, 119.46270821050719], 'diameter': 221.70487610645716, 'sphere': {'center': [-1.6911427326493864, 8.654973914381596, 13.320232554264429], 'radius': 12.0}, 'projected_sphere': {'center': [81.28452037371201, 522.8521127582458], 'axes': [1117.0976136776394, 1117.0976136776394], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 11, 'model_birth_timestamp': 160672.759298, 'theta': 0.7548967437245657, 'phi': -1.3830541166130064, 'norm_pos': [0.435830868802614, 0.5022387157895534], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596587934.7596831,"{'circle_3d': {'center': [-0.12794927085986774, -0.1326077372305825, 5.299332672251971], 'normal': [0.13026612181579322, -0.7322984709676815, -0.6684083235010382], 'radius': 0.9291641800518695}, 'confidence': 0.11081583204989283, 'timestamp': 160802.895495, 'diameter_3d': 1.858328360103739, 'ellipse': {'center': [143.08312977428395, 113.70805674384579], 'axes': [144.42329895358395, 219.37590777636598], 'angle': -81.32001650973542}, 'location': [143.08312977428395, 113.70805674384579], 'diameter': 219.37590777636598, 'sphere': {'center': [-1.6911427326493864, 8.654973914381596, 13.320232554264429], 'radius': 12.0}, 'projected_sphere': {'center': [81.28452037371201, 522.8521127582458], 'axes': [1117.0976136776394, 1117.0976136776394], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 11, 'model_birth_timestamp': 160672.759298, 'theta': 0.7491052517892731, 'phi': -1.378318987911272, 'norm_pos': [0.44713478054463734, 0.5262164302339759], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596587934.767533,"{'circle_3d': {'center': [-0.19926426403939446, -0.0441099648801373, 5.190027249570917], 'normal': [0.12432320571749933, -0.7249236566051445, -0.6775171087244592], 'radius': 0.9295500168706445}, 'confidence': 0.08537146569929856, 'timestamp': 160802.903895, 'diameter_3d': 1.859100033741289, 'ellipse': {'center': [134.07074588263174, 124.57818394387007], 'axes': [152.69082971369247, 224.2178644640737], 'angle': -82.39096247708036}, 'location': [134.07074588263174, 124.57818394387007], 'diameter': 224.2178644640737, 'sphere': {'center': [-1.6911427326493864, 8.654973914381596, 13.320232554264429], 'radius': 12.0}, 'projected_sphere': {'center': [81.28452037371201, 522.8521127582458], 'axes': [1117.0976136776394, 1117.0976136776394], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 11, 'model_birth_timestamp': 160672.759298, 'theta': 0.7598727696288687, 'phi': -1.389317000434749, 'norm_pos': [0.4189710808832242, 0.48092423356720804], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596587934.775319,"{'circle_3d': {'center': [-0.05160395672814855, -0.13249771069287775, 5.314468690599599], 'normal': [0.13662823132676985, -0.7322893020895396, -0.667146988638736], 'radius': 0.9282869034766926}, 'confidence': 0.07486836438147962, 'timestamp': 160802.912295, 'diameter_3d': 1.8565738069533853, 'ellipse': {'center': [152.12212616717017, 113.67687326686999], 'axes': [143.24353933732766, 218.47151102004756], 'angle': -80.13046528931419}, 'location': [152.12212616717017, 113.67687326686999], 'diameter': 218.47151102004756, 'sphere': {'center': [-1.6911427326493864, 8.654973914381596, 13.320232554264429], 'radius': 12.0}, 'projected_sphere': {'center': [81.28452037371201, 522.8521127582458], 'axes': [1117.0976136776394, 1117.0976136776394], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 11, 'model_birth_timestamp': 160672.759298, 'theta': 0.749118715856454, 'phi': -1.3687946661198833, 'norm_pos': [0.47538164427240676, 0.5263463613880417], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596587934.783189,"{'circle_3d': {'center': [-0.1440629187331266, -0.12622305420368818, 5.2892224155408165], 'normal': [0.128923317826355, -0.7317664140487737, -0.6692508448936344], 'radius': 0.9290022943279417}, 'confidence': 0.10704408566431077, 'timestamp': 160802.920695, 'diameter_3d': 1.8580045886558834, 'ellipse': {'center': [141.14151923113366, 114.47718484551343], 'axes': [145.1241382296703, 219.77809108669044], 'angle': -81.56564658184423}, 'location': [141.14151923113366, 114.47718484551343], 'diameter': 219.77809108669044, 'sphere': {'center': [-1.6911427326493864, 8.654973914381596, 13.320232554264429], 'radius': 12.0}, 'projected_sphere': {'center': [81.28452037371201, 522.8521127582458], 'axes': [1117.0976136776394, 1117.0976136776394], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 11, 'model_birth_timestamp': 160672.759298, 'theta': 0.7498862301925874, 'phi': -1.3804892805134077, 'norm_pos': [0.44106724759729266, 0.5230117298103607], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596587934.791102,"{'circle_3d': {'center': [-0.1389151049000792, -0.12671294539526023, 5.290751544356365], 'normal': [0.1293523023124423, -0.7318072383147382, -0.6691234174923388], 'radius': 0.9287323165854067}, 'confidence': 0.08811946610435162, 'timestamp': 160802.929095, 'diameter_3d': 1.8574646331708133, 'ellipse': {'center': [141.75714150683172, 114.41089101874047], 'axes': [144.97426608822204, 219.64279033102338], 'angle': -81.4848863937007}, 'location': [141.75714150683172, 114.41089101874047], 'diameter': 219.64279033102338, 'sphere': {'center': [-1.6911427326493864, 8.654973914381596, 13.320232554264429], 'radius': 12.0}, 'projected_sphere': {'center': [81.28452037371201, 522.8521127582458], 'axes': [1117.0976136776394, 1117.0976136776394], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 11, 'model_birth_timestamp': 160672.759298, 'theta': 0.7498263296003129, 'phi': -1.379835815647126, 'norm_pos': [0.4429910672088491, 0.5232879540885813], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596587934.798979,"{'circle_3d': {'center': [-0.1404168132510184, -0.1272054365644273, 5.291000027383458], 'normal': [0.129227159949864, -0.731848279245502, -0.6691027105734143], 'radius': 0.9282171337451836}, 'confidence': 0.06569983090939356, 'timestamp': 160802.937495, 'diameter_3d': 1.856434267490367, 'ellipse': {'center': [141.58297099782007, 114.34179470933734], 'axes': [144.87056009809987, 219.51035571349976], 'angle': -81.50915903392895}, 'location': [141.58297099782007, 114.34179470933734], 'diameter': 219.51035571349976, 'sphere': {'center': [-1.6911427326493864, 8.654973914381596, 13.320232554264429], 'radius': 12.0}, 'projected_sphere': {'center': [81.28452037371201, 522.8521127582458], 'axes': [1117.0976136776394, 1117.0976136776394], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 11, 'model_birth_timestamp': 160672.759298, 'theta': 0.7497661072164468, 'phi': -1.3800103468454863, 'norm_pos': [0.44244678436818774, 0.5235758553777611], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596587934.807991,"{'circle_3d': {'center': [-0.061715153480387475, -0.12770052720056313, 5.307143548305307], 'normal': [0.13578563159741658, -0.7318895367985133, -0.6677574171632602], 'radius': 0.9293962984647148}, 'confidence': 0.09196377425666427, 'timestamp': 160802.945895, 'diameter_3d': 1.8587925969294297, 'ellipse': {'center': [150.911744514398, 114.27687955707998], 'axes': [143.95145214264383, 219.0470520246895], 'angle': -80.27699145452881}, 'location': [150.911744514398, 114.27687955707998], 'diameter': 219.0470520246895, 'sphere': {'center': [-1.6911427326493864, 8.654973914381596, 13.320232554264429], 'radius': 12.0}, 'projected_sphere': {'center': [81.28452037371201, 522.8521127582458], 'axes': [1117.0976136776394, 1117.0976136776394], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 11, 'model_birth_timestamp': 160672.759298, 'theta': 0.7497055630407787, 'phi': -1.3701857810331122, 'norm_pos': [0.4715992016074938, 0.5238463351788334], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596587934.816034,"{'circle_3d': {'center': [-0.06879715333373526, -0.12819821678510657, 5.306252136546181], 'normal': [0.13519546494297094, -0.7319310109305586, -0.6678317014765206], 'radius': 0.9306111116243067}, 'confidence': 0.09354852078320743, 'timestamp': 160802.954295, 'diameter_3d': 1.8612222232486133, 'ellipse': {'center': [150.07051935150008, 114.24440267848416], 'axes': [144.20645709385457, 219.38019931343518], 'angle': -80.38819021570005}, 'location': [150.07051935150008, 114.24440267848416], 'diameter': 219.38019931343518, 'sphere': {'center': [-1.6911427326493864, 8.654973914381596, 13.320232554264429], 'radius': 12.0}, 'projected_sphere': {'center': [81.28452037371201, 522.8521127582458], 'axes': [1117.0976136776394, 1117.0976136776394], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 11, 'model_birth_timestamp': 160672.759298, 'theta': 0.7496446970737287, 'phi': -1.3710562711398573, 'norm_pos': [0.46897037297343774, 0.5239816555063159], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596587934.82301,"{'circle_3d': {'center': [-0.14946865517114438, -0.1286985048018554, 5.290890123448094], 'normal': [0.1284728397898535, -0.7319727015986208, -0.6691118692346945], 'radius': 0.929682358237174}, 'confidence': 0.07422192311142023, 'timestamp': 160802.962695, 'diameter_3d': 1.859364716474348, 'ellipse': {'center': [140.50692458153648, 114.19535480207], 'axes': [145.1023141264586, 219.87916673761848], 'angle': -81.65403743447081}, 'location': [140.50692458153648, 114.19535480207], 'diameter': 219.87916673761848, 'sphere': {'center': [-1.6911427326493864, 8.654973914381596, 13.320232554264429], 'radius': 12.0}, 'projected_sphere': {'center': [81.28452037371201, 522.8521127582458], 'axes': [1117.0976136776394, 1117.0976136776394], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 11, 'model_birth_timestamp': 160672.759298, 'theta': 0.7495835093150872, 'phi': -1.3810999304366887, 'norm_pos': [0.4390841393173015, 0.5241860216580416], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596587934.835537,"{'circle_3d': {'center': [-0.14435028445637998, -0.12920139073010795, 5.292424800507568], 'normal': [0.12889937068275054, -0.7320146087593087, -0.6689839794797384], 'radius': 0.9289414082178759}, 'confidence': 0.11061150039125052, 'timestamp': 160802.971095, 'diameter_3d': 1.8578828164357517, 'ellipse': {'center': [141.12112467350119, 114.11806549804307], 'axes': [144.87629082048954, 219.63017351862678], 'angle': -81.57373775727282}, 'location': [141.12112467350119, 114.11806549804307], 'diameter': 219.63017351862678, 'sphere': {'center': [-1.6911427326493864, 8.654973914381596, 13.320232554264429], 'radius': 12.0}, 'projected_sphere': {'center': [81.28452037371201, 522.8521127582458], 'axes': [1117.0976136776394, 1117.0976136776394], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 11, 'model_birth_timestamp': 160672.759298, 'theta': 0.749521999764854, 'phi': -1.3804497002968237, 'norm_pos': [0.4410035146046912, 0.5245080604248206], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596587934.8445299,"{'circle_3d': {'center': [0.014351192602268137, -0.12970687404813042, 5.325191971733071], 'normal': [0.14212449377097122, -0.732056732369144, -0.6662533818776133], 'radius': 0.9291520749502779}, 'confidence': 0.07154867599957952, 'timestamp': 160802.979495, 'diameter_3d': 1.8583041499005557, 'ellipse': {'center': [159.88154805354748, 114.0031645528452], 'axes': [142.62296594617914, 218.2136358850902], 'angle': -79.11121363258256}, 'location': [159.88154805354748, 114.0031645528452], 'diameter': 218.2136358850902, 'sphere': {'center': [-1.6911427326493864, 8.654973914381596, 13.320232554264429], 'radius': 12.0}, 'projected_sphere': {'center': [81.28452037371201, 522.8521127582458], 'axes': [1117.0976136776394, 1117.0976136776394], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 11, 'model_birth_timestamp': 160672.759298, 'theta': 0.7494601684228143, 'phi': -1.3606274659386748, 'norm_pos': [0.4996298376673359, 0.524986814363145], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
