eye_packets,772
norm_X,norm_Y,phi,theta,confidence,timestamp
1596588481.316155,"{'circle_3d': {'center': [6.649145987791766, 2.8336188147941304, 84.81516407413808], 'normal': [0.1318981546828998, 0.488771101785385, -0.8623837236698909], 'radius': 2.4710044835589597}, 'confidence': 0.2202589530611097, 'timestamp': 161349.4505, 'diameter_3d': 4.9420089671179195, 'ellipse': {'center': [208.55605104061925, 140.4964322443609], 'axes': [30.140744915271608, 36.19835418417118], 'angle': 69.59207522453298}, 'location': [208.55605104061925, 140.4964322443609], 'diameter': 36.19835418417118, 'sphere': {'center': [5.066368131596968, -3.0316344066304897, 95.16376875817677], 'radius': 12.0}, 'projected_sphere': {'center': [193.00781676240857, 100.24864550197418], 'axes': [156.36202931193247, 156.36202931193247], 'angle': 90.0}, 'model_confidence': 0.7395070069381116, 'model_id': 78, 'model_birth_timestamp': 161312.608228, 'theta': 2.081476901694683, 'phi': -1.4190264426863222, 'norm_pos': [0.6517376595019352, 0.4145981989818296], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596588481.3253849,"{'circle_3d': {'center': [6.583212780764176, 2.810818147012851, 84.7924173289406], 'normal': [0.126403720763934, 0.48687104613694515, -0.864279285769681], 'radius': 2.4524532982356}, 'confidence': 0.18303407811519626, 'timestamp': 161349.4589, 'diameter_3d': 4.9049065964712, 'ellipse': {'center': [208.0898011657954, 140.33868932516052], 'axes': [30.01602202131659, 35.935896908495046], 'angle': 70.09402264645423}, 'location': [208.0898011657954, 140.33868932516052], 'diameter': 35.935896908495046, 'sphere': {'center': [5.066368131596968, -3.0316344066304897, 95.16376875817677], 'radius': 12.0}, 'projected_sphere': {'center': [193.00781676240857, 100.24864550197418], 'axes': [156.36202931193247, 156.36202931193247], 'angle': 90.0}, 'model_confidence': 0.7395070069381116, 'model_id': 78, 'model_birth_timestamp': 161312.608228, 'theta': 2.0793002933933433, 'phi': -1.4255726059929874, 'norm_pos': [0.6502806286431106, 0.41525546114516454], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596588481.3313248,"{'circle_3d': {'center': [6.743222495628505, 1.2758237238770835, 84.08974672931333], 'normal': [0.1397378636692947, 0.3589548442089643, -0.9228351690719528], 'radius': 2.5055661712438932}, 'confidence': 0.12644174400434802, 'timestamp': 161349.4673, 'diameter_3d': 5.0111323424877865, 'ellipse': {'center': [209.65384218548354, 129.22561942740344], 'axes': [33.42032529146371, 37.022033108191025], 'angle': 61.19177056735285}, 'location': [209.65384218548354, 129.22561942740344], 'diameter': 37.022033108191025, 'sphere': {'center': [5.066368131596968, -3.0316344066304897, 95.16376875817677], 'radius': 12.0}, 'projected_sphere': {'center': [193.00781676240857, 100.24864550197418], 'axes': [156.36202931193247, 156.36202931193247], 'angle': 90.0}, 'model_confidence': 0.7395070069381116, 'model_id': 78, 'model_birth_timestamp': 161312.608228, 'theta': 1.9379441949057385, 'phi': -1.4205156255980105, 'norm_pos': [0.6551682568296361, 0.4615599190524856], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596588481.3391738,"{'circle_3d': {'center': [6.689752793446162, 1.2573873726037377, 84.07463378664147], 'normal': [0.1352820551540995, 0.3574184816028523, -0.9240945809612752], 'radius': 2.469360271061843}, 'confidence': 0.1464633984862097, 'timestamp': 161349.4757, 'diameter_3d': 4.938720542123686, 'ellipse': {'center': [209.27225926670434, 129.09696964237955], 'axes': [33.00866292865904, 36.493463294849846], 'angle': 61.650854773393114}, 'location': [209.27225926670434, 129.09696964237955], 'diameter': 36.493463294849846, 'sphere': {'center': [5.066368131596968, -3.0316344066304897, 95.16376875817677], 'radius': 12.0}, 'projected_sphere': {'center': [193.00781676240857, 100.24864550197418], 'axes': [156.36202931193247, 156.36202931193247], 'angle': 90.0}, 'model_confidence': 0.7395070069381116, 'model_id': 78, 'model_birth_timestamp': 161312.608228, 'theta': 1.936298650148039, 'phi': -1.4254347193186896, 'norm_pos': [0.6539758102084511, 0.46209595982341856], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596588481.3478248,"{'circle_3d': {'center': [6.644683551360213, 1.2288369290557162, 84.05713540537657], 'normal': [0.1315262849802704, 0.3550392779738504, -0.9255527794000166], 'radius': 2.423399306419505}, 'confidence': 0.08384650589092857, 'timestamp': 161349.4841, 'diameter_3d': 4.84679861283901, 'ellipse': {'center': [208.95385510309626, 128.89553762644658], 'axes': [32.47151729094878, 35.821523250311614], 'angle': 61.96387351738594}, 'location': [208.95385510309626, 128.89553762644658], 'diameter': 35.821523250311614, 'sphere': {'center': [5.066368131596968, -3.0316344066304897, 95.16376875817677], 'radius': 12.0}, 'projected_sphere': {'center': [193.00781676240857, 100.24864550197418], 'axes': [156.36202931193247, 156.36202931193247], 'angle': 90.0}, 'model_confidence': 0.7395070069381116, 'model_id': 78, 'model_birth_timestamp': 161312.608228, 'theta': 1.9337524089369686, 'phi': -1.4296358065600256, 'norm_pos': [0.6529807971971758, 0.4629352598898059], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596588481.355435,"{'circle_3d': {'center': [6.70994903000007, 1.1907880530485606, 84.05207264991309], 'normal': [0.1369650748669252, 0.3518685383065876, -0.9259746756886407], 'radius': 2.477126792189959}, 'confidence': 0.14581140317207097, 'timestamp': 161349.4925, 'diameter_3d': 4.954253584379918, 'ellipse': {'center': [209.4329561821644, 128.60931382701582], 'axes': [33.19677534734256, 36.61809103639072], 'angle': 61.01301934431583}, 'location': [209.4329561821644, 128.60931382701582], 'diameter': 36.61809103639072, 'sphere': {'center': [5.066368131596968, -3.0316344066304897, 95.16376875817677], 'radius': 12.0}, 'projected_sphere': {'center': [193.00781676240857, 100.24864550197418], 'axes': [156.36202931193247, 156.36202931193247], 'angle': 90.0}, 'model_confidence': 0.7395070069381116, 'model_id': 78, 'model_birth_timestamp': 161312.608228, 'theta': 1.9303628795612737, 'phi': -1.4239466160062892, 'norm_pos': [0.6544779880692637, 0.4641278590541007], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596588481.3633852,"{'circle_3d': {'center': [6.220825803009962, 0.8132690866765842, 83.8551903942943], 'normal': [0.09620480595108284, 0.32040862444225604, -0.9423815303235393], 'radius': 2.49920475136635}, 'confidence': 0.0980234715500317, 'timestamp': 161349.5009, 'diameter_3d': 4.9984095027327, 'ellipse': {'center': [205.9495489915265, 125.8473576561568], 'axes': [34.38550765679496, 37.03021620522871], 'angle': 64.3202035654244}, 'location': [205.9495489915265, 125.8473576561568], 'diameter': 37.03021620522871, 'sphere': {'center': [5.066368131596968, -3.0316344066304897, 95.16376875817677], 'radius': 12.0}, 'projected_sphere': {'center': [193.00781676240857, 100.24864550197418], 'axes': [156.36202931193247, 156.36202931193247], 'angle': 90.0}, 'model_confidence': 0.7395070069381116, 'model_id': 78, 'model_birth_timestamp': 161312.608228, 'theta': 1.896957148959868, 'phi': -1.4690618697165838, 'norm_pos': [0.6435923405985203, 0.4756360097660133], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596588481.375526,"{'circle_3d': {'center': [3.1647158364181798, 3.83368150755142, 85.50710494779578], 'normal': [-0.15847102459823234, 0.5721096595151591, -0.8047219841984156], 'radius': 2.3802739656954115}, 'confidence': 0.9977211915053181, 'timestamp': 161349.5093, 'diameter_3d': 4.760547931390823, 'ellipse': {'center': [183.0144633092213, 147.58382835927145], 'axes': [27.073788158475587, 34.55862650326037], 'angle': -77.81158190449395}, 'location': [183.0144633092213, 147.58382835927145], 'diameter': 34.55862650326037, 'sphere': {'center': [5.066368131596968, -3.0316344066304897, 95.16376875817677], 'radius': 12.0}, 'projected_sphere': {'center': [193.00781676240857, 100.24864550197418], 'axes': [156.36202931193247, 156.36202931193247], 'angle': 90.0}, 'model_confidence': 0.7401171688778296, 'model_id': 78, 'model_birth_timestamp': 161312.608228, 'theta': 2.179872081269409, 'phi': -1.7652347881760793, 'norm_pos': [0.5719201978413165, 0.3850673818363689], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596588481.383135,"{'circle_3d': {'center': [3.181184938148032, 3.8184533283177418, 85.49307166072566], 'normal': [-0.15709859945407798, 0.5708406445790193, -0.8058914247875931], 'radius': 2.4033710635380863}, 'confidence': 0.9632905173832667, 'timestamp': 161349.5177, 'diameter_3d': 4.8067421270761725, 'ellipse': {'center': [183.13855367089675, 147.4738193120809], 'axes': [27.38641655806258, 34.89990086449168], 'angle': -77.92724412933521}, 'location': [183.13855367089675, 147.4738193120809], 'diameter': 34.89990086449168, 'sphere': {'center': [5.066368131596968, -3.0316344066304897, 95.16376875817677], 'radius': 12.0}, 'projected_sphere': {'center': [193.00781676240857, 100.24864550197418], 'axes': [156.36202931193247, 156.36202931193247], 'angle': 90.0}, 'model_confidence': 0.7404073487679019, 'model_id': 78, 'model_birth_timestamp': 161312.608228, 'theta': 2.178325669750523, 'phi': -1.763319560215112, 'norm_pos': [0.5723079802215524, 0.3855257528663295], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596588481.3908749,"{'circle_3d': {'center': [3.1637621580141473, 3.7497055142838374, 85.44813602601256], 'normal': [-0.15855049779856836, 0.565111660076194, -0.8096360610136843], 'radius': 2.4520769128555098}, 'confidence': 0.9941078587738693, 'timestamp': 161349.5261, 'diameter_3d': 4.9041538257110195, 'ellipse': {'center': [183.02789951278294, 146.98140194151532], 'axes': [28.11536224393473, 35.62570938011013], 'angle': -77.67827886863489}, 'location': [183.02789951278294, 146.98140194151532], 'diameter': 35.62570938011013, 'sphere': {'center': [5.066368131596968, -3.0316344066304897, 95.16376875817677], 'radius': 12.0}, 'projected_sphere': {'center': [193.00781676240857, 100.24864550197418], 'axes': [156.36202931193247, 156.36202931193247], 'angle': 90.0}, 'model_confidence': 0.7396355345565597, 'model_id': 78, 'model_birth_timestamp': 161312.608228, 'theta': 2.171364917282268, 'phi': -1.764178441962939, 'norm_pos': [0.5719621859774466, 0.38757749191035284], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596588481.399149,"{'circle_3d': {'center': [3.1358480497497276, 3.7286444331974193, 85.43896941724641], 'normal': [-0.16087667348727, 0.5633565699856591, -0.81039994507753], 'radius': 2.433832226114078}, 'confidence': 0.9964464584002665, 'timestamp': 161349.5345, 'diameter_3d': 4.867664452228156, 'ellipse': {'center': [182.82767688420807, 146.83522091340805], 'axes': [27.944972751562585, 35.36401400596747], 'angle': -77.40942284533092}, 'location': [182.82767688420807, 146.83522091340805], 'diameter': 35.36401400596747, 'sphere': {'center': [5.066368131596968, -3.0316344066304897, 95.16376875817677], 'radius': 12.0}, 'projected_sphere': {'center': [193.00781676240857, 100.24864550197418], 'axes': [156.36202931193247, 156.36202931193247], 'angle': 90.0}, 'model_confidence': 0.7396100522848448, 'model_id': 78, 'model_birth_timestamp': 161312.608228, 'theta': 2.169239118665557, 'phi': -1.766763747534797, 'norm_pos': [0.5713364902631503, 0.3881865795274665], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
