eye_packets,775
norm_X,norm_Y,phi,theta,confidence,timestamp
1596587270.070396,"{'circle_3d': {'center': [0.020712951080760877, 1.710607624404875, 15.28248115461938], 'normal': [-0.038616927284728056, 0.69386265266783, -0.7190711732226849], 'radius': 0.47171161743323503}, 'confidence': 0.9914876528424346, 'timestamp': 160138.200214, 'diameter_3d': 0.9434232348664701, 'ellipse': {'center': [160.85710725024768, 189.13529707148643], 'axes': [24.561904106778826, 38.28375681190923], 'angle': -87.14337661177996}, 'location': [160.85710725024768, 189.13529707148643], 'diameter': 38.28375681190923, 'sphere': {'center': [0.48411607849749755, -6.615744207609084, 23.9113352332916], 'radius': 12.0}, 'projected_sphere': {'center': [172.55270631020844, -51.5404584770647], 'axes': [622.2989998184071, 622.2989998184071], 'angle': 90.0}, 'model_confidence': 0.19874767107339597, 'model_id': 90, 'model_birth_timestamp': 160130.052239, 'theta': 2.3376356097377173, 'phi': -1.6244486879108375, 'norm_pos': [0.502678460157024, 0.2119362622021399], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596587270.0785532,"{'circle_3d': {'center': [0.020241563815371233, 1.70565389844002, 15.277729150357839], 'normal': [-0.03865620955684386, 0.6934498421707587, -0.7194671735778133], 'radius': 0.4780671088870756}, 'confidence': 0.9922713869953608, 'timestamp': 160138.208614, 'diameter_3d': 0.9561342177741512, 'ellipse': {'center': [160.83872248469416, 188.94843747622076], 'axes': [24.925799245334503, 38.81186058128988], 'angle': -87.13726404685546}, 'location': [160.83872248469416, 188.94843747622076], 'diameter': 38.81186058128988, 'sphere': {'center': [0.48411607849749755, -6.615744207609084, 23.9113352332916], 'radius': 12.0}, 'projected_sphere': {'center': [172.55270631020844, -51.5404584770647], 'axes': [622.2989998184071, 622.2989998184071], 'angle': 90.0}, 'model_confidence': 0.1978123525191, 'model_id': 90, 'model_birth_timestamp': 160130.052239, 'theta': 2.337062505517664, 'phi': -1.6244736559364106, 'norm_pos': [0.5026210077646692, 0.21271484384908013], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596587270.089875,"{'circle_3d': {'center': [0.014947863650638882, 1.707859363816703, 15.280141528367274], 'normal': [-0.039097351237238225, 0.6936336309521489, -0.7192661420770271], 'radius': 0.4703651872747176}, 'confidence': 0.9919602960483056, 'timestamp': 160138.217014, 'diameter_3d': 0.9407303745494352, 'ellipse': {'center': [160.62332402648337, 189.03578291836777], 'axes': [24.50772047681255, 38.18020296958945], 'angle': -87.08974329640942}, 'location': [160.62332402648337, 189.03578291836777], 'diameter': 38.18020296958945, 'sphere': {'center': [0.48411607849749755, -6.615744207609084, 23.9113352332916], 'radius': 12.0}, 'projected_sphere': {'center': [172.55270631020844, -51.5404584770647], 'axes': [622.2989998184071, 622.2989998184071], 'angle': 90.0}, 'model_confidence': 0.19706853340861752, 'model_id': 90, 'model_birth_timestamp': 160130.052239, 'theta': 2.3373176201580783, 'phi': -1.625100164988556, 'norm_pos': [0.5019478875827605, 0.21235090450680094], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596587270.098552,"{'circle_3d': {'center': [0.01744747912927841, 1.707593097503728, 15.279749253665312], 'normal': [-0.038889049947351595, 0.6936114420927343, -0.719298831635524], 'radius': 0.4742782469993493}, 'confidence': 0.9954416675468877, 'timestamp': 160138.225414, 'diameter_3d': 0.9485564939986986, 'ellipse': {'center': [160.72500563563787, 189.02236116825537], 'axes': [24.71438872540631, 38.49899662628546], 'angle': -87.11246483151848}, 'location': [160.72500563563787, 189.02236116825537], 'diameter': 38.49899662628546, 'sphere': {'center': [0.48411607849749755, -6.615744207609084, 23.9113352332916], 'radius': 12.0}, 'projected_sphere': {'center': [172.55270631020844, -51.5404584770647], 'axes': [622.2989998184071, 622.2989998184071], 'angle': 90.0}, 'model_confidence': 0.19707425964599068, 'model_id': 90, 'model_birth_timestamp': 160130.052239, 'theta': 2.3372868167862384, 'phi': -1.6248089610918708, 'norm_pos': [0.5022656426113683, 0.21240682846560266], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596587270.106378,"{'circle_3d': {'center': [0.01609195947924741, 1.705539485378746, 15.277842827270035], 'normal': [-0.03900200991818751, 0.6934403077489859, -0.7194577005017969], 'radius': 0.47166506730561686}, 'confidence': 0.9917694702707128, 'timestamp': 160138.233814, 'diameter_3d': 0.9433301346112337, 'ellipse': {'center': [160.6699278334915, 188.95048455164175], 'axes': [24.591056299825496, 38.29153505474635], 'angle': -87.0993156328753}, 'location': [160.6699278334915, 188.95048455164175], 'diameter': 38.29153505474635, 'sphere': {'center': [0.48411607849749755, -6.615744207609084, 23.9113352332916], 'radius': 12.0}, 'projected_sphere': {'center': [172.55270631020844, -51.5404584770647], 'axes': [622.2989998184071, 622.2989998184071], 'angle': 90.0}, 'model_confidence': 0.19650294746240693, 'model_id': 90, 'model_birth_timestamp': 160130.052239, 'theta': 2.3370492726291605, 'phi': -1.624953605710373, 'norm_pos': [0.5020935244796609, 0.21270631436815934], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596587270.114219,"{'circle_3d': {'center': [0.01264715334616634, 1.6982525513652797, 15.271012615218797], 'normal': [-0.039289077095944265, 0.6928330632478636, -0.7200268848394001], 'radius': 0.47015715744314235}, 'confidence': 0.9912910172537048, 'timestamp': 160138.242214, 'diameter_3d': 0.9403143148862847, 'ellipse': {'center': [160.53033896510152, 188.68689031224977], 'axes': [24.55865733713728, 38.18608149697942], 'angle': -87.06505626938709}, 'location': [160.53033896510152, 188.68689031224977], 'diameter': 38.18608149697942, 'sphere': {'center': [0.48411607849749755, -6.615744207609084, 23.9113352332916], 'radius': 12.0}, 'projected_sphere': {'center': [172.55270631020844, -51.5404584770647], 'axes': [622.2989998184071, 622.2989998184071], 'angle': 90.0}, 'model_confidence': 0.19533270928102642, 'model_id': 90, 'model_birth_timestamp': 160130.052239, 'theta': 2.33620682067207, 'phi': -1.6253083922813272, 'norm_pos': [0.5016573092659422, 0.21380462369895925], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596587270.123138,"{'circle_3d': {'center': [0.014108162041551076, 1.701836610414106, 15.274383114973388], 'normal': [-0.03916732637132887, 0.6931317348352658, -0.7197460098598509], 'radius': 0.4696275197922463}, 'confidence': 0.9915573649596541, 'timestamp': 160138.250614, 'diameter_3d': 0.9392550395844926, 'ellipse': {'center': [160.5894531283276, 188.8179346505683], 'axes': [24.508149907794625, 38.13465044636178], 'angle': -87.07978670529504}, 'location': [160.5894531283276, 188.8179346505683], 'diameter': 38.13465044636178, 'sphere': {'center': [0.48411607849749755, -6.615744207609084, 23.9113352332916], 'radius': 12.0}, 'projected_sphere': {'center': [172.55270631020844, -51.5404584770647], 'axes': [622.2989998184071, 622.2989998184071], 'angle': 90.0}, 'model_confidence': 0.19506662253204743, 'model_id': 90, 'model_birth_timestamp': 160130.052239, 'theta': 2.336621093132313, 'phi': -1.625160966130186, 'norm_pos': [0.5018420410260237, 0.2132586056226321], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596587270.130442,"{'circle_3d': {'center': [0.01430590743707122, 1.6996021541821795, 15.272221083877147], 'normal': [-0.03915084758836886, 0.692945530149272, -0.7199261791178709], 'radius': 0.47079882135160017}, 'confidence': 0.9923728998273026, 'timestamp': 160138.259014, 'diameter_3d': 0.9415976427032003, 'ellipse': {'center': [160.59765140078835, 188.735575329975], 'axes': [24.583968035434555, 38.235216858831244], 'angle': -87.08074455765333}, 'location': [160.59765140078835, 188.735575329975], 'diameter': 38.235216858831244, 'sphere': {'center': [0.48411607849749755, -6.615744207609084, 23.9113352332916], 'radius': 12.0}, 'projected_sphere': {'center': [172.55270631020844, -51.5404584770647], 'axes': [622.2989998184071, 622.2989998184071], 'angle': 90.0}, 'model_confidence': 0.19456285614926072, 'model_id': 90, 'model_birth_timestamp': 160130.052239, 'theta': 2.336362798538613, 'phi': -1.6251245655529354, 'norm_pos': [0.5018676606274636, 0.21360176945843745], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596587270.138392,"{'circle_3d': {'center': [0.0116961869111461, 1.699525196997537, 15.27228932677816], 'normal': [-0.03936832429886262, 0.6929391170505517, -0.7199204922094532], 'radius': 0.47488091114094233}, 'confidence': 0.994414590025294, 'timestamp': 160138.267414, 'diameter_3d': 0.9497618222818847, 'ellipse': {'center': [160.4920419200828, 188.7275759883678], 'axes': [24.796936209864874, 38.56668837763008], 'angle': -87.05685433542557}, 'location': [160.4920419200828, 188.7275759883678], 'diameter': 38.56668837763008, 'sphere': {'center': [0.48411607849749755, -6.615744207609084, 23.9113352332916], 'radius': 12.0}, 'projected_sphere': {'center': [172.55270631020844, -51.5404584770647], 'axes': [622.2989998184071, 622.2989998184071], 'angle': 90.0}, 'model_confidence': 0.19470103433920638, 'model_id': 90, 'model_birth_timestamp': 160130.052239, 'theta': 2.3363539037247456, 'phi': -1.6254261825133662, 'norm_pos': [0.5015376310002588, 0.21363510004846753], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596587270.1463308,"{'circle_3d': {'center': [0.0100912948730853, 1.7033059435383917, 15.276017920812398], 'normal': [-0.03950206530203435, 0.6932541792622896, -0.7196097760399334], 'radius': 0.46850019108294294}, 'confidence': 0.9926914951011682, 'timestamp': 160138.275813, 'diameter_3d': 0.9370003821658859, 'ellipse': {'center': [160.42634069453973, 188.87152505775623], 'axes': [24.43837203319642, 38.038952339850056], 'angle': -87.0436442564743}, 'location': [160.42634069453973, 188.87152505775623], 'diameter': 38.038952339850056, 'sphere': {'center': [0.48411607849749755, -6.615744207609084, 23.9113352332916], 'radius': 12.0}, 'projected_sphere': {'center': [172.55270631020844, -51.5404584770647], 'axes': [622.2989998184071, 622.2989998184071], 'angle': 90.0}, 'model_confidence': 0.193395591978196, 'model_id': 90, 'model_birth_timestamp': 160130.052239, 'theta': 2.3367909773897186, 'phi': -1.6256350195447344, 'norm_pos': [0.5013323146704367, 0.21303531225934902], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596587270.1543858,"{'circle_3d': {'center': [0.011163370609712175, 1.6995105779523696, 15.272304408754685], 'normal': [-0.03941272565731545, 0.6929378987967878, -0.7199192353780761], 'radius': 0.47199653539688385}, 'confidence': 0.9930789647717666, 'timestamp': 160138.284213, 'diameter_3d': 0.9439930707937677, 'ellipse': {'center': [160.47021133554134, 188.73015123496592], 'axes': [24.64609679943981, 38.33228626051033], 'angle': -87.0519734156521}, 'location': [160.47021133554134, 188.73015123496592], 'diameter': 38.33228626051033, 'sphere': {'center': [0.48411607849749755, -6.615744207609084, 23.9113352332916], 'radius': 12.0}, 'projected_sphere': {'center': [172.55270631020844, -51.5404584770647], 'axes': [622.2989998184071, 622.2989998184071], 'angle': 90.0}, 'model_confidence': 0.19289022282306112, 'model_id': 90, 'model_birth_timestamp': 160130.052239, 'theta': 2.3363522140446347, 'phi': -1.6254877690779514, 'norm_pos': [0.5014694104235666, 0.21362436985430866], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
