imu_packets,1261
IMUtimestamp,quatI,quatJ,quatK,quatReal,quatRadianAccuracy
1596525614.728033,B804398,-0.03680,-0.01648,0.99237,0.11664,0.0362
1596525614.733343,B804403,-0.03680,-0.01648,0.99237,0.11664,0.0362
1596525614.7382069,B804408,-0.03674,-0.01648,0.99237,0.11664,0.0362
1596525614.7430332,B804413,-0.03674,-0.01648,0.99237,0.11658,0.0362
1596525614.7485282,B804418,-0.03668,-0.01648,0.99237,0.11658,0.0363
1596525614.7533429,B804423,-0.03662,-0.01648,0.99237,0.11658,0.0363
1596525614.758371,B804428,-0.03662,-0.01648,0.99237,0.11658,0.0363
1596525614.7635179,B804433,-0.03656,-0.01648,0.99237,0.11652,0.0363
1596525614.76849,B804438,-0.03656,-0.01642,0.99237,0.11652,0.0363
1596525614.77372,B804443,-0.03650,-0.01636,0.99237,0.11646,0.0363
1596525614.778662,B804448,-0.03650,-0.01636,0.99237,0.11646,0.0363
1596525614.784191,B804454,-0.03650,-0.01630,0.99237,0.11639,0.0363
1596525614.7889779,B804459,-0.03650,-0.01624,0.99243,0.11639,0.0363
1596525614.794185,B804464,-0.03650,-0.01617,0.99243,0.11639,0.0363
1596525614.79952,B804469,-0.03650,-0.01611,0.99243,0.11633,0.0364
1596525614.804529,B804474,-0.03650,-0.01605,0.99243,0.11633,0.0364
1596525614.811659,B804479,-0.03644,-0.01605,0.99243,0.11633,0.0364
1596525614.8144798,B804484,-0.03644,-0.01599,0.99243,0.11633,0.0364
1596525614.8197381,B804489,-0.03644,-0.01593,0.99243,0.11633,0.0364
1596525614.824876,B804494,-0.03638,-0.01587,0.99243,0.11633,0.0364
1596525614.831289,B804500,-0.03638,-0.01581,0.99243,0.11633,0.0365
1596525614.835588,B804505,-0.03632,-0.01575,0.99243,0.11633,0.0365
1596525614.8410041,B804511,-0.03632,-0.01575,0.99243,0.11633,0.0365
1596525614.8471649,B804517,-0.03625,-0.01563,0.99243,0.11633,0.0365
1596525614.853324,B804522,-0.03625,-0.01556,0.99243,0.11639,0.0365
1596525614.8587031,B804528,-0.03619,-0.01550,0.99243,0.11639,0.0365
1596525614.862946,B804533,-0.03619,-0.01544,0.99243,0.11639,0.0365
1596525614.868481,B804538,-0.03613,-0.01538,0.99243,0.11646,0.0365
1596525614.873388,B804543,-0.03613,-0.01532,0.99243,0.11646,0.0365
1596525614.8804212,B804548,-0.03613,-0.01532,0.99243,0.11646,0.0365
1596525614.883444,B804553,-0.03607,-0.01526,0.99243,0.11652,0.0366
1596525614.8889248,B804558,-0.03607,-0.01520,0.99243,0.11652,0.0366
1596525614.8931,B804563,-0.03607,-0.01514,0.99243,0.11652,0.0366
1596525614.898329,B804568,-0.03601,-0.01514,0.99243,0.11658,0.0366
1596525614.903548,B804573,-0.03601,-0.01508,0.99243,0.11658,0.0366
1596525614.909801,B804579,-0.03601,-0.01501,0.99243,0.11658,0.0366
1596525614.913883,B804584,-0.03595,-0.01495,0.99243,0.11658,0.0366
1596525614.919477,B804589,-0.03595,-0.01489,0.99243,0.11658,0.0366
1596525614.924672,B804594,-0.03595,-0.01483,0.99243,0.11664,0.0366
1596525614.929046,B804599,-0.03595,-0.01477,0.99243,0.11658,0.0366
1596525614.934592,B804604,-0.03595,-0.01477,0.99243,0.11658,0.0367
1596525614.939187,B804609,-0.03595,-0.01471,0.99243,0.11658,0.0367
1596525614.944303,B804614,-0.03595,-0.01465,0.99243,0.11658,0.0367
1596525614.949732,B804619,-0.03595,-0.01459,0.99243,0.11658,0.0367
1596525614.9542131,B804624,-0.03595,-0.01459,0.99243,0.11658,0.0367
1596525614.961261,B804630,-0.03595,-0.01453,0.99243,0.11658,0.0367
1596525614.966135,B804636,-0.03595,-0.01453,0.99243,0.11658,0.0368
1596525614.971599,B804641,-0.03595,-0.01453,0.99243,0.11658,0.0368
