#NEXT_T4_EU_PW_B1_C3_S203_0214134950
Timestamp,HeadPositionX,HeadPositionY,HeadPositionZ,HeadRotationX,HeadRotationY,HeadRotationZ,HeadForwardX,HeadForwardY,HeadForwardZ,TargetPositionX,TargetPositionY,TargetPositionZ,TargetEntered,TargetAngularDistance
710.1812,0.04327699,0.06823337,0.09867702,0.5760012,-0.303894,-0.1657715,-0.005303791,-0.01005295,0.9999354,-1.704744E-08,-0.195,2.098677,DwellButton,6.982834,
710.199,0.04333596,0.06819803,0.09886687,0.5851935,-0.3058167,-0.1742554,-0.005337175,-0.01021338,0.9999336,-1.704744E-08,-0.195,2.098867,MixedRealityCamera,6.972714,
710.2156,0.04347641,0.06822936,0.09903571,0.5986125,-0.3122253,-0.1858521,-0.005448926,-0.01044757,0.9999306,-1.704744E-08,-0.195,2.099036,MixedRealityCamera,6.959931,
710.2317,0.04353767,0.06823504,0.09922969,0.5984433,-0.3210449,-0.2123413,-0.005602882,-0.01044462,0.9999298,-1.704744E-08,-0.195,2.09923,MixedRealityCamera,6.959311,
710.2479,0.0436568,0.06825525,0.09945767,0.6045896,-0.3302307,-0.2509766,-0.005763196,-0.01055188,0.9999277,-1.704744E-08,-0.195,2.099458,MixedRealityCamera,6.953051,
710.2648,0.0437655,0.06824953,0.09965644,0.5985355,-0.3395386,-0.2762451,-0.005925814,-0.01044623,0.9999279,-1.704744E-08,-0.195,2.099656,MixedRealityCamera,6.958042,
710.2805,0.04388965,0.06826611,0.09988156,0.592821,-0.3366699,-0.2918396,-0.005875866,-0.01034649,0.9999292,-1.704744E-08,-0.195,2.099882,MixedRealityCamera,6.96503,
710.2988,0.0439634,0.06829108,0.1001271,0.5442821,-0.3573608,-0.3215027,-0.006236774,-0.009499373,0.9999354,-1.704744E-08,-0.195,2.100127,MixedRealityCamera,7.011401,
710.3146,0.04405154,0.06823532,0.1003853,0.5194358,-0.3727112,-0.3605652,-0.006504945,-0.009065742,0.9999378,-1.704744E-08,-0.195,2.100385,MixedRealityCamera,7.032827,
710.3318,0.04409759,0.06819776,0.1006334,0.5262567,-0.3718567,-0.3900146,-0.006489833,-0.009184783,0.9999368,-1.704744E-08,-0.195,2.100633,MixedRealityCamera,7.025348,
710.3487,0.04418995,0.0682074,0.100873,0.5532892,-0.3899841,-0.4196472,-0.006806403,-0.009656569,0.9999302,-1.704744E-08,-0.195,2.100873,MixedRealityCamera,6.996809,
710.3646,0.04424661,0.06815849,0.1011332,0.5770395,-0.4019775,-0.4295654,-0.007015373,-0.01007107,0.9999247,-1.704744E-08,-0.195,2.101133,MixedRealityCamera,6.970632,
710.3809,0.04431495,0.06814875,0.1013946,0.5859469,-0.4047241,-0.4394531,-0.007063134,-0.01022653,0.9999228,-1.704744E-08,-0.195,2.101395,MixedRealityCamera,6.961424,
710.3987,0.04437482,0.06813206,0.1017168,0.560465,-0.4187622,-0.4367065,-0.007308181,-0.009781803,0.9999254,-1.704744E-08,-0.195,2.101717,MixedRealityCamera,6.984716,
710.415,0.04445846,0.06814651,0.1020625,0.5400093,-0.4226379,-0.4467468,-0.007376076,-0.0094248,0.9999284,-1.704744E-08,-0.195,2.102062,MixedRealityCamera,7.005187,
