imu_packets,1253
IMUtimestamp,quatI,quatJ,quatK,quatReal,quatRadianAccuracy
1595922412.198578,B1193893,0.07599,0.06885,-0.85229,0.51288,0.2833
1595922412.20328,B1193898,0.07611,0.06836,-0.85242,0.51276,0.2833
1595922412.20846,B1193903,0.07623,0.06787,-0.85248,0.51270,0.2833
1595922412.213751,B1193908,0.07635,0.06738,-0.85260,0.51257,0.2833
1595922412.218921,B1193913,0.07654,0.06689,-0.85266,0.51245,0.2833
1595922412.22388,B1193918,0.07678,0.06592,-0.85291,0.51221,0.2833
1595922412.229001,B1193923,0.07690,0.06549,-0.85297,0.51208,0.2833
1595922412.234218,B1193929,0.07703,0.06506,-0.85303,0.51202,0.2833
1595922412.239177,B1193934,0.07709,0.06464,-0.85315,0.51190,0.2833
1595922412.24437,B1193939,0.07715,0.06427,-0.85321,0.51178,0.2833
1595922412.250187,B1193944,0.07721,0.06396,-0.85327,0.51172,0.2833
1595922412.254229,B1193949,0.07721,0.06366,-0.85333,0.51166,0.2833
1595922412.260573,B1193954,0.07721,0.06335,-0.85339,0.51160,0.2833
1595922412.265236,B1193959,0.07721,0.06305,-0.85345,0.51154,0.2833
1595922412.269973,B1193964,0.07721,0.06287,-0.85352,0.51147,0.2833
1595922412.275993,B1193970,0.07721,0.06262,-0.85352,0.51147,0.2833
1595922412.280997,B1193975,0.07721,0.06238,-0.85358,0.51141,0.2833
1595922412.2866828,B1193981,0.07715,0.06219,-0.85358,0.51141,0.2833
1595922412.2932842,B1193987,0.07715,0.06201,-0.85364,0.51135,0.2833
1595922412.2975621,B1193992,0.07715,0.06189,-0.85364,0.51135,0.2833
1595922412.303477,B1193997,0.07721,0.06177,-0.85370,0.51135,0.2833
1595922412.307843,B1194002,0.07721,0.06165,-0.85370,0.51129,0.2833
1595922412.313136,B1194008,0.07721,0.06152,-0.85370,0.51129,0.2833
1595922412.3187578,B1194013,0.07721,0.06146,-0.85376,0.51129,0.2833
1595922412.32406,B1194018,0.07721,0.06134,-0.85376,0.51123,0.2833
1595922412.328299,B1194023,0.07727,0.06128,-0.85376,0.51123,0.2833
1595922412.3334851,B1194028,0.07727,0.06122,-0.85376,0.51123,0.2833
1595922412.339247,B1194033,0.07733,0.06122,-0.85376,0.51117,0.2833
1595922412.344527,B1194039,0.07739,0.06116,-0.85382,0.51117,0.2833
1595922412.348886,B1194044,0.07739,0.06116,-0.85382,0.51117,0.2833
1595922412.3541918,B1194049,0.07739,0.06116,-0.85382,0.51117,0.2833
1595922412.3602738,B1194054,0.07739,0.06122,-0.85382,0.51111,0.2833
1595922412.364226,B1194059,0.07745,0.06128,-0.85382,0.51111,0.2833
1595922412.369537,B1194064,0.07745,0.06134,-0.85382,0.51105,0.2833
1595922412.374489,B1194069,0.07745,0.06140,-0.85382,0.51105,0.2833
1595922412.379539,B1194074,0.07745,0.06152,-0.85382,0.51105,0.2833
1595922412.384446,B1194079,0.07745,0.06165,-0.85388,0.51099,0.2833
1595922412.390744,B1194084,0.07745,0.06183,-0.85388,0.51099,0.2833
1595922412.395031,B1194089,0.07745,0.06195,-0.85388,0.51093,0.2833
1595922412.399916,B1194095,0.07745,0.06219,-0.85388,0.51093,0.2833
1595922412.405521,B1194100,0.07745,0.06238,-0.85388,0.51086,0.2833
1595922412.411081,B1194105,0.07745,0.06256,-0.85388,0.51080,0.2833
1595922412.4163032,B1194111,0.07739,0.06281,-0.85388,0.51080,0.2833
1595922412.421977,B1194117,0.07739,0.06305,-0.85394,0.51074,0.2833
1595922412.4280581,B1194122,0.07739,0.06329,-0.85394,0.51068,0.2833
1595922412.4323049,B1194127,0.07739,0.06354,-0.85394,0.51068,0.2833
1595922412.437521,B1194132,0.07733,0.06384,-0.85394,0.51062,0.2833
1595922412.442285,B1194137,0.07733,0.06409,-0.85394,0.51056,0.2833
1595922412.447999,B1194142,0.07733,0.06439,-0.85394,0.51056,0.2833
1595922412.4528708,B1194148,0.07733,0.06458,-0.85394,0.51056,0.2833
1595922412.4580832,B1194153,0.07733,0.06488,-0.85394,0.51050,0.2833
1595922412.463069,B1194158,0.07733,0.06512,-0.85394,0.51050,0.2833
1595922412.4687538,B1194163,0.07727,0.06531,-0.85394,0.51044,0.2833
1595922412.473272,B1194168,0.07727,0.06555,-0.85394,0.51044,0.2834
