eye_packets,775
norm_X,norm_Y,phi,theta,confidence,timestamp
1596175467.6973891,"{'circle_3d': {'center': [-2.3410296387694745, 1.9997331465270847, 93.10839508616532], 'normal': [-0.599735549250765, -0.39275202132522535, -0.6971822722285994], 'radius': 7.242863831194033}, 'confidence': 0.06180446220151935, 'timestamp': 50856.186169, 'diameter_3d': 14.485727662388067, 'ellipse': {'center': [145.9362707172292, 134.38808514237235], 'axes': [66.78329232442168, 96.65747566856706], 'angle': 31.492368233797805}, 'location': [145.9362707172292, 134.38808514237235], 'diameter': 96.65747566856706, 'sphere': {'center': [4.855796952239708, 6.712757402429791, 101.47458235290851], 'radius': 12.0}, 'projected_sphere': {'center': [189.66845529768597, 161.01430617405424], 'axes': [146.63770626076888, 146.63770626076888], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 23, 'model_birth_timestamp': 50837.023859, 'theta': 1.1671741552559824, 'phi': -2.2811982502295023, 'norm_pos': [0.45605084599134127, 0.44004964524011525], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175470.6506171,"{'circle_3d': {'center': [3.2426639389150558, 10.31322368154439, 90.14169020419904], 'normal': [-0.13442775111038766, 0.30003885659288315, -0.9444076790591227], 'radius': 6.181040385975583}, 'confidence': 0.08593271559790853, 'timestamp': 50859.134547, 'diameter_3d': 12.362080771951167, 'ellipse': {'center': [182.68486216260908, 190.14458842817072], 'axes': [77.67198318853147, 85.22420618854187], 'angle': -74.04787188238416}, 'location': [182.68486216260908, 190.14458842817072], 'diameter': 85.22420618854187, 'sphere': {'center': [4.855796952239708, 6.712757402429791, 101.47458235290851], 'radius': 12.0}, 'projected_sphere': {'center': [189.66845529768597, 161.01430617405424], 'axes': [146.63770626076888, 146.63770626076888], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 23, 'model_birth_timestamp': 50837.023859, 'theta': 1.8755297138483256, 'phi': -1.7121873356554178, 'norm_pos': [0.5708901942581533, 0.20773088154928865], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175470.65258,"{'circle_3d': {'center': [1.0738567652584399, 11.90171396156912, 91.33694662018162], 'normal': [-0.31516168224843905, 0.4324130465949441, -0.8448029777272407], 'radius': 3.1297007345972587}, 'confidence': 0.9912345219748813, 'timestamp': 50859.142946, 'diameter_3d': 6.2594014691945175, 'ellipse': {'center': [167.48573022048123, 200.55061393023593], 'axes': [33.574586257186006, 42.61658711455768], 'angle': -59.440879139584474}, 'location': [167.48573022048123, 200.55061393023593], 'diameter': 42.61658711455768, 'sphere': {'center': [4.855796952239708, 6.712757402429791, 101.47458235290851], 'radius': 12.0}, 'projected_sphere': {'center': [189.66845529768597, 161.01430617405424], 'axes': [146.63770626076888, 146.63770626076888], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 23, 'model_birth_timestamp': 50837.023859, 'theta': 2.0179635721200917, 'phi': -1.927864554481183, 'norm_pos': [0.5233929069390039, 0.16437244195735035], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175470.6584342,"{'circle_3d': {'center': [1.1074604248136755, 11.900095627651703, 91.32364666134218], 'normal': [-0.31236137728550273, 0.4322781854351594, -0.8459113076305279], 'radius': 3.1129402472990204}, 'confidence': 0.9928028111755611, 'timestamp': 50859.151346, 'diameter_3d': 6.225880494598041, 'ellipse': {'center': [167.71149128324635, 200.55343779733977], 'axes': [33.450749477608234, 42.39395552599707], 'angle': -59.68739078117183}, 'location': [167.71149128324635, 200.55343779733977], 'diameter': 42.39395552599707, 'sphere': {'center': [4.855796952239708, 6.712757402429791, 101.47458235290851], 'radius': 12.0}, 'projected_sphere': {'center': [189.66845529768597, 161.01430617405424], 'axes': [146.63770626076888, 146.63770626076888], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 23, 'model_birth_timestamp': 50837.023859, 'theta': 2.017814010217506, 'phi': -1.9245253710339538, 'norm_pos': [0.5240984102601448, 0.1643606758444176], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175470.666475,"{'circle_3d': {'center': [1.0995302845059407, 11.884080193944502, 91.31840781192938], 'normal': [-0.3130222223111473, 0.43094356595955935, -0.846347878414928], 'radius': 3.1430796289709444}, 'confidence': 0.991326061000177, 'timestamp': 50859.159746, 'diameter_3d': 6.286159257941889, 'ellipse': {'center': [167.66234506514627, 200.44528585055542], 'axes': [33.80482453693841, 42.80722170753006], 'angle': -59.56332685039502}, 'location': [167.66234506514627, 200.44528585055542], 'diameter': 42.80722170753006, 'sphere': {'center': [4.855796952239708, 6.712757402429791, 101.47458235290851], 'radius': 12.0}, 'projected_sphere': {'center': [189.66845529768597, 161.01430617405424], 'axes': [146.63770626076888, 146.63770626076888], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 23, 'model_birth_timestamp': 50837.023859, 'theta': 2.016334485753417, 'phi': -1.9250447793227443, 'norm_pos': [0.5239448283285821, 0.16481130895601903], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175470.675311,"{'circle_3d': {'center': [1.158031453615993, 11.961814312624778, 91.3368344831535], 'normal': [-0.3081471248853096, 0.43742140918291567, -0.8448123224795846], 'radius': 3.141428712711316}, 'confidence': 0.9911449724137754, 'timestamp': 50859.168146, 'diameter_3d': 6.282857425422632, 'ellipse': {'center': [168.0544451539107, 200.95391286363298], 'axes': [33.67078154830987, 42.77474458704814], 'angle': -60.31362957749326}, 'location': [168.0544451539107, 200.95391286363298], 'diameter': 42.77474458704814, 'sphere': {'center': [4.855796952239708, 6.712757402429791, 101.47458235290851], 'radius': 12.0}, 'projected_sphere': {'center': [189.66845529768597, 161.01430617405424], 'axes': [146.63770626076888, 146.63770626076888], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 23, 'model_birth_timestamp': 50837.023859, 'theta': 2.023525524367583, 'phi': -1.9205524671206482, 'norm_pos': [0.5251701411059709, 0.16269202973486263], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175470.6826549,"{'circle_3d': {'center': [1.183905353017607, 12.039376918345852, 91.36793421338054], 'normal': [-0.3059909666018418, 0.4438849596596718, -0.842220678293998], 'radius': 3.103463897233291}, 'confidence': 0.9936150417108943, 'timestamp': 50859.176546, 'diameter_3d': 6.206927794466582, 'ellipse': {'center': [168.22078837066528, 201.4561035534672], 'axes': [33.096146872129964, 42.24241067417398], 'angle': -60.80802268054732}, 'location': [168.22078837066528, 201.4561035534672], 'diameter': 42.24241067417398, 'sphere': {'center': [4.855796952239708, 6.712757402429791, 101.47458235290851], 'radius': 12.0}, 'projected_sphere': {'center': [189.66845529768597, 161.01430617405424], 'axes': [146.63770626076888, 146.63770626076888], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 23, 'model_birth_timestamp': 50837.023859, 'theta': 2.030725855250318, 'phi': -1.919283008371527, 'norm_pos': [0.525689963658329, 0.16059956852722002], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175470.6904068,"{'circle_3d': {'center': [1.165585756315631, 12.143657520736177, 91.4302971501449], 'normal': [-0.30751759966033976, 0.45257500985886545, -0.8370237668969686], 'radius': 3.1004254444750474}, 'confidence': 0.9924602171390231, 'timestamp': 50859.184946, 'diameter_3d': 6.200850888950095, 'ellipse': {'center': [168.09027533796524, 202.1058162088883], 'axes': [32.75401725554097, 42.1719768637451], 'angle': -61.062882673065175}, 'location': [168.09027533796524, 202.1058162088883], 'diameter': 42.1719768637451, 'sphere': {'center': [4.855796952239708, 6.712757402429791, 101.47458235290851], 'radius': 12.0}, 'projected_sphere': {'center': [189.66845529768597, 161.01430617405424], 'axes': [146.63770626076888, 146.63770626076888], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 23, 'model_birth_timestamp': 50837.023859, 'theta': 2.0404472251797072, 'phi': -1.9228822007400475, 'norm_pos': [0.5252821104311414, 0.15789243246296536], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175470.6984599,"{'circle_3d': {'center': [1.1661617674150495, 12.155027843050666, 91.43624162079306], 'normal': [-0.3074695987353882, 0.45352253671840626, -0.8365283943429542], 'radius': 3.118050589246773}, 'confidence': 0.99184038553194, 'timestamp': 50859.193346, 'diameter_3d': 6.236101178493546, 'ellipse': {'center': [168.09563773716383, 202.17452920927548], 'axes': [32.909928147659855, 42.40897146893546], 'angle': -61.109392814561026}, 'location': [168.09563773716383, 202.17452920927548], 'diameter': 42.40897146893546, 'sphere': {'center': [4.855796952239708, 6.712757402429791, 101.47458235290851], 'radius': 12.0}, 'projected_sphere': {'center': [189.66845529768597, 161.01430617405424], 'axes': [146.63770626076888, 146.63770626076888], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 23, 'model_birth_timestamp': 50837.023859, 'theta': 2.041510087887973, 'phi': -1.923023324819901, 'norm_pos': [0.525298867928637, 0.15760612829468557], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175470.710271,"{'circle_3d': {'center': [1.1839294020518984, 12.188864975642819, 91.44813559742845], 'normal': [-0.30598896251565083, 0.45634229776775226, -0.8355372296233387], 'radius': 3.0557486088542607}, 'confidence': 0.9952290371119915, 'timestamp': 50859.201746, 'diameter_3d': 6.111497217708521, 'ellipse': {'center': [168.20655984342838, 202.40187508099638], 'axes': [32.18668925455861, 41.55544666384969], 'angle': -61.36603625929836}, 'location': [168.20655984342838, 202.40187508099638], 'diameter': 41.55544666384969, 'sphere': {'center': [4.855796952239708, 6.712757402429791, 101.47458235290851], 'radius': 12.0}, 'projected_sphere': {'center': [189.66845529768597, 161.01430617405424], 'axes': [146.63770626076888, 146.63770626076888], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 23, 'model_birth_timestamp': 50837.023859, 'theta': 2.0446764898323413, 'phi': -1.921845768674434, 'norm_pos': [0.5256454995107137, 0.15665885382918177], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175470.718713,"{'circle_3d': {'center': [1.2212638306872075, 12.154546916939085, 91.41589974194426], 'normal': [-0.30287776012937506, 0.45348245954244115, -0.8382235509136874], 'radius': 3.091703057694471}, 'confidence': 0.9925987659237335, 'timestamp': 50859.210146, 'diameter_3d': 6.183406115388942, 'ellipse': {'center': [168.46576375404533, 202.19283861820088], 'axes': [32.71533237071686, 42.0589854947829], 'angle': -61.5193943000725}, 'location': [168.46576375404533, 202.19283861820088], 'diameter': 42.0589854947829, 'sphere': {'center': [4.855796952239708, 6.712757402429791, 101.47458235290851], 'radius': 12.0}, 'projected_sphere': {'center': [189.66845529768597, 161.01430617405424], 'axes': [146.63770626076888, 146.63770626076888], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 23, 'model_birth_timestamp': 50837.023859, 'theta': 2.0414651207621337, 'phi': -1.9175313953941704, 'norm_pos': [0.5264555117313916, 0.15752983909082963], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175470.726441,"{'circle_3d': {'center': [1.1619661533613437, 12.054792670669212, 91.38407824151032], 'normal': [-0.3078192332398637, 0.44516960568661834, -0.840875342616516], 'radius': 3.09726185809946}, 'confidence': 0.9907193735837208, 'timestamp': 50859.218546, 'diameter_3d': 6.19452371619892, 'ellipse': {'center': [168.07048111237225, 201.54720164660114], 'axes': [32.95570016706866, 42.15077403210918], 'angle': -60.70164931368669}, 'location': [168.07048111237225, 201.54720164660114], 'diameter': 42.15077403210918, 'sphere': {'center': [4.855796952239708, 6.712757402429791, 101.47458235290851], 'radius': 12.0}, 'projected_sphere': {'center': [189.66845529768597, 161.01430617405424], 'axes': [146.63770626076888, 146.63770626076888], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 23, 'model_birth_timestamp': 50837.023859, 'theta': 2.0321599878300702, 'phi': -1.921715060851888, 'norm_pos': [0.5252202534761633, 0.1602199931391619], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175470.73439,"{'circle_3d': {'center': [1.6369748217555546, 9.889292091813743, 90.35933105303023], 'normal': [-0.26823517754034615, 0.26471122411532944, -0.9262709416565236], 'radius': 5.313745551235493}, 'confidence': 0.1421011135417807, 'timestamp': 50859.226946, 'diameter_3d': 10.627491102470985, 'ellipse': {'center': [171.77059626654926, 187.36267874391842], 'axes': [65.6177007245504, 73.16124985044355], 'angle': -53.75024937134234}, 'location': [171.77059626654926, 187.36267874391842], 'diameter': 73.16124985044355, 'sphere': {'center': [4.855796952239708, 6.712757402429791, 101.47458235290851], 'radius': 12.0}, 'projected_sphere': {'center': [189.66845529768597, 161.01430617405424], 'axes': [146.63770626076888, 146.63770626076888], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 23, 'model_birth_timestamp': 50837.023859, 'theta': 1.8387007785607627, 'phi': -1.8526719032207448, 'norm_pos': [0.5367831133329665, 0.21932217190033987], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175470.742341,"{'circle_3d': {'center': [1.2096569466395923, 9.531239602506496, 90.39478898175699], 'normal': [-0.30384500046667623, 0.23487351667305867, -0.9233161142626267], 'radius': 5.346264677686468}, 'confidence': 0.13669788798219043, 'timestamp': 50859.235346, 'diameter_3d': 10.692529355372937, 'ellipse': {'center': [168.90982141825202, 184.93607373827393], 'axes': [66.01562707856743, 73.59536082995456], 'angle': -47.13013075064231}, 'location': [168.90982141825202, 184.93607373827393], 'diameter': 73.59536082995456, 'sphere': {'center': [4.855796952239708, 6.712757402429791, 101.47458235290851], 'radius': 12.0}, 'projected_sphere': {'center': [189.66845529768597, 161.01430617405424], 'axes': [146.63770626076888, 146.63770626076888], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 23, 'model_birth_timestamp': 50837.023859, 'theta': 1.8078847694365048, 'phi': -1.8887141397352605, 'norm_pos': [0.5278431919320375, 0.2294330260905253], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175470.750732,"{'circle_3d': {'center': [1.1153497880745666, 11.674018737835755, 91.2083785280327], 'normal': [-0.31170393034709515, 0.4134384446171637, -0.8555169854063177], 'radius': 3.0856023169281954}, 'confidence': 0.9913362488404875, 'timestamp': 50859.243746, 'diameter_3d': 6.171204633856391, 'ellipse': {'center': [167.77333294800022, 199.1288536450261], 'axes': [33.74254040275634, 42.07582736371677], 'angle': -58.814710569182296}, 'location': [167.77333294800022, 199.1288536450261], 'diameter': 42.07582736371677, 'sphere': {'center': [4.855796952239708, 6.712757402429791, 101.47458235290851], 'radius': 12.0}, 'projected_sphere': {'center': [189.66845529768597, 161.01430617405424], 'axes': [146.63770626076888, 146.63770626076888], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 23, 'model_birth_timestamp': 50837.023859, 'theta': 1.997023468480515, 'phi': -1.9201936770563417, 'norm_pos': [0.5242916654625007, 0.17029644314572456], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175470.758354,"{'circle_3d': {'center': [1.1049700996575353, 11.610715720636216, 91.18180322212653], 'normal': [-0.31256890438184776, 0.40816319318386884, -0.8577315942318314], 'radius': 3.0588682910230567}, 'confidence': 0.9909984248668384, 'timestamp': 50859.252146, 'diameter_3d': 6.117736582046113, 'ellipse': {'center': [167.70271398452223, 198.72738923235318], 'axes': [33.589168055641466, 41.72385468099647], 'angle': -58.46292577859927}, 'location': [167.70271398452223, 198.72738923235318], 'diameter': 41.72385468099647, 'sphere': {'center': [4.855796952239708, 6.712757402429791, 101.47458235290851], 'radius': 12.0}, 'projected_sphere': {'center': [189.66845529768597, 161.01430617405424], 'axes': [146.63770626076888, 146.63770626076888], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 23, 'model_birth_timestamp': 50837.023859, 'theta': 1.9912374446220864, 'phi': -1.920253464996986, 'norm_pos': [0.524070981201632, 0.17196921153186173], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175470.766678,"{'circle_3d': {'center': [0.7298507761728832, 9.384454940607604, 90.52750053094819], 'normal': [-0.3438288480055687, 0.22264146151481776, -0.9122568184966936], 'radius': 5.213485478236783}, 'confidence': 0.13644002903939811, 'timestamp': 50859.260546, 'diameter_3d': 10.426970956473566, 'ellipse': {'center': [165.64668626314213, 183.88966906939098], 'axes': [63.51858828580509, 71.67049508968738], 'angle': -41.935610251356145}, 'location': [165.64668626314213, 183.88966906939098], 'diameter': 71.67049508968738, 'sphere': {'center': [4.855796952239708, 6.712757402429791, 101.47458235290851], 'radius': 12.0}, 'projected_sphere': {'center': [189.66845529768597, 161.01430617405424], 'axes': [146.63770626076888, 146.63770626076888], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 23, 'model_birth_timestamp': 50837.023859, 'theta': 1.7953194309451197, 'phi': -1.931230992189434, 'norm_pos': [0.5176458945723191, 0.23379304554420421], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175470.775552,"{'circle_3d': {'center': [1.1032331850557933, 11.686622755824722, 91.21890448065082], 'normal': [-0.31271364726532624, 0.41448877944957757, -0.8546398226881408], 'radius': 3.055211992607219}, 'confidence': 0.9916732489695698, 'timestamp': 50859.268945, 'diameter_3d': 6.110423985214438, 'ellipse': {'center': [167.68670132919124, 199.20964449268848], 'axes': [33.360896564787055, 41.65659040879807], 'angle': -58.775029269265474}, 'location': [167.68670132919124, 199.20964449268848], 'diameter': 41.65659040879807, 'sphere': {'center': [4.855796952239708, 6.712757402429791, 101.47458235290851], 'radius': 12.0}, 'projected_sphere': {'center': [189.66845529768597, 161.01430617405424], 'axes': [146.63770626076888, 146.63770626076888], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 23, 'model_birth_timestamp': 50837.023859, 'theta': 1.9981773106293348, 'phi': -1.9215661113968947, 'norm_pos': [0.5240209416537226, 0.16995981461379794], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175470.782448,"{'circle_3d': {'center': [1.0672588024826384, 11.792750289165909, 91.2843590502254], 'normal': [-0.3157115124797558, 0.4233327405613431, -0.8491852752235919], 'radius': 3.0528548196531946}, 'confidence': 0.9930308791952163, 'timestamp': 50859.277345, 'diameter_3d': 6.105709639306389, 'ellipse': {'center': [167.43701276897568, 199.87155393282018], 'axes': [33.01680239706477, 41.594508929658474], 'angle': -58.94594766006211}, 'location': [167.43701276897568, 199.87155393282018], 'diameter': 41.594508929658474, 'sphere': {'center': [4.855796952239708, 6.712757402429791, 101.47458235290851], 'radius': 12.0}, 'projected_sphere': {'center': [189.66845529768597, 161.01430617405424], 'axes': [146.63770626076888, 146.63770626076888], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 23, 'model_birth_timestamp': 50837.023859, 'theta': 2.007917124983247, 'phi': -1.9267424588631257, 'norm_pos': [0.523240664903049, 0.1672018586132492], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175470.794543,"{'circle_3d': {'center': [1.0632138156796396, 11.898996593584132, 91.33953246628167], 'normal': [-0.31604859471333907, 0.43218659926286174, -0.8445874905522376], 'radius': 3.053637606536637}, 'confidence': 0.9931139594290772, 'timestamp': 50859.285745, 'diameter_3d': 6.107275213073274, 'ellipse': {'center': [167.40429209382944, 200.54159011644543], 'axes': [32.74884332913342, 41.57950361322125], 'angle': -59.3497980803638}, 'location': [167.40429209382944, 200.54159011644543], 'diameter': 41.57950361322125, 'sphere': {'center': [4.855796952239708, 6.712757402429791, 101.47458235290851], 'radius': 12.0}, 'projected_sphere': {'center': [189.66845529768597, 161.01430617405424], 'axes': [146.63770626076888, 146.63770626076888], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 23, 'model_birth_timestamp': 50837.023859, 'theta': 2.017712446671052, 'phi': -1.9288695511616893, 'norm_pos': [0.523138412793217, 0.1644100411814774], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175470.802494,"{'circle_3d': {'center': [1.01288258738386, 11.96667868476079, 91.39349509292242], 'normal': [-0.3202428637379873, 0.4378267735275832, -0.8400906049988414], 'radius': 3.052335150366483}, 'confidence': 0.992700238393087, 'timestamp': 50859.294145, 'diameter_3d': 6.104670300732966, 'ellipse': {'center': [167.05961382079772, 200.9523904582792], 'axes': [32.482170100283874, 41.53758574133453], 'angle': -59.245866735503846}, 'location': [167.05961382079772, 200.9523904582792], 'diameter': 41.53758574133453, 'sphere': {'center': [4.855796952239708, 6.712757402429791, 101.47458235290851], 'radius': 12.0}, 'projected_sphere': {'center': [189.66845529768597, 161.01430617405424], 'axes': [146.63770626076888, 146.63770626076888], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 23, 'model_birth_timestamp': 50837.023859, 'theta': 2.023976350962111, 'phi': -1.9349918410095444, 'norm_pos': [0.5220612931899928, 0.16269837309050328], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175470.8106802,"{'circle_3d': {'center': [0.8534656538855749, 14.048838004025693, 92.86277269493864], 'normal': [-0.3335276081961778, 0.611340050132992, -0.7176508048308228], 'radius': 4.954018874553193}, 'confidence': 0.20383297332530756, 'timestamp': 50859.302545, 'diameter_3d': 9.908037749106386, 'ellipse': {'center': [166.12898477402615, 213.1517548651101], 'axes': [41.50797646725519, 66.368427424716], 'angle': -64.69453505420087}, 'location': [166.12898477402615, 213.1517548651101], 'diameter': 66.368427424716, 'sphere': {'center': [4.855796952239708, 6.712757402429791, 101.47458235290851], 'radius': 12.0}, 'projected_sphere': {'center': [189.66845529768597, 161.01430617405424], 'axes': [146.63770626076888, 146.63770626076888], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 23, 'model_birth_timestamp': 50837.023859, 'theta': 2.2285491461274543, 'phi': -2.005847734543249, 'norm_pos': [0.5191530774188318, 0.11186768806204128], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175470.8181708,"{'circle_3d': {'center': [1.0498295272628972, 11.952955563592415, 91.37235808338434], 'normal': [-0.3171639520814009, 0.43668318009688534, -0.8418520224603478], 'radius': 3.02648212386644}, 'confidence': 0.9917110100185154, 'timestamp': 50859.310945, 'diameter_3d': 6.05296424773288, 'ellipse': {'center': [167.30748907593042, 200.88163594625524], 'axes': [32.29886493576613, 41.19471739613156], 'angle': -59.46577665298025}, 'location': [167.30748907593042, 200.88163594625524], 'diameter': 41.19471739613156, 'sphere': {'center': [4.855796952239708, 6.712757402429791, 101.47458235290851], 'radius': 12.0}, 'projected_sphere': {'center': [189.66845529768597, 161.01430617405424], 'axes': [146.63770626076888, 146.63770626076888], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 23, 'model_birth_timestamp': 50837.023859, 'theta': 2.02270475552778, 'phi': -1.931096410152922, 'norm_pos': [0.5228359033622826, 0.16299318355726977], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175470.8266618,"{'circle_3d': {'center': [1.0633422348279176, 11.881135417225254, 91.3303644967818], 'normal': [-0.31603789311764924, 0.43069816789962195, -0.8453514880105591], 'radius': 3.051096195519365}, 'confidence': 0.9919040326454857, 'timestamp': 50859.319345, 'diameter_3d': 6.10219239103873, 'ellipse': {'center': [167.40576478864827, 200.4292692677203], 'axes': [32.76756770425484, 41.54915619526065], 'angle': -59.278580073491035}, 'location': [167.40576478864827, 200.4292692677203], 'diameter': 41.54915619526065, 'sphere': {'center': [4.855796952239708, 6.712757402429791, 101.47458235290851], 'radius': 12.0}, 'projected_sphere': {'center': [189.66845529768597, 161.01430617405424], 'axes': [146.63770626076888, 146.63770626076888], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 23, 'model_birth_timestamp': 50837.023859, 'theta': 2.0160625577025892, 'phi': -1.9285617589269735, 'norm_pos': [0.5231430149645259, 0.16487804471783218], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175470.834419,"{'circle_3d': {'center': [1.05709465435709, 11.796175464798516, 91.28985252560113], 'normal': [-0.3165585248235515, 0.4236181718640604, -0.8487274856089486], 'radius': 3.0177042813026573}, 'confidence': 0.9940432034929346, 'timestamp': 50859.327745, 'diameter_3d': 6.035408562605315, 'ellipse': {'center': [167.36358744943996, 199.89520202197178], 'axes': [32.61260523754738, 41.113094737288634], 'angle': -58.8831533937212}, 'location': [167.36358744943996, 199.89520202197178], 'diameter': 41.113094737288634, 'sphere': {'center': [4.855796952239708, 6.712757402429791, 101.47458235290851], 'radius': 12.0}, 'projected_sphere': {'center': [189.66845529768597, 161.01430617405424], 'axes': [146.63770626076888, 146.63770626076888], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 23, 'model_birth_timestamp': 50837.023859, 'theta': 2.008232202715162, 'phi': -1.9277950154218864, 'norm_pos': [0.5230112107794999, 0.16710332490845092], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175470.842678,"{'circle_3d': {'center': [1.0885198844435213, 11.741200496285133, 91.25096344636101], 'normal': [-0.31393975564968224, 0.4190369244879452, -0.8519682422122916], 'radius': 3.0270306395768585}, 'confidence': 0.9917408152740949, 'timestamp': 50859.336145, 'diameter_3d': 6.054061279153717, 'ellipse': {'center': [167.58066161134104, 199.5554147566645], 'axes': [32.897147919082876, 41.25762965404953], 'angle': -58.892556462229535}, 'location': [167.58066161134104, 199.5554147566645], 'diameter': 41.25762965404953, 'sphere': {'center': [4.855796952239708, 6.712757402429791, 101.47458235290851], 'radius': 12.0}, 'projected_sphere': {'center': [189.66845529768597, 161.01430617405424], 'axes': [146.63770626076888, 146.63770626076888], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 23, 'model_birth_timestamp': 50837.023859, 'theta': 2.0031806950860283, 'phi': -1.923845331066107, 'norm_pos': [0.5236895675354407, 0.16851910518056457], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175470.8525581,"{'circle_3d': {'center': [1.1279261892435786, 11.700508071605103, 91.2166428504285], 'normal': [-0.31065589691634415, 0.4156458890979427, -0.8548282918733343], 'radius': 3.0188430314077705}, 'confidence': 0.9920149065950751, 'timestamp': 50859.344545, 'diameter_3d': 6.037686062815541, 'ellipse': {'center': [167.84917144624336, 199.3105226478122], 'axes': [32.96612437371634, 41.16114012692087], 'angle': -59.02338565745859}, 'location': [167.84917144624336, 199.3105226478122], 'diameter': 41.16114012692087, 'sphere': {'center': [4.855796952239708, 6.712757402429791, 101.47458235290851], 'radius': 12.0}, 'projected_sphere': {'center': [189.66845529768597, 161.01430617405424], 'axes': [146.63770626076888, 146.63770626076888], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 23, 'model_birth_timestamp': 50837.023859, 'theta': 1.999449152363804, 'phi': -1.9193702278371623, 'norm_pos': [0.5245286607695105, 0.1695394889674492], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175470.858569,"{'circle_3d': {'center': [1.179335979434422, 11.702614092455608, 91.19912786522553], 'normal': [-0.30637174773377385, 0.41582139083548486, -0.8562878739735812], 'radius': 3.0325643613062714}, 'confidence': 0.9908639133781145, 'timestamp': 50859.352945, 'diameter_3d': 6.065128722612543, 'ellipse': {'center': [168.19975621199757, 199.33731389754115], 'axes': [33.1861496415924, 41.35544073855996], 'angle': -59.429251418560014}, 'location': [168.19975621199757, 199.33731389754115], 'diameter': 41.35544073855996, 'sphere': {'center': [4.855796952239708, 6.712757402429791, 101.47458235290851], 'radius': 12.0}, 'projected_sphere': {'center': [189.66845529768597, 161.01430617405424], 'axes': [146.63770626076888, 146.63770626076888], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 23, 'model_birth_timestamp': 50837.023859, 'theta': 1.999642120323444, 'phi': -1.9143946134669527, 'norm_pos': [0.5256242381624924, 0.16942785876024524], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
