eye_packets,775
norm_X,norm_Y,phi,theta,confidence,timestamp
1596175102.723402,"{'circle_3d': {'center': [1.9141380569465127e-07, 7.571245168591645e-07, 6.991434812420039e-06], 'normal': [-0.29388241134733434, 0.5156032855030084, -0.8048517753469762], 'radius': 2.404020420796477e-07}, 'confidence': 0.9999999999999979, 'timestamp': 50491.217516, 'diameter_3d': 4.808040841592954e-07, 'ellipse': {'center': [177.1550986204171, 186.86539443109416], 'axes': [32.21368796594644, 42.75127708060667], 'angle': -64.92767287227701}, 'location': [177.1550986204171, 186.86539443109416], 'diameter': 42.75127708060667, 'sphere': {'center': [3.5265891275818175, -6.187238668911584, 9.658228295598526], 'radius': 12.0}, 'projected_sphere': {'center': [386.3857502827054, -277.18340230923866], 'axes': [1540.6552366111653, 1540.6552366111653], 'angle': 90.0}, 'model_confidence': 0.17002423685755774, 'model_id': 1, 'model_birth_timestamp': 50483.909571, 'theta': 2.1125079191940026, 'phi': -1.9208934395963544, 'norm_pos': [0.5536096831888034, 0.22139418987044102], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175102.730665,"{'circle_3d': {'center': [1.9374110671321887e-07, 7.572942068989619e-07, 6.9906937323338525e-06], 'normal': [-0.2938824111533926, 0.5156032855171492, -0.8048517754087329], 'radius': 2.4217199680742303e-07}, 'confidence': 0.9999999999999977, 'timestamp': 50491.225916, 'diameter_3d': 4.843439936148461e-07, 'ellipse': {'center': [177.36610105043184, 186.88342558060364], 'axes': [32.45728830170132, 43.07160227647633], 'angle': -64.94744174144608}, 'location': [177.36610105043184, 186.88342558060364], 'diameter': 43.07160227647633, 'sphere': {'center': [3.5265891275818175, -6.187238668911584, 9.658228295598526], 'radius': 12.0}, 'projected_sphere': {'center': [386.3857502827054, -277.18340230923866], 'axes': [1540.6552366111653, 1540.6552366111653], 'angle': 90.0}, 'model_confidence': 0.16950594460856117, 'model_id': 1, 'model_birth_timestamp': 50483.909571, 'theta': 2.1125079192105063, 'phi': -1.920893439359015, 'norm_pos': [0.5542690657825995, 0.22131906008081814], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175102.7381911,"{'circle_3d': {'center': [1.9238660131648544e-07, 7.554822571975706e-07, 6.990027547004729e-06], 'normal': [-0.293882411266268, 0.5156032853661534, -0.8048517754642484], 'radius': 2.395388842269204e-07}, 'confidence': 0.9999999999999986, 'timestamp': 50491.234316, 'diameter_3d': 4.790777684538408e-07, 'ellipse': {'center': [177.24361555161786, 186.73506349262414], 'axes': [32.11077857290477, 42.60640426252062], 'angle': -64.93216555246674}, 'location': [177.24361555161786, 186.73506349262414], 'diameter': 42.60640426252062, 'sphere': {'center': [3.5265891275818175, -6.187238668911584, 9.658228295598526], 'radius': 12.0}, 'projected_sphere': {'center': [386.3857502827054, -277.18340230923866], 'axes': [1540.6552366111653, 1540.6552366111653], 'angle': 90.0}, 'model_confidence': 0.16889122127627942, 'model_id': 1, 'model_birth_timestamp': 50483.909571, 'theta': 2.1125079190342797, 'phi': -1.9208934394605373, 'norm_pos': [0.5538862985988058, 0.2219372354473994], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175102.74999,"{'circle_3d': {'center': [1.9199791712054548e-07, 7.551412943840319e-07, 6.989951039315656e-06], 'normal': [-0.2938824112986584, 0.5156032853377398, -0.8048517754706239], 'radius': 2.404659610850831e-07}, 'confidence': 0.9999999999999984, 'timestamp': 50491.242716, 'diameter_3d': 4.809319221701662e-07, 'ellipse': {'center': [177.2107076992769, 186.70340548587376], 'axes': [32.23600705470485, 42.77165031160812], 'angle': -64.92822874182616}, 'location': [177.2107076992769, 186.70340548587376], 'diameter': 42.77165031160812, 'sphere': {'center': [3.5265891275818175, -6.187238668911584, 9.658228295598526], 'radius': 12.0}, 'projected_sphere': {'center': [386.3857502827054, -277.18340230923866], 'axes': [1540.6552366111653, 1540.6552366111653], 'angle': 90.0}, 'model_confidence': 0.16908367651445877, 'model_id': 1, 'model_birth_timestamp': 50483.909571, 'theta': 2.1125079190011182, 'phi': -1.9208934394934947, 'norm_pos': [0.5537834615602403, 0.22206914380885934], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175102.757556,"{'circle_3d': {'center': [1.9329907985365935e-07, 7.562541179950699e-07, 6.990188831323962e-06], 'normal': [-0.2938824111902281, 0.5156032854304752, -0.8048517754508079], 'radius': 2.4158278769330125e-07}, 'confidence': 0.999999999999998, 'timestamp': 50491.251116, 'diameter_3d': 4.831655753866025e-07, 'ellipse': {'center': [177.32725526595232, 186.79731206203675], 'axes': [32.38316821373347, 42.96955550868987], 'angle': -64.94149793680319}, 'location': [177.32725526595232, 186.79731206203675], 'diameter': 42.96955550868987, 'sphere': {'center': [3.5265891275818175, -6.187238668911584, 9.658228295598526], 'radius': 12.0}, 'projected_sphere': {'center': [386.3857502827054, -277.18340230923866], 'axes': [1540.6552366111653, 1540.6552366111653], 'angle': 90.0}, 'model_confidence': 0.16853170438656528, 'model_id': 1, 'model_birth_timestamp': 50483.909571, 'theta': 2.1125079191093494, 'phi': -1.920893439382555, 'norm_pos': [0.554147672706101, 0.2216778664081802], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175102.765727,"{'circle_3d': {'center': [1.9328125322459755e-07, 7.572030407132502e-07, 6.990803237627574e-06], 'normal': [-0.2938824111917137, 0.515603285509552, -0.8048517753996074], 'radius': 2.414378273859552e-07}, 'confidence': 0.9999999999999978, 'timestamp': 50491.259516, 'diameter_3d': 4.828756547719104e-07, 'ellipse': {'center': [177.32391511621213, 186.8759919107606], 'axes': [32.35792965333881, 42.940117917625464], 'angle': -64.9433957625102}, 'location': [177.32391511621213, 186.8759919107606], 'diameter': 42.940117917625464, 'sphere': {'center': [3.5265891275818175, -6.187238668911584, 9.658228295598526], 'radius': 12.0}, 'projected_sphere': {'center': [386.3857502827054, -277.18340230923866], 'axes': [1540.6552366111653, 1540.6552366111653], 'angle': 90.0}, 'model_confidence': 0.1663732777369975, 'model_id': 1, 'model_birth_timestamp': 50483.909571, 'theta': 2.1125079192016396, 'phi': -1.9208934394046793, 'norm_pos': [0.5541372347381629, 0.22135003370516415], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175102.7740748,"{'circle_3d': {'center': [1.9351852564852834e-07, 7.563206558813818e-07, 6.990151330654726e-06], 'normal': [-0.29388241117194097, 0.51560328543602, -0.804851775453933], 'radius': 2.4024249237614925e-07}, 'confidence': 0.9999999999999983, 'timestamp': 50491.267916, 'diameter_3d': 4.804849847522985e-07, 'ellipse': {'center': [177.34480165733038, 186.80666400308195], 'axes': [32.203636912578745, 42.73137889694394], 'angle': -64.94341689006653}, 'location': [177.34480165733038, 186.80666400308195], 'diameter': 42.73137889694394, 'sphere': {'center': [3.5265891275818175, -6.187238668911584, 9.658228295598526], 'radius': 12.0}, 'projected_sphere': {'center': [386.3857502827054, -277.18340230923866], 'axes': [1540.6552366111653, 1540.6552366111653], 'angle': 90.0}, 'model_confidence': 0.16662815201521353, 'model_id': 1, 'model_birth_timestamp': 50483.909571, 'theta': 2.1125079191158207, 'phi': -1.9208934393612558, 'norm_pos': [0.5542025051791575, 0.22163889998715858], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175102.782739,"{'circle_3d': {'center': [1.9269057904836018e-07, 7.57925687544514e-07, 6.99148185923093e-06], 'normal': [-0.29388241124093656, 0.5156032855697726, -0.8048517753430556], 'radius': 2.405063836195974e-07}, 'confidence': 0.9176696538925503, 'timestamp': 50491.276316, 'diameter_3d': 4.810127672391948e-07, 'ellipse': {'center': [177.26840935847798, 186.93578302246618], 'axes': [32.22681327606743, 42.77012834731603], 'angle': -64.94001543396554}, 'location': [177.26840935847798, 186.93578302246618], 'diameter': 42.77012834731603, 'sphere': {'center': [3.5265891275818175, -6.187238668911584, 9.658228295598526], 'radius': 12.0}, 'projected_sphere': {'center': [386.3857502827054, -277.18340230923866], 'axes': [1540.6552366111653, 1540.6552366111653], 'angle': 90.0}, 'model_confidence': 0.16908415402207, 'model_id': 1, 'model_birth_timestamp': 50483.909571, 'theta': 2.112507919271923, 'phi': -1.92089343948128, 'norm_pos': [0.5539637792452436, 0.2211009040730576], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175102.7901409,"{'circle_3d': {'center': [1.9296387687717242e-07, 7.592526864996785e-07, 6.99223216571454e-06], 'normal': [-0.2938824112181617, 0.5156032856803558, -0.80485177528053], 'radius': 2.3979037043792246e-07}, 'confidence': 0.9999999999999978, 'timestamp': 50491.284716, 'diameter_3d': 4.795807408758449e-07, 'ellipse': {'center': [177.28970475152508, 187.0479852812917], 'axes': [32.12367362552975, 42.638457487441705], 'angle': -64.94512419026708}, 'location': [177.28970475152508, 187.0479852812917], 'diameter': 42.638457487441705, 'sphere': {'center': [3.5265891275818175, -6.187238668911584, 9.658228295598526], 'radius': 12.0}, 'projected_sphere': {'center': [386.3857502827054, -277.18340230923866], 'axes': [1540.6552366111653, 1540.6552366111653], 'angle': 90.0}, 'model_confidence': 0.17164923435166735, 'model_id': 1, 'model_birth_timestamp': 50483.909571, 'theta': 2.112507919400984, 'phi': -1.920893439481341, 'norm_pos': [0.5540303273485159, 0.22063339466128462], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175102.7997272,"{'circle_3d': {'center': [1.9157972985794913e-07, 7.589667259111366e-07, 6.992554380857996e-06], 'normal': [-0.2938824113335073, 0.5156032856565258, -0.8048517752536788], 'radius': 2.39084539033198e-07}, 'confidence': 0.9999999999999978, 'timestamp': 50491.293116, 'diameter_3d': 4.78169078066396e-07, 'ellipse': {'center': [177.16506618062704, 187.0211577755735], 'axes': [32.026490379826505, 42.51040071071749], 'angle': -64.93299047100967}, 'location': [177.16506618062704, 187.0211577755735], 'diameter': 42.51040071071749, 'sphere': {'center': [3.5265891275818175, -6.187238668911584, 9.658228295598526], 'radius': 12.0}, 'projected_sphere': {'center': [386.3857502827054, -277.18340230923866], 'axes': [1540.6552366111653, 1540.6552366111653], 'angle': 90.0}, 'model_confidence': 0.17657634705858793, 'model_id': 1, 'model_birth_timestamp': 50483.909571, 'theta': 2.112507919373172, 'phi': -1.9208934396185429, 'norm_pos': [0.5536408318144594, 0.22074517593511045], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175102.8072362,"{'circle_3d': {'center': [1.9307844656424322e-07, 7.574859095527131e-07, 6.991058501881753e-06], 'normal': [-0.29388241120861425, 0.5156032855331244, -0.8048517753783353], 'radius': 2.450905067546012e-07}, 'confidence': 0.9999999999999949, 'timestamp': 50491.301516, 'diameter_3d': 4.901810135092024e-07, 'ellipse': {'center': [177.3108385746904, 186.89015370069302], 'axes': [32.84551138675668, 43.588410821682906], 'angle': -64.94245752307816}, 'location': [177.3108385746904, 186.89015370069302], 'diameter': 43.588410821682906, 'sphere': {'center': [3.5265891275818175, -6.187238668911584, 9.658228295598526], 'radius': 12.0}, 'projected_sphere': {'center': [386.3857502827054, -277.18340230923866], 'axes': [1540.6552366111653, 1540.6552366111653], 'angle': 90.0}, 'model_confidence': 0.17892938200548825, 'model_id': 1, 'model_birth_timestamp': 50483.909571, 'theta': 2.112507919229151, 'phi': -1.9208934394317225, 'norm_pos': [0.5540963705459074, 0.2212910262471124], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
