eye_packets,775
norm_X,norm_Y,phi,theta,confidence,timestamp
1596175102.723402,"{'circle_3d': {'center': [1.9141380569465127e-07, 7.571245168591645e-07, 6.991434812420039e-06], 'normal': [-0.29388241134733434, 0.5156032855030084, -0.8048517753469762], 'radius': 2.404020420796477e-07}, 'confidence': 0.9999999999999979, 'timestamp': 50491.217516, 'diameter_3d': 4.808040841592954e-07, 'ellipse': {'center': [177.1550986204171, 186.86539443109416], 'axes': [32.21368796594644, 42.75127708060667], 'angle': -64.92767287227701}, 'location': [177.1550986204171, 186.86539443109416], 'diameter': 42.75127708060667, 'sphere': {'center': [3.5265891275818175, -6.187238668911584, 9.658228295598526], 'radius': 12.0}, 'projected_sphere': {'center': [386.3857502827054, -277.18340230923866], 'axes': [1540.6552366111653, 1540.6552366111653], 'angle': 90.0}, 'model_confidence': 0.17002423685755774, 'model_id': 1, 'model_birth_timestamp': 50483.909571, 'theta': 2.1125079191940026, 'phi': -1.9208934395963544, 'norm_pos': [0.5536096831888034, 0.22139418987044102], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175102.8138509,"{'circle_3d': {'center': [1.9435494724717728e-07, 7.588340755759759e-07, 6.991456064753265e-06], 'normal': [-0.29388241110223917, 0.5156032856454716, -0.8048517753452051], 'radius': 2.4117734714719077e-07}, 'confidence': 0.9999999999999966, 'timestamp': 50491.309916, 'diameter_3d': 4.823546942943815e-07, 'ellipse': {'center': [177.41714153822136, 187.01507244300507], 'axes': [32.316478824404506, 42.89039243590922], 'angle': -64.95582647412286}, 'location': [177.41714153822136, 187.01507244300507], 'diameter': 42.89039243590922, 'sphere': {'center': [3.5265891275818175, -6.187238668911584, 9.658228295598526], 'radius': 12.0}, 'projected_sphere': {'center': [386.3857502827054, -277.18340230923866], 'axes': [1540.6552366111653, 1540.6552366111653], 'angle': 90.0}, 'model_confidence': 0.1791964538449431, 'model_id': 1, 'model_birth_timestamp': 50483.909571, 'theta': 2.112507919360271, 'phi': -1.9208934393283656, 'norm_pos': [0.5544285673069418, 0.22077053148747894], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175102.822706,"{'circle_3d': {'center': [1.9488457692062866e-07, 7.594453839132598e-07, 6.991654291965688e-06], 'normal': [-0.29388241105810337, 0.515603285696414, -0.8048517753286861], 'radius': 2.4018741606311415e-07}, 'confidence': 0.999999999999998, 'timestamp': 50491.318315, 'diameter_3d': 4.803748321262283e-07, 'ellipse': {'center': [177.46213797454567, 187.06969010030696], 'axes': [32.18168622588977, 42.713340488845084], 'angle': -64.96150572749372}, 'location': [177.46213797454567, 187.06969010030696], 'diameter': 42.713340488845084, 'sphere': {'center': [3.5265891275818175, -6.187238668911584, 9.658228295598526], 'radius': 12.0}, 'projected_sphere': {'center': [386.3857502827054, -277.18340230923866], 'axes': [1540.6552366111653, 1540.6552366111653], 'angle': 90.0}, 'model_confidence': 0.17935784247797848, 'model_id': 1, 'model_birth_timestamp': 50483.909571, 'theta': 2.1125079194197256, 'phi': -1.9208934392865922, 'norm_pos': [0.5545691811704552, 0.2205429579153877], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175102.835005,"{'circle_3d': {'center': [1.9527386108109113e-07, 7.607799767939127e-07, 6.992367113767273e-06], 'normal': [-0.29388241102566304, 0.51560328580763, -0.8048517752692844], 'radius': 2.4253438842409396e-07}, 'confidence': 0.9999999999999966, 'timestamp': 50491.326715, 'diameter_3d': 4.850687768481879e-07, 'ellipse': {'center': [177.4984125428083, 187.17584729912716], 'axes': [32.48952709308427, 43.12682940272079], 'angle': -64.96769356413746}, 'location': [177.4984125428083, 187.17584729912716], 'diameter': 43.12682940272079, 'sphere': {'center': [3.5265891275818175, -6.187238668911584, 9.658228295598526], 'radius': 12.0}, 'projected_sphere': {'center': [386.3857502827054, -277.18340230923866], 'axes': [1540.6552366111653, 1540.6552366111653], 'angle': 90.0}, 'model_confidence': 0.17901400914441812, 'model_id': 1, 'model_birth_timestamp': 50483.909571, 'theta': 2.1125079195495253, 'phi': -1.9208934392748065, 'norm_pos': [0.554682539196276, 0.22010063625363685], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175102.841444,"{'circle_3d': {'center': [1.9617460056409186e-07, 7.59260124105765e-07, 6.99106457346943e-06], 'normal': [-0.2938824109506014, 0.5156032856809757, -0.8048517753778295], 'radius': 2.4267059800759464e-07}, 'confidence': 0.9999999999999968, 'timestamp': 50491.335115, 'diameter_3d': 4.853411960151893e-07, 'ellipse': {'center': [177.58183080782237, 187.05315522430405], 'axes': [32.51982986150556, 43.159207789786], 'angle': -64.97191965841837}, 'location': [177.58183080782237, 187.05315522430405], 'diameter': 43.159207789786, 'sphere': {'center': [3.5265891275818175, -6.187238668911584, 9.658228295598526], 'radius': 12.0}, 'projected_sphere': {'center': [386.3857502827054, -277.18340230923866], 'axes': [1540.6552366111653, 1540.6552366111653], 'angle': 90.0}, 'model_confidence': 0.17867939327278481, 'model_id': 1, 'model_birth_timestamp': 50483.909571, 'theta': 2.1125079194017076, 'phi': -1.9208934391490657, 'norm_pos': [0.554943221274445, 0.22061185323206645], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175102.851253,"{'circle_3d': {'center': [1.961091298241513e-07, 7.596602289439147e-07, 6.991344793760845e-06], 'normal': [-0.2938824109560573, 0.5156032857143177, -0.8048517753544777], 'radius': 2.4071053341710313e-07}, 'confidence': 0.9999999999999978, 'timestamp': 50491.343515, 'diameter_3d': 4.814210668342063e-07, 'ellipse': {'center': [177.57234609116887, 187.09050574375908], 'axes': [32.25433302889612, 42.808778867932816], 'angle': -64.97216147484843}, 'location': [177.57234609116887, 187.09050574375908], 'diameter': 42.808778867932816, 'sphere': {'center': [3.5265891275818175, -6.187238668911584, 9.658228295598526], 'radius': 12.0}, 'projected_sphere': {'center': [386.3857502827054, -277.18340230923866], 'axes': [1540.6552366111653, 1540.6552366111653], 'angle': 90.0}, 'model_confidence': 0.17807049754743343, 'model_id': 1, 'model_birth_timestamp': 50483.909571, 'theta': 2.112507919440621, 'phi': -1.9208934391643948, 'norm_pos': [0.5549135815349027, 0.22045622606767046], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175102.8574789,"{'circle_3d': {'center': [1.9414187057975596e-07, 7.603079295037674e-07, 6.992478045475536e-06], 'normal': [-0.2938824111199956, 0.5156032857682927, -0.8048517752600401], 'radius': 2.4421531711723995e-07}, 'confidence': 0.9999999999999953, 'timestamp': 50491.351915, 'diameter_3d': 4.884306342344799e-07, 'ellipse': {'center': [177.400277122203, 187.12900154579876], 'axes': [32.71422135303182, 43.42468175110119], 'angle': -64.95734216390223}, 'location': [177.400277122203, 187.12900154579876], 'diameter': 43.42468175110119, 'sphere': {'center': [3.5265891275818175, -6.187238668911584, 9.658228295598526], 'radius': 12.0}, 'projected_sphere': {'center': [386.3857502827054, -277.18340230923866], 'axes': [1540.6552366111653, 1540.6552366111653], 'angle': 90.0}, 'model_confidence': 0.1778915656365676, 'model_id': 1, 'model_birth_timestamp': 50483.909571, 'theta': 2.112507919503615, 'phi': -1.9208934393819237, 'norm_pos': [0.5543758660068844, 0.22029582689250515], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175102.865483,"{'circle_3d': {'center': [1.949531354128453e-07, 7.600079223735179e-07, 6.991989630833473e-06], 'normal': [-0.29388241105239016, 0.5156032857432922, -0.8048517753007413], 'radius': 2.428976548820792e-07}, 'confidence': 0.9999999999999956, 'timestamp': 50491.360315, 'diameter_3d': 4.857953097641584e-07, 'ellipse': {'center': [177.47146724682733, 187.1101278528675], 'axes': [32.54192029055287, 43.19355338578752], 'angle': -64.96338509231965}, 'location': [177.47146724682733, 187.1101278528675], 'diameter': 43.19355338578752, 'sphere': {'center': [3.5265891275818175, -6.187238668911584, 9.658228295598526], 'radius': 12.0}, 'projected_sphere': {'center': [386.3857502827054, -277.18340230923866], 'axes': [1540.6552366111653, 1540.6552366111653], 'angle': 90.0}, 'model_confidence': 0.17845773315676716, 'model_id': 1, 'model_birth_timestamp': 50483.909571, 'theta': 2.112507919474437, 'phi': -1.9208934392915151, 'norm_pos': [0.5545983351463354, 0.22037446727971877], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175102.873476,"{'circle_3d': {'center': [1.9392348260538483e-07, 7.604917513504006e-07, 6.992675547934368e-06], 'normal': [-0.2938824111381946, 0.5156032857836113, -0.8048517752435815], 'radius': 2.418867842794328e-07}, 'confidence': 0.9999999999999976, 'timestamp': 50491.368715, 'diameter_3d': 4.837735685588656e-07, 'ellipse': {'center': [177.37687075102403, 187.14882893288635], 'axes': [32.4002448468503, 43.00919306949913], 'angle': -64.95583784151061}, 'location': [177.37687075102403, 187.14882893288635], 'diameter': 43.00919306949913, 'sphere': {'center': [3.5265891275818175, -6.187238668911584, 9.658228295598526], 'radius': 12.0}, 'projected_sphere': {'center': [386.3857502827054, -277.18340230923866], 'axes': [1540.6552366111653, 1540.6552366111653], 'angle': 90.0}, 'model_confidence': 0.17747926288687044, 'model_id': 1, 'model_birth_timestamp': 50483.909571, 'theta': 2.112507919521493, 'phi': -1.9208934394084636, 'norm_pos': [0.5543027210969501, 0.22021321277964023], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175102.881629,"{'circle_3d': {'center': [1.94229535122048e-07, 7.600780813632468e-07, 6.992298789754159e-06], 'normal': [-0.2938824111126902, 0.5156032857491387, -0.8048517752749781], 'radius': 2.4199526918799315e-07}, 'confidence': 0.9999999999999973, 'timestamp': 50491.377115, 'diameter_3d': 4.839905383759863e-07, 'ellipse': {'center': [177.4051302097295, 187.11548736130396], 'axes': [32.41824514556479, 43.030860467760206], 'angle': -64.95749290984381}, 'location': [177.4051302097295, 187.11548736130396], 'diameter': 43.030860467760206, 'sphere': {'center': [3.5265891275818175, -6.187238668911584, 9.658228295598526], 'radius': 12.0}, 'projected_sphere': {'center': [386.3857502827054, -277.18340230923866], 'axes': [1540.6552366111653, 1540.6552366111653], 'angle': 90.0}, 'model_confidence': 0.1765534728096263, 'model_id': 1, 'model_birth_timestamp': 50483.909571, 'theta': 2.1125079194812604, 'phi': -1.920893439367935, 'norm_pos': [0.5543910319054046, 0.22035213599456682], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175102.892438,"{'circle_3d': {'center': [1.9375257664933088e-07, 7.575612768206952e-07, 6.990860635269769e-06], 'normal': [-0.29388241115243674, 0.515603285539405, -0.8048517753948242], 'radius': 2.4279946189498606e-07}, 'confidence': 0.9999999999999963, 'timestamp': 50491.385515, 'diameter_3d': 4.855989237899721e-07, 'ellipse': {'center': [177.36765116314558, 186.90407459435815], 'axes': [32.539868454926115, 43.182260468665376], 'angle': -64.94813689872724}, 'location': [177.36765116314558, 186.90407459435815], 'diameter': 43.182260468665376, 'sphere': {'center': [3.5265891275818175, -6.187238668911584, 9.658228295598526], 'radius': 12.0}, 'projected_sphere': {'center': [386.3857502827054, -277.18340230923866], 'axes': [1540.6552366111653, 1540.6552366111653], 'angle': 90.0}, 'model_confidence': 0.17641747920721373, 'model_id': 1, 'model_birth_timestamp': 50483.909571, 'theta': 2.112507919236481, 'phi': -1.9208934393635346, 'norm_pos': [0.5542739098848299, 0.22123302252350774], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175102.8978639,"{'circle_3d': {'center': [1.9583675658907396e-07, 7.573390279347336e-07, 6.9899572405773824e-06], 'normal': [-0.29388241097875506, 0.5156032855208843, -0.8048517754701071], 'radius': 2.4282015433775706e-07}, 'confidence': 0.9999999999999964, 'timestamp': 50491.393915, 'diameter_3d': 4.856403086755141e-07, 'ellipse': {'center': [177.5548946279879, 186.8929189618907], 'axes': [32.55051127456868, 43.192253928685446], 'angle': -64.96498691970471}, 'location': [177.5548946279879, 186.8929189618907], 'diameter': 43.192253928685446, 'sphere': {'center': [3.5265891275818175, -6.187238668911584, 9.658228295598526], 'radius': 12.0}, 'projected_sphere': {'center': [386.3857502827054, -277.18340230923866], 'axes': [1540.6552366111653, 1540.6552366111653], 'angle': 90.0}, 'model_confidence': 0.17618735264163243, 'model_id': 1, 'model_birth_timestamp': 50483.909571, 'theta': 2.1125079192148655, 'phi': -1.9208934391429917, 'norm_pos': [0.5548590457124621, 0.2212795043254554], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175102.9057841,"{'circle_3d': {'center': [1.9551197727452063e-07, 7.565760062888671e-07, 6.9895870247194125e-06], 'normal': [-0.29388241100582, 0.5156032854572992, -0.8048517755009584], 'radius': 2.41279331037623e-07}, 'confidence': 0.9999999999999974, 'timestamp': 50491.402315, 'diameter_3d': 4.82558662075246e-07, 'ellipse': {'center': [177.52467905550463, 186.83230768754498], 'axes': [32.34738929443137, 42.92010323792155], 'angle': -64.96058494097028}, 'location': [177.52467905550463, 186.83230768754498], 'diameter': 42.92010323792155, 'sphere': {'center': [3.5265891275818175, -6.187238668911584, 9.658228295598526], 'radius': 12.0}, 'projected_sphere': {'center': [386.3857502827054, -277.18340230923866], 'axes': [1540.6552366111653, 1540.6552366111653], 'angle': 90.0}, 'model_confidence': 0.1760467903866303, 'model_id': 1, 'model_birth_timestamp': 50483.909571, 'theta': 2.1125079191406555, 'phi': -1.9208934391603132, 'norm_pos': [0.554764622048452, 0.2215320513018959], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175102.917584,"{'circle_3d': {'center': [1.9593248890004134e-07, 7.591826651776046e-07, 6.9911033566683045e-06], 'normal': [-0.2938824109707774, 0.5156032856745207, -0.8048517753745975], 'radius': 2.430849597567679e-07}, 'confidence': 0.9947574138641405, 'timestamp': 50491.410715, 'diameter_3d': 4.861699195135358e-07, 'ellipse': {'center': [177.56088129788344, 187.04494962592085], 'axes': [32.57511865324072, 43.23259399018001], 'angle': -64.96975640380062}, 'location': [177.56088129788344, 187.04494962592085], 'diameter': 43.23259399018001, 'sphere': {'center': [3.5265891275818175, -6.187238668911584, 9.658228295598526], 'radius': 12.0}, 'projected_sphere': {'center': [386.3857502827054, -277.18340230923866], 'axes': [1540.6552366111653, 1540.6552366111653], 'angle': 90.0}, 'model_confidence': 0.17872320216381077, 'model_id': 1, 'model_birth_timestamp': 50483.909571, 'theta': 2.112507919394174, 'phi': -1.9208934391724783, 'norm_pos': [0.5548777540558858, 0.22064604322532977], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175102.9264908,"{'circle_3d': {'center': [1.979984673994295e-07, 7.602029734599114e-07, 6.9910026159192284e-06], 'normal': [-0.2938824107986125, 0.5156032857595464, -0.8048517753829926], 'radius': 2.4236964082523877e-07}, 'confidence': 0.9999999999999962, 'timestamp': 50491.419115, 'diameter_3d': 4.847392816504775e-07, 'ellipse': {'center': [177.74335052408318, 187.1380978661492], 'axes': [32.479432477079456, 43.106849261909886], 'angle': -64.98909066117274}, 'location': [177.74335052408318, 187.1380978661492], 'diameter': 43.106849261909886, 'sphere': {'center': [3.5265891275818175, -6.187238668911584, 9.658228295598526], 'radius': 12.0}, 'projected_sphere': {'center': [386.3857502827054, -277.18340230923866], 'axes': [1540.6552366111653, 1540.6552366111653], 'angle': 90.0}, 'model_confidence': 0.17894150224548877, 'model_id': 1, 'model_birth_timestamp': 50483.909571, 'theta': 2.112507919493407, 'phi': -1.9208934389803736, 'norm_pos': [0.55544797038776, 0.22025792555771173], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
