eye_packets,772
norm_X,norm_Y,phi,theta,confidence,timestamp
1596176739.697501,"{'circle_3d': {'center': [0.7401366466831085, 0.2343670945853633, 7.35986271616326], 'normal': [-0.16094908669504196, 0.4056355264825527, -0.8997528611498016], 'radius': 0.657245975773868}, 'confidence': 0.09043235197998636, 'timestamp': 52127.752284, 'diameter_3d': 1.314491951547736, 'ellipse': {'center': [223.16156829090224, 137.9659908200982], 'axes': [99.60134960231322, 111.42504217686447], 'angle': -80.42201161063947}, 'location': [223.16156829090224, 137.9659908200982], 'diameter': 111.42504217686447, 'sphere': {'center': [2.671525687023612, -4.633259223205269, 18.15689704996088], 'radius': 12.0}, 'projected_sphere': {'center': [251.22406330756877, -38.21099334775687], 'axes': [819.5232896378658, 819.5232896378658], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 71, 'model_birth_timestamp': 52119.226363, 'theta': 1.988470348053221, 'phi': -1.7478055972770346, 'norm_pos': [0.6973799009090695, 0.42514170491625747], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596176739.7040699,"{'circle_3d': {'center': [1.6538640943611265, 0.9834569219832225, 7.601478317044663], 'normal': [-0.0848051327218738, 0.46805967876570764, -0.879618227743018], 'radius': 0.6608299194008901}, 'confidence': 0.07028383218236053, 'timestamp': 52127.760684, 'diameter_3d': 1.3216598388017802, 'ellipse': {'center': [295.47546081969466, 198.41870945624953], 'axes': [88.70903654559311, 109.99309228724815], 'angle': 84.57077955599223}, 'location': [295.47546081969466, 198.41870945624953], 'diameter': 109.99309228724815, 'sphere': {'center': [2.671525687023612, -4.633259223205269, 18.15689704996088], 'radius': 12.0}, 'projected_sphere': {'center': [251.22406330756877, -38.21099334775687], 'axes': [819.5232896378658, 819.5232896378658], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 71, 'model_birth_timestamp': 52119.226363, 'theta': 2.0578901383260173, 'phi': -1.6669105583496762, 'norm_pos': [0.9233608150615458, 0.173255377265627], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596176739.712097,"{'circle_3d': {'center': [0.7030558661167297, 0.3871683403716064, 7.436802197626019], 'normal': [-0.1640391517422402, 0.4183689636314063, -0.8933412376945716], 'radius': 0.6561571598874967}, 'confidence': 0.07074238669914808, 'timestamp': 52127.769084, 'diameter_3d': 1.3123143197749934, 'ellipse': {'center': [219.41387742504736, 150.52198682498954], 'axes': [96.6963397972492, 110.06737095170627], 'angle': -79.46562976813205}, 'location': [219.41387742504736, 150.52198682498954], 'diameter': 110.06737095170627, 'sphere': {'center': [2.671525687023612, -4.633259223205269, 18.15689704996088], 'radius': 12.0}, 'projected_sphere': {'center': [251.22406330756877, -38.21099334775687], 'axes': [819.5232896378658, 819.5232896378658], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 71, 'model_birth_timestamp': 52119.226363, 'theta': 2.002445155192975, 'phi': -1.752397583305267, 'norm_pos': [0.685668366953273, 0.3728250548958769], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596176739.719755,"{'circle_3d': {'center': [0.5741870656155843, 0.5372808714468347, 7.53302365854919], 'normal': [-0.174778218450669, 0.43087834122100865, -0.8853227826176407], 'radius': 0.6565998568406843}, 'confidence': 0.1163379195060551, 'timestamp': 52127.777484, 'diameter_3d': 1.3131997136813687, 'ellipse': {'center': [208.06585719309717, 162.49346159031805], 'axes': [93.57846565893351, 108.61193178844283], 'angle': -76.74737268672843}, 'location': [208.06585719309717, 162.49346159031805], 'diameter': 108.61193178844283, 'sphere': {'center': [2.671525687023612, -4.633259223205269, 18.15689704996088], 'radius': 12.0}, 'projected_sphere': {'center': [251.22406330756877, -38.21099334775687], 'axes': [819.5232896378658, 819.5232896378658], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 71, 'model_birth_timestamp': 52119.226363, 'theta': 2.0162622061219246, 'phi': -1.7657074935485366, 'norm_pos': [0.6502058037284286, 0.3229439100403415], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596176739.728127,"{'circle_3d': {'center': [0.6858232105441204, 0.4176814211515989, 7.4543279993970355], 'normal': [-0.16547520637329097, 0.42091172036307234, -0.8918807542136536], 'radius': 0.6556269551423561}, 'confidence': 0.08345977428675058, 'timestamp': 52127.785884, 'diameter_3d': 1.3112539102847123, 'ellipse': {'center': [217.8414341212104, 152.99161509110093], 'axes': [96.02163785589131, 109.70314721239777], 'angle': -79.07469816148956}, 'location': [217.8414341212104, 152.99161509110093], 'diameter': 109.70314721239777, 'sphere': {'center': [2.671525687023612, -4.633259223205269, 18.15689704996088], 'radius': 12.0}, 'projected_sphere': {'center': [251.22406330756877, -38.21099334775687], 'axes': [819.5232896378658, 819.5232896378658], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 71, 'model_birth_timestamp': 52119.226363, 'theta': 2.005246504539987, 'phi': -1.754245458967374, 'norm_pos': [0.6807544816287825, 0.36253493712041285], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596176739.735567,"{'circle_3d': {'center': [0.6861571562516531, 0.5317345523983743, 7.508838490063868], 'normal': [-0.16544737756432992, 0.4304161479669703, -0.8873382133247509], 'radius': 0.6560951720991547}, 'confidence': 0.09389108733924738, 'timestamp': 52127.794284, 'diameter_3d': 1.3121903441983094, 'ellipse': {'center': [217.44372064940046, 162.1656024020439], 'axes': [94.13222685942672, 109.00756793513212], 'angle': -79.12477589237315}, 'location': [217.44372064940046, 162.1656024020439], 'diameter': 109.00756793513212, 'sphere': {'center': [2.671525687023612, -4.633259223205269, 18.15689704996088], 'radius': 12.0}, 'projected_sphere': {'center': [251.22406330756877, -38.21099334775687], 'axes': [819.5232896378658, 819.5232896378658], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 71, 'model_birth_timestamp': 52119.226363, 'theta': 2.0157500921607725, 'phi': -1.755133194507497, 'norm_pos': [0.6795116270293764, 0.32430998999148375], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596176739.7476742,"{'circle_3d': {'center': [0.7823202381469789, 0.41205177962548767, 7.434222959201161], 'normal': [-0.1574337874063861, 0.42044258356922976, -0.8935561742299765], 'radius': 0.6578548964446129}, 'confidence': 0.08280396198073844, 'timestamp': 52127.802684, 'diameter_3d': 1.3157097928892258, 'ellipse': {'center': [226.03119902259556, 152.59183635328856], 'axes': [96.8518124104701, 110.50679572976506], 'angle': -81.28463511251725}, 'location': [226.03119902259556, 152.59183635328856], 'diameter': 110.50679572976506, 'sphere': {'center': [2.671525687023612, -4.633259223205269, 18.15689704996088], 'radius': 12.0}, 'projected_sphere': {'center': [251.22406330756877, -38.21099334775687], 'axes': [819.5232896378658, 819.5232896378658], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 71, 'model_birth_timestamp': 52119.226363, 'theta': 2.004729384370711, 'phi': -1.7451943635430007, 'norm_pos': [0.7063474969456112, 0.3642006818612977], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596176739.755957,"{'circle_3d': {'center': [0.9816718678637009, 0.3083756472243637, 7.352979294015837], 'normal': [-0.14082115159665928, 0.41180290586913615, -0.900326479662087], 'radius': 0.656235252863337}, 'confidence': 0.07844334066562855, 'timestamp': 52127.811084, 'diameter_3d': 1.312470505726674, 'ellipse': {'center': [243.52627017946014, 144.20768408892764], 'axes': [99.04263706693109, 111.77240798548314], 'angle': -86.21021099285137}, 'location': [243.52627017946014, 144.20768408892764], 'diameter': 111.77240798548314, 'sphere': {'center': [2.671525687023612, -4.633259223205269, 18.15689704996088], 'radius': 12.0}, 'projected_sphere': {'center': [251.22406330756877, -38.21099334775687], 'axes': [819.5232896378658, 819.5232896378658], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 71, 'model_birth_timestamp': 52119.226363, 'theta': 1.9952279543603364, 'phi': -1.7259504301644764, 'norm_pos': [0.7610195943108129, 0.3991346496294682], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596176739.764111,"{'circle_3d': {'center': [0.546960739239263, 0.42143034723533734, 7.482800501347267], 'normal': [-0.17704707898202912, 0.4212241308700506, -0.8895080457178012], 'radius': 0.653707011236089}, 'confidence': 0.07488227736853796, 'timestamp': 52127.819484, 'diameter_3d': 1.307414022472178, 'ellipse': {'center': [206.13805775635882, 153.19828147809255], 'axes': [95.00260155063707, 108.80232828647696], 'angle': -75.92662600482787}, 'location': [206.13805775635882, 153.19828147809255], 'diameter': 108.80232828647696, 'sphere': {'center': [2.671525687023612, -4.633259223205269, 18.15689704996088], 'radius': 12.0}, 'projected_sphere': {'center': [251.22406330756877, -38.21099334775687], 'axes': [819.5232896378658, 819.5232896378658], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 71, 'model_birth_timestamp': 52119.226363, 'theta': 2.005590937267566, 'phi': -1.7672679880765818, 'norm_pos': [0.6441814304886213, 0.3616738271746144], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596176739.7715359,"{'circle_3d': {'center': [0.48263282076228853, 0.5174205624199928, 7.5418489687705925], 'normal': [-0.18240773885511033, 0.4292233154687719, -0.8845873400991907], 'radius': 0.6546440346683844}, 'confidence': 0.09478390548095275, 'timestamp': 52127.827884, 'diameter_3d': 1.3092880693367688, 'ellipse': {'center': [200.49637909102796, 160.82933808511424], 'axes': [93.15627816680457, 108.06368474611237], 'angle': -74.76571362979641}, 'location': [200.49637909102796, 160.82933808511424], 'diameter': 108.06368474611237, 'sphere': {'center': [2.671525687023612, -4.633259223205269, 18.15689704996088], 'radius': 12.0}, 'projected_sphere': {'center': [251.22406330756877, -38.21099334775687], 'axes': [819.5232896378658, 819.5232896378658], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 71, 'model_birth_timestamp': 52119.226363, 'theta': 2.0144290010182346, 'phi': -1.7741525763224326, 'norm_pos': [0.6265511846594624, 0.3298777579786907], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596176739.780022,"{'circle_3d': {'center': [0.4868722830395873, 0.5062326943828124, 7.535554746207186], 'normal': [-0.18205445033200207, 0.42829099313234015, -0.8851118586461411], 'radius': 0.6545686470716245}, 'confidence': 0.08518794074481761, 'timestamp': 52127.836284, 'diameter_3d': 1.309137294143249, 'ellipse': {'center': [200.87883563977874, 159.94298135286323], 'axes': [93.36017990800732, 108.14286828814875], 'angle': -74.82431397060544}, 'location': [200.87883563977874, 159.94298135286323], 'diameter': 108.14286828814875, 'sphere': {'center': [2.671525687023612, -4.633259223205269, 18.15689704996088], 'radius': 12.0}, 'projected_sphere': {'center': [251.22406330756877, -38.21099334775687], 'axes': [819.5232896378658, 819.5232896378658], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 71, 'model_birth_timestamp': 52119.226363, 'theta': 2.0133970085555246, 'phi': -1.7736524448292699, 'norm_pos': [0.6277463613743086, 0.33357091102973657], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
