subject,target,env,pos,block,total_time,frame_rate,start_time,num_over,dur_over,mean_over,sd_over,angular_diff_mean,angular_diff_sd
201,0,W,W,0,6.496999999999844,60.181622287210935,1.4989999999997965,9,2.9670000000000982,0.3296666666666776,0.464175254259274,2.342407729411765,1.3054073534524655
201,0,W,W,1,6.4939999999999145,60.20942408377043,0.58199999999988,6,5.34699999999998,0.8911666666666633,1.0570965608159346,1.3924993571099744,1.1339771372167795
201,0,W,W,2,6.496000000000095,60.190886699506514,0.5339999999996508,12,4.630000000000563,0.3858333333333803,0.34636681743815595,1.6547954930946294,1.1633430892530991
201,0,W,W,3,6.494000000000143,60.20942408376832,0.5660000000002583,17,3.3490000000006153,0.19700000000003615,0.17018260089402093,2.189244032071611,1.2370957618778553
201,0,W,W,4,6.492999999999938,60.218697058371134,0.6979999999998654,11,4.362999999999828,0.3966363636363481,0.5885314964503254,1.8288895940409209,1.296045253722773
201,1,W,W,0,6.4930000000001655,60.218697058369024,0.6980000000003201,11,4.194999999999936,0.3813636363636306,0.31942484468956456,1.8107368253452687,1.246778349227306
201,1,W,W,1,6.4939999999999145,60.20942408377043,0.5480000000002292,10,4.0269999999993615,0.40269999999993616,0.3730999999999328,1.8791520881585682,1.406277625502775
201,1,W,W,2,6.492999999999938,60.218697058371134,0.4819999999999709,11,5.012000000000626,0.4556363636364205,0.4373320504079223,1.529142905370844,1.0906637096049627
201,1,W,W,3,6.491999999999733,60.227972889712866,0.5149999999998727,14,4.030000000000655,0.2878571428571896,0.3857037829257421,1.940046465575448,1.2492436808677954
201,1,W,W,4,6.492999999999938,60.218697058371134,0.4490000000000691,14,3.0629999999991924,0.2187857142856566,0.2431120196157085,2.4170007890537084,1.5655748674536436
201,2,W,W,0,6.492999999999938,60.218697058371134,0.5320000000001528,11,4.473999999999934,0.4067272727272666,0.3343441588078576,1.6892137012531971,1.1816310391104152
201,2,W,W,1,6.4939999999999145,60.20942408377043,0.5700000000001637,8,3.3559999999997667,0.4194999999999709,0.7513140155754817,2.0189103713554992,1.3143841320367429
201,2,W,W,2,6.494000000000143,60.20942408376832,0.4989999999997963,17,4.611000000000331,0.27123529411766656,0.18329774216761496,1.697602952173913,1.1383150346728257
201,2,W,W,3,6.4950000000003465,60.20015396458494,0.4830000000001746,10,4.658999999999652,0.465899999999965,0.6277358441256188,1.5700299398465472,1.2396824438453489
201,2,W,W,4,6.4950000000003465,60.20015396458494,0.5489999999999782,10,4.5,0.45,0.6191773574672353,1.556992260051151,1.1490338113776457
201,3,W,W,0,6.4930000000001655,60.218697058369024,0.7470000000000709,14,4.319000000000415,0.30850000000002964,0.3273016847759554,1.704701788235294,1.1957193863529836
201,3,W,W,1,6.4939999999999145,60.20942408377043,0.6659999999997126,14,4.113000000000966,0.2937857142857833,0.2387051913287805,2.071965048056266,1.328676366035555
201,3,W,W,2,6.494999999999892,60.200153964589155,0.6329999999998108,7,5.081000000000586,0.7258571428572266,1.2357875948526786,1.4033201840409208,1.2015609424147
201,3,W,W,3,6.494000000000143,60.20942408376832,0.5320000000001528,17,3.9809999999997667,0.2341764705882216,0.2437487219378523,1.9160062434782608,1.0940373320300452
201,3,W,W,4,6.492999999999938,60.218697058371134,0.6489999999998872,8,4.4630000000006484,0.5578750000000811,0.6493755534163475,1.6492483946291558,1.1441429700679042
201,4,W,W,0,6.4939999999999145,60.20942408377043,0.5649999999998272,15,4.5110000000001955,0.3007333333333463,0.2414126389032637,1.8181002962148336,1.4149473394849357
201,4,W,W,1,6.491999999999963,60.22797288971077,0.5489999999999782,15,3.6610000000002856,0.2440666666666857,0.23870468970860825,2.0552163667519183,1.4026717309009944
201,4,W,W,2,6.493999999999688,60.20942408377253,0.8489999999997053,8,4.117000000000644,0.5146250000000805,0.5019424612194779,1.7590668264450129,1.4476019277938548
201,4,W,W,3,6.494000000000143,60.20942408376832,0.7680000000000291,11,4.58100000000195,0.4164545454547227,0.3324466775114635,1.9257300342455244,1.3909559152359454
