subject,target,env,pos,block,total_time,frame_rate,start_time,num_over,dur_over,mean_over,sd_over,angular_diff_mean,angular_diff_sd,angular_max,angular_min,head_rotation_x_max,head_rotation_y_max,head_rotation_z_max,head_rotation_x_min,head_rotation_y_min,head_rotation_z_min,head_rotation_x_range,head_rotation_y_range,head_rotation_z_range
201,0,U,S,0,6.49410000000006,60.20849694337882,0.4998000000000502,1,5.99430000000001,5.99430000000001,0.0,0.6031907252820512,0.9563923863381787,4.504109,0.0,0.564157,1.565226,1.093685,-4.024078,0.1357411,0.3945422,4.588235,1.4294849,0.6991428
201,0,U,S,1,6.4938999999999965,60.21035125271412,0.6492000000000075,1,5.844699999999989,5.844699999999989,0.0,0.5907307414615384,0.8636721193255862,3.7205230000000005,0.0,0.08496764,-0.2760315,1.590054,-3.81665,-1.262573,0.9533133,3.90161764,0.9865415,0.6367407
201,0,U,S,2,6.49369999999999,60.21220567627094,0.6322000000000116,2,5.694999999999936,2.847499999999968,2.231899999999996,0.9973763011025641,0.9657158455180315,4.45672,0.01978234,0.5837591999999999,-0.3867493,1.8120720000000001,-4.601013,-3.274597,0.7714131,5.1847722,2.8878477,1.0406589000000002
201,0,U,S,3,6.49389999999994,60.210351252714645,0.7662000000000262,1,5.727699999999913,5.727699999999913,0.0,0.8526722945897436,1.1196052345167655,4.722773,0.01978234,0.746487,-0.40353390000000006,0.9998482,-3.7961730000000005,-2.220917,0.05464179,4.542660000000001,1.8173831,0.9452064099999999
201,0,U,S,4,6.494299999999953,60.2066427482566,0.615799999999922,1,5.878500000000031,5.878500000000031,0.0,0.677506570974359,0.9456472298795127,3.8865529999999997,0.01978234,0.2923176,-0.1511536,2.5530009999999996,-3.4019169999999996,-2.1078799999999998,1.064535,3.6942345999999997,1.9567263999999998,1.4884659999999996
201,0,U,W,0,6.496900000000011,60.182548600101484,0.4170000000000016,20,3.9003999999999053,0.19501999999999525,0.19331609244964415,1.444116646153846,0.7862997505076149,4.118085,0.1356209,-0.23873899999999998,3.3809519999999997,3.6102629999999998,-7.548126,-5.070496,-2.722534,7.309387,8.451448,6.332796999999999
201,0,U,W,1,6.495699999999999,60.193666579429475,0.601099999999974,20,2.892099999999914,0.1446049999999957,0.10698598728338415,1.7233610983589744,1.143968742149462,5.180734999999999,0.07132626,0.7413445,4.190028,3.6624410000000003,-8.649719000000001,-3.7189330000000003,-1.62085,9.391063500000001,7.908961,5.283291
201,0,U,W,2,6.495199999999954,60.19830028328654,0.8654999999999973,18,3.8488000000002103,0.2138222222222339,0.229646621175421,1.5107738755641025,1.2118235607388321,5.637255000000001,0.06255726,1.2534969999999999,5.1801639999999995,2.907353,-6.106628,-4.435974,-1.8176880000000002,7.360125,9.616138,4.725041
201,0,U,W,3,6.494000000000028,60.20942408376937,0.4821000000000595,23,3.028099999999995,0.1316565217391302,0.10481114206488261,1.7899417787179488,1.2544823478217721,5.723273000000001,0.10653119999999999,0.6796314999999999,3.0373900000000003,4.282355,-9.258301,-4.686523,-1.7173770000000002,9.937932499999999,7.7239130000000005,5.999732
201,0,U,W,4,6.4956999999999425,60.19366657943,0.732599999999934,19,3.1173000000002276,0.16406842105264355,0.14270560440671362,1.8349254866666669,1.1507984431662248,4.98468,0.1467098,0.5735883,7.003589999999999,3.467631,-7.393402,-0.3139038,-1.113434,7.9669903,7.317493799999999,4.581065
201,0,W,S,0,6.494999999999891,60.200153964589155,0.58199999999988,2,5.76299999999992,2.88149999999996,2.63149999999996,0.791621472974359,1.164993937282791,5.074739,0.01978234,1.1752719999999999,-0.38900759999999995,0.16454520000000003,-5.117126,-2.2829900000000003,-0.9611206,6.2923979999999995,1.8939824000000003,1.1256658
201,0,W,S,1,6.4930000000001655,60.21869705836902,0.7310000000002219,1,5.761999999999944,5.761999999999944,0.0,0.9943687851282051,1.3103645245240034,5.607241999999999,0.1545051,1.864112,-0.6098633000000001,0.9128973,-3.5733339999999996,-2.1166080000000003,0.17293429999999999,5.437446,1.5067447,0.739963
201,0,W,S,2,6.494000000000369,60.20942408376621,0.5490000000002055,1,5.945000000000164,5.945000000000164,0.0,0.8678738185128206,1.2280388287427046,5.507407,0.03956468,1.716257,-0.09963989,-0.22866820000000002,-4.9773559999999994,-2.387909,-1.130585,6.693612999999999,2.28826911,0.9019168
201,0,W,S,3,6.494999999999891,60.200153964589155,1.16599999999994,1,5.328999999999951,5.328999999999951,0.0,1.1323622474102564,1.6197309098964476,5.968936,0.09487279,2.165698,-0.24444580000000002,0.32514879999999996,-4.048369999999999,-1.325928,-1.624939,6.214067999999999,1.0814822,1.9500878
201,0,W,S,4,6.494000000000142,60.20942408376832,0.7990000000002055,1,5.694999999999936,5.694999999999936,0.0,0.898778998025641,1.2793410376314271,5.413668,0.01978234,1.629498,-0.3392334,0.5468998,-3.908203,-1.3558649999999999,-0.9306641,5.537701,1.0166315999999997,1.4775639
201,0,W,W,0,6.496999999999844,60.18162228721093,1.4989999999997963,9,2.9670000000000982,0.3296666666666776,0.46417525425927403,2.3343768133333334,1.297397406761371,5.9266190000000005,0.23490250000000001,2.137983,0.8622413000000001,2.72473,-11.524569999999999,-8.668854,-0.7201233,13.662552999999999,9.5310953,3.4448533
201,0,W,W,1,6.4939999999999145,60.20942408377043,0.58199999999988,6,5.34699999999998,0.8911666666666633,1.0570965608159346,1.382711083666667,1.118811651586348,5.260789,0.03956468,1.430242,0.6924927,2.407484,-11.19669,-8.076965,-1.4665219999999999,12.626932,8.7694577,3.874006
201,0,W,W,2,6.496000000000095,60.190886699506514,0.5339999999996508,12,4.630000000000564,0.3858333333333803,0.34636681743815595,1.64552083025641,1.1503059338745902,5.435812,0.0,1.5957629999999998,1.893,6.818949000000001,-12.2966,-7.822205,-1.566315,13.892363,9.715205000000001,8.385264000000001
201,0,W,W,3,6.494000000000142,60.20942408376832,0.5660000000002583,17,3.349000000000615,0.19700000000003617,0.17018260089402093,2.180900378307692,1.2276440720259547,5.598812000000001,0.03956468,1.7189459999999999,2.874466,4.58014,-11.04996,-4.4985349999999995,-2.026672,12.768906000000001,7.3730009999999995,6.606812
201,0,W,W,4,6.492999999999938,60.21869705837113,0.6979999999998654,11,4.362999999999829,0.3966363636363481,0.5885314964503254,1.820435405820513,1.2868932544923262,5.827395,0.08392937,1.579494,1.9126619999999999,5.332232,-11.12381,-7.058502000000001,-0.5214233,12.703304000000001,8.971164,5.853655300000001
201,1,U,S,0,6.496300000000019,60.188107076335584,0.8322000000000003,2,5.21550000000002,2.60775000000001,2.2405499999999847,1.182960687820513,1.4912018937240663,5.383322,0.01978234,0.2459869,5.632328,-0.01040649,-4.5243839999999995,-0.1915588,-1.4514770000000001,4.7703709,5.8238868,1.44107051
201,1,U,S,1,6.493100000000027,60.21776963237874,0.7313000000000329,5,4.761999999999944,0.9523999999999887,1.051669016373503,1.1193258582051282,1.216289593330246,4.592949,0.03956468,0.36996100000000004,5.4154480000000005,-0.3070374,-3.7879940000000003,-1.2749629999999998,-2.449646,4.157955,6.690411,2.1426086
201,1,U,S,2,6.49490000000003,60.201080848049735,0.4818000000000211,3,5.697499999999991,1.8991666666666636,1.566346494943676,0.7321713328717948,1.043454648144256,4.27416,0.03956468,0.4946576,5.447426999999999,1.754025,-2.978607,-0.8981934000000001,0.6709861999999999,3.4732646,6.3456204,1.0830388000000002
201,1,U,S,3,6.494800000000055,60.20200776005369,0.48290000000008604,1,6.011899999999969,6.011899999999969,0.0,0.7988380266153845,0.8500427317144773,4.197267,0.0,1.0756940000000002,3.762748,2.557427,-1.9396060000000002,-0.4900208,1.152907,3.0153000000000003,4.2527688,1.4045200000000002
201,1,U,S,4,6.49389999999994,60.210351252714645,0.6652000000000271,1,5.8286999999999125,5.8286999999999125,0.0,0.5228277758974359,0.8525204640280384,3.6003260000000004,0.0,0.7204915,2.328104,1.4529,-2.092377,-0.5406799,0.4327446,2.8128685,2.8687839000000004,1.0201554000000002
201,1,U,W,0,6.494400000000013,60.20571569352045,0.5504999999999995,25,3.6633999999999958,0.14653599999999983,0.10551780467769063,1.5328826158205129,0.958584082236362,4.639921,0.01978234,0.3207272,7.795775999999999,1.520358,-5.385895,-0.5198975,-2.046509,5.7066222,8.315673499999999,3.5668670000000002
201,1,U,W,1,6.4938999999999965,60.21035125271412,0.5158999999999878,17,4.2853000000000065,0.2520764705882357,0.2281961734210638,1.3734741203846152,1.0512750647386302,5.195879,0.05595291,0.6402071,8.217111000000001,2.3850849999999997,-4.900482,-0.2279663,-0.8647461,5.5406891,8.445077300000001,3.2498310999999998
201,1,U,W,2,6.493900000000053,60.21035125271359,0.44870000000003074,22,3.735900000000015,0.16981363636363705,0.12968862112928803,1.7687389507692308,1.6176502463786036,6.708411,0.04423466,0.707784,13.30915,1.2351290000000001,-6.531067,0.37204740000000003,-1.759216,7.238851,12.937102600000001,2.994345
201,1,U,W,3,6.4950999999999794,60.199227109667476,0.6003999999999223,18,3.2455999999997402,0.18031111111109668,0.15093310103370855,1.8973533550000004,1.6452933198704838,7.466188000000001,0.06255726,0.181826,10.68772,4.878729,-5.375854,-2.086639,-1.8887630000000002,5.55768,12.774359,6.767492
201,1,U,W,4,6.495600000000081,60.19459326313121,0.9341000000000577,14,3.7144000000001824,0.26531428571429877,0.2642640910073042,1.8128280417179485,1.7505875399008528,7.923055000000001,0.03956468,0.4092965,12.252880000000001,2.1295889999999997,-6.2499080000000005,-0.4615479,-2.515839,6.6592045,12.7144279,4.645428
201,1,W,S,0,6.4939999999999145,60.20942408377043,0.5989999999999327,2,5.36200000000008,2.68100000000004,2.4320000000000164,0.9847677025641025,1.2060634701540878,5.025352,0.1356209,1.171909,3.602185,-0.7215576,-4.910553,-1.105988,-1.8409419999999999,6.0824620000000005,4.708173,1.1193844
201,1,W,S,1,6.494000000000142,60.20942408376832,0.7989999999999782,1,5.695000000000164,5.695000000000164,0.0,0.8691499444358975,1.4467361206915446,5.581844,0.01978234,1.8749900000000002,3.395539,-0.7991943,-2.397217,-1.126709,-1.478851,4.272207,4.522247999999999,0.6796566999999999
201,1,W,S,2,6.494000000000142,60.20942408376832,0.5160000000000764,2,5.645000000000209,2.8225000000001046,2.805500000000052,0.9311166048717949,1.278293546473419,5.302711,0.04845664,1.174633,7.272469999999999,0.4859593,-2.982452,-1.06427,-1.79538,4.157085,8.336739999999999,2.2813393
201,1,W,S,3,6.4939999999999145,60.20942408377043,0.7819999999999254,1,5.711999999999989,5.711999999999989,0.0,0.990552366025641,1.2812200551794966,5.764834,0.05934703,2.671014,3.5357279999999998,-0.1312256,-2.595856,-0.2232361,-1.3321530000000001,5.26687,3.7589640999999996,1.2009274
201,1,W,S,4,6.494999999999891,60.200153964589155,0.6829999999999927,1,5.811999999999898,5.811999999999898,0.0,0.8898973864871793,1.3051987169396884,5.539905999999999,0.03956468,1.643407,3.927576,-1.510376,-2.7951349999999997,-1.109436,-2.807312,4.438542,5.037012000000001,1.296936
201,1,W,W,0,6.4930000000001655,60.21869705836902,0.6980000000003201,11,4.194999999999936,0.3813636363636306,0.31942484468956456,1.8026237274615386,1.2380248364515192,5.133776999999999,0.01978234,1.679988,5.828371,1.593261,-7.629913,-1.194336,-2.808563,9.309901,7.022707,4.4018239999999995
201,1,W,W,1,6.4939999999999145,60.20942408377043,0.5480000000002292,10,4.0269999999993615,0.40269999999993616,0.3730999999999328,1.8687281576153847,1.3929113991776012,6.342080999999999,0.09691329,2.75427,6.819027,2.3567400000000003,-8.323761,-1.173889,-2.188446,11.078031,7.992916,4.545186
201,1,W,W,2,6.492999999999938,60.21869705837113,0.4819999999999709,11,5.012000000000626,0.4556363636364205,0.43733205040792233,1.5196992153846154,1.0759771308463293,5.312937000000001,0.1297215,1.867044,4.8700529999999995,2.4552389999999997,-6.8166199999999995,-0.8434753,-1.382629,8.683664,5.713528299999999,3.837868
201,1,W,W,3,6.491999999999734,60.22797288971287,0.5149999999998727,14,4.030000000000655,0.2878571428571896,0.38570378292574214,1.9307339334358975,1.237215642103375,5.683617,0.03956468,2.252935,5.373989,1.970191,-8.799683,-1.1831969999999998,-3.324493,11.052617999999999,6.557186,5.294684
201,1,W,W,4,6.492999999999938,60.21869705837113,0.4490000000000691,14,3.0629999999991924,0.2187857142856566,0.24311201961570855,2.409589032102564,1.560714610382383,6.688648,0.02797646,2.239867,9.583472,4.181297,-7.643616000000001,-0.1242371,-4.555573000000001,9.883483,9.7077091,8.73687
201,2,U,S,0,6.494500000000016,60.204788667333744,0.9145000000000323,1,5.579999999999984,5.579999999999984,0.0,0.8992508860769229,1.3840351794651462,6.67453,0.0,2.518554,6.611428999999999,1.286171,0.11381860000000002,-1.459595,-0.22726439999999998,2.4047354,8.071024,1.5134353999999999
201,2,U,S,1,6.494700000000023,60.202934700601816,0.6829000000000178,2,5.4611000000000445,2.7305500000000222,2.598150000000004,1.0856013605384616,1.269286020054711,5.357854,0.0656106,3.149668,4.376685,1.1388260000000001,-0.004241801,-0.464325,-0.1432495,3.153909801,4.84101,1.2820755000000001
