eye_packets,714
norm_X,norm_Y,phi,theta,confidence,timestamp
1580953974.8141901,"{'circle_3d': {'center': [-6.030386388489855, 9.156964166123203, 66.76111402668441], 'normal': [0.004793739683388918, 0.6206068472717448, -0.7841072383158271], 'radius': 2.7962334727759988}, 'confidence': 0.9980868299698096, 'timestamp': 4981.593442, 'diameter_3d': 5.5924669455519975, 'ellipse': {'center': [103.95478852124478, 204.567155867777], 'axes': [36.236387373539806, 52.116489104337475], 'angle': -86.04996730111883}, 'location': [103.95478852124478, 204.567155867777], 'diameter': 52.116489104337475, 'sphere': {'center': [-6.087911264690522, 1.7096819988622665, 76.17040088647434], 'radius': 12.0}, 'projected_sphere': {'center': [110.44656533009837, 133.9162040235872], 'axes': [195.35147284018376, 195.35147284018376], 'angle': 90.0}, 'model_confidence': 0.8548322438003408, 'model_id': 1, 'model_birth_timestamp': 4967.673351, 'theta': 2.2403127127571585, 'phi': -1.5646827753236565, 'norm_pos': [0.32485871412888995, 0.14763685055092923], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580953975.6441479,"{'circle_3d': {'center': [-6.733692221802599, 9.365337150863915, 66.95227140435802], 'normal': [-0.05381507975933971, 0.6379712626668037, -0.7681774568430266], 'radius': 2.782023951687718}, 'confidence': 0.5039430188579984, 'timestamp': 4982.416635, 'diameter_3d': 5.564047903375436, 'ellipse': {'center': [97.64392252296852, 206.26252528251672], 'axes': [34.626758967654226, 51.693700804333595], 'angle': -81.22164420567955}, 'location': [97.64392252296852, 206.26252528251672], 'diameter': 51.693700804333595, 'sphere': {'center': [-6.087911264690522, 1.7096819988622665, 76.17040088647434], 'radius': 12.0}, 'projected_sphere': {'center': [110.44656533009837, 133.9162040235872], 'axes': [195.35147284018376, 195.35147284018376], 'angle': 90.0}, 'model_confidence': 0.8708738393552129, 'model_id': 1, 'model_birth_timestamp': 4967.673351, 'theta': 2.2626571900593153, 'phi': -1.640737588593447, 'norm_pos': [0.30513725788427665, 0.14057281132284705], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580953975.6490219,"{'circle_3d': {'center': [-6.740088959582408, 9.36846970905809, 66.9553243775983], 'normal': [-0.054348141240990515, 0.6382323091829851, -0.7679230424063364], 'radius': 2.7699272676927835}, 'confidence': 0.513606116589184, 'timestamp': 4982.425035, 'diameter_3d': 5.539854535385567, 'ellipse': {'center': [97.58787030031435, 206.29168018597198], 'axes': [34.45529057906904, 51.46634069781999], 'angle': -81.18138832530651}, 'location': [97.58787030031435, 206.29168018597198], 'diameter': 51.46634069781999, 'sphere': {'center': [-6.087911264690522, 1.7096819988622665, 76.17040088647434], 'radius': 12.0}, 'projected_sphere': {'center': [110.44656533009837, 133.9162040235872], 'axes': [195.35147284018376, 195.35147284018376], 'angle': 90.0}, 'model_confidence': 0.8708738393552129, 'model_id': 1, 'model_birth_timestamp': 4967.673351, 'theta': 2.262996232640845, 'phi': -1.6414514188441964, 'norm_pos': [0.30496209468848234, 0.1404513325584501], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580953975.659671,"{'circle_3d': {'center': [-6.610885145982169, 8.969556599010843, 66.62992295769088], 'normal': [-0.043581156774303915, 0.6049895500123813, -0.7950398273986214], 'radius': 2.6200867621073307}, 'confidence': 0.9971879133650127, 'timestamp': 4982.433435, 'diameter_3d': 5.240173524214661, 'ellipse': {'center': [98.48308461717383, 203.04899636109883], 'axes': [34.50301507750873, 48.917420032583316], 'angle': -81.50596450546873}, 'location': [98.48308461717383, 203.04899636109883], 'diameter': 48.917420032583316, 'sphere': {'center': [-6.087911264690522, 1.7096819988622665, 76.17040088647434], 'radius': 12.0}, 'projected_sphere': {'center': [110.44656533009837, 133.9162040235872], 'axes': [195.35147284018376, 195.35147284018376], 'angle': 90.0}, 'model_confidence': 0.8706435006284319, 'model_id': 1, 'model_birth_timestamp': 4967.673351, 'theta': 2.2205490698771078, 'phi': -1.6255578399906376, 'norm_pos': [0.30775963942866824, 0.15396251516208825], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580953975.6637828,"{'circle_3d': {'center': [-6.624530539334592, 9.000352361972112, 66.65419547619908], 'normal': [-0.04471827288700581, 0.6075558635924871, -0.7930171175229387], 'radius': 2.5985446829558976}, 'confidence': 0.9989277480484623, 'timestamp': 4982.441835, 'diameter_3d': 5.197089365911795, 'ellipse': {'center': [98.37899785241552, 203.31192043194915], 'axes': [34.074675134245496, 48.497319961201775], 'angle': -81.45197145136972}, 'location': [98.37899785241552, 203.31192043194915], 'diameter': 48.497319961201775, 'sphere': {'center': [-6.087911264690522, 1.7096819988622665, 76.17040088647434], 'radius': 12.0}, 'projected_sphere': {'center': [110.44656533009837, 133.9162040235872], 'axes': [195.35147284018376, 195.35147284018376], 'angle': 90.0}, 'model_confidence': 0.8707674020709044, 'model_id': 1, 'model_birth_timestamp': 4967.673351, 'theta': 2.2237760986561477, 'phi': -1.6271267176292252, 'norm_pos': [0.3074343682887985, 0.15286699820021188], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580953975.669965,"{'circle_3d': {'center': [-6.649706869027093, 8.982587332464458, 66.6420624317694], 'normal': [-0.046816300361380896, 0.6060754444668492, -0.7940282045587449], 'radius': 2.615509499490985}, 'confidence': 0.9988126005881508, 'timestamp': 4982.450235, 'diameter_3d': 5.23101899898197, 'ellipse': {'center': [98.13518248223409, 203.15664641602268], 'axes': [34.3587889063562, 48.82246615633723], 'angle': -81.23797903560138}, 'location': [98.13518248223409, 203.15664641602268], 'diameter': 48.82246615633723, 'sphere': {'center': [-6.087911264690522, 1.7096819988622665, 76.17040088647434], 'radius': 12.0}, 'projected_sphere': {'center': [110.44656533009837, 133.9162040235872], 'axes': [195.35147284018376, 195.35147284018376], 'angle': 90.0}, 'model_confidence': 0.8704787361765942, 'model_id': 1, 'model_birth_timestamp': 4967.673351, 'theta': 2.22191356674106, 'phi': -1.6296886471998222, 'norm_pos': [0.3066724452569815, 0.15351397326657212], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580953975.683294,"{'circle_3d': {'center': [-6.655945873711389, 9.016057749044517, 66.66807432504197], 'normal': [-0.047336217418405505, 0.608864645848521, -0.7918605467860313], 'radius': 2.6245450857060972}, 'confidence': 0.9984778073361795, 'timestamp': 4982.458635, 'diameter_3d': 5.2490901714121945, 'ellipse': {'center': [98.10124952559565, 203.4325217927192], 'axes': [34.32446734698955, 48.97224800883275], 'angle': -81.24399206952333}, 'location': [98.10124952559565, 203.4325217927192], 'diameter': 48.97224800883275, 'sphere': {'center': [-6.087911264690522, 1.7096819988622665, 76.17040088647434], 'radius': 12.0}, 'projected_sphere': {'center': [110.44656533009837, 133.9162040235872], 'axes': [195.35147284018376, 195.35147284018376], 'angle': 90.0}, 'model_confidence': 0.870232605250254, 'model_id': 1, 'model_birth_timestamp': 4967.673351, 'theta': 2.225424904767105, 'phi': -1.6305037505369449, 'norm_pos': [0.3065664047674864, 0.15236449253033668], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580953975.6907892,"{'circle_3d': {'center': [-6.66671895652285, 9.022165964600623, 66.67342453046001], 'normal': [-0.04823397431936061, 0.6093736638115297, -0.7914146963345273], 'radius': 2.6557449994675832}, 'confidence': 0.9984682267027587, 'timestamp': 4982.467035, 'diameter_3d': 5.3114899989351665, 'ellipse': {'center': [98.00659548070198, 203.4727237899305], 'axes': [34.697777500756416, 49.55065178056775], 'angle': -81.17398203108877}, 'location': [98.00659548070198, 203.4727237899305], 'diameter': 49.55065178056775, 'sphere': {'center': [-6.087911264690522, 1.7096819988622665, 76.17040088647434], 'radius': 12.0}, 'projected_sphere': {'center': [110.44656533009837, 133.9162040235872], 'axes': [195.35147284018376, 195.35147284018376], 'angle': 90.0}, 'model_confidence': 0.8699648306841445, 'model_id': 1, 'model_birth_timestamp': 4967.673351, 'theta': 2.2260667300673354, 'phi': -1.6316675564215173, 'norm_pos': [0.30627061087719365, 0.15219698420862282], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580953975.693734,"{'circle_3d': {'center': [-6.683883870460156, 9.039259518282371, 66.68767395589242], 'normal': [-0.049664383814136175, 0.610798126618342, -0.7902272442151599], 'radius': 2.6441559048829304}, 'confidence': 0.9989980509896753, 'timestamp': 4982.475435, 'diameter_3d': 5.288311809765861, 'ellipse': {'center': [97.86102828495862, 203.6175374641951], 'axes': [34.456951954159706, 49.323591617234975], 'angle': -81.07456721587896}, 'location': [97.86102828495862, 203.6175374641951], 'diameter': 49.323591617234975, 'sphere': {'center': [-6.087911264690522, 1.7096819988622665, 76.17040088647434], 'radius': 12.0}, 'projected_sphere': {'center': [110.44656533009837, 133.9162040235872], 'axes': [195.35147284018376, 195.35147284018376], 'angle': 90.0}, 'model_confidence': 0.870122556206876, 'model_id': 1, 'model_birth_timestamp': 4967.673351, 'theta': 2.2278645338136367, 'phi': -1.6335620045504917, 'norm_pos': [0.3058157133904957, 0.15159359389918714], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580953975.702029,"{'circle_3d': {'center': [-6.705464645167632, 9.03843498661496, 66.68841757775841], 'normal': [-0.051462781706425875, 0.6107294156460576, -0.7901652757263267], 'radius': 2.66544498237725}, 'confidence': 0.9989468258358504, 'timestamp': 4982.483835, 'diameter_3d': 5.3308899647545, 'ellipse': {'center': [97.66238623525483, 203.6022313589096], 'axes': [34.72266799723287, 49.72002999778298], 'angle': -80.91469009420993}, 'location': [97.66238623525483, 203.6022313589096], 'diameter': 49.72002999778298, 'sphere': {'center': [-6.087911264690522, 1.7096819988622665, 76.17040088647434], 'radius': 12.0}, 'projected_sphere': {'center': [110.44656533009837, 133.9162040235872], 'axes': [195.35147284018376, 195.35147284018376], 'angle': 90.0}, 'model_confidence': 0.8703093300609033, 'model_id': 1, 'model_birth_timestamp': 4967.673351, 'theta': 2.2277777570318564, 'phi': -1.6358336081101175, 'norm_pos': [0.30519495698517135, 0.15165736933787666], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580953975.70946,"{'circle_3d': {'center': [-6.708230549881652, 9.049998396605805, 66.69754708387413], 'normal': [-0.0516932737659275, 0.6116930331452949, -0.7894044835500176], 'radius': 2.6732422941034244}, 'confidence': 0.9987559931712385, 'timestamp': 4982.492235, 'diameter_3d': 5.346484588206849, 'ellipse': {'center': [97.6452358616003, 203.69575369883376], 'axes': [34.76954624258463, 49.85878139321071], 'angle': -80.91280835254057}, 'location': [97.6452358616003, 203.69575369883376], 'diameter': 49.85878139321071, 'sphere': {'center': [-6.087911264690522, 1.7096819988622665, 76.17040088647434], 'radius': 12.0}, 'projected_sphere': {'center': [110.44656533009837, 133.9162040235872], 'axes': [195.35147284018376, 195.35147284018376], 'angle': 90.0}, 'model_confidence': 0.870126154302453, 'model_id': 1, 'model_birth_timestamp': 4967.673351, 'theta': 2.228995264557865, 'phi': -1.6361868522457141, 'norm_pos': [0.3051413620675009, 0.15126769292152598], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580953975.721791,"{'circle_3d': {'center': [-6.713591062654349, 9.048433307023753, 66.69668704092369], 'normal': [-0.052139983163652266, 0.6115626090134572, -0.7894761537958871], 'radius': 2.649752563669391}, 'confidence': 0.9986959226344255, 'timestamp': 4982.500635, 'diameter_3d': 5.299505127338782, 'ellipse': {'center': [97.5948807821517, 203.68984642207334], 'axes': [34.46679802043645, 49.420944151085976], 'angle': -80.87110722421292}, 'location': [97.5948807821517, 203.68984642207334], 'diameter': 49.420944151085976, 'sphere': {'center': [-6.087911264690522, 1.7096819988622665, 76.17040088647434], 'radius': 12.0}, 'projected_sphere': {'center': [110.44656533009837, 133.9162040235872], 'axes': [195.35147284018376, 195.35147284018376], 'angle': 90.0}, 'model_confidence': 0.8699645512773801, 'model_id': 1, 'model_birth_timestamp': 4967.673351, 'theta': 2.2288304097862013, 'phi': -1.636744326594826, 'norm_pos': [0.3049840024442241, 0.1512923065746944], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580953975.7323341,"{'circle_3d': {'center': [-6.740403337624533, 9.052390607305579, 66.70156334503079], 'normal': [-0.05437433941116762, 0.6118923840369428, -0.7890697951202958], 'radius': 2.684175455091188}, 'confidence': 0.9989679766457215, 'timestamp': 4982.509035, 'diameter_3d': 5.368350910182376, 'ellipse': {'center': [97.3518375939651, 203.70957746810677], 'axes': [34.87666082501125, 50.05927914313116], 'angle': -80.68100870368329}, 'location': [97.3518375939651, 203.70957746810677], 'diameter': 50.05927914313116, 'sphere': {'center': [-6.087911264690522, 1.7096819988622665, 76.17040088647434], 'radius': 12.0}, 'projected_sphere': {'center': [110.44656533009837, 133.9162040235872], 'axes': [195.35147284018376, 195.35147284018376], 'angle': 90.0}, 'model_confidence': 0.8699170393385192, 'model_id': 1, 'model_birth_timestamp': 4967.673351, 'theta': 2.229247282666686, 'phi': -1.6395969810226712, 'norm_pos': [0.3042244924811409, 0.15121009388288842], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580953975.737767,"{'circle_3d': {'center': [-6.74608234221253, 9.059047627068704, 66.70712261223706], 'normal': [-0.05484758979350067, 0.6124471356838698, -0.7886065228531067], 'radius': 2.6782561878660904}, 'confidence': 0.9987855750159279, 'timestamp': 4982.517434, 'diameter_3d': 5.356512375732181, 'ellipse': {'center': [97.30449952583402, 203.76639945949648], 'axes': [34.76481596950797, 49.944610104875835], 'angle': -80.65030719709051}, 'location': [97.30449952583402, 203.76639945949648], 'diameter': 49.944610104875835, 'sphere': {'center': [-6.087911264690522, 1.7096819988622665, 76.17040088647434], 'radius': 12.0}, 'projected_sphere': {'center': [110.44656533009837, 133.9162040235872], 'axes': [195.35147284018376, 195.35147284018376], 'angle': 90.0}, 'model_confidence': 0.8700621518193508, 'model_id': 1, 'model_birth_timestamp': 4967.673351, 'theta': 2.2299488549209556, 'phi': -1.6402345164047272, 'norm_pos': [0.30407656101823133, 0.15097333558543136], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580953975.74723,"{'circle_3d': {'center': [-6.730604930238114, 9.066071786372706, 66.71151754083162], 'normal': [-0.053557805462299275, 0.6130324822925367, -0.7882402788035596], 'radius': 2.6524422746238048}, 'confidence': 0.9993079696031308, 'timestamp': 4982.525834, 'diameter_3d': 5.3048845492476095, 'ellipse': {'center': [97.45139104515391, 203.83435449421148], 'axes': [34.40911199900569, 49.45998921659324], 'angle': -80.77487287802909}, 'location': [97.45139104515391, 203.83435449421148], 'diameter': 49.45998921659324, 'sphere': {'center': [-6.087911264690522, 1.7096819988622665, 76.17040088647434], 'radius': 12.0}, 'projected_sphere': {'center': [110.44656533009837, 133.9162040235872], 'axes': [195.35147284018376, 195.35147284018376], 'angle': 90.0}, 'model_confidence': 0.8703577697827258, 'model_id': 1, 'model_birth_timestamp': 4967.673351, 'theta': 2.230689533105759, 'phi': -1.6386380940601684, 'norm_pos': [0.304535597016106, 0.15069018960745217], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580953975.754723,"{'circle_3d': {'center': [-6.733181760564156, 9.086580988605263, 66.7276794947206], 'normal': [-0.05377254132280279, 0.6147415824785831, -0.7868934493128119], 'radius': 2.6697224160273785}, 'confidence': 0.9989560699250672, 'timestamp': 4982.534234, 'diameter_3d': 5.339444832054757, 'ellipse': {'center': [97.44252693316574, 203.9990502687731], 'axes': [34.5376216060327, 49.77046299376657], 'angle': -80.78896279709942}, 'location': [97.44252693316574, 203.9990502687731], 'diameter': 49.77046299376657, 'sphere': {'center': [-6.087911264690522, 1.7096819988622665, 76.17040088647434], 'radius': 12.0}, 'projected_sphere': {'center': [110.44656533009837, 133.9162040235872], 'axes': [195.35147284018376, 195.35147284018376], 'angle': 90.0}, 'model_confidence': 0.8703807380750495, 'model_id': 1, 'model_birth_timestamp': 4967.673351, 'theta': 2.2328546133654785, 'phi': -1.639025480950946, 'norm_pos': [0.3045078966661429, 0.1500039572134455], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580953975.761379,"{'circle_3d': {'center': [-6.74035241465246, 9.077452336659473, 66.7210474273581], 'normal': [-0.05437009583016147, 0.6139808614831005, -0.7874461215930197], 'radius': 2.677814910017746}, 'confidence': 0.998865375363543, 'timestamp': 4982.542634, 'diameter_3d': 5.355629820035492, 'ellipse': {'center': [97.3702428704747, 203.92001816416547], 'axes': [34.67898240606027, 49.92619252242175], 'angle': -80.72195150525073}, 'location': [97.3702428704747, 203.92001816416547], 'diameter': 49.92619252242175, 'sphere': {'center': [-6.087911264690522, 1.7096819988622665, 76.17040088647434], 'radius': 12.0}, 'projected_sphere': {'center': [110.44656533009837, 133.9162040235872], 'axes': [195.35147284018376, 195.35147284018376], 'angle': 90.0}, 'model_confidence': 0.8703305883839385, 'model_id': 1, 'model_birth_timestamp': 4967.673351, 'theta': 2.2318904852613928, 'phi': -1.6397330323407422, 'norm_pos': [0.30428200897023344, 0.1503332576493105], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580953975.7702,"{'circle_3d': {'center': [-6.73410265608799, 9.070487815098787, 66.71519203519335], 'normal': [-0.053849282616455656, 0.6134004846863768, -0.7879340709400826], 'radius': 2.669383223080344}, 'confidence': 0.9993214394127607, 'timestamp': 4982.551034, 'diameter_3d': 5.338766446160688, 'ellipse': {'center': [97.42252688518224, 203.86535626968714], 'axes': [34.606295377569694, 49.77331259951221], 'angle': -80.75636756602374}, 'location': [97.42252688518224, 203.86535626968714], 'diameter': 49.77331259951221, 'sphere': {'center': [-6.087911264690522, 1.7096819988622665, 76.17040088647434], 'radius': 12.0}, 'projected_sphere': {'center': [110.44656533009837, 133.9162040235872], 'axes': [195.35147284018376, 195.35147284018376], 'angle': 90.0}, 'model_confidence': 0.8708504956342455, 'model_id': 1, 'model_birth_timestamp': 4967.673351, 'theta': 2.231155409119263, 'phi': -1.639032593231634, 'norm_pos': [0.3044453965161945, 0.1505610155429703], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580953975.778157,"{'circle_3d': {'center': [-6.744366795159419, 9.068723147274278, 66.71452549006098], 'normal': [-0.05470462753907472, 0.6132534290343343, -0.7879896163677804], 'radius': 2.6751811880797436}, 'confidence': 0.9988924275642042, 'timestamp': 4982.559434, 'diameter_3d': 5.350362376159487, 'ellipse': {'center': [97.32715724018348, 203.84798451444257], 'axes': [34.68182957146964, 49.88179925612531], 'angle': -80.67854835236642}, 'location': [97.32715724018348, 203.84798451444257], 'diameter': 49.88179925612531, 'sphere': {'center': [-6.087911264690522, 1.7096819988622665, 76.17040088647434], 'radius': 12.0}, 'projected_sphere': {'center': [110.44656533009837, 133.9162040235872], 'axes': [195.35147284018376, 195.35147284018376], 'angle': 90.0}, 'model_confidence': 0.870936053725424, 'model_id': 1, 'model_birth_timestamp': 4967.673351, 'theta': 2.2309692224514084, 'phi': -1.6401081497460417, 'norm_pos': [0.3041473663755734, 0.15063339785648933], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580953975.786718,"{'circle_3d': {'center': [-6.753521748802241, 9.088468541507488, 66.73056657428864], 'normal': [-0.055467540342643264, 0.6148988785537685, -0.7866528593488078], 'radius': 2.6820559313920733}, 'confidence': 0.9986454033571817, 'timestamp': 4982.567834, 'diameter_3d': 5.364111862784147, 'ellipse': {'center': [97.25745858907919, 204.00908229471776], 'axes': [34.67308245567286, 49.998041280716635], 'angle': -80.64379236089985}, 'location': [97.25745858907919, 204.00908229471776], 'diameter': 49.998041280716635, 'sphere': {'center': [-6.087911264690522, 1.7096819988622665, 76.17040088647434], 'radius': 12.0}, 'projected_sphere': {'center': [110.44656533009837, 133.9162040235872], 'axes': [195.35147284018376, 195.35147284018376], 'angle': 90.0}, 'model_confidence': 0.8707752856586648, 'model_id': 1, 'model_birth_timestamp': 4967.673351, 'theta': 2.233054058783339, 'phi': -1.6411906422362006, 'norm_pos': [0.30392955809087246, 0.14996215710534266], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580953975.7962298,"{'circle_3d': {'center': [-6.7618017375966515, 9.072628077650531, 66.71879273381678], 'normal': [-0.0561575394088441, 0.613578839899022, -0.7876340127214635], 'radius': 2.677534376867139}, 'confidence': 0.9986558197049774, 'timestamp': 4982.576234, 'diameter_3d': 5.355068753734278, 'ellipse': {'center': [97.17012622198772, 203.87823486911117], 'axes': [34.68100816369586, 49.922245388925624], 'angle': -80.55768648986766}, 'location': [97.17012622198772, 203.87823486911117], 'diameter': 49.922245388925624, 'sphere': {'center': [-6.087911264690522, 1.7096819988622665, 76.17040088647434], 'radius': 12.0}, 'projected_sphere': {'center': [110.44656533009837, 133.9162040235872], 'axes': [195.35147284018376, 195.35147284018376], 'angle': 90.0}, 'model_confidence': 0.8705700555149187, 'model_id': 1, 'model_birth_timestamp': 4967.673351, 'theta': 2.2313812601924443, 'phi': -1.6419749043976568, 'norm_pos': [0.3036566444437116, 0.1505073547120368], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580953975.805829,"{'circle_3d': {'center': [-6.768089017786657, 9.061755284427527, 66.71078267917491], 'normal': [-0.05668147942467796, 0.612672773797105, -0.7883015172749518], 'radius': 2.6707792177826035}, 'confidence': 0.9991422579521465, 'timestamp': 4982.584634, 'diameter_3d': 5.341558435565207, 'ellipse': {'center': [97.10463469981956, 203.78948580678292], 'axes': [34.638297585792685, 49.802007560632504], 'angle': -80.49402715999146}, 'location': [97.10463469981956, 203.78948580678292], 'diameter': 49.802007560632504, 'sphere': {'center': [-6.087911264690522, 1.7096819988622665, 76.17040088647434], 'radius': 12.0}, 'projected_sphere': {'center': [110.44656533009837, 133.9162040235872], 'axes': [195.35147284018376, 195.35147284018376], 'angle': 90.0}, 'model_confidence': 0.8708450956641189, 'model_id': 1, 'model_birth_timestamp': 4967.673351, 'theta': 2.2302343195309526, 'phi': -1.642576093051913, 'norm_pos': [0.30345198343693613, 0.15087714247173778], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580953975.815114,"{'circle_3d': {'center': [-6.757140179132335, 9.077665763608994, 66.72238797885701], 'normal': [-0.055769076203484404, 0.6139986470622274, -0.7873344089681107], 'radius': 2.6811996668167235}, 'confidence': 0.9992511917906857, 'timestamp': 4982.593034, 'diameter_3d': 5.362399333633447, 'ellipse': {'center': [97.21650099767055, 203.9193105924432], 'axes': [34.70897596810679, 49.98805102689099], 'angle': -80.5998753916482}, 'location': [97.21650099767055, 203.9193105924432], 'diameter': 49.98805102689099, 'sphere': {'center': [-6.087911264690522, 1.7096819988622665, 76.17040088647434], 'radius': 12.0}, 'projected_sphere': {'center': [110.44656533009837, 133.9162040235872], 'axes': [195.35147284018376, 195.35147284018376], 'angle': 90.0}, 'model_confidence': 0.8710763296273183, 'model_id': 1, 'model_birth_timestamp': 4967.673351, 'theta': 2.2319130182194495, 'phi': -1.6415109883563825, 'norm_pos': [0.3038015656177205, 0.15033620586482], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580953975.824343,"{'circle_3d': {'center': [-6.793916680234318, 9.068916886836742, 66.71824672899034], 'normal': [-0.058833784628649695, 0.613269573997873, -0.7876795131236669], 'radius': 2.7060234404739814}, 'confidence': 0.9982112731263695, 'timestamp': 4982.601434, 'diameter_3d': 5.412046880947963, 'ellipse': {'center': [96.87327174652259, 203.83538696035674], 'axes': [35.04219387206247, 50.453585076898946], 'angle': -80.31742512313436}, 'location': [96.87327174652259, 203.83538696035674], 'diameter': 50.453585076898946, 'sphere': {'center': [-6.087911264690522, 1.7096819988622665, 76.17040088647434], 'radius': 12.0}, 'projected_sphere': {'center': [110.44656533009837, 133.9162040235872], 'axes': [195.35147284018376, 195.35147284018376], 'angle': 90.0}, 'model_confidence': 0.870735383906629, 'model_id': 1, 'model_birth_timestamp': 4967.673351, 'theta': 2.2309896622202614, 'phi': -1.64535042866589, 'norm_pos': [0.3027289742078831, 0.1506858876651802], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580953975.834233,"{'circle_3d': {'center': [-6.790268017843962, 9.049786554870021, 66.7031119346057], 'normal': [-0.058529729429453295, 0.6116753796673128, -0.7889407459890533], 'radius': 2.689991172669924}, 'confidence': 0.9990770787354618, 'timestamp': 4982.609834, 'diameter_3d': 5.379982345339848, 'ellipse': {'center': [96.89282054290896, 203.6818216675091], 'axes': [34.92532372314558, 50.16576916758745], 'angle': -80.31224254170513}, 'location': [96.89282054290896, 203.6818216675091], 'diameter': 50.16576916758745, 'sphere': {'center': [-6.087911264690522, 1.7096819988622665, 76.17040088647434], 'radius': 12.0}, 'projected_sphere': {'center': [110.44656533009837, 133.9162040235872], 'axes': [195.35147284018376, 195.35147284018376], 'angle': 90.0}, 'model_confidence': 0.8709260597305035, 'model_id': 1, 'model_birth_timestamp': 4967.673351, 'theta': 2.2289729495123005, 'phi': -1.6448484072510574, 'norm_pos': [0.3027900641965905, 0.15132574305204538], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580953975.838058,"{'circle_3d': {'center': [-6.783252694504809, 9.026557382133678, 66.68463075845307], 'normal': [-0.057945119151190626, 0.6097396152726176, -0.7904808440017725], 'radius': 2.6847297408273265}, 'confidence': 0.9992523348571112, 'timestamp': 4982.618234, 'diameter_3d': 5.369459481654653, 'ellipse': {'center': [96.94043133570989, 203.49076643352166], 'axes': [34.968861182839056, 50.08140147618173], 'angle': -80.32484872492441}, 'location': [96.94043133570989, 203.49076643352166], 'diameter': 50.08140147618173, 'sphere': {'center': [-6.087911264690522, 1.7096819988622665, 76.17040088647434], 'radius': 12.0}, 'projected_sphere': {'center': [110.44656533009837, 133.9162040235872], 'axes': [195.35147284018376, 195.35147284018376], 'angle': 90.0}, 'model_confidence': 0.8712103731466359, 'model_id': 1, 'model_birth_timestamp': 4967.673351, 'theta': 2.226528357217157, 'phi': -1.6439690862012826, 'norm_pos': [0.3029388479240934, 0.15212180652699314], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580953975.846211,"{'circle_3d': {'center': [-6.813930037977748, 9.04765802129972, 66.70324689834425], 'normal': [-0.06050156444060217, 0.6114980018697878, -0.7889294990108411], 'radius': 2.679254849470998}, 'confidence': 0.9993899549645124, 'timestamp': 4982.626634, 'diameter_3d': 5.358509698941996, 'ellipse': {'center': [96.67437043927517, 203.665475092353], 'axes': [34.77655915673677, 49.964899672864874], 'angle': -80.13602327631358}, 'location': [96.67437043927517, 203.665475092353], 'diameter': 49.964899672864874, 'sphere': {'center': [-6.087911264690522, 1.7096819988622665, 76.17040088647434], 'radius': 12.0}, 'projected_sphere': {'center': [110.44656533009837, 133.9162040235872], 'axes': [195.35147284018376, 195.35147284018376], 'angle': 90.0}, 'model_confidence': 0.8714339166735807, 'model_id': 1, 'model_birth_timestamp': 4967.673351, 'theta': 2.228748754796051, 'phi': -1.64733469493399, 'norm_pos': [0.3021074076227349, 0.15139385378186243], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
