eye_packets,708
norm_X,norm_Y,phi,theta,confidence,timestamp
1580956107.4357738,"{'circle_3d': {'center': [15.064570346868624, 5.071205259464195, 65.93072712038729], 'normal': [0.5101697905377917, 0.4428225801668535, -0.7373160430351399], 'radius': 1.0704056597756955}, 'confidence': 0.41102869828123756, 'timestamp': 1603.036315, 'diameter_3d': 2.140811319551391, 'ellipse': {'center': [301.61991326066897, 167.64102154802288], 'axes': [11.778155982448258, 20.191630779888545], 'angle': 37.813354542376196}, 'location': [301.61991326066897, 167.64102154802288], 'diameter': 20.191630779888545, 'sphere': {'center': [8.942532860415126, -0.24266570253804587, 74.77851963680897], 'radius': 12.0}, 'projected_sphere': {'center': [234.14389052345211, 117.98802201080844], 'axes': [198.98762468514383, 198.98762468514383], 'angle': 90.0}, 'model_confidence': 0.30550835857068304, 'model_id': 4, 'model_birth_timestamp': 1596.635515, 'theta': 2.0295406223688204, 'phi': -0.9655082198280579, 'norm_pos': [0.9425622289395905, 0.3014957435499047], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956107.4413671,"{'circle_3d': {'center': [15.082389558449508, 5.036011582311761, 65.92201209432852], 'normal': [0.5116547248361986, 0.4398897737374839, -0.7380422952067036], 'radius': 1.075208392163706}, 'confidence': 0.4089956155615792, 'timestamp': 1603.044715, 'diameter_3d': 2.150416784327412, 'ellipse': {'center': [301.80556093834855, 167.3161376805905], 'axes': [11.846857776943754, 20.28426274914183], 'angle': 37.55429732922316}, 'location': [301.80556093834855, 167.3161376805905], 'diameter': 20.28426274914183, 'sphere': {'center': [8.942532860415126, -0.24266570253804587, 74.77851963680897], 'radius': 12.0}, 'projected_sphere': {'center': [234.14389052345211, 117.98802201080844], 'axes': [198.98762468514383, 198.98762468514383], 'angle': 90.0}, 'model_confidence': 0.30550835857068304, 'model_id': 4, 'model_birth_timestamp': 1596.635515, 'theta': 2.026272257182171, 'phi': -0.9646086263354177, 'norm_pos': [0.9431423779323392, 0.302849426330873], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956107.450135,"{'circle_3d': {'center': [14.123637405085713, 5.250895665906246, 65.45237685491193], 'normal': [0.43175871205588245, 0.4577967807036912, -0.7771785651580865], 'radius': 1.0794734748675583}, 'confidence': 0.2799073757026532, 'timestamp': 1603.053115, 'diameter_3d': 2.1589469497351166, 'ellipse': {'center': [293.744482102742, 169.68464916149816], 'axes': [13.192449247976544, 20.52375004834001], 'angle': 42.63708350992432}, 'location': [293.744482102742, 169.68464916149816], 'diameter': 20.52375004834001, 'sphere': {'center': [8.942532860415126, -0.24266570253804587, 74.77851963680897], 'radius': 12.0}, 'projected_sphere': {'center': [234.14389052345211, 117.98802201080844], 'axes': [198.98762468514383, 198.98762468514383], 'angle': 90.0}, 'model_confidence': 0.30550835857068304, 'model_id': 4, 'model_birth_timestamp': 1596.635515, 'theta': 2.046311786205432, 'phi': -1.0637048599277348, 'norm_pos': [0.9179515065710687, 0.2929806284937577], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956107.458409,"{'circle_3d': {'center': [14.227044405238834, 5.12946391749312, 65.43966740121766], 'normal': [0.44037596206864243, 0.4476774683359306, -0.7782376862992755], 'radius': 1.0684352503970687}, 'confidence': 0.33928768084565414, 'timestamp': 1603.061515, 'diameter_3d': 2.1368705007941373, 'ellipse': {'center': [294.7498876590281, 168.54599038329366], 'axes': [13.064357723858233, 20.314897709060453], 'angle': 41.51184671367132}, 'location': [294.7498876590281, 168.54599038329366], 'diameter': 20.314897709060453, 'sphere': {'center': [8.942532860415126, -0.24266570253804587, 74.77851963680897], 'radius': 12.0}, 'projected_sphere': {'center': [234.14389052345211, 117.98802201080844], 'axes': [198.98762468514383, 198.98762468514383], 'angle': 90.0}, 'model_confidence': 0.30550835857068304, 'model_id': 4, 'model_birth_timestamp': 1596.635515, 'theta': 2.034962628676611, 'phi': -1.0558558065125312, 'norm_pos': [0.9210933989344628, 0.29772504006960976], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956107.46643,"{'circle_3d': {'center': [15.273540966192282, 4.59743908543123, 65.80680174077251], 'normal': [0.5275840088147633, 0.4033420656641065, -0.747643158003038], 'radius': 1.0574145361462168}, 'confidence': 0.31475681683900214, 'timestamp': 1603.069915, 'diameter_3d': 2.1148290722924337, 'ellipse': {'center': [303.853186402284, 163.2715113322329], 'axes': [11.867215762710059, 19.97571298304088], 'angle': 34.40699075671069}, 'location': [303.853186402284, 163.2715113322329], 'diameter': 19.97571298304088, 'sphere': {'center': [8.942532860415126, -0.24266570253804587, 74.77851963680897], 'radius': 12.0}, 'projected_sphere': {'center': [234.14389052345211, 117.98802201080844], 'axes': [198.98762468514383, 198.98762468514383], 'angle': 90.0}, 'model_confidence': 0.30550835857068304, 'model_id': 4, 'model_birth_timestamp': 1596.635515, 'theta': 1.9859625798141813, 'phi': -0.9562798879074338, 'norm_pos': [0.9495412075071374, 0.31970203611569625], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956107.474587,"{'circle_3d': {'center': [15.37597683407058, 4.6374156522456, 65.90183080546373], 'normal': [0.5361203311379547, 0.40667344623197066, -0.7397240692787699], 'radius': 1.0592401112045369}, 'confidence': 0.23736811879904476, 'timestamp': 1603.078315, 'diameter_3d': 2.1184802224090737, 'ellipse': {'center': [304.60955306801304, 163.58540990295447], 'axes': [11.65219344025707, 19.981093093185965], 'angle': 34.283025513840165}, 'location': [304.60955306801304, 163.58540990295447], 'diameter': 19.981093093185965, 'sphere': {'center': [8.942532860415126, -0.24266570253804587, 74.77851963680897], 'radius': 12.0}, 'projected_sphere': {'center': [234.14389052345211, 117.98802201080844], 'axes': [198.98762468514383, 198.98762468514383], 'angle': 90.0}, 'model_confidence': 0.30550835857068304, 'model_id': 4, 'model_birth_timestamp': 1596.635515, 'theta': 1.9896061707808335, 'phi': -0.9436473132566632, 'norm_pos': [0.9519048533375407, 0.3183941254043564], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956107.481032,"{'circle_3d': {'center': [15.373125676366987, 4.631989690207572, 65.89678496179168], 'normal': [0.5358827346626551, 0.4062212827288015, -0.7401445562514404], 'radius': 1.074259700251137}, 'confidence': 0.2729572274535333, 'timestamp': 1603.086715, 'diameter_3d': 2.148519400502274, 'ellipse': {'center': [304.5924315895218, 163.53647619314592], 'axes': [11.829534279301225, 20.265948908628477], 'angle': 34.26189413689646}, 'location': [304.5924315895218, 163.53647619314592], 'diameter': 20.265948908628477, 'sphere': {'center': [8.942532860415126, -0.24266570253804587, 74.77851963680897], 'radius': 12.0}, 'projected_sphere': {'center': [234.14389052345211, 117.98802201080844], 'axes': [198.98762468514383, 198.98762468514383], 'angle': 90.0}, 'model_confidence': 0.30550835857068304, 'model_id': 4, 'model_birth_timestamp': 1596.635515, 'theta': 1.989111285939429, 'phi': -0.9441278921220714, 'norm_pos': [0.9518513487172557, 0.31859801586189207], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956107.490315,"{'circle_3d': {'center': [14.244426138466768, 5.168601750294606, 65.472171683822], 'normal': [0.44182443983763703, 0.4509389544027212, -0.7755289960822477], 'radius': 1.0647781359138722}, 'confidence': 0.20855064804205578, 'timestamp': 1603.095115, 'diameter_3d': 2.1295562718277443, 'ellipse': {'center': [294.8480719335486, 168.89277070069264], 'axes': [12.940565155478662, 20.23568299549037], 'angle': 41.65269834026855}, 'location': [294.8480719335486, 168.89277070069264], 'diameter': 20.23568299549037, 'sphere': {'center': [8.942532860415126, -0.24266570253804587, 74.77851963680897], 'radius': 12.0}, 'projected_sphere': {'center': [234.14389052345211, 117.98802201080844], 'axes': [198.98762468514383, 198.98762468514383], 'angle': 90.0}, 'model_confidence': 0.30550835857068304, 'model_id': 4, 'model_birth_timestamp': 1596.635515, 'theta': 2.038613371792493, 'phi': -1.0529488366814856, 'norm_pos': [0.9214002247923394, 0.2962801220804473], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956107.50107,"{'circle_3d': {'center': [13.984193530141235, 6.068875760315552, 65.90461958925283], 'normal': [0.4201383891438424, 0.5259617885711331, -0.7394916706296777], 'radius': 1.0537489927386803}, 'confidence': 0.3153173198257588, 'timestamp': 1603.103515, 'diameter_3d': 2.1074979854773606, 'ellipse': {'center': [291.5227786324964, 177.03811902718533], 'axes': [11.885837705547466, 19.90961924648526], 'angle': 47.49488580349156}, 'location': [291.5227786324964, 177.03811902718533], 'diameter': 19.90961924648526, 'sphere': {'center': [8.942532860415126, -0.24266570253804587, 74.77851963680897], 'radius': 12.0}, 'projected_sphere': {'center': [234.14389052345211, 117.98802201080844], 'axes': [198.98762468514383, 198.98762468514383], 'angle': 90.0}, 'model_confidence': 0.30550835857068304, 'model_id': 4, 'model_birth_timestamp': 1596.635515, 'theta': 2.124641884856226, 'phi': -1.0541291297813562, 'norm_pos': [0.9110086832265513, 0.26234117072006113], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956107.51345,"{'circle_3d': {'center': [14.031653560524095, 6.210299887400298, 66.03437384692222], 'normal': [0.42409339167574744, 0.5377471324948621, -0.7286788158238954], 'radius': 1.0762016522598017}, 'confidence': 0.4673999444718335, 'timestamp': 1603.111915, 'diameter_3d': 2.1524033045196034, 'ellipse': {'center': [291.7094066000337, 178.2515408005881], 'axes': [11.834459057118712, 20.29519314266048], 'angle': 47.96238263617533}, 'location': [291.7094066000337, 178.2515408005881], 'diameter': 20.29519314266048, 'sphere': {'center': [8.942532860415126, -0.24266570253804587, 74.77851963680897], 'radius': 12.0}, 'projected_sphere': {'center': [234.14389052345211, 117.98802201080844], 'axes': [198.98762468514383, 198.98762468514383], 'angle': 90.0}, 'model_confidence': 0.30550835857068304, 'model_id': 4, 'model_birth_timestamp': 1596.635515, 'theta': 2.1385590479165923, 'phi': -1.0437148951792368, 'norm_pos': [0.9115918956251052, 0.25728524666421626], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956107.5206678,"{'circle_3d': {'center': [14.424390650823025, 4.73513554083205, 65.33549417103544], 'normal': [0.4568214825339915, 0.4148167702808413, -0.7869187888144608], 'radius': 1.0691559560382566}, 'confidence': 0.16851821688010815, 'timestamp': 1603.120315, 'diameter_3d': 2.1383119120765133, 'ellipse': {'center': [296.8342649248402, 164.88436492510533], 'axes': [13.272979485771163, 20.35305303047144], 'angle': 38.4280065307834}, 'location': [296.8342649248402, 164.88436492510533], 'diameter': 20.35305303047144, 'sphere': {'center': [8.942532860415126, -0.24266570253804587, 74.77851963680897], 'radius': 12.0}, 'projected_sphere': {'center': [234.14389052345211, 117.98802201080844], 'axes': [198.98762468514383, 198.98762468514383], 'angle': 90.0}, 'model_confidence': 0.30550835857068304, 'model_id': 4, 'model_birth_timestamp': 1596.635515, 'theta': 1.998537748153173, 'phi': -1.0448240983965058, 'norm_pos': [0.9276070778901258, 0.31298181281206117], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
