eye_packets,706
norm_X,norm_Y,phi,theta,confidence,timestamp
1580957027.233841,"{'circle_3d': {'center': [-2.0079438729975614, 1.311769699254854, 13.797917174465214], 'normal': [-0.1936385051906213, 0.6213991381125076, -0.7591885407858672], 'radius': 0.5941522635689737}, 'confidence': 0.9864781620135123, 'timestamp': 2522.831485, 'diameter_3d': 1.1883045271379473, 'ellipse': {'center': [69.87261997972831, 178.44703741377572], 'axes': [35.73895406853689, 53.667050234550324], 'angle': -67.72763568485131}, 'location': [69.87261997972831, 178.44703741377572], 'diameter': 53.667050234550324, 'sphere': {'center': [0.31571818928989415, -6.145019958095237, 22.90817966389562], 'radius': 12.0}, 'projected_sphere': {'center': [168.54477659210252, -46.31231420031378], 'axes': [649.5496463846749, 649.5496463846749], 'angle': 90.0}, 'model_confidence': 0.580729124065682, 'model_id': 41, 'model_birth_timestamp': 2513.633524, 'theta': 2.241323535233005, 'phi': -1.8205314903464114, 'norm_pos': [0.218351937436651, 0.2564706774426012], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580957027.243209,"{'circle_3d': {'center': [-2.0096933221985767, 1.3164413043733054, 13.80218948539673], 'normal': [-0.1937842926240392, 0.6217884385390452, -0.7588325148749075], 'radius': 0.5892245950423041}, 'confidence': 0.9970813365450855, 'timestamp': 2522.839885, 'diameter_3d': 1.1784491900846081, 'ellipse': {'center': [69.82019807737831, 178.64727370572774], 'axes': [35.39842083658868, 53.20500634221796], 'angle': -67.73530397889574}, 'location': [69.82019807737831, 178.64727370572774], 'diameter': 53.20500634221796, 'sphere': {'center': [0.31571818928989415, -6.145019958095237, 22.90817966389562], 'radius': 12.0}, 'projected_sphere': {'center': [168.54477659210252, -46.31231420031378], 'axes': [649.5496463846749, 649.5496463846749], 'angle': 90.0}, 'model_confidence': 0.5815141731773332, 'model_id': 41, 'model_birth_timestamp': 2513.633524, 'theta': 2.241820510445388, 'phi': -1.8208242124894913, 'norm_pos': [0.2181881189918072, 0.25563635955946773], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580957027.245186,"{'circle_3d': {'center': [-2.0126220463708426, 1.3201119147017097, 13.805947087831964], 'normal': [-0.19402835297172805, 0.622094322733079, -0.758519381338638], 'radius': 0.5948829534064412}, 'confidence': 0.9736683959790511, 'timestamp': 2522.848285, 'diameter_3d': 1.1897659068128823, 'ellipse': {'center': [69.71503362705221, 178.7869948623879], 'axes': [35.69918403113844, 53.70196734026323], 'angle': -67.72791066641169}, 'location': [69.71503362705221, 178.7869948623879], 'diameter': 53.70196734026323, 'sphere': {'center': [0.31571818928989415, -6.145019958095237, 22.90817966389562], 'radius': 12.0}, 'projected_sphere': {'center': [168.54477659210252, -46.31231420031378], 'axes': [649.5496463846749, 649.5496463846749], 'angle': 90.0}, 'model_confidence': 0.5820083968032685, 'model_id': 41, 'model_birth_timestamp': 2513.633524, 'theta': 2.2422111353199075, 'phi': -1.8212252003553897, 'norm_pos': [0.21785948008453815, 0.25505418807338376], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580957027.256821,"{'circle_3d': {'center': [-2.010327405463987, 1.3267369286667954, 13.810797572532731], 'normal': [-0.19383713289615678, 0.6226464072301694, -0.7581151742802408], 'radius': 0.5921005594965116}, 'confidence': 0.9976817099005736, 'timestamp': 2522.856685, 'diameter_3d': 1.1842011189930233, 'ellipse': {'center': [69.84855198431163, 179.0686650400197], 'axes': [35.48511009684932, 53.43060121893988], 'angle': -67.77914029394624}, 'location': [69.84855198431163, 179.0686650400197], 'diameter': 53.43060121893988, 'sphere': {'center': [0.31571818928989415, -6.145019958095237, 22.90817966389562], 'radius': 12.0}, 'projected_sphere': {'center': [168.54477659210252, -46.31231420031378], 'axes': [649.5496463846749, 649.5496463846749], 'angle': 90.0}, 'model_confidence': 0.5827574559240656, 'model_id': 41, 'model_birth_timestamp': 2513.633524, 'theta': 2.2429164737410434, 'phi': -1.8211164662252335, 'norm_pos': [0.21827672495097383, 0.2538805623332512], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580957027.263223,"{'circle_3d': {'center': [-2.006805095868639, 1.3310049285338694, 13.813404378909263], 'normal': [-0.19354360709654447, 0.6230020738857589, -0.7578979404155297], 'radius': 0.5910683868083678}, 'confidence': 0.9895264273032197, 'timestamp': 2522.865085, 'diameter_3d': 1.1821367736167356, 'ellipse': {'center': [70.0230853605949, 179.25091281137895], 'axes': [35.399582605832755, 53.32609545492634], 'angle': -67.8293979024214}, 'location': [70.0230853605949, 179.25091281137895], 'diameter': 53.32609545492634, 'sphere': {'center': [0.31571818928989415, -6.145019958095237, 22.90817966389562], 'radius': 12.0}, 'projected_sphere': {'center': [168.54477659210252, -46.31231420031378], 'axes': [649.5496463846749, 649.5496463846749], 'angle': 90.0}, 'model_confidence': 0.5834129207473393, 'model_id': 41, 'model_birth_timestamp': 2513.633524, 'theta': 2.2433710801271127, 'phi': -1.8208217082530709, 'norm_pos': [0.21882214175185907, 0.25312119661925436], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580957027.273856,"{'circle_3d': {'center': [-2.0072786685569284, 1.338126876249028, 13.819384416225155], 'normal': [-0.19358307148723522, 0.6235955695286888, -0.7573996039725387], 'radius': 0.5932078671809707}, 'confidence': 0.9219613513809398, 'timestamp': 2522.873485, 'diameter_3d': 1.1864157343619415, 'ellipse': {'center': [70.04124418598722, 179.5416104316463], 'axes': [35.46789208483547, 53.49545138700376], 'angle': -67.85922746708997}, 'location': [70.04124418598722, 179.5416104316463], 'diameter': 53.49545138700376, 'sphere': {'center': [0.31571818928989415, -6.145019958095237, 22.90817966389562], 'radius': 12.0}, 'projected_sphere': {'center': [168.54477659210252, -46.31231420031378], 'axes': [649.5496463846749, 649.5496463846749], 'angle': 90.0}, 'model_confidence': 0.583736308415117, 'model_id': 41, 'model_birth_timestamp': 2513.633524, 'theta': 2.2441300417902323, 'phi': -1.8210283479080667, 'norm_pos': [0.2188788880812101, 0.2519099565348071], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580957027.279765,"{'circle_3d': {'center': [-2.0101642640933726, 1.3427836263124808, 13.823958822547983], 'normal': [-0.1938235377819389, 0.6239836320339766, -0.7570184034456364], 'radius': 0.5935468394181201}, 'confidence': 0.9981657672707853, 'timestamp': 2522.881885, 'diameter_3d': 1.1870936788362403, 'ellipse': {'center': [69.94162207325192, 179.73050956538052], 'axes': [35.440589878924605, 53.50845928228042], 'angle': -67.85691148892703}, 'location': [69.94162207325192, 179.73050956538052], 'diameter': 53.50845928228042, 'sphere': {'center': [0.31571818928989415, -6.145019958095237, 22.90817966389562], 'radius': 12.0}, 'projected_sphere': {'center': [168.54477659210252, -46.31231420031378], 'axes': [649.5496463846749, 649.5496463846749], 'angle': 90.0}, 'model_confidence': 0.5847426722259463, 'model_id': 41, 'model_birth_timestamp': 2513.633524, 'theta': 2.2446265442679865, 'phi': -1.8214472850991041, 'norm_pos': [0.21856756897891225, 0.2511228768109145], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580957027.2906199,"{'circle_3d': {'center': [-2.007520624168743, 1.345134980964767, 13.825220872592297], 'normal': [-0.19360323445488642, 0.6241795782550004, -0.7569132326086102], 'radius': 0.5906074148084052}, 'confidence': 0.9883542976732828, 'timestamp': 2522.890285, 'diameter_3d': 1.1812148296168103, 'ellipse': {'center': [70.06729342216362, 179.8354243565206], 'axes': [35.254052768517425, 53.237577584061064], 'angle': -67.89049944506063}, 'location': [70.06729342216362, 179.8354243565206], 'diameter': 53.237577584061064, 'sphere': {'center': [0.31571818928989415, -6.145019958095237, 22.90817966389562], 'radius': 12.0}, 'projected_sphere': {'center': [168.54477659210252, -46.31231420031378], 'axes': [649.5496463846749, 649.5496463846749], 'angle': 90.0}, 'model_confidence': 0.5852884441662654, 'model_id': 41, 'model_birth_timestamp': 2513.633524, 'theta': 2.244877320390456, 'phi': -1.8212075082198753, 'norm_pos': [0.2189602919442613, 0.25068573184783083], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580957027.29828,"{'circle_3d': {'center': [-2.0070583679041336, 1.3462089225618863, 13.825988357665691], 'normal': [-0.19356471309950232, 0.6242690733880937, -0.7568492755191607], 'radius': 0.5913730530341106}, 'confidence': 0.9985566111869753, 'timestamp': 2522.898685, 'diameter_3d': 1.1827461060682212, 'ellipse': {'center': [70.0932148048123, 179.87903620539498], 'axes': [35.292509203399234, 53.30347424820149], 'angle': -67.89948225681364}, 'location': [70.0932148048123, 179.87903620539498], 'diameter': 53.30347424820149, 'sphere': {'center': [0.31571818928989415, -6.145019958095237, 22.90817966389562], 'radius': 12.0}, 'projected_sphere': {'center': [168.54477659210252, -46.31231420031378], 'axes': [649.5496463846749, 649.5496463846749], 'angle': 90.0}, 'model_confidence': 0.5868771219064373, 'model_id': 41, 'model_birth_timestamp': 2513.633524, 'theta': 2.244991874871528, 'phi': -1.821180023678997, 'norm_pos': [0.21904129626503846, 0.25050401581085424], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580957027.304019,"{'circle_3d': {'center': [-2.004350747164743, 1.3492104855767595, 13.827772724378093], 'normal': [-0.19333907803788647, 0.6245192036393331, -0.7567005782931272], 'radius': 0.5898893910207327}, 'confidence': 0.9985360372727907, 'timestamp': 2522.907085, 'diameter_3d': 1.1797787820414654, 'ellipse': {'center': [70.22556709937258, 180.00842129219404], 'axes': [35.18795534674788, 53.16187735655153], 'angle': -67.93663179575859}, 'location': [70.22556709937258, 180.00842129219404], 'diameter': 53.16187735655153, 'sphere': {'center': [0.31571818928989415, -6.145019958095237, 22.90817966389562], 'radius': 12.0}, 'projected_sphere': {'center': [168.54477659210252, -46.31231420031378], 'axes': [649.5496463846749, 649.5496463846749], 'angle': 90.0}, 'model_confidence': 0.5878324471756735, 'model_id': 41, 'model_birth_timestamp': 2513.633524, 'theta': 2.2453120992101785, 'phi': -1.8209473048313525, 'norm_pos': [0.21945489718553932, 0.24996491128252485], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580957027.317982,"{'circle_3d': {'center': [-2.0077098688420145, 1.350964515571854, 13.830079706898712], 'normal': [-0.19361900484432573, 0.624665372805591, -0.7565083297497424], 'radius': 0.5925188160577883}, 'confidence': 0.9427271122761186, 'timestamp': 2522.915485, 'diameter_3d': 1.1850376321155767, 'ellipse': {'center': [70.09083326946009, 180.07287311194324], 'axes': [35.3198390346577, 53.39066531370052], 'angle': -67.9164553612667}, 'location': [70.09083326946009, 180.07287311194324], 'diameter': 53.39066531370052, 'sphere': {'center': [0.31571818928989415, -6.145019958095237, 22.90817966389562], 'radius': 12.0}, 'projected_sphere': {'center': [168.54477659210252, -46.31231420031378], 'axes': [649.5496463846749, 649.5496463846749], 'angle': 90.0}, 'model_confidence': 0.588174006805231, 'model_id': 41, 'model_birth_timestamp': 2513.633524, 'theta': 2.2454992673753913, 'phi': -1.8213555623869278, 'norm_pos': [0.2190338539670628, 0.24969636203356982], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
