eye_packets,705
norm_X,norm_Y,phi,theta,confidence,timestamp
1580956019.6528609,"{'circle_3d': {'center': [17.880937609946624, 5.314033140233765, 71.52784923631381], 'normal': [-0.07770733298329596, -0.1042941655878219, -0.9915060753343689], 'radius': 1.4907044181570681}, 'confidence': 0.23183741328363877, 'timestamp': 1515.256315, 'diameter_3d': 2.9814088363141362, 'ellipse': {'center': [315.0130051370383, 166.08997259566362], 'axes': [25.72906105002362, 26.442030638315746], 'angle': -60.66330076281938}, 'location': [315.0130051370383, 166.08997259566362], 'diameter': 26.442030638315746, 'sphere': {'center': [18.813425605746176, 6.565563127287628, 83.42592214032624], 'radius': 12.0}, 'projected_sphere': {'center': [299.8165411458407, 168.79357679824398], 'axes': [178.36182829326304, 178.36182829326304], 'angle': 90.0}, 'model_confidence': 0.8356142907667619, 'model_id': 125, 'model_birth_timestamp': 1425.745915, 'theta': 1.4663121570177027, 'phi': -1.6490094787924543, 'norm_pos': [0.9844156410532447, 0.3079584475180682], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956019.663598,"{'circle_3d': {'center': [16.074093466709677, 6.5030981797539695, 71.74293632494619], 'normal': [-0.22827767825304146, -0.005205412294471502, -0.9735821512816704], 'radius': 1.4963502775762723}, 'confidence': 0.06076477686800441, 'timestamp': 1515.264715, 'diameter_3d': 2.9927005551525445, 'ellipse': {'center': [298.9748602674266, 176.20219346162915], 'axes': [25.777980362578372, 26.60272036088196], 'angle': -69.53881565926504}, 'location': [298.9748602674266, 176.20219346162915], 'diameter': 26.60272036088196, 'sphere': {'center': [18.813425605746176, 6.565563127287628, 83.42592214032624], 'radius': 12.0}, 'projected_sphere': {'center': [299.8165411458407, 168.79357679824398], 'axes': [178.36182829326304, 178.36182829326304], 'angle': 90.0}, 'model_confidence': 0.8356142907667619, 'model_id': 125, 'model_birth_timestamp': 1425.745915, 'theta': 1.5655908909922214, 'phi': -1.8011077872572558, 'norm_pos': [0.9342964383357082, 0.26582419390987855], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956019.669704,"{'circle_3d': {'center': [14.547187094617831, 4.618877941349274, 72.38012539436836], 'normal': [-0.3555198759273621, -0.16222376549486278, -0.9204830621631562], 'radius': 1.4841050209434377}, 'confidence': 0.18756362993541362, 'timestamp': 1515.273115, 'diameter_3d': 2.9682100418868753, 'ellipse': {'center': [284.70287475234943, 159.60625453055206], 'axes': [25.326500640486337, 25.58547423656195], 'angle': 75.97117679765468}, 'location': [284.70287475234943, 159.60625453055206], 'diameter': 25.58547423656195, 'sphere': {'center': [18.813425605746176, 6.565563127287628, 83.42592214032624], 'radius': 12.0}, 'projected_sphere': {'center': [299.8165411458407, 168.79357679824398], 'axes': [178.36182829326304, 178.36182829326304], 'angle': 90.0}, 'model_confidence': 0.8356142907667619, 'model_id': 125, 'model_birth_timestamp': 1425.745915, 'theta': 1.4078524723504304, 'phi': -1.9393775553671255, 'norm_pos': [0.889696483601092, 0.33497393945603304], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956019.6773,"{'circle_3d': {'center': [14.78790706110604, 4.276975059591258, 72.35535010889281], 'normal': [-0.33545987872001143, -0.19071567230803085, -0.9225476692861194], 'radius': 1.4865773052617453}, 'confidence': 0.3119494709182259, 'timestamp': 1515.281515, 'diameter_3d': 2.9731546105234905, 'ellipse': {'center': [286.8038844065299, 156.69698467535568], 'axes': [25.263269760660595, 25.755007754695303], 'angle': 77.9367099809877}, 'location': [286.8038844065299, 156.69698467535568], 'diameter': 25.755007754695303, 'sphere': {'center': [18.813425605746176, 6.565563127287628, 83.42592214032624], 'radius': 12.0}, 'projected_sphere': {'center': [299.8165411458407, 168.79357679824398], 'axes': [178.36182829326304, 178.36182829326304], 'angle': 90.0}, 'model_confidence': 0.8356142907667619, 'model_id': 125, 'model_birth_timestamp': 1425.745915, 'theta': 1.3789051779651693, 'phi': -1.9195558410151559, 'norm_pos': [0.896262138770406, 0.34709589718601797], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956019.6865249,"{'circle_3d': {'center': [14.750147520983678, 4.293844235535228, 72.36567510498638], 'normal': [-0.33860650706354145, -0.18930990764603328, -0.9216872529449879], 'radius': 1.5082445490126277}, 'confidence': 0.24606484220560712, 'timestamp': 1515.289915, 'diameter_3d': 3.0164890980252554, 'ellipse': {'center': [286.4656511916697, 156.8373309572093], 'axes': [25.631109884139235, 26.11183957628826], 'angle': 76.98445494214097}, 'location': [286.4656511916697, 156.8373309572093], 'diameter': 26.11183957628826, 'sphere': {'center': [18.813425605746176, 6.565563127287628, 83.42592214032624], 'radius': 12.0}, 'projected_sphere': {'center': [299.8165411458407, 168.79357679824398], 'axes': [178.36182829326304, 178.36182829326304], 'angle': 90.0}, 'model_confidence': 0.8356142907667619, 'model_id': 125, 'model_birth_timestamp': 1425.745915, 'theta': 1.380337028769904, 'phi': -1.9228669453715388, 'norm_pos': [0.8952051599739678, 0.34651112101162795], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956019.70048,"{'circle_3d': {'center': [14.724009052672105, 4.271573054146937, 72.37991463535975], 'normal': [-0.34078471275617234, -0.19116583942839083, -0.9205006254138731], 'radius': 1.5321669502745392}, 'confidence': 0.2666071193945694, 'timestamp': 1515.298315, 'diameter_3d': 3.0643339005490784, 'ellipse': {'center': [286.22035636994065, 156.64131491742063], 'axes': [26.018948639158157, 26.512752827694765], 'angle': 75.76110713596913}, 'location': [286.22035636994065, 156.64131491742063], 'diameter': 26.512752827694765, 'sphere': {'center': [18.813425605746176, 6.565563127287628, 83.42592214032624], 'radius': 12.0}, 'projected_sphere': {'center': [299.8165411458407, 168.79357679824398], 'axes': [178.36182829326304, 178.36182829326304], 'angle': 90.0}, 'model_confidence': 0.8356142907667619, 'model_id': 125, 'model_birth_timestamp': 1425.745915, 'theta': 1.3784465732299154, 'phi': -1.9253668469807426, 'norm_pos': [0.8944386136560645, 0.3473278545107473], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956019.705555,"{'circle_3d': {'center': [15.293695271127682, 3.663597013167387, 72.32681897637356], 'normal': [-0.29331086121820776, -0.24183050951002003, -0.9249252636627229], 'radius': 1.5146131688803437}, 'confidence': 0.1348545050303147, 'timestamp': 1515.306715, 'diameter_3d': 3.0292263377606874, 'ellipse': {'center': [291.18269890844385, 151.46789819658866], 'axes': [25.491045168277854, 26.433367281677043], 'angle': 83.37560675280166}, 'location': [291.18269890844385, 151.46789819658866], 'diameter': 26.433367281677043, 'sphere': {'center': [18.813425605746176, 6.565563127287628, 83.42592214032624], 'radius': 12.0}, 'projected_sphere': {'center': [299.8165411458407, 168.79357679824398], 'axes': [178.36182829326304, 178.36182829326304], 'angle': 90.0}, 'model_confidence': 0.8356142907667619, 'model_id': 125, 'model_birth_timestamp': 1425.745915, 'theta': 1.3265444141595377, 'phi': -1.8778831965464315, 'norm_pos': [0.909945934088887, 0.3688837575142139], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956019.7113018,"{'circle_3d': {'center': [15.225361028285285, 3.6820953794574027, 72.34389135462665], 'normal': [-0.2990053814550741, -0.24028897898585197, -0.9235025654749651], 'radius': 1.4989943331196192}, 'confidence': 0.09914908699598961, 'timestamp': 1515.315115, 'diameter_3d': 2.9979886662392383, 'ellipse': {'center': [290.5657999434523, 151.61727790197364], 'axes': [25.226825438326696, 26.13582017268084], 'angle': 82.2204115755431}, 'location': [290.5657999434523, 151.61727790197364], 'diameter': 26.13582017268084, 'sphere': {'center': [18.813425605746176, 6.565563127287628, 83.42592214032624], 'radius': 12.0}, 'projected_sphere': {'center': [299.8165411458407, 168.79357679824398], 'axes': [178.36182829326304, 178.36182829326304], 'angle': 90.0}, 'model_confidence': 0.8356142907667619, 'model_id': 125, 'model_birth_timestamp': 1425.745915, 'theta': 1.3281327855051626, 'phi': -1.8839182280151157, 'norm_pos': [0.9080181248232885, 0.36826134207510985], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956019.7274199,"{'circle_3d': {'center': [17.44686707641562, 5.066751183143262, 71.59857752955226], 'normal': [-0.11387987744421278, -0.12490099534536371, -0.985612050897831], 'radius': 1.5239736642348811}, 'confidence': 0.10733625486333714, 'timestamp': 1515.323515, 'diameter_3d': 3.0479473284697622, 'ellipse': {'center': [311.1127082294789, 163.9101212034097], 'axes': [26.272193511389258, 27.10427173452702], 'angle': -65.2832309607377}, 'location': [311.1127082294789, 163.9101212034097], 'diameter': 27.10427173452702, 'sphere': {'center': [18.813425605746176, 6.565563127287628, 83.42592214032624], 'radius': 12.0}, 'projected_sphere': {'center': [299.8165411458407, 168.79357679824398], 'axes': [178.36182829326304, 178.36182829326304], 'angle': 90.0}, 'model_confidence': 0.8356142907667619, 'model_id': 125, 'model_birth_timestamp': 1425.745915, 'theta': 1.4455682823120475, 'phi': -1.685828536431813, 'norm_pos': [0.9722272132171217, 0.31704116165245966], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956019.730633,"{'circle_3d': {'center': [15.18092861201444, 4.8172903465687265, 72.12333359279752], 'normal': [-0.30270808281097794, -0.14568939839324177, -0.9418823789607264], 'radius': 1.5066060416363738}, 'confidence': 0.18291473219042514, 'timestamp': 1515.331915, 'diameter_3d': 3.0132120832727476, 'ellipse': {'center': [290.58468642926925, 161.45045238589665], 'axes': [25.86205413219614, 26.343111427998334], 'angle': -81.5636762151328}, 'location': [290.58468642926925, 161.45045238589665], 'diameter': 26.343111427998334, 'sphere': {'center': [18.813425605746176, 6.565563127287628, 83.42592214032624], 'radius': 12.0}, 'projected_sphere': {'center': [299.8165411458407, 168.79357679824398], 'axes': [178.36182829326304, 178.36182829326304], 'angle': 90.0}, 'model_confidence': 0.8356142907667619, 'model_id': 125, 'model_birth_timestamp': 1425.745915, 'theta': 1.4245865566428493, 'phi': -1.8817562842434994, 'norm_pos': [0.9080771450914664, 0.32728978172543066], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956019.74699,"{'circle_3d': {'center': [14.795153598802472, 4.339717069956231, 72.33993551723874], 'normal': [-0.33485600057864207, -0.18548717144428306, -0.9238322185906246], 'radius': 1.4705904277122321}, 'confidence': 0.2142744212609891, 'timestamp': 1515.340315, 'diameter_3d': 2.9411808554244643, 'ellipse': {'center': [286.89097539963507, 157.24034138386196], 'axes': [25.024199766724724, 25.48259056920754], 'angle': 79.2379572487565}, 'location': [286.89097539963507, 157.24034138386196], 'diameter': 25.48259056920754, 'sphere': {'center': [18.813425605746176, 6.565563127287628, 83.42592214032624], 'radius': 12.0}, 'projected_sphere': {'center': [299.8165411458407, 168.79357679824398], 'axes': [178.36182829326304, 178.36182829326304], 'angle': 90.0}, 'model_confidence': 0.8356142907667619, 'model_id': 125, 'model_birth_timestamp': 1425.745915, 'theta': 1.3842287128599742, 'phi': -1.918531571345039, 'norm_pos': [0.8965342981238595, 0.3448319109005752], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
