imu_packets,1267
IMUtimestamp,quatI,quatJ,quatK,quatReal,quatRadianAccuracy
1595911166.262358,B1354517,0.02985,0.00867,-0.99677,0.07446,0.0209
1595911166.267474,B1354522,0.02985,0.00861,-0.99677,0.07446,0.0209
1595911166.2733781,B1354527,0.02985,0.00848,-0.99677,0.07446,0.0209
1595911166.277698,B1354532,0.02985,0.00842,-0.99677,0.07446,0.0209
1595911166.2829802,B1354537,0.02985,0.00830,-0.99677,0.07446,0.0209
1595911166.287164,B1354542,0.02985,0.00818,-0.99677,0.07446,0.0209
1595911166.293387,B1354547,0.02985,0.00806,-0.99677,0.07446,0.0209
1595911166.2971861,B1354552,0.02985,0.00800,-0.99677,0.07446,0.0209
1595911166.303075,B1354557,0.02985,0.00781,-0.99677,0.07446,0.0209
1595911166.308005,B1354562,0.02991,0.00769,-0.99677,0.07446,0.0209
1595911166.312512,B1354568,0.02991,0.00757,-0.99677,0.07446,0.0209
1595911166.3177412,B1354573,0.02997,0.00745,-0.99677,0.07446,0.0209
1595911166.3223941,B1354578,0.02997,0.00732,-0.99677,0.07440,0.0209
1595911166.327856,B1354583,0.02997,0.00714,-0.99677,0.07440,0.0209
1595911166.3332942,B1354588,0.03003,0.00702,-0.99677,0.07440,0.0209
1595911166.33779,B1354593,0.03003,0.00684,-0.99677,0.07440,0.0209
1595911166.344138,B1354598,0.03009,0.00653,-0.99677,0.07440,0.0209
1595911166.348154,B1354603,0.03009,0.00641,-0.99677,0.07440,0.0209
1595911166.3531232,B1354608,0.03015,0.00629,-0.99677,0.07434,0.0209
1595911166.3582442,B1354613,0.03015,0.00610,-0.99677,0.07440,0.0209
1595911166.363169,B1354618,0.03015,0.00598,-0.99677,0.07440,0.0209
1595911166.368285,B1354623,0.03021,0.00586,-0.99677,0.07440,0.0209
1595911166.372993,B1354628,0.03021,0.00574,-0.99677,0.07440,0.0209
1595911166.3780859,B1354633,0.03027,0.00562,-0.99677,0.07440,0.0208
1595911166.385586,B1354638,0.03033,0.00549,-0.99677,0.07440,0.0208
1595911166.387964,B1354643,0.03033,0.00537,-0.99677,0.07440,0.0208
1595911166.3940558,B1354648,0.03033,0.00525,-0.99677,0.07440,0.0208
1595911166.397862,B1354653,0.03040,0.00507,-0.99677,0.07440,0.0208
1595911166.403532,B1354658,0.03040,0.00494,-0.99677,0.07446,0.0208
1595911166.408523,B1354663,0.03040,0.00482,-0.99677,0.07446,0.0208
1595911166.4133031,B1354668,0.03046,0.00470,-0.99677,0.07446,0.0208
1595911166.4186602,B1354673,0.03046,0.00458,-0.99677,0.07446,0.0208
1595911166.4230862,B1354678,0.03046,0.00446,-0.99677,0.07452,0.0208
1595911166.42854,B1354683,0.03046,0.00433,-0.99677,0.07452,0.0208
1595911166.4331641,B1354689,0.03052,0.00415,-0.99677,0.07458,0.0208
1595911166.438045,B1354694,0.03052,0.00397,-0.99677,0.07458,0.0208
1595911166.443264,B1354699,0.03052,0.00385,-0.99677,0.07465,0.0208
1595911166.448454,B1354704,0.03052,0.00366,-0.99670,0.07471,0.0208
1595911166.453223,B1354709,0.03052,0.00348,-0.99670,0.07471,0.0208
1595911166.4584231,B1354713,0.03058,0.00330,-0.99670,0.07477,0.0208
1595911166.464638,B1354719,0.03058,0.00311,-0.99670,0.07483,0.0208
1595911166.4683578,B1354724,0.03064,0.00287,-0.99670,0.07489,0.0208
1595911166.473204,B1354729,0.03064,0.00269,-0.99670,0.07495,0.0208
1595911166.478216,B1354734,0.03064,0.00250,-0.99670,0.07501,0.0208
1595911166.482979,B1354739,0.03070,0.00232,-0.99670,0.07507,0.0208
1595911166.489334,B1354744,0.03070,0.00208,-0.99670,0.07513,0.0208
1595911166.49313,B1354749,0.03076,0.00189,-0.99670,0.07520,0.0208
1595911166.498494,B1354754,0.03076,0.00171,-0.99670,0.07526,0.0208
1595911166.50343,B1354759,0.03082,0.00146,-0.99670,0.07532,0.0208
1595911166.509054,B1354764,0.03088,0.00128,-0.99670,0.07532,0.0208
1595911166.513688,B1354769,0.03088,0.00110,-0.99670,0.07538,0.0208
1595911166.518822,B1354774,0.03088,0.00098,-0.99664,0.07544,0.0208
1595911166.5233102,B1354779,0.03088,0.00073,-0.99664,0.07556,0.0208
1595911166.5286348,B1354784,0.03088,0.00055,-0.99664,0.07562,0.0208
1595911166.533121,B1354789,0.03088,0.00043,-0.99664,0.07568,0.0208
1595911166.539011,B1354794,0.03088,0.00024,-0.99664,0.07574,0.0208
1595911166.543114,B1354799,0.03088,0.00000,-0.99664,0.07581,0.0208
1595911166.548217,B1354804,0.03088,-0.00018,-0.99664,0.07587,0.0208
1595911166.553291,B1354809,0.03088,-0.00031,-0.99664,0.07599,0.0208
1595911166.559484,B1354814,0.03088,-0.00055,-0.99664,0.07605,0.0208
1595911166.563364,B1354819,0.03088,-0.00073,-0.99664,0.07617,0.0208
1595911166.567873,B1354824,0.03088,-0.00092,-0.99658,0.07623,0.0208
1595911166.5741482,B1354829,0.03082,-0.00110,-0.99658,0.07635,0.0208
1595911166.579338,B1354834,0.03082,-0.00128,-0.99658,0.07648,0.0208
1595911166.584692,B1354839,0.03076,-0.00146,-0.99658,0.07660,0.0208
1595911166.5885592,B1354844,0.03076,-0.00165,-0.99658,0.07672,0.0208
1595911166.594034,B1354849,0.03070,-0.00183,-0.99658,0.07684,0.0208
1595911166.599458,B1354854,0.03241,-0.00134,-0.99652,0.07703,0.0208
