eye_packets,766
norm_X,norm_Y,phi,theta,confidence,timestamp
1595911252.874379,"{'circle_3d': {'center': [7.948944467373316, 2.690985196899896, 59.080952541644336], 'normal': [-0.0659358581855569, 0.2859452932233909, -0.9559747652991283], 'radius': 1.5052855099146916}, 'confidence': 0.2476435162369341, 'timestamp': 1391.227711, 'diameter_3d': 3.010571019829383, 'ellipse': {'center': [243.44686012617058, 148.13095737019327], 'axes': [29.836422475717715, 31.844286706454863], 'angle': 83.22312474208364}, 'location': [243.44686012617058, 148.13095737019327], 'diameter': 31.844286706454863, 'sphere': {'center': [8.740174765599999, -0.7403583217807952, 70.55264972523388], 'radius': 12.0}, 'projected_sphere': {'center': [236.80658877839244, 113.49390616381174], 'axes': [210.90632397152925, 210.90632397152925], 'angle': 90.0}, 'model_confidence': 0.8653852976150289, 'model_id': 209, 'model_birth_timestamp': 1380.245808, 'theta': 1.8607890928598412, 'phi': -1.6396596499077083, 'norm_pos': [0.760771437894283, 0.38278767762419474], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595911253.82895,"{'circle_3d': {'center': [5.945179776789539, 6.555396814593865, 65.03397394468533], 'normal': [-0.26449235175557995, 0.5839559930013435, -0.7674888885844651], 'radius': 1.587780025296103}, 'confidence': 0.9964098880617008, 'timestamp': 1392.185301, 'diameter_3d': 3.175560050592206, 'ellipse': {'center': [216.76717012164727, 182.34537576805587], 'axes': [22.040753515256114, 30.48352897193386], 'angle': -72.6521881671673}, 'location': [216.76717012164727, 182.34537576805587], 'diameter': 30.48352897193386, 'sphere': {'center': [9.119087997856498, -0.4520751014222573, 74.24384060769891], 'radius': 12.0}, 'projected_sphere': {'center': [236.15223717406587, 116.22478362396659], 'axes': [200.42066625600964, 200.42066625600964], 'angle': 90.0}, 'model_confidence': 0.8523963740460938, 'model_id': 209, 'model_birth_timestamp': 1380.245808, 'theta': 2.1943897258376253, 'phi': -1.902670641895139, 'norm_pos': [0.6773974066301477, 0.2402276009664338], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595911253.838481,"{'circle_3d': {'center': [5.999815035820431, 6.556370508438367, 65.01606588559304], 'normal': [-0.25993941350300565, 0.584037134155052, -0.768981226842156], 'radius': 1.593786566614765}, 'confidence': 0.9972907302256099, 'timestamp': 1392.193701, 'diameter_3d': 3.18757313322953, 'ellipse': {'center': [217.3034087023998, 182.37022390498942], 'axes': [22.167717020814802, 30.608411045970566], 'angle': -73.07080549490766}, 'location': [217.3034087023998, 182.37022390498942], 'diameter': 30.608411045970566, 'sphere': {'center': [9.119087997856498, -0.4520751014222573, 74.24384060769891], 'radius': 12.0}, 'projected_sphere': {'center': [236.15223717406587, 116.22478362396659], 'axes': [200.42066625600964, 200.42066625600964], 'angle': 90.0}, 'model_confidence': 0.8517268669006262, 'model_id': 209, 'model_birth_timestamp': 1380.245808, 'theta': 2.1944896833874967, 'phi': -1.8967687132282862, 'norm_pos': [0.6790731521949993, 0.24012406706254408], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595911253.845582,"{'circle_3d': {'center': [6.032097609480573, 6.5673055092810655, 65.01352175165948], 'normal': [-0.2572491990313271, 0.5849483842252768, -0.7691932380032853], 'radius': 1.6101791371256473}, 'confidence': 0.99714289505261, 'timestamp': 1392.202101, 'diameter_3d': 3.2203582742512946, 'ellipse': {'center': [217.61464806136524, 182.47349650258695], 'axes': [22.393135758129233, 30.925221732632444], 'angle': -73.33372461055224}, 'location': [217.61464806136524, 182.47349650258695], 'diameter': 30.925221732632444, 'sphere': {'center': [9.119087997856498, -0.4520751014222573, 74.24384060769891], 'radius': 12.0}, 'projected_sphere': {'center': [236.15223717406587, 116.22478362396659], 'axes': [200.42066625600964, 200.42066625600964], 'angle': 90.0}, 'model_confidence': 0.851027273255478, 'model_id': 209, 'model_birth_timestamp': 1380.245808, 'theta': 2.195612744024261, 'phi': -1.8935427987879105, 'norm_pos': [0.6800457751917663, 0.2396937645725543], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595911253.859738,"{'circle_3d': {'center': [6.03962577255899, 6.558541099432786, 65.00435074692876], 'normal': [-0.25662185210812566, 0.5842180167379203, -0.769957488397513], 'radius': 1.586613792524402}, 'confidence': 0.9980236518147722, 'timestamp': 1392.210501, 'diameter_3d': 3.173227585048804, 'ellipse': {'center': [217.69185739552415, 182.40319541342097], 'axes': [22.094822824309432, 30.476915796207646], 'angle': -73.37869122585161}, 'location': [217.69185739552415, 182.40319541342097], 'diameter': 30.476915796207646, 'sphere': {'center': [9.119087997856498, -0.4520751014222573, 74.24384060769891], 'radius': 12.0}, 'projected_sphere': {'center': [236.15223717406587, 116.22478362396659], 'axes': [200.42066625600964, 200.42066625600964], 'angle': 90.0}, 'model_confidence': 0.851231435375277, 'model_id': 209, 'model_birth_timestamp': 1380.245808, 'theta': 2.1947125379931554, 'phi': -1.8925110610954345, 'norm_pos': [0.680287054361013, 0.23998668577741256], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595911253.865004,"{'circle_3d': {'center': [6.016358234244764, 6.569034505486117, 65.02011641940183], 'normal': [-0.25856081363431116, 0.5850924672423645, -0.7686436823580908], 'radius': 1.589514822048576}, 'confidence': 0.9986194128630791, 'timestamp': 1392.218901, 'diameter_3d': 3.179029644097152, 'ellipse': {'center': [217.45673739135069, 182.4877398185547], 'axes': [22.088036192810428, 30.52484145625069], 'angle': -73.2157591152496}, 'location': [217.45673739135069, 182.4877398185547], 'diameter': 30.52484145625069, 'sphere': {'center': [9.119087997856498, -0.4520751014222573, 74.24384060769891], 'radius': 12.0}, 'projected_sphere': {'center': [236.15223717406587, 116.22478362396659], 'axes': [200.42066625600964, 200.42066625600964], 'angle': 90.0}, 'model_confidence': 0.8512934766622404, 'model_id': 209, 'model_birth_timestamp': 1380.245808, 'theta': 2.1957904008930784, 'phi': -1.8952915734159779, 'norm_pos': [0.6795523043479709, 0.23963441742268876], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595911253.87345,"{'circle_3d': {'center': [5.920009885709961, 6.534140569488909, 65.02653678109647], 'normal': [-0.26658984267887814, 0.5821846392425972, -0.768108652216871], 'radius': 1.5961132711946988}, 'confidence': 0.9991762434406414, 'timestamp': 1392.2273, 'diameter_3d': 3.1922265423893976, 'ellipse': {'center': [216.5351980455059, 182.14852583479285], 'axes': [22.19191080998738, 30.646438074881466], 'angle': -72.42756325605036}, 'location': [216.5351980455059, 182.14852583479285], 'diameter': 30.646438074881466, 'sphere': {'center': [9.119087997856498, -0.4520751014222573, 74.24384060769891], 'radius': 12.0}, 'projected_sphere': {'center': [236.15223717406587, 116.22478362396659], 'axes': [200.42066625600964, 200.42066625600964], 'angle': 90.0}, 'model_confidence': 0.8516686769126092, 'model_id': 209, 'model_birth_timestamp': 1380.245808, 'theta': 2.192209386897728, 'phi': -1.904861277257793, 'norm_pos': [0.676672493892206, 0.24104780902169642], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595911253.882292,"{'circle_3d': {'center': [5.909929376176464, 6.503474795558312, 65.0068699694696], 'normal': [-0.2674298851400028, 0.5796291580817141, -0.7697475531857754], 'radius': 1.5787775966292223}, 'confidence': 0.998697158697608, 'timestamp': 1392.2357, 'diameter_3d': 3.1575551932584447, 'ellipse': {'center': [216.4545242552697, 181.8783007979007], 'axes': [22.02326779276832, 30.322302368133684], 'angle': -72.30234310544051}, 'location': [216.4545242552697, 181.8783007979007], 'diameter': 30.322302368133684, 'sphere': {'center': [9.119087997856498, -0.4520751014222573, 74.24384060769891], 'radius': 12.0}, 'projected_sphere': {'center': [236.15223717406587, 116.22478362396659], 'axes': [200.42066625600964, 200.42066625600964], 'angle': 90.0}, 'model_confidence': 0.8516333670493426, 'model_id': 209, 'model_birth_timestamp': 1380.245808, 'theta': 2.1890698562188398, 'phi': -1.9051757161064007, 'norm_pos': [0.6764203882977178, 0.2421737466754138], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595911253.890354,"{'circle_3d': {'center': [5.966080520706477, 6.529694800619123, 65.00731350688959], 'normal': [-0.26275062309583513, 0.5818141585034483, -0.7697105917341106], 'radius': 1.6135972730123056}, 'confidence': 0.9991469150158, 'timestamp': 1392.2441, 'diameter_3d': 3.227194546024611, 'ellipse': {'center': [216.99239338181235, 182.12076582348206], 'axes': [22.4870746100077, 30.992318389761394], 'angle': -72.77292212575279}, 'location': [216.99239338181235, 182.12076582348206], 'diameter': 30.992318389761394, 'sphere': {'center': [9.119087997856498, -0.4520751014222573, 74.24384060769891], 'radius': 12.0}, 'projected_sphere': {'center': [236.15223717406587, 116.22478362396659], 'axes': [200.42066625600964, 200.42066625600964], 'angle': 90.0}, 'model_confidence': 0.8516533254829373, 'model_id': 209, 'model_birth_timestamp': 1380.245808, 'theta': 2.191753797054241, 'phi': -1.899755980783696, 'norm_pos': [0.6781012293181636, 0.24116347573549146], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595911253.897368,"{'circle_3d': {'center': [5.970900374604421, 6.497960109353097, 64.98177144051034], 'normal': [-0.26234896860433976, 0.5791696008979462, -0.7718390972657143], 'radius': 1.5899773505107466}, 'confidence': 0.9993920580691797, 'timestamp': 1392.2525, 'diameter_3d': 3.1799547010214932, 'ellipse': {'center': [217.0581513049488, 181.84696862373283], 'axes': [22.246208325446403, 30.55047578571016], 'angle': -72.76147281195054}, 'location': [217.0581513049488, 181.84696862373283], 'diameter': 30.55047578571016, 'sphere': {'center': [9.119087997856498, -0.4520751014222573, 74.24384060769891], 'radius': 12.0}, 'projected_sphere': {'center': [236.15223717406587, 116.22478362396659], 'axes': [200.42066625600964, 200.42066625600964], 'angle': 90.0}, 'model_confidence': 0.851614775464482, 'model_id': 209, 'model_birth_timestamp': 1380.245808, 'theta': 2.1885060126415516, 'phi': -1.8984461911598258, 'norm_pos': [0.678306722827965, 0.24230429740111314], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595911253.906293,"{'circle_3d': {'center': [5.967422978895195, 6.489328037622754, 64.9764822964264], 'normal': [-0.2626387515801086, 0.5784502615870842, -0.7722798592727094], 'radius': 1.6055019888123576}, 'confidence': 0.9994522384835482, 'timestamp': 1392.2609, 'diameter_3d': 3.2110039776247152, 'ellipse': {'center': [217.0314665314263, 181.7667295817434], 'axes': [22.4836721902113, 30.851242525889123], 'angle': -72.7215696330356}, 'location': [217.0314665314263, 181.7667295817434], 'diameter': 30.851242525889123, 'sphere': {'center': [9.119087997856498, -0.4520751014222573, 74.24384060769891], 'radius': 12.0}, 'projected_sphere': {'center': [236.15223717406587, 116.22478362396659], 'axes': [200.42066625600964, 200.42066625600964], 'angle': 90.0}, 'model_confidence': 0.8515114914811606, 'model_id': 209, 'model_birth_timestamp': 1380.245808, 'theta': 2.1876238882235928, 'phi': -1.8986086510342541, 'norm_pos': [0.6782233329107072, 0.24263862674273584], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595911253.9129002,"{'circle_3d': {'center': [5.998543157629335, 6.510914659145882, 64.98214672945208], 'normal': [-0.26004540335226356, 0.5802491467140116, -0.7718078231872362], 'radius': 1.6307906478611587}, 'confidence': 0.9967050356845351, 'timestamp': 1392.2693, 'diameter_3d': 3.2615812957223174, 'ellipse': {'center': [217.32556191224612, 181.9620762254017], 'axes': [22.805935368125784, 31.335342720162984], 'angle': -72.99377238111028}, 'location': [217.32556191224612, 181.9620762254017], 'diameter': 31.335342720162984, 'sphere': {'center': [9.119087997856498, -0.4520751014222573, 74.24384060769891], 'radius': 12.0}, 'projected_sphere': {'center': [236.15223717406587, 116.22478362396659], 'axes': [200.42066625600964, 200.42066625600964], 'angle': 90.0}, 'model_confidence': 0.8509911623128641, 'model_id': 209, 'model_birth_timestamp': 1380.245808, 'theta': 2.1898308961950113, 'phi': -1.8957806060977906, 'norm_pos': [0.6791423809757691, 0.24182468239415966], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595911253.9213161,"{'circle_3d': {'center': [5.977376517099715, 6.52562067570826, 65.00038829736074], 'normal': [-0.2618092900630653, 0.5814746480942098, -0.7702876925281804], 'radius': 1.591244177021143}, 'confidence': 0.9961928188200952, 'timestamp': 1392.2777, 'diameter_3d': 3.182488354042286, 'ellipse': {'center': [217.10348470611024, 182.09271801999446], 'axes': [22.1957947599934, 30.566338626235943], 'angle': -72.85319219301034}, 'location': [217.10348470611024, 182.09271801999446], 'diameter': 30.566338626235943, 'sphere': {'center': [9.119087997856498, -0.4520751014222573, 74.24384060769891], 'radius': 12.0}, 'projected_sphere': {'center': [236.15223717406587, 116.22478362396659], 'axes': [200.42066625600964, 200.42066625600964], 'angle': 90.0}, 'model_confidence': 0.8501858778376725, 'model_id': 209, 'model_birth_timestamp': 1380.245808, 'theta': 2.191336422579049, 'phi': -1.8984318135562768, 'norm_pos': [0.6784483897065945, 0.24128034158335643], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595911253.929179,"{'circle_3d': {'center': [6.0079128125812575, 6.497932556816258, 64.96925261054488], 'normal': [-0.2592645987729367, 0.5791673048532096, -0.772882333096169], 'radius': 1.6136817856665715}, 'confidence': 0.9997466583685163, 'timestamp': 1392.2861, 'diameter_3d': 3.227363571333143, 'ellipse': {'center': [217.42427251200877, 181.85376703712615], 'axes': [22.609379192523548, 31.012793498865204], 'angle': -73.0463978652041}, 'location': [217.42427251200877, 181.85376703712615], 'diameter': 31.012793498865204, 'sphere': {'center': [9.119087997856498, -0.4520751014222573, 74.24384060769891], 'radius': 12.0}, 'projected_sphere': {'center': [236.15223717406587, 116.22478362396659], 'axes': [200.42066625600964, 200.42066625600964], 'angle': 90.0}, 'model_confidence': 0.8502095231742723, 'model_id': 209, 'model_birth_timestamp': 1380.245808, 'theta': 2.18850319612718, 'phi': -1.8944520889898833, 'norm_pos': [0.6794508516000274, 0.24227597067864104], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595911253.942549,"{'circle_3d': {'center': [6.002208007813867, 6.527163469959823, 64.99314938534128], 'normal': [-0.2597399991702192, 0.58160321428184, -0.7708909351964691], 'radius': 1.6109386402443462}, 'confidence': 0.9987327454246983, 'timestamp': 1392.2945, 'diameter_3d': 3.2218772804886924, 'ellipse': {'center': [217.3484283712983, 182.11036300963795], 'axes': [22.48745965362886, 30.948708768377053], 'angle': -73.0460503293655}, 'location': [217.3484283712983, 182.11036300963795], 'diameter': 30.948708768377053, 'sphere': {'center': [9.119087997856498, -0.4520751014222573, 74.24384060769891], 'radius': 12.0}, 'projected_sphere': {'center': [236.15223717406587, 116.22478362396659], 'axes': [200.42066625600964, 200.42066625600964], 'angle': 90.0}, 'model_confidence': 0.8500518023958792, 'model_id': 209, 'model_birth_timestamp': 1380.245808, 'theta': 2.1914944597670796, 'phi': -1.8957847103582823, 'norm_pos': [0.6792138386603072, 0.24120682079317524], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595911253.949085,"{'circle_3d': {'center': [6.008297872434744, 6.547634567261047, 65.00657643751735], 'normal': [-0.2592325104518129, 0.583309139056942, -0.7697720141817964], 'radius': 1.586819320822695}, 'confidence': 0.9972512428389501, 'timestamp': 1392.3029, 'diameter_3d': 3.17363864164539, 'ellipse': {'center': [217.391773750505, 182.29728729141436], 'axes': [22.101119212944628, 30.47914750335836], 'angle': -73.12285470175904}, 'location': [217.391773750505, 182.29728729141436], 'diameter': 30.47914750335836, 'sphere': {'center': [9.119087997856498, -0.4520751014222573, 74.24384060769891], 'radius': 12.0}, 'projected_sphere': {'center': [236.15223717406587, 116.22478362396659], 'axes': [200.42066625600964, 200.42066625600964], 'angle': 90.0}, 'model_confidence': 0.8497579821843182, 'model_id': 209, 'model_birth_timestamp': 1380.245808, 'theta': 2.19359312516092, 'phi': -1.8956324728622729, 'norm_pos': [0.6793492929703281, 0.24042796961910684], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595911253.95759,"{'circle_3d': {'center': [5.992066662462267, 6.498807420176222, 64.97523932493105], 'normal': [-0.2605851112828526, 0.5792402101332066, -0.7723834402306552], 'radius': 1.5736853353631512}, 'confidence': 0.9968438792201424, 'timestamp': 1392.3113, 'diameter_3d': 3.1473706707263025, 'ellipse': {'center': [217.26362980155218, 181.8641737359279], 'axes': [22.033437333291108, 30.240827010027495], 'angle': -72.92550000024035}, 'location': [217.26362980155218, 181.8641737359279], 'diameter': 30.240827010027495, 'sphere': {'center': [9.119087997856498, -0.4520751014222573, 74.24384060769891], 'radius': 12.0}, 'projected_sphere': {'center': [236.15223717406587, 116.22478362396659], 'axes': [200.42066625600964, 200.42066625600964], 'angle': 90.0}, 'model_confidence': 0.8488841036815908, 'model_id': 209, 'model_birth_timestamp': 1380.245808, 'theta': 2.188592630398261, 'phi': -1.896182573283229, 'norm_pos': [0.6789488431298506, 0.24223260943363378], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595911253.964774,"{'circle_3d': {'center': [6.027607168793461, 6.551913337855106, 65.00333779529716], 'normal': [-0.25762340242191983, 0.5836657032731136, -0.7700419010334796], 'radius': 1.5768119946275692}, 'confidence': 0.9976991996178547, 'timestamp': 1392.3197, 'diameter_3d': 3.1536239892551383, 'ellipse': {'center': [217.57731073797046, 182.34292816328258], 'axes': [21.966101279942333, 30.288793095326195], 'angle': -73.27698994186376}, 'location': [217.57731073797046, 182.34292816328258], 'diameter': 30.288793095326195, 'sphere': {'center': [9.119087997856498, -0.4520751014222573, 74.24384060769891], 'radius': 12.0}, 'projected_sphere': {'center': [236.15223717406587, 116.22478362396659], 'axes': [200.42066625600964, 200.42066625600964], 'angle': 90.0}, 'model_confidence': 0.8482451984145767, 'model_id': 209, 'model_birth_timestamp': 1380.245808, 'theta': 2.1940321776013634, 'phi': -1.8936483537156226, 'norm_pos': [0.6799290960561577, 0.24023779931965594], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595911253.97485,"{'circle_3d': {'center': [6.02319098713212, 6.536071296350104, 64.99282814298518], 'normal': [-0.2579914175603649, 0.5823455331476968, -0.7709177053928118], 'radius': 1.6041544009087834}, 'confidence': 0.9942391233777104, 'timestamp': 1392.328099, 'diameter_3d': 3.2083088018175667, 'ellipse': {'center': [217.5476597836858, 182.19674861386804], 'axes': [22.38621858781288, 30.81895944954392], 'angle': -73.22020053936365}, 'location': [217.5476597836858, 182.19674861386804], 'diameter': 30.81895944954392, 'sphere': {'center': [9.119087997856498, -0.4520751014222573, 74.24384060769891], 'radius': 12.0}, 'projected_sphere': {'center': [236.15223717406587, 116.22478362396659], 'axes': [200.42066625600964, 200.42066625600964], 'angle': 90.0}, 'model_confidence': 0.8483638730702681, 'model_id': 209, 'model_birth_timestamp': 1380.245808, 'theta': 2.192407288624946, 'phi': -1.8937358541944433, 'norm_pos': [0.6798364368240181, 0.24084688077554983], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595911253.980694,"{'circle_3d': {'center': [6.018381467991212, 6.566858341500349, 65.01778010825099], 'normal': [-0.25839221082210717, 0.5849111202435505, -0.7688383749539942], 'radius': 1.6161803534512877}, 'confidence': 0.9978469679693682, 'timestamp': 1392.336499, 'diameter_3d': 3.2323607069025755, 'ellipse': {'center': [217.48103062112716, 182.46409916541745], 'axes': [22.466397711361456, 31.038200315847373], 'angle': -73.22819170966007}, 'location': [217.48103062112716, 182.46409916541745], 'diameter': 31.038200315847373, 'sphere': {'center': [9.119087997856498, -0.4520751014222573, 74.24384060769891], 'radius': 12.0}, 'projected_sphere': {'center': [236.15223717406587, 116.22478362396659], 'axes': [200.42066625600964, 200.42066625600964], 'angle': 90.0}, 'model_confidence': 0.8485158614885746, 'model_id': 209, 'model_birth_timestamp': 1380.245808, 'theta': 2.19556680059088, 'phi': -1.8950180209955196, 'norm_pos': [0.6796282206910224, 0.23973292014409397], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595911253.997951,"{'circle_3d': {'center': [6.010667116166226, 6.5431485713161575, 65.00238155673559], 'normal': [-0.25903507347418936, 0.5829353060615345, -0.770121587580277], 'radius': 1.5935209752184867}, 'confidence': 0.9992200287147587, 'timestamp': 1392.344899, 'diameter_3d': 3.1870419504369734, 'ellipse': {'center': [217.418788442814, 182.257235057146], 'axes': [22.20848379385154, 30.60990383213981], 'angle': -73.13445082557821}, 'location': [217.418788442814, 182.257235057146], 'diameter': 30.60990383213981, 'sphere': {'center': [9.119087997856498, -0.4520751014222573, 74.24384060769891], 'radius': 12.0}, 'projected_sphere': {'center': [236.15223717406587, 116.22478362396659], 'axes': [200.42066625600964, 200.42066625600964], 'angle': 90.0}, 'model_confidence': 0.848758131282501, 'model_id': 209, 'model_birth_timestamp': 1380.245808, 'theta': 2.193132957552143, 'phi': -1.8952648760892823, 'norm_pos': [0.6794337138837937, 0.24059485392855828], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595911253.998164,"{'circle_3d': {'center': [6.032568835911369, 6.540090966374071, 64.99273185559233], 'normal': [-0.2572099301620941, 0.582680505649694, -0.7709257293422159], 'radius': 1.6031111971957175}, 'confidence': 0.9990638259877217, 'timestamp': 1392.353299, 'diameter_3d': 3.206222394391435, 'ellipse': {'center': [217.63688436950966, 182.23529664448208], 'axes': [22.3685861055346, 30.799165814016064], 'angle': -73.29803833070824}, 'location': [217.63688436950966, 182.23529664448208], 'diameter': 30.799165814016064, 'sphere': {'center': [9.119087997856498, -0.4520751014222573, 74.24384060769891], 'radius': 12.0}, 'projected_sphere': {'center': [236.15223717406587, 116.22478362396659], 'axes': [200.42066625600964, 200.42066625600964], 'angle': 90.0}, 'model_confidence': 0.8494582557943997, 'model_id': 209, 'model_birth_timestamp': 1380.245808, 'theta': 2.192819399476971, 'phi': -1.8928208363104069, 'norm_pos': [0.6801152636547176, 0.24068626398132464], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595911254.004831,"{'circle_3d': {'center': [6.1301882046639555, 6.5407002427602485, 64.9611916855406], 'normal': [-0.2490749827660452, 0.5827312786818755, -0.7735540768465257], 'radius': 1.5876100269929565}, 'confidence': 0.9991658165723067, 'timestamp': 1392.361699, 'diameter_3d': 3.175220053985913, 'ellipse': {'center': [218.59290116714027, 182.27349841681706], 'axes': [22.228305388685357, 30.5180054786636], 'angle': -74.05040261191499}, 'location': [218.59290116714027, 182.27349841681706], 'diameter': 30.5180054786636, 'sphere': {'center': [9.119087997856498, -0.4520751014222573, 74.24384060769891], 'radius': 12.0}, 'projected_sphere': {'center': [236.15223717406587, 116.22478362396659], 'axes': [200.42066625600964, 200.42066625600964], 'angle': 90.0}, 'model_confidence': 0.8492416368608313, 'model_id': 209, 'model_birth_timestamp': 1380.245808, 'theta': 2.192881875282545, 'phi': -1.8823013949412275, 'norm_pos': [0.6831028161473134, 0.24052708992992888], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595911254.013483,"{'circle_3d': {'center': [6.070660406262827, 6.477037326925034, 64.93285300303884], 'normal': [-0.25403563263280593, 0.5774260356956076, -0.7759156337216727], 'radius': 1.5677781688553962}, 'confidence': 0.999152068262707, 'timestamp': 1392.370099, 'diameter_3d': 3.1355563377107925, 'ellipse': {'center': [218.04934988932627, 181.6972365914379], 'axes': [22.070590894623617, 30.1484030680561], 'angle': -73.50047700561704}, 'location': [218.04934988932627, 181.6972365914379], 'diameter': 30.1484030680561, 'sphere': {'center': [9.119087997856498, -0.4520751014222573, 74.24384060769891], 'radius': 12.0}, 'projected_sphere': {'center': [236.15223717406587, 116.22478362396659], 'axes': [200.42066625600964, 200.42066625600964], 'angle': 90.0}, 'model_confidence': 0.8490597247865384, 'model_id': 209, 'model_birth_timestamp': 1380.245808, 'theta': 2.186368833149635, 'phi': -1.8871984043270487, 'norm_pos': [0.6814042184041446, 0.2429281808690088], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595911254.024363,"{'circle_3d': {'center': [6.066247867479069, 6.469807387773806, 64.92892193150436], 'normal': [-0.2544033441981191, 0.5768235407663386, -0.7762432230162126], 'radius': 1.618594578674961}, 'confidence': 0.9984949979234281, 'timestamp': 1392.378499, 'diameter_3d': 3.237189157349922, 'ellipse': {'center': [218.01643130520586, 181.62226832860875], 'axes': [22.80210954576556, 31.127607792896335], 'angle': -73.45600015787895}, 'location': [218.01643130520586, 181.62226832860875], 'diameter': 31.127607792896335, 'sphere': {'center': [9.119087997856498, -0.4520751014222573, 74.24384060769891], 'radius': 12.0}, 'projected_sphere': {'center': [236.15223717406587, 116.22478362396659], 'axes': [200.42066625600964, 200.42066625600964], 'angle': 90.0}, 'model_confidence': 0.8486670078044711, 'model_id': 209, 'model_birth_timestamp': 1380.245808, 'theta': 2.185631074554749, 'phi': -1.887501426791314, 'norm_pos': [0.6813013478287683, 0.2432405486307968], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595911254.032057,"{'circle_3d': {'center': [6.0947443182993215, 6.509490356051278, 64.94922110557653], 'normal': [-0.2520286399630981, 0.5801304547894612, -0.7745516251768658], 'radius': 1.6024746765108497}, 'confidence': 0.9987354896742919, 'timestamp': 1392.386899, 'diameter_3d': 3.2049493530216995, 'ellipse': {'center': [218.2678018331164, 181.9845722524326], 'axes': [22.49209174845246, 30.80865121366385], 'angle': -73.73343868649776}, 'location': [218.2678018331164, 181.9845722524326], 'diameter': 30.80865121366385, 'sphere': {'center': [9.119087997856498, -0.4520751014222573, 74.24384060769891], 'radius': 12.0}, 'projected_sphere': {'center': [236.15223717406587, 116.22478362396659], 'axes': [200.42066625600964, 200.42066625600964], 'angle': 90.0}, 'model_confidence': 0.8488151965922786, 'model_id': 209, 'model_birth_timestamp': 1380.245808, 'theta': 2.18968516918546, 'phi': -1.8853777593568672, 'norm_pos': [0.6820868807284888, 0.24173094894819747], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595911254.045724,"{'circle_3d': {'center': [6.048010653870259, 6.5028988712722615, 64.95961630049929], 'normal': [-0.2559231119988533, 0.5795811643912099, -0.7736853589333016], 'radius': 1.5919180573529497}, 'confidence': 0.9978073228288815, 'timestamp': 1392.395299, 'diameter_3d': 3.1838361147058993, 'ellipse': {'center': [217.81224329484442, 181.91417264330403], 'axes': [22.323923445878453, 30.599787164163924], 'angle': -73.3628612991382}, 'location': [217.81224329484442, 181.91417264330403], 'diameter': 30.599787164163924, 'sphere': {'center': [9.119087997856498, -0.4520751014222573, 74.24384060769891], 'radius': 12.0}, 'projected_sphere': {'center': [236.15223717406587, 116.22478362396659], 'axes': [200.42066625600964, 200.42066625600964], 'angle': 90.0}, 'model_confidence': 0.8482848095887063, 'model_id': 209, 'model_birth_timestamp': 1380.245808, 'theta': 2.1890109608444446, 'phi': -1.8902511651184883, 'norm_pos': [0.6806632602963888, 0.24202428065289994], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
