eye_packets,766
norm_X,norm_Y,phi,theta,confidence,timestamp
1595911252.874379,"{'circle_3d': {'center': [7.948944467373316, 2.690985196899896, 59.080952541644336], 'normal': [-0.0659358581855569, 0.2859452932233909, -0.9559747652991283], 'radius': 1.5052855099146916}, 'confidence': 0.2476435162369341, 'timestamp': 1391.227711, 'diameter_3d': 3.010571019829383, 'ellipse': {'center': [243.44686012617058, 148.13095737019327], 'axes': [29.836422475717715, 31.844286706454863], 'angle': 83.22312474208364}, 'location': [243.44686012617058, 148.13095737019327], 'diameter': 31.844286706454863, 'sphere': {'center': [8.740174765599999, -0.7403583217807952, 70.55264972523388], 'radius': 12.0}, 'projected_sphere': {'center': [236.80658877839244, 113.49390616381174], 'axes': [210.90632397152925, 210.90632397152925], 'angle': 90.0}, 'model_confidence': 0.8653852976150289, 'model_id': 209, 'model_birth_timestamp': 1380.245808, 'theta': 1.8607890928598412, 'phi': -1.6396596499077083, 'norm_pos': [0.760771437894283, 0.38278767762419474], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595911252.964967,"{'circle_3d': {'center': [6.084291988090269, 6.397328201423156, 64.86963730426682], 'normal': [-0.2528996674805191, 0.5707836085704511, -0.7811836086193417], 'radius': 1.6094273296746224}, 'confidence': 0.9992818075398584, 'timestamp': 1391.32011, 'diameter_3d': 3.218854659349245, 'ellipse': {'center': [218.24078176193945, 180.98776104073045], 'axes': [22.879271331991088, 30.979561959667887], 'angle': -73.49053470573494}, 'location': [218.24078176193945, 180.98776104073045], 'diameter': 30.979561959667887, 'sphere': {'center': [9.119087997856498, -0.4520751014222573, 74.24384060769891], 'radius': 12.0}, 'projected_sphere': {'center': [236.15223717406587, 116.22478362396659], 'axes': [200.42066625600964, 200.42066625600964], 'angle': 90.0}, 'model_confidence': 0.8649038850265356, 'model_id': 209, 'model_birth_timestamp': 1380.245808, 'theta': 2.178256205191697, 'phi': -1.8838873499540545, 'norm_pos': [0.6820024430060607, 0.24588432899695645], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595911252.972168,"{'circle_3d': {'center': [6.054102925277718, 6.41980781839709, 64.89594824411425], 'normal': [-0.25541542271489837, 0.5726569099849456, -0.7789910302987215], 'radius': 1.616696806296801}, 'confidence': 0.9731479822928796, 'timestamp': 1391.32851, 'diameter_3d': 3.233393612593602, 'ellipse': {'center': [217.9301109589081, 181.17655090308602], 'axes': [22.89874073308841, 31.10640142080379], 'angle': -73.28786475980033}, 'location': [217.9301109589081, 181.17655090308602], 'diameter': 31.10640142080379, 'sphere': {'center': [9.119087997856498, -0.4520751014222573, 74.24384060769891], 'radius': 12.0}, 'projected_sphere': {'center': [236.15223717406587, 116.22478362396659], 'axes': [200.42066625600964, 200.42066625600964], 'angle': 90.0}, 'model_confidence': 0.8645409923845992, 'model_id': 209, 'model_birth_timestamp': 1380.245808, 'theta': 2.1805394711497263, 'phi': -1.887630696980932, 'norm_pos': [0.6810315967465879, 0.24509770457047486], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595911252.9804401,"{'circle_3d': {'center': [6.065542456276358, 6.401391783181005, 64.87870039053492], 'normal': [-0.2544621284650117, 0.5711222403836052, -0.780428351430333], 'radius': 1.6249451330591922}, 'confidence': 0.9942099913685076, 'timestamp': 1391.33691, 'diameter_3d': 3.2498902661183844, 'ellipse': {'center': [218.05558623256047, 181.01519981647473], 'axes': [23.073998516968686, 31.273600045873966], 'angle': -73.3498152641246}, 'location': [218.05558623256047, 181.01519981647473], 'diameter': 31.273600045873966, 'sphere': {'center': [9.119087997856498, -0.4520751014222573, 74.24384060769891], 'radius': 12.0}, 'projected_sphere': {'center': [236.15223717406587, 116.22478362396659], 'axes': [200.42066625600964, 200.42066625600964], 'angle': 90.0}, 'model_confidence': 0.8634741280406866, 'model_id': 209, 'model_birth_timestamp': 1380.245808, 'theta': 2.1786686764627197, 'phi': -1.8859816342762978, 'norm_pos': [0.6814237069767515, 0.24577000076468858], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595911252.9888608,"{'circle_3d': {'center': [6.047987072064398, 6.396508844685708, 64.88086901547932], 'normal': [-0.2559250771493417, 0.5707153288423304, -0.7802476326849663], 'radius': 1.6262735767874403}, 'confidence': 0.9971675008933188, 'timestamp': 1391.34531, 'diameter_3d': 3.2525471535748807, 'ellipse': {'center': [217.8864289116345, 180.966408087822], 'axes': [23.091496749599624, 31.297737840071], 'angle': -73.20517519804466}, 'location': [217.8864289116345, 180.966408087822], 'diameter': 31.297737840071, 'sphere': {'center': [9.119087997856498, -0.4520751014222573, 74.24384060769891], 'radius': 12.0}, 'projected_sphere': {'center': [236.15223717406587, 116.22478362396659], 'axes': [200.42066625600964, 200.42066625600964], 'angle': 90.0}, 'model_confidence': 0.8631120710121842, 'model_id': 209, 'model_birth_timestamp': 1380.245808, 'theta': 2.1781730512382476, 'phi': -1.8877436851571403, 'norm_pos': [0.6808950903488579, 0.245973299634075], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595911252.997212,"{'circle_3d': {'center': [6.059624407111074, 6.421446680007123, 64.8953444261134], 'normal': [-0.25495529922878535, 0.5727934817857817, -0.7790413484654597], 'radius': 1.6055105063184008}, 'confidence': 0.9975168079302495, 'timestamp': 1391.353709, 'diameter_3d': 3.2110210126368015, 'ellipse': {'center': [217.98203000512422, 181.19488757284876], 'axes': [22.740369201705228, 30.891523878861495], 'angle': -73.33332707699455}, 'location': [217.98203000512422, 181.19488757284876], 'diameter': 30.891523878861495, 'sphere': {'center': [9.119087997856498, -0.4520751014222573, 74.24384060769891], 'radius': 12.0}, 'projected_sphere': {'center': [236.15223717406587, 116.22478362396659], 'axes': [200.42066625600964, 200.42066625600964], 'angle': 90.0}, 'model_confidence': 0.8625296968287288, 'model_id': 209, 'model_birth_timestamp': 1380.245808, 'theta': 2.1807060734422437, 'phi': -1.8870781792034776, 'norm_pos': [0.6811938437660132, 0.24502130177979686], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595911253.006135,"{'circle_3d': {'center': [6.004027000434399, 6.460279292953504, 64.94245621026141], 'normal': [-0.2595884164518416, 0.5760295328646468, -0.7751153664531248], 'radius': 1.6144114407926187}, 'confidence': 0.9984955351056013, 'timestamp': 1391.362109, 'diameter_3d': 3.2288228815852373, 'ellipse': {'center': [217.41118117739308, 181.51983295656316], 'axes': [22.717313898282402, 31.039349089413296], 'angle': -72.9596864414543}, 'location': [217.41118117739308, 181.51983295656316], 'diameter': 31.039349089413296, 'sphere': {'center': [9.119087997856498, -0.4520751014222573, 74.24384060769891], 'radius': 12.0}, 'projected_sphere': {'center': [236.15223717406587, 116.22478362396659], 'axes': [200.42066625600964, 200.42066625600964], 'angle': 90.0}, 'model_confidence': 0.862344604174381, 'model_id': 209, 'model_birth_timestamp': 1380.245808, 'theta': 2.184659393742969, 'phi': -1.8939588629862392, 'norm_pos': [0.6794099411793534, 0.24366736268098677], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595911253.015983,"{'circle_3d': {'center': [6.052721501035689, 6.4136227873613505, 64.89185744865038], 'normal': [-0.25553054140173403, 0.5721414907319673, -0.7793319299207103], 'radius': 1.6411906553002416}, 'confidence': 0.9980618447444498, 'timestamp': 1391.370509, 'diameter_3d': 3.282381310600483, 'ellipse': {'center': [217.92338801132905, 181.11656423308597], 'axes': [23.261348667536172, 31.579731526915484], 'angle': -73.26796088882791}, 'location': [217.92338801132905, 181.11656423308597], 'diameter': 31.579731526915484, 'sphere': {'center': [9.119087997856498, -0.4520751014222573, 74.24384060769891], 'radius': 12.0}, 'projected_sphere': {'center': [236.15223717406587, 116.22478362396659], 'axes': [200.42066625600964, 200.42066625600964], 'angle': 90.0}, 'model_confidence': 0.8621314665072655, 'model_id': 209, 'model_birth_timestamp': 1380.245808, 'theta': 2.1799108919680035, 'phi': -1.8876345719990653, 'norm_pos': [0.6810105875354033, 0.24534764902880846], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595911253.0253491,"{'circle_3d': {'center': [6.020617362696232, 6.414081493407362, 64.90278213778625], 'normal': [-0.2582058862633555, 0.5721797162358015, -0.7784215391593893], 'radius': 1.675299176238257}, 'confidence': 0.9995759703826698, 'timestamp': 1391.378909, 'diameter_3d': 3.350598352476514, 'ellipse': {'center': [217.61160308764124, 181.1041638208343], 'axes': [23.716418903477248, 32.2301103495922], 'angle': -73.01846323727725}, 'location': [217.61160308764124, 181.1041638208343], 'diameter': 32.2301103495922, 'sphere': {'center': [9.119087997856498, -0.4520751014222573, 74.24384060769891], 'radius': 12.0}, 'projected_sphere': {'center': [236.15223717406587, 116.22478362396659], 'axes': [200.42066625600964, 200.42066625600964], 'angle': 90.0}, 'model_confidence': 0.8622940785881661, 'model_id': 209, 'model_birth_timestamp': 1380.245808, 'theta': 2.179957500387634, 'phi': -1.891080167906719, 'norm_pos': [0.6800362596488789, 0.24539931741319043], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595911253.032867,"{'circle_3d': {'center': [6.019142410818936, 6.3922518861052575, 64.8872640198005], 'normal': [-0.2583287989197969, 0.5703605822939596, -0.7797147156582018], 'radius': 1.6642120597472123}, 'confidence': 0.9838874773560293, 'timestamp': 1391.387309, 'diameter_3d': 3.3284241194944246, 'ellipse': {'center': [217.61011447702214, 180.9125173381122], 'axes': [23.61761767179525, 32.02426143285481], 'angle': -72.97343383429289}, 'location': [217.61011447702214, 180.9125173381122], 'diameter': 32.02426143285481, 'sphere': {'center': [9.119087997856498, -0.4520751014222573, 74.24384060769891], 'radius': 12.0}, 'projected_sphere': {'center': [236.15223717406587, 116.22478362396659], 'axes': [200.42066625600964, 200.42066625600964], 'angle': 90.0}, 'model_confidence': 0.8624858416864334, 'model_id': 209, 'model_birth_timestamp': 1380.245808, 'theta': 2.1777411031313965, 'phi': -1.890726529728948, 'norm_pos': [0.6800316077406942, 0.24619784442453252], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595911253.0410628,"{'circle_3d': {'center': [5.999402022883425, 6.391698866185191, 64.89342257972525], 'normal': [-0.2599738312477561, 0.5703144973006207, -0.7792015023311387], 'radius': 1.6657580044028522}, 'confidence': 0.9998402589748507, 'timestamp': 1391.395709, 'diameter_3d': 3.3315160088057043, 'ellipse': {'center': [217.4166657991414, 180.9013242695797], 'axes': [23.62414649479981, 32.050547471404734], 'angle': -72.81849334528759}, 'location': [217.4166657991414, 180.9013242695797], 'diameter': 32.050547471404734, 'sphere': {'center': [9.119087997856498, -0.4520751014222573, 74.24384060769891], 'radius': 12.0}, 'projected_sphere': {'center': [236.15223717406587, 116.22478362396659], 'axes': [200.42066625600964, 200.42066625600964], 'angle': 90.0}, 'model_confidence': 0.8628363252198623, 'model_id': 209, 'model_birth_timestamp': 1380.245808, 'theta': 2.1776849984219835, 'phi': -1.8928240591241892, 'norm_pos': [0.6794270806223169, 0.24624448221008455], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595911253.049151,"{'circle_3d': {'center': [5.968484230915276, 6.419324869156135, 64.92410035659368], 'normal': [-0.26255031391176853, 0.572616664214866, -0.7766450209254362], 'radius': 1.652049560710754}, 'confidence': 0.9978745412003428, 'timestamp': 1391.404109, 'diameter_3d': 3.304099121421508, 'ellipse': {'center': [217.09323907255964, 181.1392435249333], 'axes': [23.32815583110632, 31.77118614268944], 'angle': -72.6211386173058}, 'location': [217.09323907255964, 181.1392435249333], 'diameter': 31.77118614268944, 'sphere': {'center': [9.119087997856498, -0.4520751014222573, 74.24384060769891], 'radius': 12.0}, 'projected_sphere': {'center': [236.15223717406587, 116.22478362396659], 'axes': [200.42066625600964, 200.42066625600964], 'angle': 90.0}, 'model_confidence': 0.862401468440388, 'model_id': 209, 'model_birth_timestamp': 1380.245808, 'theta': 2.180490379518992, 'phi': -1.8967921721353969, 'norm_pos': [0.6784163721017489, 0.24525315197944453], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595911253.0570529,"{'circle_3d': {'center': [5.943231189697729, 6.40991522199558, 64.92573874436904], 'normal': [-0.2646547340132308, 0.5718325269514865, -0.7765084886108222], 'radius': 1.650740324790397}, 'confidence': 0.9980815674977928, 'timestamp': 1391.412509, 'diameter_3d': 3.301480649580794, 'ellipse': {'center': [216.8510785380916, 181.04836696154493], 'axes': [23.313121998013095, 31.74460334905048], 'angle': -72.41027955582878}, 'location': [216.8510785380916, 181.04836696154493], 'diameter': 31.74460334905048, 'sphere': {'center': [9.119087997856498, -0.4520751014222573, 74.24384060769891], 'radius': 12.0}, 'projected_sphere': {'center': [236.15223717406587, 116.22478362396659], 'axes': [200.42066625600964, 200.42066625600964], 'angle': 90.0}, 'model_confidence': 0.8620099788139268, 'model_id': 209, 'model_birth_timestamp': 1380.245808, 'theta': 2.1795342275249228, 'phi': -1.8992755772132213, 'norm_pos': [0.6776596204315363, 0.24563180432689613], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595911253.0645509,"{'circle_3d': {'center': [6.009152622343402, 6.431088095031225, 64.91912257597696], 'normal': [-0.259161281292758, 0.5735969330377901, -0.7770598359768294], 'radius': 1.679637016576224}, 'confidence': 0.9997870194148031, 'timestamp': 1391.420909, 'diameter_3d': 3.359274033152448, 'ellipse': {'center': [217.48830494975158, 181.25036609494282], 'axes': [23.72100595131037, 32.30529890036647], 'angle': -72.95527450165426}, 'location': [217.48830494975158, 181.25036609494282], 'diameter': 32.30529890036647, 'sphere': {'center': [9.119087997856498, -0.4520751014222573, 74.24384060769891], 'radius': 12.0}, 'projected_sphere': {'center': [236.15223717406587, 116.22478362396659], 'axes': [200.42066625600964, 200.42066625600964], 'angle': 90.0}, 'model_confidence': 0.8624659391783918, 'model_id': 209, 'model_birth_timestamp': 1380.245808, 'theta': 2.1816865870464466, 'phi': -1.8927105692666453, 'norm_pos': [0.6796509529679737, 0.24479014127107157], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595911253.0745852,"{'circle_3d': {'center': [5.996202657617012, 6.409281249808282, 64.90738645351674], 'normal': [-0.26024044501995724, 0.5717796959358782, -0.7780378461818482], 'radius': 1.6411855346491568}, 'confidence': 0.9973172488500055, 'timestamp': 1391.429309, 'diameter_3d': 3.2823710692983137, 'ellipse': {'center': [217.3708916333283, 181.06098091829017], 'axes': [23.225506937456167, 31.570863716065524], 'angle': -72.82079946934188}, 'location': [217.3708916333283, 181.06098091829017], 'diameter': 31.570863716065524, 'sphere': {'center': [9.119087997856498, -0.4520751014222573, 74.24384060769891], 'radius': 12.0}, 'projected_sphere': {'center': [236.15223717406587, 116.22478362396659], 'axes': [200.42066625600964, 200.42066625600964], 'angle': 90.0}, 'model_confidence': 0.8623582754020642, 'model_id': 209, 'model_birth_timestamp': 1380.245808, 'theta': 2.1794698299903494, 'phi': -1.893581238082698, 'norm_pos': [0.679284036354151, 0.245579246173791], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595911253.0811222,"{'circle_3d': {'center': [5.956069799000204, 6.416954215970011, 64.92655816534968], 'normal': [-0.26358484990469117, 0.5724191097826891, -0.7764402035291033], 'radius': 1.6568471397388245}, 'confidence': 0.9508275149899603, 'timestamp': 1391.437709, 'diameter_3d': 3.313694279477649, 'ellipse': {'center': [216.9733704503292, 181.11346559456854], 'axes': [23.391538930480394, 31.86198751716175], 'angle': -72.52110710355518}, 'location': [216.9733704503292, 181.11346559456854], 'diameter': 31.86198751716175, 'sphere': {'center': [9.119087997856498, -0.4520751014222573, 74.24384060769891], 'radius': 12.0}, 'projected_sphere': {'center': [236.15223717406587, 116.22478362396659], 'axes': [200.42066625600964, 200.42066625600964], 'angle': 90.0}, 'model_confidence': 0.862689572527553, 'model_id': 209, 'model_birth_timestamp': 1380.245808, 'theta': 2.1802494278108426, 'phi': -1.8980674067128678, 'norm_pos': [0.6780417826572788, 0.24536056002263107], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
