eye_packets,735
norm_X,norm_Y,phi,theta,confidence,timestamp
1582251308.698049,"{'circle_3d': {'center': [-3.068639093054852, 3.0429914867123813, 24.857106518910193], 'normal': [0.014208819686278925, -0.785748897333813, -0.6183823896116541], 'radius': 0.7228090861962357}, 'confidence': 0.3872222809764469, 'timestamp': 52753.096642, 'diameter_3d': 1.4456181723924715, 'ellipse': {'center': [83.41566897945442, 196.19453320694672], 'axes': [25.609008635211687, 36.395567758122034], 'angle': 83.33520736344865}, 'location': [83.41566897945442, 196.19453320694672], 'diameter': 36.395567758122034, 'sphere': {'center': [-3.239144929290199, 12.471978254718138, 32.27769519425004], 'radius': 12.0}, 'projected_sphere': {'center': [97.78149759225445, 359.5656341442476], 'axes': [460.99945830861947, 460.99945830861947], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 52747.619859, 'theta': 0.6668903900372615, 'phi': -1.547822968967167, 'norm_pos': [0.2606739655607951, 0.18252277830438868], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582251308.788665,"{'circle_3d': {'center': [-2.061273462786106, 3.4438575099696322, 24.460684600254588], 'normal': [0.09815595554200778, -0.7523433953957088, -0.6514175494996213], 'radius': 0.721720632403682}, 'confidence': 0.254868971919998, 'timestamp': 52753.189042, 'diameter_3d': 1.443441264807364, 'ellipse': {'center': [107.69259507753152, 207.59918205668586], 'axes': [27.94293419012989, 36.70354594354329], 'angle': -87.74044407057282}, 'location': [107.69259507753152, 207.59918205668586], 'diameter': 36.70354594354329, 'sphere': {'center': [-3.239144929290199, 12.471978254718138, 32.27769519425004], 'radius': 12.0}, 'projected_sphere': {'center': [97.78149759225445, 359.5656341442476], 'axes': [460.99945830861947, 460.99945830861947], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 52747.619859, 'theta': 0.7191842144609076, 'phi': -1.4212408697967542, 'norm_pos': [0.336539359617286, 0.13500340809714229], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582251308.797554,"{'circle_3d': {'center': [-2.1195935491311206, 3.2921368572973613, 24.63066200317629], 'normal': [0.09329594834658989, -0.7649867831183982, -0.6372527659228129], 'radius': 0.721268505737093}, 'confidence': 0.2791595792596852, 'timestamp': 52753.197442, 'diameter_3d': 1.442537011474186, 'ellipse': {'center': [106.58704014496723, 203.17080109143376], 'axes': [27.071032776036123, 36.43682657452733], 'angle': -88.1449874970889}, 'location': [106.58704014496723, 203.17080109143376], 'diameter': 36.43682657452733, 'sphere': {'center': [-3.239144929290199, 12.471978254718138, 32.27769519425004], 'radius': 12.0}, 'projected_sphere': {'center': [97.78149759225445, 359.5656341442476], 'axes': [460.99945830861947, 460.99945830861947], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 52747.619859, 'theta': 0.6997755182619597, 'phi': -1.4254257144339328, 'norm_pos': [0.3330845004530226, 0.1534549954523593], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582251308.8051069,"{'circle_3d': {'center': [-2.7992078775777243, 3.3854993933282707, 24.451945562933844], 'normal': [0.03666142097603956, -0.757206571782489, -0.6521458026096832], 'radius': 0.7309265620976428}, 'confidence': 0.21314377883783278, 'timestamp': 52753.205842, 'diameter_3d': 1.4618531241952857, 'ellipse': {'center': [88.97396988385044, 206.1600513081437], 'axes': [28.01225410780536, 37.362768561352105], 'angle': 84.65615938987189}, 'location': [88.97396988385044, 206.1600513081437], 'diameter': 37.362768561352105, 'sphere': {'center': [-3.239144929290199, 12.471978254718138, 32.27769519425004], 'radius': 12.0}, 'projected_sphere': {'center': [97.78149759225445, 359.5656341442476], 'axes': [460.99945830861947, 460.99945830861947], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 52747.619859, 'theta': 0.7117705681477985, 'phi': -1.5146388334003755, 'norm_pos': [0.2780436558870326, 0.1409997862160679], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582251308.812682,"{'circle_3d': {'center': [-2.7381489227852303, 3.461478157099588, 24.368214111885525], 'normal': [0.0417496672087474, -0.7508750081348792, -0.6591234235303766], 'radius': 0.7232259590505397}, 'confidence': 0.42732811738140686, 'timestamp': 52753.214242, 'diameter_3d': 1.4464519181010793, 'ellipse': {'center': [90.28357103355201, 208.38464017310878], 'axes': [28.160987952684327, 37.08340492379167], 'angle': 85.00737051068997}, 'location': [90.28357103355201, 208.38464017310878], 'diameter': 37.08340492379167, 'sphere': {'center': [-3.239144929290199, 12.471978254718138, 32.27769519425004], 'radius': 12.0}, 'projected_sphere': {'center': [97.78149759225445, 359.5656341442476], 'axes': [460.99945830861947, 460.99945830861947], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 52747.619859, 'theta': 0.7214103658056831, 'phi': -1.5075396361211075, 'norm_pos': [0.28213615947985005, 0.13173066594538008], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582251308.820693,"{'circle_3d': {'center': [-2.7410437474612825, 3.459641635170801, 24.370123893994403], 'normal': [0.04150843181907638, -0.7510280516289449, -0.6589642750213034], 'radius': 0.7192199043355523}, 'confidence': 0.37118391818943586, 'timestamp': 52753.222642, 'diameter_3d': 1.4384398086711045, 'ellipse': {'center': [90.21598413300197, 208.3274722708065], 'axes': [27.99394376249456, 36.87571138207029], 'angle': 84.98407878167318}, 'location': [90.21598413300197, 208.3274722708065], 'diameter': 36.87571138207029, 'sphere': {'center': [-3.239144929290199, 12.471978254718138, 32.27769519425004], 'radius': 12.0}, 'projected_sphere': {'center': [97.78149759225445, 359.5656341442476], 'axes': [460.99945830861947, 460.99945830861947], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 52747.619859, 'theta': 0.7211786071965159, 'phi': -1.507889026999271, 'norm_pos': [0.28192495041563115, 0.13196886553830622], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582251308.833567,"{'circle_3d': {'center': [-2.657862019543421, 3.5441158415610943, 24.28048424851565], 'normal': [0.048440242478898186, -0.7439885344297537, -0.6664342454778662], 'radius': 0.7230932098871825}, 'confidence': 0.3081792322139598, 'timestamp': 52753.231042, 'diameter_3d': 1.446186419774365, 'ellipse': {'center': [92.08049504027665, 210.8160936539105], 'axes': [28.6327450961911, 37.19253245534675], 'angle': 85.55961558192763}, 'location': [92.08049504027665, 210.8160936539105], 'diameter': 37.19253245534675, 'sphere': {'center': [-3.239144929290199, 12.471978254718138, 32.27769519425004], 'radius': 12.0}, 'projected_sphere': {'center': [97.78149759225445, 359.5656341442476], 'axes': [460.99945830861947, 460.99945830861947], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 52747.619859, 'theta': 0.7317764981510797, 'phi': -1.498238222941526, 'norm_pos': [0.2877515470008645, 0.12159960977537287], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582251308.840966,"{'circle_3d': {'center': [-2.7518278080638745, 3.4635841770519953, 24.364961269440663], 'normal': [0.040609760102193714, -0.7506995064721785, -0.6593944937341151], 'radius': 0.7227732736071273}, 'confidence': 0.2623176284467804, 'timestamp': 52753.239442, 'diameter_3d': 1.4455465472142546, 'ellipse': {'center': [89.92648935611565, 208.44973153048738], 'axes': [28.152045028710983, 37.06922004545621], 'angle': 84.85816701289443}, 'location': [89.92648935611565, 208.44973153048738], 'diameter': 37.06922004545621, 'sphere': {'center': [-3.239144929290199, 12.471978254718138, 32.27769519425004], 'radius': 12.0}, 'projected_sphere': {'center': [97.78149759225445, 359.5656341442476], 'axes': [460.99945830861947, 460.99945830861947], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 52747.619859, 'theta': 0.7216760583884914, 'phi': -1.50928757257574, 'norm_pos': [0.28102027923786144, 0.1314594519563026], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582251308.8505049,"{'circle_3d': {'center': [-2.6680101911517866, 3.4749302848148673, 24.357661549236212], 'normal': [0.047594561511534364, -0.7497539974919392, -0.6600028037511525], 'radius': 0.7223893043644625}, 'confidence': 0.41759524678106563, 'timestamp': 52753.247842, 'diameter_3d': 1.444778608728925, 'ellipse': {'center': [92.03759077136002, 208.76480583982485], 'axes': [28.217278608618106, 37.03740727367454], 'angle': 85.69142452853457}, 'location': [92.03759077136002, 208.76480583982485], 'diameter': 37.03740727367454, 'sphere': {'center': [-3.239144929290199, 12.471978254718138, 32.27769519425004], 'radius': 12.0}, 'projected_sphere': {'center': [97.78149759225445, 359.5656341442476], 'axes': [460.99945830861947, 460.99945830861947], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 52747.619859, 'theta': 0.7231060902653457, 'phi': -1.4988082735453185, 'norm_pos': [0.28761747116050007, 0.13014664233406315], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582251308.85696,"{'circle_3d': {'center': [-2.675927031540294, 3.4797316169876815, 24.35164409639056], 'normal': [0.04693482481249208, -0.7493538864775381, -0.6605042581549568], 'radius': 0.7242648653789969}, 'confidence': 0.27106828390452187, 'timestamp': 52753.256242, 'diameter_3d': 1.4485297307579938, 'ellipse': {'center': [91.81911129880102, 208.91077617698102], 'axes': [28.316295634173542, 37.145309076202125], 'angle': 85.59193340817316}, 'location': [91.81911129880102, 208.91077617698102], 'diameter': 37.145309076202125, 'sphere': {'center': [-3.239144929290199, 12.471978254718138, 32.27769519425004], 'radius': 12.0}, 'projected_sphere': {'center': [97.78149759225445, 359.5656341442476], 'axes': [460.99945830861947, 460.99945830861947], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 52747.619859, 'theta': 0.7237105394140501, 'phi': -1.4998564876466323, 'norm_pos': [0.2869347228087532, 0.12953843259591247], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582251308.864646,"{'circle_3d': {'center': [-3.0670871614661013, 3.8097160030199166, 23.974948130335868], 'normal': [0.014338147318674813, -0.7218551876415185, -0.6918955886595146], 'radius': 0.7269652940823131}, 'confidence': 0.3353769077324993, 'timestamp': 52753.264642, 'diameter_3d': 1.4539305881646263, 'ellipse': {'center': [80.64043286596784, 218.85258379360698], 'axes': [30.07440065715421, 38.02910376450136], 'angle': 79.95916059444923}, 'location': [80.64043286596784, 218.85258379360698], 'diameter': 38.02910376450136, 'sphere': {'center': [-3.239144929290199, 12.471978254718138, 32.27769519425004], 'radius': 12.0}, 'projected_sphere': {'center': [97.78149759225445, 359.5656341442476], 'axes': [460.99945830861947, 460.99945830861947], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 52747.619859, 'theta': 0.7643170061699399, 'phi': -1.5500762996510298, 'norm_pos': [0.2520013527061495, 0.08811423419330422], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582251308.87266,"{'circle_3d': {'center': [-2.767301625676649, 3.007734602257777, 24.91525972874688], 'normal': [0.03932027530112918, -0.7886869710383635, -0.6135362887919305], 'radius': 0.7132155889705334}, 'confidence': 0.18674302384289018, 'timestamp': 52753.273042, 'diameter_3d': 1.4264311779410668, 'ellipse': {'center': [91.09003515941644, 195.12974170657787], 'axes': [25.152652758183887, 35.74880403817642], 'angle': 86.17773569298753}, 'location': [91.09003515941644, 195.12974170657787], 'diameter': 35.74880403817642, 'sphere': {'center': [-3.239144929290199, 12.471978254718138, 32.27769519425004], 'radius': 12.0}, 'projected_sphere': {'center': [97.78149759225445, 359.5656341442476], 'axes': [460.99945830861947, 460.99945830861947], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 52747.619859, 'theta': 0.6621259832152948, 'phi': -1.5067959157669308, 'norm_pos': [0.2846563598731764, 0.1869594095559255], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582251308.880705,"{'circle_3d': {'center': [-2.6828608774978266, 3.4522672556019316, 24.382420560258925], 'normal': [0.046357004316031035, -0.7516425832596839, -0.6579395528325932], 'radius': 0.7181530232595281}, 'confidence': 0.30356278925129215, 'timestamp': 52753.281442, 'diameter_3d': 1.4363060465190562, 'ellipse': {'center': [91.7298015739772, 208.09412473065558], 'axes': [27.922584285995903, 36.785536846242586], 'angle': 85.61354607881817}, 'location': [91.7298015739772, 208.09412473065558], 'diameter': 36.785536846242586, 'sphere': {'center': [-3.239144929290199, 12.471978254718138, 32.27769519425004], 'radius': 12.0}, 'projected_sphere': {'center': [97.78149759225445, 359.5656341442476], 'axes': [460.99945830861947, 460.99945830861947], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 52747.619859, 'theta': 0.7202473865173399, 'phi': -1.5004547252826788, 'norm_pos': [0.28665562991867877, 0.13294114695560177], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582251308.888921,"{'circle_3d': {'center': [-2.5525601798656927, 3.2675886652549444, 24.609069915411645], 'normal': [0.05721539578537552, -0.7670324657885994, -0.6390521065698664], 'radius': 0.7244686012969144}, 'confidence': 0.3569476808640333, 'timestamp': 52753.289842, 'diameter_3d': 1.4489372025938287, 'ellipse': {'center': [95.63824625836999, 202.62925921470637], 'axes': [27.120471246004747, 36.72422031815018], 'angle': 87.50410170246494}, 'location': [95.63824625836999, 202.62925921470637], 'diameter': 36.72422031815018, 'sphere': {'center': [-3.239144929290199, 12.471978254718138, 32.27769519425004], 'radius': 12.0}, 'projected_sphere': {'center': [97.78149759225445, 359.5656341442476], 'axes': [460.99945830861947, 460.99945830861947], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 52747.619859, 'theta': 0.6965931993500121, 'phi': -1.481502749145014, 'norm_pos': [0.2988695195574062, 0.1557114199387235], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582251308.897851,"{'circle_3d': {'center': [-2.723562543171468, 3.2054055551223453, 24.670803239829365], 'normal': [0.04296519884322758, -0.7722143916329828, -0.6339076628683898], 'radius': 0.7153414888805586}, 'confidence': 0.34359008050218, 'timestamp': 52753.298242, 'diameter_3d': 1.4306829777611172, 'ellipse': {'center': [91.50572323119903, 200.85061421311718], 'axes': [26.401830116162074, 36.21023851229724], 'angle': 86.00202712746494}, 'location': [91.50572323119903, 200.85061421311718], 'diameter': 36.21023851229724, 'sphere': {'center': [-3.239144929290199, 12.471978254718138, 32.27769519425004], 'radius': 12.0}, 'projected_sphere': {'center': [97.78149759225445, 359.5656341442476], 'axes': [460.99945830861947, 460.99945830861947], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 52747.619859, 'theta': 0.6884772748894507, 'phi': -1.5031215068105808, 'norm_pos': [0.28595538509749696, 0.16312244077867843], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582251308.905192,"{'circle_3d': {'center': [-2.712035907307294, 3.212489491920593, 24.662971040968444], 'normal': [0.04392575183190876, -0.7716240635664622, -0.6345603461068001], 'radius': 0.7204589393634253}, 'confidence': 0.35090898923514513, 'timestamp': 52753.306642, 'diameter_3d': 1.4409178787268506, 'ellipse': {'center': [91.77287141861001, 201.0588340881285], 'axes': [26.6342041705262, 36.478407814131444], 'angle': 86.09194455820719}, 'location': [91.77287141861001, 201.0588340881285], 'diameter': 36.478407814131444, 'sphere': {'center': [-3.239144929290199, 12.471978254718138, 32.27769519425004], 'radius': 12.0}, 'projected_sphere': {'center': [97.78149759225445, 359.5656341442476], 'axes': [460.99945830861947, 460.99945830861947], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 52747.619859, 'theta': 0.6894058717658675, 'phi': -1.5016842352842907, 'norm_pos': [0.2867902231831563, 0.16225485796613126], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
