eye_packets,735
norm_X,norm_Y,phi,theta,confidence,timestamp
1582251308.698049,"{'circle_3d': {'center': [-3.068639093054852, 3.0429914867123813, 24.857106518910193], 'normal': [0.014208819686278925, -0.785748897333813, -0.6183823896116541], 'radius': 0.7228090861962357}, 'confidence': 0.3872222809764469, 'timestamp': 52753.096642, 'diameter_3d': 1.4456181723924715, 'ellipse': {'center': [83.41566897945442, 196.19453320694672], 'axes': [25.609008635211687, 36.395567758122034], 'angle': 83.33520736344865}, 'location': [83.41566897945442, 196.19453320694672], 'diameter': 36.395567758122034, 'sphere': {'center': [-3.239144929290199, 12.471978254718138, 32.27769519425004], 'radius': 12.0}, 'projected_sphere': {'center': [97.78149759225445, 359.5656341442476], 'axes': [460.99945830861947, 460.99945830861947], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 52747.619859, 'theta': 0.6668903900372615, 'phi': -1.547822968967167, 'norm_pos': [0.2606739655607951, 0.18252277830438868], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582251308.705394,"{'circle_3d': {'center': [-3.14888055670856, 3.1235075046579013, 24.75453449024334], 'normal': [0.007522031048469935, -0.7790392291716864, -0.6269300586672252], 'radius': 0.7217723843766416}, 'confidence': 0.3639186612886178, 'timestamp': 52753.105042, 'diameter_3d': 1.4435447687532832, 'ellipse': {'center': [81.09019786538757, 198.52905985504412], 'axes': [26.01033508728081, 36.523483204562886], 'angle': 82.31195569361692}, 'location': [81.09019786538757, 198.52905985504412], 'diameter': 36.523483204562886, 'sphere': {'center': [-3.239144929290199, 12.471978254718138, 32.27769519425004], 'radius': 12.0}, 'projected_sphere': {'center': [97.78149759225445, 359.5656341442476], 'axes': [460.99945830861947, 460.99945830861947], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 52747.619859, 'theta': 0.6776643623456537, 'phi': -1.5587987043702107, 'norm_pos': [0.2534068683293361, 0.1727955839373162], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582251308.713296,"{'circle_3d': {'center': [-2.5336783982566153, 3.270004749093914, 24.60788420731032], 'normal': [0.05878887758613197, -0.7668311254686854, -0.6391509155783103], 'radius': 0.7201174345222042}, 'confidence': 0.21941826055636413, 'timestamp': 52753.113442, 'diameter_3d': 1.4402348690444085, 'ellipse': {'center': [96.11121245820604, 202.69046098980732], 'axes': [26.971803003700835, 36.500812304469655], 'angle': 87.6866437845008}, 'location': [96.11121245820604, 202.69046098980732], 'diameter': 36.500812304469655, 'sphere': {'center': [-3.239144929290199, 12.471978254718138, 32.27769519425004], 'radius': 12.0}, 'projected_sphere': {'center': [97.78149759225445, 359.5656341442476], 'axes': [460.99945830861947, 460.99945830861947], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 52747.619859, 'theta': 0.6969069461866293, 'phi': -1.4790747583414365, 'norm_pos': [0.30034753893189386, 0.15545641254246945], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582251308.720887,"{'circle_3d': {'center': [-2.5708171927884877, 3.4153622000697528, 24.433522600833477], 'normal': [0.05569397804180928, -0.7547180045540323, -0.6536810494513806], 'radius': 0.7089853658475854}, 'confidence': 0.19928860620070818, 'timestamp': 52753.121842, 'diameter_3d': 1.4179707316951708, 'ellipse': {'center': [94.7150950250585, 206.96420135704562], 'axes': [27.373883243810315, 36.20811278698391], 'angle': 86.897865794483}, 'location': [94.7150950250585, 206.96420135704562], 'diameter': 36.20811278698391, 'sphere': {'center': [-3.239144929290199, 12.471978254718138, 32.27769519425004], 'radius': 12.0}, 'projected_sphere': {'center': [97.78149759225445, 359.5656341442476], 'axes': [460.99945830861947, 460.99945830861947], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 52747.619859, 'theta': 0.7155721524099063, 'phi': -1.4858010546976306, 'norm_pos': [0.2959846719533078, 0.13764916101230995], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582251308.7298539,"{'circle_3d': {'center': [-2.894489006575834, 3.251410505934018, 24.605515407186914], 'normal': [0.028721326892863736, -0.76838064573201, -0.6393483155885941], 'radius': 0.7163070750242075}, 'confidence': 0.29100504226892804, 'timestamp': 52753.130242, 'diameter_3d': 1.432614150048415, 'ellipse': {'center': [87.01959968514068, 202.22708135346676], 'axes': [26.661163755506227, 36.40408655321531], 'angle': 84.20025175846379}, 'location': [87.01959968514068, 202.22708135346676], 'diameter': 36.40408655321531, 'sphere': {'center': [-3.239144929290199, 12.471978254718138, 32.27769519425004], 'radius': 12.0}, 'projected_sphere': {'center': [97.78149759225445, 359.5656341442476], 'axes': [460.99945830861947, 460.99945830861947], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 52747.619859, 'theta': 0.6944893011407086, 'phi': -1.5259036929907797, 'norm_pos': [0.2719362490160646, 0.15738716102722183], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582251308.736896,"{'circle_3d': {'center': [-2.949765924146332, 3.2666254677797646, 24.58498826759621], 'normal': [0.024114917095322246, -0.7671127322448644, -0.6410589105544862], 'radius': 0.7201643655719236}, 'confidence': 0.39852649873798346, 'timestamp': 52753.138642, 'diameter_3d': 1.4403287311438473, 'ellipse': {'center': [85.56506452462634, 202.68326807314693], 'axes': [26.87313834311461, 36.64764064552006], 'angle': 83.61398934501163}, 'location': [85.56506452462634, 202.68326807314693], 'diameter': 36.64764064552006, 'sphere': {'center': [-3.239144929290199, 12.471978254718138, 32.27769519425004], 'radius': 12.0}, 'projected_sphere': {'center': [97.78149759225445, 359.5656341442476], 'axes': [460.99945830861947, 460.99945830861947], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 52747.619859, 'theta': 0.6964680880305696, 'phi': -1.5331967370532655, 'norm_pos': [0.2673908266394573, 0.15548638302855444], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582251308.748781,"{'circle_3d': {'center': [-2.9523916207741996, 3.1925708548552834, 24.674382044877223], 'normal': [0.023896109042999953, -0.7732839499885712, -0.6336094291144017], 'radius': 0.7146272981731742}, 'confidence': 0.3341613668400518, 'timestamp': 52753.147042, 'diameter_3d': 1.4292545963463483, 'ellipse': {'center': [85.7692990329263, 200.51584358439743], 'axes': [26.24006777470467, 36.229152224761904], 'angle': 83.86139626243143}, 'location': [85.7692990329263, 200.51584358439743], 'diameter': 36.229152224761904, 'sphere': {'center': [-3.239144929290199, 12.471978254718138, 32.27769519425004], 'radius': 12.0}, 'projected_sphere': {'center': [97.78149759225445, 359.5656341442476], 'axes': [460.99945830861947, 460.99945830861947], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 52747.619859, 'theta': 0.6867921644038175, 'phi': -1.5330999353904164, 'norm_pos': [0.2680290594778947, 0.16451731839834405], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582251308.7574122,"{'circle_3d': {'center': [-3.0167725983144735, 3.7559344323600534, 24.03262814581739], 'normal': [0.018531027581310457, -0.7263369851965069, -0.6870889207027209], 'radius': 0.719219677804481}, 'confidence': 0.2840024924621651, 'timestamp': 52753.155442, 'diameter_3d': 1.438439355608962, 'ellipse': {'center': [82.12862697167459, 217.2196574934493], 'axes': [29.49966472685014, 37.50877830848068], 'angle': 80.78514316147258}, 'location': [82.12862697167459, 217.2196574934493], 'diameter': 37.50877830848068, 'sphere': {'center': [-3.239144929290199, 12.471978254718138, 32.27769519425004], 'radius': 12.0}, 'projected_sphere': {'center': [97.78149759225445, 359.5656341442476], 'axes': [460.99945830861947, 460.99945830861947], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 52747.619859, 'theta': 0.7578187644390876, 'phi': -1.5438325149381407, 'norm_pos': [0.2566519592864831, 0.09491809377729465], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582251308.7650719,"{'circle_3d': {'center': [-3.018150141368922, 3.717166574222766, 24.07376724827359], 'normal': [0.018416232326773103, -0.729567640041281, -0.6836606621647044], 'radius': 0.7155188160520969}, 'confidence': 0.2388313123752742, 'timestamp': 52753.163842, 'diameter_3d': 1.4310376321041938, 'ellipse': {'center': [82.22654648737678, 216.05093023762103], 'axes': [29.143403542039742, 37.24808345924996], 'angle': 80.9676111830675}, 'location': [82.22654648737678, 216.05093023762103], 'diameter': 37.24808345924996, 'sphere': {'center': [-3.239144929290199, 12.471978254718138, 32.27769519425004], 'radius': 12.0}, 'projected_sphere': {'center': [97.78149759225445, 359.5656341442476], 'axes': [460.99945830861947, 460.99945830861947], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 52747.619859, 'theta': 0.753106779144256, 'phi': -1.5438651593687975, 'norm_pos': [0.2569579577730524, 0.09978779067657906], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582251308.7728698,"{'circle_3d': {'center': [-2.9428551143537414, 3.726088402669877, 24.066628086900103], 'normal': [0.024690817911371475, -0.7288241543373553, -0.6842555922791618], 'radius': 0.7266994418261038}, 'confidence': 0.24433078059772495, 'timestamp': 52753.172242, 'diameter_3d': 1.4533988836522076, 'ellipse': {'center': [84.14038116144674, 216.31941002316103], 'axes': [29.683398305185637, 37.816105319009445], 'angle': 81.72965200073583}, 'location': [84.14038116144674, 216.31941002316103], 'diameter': 37.816105319009445, 'sphere': {'center': [-3.239144929290199, 12.471978254718138, 32.27769519425004], 'radius': 12.0}, 'projected_sphere': {'center': [97.78149759225445, 359.5656341442476], 'axes': [460.99945830861947, 460.99945830861947], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 52747.619859, 'theta': 0.7541932623012287, 'phi': -1.5347277726386686, 'norm_pos': [0.26293869112952106, 0.09866912490349578], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582251308.780782,"{'circle_3d': {'center': [-2.496519043512955, 3.413095804182536, 24.44282726038213], 'normal': [0.06188549048143699, -0.7549068708779668, -0.6529056611556593], 'radius': 0.7188704928627632}, 'confidence': 0.2556877177968258, 'timestamp': 52753.180642, 'diameter_3d': 1.4377409857255263, 'ellipse': {'center': [96.6218899354506, 206.8816851649767], 'axes': [27.745334361488347, 36.68017427619157], 'angle': 87.6800371034296}, 'location': [96.6218899354506, 206.8816851649767], 'diameter': 36.68017427619157, 'sphere': {'center': [-3.239144929290199, 12.471978254718138, 32.27769519425004], 'radius': 12.0}, 'projected_sphere': {'center': [97.78149759225445, 359.5656341442476], 'axes': [460.99945830861947, 460.99945830861947], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 52747.619859, 'theta': 0.7152842203893139, 'phi': -1.4762939241165551, 'norm_pos': [0.3019434060482831, 0.13799297847926384], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
