imu_packets,1167
IMUtimestamp,quatI,quatJ,quatK,quatReal,quatRadianAccuracy
1581665159.1782851,0.01141,-0.02643,-0.99829,0.05078,0.0141
1581665159.1841931,0.01141,-0.02649,-0.99829,0.05078,0.0141
1581665159.189802,0.01147,-0.02649,-0.99829,0.05078,0.0141
1581665159.1952908,0.01147,-0.02649,-0.99829,0.05072,0.0141
1581665159.2008939,0.01154,-0.02655,-0.99829,0.05072,0.0141
1581665159.206748,0.01154,-0.02655,-0.99829,0.05066,0.0141
1581665159.2119539,0.01154,-0.02661,-0.99829,0.05066,0.0141
1581665159.217398,0.01154,-0.02667,-0.99829,0.05060,0.0141
1581665159.223488,0.01154,-0.02673,-0.99829,0.05054,0.0141
1581665159.228928,0.01154,-0.02673,-0.99829,0.05054,0.0141
1581665159.234945,0.01154,-0.02673,-0.99829,0.05048,0.0141
1581665159.2402601,0.01154,-0.02673,-0.99829,0.05048,0.0141
1581665159.246208,0.01154,-0.02673,-0.99829,0.05048,0.0141
1581665159.251254,0.01160,-0.02673,-0.99829,0.05042,0.0141
1581665159.256855,0.01160,-0.02673,-0.99829,0.05042,0.0141
1581665159.262541,0.01160,-0.02673,-0.99829,0.05035,0.0141
1581665159.267735,0.01160,-0.02667,-0.99829,0.05035,0.0141
1581665159.273848,0.01160,-0.02661,-0.99829,0.05029,0.0141
1581665159.279805,0.01160,-0.02655,-0.99829,0.05029,0.0141
1581665159.286906,0.01160,-0.02649,-0.99829,0.05023,0.0141
1581665159.290921,0.01160,-0.02643,-0.99829,0.05023,0.0141
1581665159.2963688,0.01160,-0.02637,-0.99835,0.05023,0.0141
1581665159.301385,0.01160,-0.02631,-0.99835,0.05023,0.0141
1581665159.307335,0.01160,-0.02625,-0.99835,0.05023,0.0141
1581665159.314508,0.01160,-0.02618,-0.99835,0.05017,0.0141
1581665159.31846,0.01160,-0.02612,-0.99835,0.05017,0.0141
1581665159.324828,0.01160,-0.02612,-0.99835,0.05017,0.0141
1581665159.3313742,0.01154,-0.02606,-0.99835,0.05017,0.0141
1581665159.335795,0.01154,-0.02606,-0.99835,0.05017,0.0141
1581665159.343062,0.01154,-0.02600,-0.99835,0.05017,0.0141
1581665159.346121,0.01147,-0.02600,-0.99835,0.05023,0.0141
1581665159.3521621,0.01147,-0.02600,-0.99835,0.05023,0.0141
1581665159.3572328,0.01141,-0.02594,-0.99835,0.05023,0.0141
1581665159.363206,0.01141,-0.02588,-0.99835,0.05023,0.0141
1581665159.371809,0.01135,-0.02588,-0.99835,0.05023,0.0141
1581665159.37485,0.01135,-0.02588,-0.99835,0.05023,0.0141
1581665159.383929,0.01135,-0.02582,-0.99835,0.05029,0.0141
1581665159.385813,0.01129,-0.02582,-0.99835,0.05029,0.0141
1581665159.392881,0.01129,-0.02582,-0.99835,0.05029,0.0141
1581665159.396399,0.01129,-0.02582,-0.99835,0.05035,0.0141
1581665159.40255,0.01123,-0.02582,-0.99835,0.05035,0.0141
