quatI,quatJ,quatK,quatReal,quatRadianAccuracy,zmq_X,zmq_Y,zmq_confidence,IMUtimestamp
0.03998,-0.05731,-0.95142,0.29993,0.38477,0.5207154195948032,0.13718770898078603,0.9998548774373183,1580790663.3879738
0.03992,-0.05725,-0.95142,0.29999,0.38477,0.5207154195948032,0.13718770898078603,0.9998548774373183,1580790663.3897228
0.03986,-0.05725,-0.95135,0.30005,0.38477,0.5211970638900569,0.13828248891875694,0.9988500917289507,1580790663.3931441
0.03973,-0.05713,-0.95135,0.30011,0.38477,0.5211970638900569,0.13828248891875694,0.9988500917289507,1580790663.398505
0.03967,-0.05701,-0.95135,0.30017,0.38477,0.5211970638900569,0.13828248891875694,0.9988500917289507,1580790663.403446
0.03955,-0.05676,-0.95135,0.30023,0.38477,0.5212423663370844,0.13729388729266723,0.9998835532562128,1580790663.410044
0.03943,-0.05646,-0.95135,0.30035,0.38477,0.5218825338835018,0.1382299406702875,0.9998065969162633,1580790663.418359
0.03931,-0.05603,-0.95135,0.30042,0.38477,0.5213685385858359,0.13908789896690577,0.9992249458511764,1580790663.422821
0.03912,-0.05548,-0.95135,0.30054,0.38477,0.5213685385858359,0.13908789896690577,0.9992249458511764,1580790663.4285161
0.03906,-0.05493,-0.95135,0.30060,0.38477,0.5214942053342589,0.13949851549327874,0.9999704260540595,1580790663.435864
0.03894,-0.05420,-0.95135,0.30072,0.38477,0.5219609183551828,0.13600201521536737,0.9996354824185506,1580790663.438714
0.03888,-0.05341,-0.95142,0.30078,0.38477,0.5219609183551828,0.13600201521536737,0.9996354824185506,1580790663.443585
0.03882,-0.05243,-0.95142,0.30090,0.38477,0.522848071462796,0.13485264399637653,0.9999224077708029,1580790663.4519072
0.03876,-0.05151,-0.95148,0.30096,0.38477,0.522848071462796,0.13485264399637653,0.9999224077708029,1580790663.453313
0.03870,-0.05042,-0.95148,0.30103,0.38477,0.5224181362430773,0.13369441616239663,0.9996607576256092,1580790663.456578
0.03864,-0.04944,-0.95154,0.30109,0.38477,0.521242460349308,0.1388513286417914,0.99989937076897,1580790663.465158
0.03864,-0.04828,-0.95160,0.30115,0.38477,0.518857883231387,0.14536029480506396,0.9990878219416361,1580790663.471911
0.03857,-0.04724,-0.95160,0.30121,0.38477,0.518857883231387,0.14536029480506396,0.9990878219416361,1580790663.475394
0.03857,-0.04608,-0.95166,0.30127,0.38477,0.5144489006398867,0.15443592570372855,0.9997511497999028,1580790663.4807959
0.03851,-0.04498,-0.95166,0.30133,0.38477,0.5144489006398867,0.15443592570372855,0.9997511497999028,1580790663.481741
0.03851,-0.04382,-0.95172,0.30139,0.38477,0.5144489006398867,0.15443592570372855,0.9997511497999028,1580790663.4858282
0.03851,-0.04279,-0.95172,0.30145,0.38477,0.5142372032606195,0.1621208747978834,0.999635061119916,1580790663.4912078
