imu_packets,1257
IMUtimestamp,quatI,quatJ,quatK,quatReal,quatRadianAccuracy
1596526569.736691,B1760033,0.03040,0.02722,-0.99268,0.11346,0.0268
1596526569.7423968,B1760039,0.03040,0.02728,-0.99274,0.11304,0.0268
1596526569.7487302,B1760045,0.03046,0.02740,-0.99280,0.11261,0.0267
1596526569.7530901,B1760050,0.03052,0.02753,-0.99286,0.11212,0.0267
1596526569.758538,B1760055,0.03052,0.02765,-0.99286,0.11169,0.0267
1596526569.7635489,B1760061,0.03058,0.02771,-0.99292,0.11157,0.0267
1596526569.7690098,B1760066,0.03058,0.02783,-0.99292,0.11151,0.0267
1596526569.775126,B1760071,0.03058,0.02795,-0.99292,0.11139,0.0267
1596526569.779059,B1760076,0.03064,0.02808,-0.99292,0.11127,0.0268
1596526569.784234,B1760081,0.03064,0.02820,-0.99298,0.11084,0.0267
1596526569.789492,B1760086,0.03070,0.02832,-0.99298,0.11041,0.0267
1596526569.7944598,B1760091,0.03070,0.02844,-0.99304,0.10999,0.0267
1596526569.800014,B1760097,0.03070,0.02850,-0.99310,0.10950,0.0267
1596526569.8047638,B1760102,0.03076,0.02863,-0.99310,0.10938,0.0267
1596526569.8103418,B1760107,0.03076,0.02875,-0.99310,0.10931,0.0267
1596526569.8160489,B1760112,0.03076,0.02887,-0.99310,0.10919,0.0267
1596526569.821333,B1760117,0.03076,0.02899,-0.99316,0.10907,0.0267
1596526569.825373,B1760122,0.03076,0.02905,-0.99316,0.10864,0.0267
1596526569.830545,B1760127,0.03082,0.02911,-0.99323,0.10822,0.0267
1596526569.8349252,B1760132,0.03082,0.02924,-0.99329,0.10736,0.0267
1596526569.841086,B1760137,0.03082,0.02930,-0.99335,0.10724,0.0267
1596526569.845078,B1760142,0.03082,0.02936,-0.99335,0.10712,0.0267
1596526569.8505301,B1760147,0.03082,0.02942,-0.99335,0.10699,0.0267
1596526569.856184,B1760152,0.03088,0.02954,-0.99335,0.10687,0.0267
1596526569.8607512,B1760158,0.03088,0.02960,-0.99335,0.10675,0.0267
1596526569.865422,B1760163,0.03088,0.02966,-0.99335,0.10669,0.0267
1596526569.870664,B1760168,0.03088,0.02972,-0.99341,0.10657,0.0268
1596526569.8763578,B1760173,0.03094,0.02985,-0.99341,0.10645,0.0268
1596526569.880619,B1760178,0.03094,0.02991,-0.99341,0.10632,0.0268
1596526569.886341,B1760183,0.03094,0.02997,-0.99341,0.10620,0.0269
1596526569.8907452,B1760188,0.03094,0.02997,-0.99341,0.10608,0.0269
1596526569.896121,B1760193,0.03094,0.03003,-0.99341,0.10596,0.0269
1596526569.9024131,B1760198,0.03094,0.03009,-0.99347,0.10583,0.0269
1596526569.9071171,B1760203,0.03094,0.03009,-0.99347,0.10571,0.0269
1596526569.911096,B1760208,0.03094,0.03009,-0.99347,0.10559,0.0269
1596526569.916468,B1760213,0.03101,0.03009,-0.99347,0.10547,0.0269
1596526569.922511,B1760219,0.03101,0.02997,-0.99353,0.10504,0.0269
1596526569.927695,B1760225,0.03107,0.02991,-0.99359,0.10455,0.0269
1596526569.9337,B1760231,0.03107,0.02985,-0.99365,0.10413,0.0269
1596526569.938826,B1760236,0.03113,0.02979,-0.99365,0.10370,0.0269
1596526569.943529,B1760241,0.03113,0.02966,-0.99371,0.10352,0.0269
1596526569.948996,B1760246,0.03107,0.02960,-0.99371,0.10339,0.0269
1596526569.95472,B1760251,0.03107,0.02954,-0.99371,0.10327,0.0269
1596526569.959478,B1760256,0.03107,0.02948,-0.99377,0.10315,0.0269
1596526569.964118,B1760261,0.03107,0.02936,-0.99377,0.10303,0.0269
1596526569.969315,B1760266,0.03101,0.02924,-0.99377,0.10291,0.0269
1596526569.974306,B1760271,0.03101,0.02917,-0.99377,0.10278,0.0269
1596526569.979347,B1760276,0.03094,0.02905,-0.99384,0.10266,0.0270
1596526569.984464,B1760281,0.03094,0.02893,-0.99384,0.10260,0.0270
1596526569.989259,B1760286,0.03088,0.02881,-0.99384,0.10248,0.0270
1596526569.9943,B1760291,0.03088,0.02869,-0.99384,0.10242,0.0270
1596526569.999112,B1760297,0.03088,0.02856,-0.99384,0.10236,0.0271
1596526570.004336,B1760301,0.03088,0.02844,-0.99390,0.10229,0.0271
1596526570.009421,B1760306,0.03088,0.02832,-0.99390,0.10223,0.0271
1596526570.014842,B1760311,0.03082,0.02820,-0.99390,0.10217,0.0271
1596526570.019124,B1760316,0.03082,0.02808,-0.99390,0.10217,0.0271
1596526570.024499,B1760321,0.03082,0.02795,-0.99390,0.10211,0.0271
1596526570.029067,B1760327,0.03082,0.02783,-0.99390,0.10211,0.0271
1596526570.034084,B1760331,0.03076,0.02771,-0.99390,0.10205,0.0271
1596526570.0404239,B1760336,0.03076,0.02759,-0.99390,0.10205,0.0272
1596526570.0444229,B1760341,0.03070,0.02740,-0.99396,0.10175,0.0271
1596526570.048991,B1760346,0.03070,0.02722,-0.99402,0.10144,0.0271
1596526570.054293,B1760351,0.03070,0.02704,-0.99402,0.10114,0.0271
1596526570.060201,B1760357,0.03070,0.02692,-0.99408,0.10083,0.0271
1596526570.065829,B1760362,0.03064,0.02673,-0.99408,0.10089,0.0271
1596526570.069759,B1760367,0.03064,0.02661,-0.99408,0.10089,0.0271
1596526570.075935,B1760372,0.03064,0.02643,-0.99408,0.10095,0.0271
