eye_packets,772
norm_X,norm_Y,phi,theta,confidence,timestamp
1582178262.838028,"{'circle_3d': {'center': [8.164699081439792, 5.289269051033442, 74.02810900271882], 'normal': [0.5631143040742601, 0.4175422234558212, -0.7131344699133053], 'radius': 2.4021947485891118}, 'confidence': 0.1347344649290234, 'timestamp': 34598.58939, 'diameter_3d': 4.8043894971782235, 'ellipse': {'center': [228.15406208003964, 164.12710971600544], 'axes': [25.00768972990815, 40.24923368488882], 'angle': 36.21907548556791}, 'location': [228.15406208003964, 164.12710971600544], 'diameter': 40.24923368488882, 'sphere': {'center': [1.4073274325486702, 0.27876236956358746, 82.58572264167849], 'radius': 12.0}, 'projected_sphere': {'center': [170.5653008809519, 122.09276692872578], 'axes': [180.17642183214994, 180.17642183214994], 'angle': 90.0}, 'model_confidence': 0.22787654077071062, 'model_id': 71, 'model_birth_timestamp': 34441.895594, 'theta': 2.0015351168474536, 'phi': -0.9024089491397264, 'norm_pos': [0.7129814440001239, 0.31613704284997735], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582178262.846335,"{'circle_3d': {'center': [8.18457534988245, 5.180177676385419, 73.9807799540688], 'normal': [0.5647706597778152, 0.40845127556848604, -0.7170785573008078], 'radius': 2.41670720909538}, 'confidence': 0.10489311346716104, 'timestamp': 34598.59779, 'diameter_3d': 4.83341441819076, 'ellipse': {'center': [228.35877967019877, 163.24140066407227], 'axes': [25.36957194493138, 40.5182603475632], 'angle': 35.54205824938395}, 'location': [228.35877967019877, 163.24140066407227], 'diameter': 40.5182603475632, 'sphere': {'center': [1.4073274325486702, 0.27876236956358746, 82.58572264167849], 'radius': 12.0}, 'projected_sphere': {'center': [170.5653008809519, 122.09276692872578], 'axes': [180.17642183214994, 180.17642183214994], 'angle': 90.0}, 'model_confidence': 0.22787654077071062, 'model_id': 71, 'model_birth_timestamp': 34441.895594, 'theta': 1.9915530321789856, 'phi': -0.9036625810141545, 'norm_pos': [0.7136211864693711, 0.31982749723303217], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582178262.854891,"{'circle_3d': {'center': [7.704029367062317, 5.297264370811584, 73.68818464449286], 'normal': [0.5247251612094705, 0.41820850010399974, -0.7414614997654686], 'radius': 2.4327269878680298}, 'confidence': 0.07427603539334972, 'timestamp': 34598.60619, 'diameter_3d': 4.8654539757360595, 'ellipse': {'center': [224.58919549206405, 164.38253259075924], 'axes': [26.88911270713999, 40.94845727741529], 'angle': 38.15789355981523}, 'location': [224.58919549206405, 164.38253259075924], 'diameter': 40.94845727741529, 'sphere': {'center': [1.4073274325486702, 0.27876236956358746, 82.58572264167849], 'radius': 12.0}, 'projected_sphere': {'center': [170.5653008809519, 122.09276692872578], 'axes': [180.17642183214994, 180.17642183214994], 'angle': 90.0}, 'model_confidence': 0.22787654077071062, 'model_id': 71, 'model_birth_timestamp': 34441.895594, 'theta': 2.0022684943610183, 'phi': -0.9549276676460735, 'norm_pos': [0.7018412359127002, 0.31507278087183654], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582178262.8618612,"{'circle_3d': {'center': [8.162234753347285, 5.288464546109023, 74.02569278251694], 'normal': [0.5629089433998845, 0.41747518137878625, -0.7133358215967953], 'radius': 2.4067606603614164}, 'confidence': 0.04802021836537038, 'timestamp': 34598.61459, 'diameter_3d': 4.813521320722833, 'ellipse': {'center': [228.13476689167257, 164.12111322040124], 'axes': [25.066128839041838, 40.327087383588534], 'angle': 36.22438423400481}, 'location': [228.13476689167257, 164.12111322040124], 'diameter': 40.327087383588534, 'sphere': {'center': [1.4073274325486702, 0.27876236956358746, 82.58572264167849], 'radius': 12.0}, 'projected_sphere': {'center': [170.5653008809519, 122.09276692872578], 'axes': [180.17642183214994, 180.17642183214994], 'angle': 90.0}, 'model_confidence': 0.22787654077071062, 'model_id': 71, 'model_birth_timestamp': 34441.895594, 'theta': 2.001461336639785, 'phi': -0.9027236373401486, 'norm_pos': [0.7129211465364768, 0.3161620282483282], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582178262.870628,"{'circle_3d': {'center': [8.115611925615116, 5.28869885556475, 73.98924338756994], 'normal': [0.5590237077555372, 0.41749470716676357, -0.716373271175712], 'radius': 2.455258728298285}, 'confidence': 0.08451772616394547, 'timestamp': 34598.62299, 'diameter_3d': 4.91051745659657, 'ellipse': {'center': [227.76846827531477, 164.13662979010388], 'axes': [25.73947087418586, 41.16033925015208], 'angle': 36.40999583577399}, 'location': [227.76846827531477, 164.13662979010388], 'diameter': 41.16033925015208, 'sphere': {'center': [1.4073274325486702, 0.27876236956358746, 82.58572264167849], 'radius': 12.0}, 'projected_sphere': {'center': [170.5653008809519, 122.09276692872578], 'axes': [180.17642183214994, 180.17642183214994], 'angle': 90.0}, 'model_confidence': 0.22787654077071062, 'model_id': 71, 'model_birth_timestamp': 34441.895594, 'theta': 2.001482824628363, 'phi': -0.9081508784524824, 'norm_pos': [0.7117764633603587, 0.3160973758745672], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582178262.882761,"{'circle_3d': {'center': [7.636824048675984, 5.397736359292132, 73.69812019770401], 'normal': [0.5191247180106094, 0.42658116581071204, -0.7406335369978726], 'radius': 2.464290944069605}, 'confidence': 0.10088417295702076, 'timestamp': 34598.63139, 'diameter_3d': 4.92858188813921, 'ellipse': {'center': [224.01207776811805, 165.2133340802634], 'axes': [27.19561500367826, 41.47452874251082], 'angle': 39.00344095959114}, 'location': [224.01207776811805, 165.2133340802634], 'diameter': 41.47452874251082, 'sphere': {'center': [1.4073274325486702, 0.27876236956358746, 82.58572264167849], 'radius': 12.0}, 'projected_sphere': {'center': [170.5653008809519, 122.09276692872578], 'axes': [180.17642183214994, 180.17642183214994], 'angle': 90.0}, 'model_confidence': 0.22787654077071062, 'model_id': 71, 'model_birth_timestamp': 34441.895594, 'theta': 2.0115057015257314, 'phi': -0.9594533070012995, 'norm_pos': [0.7000377430253689, 0.31161110799890257], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582178262.8906722,"{'circle_3d': {'center': [9.081668049275422, 4.841441207074609, 74.56783901043345], 'normal': [0.6395283847272292, 0.3802232364592517, -0.66815696927042], 'radius': 2.4239510857771163}, 'confidence': 0.029678620488954862, 'timestamp': 34598.63979, 'diameter_3d': 4.8479021715542325, 'ellipse': {'center': [235.27430854047628, 160.1115578112064], 'axes': [22.810571008844416, 40.32072686891234], 'angle': 30.50486275091611}, 'location': [235.27430854047628, 160.1115578112064], 'diameter': 40.32072686891234, 'sphere': {'center': [1.4073274325486702, 0.27876236956358746, 82.58572264167849], 'radius': 12.0}, 'projected_sphere': {'center': [170.5653008809519, 122.09276692872578], 'axes': [180.17642183214994, 180.17642183214994], 'angle': 90.0}, 'model_confidence': 0.22787654077071062, 'model_id': 71, 'model_birth_timestamp': 34441.895594, 'theta': 1.960833975475241, 'phi': -0.8072872302333614, 'norm_pos': [0.7352322141889884, 0.33286850911997334], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582178262.898897,"{'circle_3d': {'center': [8.54674129507996, 5.212121414565916, 74.29773505526224], 'normal': [0.5949511552109407, 0.411113253750194, -0.690665632201354], 'radius': 2.4130860790193074}, 'confidence': 0.1268470267283698, 'timestamp': 34598.64819, 'diameter_3d': 4.826172158038615, 'ellipse': {'center': [231.09135392013218, 163.33233272456422], 'axes': [23.91032231956099, 40.28553190960056], 'angle': 34.35288015122444}, 'location': [231.09135392013218, 163.33233272456422], 'diameter': 40.28553190960056, 'sphere': {'center': [1.4073274325486702, 0.27876236956358746, 82.58572264167849], 'radius': 12.0}, 'projected_sphere': {'center': [170.5653008809519, 122.09276692872578], 'axes': [180.17642183214994, 180.17642183214994], 'angle': 90.0}, 'model_confidence': 0.22787654077071062, 'model_id': 71, 'model_birth_timestamp': 34441.895594, 'theta': 1.994471282822008, 'phi': -0.8597113027816299, 'norm_pos': [0.7221604810004131, 0.3194486136476491], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582178262.905327,"{'circle_3d': {'center': [8.326424830534165, 5.183796937457897, 74.09651024682393], 'normal': [0.5765914498321244, 0.40875288065785903, -0.7074343662378799], 'radius': 2.400710419488618}, 'confidence': 0.1644783549942938, 'timestamp': 34598.65659, 'diameter_3d': 4.801420838977236, 'ellipse': {'center': [229.4420087701779, 163.20969974643407], 'axes': [24.68201893361497, 40.1872718660359], 'angle': 35.01711897960124}, 'location': [229.4420087701779, 163.20969974643407], 'diameter': 40.1872718660359, 'sphere': {'center': [1.4073274325486702, 0.27876236956358746, 82.58572264167849], 'radius': 12.0}, 'projected_sphere': {'center': [170.5653008809519, 122.09276692872578], 'axes': [180.17642183214994, 180.17642183214994], 'angle': 90.0}, 'model_confidence': 0.22787654077071062, 'model_id': 71, 'model_birth_timestamp': 34441.895594, 'theta': 1.9918834813063846, 'phi': -0.8869481765418387, 'norm_pos': [0.7170062774068059, 0.31995958438985805], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582178262.914618,"{'circle_3d': {'center': [7.847827189081299, 5.40069321006483, 73.85154910600693], 'normal': [0.5367083130443856, 0.4268275700417702, -0.7278477946392965], 'radius': 2.411093944516082}, 'confidence': 0.10420249967487713, 'timestamp': 34598.66499, 'diameter_3d': 4.822187889032164, 'ellipse': {'center': [225.6589905428095, 165.15733887670086], 'axes': [25.9053453639102, 40.494756599113394], 'angle': 38.11508403615793}, 'location': [225.6589905428095, 165.15733887670086], 'diameter': 40.494756599113394, 'sphere': {'center': [1.4073274325486702, 0.27876236956358746, 82.58572264167849], 'radius': 12.0}, 'projected_sphere': {'center': [170.5653008809519, 122.09276692872578], 'axes': [180.17642183214994, 180.17642183214994], 'angle': 90.0}, 'model_confidence': 0.22787654077071062, 'model_id': 71, 'model_birth_timestamp': 34441.895594, 'theta': 2.011778154686934, 'phi': -0.9354140268696592, 'norm_pos': [0.7051843454462797, 0.3118444213470798], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582178262.9223812,"{'circle_3d': {'center': [7.874391632164991, 5.384450162311609, 73.86167353584324], 'normal': [0.5389220166346933, 0.4254739827290017, -0.7270040921529373], 'radius': 2.426709970613599}, 'confidence': 0.10360411651321731, 'timestamp': 34598.67339, 'diameter_3d': 4.853419941227198, 'ellipse': {'center': [225.8694988755505, 165.01334173711427], 'axes': [26.0262306775174, 40.75158322134632], 'angle': 37.915367071943024}, 'location': [225.8694988755505, 165.01334173711427], 'diameter': 40.75158322134632, 'sphere': {'center': [1.4073274325486702, 0.27876236956358746, 82.58572264167849], 'radius': 12.0}, 'projected_sphere': {'center': [170.5653008809519, 122.09276692872578], 'axes': [180.17642183214994, 180.17642183214994], 'angle': 90.0}, 'model_confidence': 0.22787654077071062, 'model_id': 71, 'model_birth_timestamp': 34441.895594, 'theta': 2.0102819027625096, 'phi': -0.9328919391618063, 'norm_pos': [0.7058421839860953, 0.31244440942869056], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
