UDPTimeStamp,PupilTimeStamp,ImuTimeStamp,QuatI,QuatJ,QuatK,QuatReal,QuatRadianAccuracy,pIntersectX,pIntersectZ,angleX,angleY,angleZ
-1565914535261.0,1175009.0,0.0,0.07446,-0.00116,-0.80847,0.5838,0.2948,-296.4781,-27.899805,-5.132037705681196,-6.836870950627025,18.02632913290404
-1565914535254.0,1175017.0,7.0,0.07446,-0.00116,-0.80841,0.58386,0.2948,-296.66742,-27.919584,-5.132543253575037,-6.836347302484482,18.015200432979867
-1565914535248.0,1175017.0,13.0,0.07446,-0.00122,-0.80841,0.58386,0.2948,-296.6646,-27.950077,-5.138120255806761,-6.832304248477099,18.01505663645129
-1565914535243.0,1175025.0,18.0,0.07446,-0.00122,-0.80841,0.58386,0.2948,-296.6646,-27.950077,-5.138120255806761,-6.832304248477099,18.01505663645129
-1565914535237.0,1175033.0,24.0,0.07446,-0.00122,-0.80841,0.58386,0.2948,-296.6646,-27.950077,-5.138120255806761,-6.832304248477099,18.01505663645129
-1565914535232.0,1175041.0,29.0,0.07452,-0.00128,-0.80841,0.58386,0.2948,-296.64505,-28.001019,-5.147816498560154,-6.833859185302486,18.01491089137002
-1565914535220.0,1175041.0,41.0,0.07452,-0.00128,-0.80841,0.58386,0.2948,-296.64505,-28.001019,-5.147816498560154,-6.833859185302486,18.01491089137002
-1565914535217.0,1175041.0,44.0,0.07458,-0.00128,-0.80847,0.5838,0.2948,-296.4391,-28.001621,-5.151430393499217,-6.839982520997674,18.0260366643501
-1565914535215.0,1175056.0,46.0,0.07465,-0.00128,-0.80847,0.5838,0.2948,-296.4196,-28.025457,-5.156236125385019,-6.846514121739602,18.026033464378088
-1565914535210.0,1175058.0,51.0,0.07471,-0.00128,-0.80847,0.58374,0.2948,-296.37244,-28.043066,-5.159840242097598,-6.852121571757348,18.027763302277137
-1565914535204.0,1175065.0,57.0,0.07483,-0.00128,-0.80853,0.58368,0.2948,-296.14996,-28.06403,-5.167571415739879,-6.86384601245279,18.03888770213304
-1565914535199.0,1175073.0,62.0,0.07489,-0.00128,-0.80853,0.58362,0.2948,-296.10287,-28.081615,-5.171173960785861,-6.869454081994193,18.04061896131313
-1565914535192.0,1175073.0,69.0,0.07489,-0.00134,-0.80859,0.58362,0.2948,-295.9418,-28.095003,-5.176761242912667,-6.865931034033746,18.049871681960482
-1565914535187.0,1175085.0,74.0,0.07495,-0.00134,-0.80859,0.58356,0.2948,-295.89456,-28.112558,-5.180363164302682,-6.87153995918363,18.05160388476901
-1565914535182.0,1175085.0,79.0,0.07495,-0.00134,-0.80865,0.5835,0.2948,-295.70605,-28.092682,-5.179855479179108,-6.872068285904198,18.062735329456615
-1565914535176.0,1175093.0,85.0,0.07495,-0.00134,-0.80865,0.5835,0.2948,-295.70605,-28.092682,-5.179855479179108,-6.872068285904198,18.062735329456615
-1565914535169.0,1175101.0,92.0,0.07495,-0.00134,-0.80872,0.58344,0.2948,-295.49167,-28.070013,-5.179349333564397,-6.872683121180002,18.07543276134446
-1565914535164.0,1175101.0,97.0,0.07495,-0.00134,-0.80872,0.58337,0.2948,-295.45618,-28.066725,-5.17874624998257,-6.872693947661976,18.07746015187587
-1565914535158.0,1175110.0,103.0,0.07495,-0.00134,-0.80878,0.58331,0.29486,-295.2682,-28.046904,-5.178238562261683,-6.873222275665042,18.0885932932798
-1565914535153.0,1175117.0,108.0,0.07495,-0.00134,-0.80884,0.58325,0.29486,-295.08044,-28.027113,-5.177730873725445,-6.873750604255344,18.09972670782342
-1565914535146.0,1175125.0,115.0,0.07489,-0.00134,-0.80884,0.58325,0.29486,-295.0971,-28.006796,-5.173614594249923,-6.868149201488543,18.099729590732096
-1565914535142.0,1175125.0,119.0,0.07489,-0.00134,-0.8089,0.58319,0.29486,-294.90952,-27.987032,-5.173107321342708,-6.868677108930238,18.110863279469598
-1565914535136.0,1175133.0,125.0,0.07489,-0.00134,-0.8089,0.58313,0.29486,-294.87915,-27.98422,-5.172590805646214,-6.868686388693734,18.112604702695222
-1565914535131.0,1175141.0,130.0,0.07483,-0.00134,-0.80896,0.58313,0.29486,-294.7386,-27.946995,-5.168484772056893,-6.863602836706348,18.122000126364114
-1565914535125.0,1175141.0,136.0,0.07483,-0.0014,-0.80896,0.58307,0.29486,-294.70547,-27.97452,-5.173549708771358,-6.859574302110201,18.123599486915168
-1565914535120.0,1175149.0,141.0,0.07489,-0.00146,-0.80902,0.58301,0.29486,-294.49908,-28.005415,-5.182739215087516,-6.861667338091883,18.134589119163763
-1565914535114.0,1175158.0,147.0,0.07489,-0.00153,-0.80902,0.58295,0.29486,-294.46548,-28.037977,-5.188734415204769,-6.856967657395285,18.136167622743713
-1565914535109.0,1175158.0,152.0,0.07489,-0.00153,-0.80902,0.58295,0.29486,-294.46548,-28.037977,-5.188734415204769,-6.856967657395285,18.136167622743713
-1565914535102.0,1175170.0,159.0,0.07495,-0.00159,-0.80908,0.58295,0.29486,-294.2895,-28.071596,-5.198441140267625,-6.859052233353427,18.145414674238808
-1565914535097.0,1175170.0,164.0,0.07495,-0.00165,-0.80908,0.58289,0.29486,-294.25638,-28.099083,-5.203506111927281,-6.855026714994776,18.147019275434843
-1565914535091.0,1175177.0,170.0,0.07495,-0.00165,-0.80908,0.58289,0.29486,-294.25638,-28.099083,-5.203506111927281,-6.855026714994776,18.147019275434843
-1565914535086.0,1175177.0,175.0,0.07501,-0.00171,-0.80908,0.58289,0.29486,-294.237,-28.14963,-5.213202100921537,-6.856593082873405,18.14687604279146
-1565914535080.0,1175187.0,181.0,0.07501,-0.00177,-0.80908,0.58282,0.29486,-294.19885,-28.17665,-5.218180459278205,-6.852570874644761,18.148773232171834
-1565914535074.0,1175194.0,187.0,0.07501,-0.00177,-0.80908,0.58282,0.29486,-294.19885,-28.17665,-5.218180459278205,-6.852570874644761,18.148773232171834
-1565914535069.0,1175202.0,192.0,0.07507,-0.00183,-0.80908,0.58282,0.29486,-294.1794,-28.22718,-5.227876196903706,-6.854137719201706,18.148631162030327
-1565914535062.0,1175211.0,199.0,0.07507,-0.00189,-0.80908,0.58282,0.29486,-294.1766,-28.257473,-5.233458061548314,-6.850101716460863,18.14849370237978
-1565914535057.0,1175211.0,204.0,0.07507,-0.00189,-0.80908,0.58282,0.29486,-294.1766,-28.257473,-5.233458061548314,-6.850101716460863,18.14849370237978
