UDPTimeStamp,PupilTimeStamp,ImuTimeStamp,QuatI,QuatJ,QuatK,QuatReal,QuatRadianAccuracy,pIntersectX,pIntersectZ,angleX,angleY,angleZ
-1565766881474.0,2305857.0,0.0,0.01978,-0.03448,-0.91754,0.39569,0.02838,-105.87501,-11.52991,-4.527079237210176,-0.5163049862519706,43.32452384623218
-1565766881469.0,2305857.0,5.0,0.01971,-0.03442,-0.9176,0.39557,0.02844,-105.817665,-11.50204,-4.517529245509491,-0.5122742491328979,43.3404313983973
-1565766881463.0,2305867.0,11.0,0.01965,-0.03436,-0.9176,0.39551,0.02844,-105.80326,-11.478762,-4.508334993998287,-0.5089211440514292,43.3446729271939
-1565766881458.0,2305867.0,16.0,0.01965,-0.0343,-0.9176,0.39545,0.02844,-105.78751,-11.462336,-4.501873510188783,-0.511876417187851,43.34875334977045
-1565766881451.0,2305877.0,23.0,0.01965,-0.0343,-0.91766,0.39545,0.02844,-105.76043,-11.459251,-4.502108621384547,-0.5120115260291923,43.35606264640779
-1565766881447.0,2305886.0,27.0,0.01959,-0.03424,-0.91766,0.39545,0.02838,-105.76209,-11.436325,-4.493049675080939,-0.508420932183406,43.35597437794172
-1565766881441.0,2305893.0,33.0,0.01959,-0.03424,-0.91766,0.39545,0.02838,-105.76209,-11.436325,-4.493049675080939,-0.508420932183406,43.35597437794172
-1565766881435.0,2305893.0,39.0,0.01965,-0.03418,-0.91766,0.39532,0.02838,-105.72629,-11.426353,-4.4891625566673845,-0.517958770237131,43.364949910920615
-1565766881429.0,2305901.0,45.0,0.01965,-0.03412,-0.91772,0.39526,0.02838,-105.68349,-11.40686,-4.482934717332435,-0.5210466125586408,43.37634224067361
-1565766881424.0,2305908.0,50.0,0.01971,-0.03406,-0.91779,0.39514,0.02844,-105.61881,-11.393366,-4.479340065316905,-0.5307008653079686,43.39312547843787
-1565766881417.0,2305908.0,57.0,0.01971,-0.03406,-0.91779,0.39508,0.02844,-105.602745,-11.39302,-4.479204957453507,-0.5309350546683174,43.39746099571758
-1565766881413.0,2305917.0,61.0,0.01978,-0.034,-0.91785,0.39496,0.02844,-105.54241,-11.381176,-4.476023330422585,-0.541617392495214,43.41300338514574
-1565766881407.0,2305925.0,67.0,0.01984,-0.034,-0.91785,0.3949,0.0285,-105.52503,-11.387662,-4.478615977671368,-0.5481621269847974,43.41718033664753
-1565766881402.0,2305925.0,72.0,0.01984,-0.034,-0.91791,0.39484,0.0285,-105.482,-11.3842535,-4.478713041831014,-0.5485323205106608,43.42882029664372
-1565766881395.0,2305934.0,79.0,0.0199,-0.03394,-0.91791,0.39478,0.0285,-105.464966,-11.374674,-4.474975936589934,-0.5577919104551747,43.43275345373294
-1565766881391.0,2305941.0,83.0,0.01996,-0.03394,-0.91797,0.39471,0.0285,-105.41793,-11.378033,-4.47777651176076,-0.5645127985493126,43.444955861962484
