UDPTimeStamp,PupilTimeStamp,ImuTimeStamp,QuatI,QuatJ,QuatK,QuatReal,QuatRadianAccuracy,pIntersectX,pIntersectZ,angleX,angleY,angleZ
-1565848023731.0,839511.0,0.0,0.03613,-0.00562,-0.80194,0.59631,0.06055,-330.99588,-18.039612,-2.9905765968006834,-2.937446674389693,16.65715079315332
-1565848023729.0,839511.0,2.0,0.03607,-0.00555,-0.80188,0.59631,0.06055,-331.20395,-17.988272,-2.979975724817307,-2.9364669016105314,16.64775666360707
-1565848023722.0,839518.0,9.0,0.03601,-0.00555,-0.80188,0.59631,0.06055,-331.2142,-17.964022,-2.9758501818366625,-2.930946345722473,16.647767611045452
-1565848023718.0,839518.0,13.0,0.03601,-0.00549,-0.80188,0.59631,0.06055,-331.21567,-17.930681,-2.9703331168227947,-2.935051649006895,16.647765815088547
-1565848023713.0,839529.0,18.0,0.03595,-0.00543,-0.80194,0.59631,0.06012,-331.0311,-17.861383,-2.9607279516595373,-2.933883896566417,16.657177928278614
-1565848023706.0,839536.0,25.0,0.03595,-0.00537,-0.80194,0.59625,0.05969,-330.99924,-17.826569,-2.954963320654783,-2.938026180634769,16.658760317750264
-1565848023700.0,839536.0,31.0,0.03595,-0.00537,-0.802,0.59625,0.05927,-330.80374,-17.814928,-2.9550002414976726,-2.9382736799781233,16.668162019114376
-1565848023693.0,839536.0,38.0,0.03589,-0.00531,-0.802,0.59619,0.05884,-330.78195,-17.755905,-2.9451106934370124,-2.93689374275356,16.669756826281883
-1565848023689.0,839550.0,42.0,0.03589,-0.00525,-0.802,0.59619,0.0589,-330.78345,-17.722603,-2.9395928320842146,-2.9409982417461626,16.66975805879187
-1565848023682.0,839560.0,49.0,0.03583,-0.00525,-0.802,0.59619,0.0589,-330.79364,-17.698378,-2.935468424799791,-2.935476837322668,16.669768427372915
-1565848023678.0,839560.0,53.0,0.03583,-0.00525,-0.802,0.59619,0.0589,-330.79364,-17.698378,-2.935468424799791,-2.935476837322668,16.669768427372915
-1565848023673.0,839560.0,58.0,0.03583,-0.00519,-0.802,0.59619,0.0589,-330.7951,-17.665073,-2.9299505772496612,-2.9395813311054333,16.669770332912975
-1565848023664.0,839570.0,67.0,0.03583,-0.00519,-0.80206,0.59619,0.0589,-330.59964,-17.653528,-2.9299862613715124,-2.9398280046471923,16.679171421089833
