eye_packets,593
norm_X,norm_Y,phi,theta,confidence,timestamp
1603852268.444727,"{'circle_3d': {'center': [-11.894631467279034, -12.439028851871365, 48.90800569318523], 'normal': [0.3725995285101028, -0.08611711588651173, -0.9239877887209539], 'radius': 1.8055508893457135}, 'confidence': 0.3689811983656096, 'timestamp': 177458.026348, 'diameter_3d': 3.611101778691427, 'ellipse': {'center': [77.33833322727537, 33.75829151868915], 'axes': [23.544526091606368, 26.448297193492067], 'angle': -54.57260015107575}, 'location': [77.33833322727537, 33.75829151868915], 'diameter': 26.448297193492067, 'sphere': {'center': [-16.365825809400267, -11.405623461233224, 59.995859157836676], 'radius': 12.0}, 'projected_sphere': {'center': [67.48202343385974, 55.52264234032782], 'axes': [135.67487907099598, 135.67487907099598], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 4, 'model_birth_timestamp': 177415.018348, 'theta': 1.4845724110851766, 'phi': -1.187490016884707, 'norm_pos': [0.24168229133523553, 0.8593404520054619], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603852269.748263,"{'circle_3d': {'center': [-11.983855368813893, -11.780035915997088, 45.196924742788504], 'normal': [0.2696910393000768, -0.09107039990511015, -0.9586307556000735], 'radius': 1.9427477492066307}, 'confidence': 0.3802004485123784, 'timestamp': 177459.336748, 'diameter_3d': 3.8854954984132615, 'ellipse': {'center': [69.89604148923975, 31.642509986829268], 'axes': [27.90606371271891, 30.666525092704028], 'angle': -64.27329383904593}, 'location': [69.89604148923975, 31.642509986829268], 'diameter': 30.666525092704028, 'sphere': {'center': [-15.220147840414814, -10.687191117135766, 56.70049380998938], 'radius': 12.0}, 'projected_sphere': {'center': [68.95805902512612, 56.07272195544239], 'axes': [143.56014187950373, 143.56014187950373], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 4, 'model_birth_timestamp': 177415.018348, 'theta': 1.4795995678367975, 'phi': -1.296555274264586, 'norm_pos': [0.21842512965387423, 0.8681562083882114], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603852269.756923,"{'circle_3d': {'center': [-12.168255861492721, -11.345055029656388, 45.11372677075044], 'normal': [0.2543243315768411, -0.05482199271005185, -0.9655639199365788], 'radius': 2.30130629635609}, 'confidence': 0.9479895761333406, 'timestamp': 177459.345148, 'diameter_3d': 4.60261259271218, 'ellipse': {'center': [68.28649960763298, 34.73988065394025], 'axes': [33.578153965328326, 36.39385533985172], 'angle': -63.33205074230109}, 'location': [68.28649960763298, 34.73988065394025], 'diameter': 36.39385533985172, 'sphere': {'center': [-15.220147840414814, -10.687191117135766, 56.70049380998938], 'radius': 12.0}, 'projected_sphere': {'center': [68.95805902512612, 56.07272195544239], 'axes': [143.56014187950373, 143.56014187950373], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 4, 'model_birth_timestamp': 177415.018348, 'theta': 1.5159468360777457, 'phi': -1.313251241288283, 'norm_pos': [0.21339531127385306, 0.8552504972752489], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603852269.777899,"{'circle_3d': {'center': [-12.143630109468425, -11.394416242338671, 45.12315079557307], 'normal': [0.2563764775788657, -0.0589354271002421, -0.9647785845346929], 'radius': 1.950837522847943}, 'confidence': 0.2684573281040102, 'timestamp': 177459.361948, 'diameter_3d': 3.901675045695886, 'ellipse': {'center': [68.55494850868149, 34.37994591915076], 'axes': [28.415784759813388, 30.84433736729579], 'angle': -63.42080717449182}, 'location': [68.55494850868149, 34.37994591915076], 'diameter': 30.84433736729579, 'sphere': {'center': [-15.220147840414814, -10.687191117135766, 56.70049380998938], 'radius': 12.0}, 'projected_sphere': {'center': [68.95805902512612, 56.07272195544239], 'axes': [143.56014187950373, 143.56014187950373], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 4, 'model_birth_timestamp': 177415.018348, 'theta': 1.5118267286904357, 'phi': -1.3110629426347589, 'norm_pos': [0.21423421408962967, 0.8567502253368718], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603852269.7937212,"{'circle_3d': {'center': [-12.022241770323024, -11.526262722242507, 45.16492466025196], 'normal': [0.26649217250764917, -0.06992263375889503, -0.961297429144785], 'radius': 1.9310146478222805}, 'confidence': 0.10880792050581774, 'timestamp': 177459.378748, 'diameter_3d': 3.862029295644561, 'ellipse': {'center': [69.5481881753167, 33.473761637290096], 'axes': [27.96677166016044, 30.514073649368186], 'angle': -63.20886272728212}, 'location': [69.5481881753167, 33.473761637290096], 'diameter': 30.514073649368186, 'sphere': {'center': [-15.220147840414814, -10.687191117135766, 56.70049380998938], 'radius': 12.0}, 'projected_sphere': {'center': [68.95805902512612, 56.07272195544239], 'axes': [143.56014187950373, 143.56014187950373], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 4, 'model_birth_timestamp': 177415.018348, 'theta': 1.500816589983721, 'phi': -1.3003661181994266, 'norm_pos': [0.21733808804786467, 0.860525993177958], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603852269.797059,"{'circle_3d': {'center': [-12.091084910483861, -11.380088792875862, 45.13637438862894], 'normal': [0.2607552441609128, -0.05774147297834127, -0.9636766184467038], 'radius': 2.292165595233875}, 'confidence': 0.8856994261487912, 'timestamp': 177459.387148, 'diameter_3d': 4.58433119046775, 'ellipse': {'center': [68.90860944724635, 34.52067247788236], 'axes': [33.370209411020966, 36.24428949005212], 'angle': -62.938762901145886}, 'location': [68.90860944724635, 34.52067247788236], 'diameter': 36.24428949005212, 'sphere': {'center': [-15.220147840414814, -10.687191117135766, 56.70049380998938], 'radius': 12.0}, 'projected_sphere': {'center': [68.95805902512612, 56.07272195544239], 'axes': [143.56014187950373, 143.56014187950373], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 4, 'model_birth_timestamp': 177415.018348, 'theta': 1.5130227198218282, 'phi': -1.306540475589149, 'norm_pos': [0.21533940452264483, 0.8561638646754902], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603852269.8105888,"{'circle_3d': {'center': [-12.080254630841802, -11.39872319602447, 45.14044222129871], 'normal': [0.26165776746441766, -0.05929433990739196, -0.963337632390889], 'radius': 1.966874222065371}, 'confidence': 0.23445410956371462, 'timestamp': 177459.395548, 'diameter_3d': 3.933748444130742, 'ellipse': {'center': [69.05998181895201, 34.38050175991249], 'axes': [28.614254225837144, 31.097145008394318], 'angle': -62.95256362806428}, 'location': [69.05998181895201, 34.38050175991249], 'diameter': 31.097145008394318, 'sphere': {'center': [-15.220147840414814, -10.687191117135766, 56.70049380998938], 'radius': 12.0}, 'projected_sphere': {'center': [68.95805902512612, 56.07272195544239], 'axes': [143.56014187950373, 143.56014187950373], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 4, 'model_birth_timestamp': 177415.018348, 'theta': 1.5114671871100185, 'phi': -1.3055790496064055, 'norm_pos': [0.21581244318422504, 0.8567479093336979], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603852269.8168352,"{'circle_3d': {'center': [-12.188942539972812, -11.28548688409293, 45.10507072146805], 'normal': [0.2526004417035001, -0.04985798057976357, -0.9662852573767773], 'radius': 1.9473250763960104}, 'confidence': 0.23622853435391386, 'timestamp': 177459.403948, 'diameter_3d': 3.8946501527920208, 'ellipse': {'center': [68.18062198797628, 35.15970269995512], 'axes': [28.464003414024884, 30.80144507145416], 'angle': -63.13052429013542}, 'location': [68.18062198797628, 35.15970269995512], 'diameter': 30.80144507145416, 'sphere': {'center': [-15.220147840414814, -10.687191117135766, 56.70049380998938], 'radius': 12.0}, 'projected_sphere': {'center': [68.95805902512612, 56.07272195544239], 'axes': [143.56014187950373, 143.56014187950373], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 4, 'model_birth_timestamp': 177415.018348, 'theta': 1.5209176667615394, 'phi': -1.315104309783476, 'norm_pos': [0.2130644437124259, 0.853501238750187], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603852269.8264298,"{'circle_3d': {'center': [-11.711052143855643, -11.061106666351431, 45.231124404723694], 'normal': [0.292424641379931, -0.031159629101305434, -0.9557807837721408], 'radius': 1.9614697498126303}, 'confidence': 0.26698167382445587, 'timestamp': 177459.412348, 'diameter_3d': 3.9229394996252607, 'ellipse': {'center': [71.99256089492357, 37.06423816706594], 'axes': [28.571269723952, 31.016330145694702], 'angle': -58.33297532861254}, 'location': [71.99256089492357, 37.06423816706594], 'diameter': 31.016330145694702, 'sphere': {'center': [-15.220147840414814, -10.687191117135766, 56.70049380998938], 'radius': 12.0}, 'projected_sphere': {'center': [68.95805902512612, 56.07272195544239], 'axes': [143.56014187950373, 143.56014187950373], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 4, 'model_birth_timestamp': 177415.018348, 'theta': 1.5396316532251855, 'phi': -1.2738864367167724, 'norm_pos': [0.22497675279663615, 0.845565674303892], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603852269.832279,"{'circle_3d': {'center': [-11.972249934430561, -11.204174409350985, 45.15996143631297], 'normal': [0.2706581588320211, -0.043081941017934916, -0.9617110311397012], 'radius': 1.9280024195762695}, 'confidence': 0.24964169699652633, 'timestamp': 177459.420748, 'diameter_3d': 3.856004839152539, 'ellipse': {'center': [69.91185130231148, 35.86764899197681], 'axes': [28.129587594863608, 30.49954127518759], 'angle': -61.03770828047959}, 'location': [69.91185130231148, 35.86764899197681], 'diameter': 30.49954127518759, 'sphere': {'center': [-15.220147840414814, -10.687191117135766, 56.70049380998938], 'radius': 12.0}, 'projected_sphere': {'center': [68.95805902512612, 56.07272195544239], 'axes': [143.56014187950373, 143.56014187950373], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 4, 'model_birth_timestamp': 177415.018348, 'theta': 1.5277010475679742, 'phi': -1.296458394284257, 'norm_pos': [0.21847453531972336, 0.85055146253343], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603852269.8406332,"{'circle_3d': {'center': [-12.061901443076877, -11.198462592504573, 45.13485153763044], 'normal': [0.2631871997781614, -0.04260595628073386, -0.9638035226965785], 'radius': 1.9560333179921023}, 'confidence': 0.22446691010701175, 'timestamp': 177459.429148, 'diameter_3d': 3.9120666359842047, 'ellipse': {'center': [69.18768511245206, 35.864587347086115], 'axes': [28.588150246626434, 30.94743177199055], 'angle': -61.674748968173745}, 'location': [69.18768511245206, 35.864587347086115], 'diameter': 30.94743177199055, 'sphere': {'center': [-15.220147840414814, -10.687191117135766, 56.70049380998938], 'radius': 12.0}, 'projected_sphere': {'center': [68.95805902512612, 56.07272195544239], 'axes': [143.56014187950373, 143.56014187950373], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 4, 'model_birth_timestamp': 177415.018348, 'theta': 1.5281774697717818, 'phi': -1.3042239808206233, 'norm_pos': [0.2162115159764127, 0.8505642193871412], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603852269.860092,"{'circle_3d': {'center': [-12.041184361374, -11.206774040045351, 45.14089931947435], 'normal': [0.2649136232534011, -0.043298576909132074, -0.9632995408762525], 'radius': 1.9619018594288813}, 'confidence': 0.2238601242560277, 'timestamp': 177459.445948, 'diameter_3d': 3.9238037188577626, 'ellipse': {'center': [69.35336361715986, 35.81375190387649], 'axes': [28.65789703145995, 31.038757631495066], 'angle': -61.56771309476265}, 'location': [69.35336361715986, 35.81375190387649], 'diameter': 31.038757631495066, 'sphere': {'center': [-15.220147840414814, -10.687191117135766, 56.70049380998938], 'radius': 12.0}, 'projected_sphere': {'center': [68.95805902512612, 56.07272195544239], 'axes': [143.56014187950373, 143.56014187950373], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 4, 'model_birth_timestamp': 177415.018348, 'theta': 1.5274842093370933, 'phi': -1.3024240844189485, 'norm_pos': [0.21672926130362455, 0.8507760337338479], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603852269.8774369,"{'circle_3d': {'center': [-12.031534632269098, -11.334690569039653, 45.1500180505835], 'normal': [0.2657177673454762, -0.05395828765865719, -0.9625396466171566], 'radius': 1.9748407811202517}, 'confidence': 0.22279023086844427, 'timestamp': 177459.462748, 'diameter_3d': 3.9496815622405035, 'ellipse': {'center': [69.441255738532, 34.876322131403015], 'axes': [28.75213233063706, 31.22947314200161], 'angle': -62.2144609538212}, 'location': [69.441255738532, 34.876322131403015], 'diameter': 31.22947314200161, 'sphere': {'center': [-15.220147840414814, -10.687191117135766, 56.70049380998938], 'radius': 12.0}, 'projected_sphere': {'center': [68.95805902512612, 56.07272195544239], 'axes': [143.56014187950373, 143.56014187950373], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 4, 'model_birth_timestamp': 177415.018348, 'theta': 1.5168118215417221, 'phi': -1.3014458050038096, 'norm_pos': [0.21700392418291253, 0.8546819911191541], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603852269.895047,"{'circle_3d': {'center': [-12.134276743882648, -11.217269977044815, 45.11617613574266], 'normal': [0.25715592471101384, -0.04417323832575403, -0.9653598061872265], 'radius': 1.960673823740432}, 'confidence': 0.13857514860399678, 'timestamp': 177459.479548, 'diameter_3d': 3.921347647480864, 'ellipse': {'center': [68.60901810253347, 35.68991795307603], 'axes': [28.67921109462956, 31.020354164225356], 'angle': -62.320716998979066}, 'location': [68.60901810253347, 35.68991795307603], 'diameter': 31.020354164225356, 'sphere': {'center': [-15.220147840414814, -10.687191117135766, 56.70049380998938], 'radius': 12.0}, 'projected_sphere': {'center': [68.95805902512612, 56.07272195544239], 'axes': [143.56014187950373, 143.56014187950373], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 4, 'model_birth_timestamp': 177415.018348, 'theta': 1.5266087101511852, 'phi': -1.3104583201459603, 'norm_pos': [0.2144031815704171, 0.8512920085288499], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603852269.910134,"{'circle_3d': {'center': [-12.232431234562986, -11.114684707637467, 45.08624399722932], 'normal': [0.24897638382098566, -0.03562446587514175, -0.9678541510633387], 'radius': 1.945664078323326}, 'confidence': 0.1286376231208944, 'timestamp': 177459.496348, 'diameter_3d': 3.891328156646652, 'ellipse': {'center': [67.81778948145976, 36.4010928778263], 'axes': [28.57238360735544, 30.794098455014115], 'angle': -62.43110194448015}, 'location': [67.81778948145976, 36.4010928778263], 'diameter': 30.794098455014115, 'sphere': {'center': [-15.220147840414814, -10.687191117135766, 56.70049380998938], 'radius': 12.0}, 'projected_sphere': {'center': [68.95805902512612, 56.07272195544239], 'axes': [143.56014187950373, 143.56014187950373], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 4, 'model_birth_timestamp': 177415.018348, 'theta': 1.5351643214296606, 'phi': -1.3190098298186055, 'norm_pos': [0.21193059212956172, 0.8483287796757237], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603852269.9166489,"{'circle_3d': {'center': [-12.221442404036253, -11.12599389466407, 45.089498252834645], 'normal': [0.24989211969821348, -0.036566898127358666, -0.9675829630962284], 'radius': 1.967029087355597}, 'confidence': 0.27574794787645635, 'timestamp': 177459.504748, 'diameter_3d': 3.934058174711194, 'ellipse': {'center': [67.90290209110174, 36.32281051447147], 'axes': [28.873867086387047, 31.13114806104091], 'angle': -62.42049007500352}, 'location': [67.90290209110174, 36.32281051447147], 'diameter': 31.13114806104091, 'sphere': {'center': [-15.220147840414814, -10.687191117135766, 56.70049380998938], 'radius': 12.0}, 'projected_sphere': {'center': [68.95805902512612, 56.07272195544239], 'axes': [143.56014187950373, 143.56014187950373], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 4, 'model_birth_timestamp': 177415.018348, 'theta': 1.5342212745951067, 'phi': -1.318054766941783, 'norm_pos': [0.21219656903469292, 0.8486549561897022], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603852269.926486,"{'circle_3d': {'center': [-12.219735485360006, -11.12754780559648, 45.08999805457211], 'normal': [0.25003436292123393, -0.03669639070505947, -0.9675413129514389], 'radius': 1.9748812111587646}, 'confidence': 0.24296860163180173, 'timestamp': 177459.513148, 'diameter_3d': 3.949762422317529, 'ellipse': {'center': [67.91533071594907, 36.312217215862034], 'axes': [28.987348166622905, 31.255284108653036], 'angle': -62.41767143774923}, 'location': [67.91533071594907, 36.312217215862034], 'diameter': 31.255284108653036, 'sphere': {'center': [-15.220147840414814, -10.687191117135766, 56.70049380998938], 'radius': 12.0}, 'projected_sphere': {'center': [68.95805902512612, 56.07272195544239], 'axes': [143.56014187950373, 143.56014187950373], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 4, 'model_birth_timestamp': 177415.018348, 'theta': 1.5340916950481986, 'phi': -1.3179065278597701, 'norm_pos': [0.21223540848734085, 0.8486990949339082], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603852269.932287,"{'circle_3d': {'center': [-12.1020735354798, -11.129028824819096, 45.12109865873156], 'normal': [0.2598395254112512, -0.036819808973610854, -0.9649495959381519], 'radius': 1.9848337451253737}, 'confidence': 0.28406638467567774, 'timestamp': 177459.521548, 'diameter_3d': 3.9696674902507474, 'ellipse': {'center': [68.85509942627898, 36.35809980585036], 'axes': [29.07547721898267, 31.411532325226727], 'angle': -61.57462185430263}, 'location': [68.85509942627898, 36.35809980585036], 'diameter': 31.411532325226727, 'sphere': {'center': [-15.220147840414814, -10.687191117135766, 56.70049380998938], 'radius': 12.0}, 'projected_sphere': {'center': [68.95805902512612, 56.07272195544239], 'axes': [143.56014187950373, 143.56014187950373], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 4, 'model_birth_timestamp': 177415.018348, 'theta': 1.5339681933161953, 'phi': -1.3077577230997952, 'norm_pos': [0.21517218570712182, 0.8485079174756235], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603852269.940814,"{'circle_3d': {'center': [-12.108941409343123, -11.130436953307283, 45.11930528410937], 'normal': [0.25926720258930763, -0.03693715301429309, -0.9650990438233341], 'radius': 1.9863683920908175}, 'confidence': 0.28383533641770964, 'timestamp': 177459.529948, 'diameter_3d': 3.972736784181635, 'ellipse': {'center': [68.7999513395534, 36.344332600883575], 'axes': [29.100447440185626, 31.435849208550493], 'angle': -61.63269754243428}, 'location': [68.7999513395534, 36.344332600883575], 'diameter': 31.435849208550493, 'sphere': {'center': [-15.220147840414814, -10.687191117135766, 56.70049380998938], 'radius': 12.0}, 'projected_sphere': {'center': [68.95805902512612, 56.07272195544239], 'axes': [143.56014187950373, 143.56014187950373], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 4, 'model_birth_timestamp': 177415.018348, 'theta': 1.5338507693987007, 'phi': -1.3083496232771694, 'norm_pos': [0.21499984793610438, 0.8485652808296518], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603852269.963516,"{'circle_3d': {'center': [-12.103393060258801, -11.133034541724761, 45.12089695685475], 'normal': [0.25972956501300104, -0.037153618715749584, -0.9649664044278858], 'radius': 1.9782958688143624}, 'confidence': 0.30612852003296687, 'timestamp': 177459.546748, 'diameter_3d': 3.9565917376287247, 'ellipse': {'center': [68.84600560215748, 36.32774744239825], 'axes': [28.977737687599507, 31.30766535031906], 'angle': -61.60706913403989}, 'location': [68.84600560215748, 36.32774744239825], 'diameter': 31.30766535031906, 'sphere': {'center': [-15.220147840414814, -10.687191117135766, 56.70049380998938], 'radius': 12.0}, 'projected_sphere': {'center': [68.95805902512612, 56.07272195544239], 'axes': [143.56014187950373, 143.56014187950373], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 4, 'model_birth_timestamp': 177415.018348, 'theta': 1.5336341550092603, 'phi': -1.3078683481919735, 'norm_pos': [0.2151437675067421, 0.8486343856566739], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603852269.977383,"{'circle_3d': {'center': [-11.86829682449756, -11.25523246020263, 45.19213059884327], 'normal': [0.2793209179931045, -0.047336778588905254, -0.9590302675955095], 'radius': 2.0630733307288125}, 'confidence': 0.04064129062095859, 'timestamp': 177459.563548, 'diameter_3d': 4.126146661457625, 'ellipse': {'center': [70.72498432913763, 35.54822738172865], 'axes': [30.005473450401524, 32.62457826934255], 'angle': -60.53393893813784}, 'location': [70.72498432913763, 35.54822738172865], 'diameter': 32.62457826934255, 'sphere': {'center': [-15.220147840414814, -10.687191117135766, 56.70049380998938], 'radius': 12.0}, 'projected_sphere': {'center': [68.95805902512612, 56.07272195544239], 'axes': [143.56014187950373, 143.56014187950373], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 4, 'model_birth_timestamp': 177415.018348, 'theta': 1.5234418518791268, 'phi': -1.287383038154176, 'norm_pos': [0.2210155760285551, 0.851882385909464], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603852269.984632,"{'circle_3d': {'center': [-12.11083224509753, -11.248705982281718, 45.123928793330215], 'normal': [0.259109632943107, -0.046792905428829336, -0.9647137513882639], 'radius': 1.978256051367559}, 'confidence': 0.2325674279016448, 'timestamp': 177459.571948, 'diameter_3d': 3.956512102735118, 'ellipse': {'center': [68.79657469092876, 35.46981279770304], 'axes': [28.903261622230957, 31.294808420221923], 'angle': -62.32791608442936}, 'location': [68.79657469092876, 35.46981279770304], 'diameter': 31.294808420221923, 'sphere': {'center': [-15.220147840414814, -10.687191117135766, 56.70049380998938], 'radius': 12.0}, 'projected_sphere': {'center': [68.95805902512612, 56.07272195544239], 'axes': [143.56014187950373, 143.56014187950373], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 4, 'model_birth_timestamp': 177415.018348, 'theta': 1.5239863284150927, 'phi': -1.308401892785783, 'norm_pos': [0.2149892959091524, 0.852209113342904], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603852269.993493,"{'circle_3d': {'center': [-12.213694353200873, -11.850175058165297, 45.141570599667126], 'normal': [0.2505377906011617, -0.09691532841912753, -0.963243600860188], 'radius': 2.063474610698054}, 'confidence': 0.010219789463310456, 'timestamp': 177459.580348, 'diameter_3d': 4.126949221396108, 'ellipse': {'center': [68.049518905364, 31.018393924818383], 'axes': [29.70091562902671, 32.55912282603442], 'angle': -66.5965186365487}, 'location': [68.049518905364, 31.018393924818383], 'diameter': 32.55912282603442, 'sphere': {'center': [-15.220147840414814, -10.687191117135766, 56.70049380998938], 'radius': 12.0}, 'projected_sphere': {'center': [68.95805902512612, 56.07272195544239], 'axes': [143.56014187950373, 143.56014187950373], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 4, 'model_birth_timestamp': 177415.018348, 'theta': 1.4737286393463316, 'phi': -1.3163364208092228, 'norm_pos': [0.21265474657926248, 0.8707566919799234], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603852270.000951,"{'circle_3d': {'center': [-12.196739230982898, -11.689424945723879, 45.13094205837659], 'normal': [0.2519507174526597, -0.08351948571567601, -0.9641293126343992], 'radius': 1.9705075059188912}, 'confidence': 0.39495547566903744, 'timestamp': 177459.588748, 'diameter_3d': 3.9410150118377825, 'ellipse': {'center': [68.17082382370607, 32.19300948185267], 'axes': [28.494988190150067, 31.115665681870233], 'angle': -65.54748937797953}, 'location': [68.17082382370607, 32.19300948185267], 'diameter': 31.115665681870233, 'sphere': {'center': [-15.220147840414814, -10.687191117135766, 56.70049380998938], 'radius': 12.0}, 'projected_sphere': {'center': [68.95805902512612, 56.07272195544239], 'axes': [143.56014187950373, 143.56014187950373], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 4, 'model_birth_timestamp': 177415.018348, 'theta': 1.4871794365932842, 'phi': -1.3151879319541804, 'norm_pos': [0.21303382444908148, 0.8658624604922806], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603852270.0087,"{'circle_3d': {'center': [-12.193418626246677, -11.706660964862257, 45.13331647523404], 'normal': [0.25222743451401136, -0.08495582064387422, -0.9639314445629451], 'radius': 2.0026564466566135}, 'confidence': 0.31518912185724346, 'timestamp': 177459.597148, 'diameter_3d': 4.005312893313227, 'ellipse': {'center': [68.1948348305697, 32.07025816692472], 'axes': [28.943394313362788, 31.621080131794063], 'angle': -65.61844431143668}, 'location': [68.1948348305697, 32.07025816692472], 'diameter': 31.621080131794063, 'sphere': {'center': [-15.220147840414814, -10.687191117135766, 56.70049380998938], 'radius': 12.0}, 'projected_sphere': {'center': [68.95805902512612, 56.07272195544239], 'axes': [143.56014187950373, 143.56014187950373], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 4, 'model_birth_timestamp': 177415.018348, 'theta': 1.4857379781512898, 'phi': -1.3148690247896953, 'norm_pos': [0.21310885884553032, 0.8663739243044803], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603852270.0267699,"{'circle_3d': {'center': [-12.183838273214313, -11.601532679934294, 45.12704126899428], 'normal': [0.2530257972667084, -0.07619513023321066, -0.9644543784162581], 'radius': 2.0097155293405917}, 'confidence': 0.29267117221888295, 'timestamp': 177459.613948, 'diameter_3d': 4.019431058681183, 'ellipse': {'center': [68.25239552477007, 32.843084136257076], 'axes': [29.129954263615957, 31.74764052492556], 'angle': -64.93939064333452}, 'location': [68.25239552477007, 32.843084136257076], 'diameter': 31.74764052492556, 'sphere': {'center': [-15.220147840414814, -10.687191117135766, 56.70049380998938], 'radius': 12.0}, 'projected_sphere': {'center': [68.95805902512612, 56.07272195544239], 'axes': [143.56014187950373, 143.56014187950373], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 4, 'model_birth_timestamp': 177415.018348, 'theta': 1.494527275624291, 'phi': -1.314227176431353, 'norm_pos': [0.21328873601490644, 0.8631538160989288], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603852270.044961,"{'circle_3d': {'center': [-12.061192851573523, -11.6214031779085, 45.161505500610545], 'normal': [0.26324624907010763, -0.07785100506439444, -0.9615823591149032], 'radius': 1.9341907684496356}, 'confidence': 0.30450366704888965, 'timestamp': 177459.630748, 'diameter_3d': 3.868381536899271, 'ellipse': {'center': [69.25018367323324, 32.75754724612506], 'axes': [27.957330533630653, 30.552924125353197], 'angle': -64.04982669990707}, 'location': [69.25018367323324, 32.75754724612506], 'diameter': 30.552924125353197, 'sphere': {'center': [-15.220147840414814, -10.687191117135766, 56.70049380998938], 'radius': 12.0}, 'projected_sphere': {'center': [68.95805902512612, 56.07272195544239], 'axes': [143.56014187950373, 143.56014187950373], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 4, 'model_birth_timestamp': 177415.018348, 'theta': 1.4928664668530922, 'phi': -1.3035799493697782, 'norm_pos': [0.21640682397885386, 0.8635102198078123], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
