eye_packets,593
norm_X,norm_Y,phi,theta,confidence,timestamp
1603852268.444727,"{'circle_3d': {'center': [-11.894631467279034, -12.439028851871365, 48.90800569318523], 'normal': [0.3725995285101028, -0.08611711588651173, -0.9239877887209539], 'radius': 1.8055508893457135}, 'confidence': 0.3689811983656096, 'timestamp': 177458.026348, 'diameter_3d': 3.611101778691427, 'ellipse': {'center': [77.33833322727537, 33.75829151868915], 'axes': [23.544526091606368, 26.448297193492067], 'angle': -54.57260015107575}, 'location': [77.33833322727537, 33.75829151868915], 'diameter': 26.448297193492067, 'sphere': {'center': [-16.365825809400267, -11.405623461233224, 59.995859157836676], 'radius': 12.0}, 'projected_sphere': {'center': [67.48202343385974, 55.52264234032782], 'axes': [135.67487907099598, 135.67487907099598], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 4, 'model_birth_timestamp': 177415.018348, 'theta': 1.4845724110851766, 'phi': -1.187490016884707, 'norm_pos': [0.24168229133523553, 0.8593404520054619], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603852268.560373,"{'circle_3d': {'center': [-11.9739008429489, -12.391821938639042, 48.872082476680966], 'normal': [0.3659937472042806, -0.08218320645048484, -0.9269813900963094], 'radius': 1.8653097790254785}, 'confidence': 0.4301210002474849, 'timestamp': 177458.143948, 'diameter_3d': 3.730619558050957, 'ellipse': {'center': [76.71850816741261, 34.022918424567806], 'axes': [24.417776297370626, 27.344165400695367], 'angle': -55.00080862130413}, 'location': [76.71850816741261, 34.022918424567806], 'diameter': 27.344165400695367, 'sphere': {'center': [-16.365825809400267, -11.405623461233224, 59.995859157836676], 'radius': 12.0}, 'projected_sphere': {'center': [67.48202343385974, 55.52264234032782], 'axes': [135.67487907099598, 135.67487907099598], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 4, 'model_birth_timestamp': 177415.018348, 'theta': 1.4885203260498803, 'phi': -1.1947606700513296, 'norm_pos': [0.2397453380231644, 0.8582378398976341], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603852268.5645728,"{'circle_3d': {'center': [-11.947258027808674, -12.313932350769228, 48.87600152742294], 'normal': [0.3682139817992995, -0.07569240746133368, -0.9266548025344781], 'radius': 1.87026618274608}, 'confidence': 0.3674273425797403, 'timestamp': 177458.152348, 'diameter_3d': 3.74053236549216, 'ellipse': {'center': [76.9081028400602, 34.56745026416523], 'axes': [24.524807510768024, 27.414236819463788], 'angle': -54.42856023228248}, 'location': [76.9081028400602, 34.56745026416523], 'diameter': 27.414236819463788, 'sphere': {'center': [-16.365825809400267, -11.405623461233224, 59.995859157836676], 'radius': 12.0}, 'projected_sphere': {'center': [67.48202343385974, 55.52264234032782], 'axes': [135.67487907099598, 135.67487907099598], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 4, 'model_birth_timestamp': 177415.018348, 'theta': 1.4950314544185122, 'phi': -1.1925693452484007, 'norm_pos': [0.2403378213751881, 0.8559689572326449], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603852268.572841,"{'circle_3d': {'center': [-11.933538627817594, -12.364640649130484, 48.88572340829268], 'normal': [0.3693572651318894, -0.0799180989914383, -0.9258446457953332], 'radius': 1.8594001575151111}, 'confidence': 0.44394376439882133, 'timestamp': 177458.160748, 'diameter_3d': 3.7188003150302222, 'ellipse': {'center': [77.02147969092198, 34.2340646858911], 'axes': [24.33346973642357, 27.24966404298498], 'angle': -54.54953971003168}, 'location': [77.02147969092198, 34.2340646858911], 'diameter': 27.24966404298498, 'sphere': {'center': [-16.365825809400267, -11.405623461233224, 59.995859157836676], 'radius': 12.0}, 'projected_sphere': {'center': [67.48202343385974, 55.52264234032782], 'axes': [135.67487907099598, 135.67487907099598], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 4, 'model_birth_timestamp': 177415.018348, 'theta': 1.49079291084696, 'phi': -1.191203329231191, 'norm_pos': [0.24069212403413118, 0.8573580638087871], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603852268.594441,"{'circle_3d': {'center': [-12.016704433315894, -12.446485340955464, 48.860251863960556], 'normal': [0.3624267813403644, -0.0867384899768533, -0.9279672744896766], 'radius': 1.8318655529038834}, 'confidence': 0.4004876920511275, 'timestamp': 177458.177548, 'diameter_3d': 3.663731105807767, 'ellipse': {'center': [76.40930342125185, 33.62414447316681], 'axes': [23.966324580146793, 26.86004230211525], 'angle': -55.59575433063851}, 'location': [76.40930342125185, 33.62414447316681], 'diameter': 26.86004230211525, 'sphere': {'center': [-16.365825809400267, -11.405623461233224, 59.995859157836676], 'radius': 12.0}, 'projected_sphere': {'center': [67.48202343385974, 55.52264234032782], 'axes': [135.67487907099598, 135.67487907099598], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 4, 'model_birth_timestamp': 177415.018348, 'theta': 1.4839487031421341, 'phi': -1.1984543859466001, 'norm_pos': [0.23877907319141203, 0.8598993980284716], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603852268.613193,"{'circle_3d': {'center': [-11.971388492653182, -12.570022592294437, 48.890315707254686], 'normal': [0.36620310972892384, -0.09703326092176776, -0.925461954215166], 'radius': 1.8375725281001525}, 'confidence': 0.46293327345394797, 'timestamp': 177458.202748, 'diameter_3d': 3.675145056200305, 'ellipse': {'center': [76.77236620978101, 32.824104490282025], 'axes': [23.910054661086313, 26.92708772929616], 'angle': -55.79018622416253}, 'location': [76.77236620978101, 32.824104490282025], 'diameter': 26.92708772929616, 'sphere': {'center': [-16.365825809400267, -11.405623461233224, 59.995859157836676], 'radius': 12.0}, 'projected_sphere': {'center': [67.48202343385974, 55.52264234032782], 'axes': [135.67487907099598, 135.67487907099598], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 4, 'model_birth_timestamp': 177415.018348, 'theta': 1.4736101483822421, 'phi': -1.1940043756451215, 'norm_pos': [0.23991364440556567, 0.8632328979571582], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603852268.627249,"{'circle_3d': {'center': [-11.836929512900053, -12.252737838700732, 48.9156292158619], 'normal': [0.3774080247083513, -0.07059286478895897, -0.9233524951645651], 'radius': 1.8575244577867842}, 'confidence': 0.3456601429976511, 'timestamp': 177458.211148, 'diameter_3d': 3.7150489155735684, 'ellipse': {'center': [77.73896543359317, 35.05764231002692], 'axes': [24.326059007433127, 27.202799210341215], 'angle': -53.25176769107917}, 'location': [77.73896543359317, 35.05764231002692], 'diameter': 27.202799210341215, 'sphere': {'center': [-16.365825809400267, -11.405623461233224, 59.995859157836676], 'radius': 12.0}, 'projected_sphere': {'center': [67.48202343385974, 55.52264234032782], 'axes': [135.67487907099598, 135.67487907099598], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 4, 'model_birth_timestamp': 177415.018348, 'theta': 1.500144698610669, 'phi': -1.1827811001049426, 'norm_pos': [0.24293426697997864, 0.8539264903748878], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603852268.6327791,"{'circle_3d': {'center': [-11.944229944498455, -12.320445118499055, 48.87773920242692], 'normal': [0.36846632207515106, -0.07623513810548592, -0.9265099962841462], 'radius': 1.8436369157097499}, 'confidence': 0.4722043838841772, 'timestamp': 177458.219548, 'diameter_3d': 3.6872738314194997, 'ellipse': {'center': [76.93723924515103, 34.52500581337212], 'axes': [24.168467386135916, 27.022838561377682], 'angle': -54.4331680344599}, 'location': [76.93723924515103, 34.52500581337212], 'diameter': 27.022838561377682, 'sphere': {'center': [-16.365825809400267, -11.405623461233224, 59.995859157836676], 'radius': 12.0}, 'projected_sphere': {'center': [67.48202343385974, 55.52264234032782], 'axes': [135.67487907099598, 135.67487907099598], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 4, 'model_birth_timestamp': 177415.018348, 'theta': 1.4944871510455298, 'phi': -1.1922805265817715, 'norm_pos': [0.24042887264109697, 0.8561458091109495], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603852268.643397,"{'circle_3d': {'center': [-11.922258721363388, -12.358489735065488, 48.88970062311782], 'normal': [0.3702972573364065, -0.0794055228193553, -0.9255132112265714], 'radius': 1.8639023309922853}, 'confidence': 0.2829753445667945, 'timestamp': 177458.227948, 'diameter_3d': 3.7278046619845706, 'ellipse': {'center': [77.10517588776773, 34.28348818336123], 'axes': [24.38925222784717, 27.31332056411747], 'angle': -54.430119181048816}, 'location': [77.10517588776773, 34.28348818336123], 'diameter': 27.31332056411747, 'sphere': {'center': [-16.365825809400267, -11.405623461233224, 59.995859157836676], 'radius': 12.0}, 'projected_sphere': {'center': [67.48202343385974, 55.52264234032782], 'axes': [135.67487907099598, 135.67487907099598], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 4, 'model_birth_timestamp': 177415.018348, 'theta': 1.4913071212121116, 'phi': -1.1902042845423595, 'norm_pos': [0.24095367464927414, 0.8571521325693282], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603852268.649663,"{'circle_3d': {'center': [-12.017347813711872, -12.276984368496942, 48.84545695476318], 'normal': [0.3623731663073663, -0.07261340893864315, -0.9292001835894583], 'radius': 1.9063854699886906}, 'confidence': 0.3838127241397507, 'timestamp': 177458.236348, 'diameter_3d': 3.8127709399773813, 'ellipse': {'center': [76.36486680758792, 34.77053808478584], 'axes': [25.07671930927575, 27.961578595864594], 'angle': -54.82654258782099}, 'location': [76.36486680758792, 34.77053808478584], 'diameter': 27.961578595864594, 'sphere': {'center': [-16.365825809400267, -11.405623461233224, 59.995859157836676], 'radius': 12.0}, 'projected_sphere': {'center': [67.48202343385974, 55.52264234032782], 'axes': [135.67487907099598, 135.67487907099598], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 4, 'model_birth_timestamp': 177415.018348, 'theta': 1.498118954432369, 'phi': -1.1989541762853484, 'norm_pos': [0.23864020877371223, 0.855122757980059], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603852268.663451,"{'circle_3d': {'center': [-11.996379669972281, -12.324109178232629, 48.85744255482231], 'normal': [0.3641205116189987, -0.07654047641661701, -0.9282013835845301], 'radius': 1.854588163429121}, 'confidence': 0.3332463686656965, 'timestamp': 177458.244748, 'diameter_3d': 3.709176326858242, 'ellipse': {'center': [76.5404379144729, 34.46484574668611], 'axes': [24.34525347668749, 27.195005424346103], 'angle': -54.872132243245794}, 'location': [76.5404379144729, 34.46484574668611], 'diameter': 27.195005424346103, 'sphere': {'center': [-16.365825809400267, -11.405623461233224, 59.995859157836676], 'radius': 12.0}, 'projected_sphere': {'center': [67.48202343385974, 55.52264234032782], 'axes': [135.67487907099598, 135.67487907099598], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 4, 'model_birth_timestamp': 177415.018348, 'theta': 1.4941809179761794, 'phi': -1.196957490267783, 'norm_pos': [0.23918886848272783, 0.8563964760554745], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603852268.664767,"{'circle_3d': {'center': [-11.869969862756314, -12.241706448063715, 48.90134499334264], 'normal': [0.37465466222032945, -0.0696735822358742, -0.9245428470411697], 'radius': 1.8546980744741617}, 'confidence': 0.4200456718990326, 'timestamp': 177458.253148, 'diameter_3d': 3.7093961489483234, 'ellipse': {'center': [77.48752706100053, 35.10920839869689], 'axes': [24.320922334025973, 27.16994339996778], 'angle': -53.469532895888946}, 'location': [77.48752706100053, 35.10920839869689], 'diameter': 27.16994339996778, 'sphere': {'center': [-16.365825809400267, -11.405623461233224, 59.995859157836676], 'radius': 12.0}, 'projected_sphere': {'center': [67.48202343385974, 55.52264234032782], 'axes': [135.67487907099598, 135.67487907099598], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 4, 'model_birth_timestamp': 177415.018348, 'theta': 1.5010662503946781, 'phi': -1.1857874650408, 'norm_pos': [0.24214852206562668, 0.8537116316720963], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603852268.672966,"{'circle_3d': {'center': [-11.974504055033158, -12.168222480754075, 48.8542822503676], 'normal': [0.3659434795305923, -0.06354991829340419, -0.9284647422890892], 'radius': 1.84474249008738}, 'confidence': 0.2848469396704576, 'timestamp': 177458.261548, 'diameter_3d': 3.68948498017476, 'ellipse': {'center': [76.68804353113512, 35.535794951391296], 'axes': [24.31636070312669, 27.051171652454354], 'angle': -53.9783297077218}, 'location': [76.68804353113512, 35.535794951391296], 'diameter': 27.051171652454354, 'sphere': {'center': [-16.365825809400267, -11.405623461233224, 59.995859157836676], 'radius': 12.0}, 'projected_sphere': {'center': [67.48202343385974, 55.52264234032782], 'axes': [135.67487907099598, 135.67487907099598], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 4, 'model_birth_timestamp': 177415.018348, 'theta': 1.5072035552090945, 'phi': -1.1953533638352711, 'norm_pos': [0.23965013603479726, 0.8519341877025363], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603852268.694432,"{'circle_3d': {'center': [-12.04957585006516, -12.129095972211807, 48.82238280468687], 'normal': [0.359687496611259, -0.06028937591488195, -0.931123029429151], 'radius': 1.8494230974951105}, 'confidence': 0.4315718010054506, 'timestamp': 177458.278348, 'diameter_3d': 3.698846194990221, 'ellipse': {'center': [76.11389923619674, 35.7517290025353], 'axes': [24.45612599851345, 27.13817821799978], 'angle': -54.40374530571354}, 'location': [76.11389923619674, 35.7517290025353], 'diameter': 27.13817821799978, 'sphere': {'center': [-16.365825809400267, -11.405623461233224, 59.995859157836676], 'radius': 12.0}, 'projected_sphere': {'center': [67.48202343385974, 55.52264234032782], 'axes': [135.67487907099598, 135.67487907099598], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 4, 'model_birth_timestamp': 177415.018348, 'theta': 1.5104703676176057, 'phi': -1.2021607767686742, 'norm_pos': [0.2378559351131148, 0.8510344624894363], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603852268.711369,"{'circle_3d': {'center': [-12.019605825924113, -12.20564773130594, 48.839231843879865], 'normal': [0.3621849986230128, -0.06666868917272624, -0.9297189428297342], 'radius': 1.8558450684617895}, 'confidence': 0.2584579688863221, 'timestamp': 177458.295148, 'diameter_3d': 3.711690136923579, 'ellipse': {'center': [76.34862271131692, 35.251702129350605], 'axes': [24.46604892717787, 27.22324696863801], 'angle': -54.51514563916909}, 'location': [76.34862271131692, 35.251702129350605], 'diameter': 27.22324696863801, 'sphere': {'center': [-16.365825809400267, -11.405623461233224, 59.995859157836676], 'radius': 12.0}, 'projected_sphere': {'center': [67.48202343385974, 55.52264234032782], 'axes': [135.67487907099598, 135.67487907099598], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 4, 'model_birth_timestamp': 177415.018348, 'theta': 1.5040781513689794, 'phi': -1.1993187776928182, 'norm_pos': [0.23858944597286538, 0.8531179077943725], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603852268.728224,"{'circle_3d': {'center': [-11.998481435571502, -12.27276861618137, 48.85250407955634], 'normal': [0.36394536448573045, -0.07226209624567882, -0.9286129231900282], 'radius': 1.860012851210921}, 'confidence': 0.41808046842514746, 'timestamp': 177458.311948, 'diameter_3d': 3.720025702421842, 'ellipse': {'center': [76.51641944919163, 34.81096765236569], 'axes': [24.456886103775258, 27.277172607629513], 'angle': -54.65351585531676}, 'location': [76.51641944919163, 34.81096765236569], 'diameter': 27.277172607629513, 'sphere': {'center': [-16.365825809400267, -11.405623461233224, 59.995859157836676], 'radius': 12.0}, 'projected_sphere': {'center': [67.48202343385974, 55.52264234032782], 'axes': [135.67487907099598, 135.67487907099598], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 4, 'model_birth_timestamp': 177415.018348, 'theta': 1.4984711924793297, 'phi': -1.1972716526115166, 'norm_pos': [0.23911381077872385, 0.8549543014484763], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
