eye_packets,779
norm_X,norm_Y,phi,theta,confidence,timestamp
1603777172.00277,"{'circle_3d': {'center': [-0.8600629542980222, 3.9045711616619, 32.91615291452931], 'normal': [-0.06920798922246439, 0.42349576300604386, -0.9032505704087388], 'radius': 2.2627570573247042}, 'confidence': 0.9972613837245987, 'timestamp': 102361.720299, 'diameter_3d': 4.5255141146494084, 'ellipse': {'center': [151.2305832172924, 159.6536118696244], 'axes': [39.72600148773879, 46.651307149635215], 'angle': -80.21152494141751}, 'location': [151.2305832172924, 159.6536118696244], 'diameter': 46.651307149635215, 'sphere': {'center': [-0.029567083628449467, -1.1773779944106262, 43.75515975943418], 'radius': 12.0}, 'projected_sphere': {'center': [159.77081367847268, 110.8736710398268], 'axes': [186.03362393723003, 186.03362393723003], 'angle': 90.0}, 'model_confidence': 0.8818375244675769, 'model_id': 24, 'model_birth_timestamp': 102324.525099, 'theta': 2.008097074131713, 'phi': -1.6472679411482523, 'norm_pos': [0.4725955725540388, 0.3347766172098984], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777172.020839,"{'circle_3d': {'center': [-1.0005424461562251, 3.936856207743634, 32.943045471706746], 'normal': [-0.0809146135439813, 0.42618618351285503, -0.9010095239772858], 'radius': 2.2734944166425866}, 'confidence': 0.8687813199752428, 'timestamp': 102361.728699, 'diameter_3d': 4.546988833285173, 'ellipse': {'center': [149.80758835650553, 159.9472515813124], 'axes': [39.71479004660906, 46.8352264703341], 'angle': -78.68338269432367}, 'location': [149.80758835650553, 159.9472515813124], 'diameter': 46.8352264703341, 'sphere': {'center': [-0.029567083628449467, -1.1773779944106262, 43.75515975943418], 'radius': 12.0}, 'projected_sphere': {'center': [159.77081367847268, 110.8736710398268], 'axes': [186.03362393723003, 186.03362393723003], 'angle': 90.0}, 'model_confidence': 0.8815469861522152, 'model_id': 24, 'model_birth_timestamp': 102324.525099, 'theta': 2.011069036200795, 'phi': -1.6603604624565274, 'norm_pos': [0.4681487136140798, 0.3335531184111983], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777172.0375638,"{'circle_3d': {'center': [-1.3472015670988773, 3.946899053842429, 32.984569056008645], 'normal': [-0.10980287362253566, 0.42702308735442124, -0.8975492252854612], 'radius': 2.235314077070514}, 'confidence': 0.9964930563677217, 'timestamp': 102361.737099, 'diameter_3d': 4.470628154141028, 'ellipse': {'center': [146.28866996310575, 160.02271717492565], 'axes': [38.737942078683304, 45.99122947767989], 'angle': -74.86463344724517}, 'location': [146.28866996310575, 160.02271717492565], 'diameter': 45.99122947767989, 'sphere': {'center': [-0.029567083628449467, -1.1773779944106262, 43.75515975943418], 'radius': 12.0}, 'projected_sphere': {'center': [159.77081367847268, 110.8736710398268], 'axes': [186.03362393723003, 186.03362393723003], 'angle': 90.0}, 'model_confidence': 0.8814195939411129, 'model_id': 24, 'model_birth_timestamp': 102324.525099, 'theta': 2.0119943662867334, 'phi': -1.6925277717622171, 'norm_pos': [0.45715209363470544, 0.33323867843780985], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777172.0494668,"{'circle_3d': {'center': [-1.650566296370971, 3.952748432846272, 33.02882933413735], 'normal': [-0.13508326772854348, 0.4275105356047415, -0.8938608687747359], 'radius': 2.2893184770190276}, 'confidence': 0.9973527806733729, 'timestamp': 102361.745499, 'diameter_3d': 4.578636954038055, 'ellipse': {'center': [143.23135017166584, 160.0056377360355], 'axes': [39.33975613605464, 47.041574373751956], 'angle': -71.63573513487886}, 'location': [143.23135017166584, 160.0056377360355], 'diameter': 47.041574373751956, 'sphere': {'center': [-0.029567083628449467, -1.1773779944106262, 43.75515975943418], 'radius': 12.0}, 'projected_sphere': {'center': [159.77081367847268, 110.8736710398268], 'axes': [186.03362393723003, 186.03362393723003], 'angle': 90.0}, 'model_confidence': 0.8813182051782276, 'model_id': 24, 'model_birth_timestamp': 102324.525099, 'theta': 2.012533504066657, 'phi': -1.7207847443194695, 'norm_pos': [0.44759796928645573, 0.33330984276651876], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777172.061075,"{'circle_3d': {'center': [-1.9266520737948565, 3.993464844757724, 33.093853419556936], 'normal': [-0.1580904158472006, 0.43090356993069584, -0.8884421949897704], 'radius': 2.3006025753993136}, 'confidence': 0.9444132312058857, 'timestamp': 102361.753899, 'diameter_3d': 4.601205150798627, 'ellipse': {'center': [140.46494865013804, 160.34077773150003], 'axes': [39.046602755357895, 47.18237975754064], 'angle': -68.94805805921439}, 'location': [140.46494865013804, 160.34077773150003], 'diameter': 47.18237975754064, 'sphere': {'center': [-0.029567083628449467, -1.1773779944106262, 43.75515975943418], 'radius': 12.0}, 'projected_sphere': {'center': [159.77081367847268, 110.8736710398268], 'axes': [186.03362393723003, 186.03362393723003], 'angle': 90.0}, 'model_confidence': 0.8806485539532782, 'model_id': 24, 'model_birth_timestamp': 102324.525099, 'theta': 2.016290163344641, 'phi': -1.7468943038777347, 'norm_pos': [0.43895296453168137, 0.33191342611874985], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777172.072939,"{'circle_3d': {'center': [-2.08378641983771, 3.9799324555020443, 33.11644123500815], 'normal': [-0.171184944684105, 0.4297758708260559, -0.8865598770355024], 'radius': 2.3132964574016075}, 'confidence': 0.9984569782145954, 'timestamp': 102361.762299, 'diameter_3d': 4.626592914803215, 'ellipse': {'center': [138.88790874550423, 160.1720675147205], 'axes': [39.0888023919865, 47.41135874091682], 'angle': -67.32705542863681}, 'location': [138.88790874550423, 160.1720675147205], 'diameter': 47.41135874091682, 'sphere': {'center': [-0.029567083628449467, -1.1773779944106262, 43.75515975943418], 'radius': 12.0}, 'projected_sphere': {'center': [159.77081367847268, 110.8736710398268], 'axes': [186.03362393723003, 186.03362393723003], 'angle': 90.0}, 'model_confidence': 0.8800945361528312, 'model_id': 24, 'model_birth_timestamp': 102324.525099, 'theta': 2.015040866295393, 'phi': -1.7615379323100437, 'norm_pos': [0.43402471482970073, 0.3326163853553312], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777172.0781739,"{'circle_3d': {'center': [-2.4049633103268095, 4.08954805160322, 33.237698906547294], 'normal': [-0.1979496855581967, 0.4389105038344873, -0.8764550710739072], 'radius': 2.2616020151417326}, 'confidence': 0.44085474732168434, 'timestamp': 102361.770699, 'diameter_3d': 4.523204030283465, 'ellipse': {'center': [135.7056579469394, 161.17064669003477], 'axes': [37.33681810238965, 46.18407969960685], 'angle': -64.73404284809024}, 'location': [135.7056579469394, 161.17064669003477], 'diameter': 46.18407969960685, 'sphere': {'center': [-0.029567083628449467, -1.1773779944106262, 43.75515975943418], 'radius': 12.0}, 'projected_sphere': {'center': [159.77081367847268, 110.8736710398268], 'axes': [186.03362393723003, 186.03362393723003], 'angle': 90.0}, 'model_confidence': 0.8800945361528312, 'model_id': 24, 'model_birth_timestamp': 102324.525099, 'theta': 2.0251821098886227, 'phi': -1.7929221692225532, 'norm_pos': [0.4240801810841856, 0.32845563879152173], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777172.089762,"{'circle_3d': {'center': [-2.6209796544386186, 4.082691269426066, 33.28538171844937], 'normal': [-0.215951047567514, 0.4383391053197242, -0.8724815034154002], 'radius': 2.2694902878561023}, 'confidence': 0.4642457694782073, 'timestamp': 102361.779099, 'diameter_3d': 4.538980575712205, 'ellipse': {'center': [133.56106914817178, 161.04342473620267], 'axes': [37.11722071960848, 46.2801456181573], 'angle': -62.7377033146872}, 'location': [133.56106914817178, 161.04342473620267], 'diameter': 46.2801456181573, 'sphere': {'center': [-0.029567083628449467, -1.1773779944106262, 43.75515975943418], 'radius': 12.0}, 'projected_sphere': {'center': [159.77081367847268, 110.8736710398268], 'axes': [186.03362393723003, 186.03362393723003], 'angle': 90.0}, 'model_confidence': 0.8800945361528312, 'model_id': 24, 'model_birth_timestamp': 102324.525099, 'theta': 2.024546283222356, 'phi': -1.8134334936595053, 'norm_pos': [0.41737834108803684, 0.32898573026582223], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777172.0952199,"{'circle_3d': {'center': [-2.6376883653133283, 4.0847640589519045, 33.29057355690061], 'normal': [-0.21734344014040663, 0.4385118377802111, -0.8720488502111309], 'radius': 2.2604341222220476}, 'confidence': 0.4969278701601254, 'timestamp': 102361.787499, 'diameter_3d': 4.520868244444095, 'ellipse': {'center': [133.39426724313034, 161.06289224530585], 'axes': [36.93134409672058, 46.08818609120807], 'angle': -62.59833863795902}, 'location': [133.39426724313034, 161.06289224530585], 'diameter': 46.08818609120807, 'sphere': {'center': [-0.029567083628449467, -1.1773779944106262, 43.75515975943418], 'radius': 12.0}, 'projected_sphere': {'center': [159.77081367847268, 110.8736710398268], 'axes': [186.03362393723003, 186.03362393723003], 'angle': 90.0}, 'model_confidence': 0.8800945361528312, 'model_id': 24, 'model_birth_timestamp': 102324.525099, 'theta': 2.0247384713596195, 'phi': -1.8150530735420978, 'norm_pos': [0.4168570851347823, 0.328904615644559], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777172.107415,"{'circle_3d': {'center': [-2.6718553948215957, 4.086846672514399, 33.300196768745494], 'normal': [-0.22019069259942892, 0.43868538891041897, -0.871246915890724], 'radius': 2.2766856733473957}, 'confidence': 0.5318335452212837, 'timestamp': 102361.795899, 'diameter_3d': 4.553371346694791, 'ellipse': {'center': [133.0608439103522, 161.06501533374325], 'axes': [37.1273675826581, 46.40671220592621], 'angle': -62.30450945015798}, 'location': [133.0608439103522, 161.06501533374325], 'diameter': 46.40671220592621, 'sphere': {'center': [-0.029567083628449467, -1.1773779944106262, 43.75515975943418], 'radius': 12.0}, 'projected_sphere': {'center': [159.77081367847268, 110.8736710398268], 'axes': [186.03362393723003, 186.03362393723003], 'angle': 90.0}, 'model_confidence': 0.8800945361528312, 'model_id': 24, 'model_birth_timestamp': 102324.525099, 'theta': 2.024931588529494, 'phi': -1.818343242424158, 'norm_pos': [0.4158151372198506, 0.32889576944273646], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777172.1139672,"{'circle_3d': {'center': [-2.618206257276254, 3.995400714548864, 33.24129711734153], 'normal': [-0.21571993113731702, 0.4310648924132909, -0.8761552201743873], 'radius': 2.33715998196704}, 'confidence': 0.9973675253001596, 'timestamp': 102361.804299, 'diameter_3d': 4.67431996393408, 'ellipse': {'center': [133.57274911570664, 160.17834357977495], 'axes': [38.54537216897424, 47.7243234985156], 'angle': -62.34614289217073}, 'location': [133.57274911570664, 160.17834357977495], 'diameter': 47.7243234985156, 'sphere': {'center': [-0.029567083628449467, -1.1773779944106262, 43.75515975943418], 'radius': 12.0}, 'projected_sphere': {'center': [159.77081367847268, 110.8736710398268], 'axes': [186.03362393723003, 186.03362393723003], 'angle': 90.0}, 'model_confidence': 0.8799599033540662, 'model_id': 24, 'model_birth_timestamp': 102324.525099, 'theta': 2.0164689418584847, 'phi': -1.8122066503661471, 'norm_pos': [0.41741484098658327, 0.3325902350842711], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
