eye_packets,578
norm_X,norm_Y,phi,theta,confidence,timestamp
1603849153.1642518,"{'circle_3d': {'center': [-18.68698578641833, -16.644907385348525, 82.81220026539802], 'normal': [0.2636310654071402, 0.3853030801252477, -0.8843303668868852], 'radius': 2.0462934934201034}, 'confidence': 0.16905924852182994, 'timestamp': 174342.760428, 'diameter_3d': 4.092586986840207, 'ellipse': {'center': [83.4075271319224, 51.74984543056789], 'axes': [16.60768685266599, 17.279925739060243], 'angle': -63.79381500696881}, 'location': [83.4075271319224, 51.74984543056789], 'diameter': 17.279925739060243, 'sphere': {'center': [-21.850558571304013, -21.2685443468515, 93.42416466804065], 'radius': 12.0}, 'projected_sphere': {'center': [80.67450361324894, 42.78742750524857], 'axes': [87.12875266183222, 87.12875266183222], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 9, 'model_birth_timestamp': 174326.212428, 'theta': 1.9663325656998345, 'phi': -1.2810709096342416, 'norm_pos': [0.2606485222872575, 0.7843756440393005], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603849153.180522,"{'circle_3d': {'center': [-18.652159381793357, -16.54600655342362, 82.86632969044307], 'normal': [0.2665332657925547, 0.39354481611898995, -0.8798195814664651], 'radius': 2.0467666139598513}, 'confidence': 0.16936874316679545, 'timestamp': 174342.777228, 'diameter_3d': 4.0935332279197025, 'ellipse': {'center': [83.59948296168812, 52.19782365655283], 'axes': [16.5786283258896, 17.24708528560313], 'angle': -65.82679419623065}, 'location': [83.59948296168812, 52.19782365655283], 'diameter': 17.24708528560313, 'sphere': {'center': [-21.850558571304013, -21.2685443468515, 93.42416466804065], 'radius': 12.0}, 'projected_sphere': {'center': [80.67450361324894, 42.78742750524857], 'axes': [87.12875266183222, 87.12875266183222], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 9, 'model_birth_timestamp': 174326.212428, 'theta': 1.9752807238544439, 'phi': -1.2766437204980163, 'norm_pos': [0.2612483842552754, 0.7825090680976965], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603849153.181667,"{'circle_3d': {'center': [-18.68242617903855, -16.558667520404313, 82.85155867780465], 'normal': [0.2640110326887885, 0.3924897355372654, -0.8810504991863332], 'radius': 1.9141314100389555}, 'confidence': 0.14079102738389884, 'timestamp': 174342.785628, 'diameter_3d': 3.828262820077911, 'ellipse': {'center': [83.46977420992111, 52.14420454695177], 'axes': [15.506974659911451, 16.141987784478804], 'angle': -65.3822158028676}, 'location': [83.46977420992111, 52.14420454695177], 'diameter': 16.141987784478804, 'sphere': {'center': [-21.850558571304013, -21.2685443468515, 93.42416466804065], 'radius': 12.0}, 'projected_sphere': {'center': [80.67450361324894, 42.78742750524857], 'axes': [87.12875266183222, 87.12875266183222], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 9, 'model_birth_timestamp': 174326.212428, 'theta': 1.974133312216435, 'phi': -1.279656237186196, 'norm_pos': [0.2608430444060035, 0.7827324810543677], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603849153.1949399,"{'circle_3d': {'center': [-18.587260945693792, -17.688036868442904, 82.44551016014458], 'normal': [0.2719414688008519, 0.2983756232007165, -0.9148878756580061], 'radius': 1.983394701892297}, 'confidence': 0.11470840665281601, 'timestamp': 174342.794028, 'diameter_3d': 3.966789403784594, 'ellipse': {'center': [83.47979677569306, 47.174620200823796], 'axes': [16.311503697434695, 16.984474096259483], 'angle': -48.721968263384596}, 'location': [83.47979677569306, 47.174620200823796], 'diameter': 16.984474096259483, 'sphere': {'center': [-21.850558571304013, -21.2685443468515, 93.42416466804065], 'radius': 12.0}, 'projected_sphere': {'center': [80.67450361324894, 42.78742750524857], 'axes': [87.12875266183222, 87.12875266183222], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 9, 'model_birth_timestamp': 174326.212428, 'theta': 1.8737866261113618, 'phi': -1.2818733644359805, 'norm_pos': [0.2608743649240408, 0.8034390824965675], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603849153.1972349,"{'circle_3d': {'center': [-18.56706222985069, -17.041625233351922, 82.68396883260102], 'normal': [0.2736246951211102, 0.3522432594582981, -0.8950163196199686], 'radius': 2.0306562403157633}, 'confidence': 0.414239101055614, 'timestamp': 174342.802428, 'diameter_3d': 4.061312480631527, 'ellipse': {'center': [83.77997993944501, 50.023569281974886], 'axes': [16.596262349511445, 17.21144834880518], 'angle': -57.131321510736335}, 'location': [83.77997993944501, 50.023569281974886], 'diameter': 17.21144834880518, 'sphere': {'center': [-21.850558571304013, -21.2685443468515, 93.42416466804065], 'radius': 12.0}, 'projected_sphere': {'center': [80.67450361324894, 42.78742750524857], 'axes': [87.12875266183222, 87.12875266183222], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 9, 'model_birth_timestamp': 174326.212428, 'theta': 1.930763231668283, 'phi': -1.2740998098256167, 'norm_pos': [0.26181243731076564, 0.7915684613251046], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603849153.204894,"{'circle_3d': {'center': [-18.461074856165368, -17.323676438142726, 82.60984927927703], 'normal': [0.2824569762615538, 0.32873899239239773, -0.9011929490636348], 'radius': 1.9312864179496843}, 'confidence': 0.3158462515673434, 'timestamp': 174342.810828, 'diameter_3d': 3.8625728358993685, 'ellipse': {'center': [84.15106113085943, 48.81352207515056], 'axes': [15.836322230830937, 16.410723266382227], 'angle': -52.43935410838611}, 'location': [84.15106113085943, 48.81352207515056], 'diameter': 16.410723266382227, 'sphere': {'center': [-21.850558571304013, -21.2685443468515, 93.42416466804065], 'radius': 12.0}, 'projected_sphere': {'center': [80.67450361324894, 42.78742750524857], 'axes': [87.12875266183222, 87.12875266183222], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 9, 'model_birth_timestamp': 174326.212428, 'theta': 1.9057643731902392, 'phi': -1.2670683936717382, 'norm_pos': [0.26297206603393575, 0.7966103246868727], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603849153.212723,"{'circle_3d': {'center': [-18.517032737074334, -17.090946619642736, 82.68008337915683], 'normal': [0.27779381951914006, 0.34813314393406375, -0.8953401074069853], 'radius': 2.0402108703343753}, 'confidence': 0.44966475777391807, 'timestamp': 174342.819228, 'diameter_3d': 4.080421740668751, 'ellipse': {'center': [83.98032540743571, 49.81800374432508], 'axes': [16.6864069883899, 17.289286344459658], 'angle': -56.26979255851543}, 'location': [83.98032540743571, 49.81800374432508], 'diameter': 17.289286344459658, 'sphere': {'center': [-21.850558571304013, -21.2685443468515, 93.42416466804065], 'radius': 12.0}, 'projected_sphere': {'center': [80.67450361324894, 42.78742750524857], 'axes': [87.12875266183222, 87.12875266183222], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 9, 'model_birth_timestamp': 174326.212428, 'theta': 1.926375262444307, 'phi': -1.269947766422437, 'norm_pos': [0.2624385168982366, 0.7924249843986455], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603849153.225041,"{'circle_3d': {'center': [-18.561145473906336, -16.89496007312938, 82.74467394631992], 'normal': [0.2741177581164732, 0.36446535614351017, -0.8899575601433942], 'radius': 2.053454268591134}, 'confidence': 0.2986020733430726, 'timestamp': 174342.827628, 'diameter_3d': 4.106908537182268, 'ellipse': {'center': [83.85864192462344, 50.67227991344561], 'axes': [16.746784348215982, 17.362445615005498], 'angle': -59.73310575894178}, 'location': [83.85864192462344, 50.67227991344561], 'diameter': 17.362445615005498, 'sphere': {'center': [-21.850558571304013, -21.2685443468515, 93.42416466804065], 'radius': 12.0}, 'projected_sphere': {'center': [80.67450361324894, 42.78742750524857], 'axes': [87.12875266183222, 87.12875266183222], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 9, 'model_birth_timestamp': 174326.212428, 'theta': 1.9438549307321547, 'phi': -1.2720052241674027, 'norm_pos': [0.26205825601444827, 0.7888655003606433], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603849153.24652,"{'circle_3d': {'center': [-18.01498032589088, -17.379383553304397, 82.73946683210492], 'normal': [0.31963152045109466, 0.3240967327955919, -0.890391486327977], 'radius': 2.07662616291273}, 'confidence': 0.22122316832371505, 'timestamp': 174342.844428, 'diameter_3d': 4.15325232582546, 'ellipse': {'center': [86.08294008554624, 48.6878548703056], 'axes': [17.02428426623054, 17.506748395013616], 'angle': -48.1249466668086}, 'location': [86.08294008554624, 48.6878548703056], 'diameter': 17.506748395013616, 'sphere': {'center': [-21.850558571304013, -21.2685443468515, 93.42416466804065], 'radius': 12.0}, 'projected_sphere': {'center': [80.67450361324894, 42.78742750524857], 'axes': [87.12875266183222, 87.12875266183222], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 9, 'model_birth_timestamp': 174326.212428, 'theta': 1.9008530947855167, 'phi': -1.2261452232027081, 'norm_pos': [0.269009187767332, 0.7971339380403933], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603849153.260514,"{'circle_3d': {'center': [-18.152477546180272, -16.81280941370293, 82.91366406449472], 'normal': [0.3081734187603119, 0.37131124442904756, -0.8758750502954937], 'radius': 2.0554962217445527}, 'confidence': 0.2625037972840699, 'timestamp': 174342.861228, 'diameter_3d': 4.110992443489105, 'ellipse': {'center': [85.67919918607683, 51.14845517384663], 'axes': [16.752499427413788, 17.198598555035595], 'angle': -62.52984164224558}, 'location': [85.67919918607683, 51.14845517384663], 'diameter': 17.198598555035595, 'sphere': {'center': [-21.850558571304013, -21.2685443468515, 93.42416466804065], 'radius': 12.0}, 'projected_sphere': {'center': [80.67450361324894, 42.78742750524857], 'axes': [87.12875266183222, 87.12875266183222], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 9, 'model_birth_timestamp': 174326.212428, 'theta': 1.95121715456942, 'phi': -1.2324776211253554, 'norm_pos': [0.26774749745649007, 0.786881436775639], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603849153.2651122,"{'circle_3d': {'center': [-18.21924320278106, -16.42027981039692, 83.06521299912714], 'normal': [0.30260961404357956, 0.40402204470454817, -0.8632459724094587], 'radius': 2.06151541398479}, 'confidence': 0.24457441550450806, 'timestamp': 174342.869628, 'diameter_3d': 4.12303082796958, 'ellipse': {'center': [85.5427037129683, 52.87091781667819], 'axes': [16.662881146199716, 17.173795206094326], 'angle': -73.05681716414107}, 'location': [85.5427037129683, 52.87091781667819], 'diameter': 17.173795206094326, 'sphere': {'center': [-21.850558571304013, -21.2685443468515, 93.42416466804065], 'radius': 12.0}, 'projected_sphere': {'center': [80.67450361324894, 42.78742750524857], 'axes': [87.12875266183222, 87.12875266183222], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 9, 'model_birth_timestamp': 174326.212428, 'theta': 1.9867058080985758, 'phi': -1.2336329152393153, 'norm_pos': [0.26732094910302595, 0.7797045090971743], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
