eye_packets,764
norm_X,norm_Y,phi,theta,confidence,timestamp
1603777145.59374,"{'circle_3d': {'center': [-1.1760062433909972, 3.8465689263777394, 31.761004229598043], 'normal': [-0.08581886064352662, 0.4233378952663845, -0.9018980815975133], 'radius': 2.283815700500037}, 'confidence': 0.9984861502006696, 'timestamp': 102335.369499, 'diameter_3d': 4.567631401000074, 'ellipse': {'center': [147.56560944474572, 160.44552030447892], 'axes': [41.37309996766083, 48.80198047250887], 'angle': -77.62769443367641}, 'location': [147.56560944474572, 160.44552030447892], 'diameter': 48.80198047250887, 'sphere': {'center': [-0.14617991566867786, -1.233485816818875, 42.5837812087682], 'radius': 12.0}, 'projected_sphere': {'center': [158.83573199310726, 110.1757497470913], 'axes': [191.1509665168942, 191.1509665168942], 'angle': 90.0}, 'model_confidence': 0.8741955389843015, 'model_id': 24, 'model_birth_timestamp': 102324.525099, 'theta': 2.007922814672263, 'phi': -1.6656643092074541, 'norm_pos': [0.46114252951483037, 0.33147699873133785], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777145.594056,"{'circle_3d': {'center': [-1.1895508769272125, 3.8074945040072796, 31.744044383446017], 'normal': [-0.0869475801048779, 0.4200816934021795, -0.9033114021101821], 'radius': 2.268971086717519}, 'confidence': 0.9413309637221886, 'timestamp': 102335.377899, 'diameter_3d': 4.537942173435038, 'ellipse': {'center': [147.41470901640324, 160.06065800761425], 'axes': [41.23266253735422, 48.51014209469217], 'angle': -77.37326379625311}, 'location': [147.41470901640324, 160.06065800761425], 'diameter': 48.51014209469217, 'sphere': {'center': [-0.14617991566867786, -1.233485816818875, 42.5837812087682], 'radius': 12.0}, 'projected_sphere': {'center': [158.83573199310726, 110.1757497470913], 'axes': [191.1509665168942, 191.1509665168942], 'angle': 90.0}, 'model_confidence': 0.8744294291800236, 'model_id': 24, 'model_birth_timestamp': 102324.525099, 'theta': 2.004331666626951, 'phi': -1.6667549773911416, 'norm_pos': [0.4606709656762601, 0.33308059163494064], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777145.5942001,"{'circle_3d': {'center': [-1.178493685351476, 3.836128164932582, 31.756346500724312], 'normal': [-0.08602614747356652, 0.4224678318126214, -0.902286225670324], 'radius': 2.29243148480844}, 'confidence': 0.9452288746693829, 'timestamp': 102335.386299, 'diameter_3d': 4.58486296961688, 'ellipse': {'center': [147.53858175637905, 160.33592618105712], 'axes': [41.5653235648573, 48.99338248880251], 'angle': -77.57284536195638}, 'location': [147.53858175637905, 160.33592618105712], 'diameter': 48.99338248880251, 'sphere': {'center': [-0.14617991566867786, -1.233485816818875, 42.5837812087682], 'radius': 12.0}, 'projected_sphere': {'center': [158.83573199310726, 110.1757497470913], 'axes': [191.1509665168942, 191.1509665168942], 'angle': 90.0}, 'model_confidence': 0.8743504496872445, 'model_id': 24, 'model_birth_timestamp': 102324.525099, 'theta': 2.0069626651545485, 'phi': -1.6658514138427107, 'norm_pos': [0.46105806798868454, 0.33193364091226196], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777145.59436,"{'circle_3d': {'center': [-1.1627661475808577, 3.841232423754974, 31.75724957523599], 'normal': [-0.08471551932601498, 0.4228931867144874, -0.9022109694610176], 'radius': 2.2758523577318774}, 'confidence': 0.9994711276755772, 'timestamp': 102335.394699, 'diameter_3d': 4.551704715463755, 'ellipse': {'center': [147.70317537932237, 160.3979303799186], 'axes': [41.25804837934739, 48.63730296814561], 'angle': -77.76396220461126}, 'location': [147.70317537932237, 160.3979303799186], 'diameter': 48.63730296814561, 'sphere': {'center': [-0.14617991566867786, -1.233485816818875, 42.5837812087682], 'radius': 12.0}, 'projected_sphere': {'center': [158.83573199310726, 110.1757497470913], 'axes': [191.1509665168942, 191.1509665168942], 'angle': 90.0}, 'model_confidence': 0.8746711917169248, 'model_id': 24, 'model_birth_timestamp': 102324.525099, 'theta': 2.0074320074011722, 'phi': -1.6644195019453327, 'norm_pos': [0.46157242306038243, 0.3316752900836726], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777145.5945852,"{'circle_3d': {'center': [-1.1672335985332005, 3.8159851485502942, 31.745871246667456], 'normal': [-0.08508780690537689, 0.42078924711409743, -0.9031591635083953], 'radius': 2.2759566910631923}, 'confidence': 0.9778613461372376, 'timestamp': 102335.403099, 'diameter_3d': 4.551913382126385, 'ellipse': {'center': [147.6518794358975, 160.14441114151936], 'axes': [41.34701392885077, 48.65679834574876], 'angle': -77.64905356207792}, 'location': [147.6518794358975, 160.14441114151936], 'diameter': 48.65679834574876, 'sphere': {'center': [-0.14617991566867786, -1.233485816818875, 42.5837812087682], 'radius': 12.0}, 'projected_sphere': {'center': [158.83573199310726, 110.1757497470913], 'axes': [191.1509665168942, 191.1509665168942], 'angle': 90.0}, 'model_confidence': 0.8748810499199289, 'model_id': 24, 'model_birth_timestamp': 102324.525099, 'theta': 2.0051114927482487, 'phi': -1.6647303780327456, 'norm_pos': [0.4614121232371797, 0.3327316202436693], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777145.5948281,"{'circle_3d': {'center': [-1.2015141689702844, 3.832923324300392, 31.757065731367334], 'normal': [-0.08794452110846722, 0.42220076175993887, -0.9022262897834056], 'radius': 2.258786664428126}, 'confidence': 0.999612482093834, 'timestamp': 102335.411499, 'diameter_3d': 4.517573328856252, 'ellipse': {'center': [147.2920803485276, 160.31975451643206], 'axes': [40.94743598737822, 48.27263430184708], 'angle': -77.30422607204143}, 'location': [147.2920803485276, 160.31975451643206], 'diameter': 48.27263430184708, 'sphere': {'center': [-0.14617991566867786, -1.233485816818875, 42.5837812087682], 'radius': 12.0}, 'projected_sphere': {'center': [158.83573199310726, 110.1757497470913], 'axes': [191.1509665168942, 191.1509665168942], 'angle': 90.0}, 'model_confidence': 0.8753866969071655, 'model_id': 24, 'model_birth_timestamp': 102324.525099, 'theta': 2.006668028983709, 'phi': -1.6679643741771357, 'norm_pos': [0.46028775108914877, 0.33200102284819977], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777145.595201,"{'circle_3d': {'center': [-1.1815214072264215, 3.830403040830169, 31.753956758056322], 'normal': [-0.08627845762981197, 0.4219907381374203, -0.9024853708926566], 'radius': 2.273013737428839}, 'confidence': 0.9022343351891219, 'timestamp': 102335.419899, 'diameter_3d': 4.546027474857678, 'ellipse': {'center': [147.5036185636862, 160.28895463333657], 'axes': [41.23072123567532, 48.581619427754866], 'angle': -77.52389252737262}, 'location': [147.5036185636862, 160.28895463333657], 'diameter': 48.581619427754866, 'sphere': {'center': [-0.14617991566867786, -1.233485816818875, 42.5837812087682], 'radius': 12.0}, 'projected_sphere': {'center': [158.83573199310726, 110.1757497470913], 'axes': [191.1509665168942, 191.1509665168942], 'angle': 90.0}, 'model_confidence': 0.8750574540485445, 'model_id': 24, 'model_birth_timestamp': 102324.525099, 'theta': 2.0064363557913287, 'phi': -1.6661076126485372, 'norm_pos': [0.46094880801151933, 0.3321293556944309], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777145.60142,"{'circle_3d': {'center': [-1.1572219426484756, 3.8533393591981433, 31.76241328930811], 'normal': [-0.08425350224831649, 0.42390209800141815, -0.9017806599550076], 'radius': 2.2662933148159774}, 'confidence': 0.9617093267181406, 'timestamp': 102335.428299, 'diameter_3d': 4.532586629631955, 'ellipse': {'center': [147.76256495037507, 160.5250137649387], 'axes': [41.045291664689536, 48.425014328574115], 'angle': -77.85714754336249}, 'location': [147.76256495037507, 160.5250137649387], 'diameter': 48.425014328574115, 'sphere': {'center': [-0.14617991566867786, -1.233485816818875, 42.5837812087682], 'radius': 12.0}, 'projected_sphere': {'center': [158.83573199310726, 110.1757497470913], 'axes': [191.1509665168942, 191.1509665168942], 'angle': 90.0}, 'model_confidence': 0.87516774248938, 'model_id': 24, 'model_birth_timestamp': 102324.525099, 'theta': 2.0085456650129356, 'phi': -1.6639560351423155, 'norm_pos': [0.46175801546992207, 0.3311457759794221], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777145.613396,"{'circle_3d': {'center': [-1.1645106226719328, 3.832411741020974, 31.75328332064475], 'normal': [-0.08486089225027126, 0.42215812981998735, -0.9025414906769541], 'radius': 2.2851895473610835}, 'confidence': 0.9997822668269905, 'timestamp': 102335.436699, 'diameter_3d': 4.570379094722167, 'ellipse': {'center': [147.6843192970771, 160.30423926739815], 'axes': [41.458097887732585, 48.84308108117833], 'angle': -77.72183448111814}, 'location': [147.6843192970771, 160.30423926739815], 'diameter': 48.84308108117833, 'sphere': {'center': [-0.14617991566867786, -1.233485816818875, 42.5837812087682], 'radius': 12.0}, 'projected_sphere': {'center': [158.83573199310726, 110.1757497470913], 'axes': [191.1509665168942, 191.1509665168942], 'angle': 90.0}, 'model_confidence': 0.8752329708039297, 'model_id': 24, 'model_birth_timestamp': 102324.525099, 'theta': 2.0066210004537566, 'phi': -1.6645450774811077, 'norm_pos': [0.461513497803366, 0.3320656697191744], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777145.6135309,"{'circle_3d': {'center': [-1.1699831832970227, 3.8586282482163208, 31.766101179396642], 'normal': [-0.08531693896902873, 0.42434283875293294, -0.9014733357809633], 'radius': 2.282073260388236}, 'confidence': 0.9819407954928978, 'timestamp': 102335.445099, 'diameter_3d': 4.564146520776472, 'ellipse': {'center': [147.63086183666192, 160.56785679446705], 'axes': [41.30262244666734, 48.7569515805116], 'angle': -77.72628369174345}, 'location': [147.63086183666192, 160.56785679446705], 'diameter': 48.7569515805116, 'sphere': {'center': [-0.14617991566867786, -1.233485816818875, 42.5837812087682], 'radius': 12.0}, 'projected_sphere': {'center': [158.83573199310726, 110.1757497470913], 'axes': [191.1509665168942, 191.1509665168942], 'angle': 90.0}, 'model_confidence': 0.8752868536124003, 'model_id': 24, 'model_birth_timestamp': 102324.525099, 'theta': 2.009032346110207, 'phi': -1.6651569325331126, 'norm_pos': [0.4613464432395685, 0.33096726335638726], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777145.613625,"{'circle_3d': {'center': [-1.174430090405405, 3.8288439338325837, 31.752552327712138], 'normal': [-0.08568751456139392, 0.4218608125542882, -0.9026024067546721], 'radius': 2.255766697922909}, 'confidence': 0.995543744096858, 'timestamp': 102335.453499, 'diameter_3d': 4.511533395845818, 'ellipse': {'center': [147.57613603778486, 160.2835513484381], 'axes': [40.928338044036856, 48.21473807389438], 'angle': -77.60031319832332}, 'location': [147.57613603778486, 160.2835513484381], 'diameter': 48.21473807389438, 'sphere': {'center': [-0.14617991566867786, -1.233485816818875, 42.5837812087682], 'radius': 12.0}, 'projected_sphere': {'center': [158.83573199310726, 110.1757497470913], 'axes': [191.1509665168942, 191.1509665168942], 'angle': 90.0}, 'model_confidence': 0.8749855594639477, 'model_id': 24, 'model_birth_timestamp': 102324.525099, 'theta': 2.0062930497797025, 'phi': -1.6654465064287245, 'norm_pos': [0.4611754251180777, 0.332151869381508], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
