eye_packets,778
norm_X,norm_Y,phi,theta,confidence,timestamp
1603851074.24141,"{'circle_3d': {'center': [-8.01555129957002, -4.247291289546099, 27.888655554568707], 'normal': [0.30531037003200606, 0.14457791391262317, -0.9412134745952131], 'radius': 1.1550044779547466}, 'confidence': 0.3976414883754924, 'timestamp': 176263.833375, 'diameter_3d': 2.310008955909493, 'ellipse': {'center': [62.33376619786199, 68.25790200427508], 'axes': [28.0923150548727, 29.534279370290363], 'angle': -61.82734000560048}, 'location': [62.33376619786199, 68.25790200427508], 'diameter': 29.534279370290363, 'sphere': {'center': [-11.679275739954093, -5.982226256497577, 39.18321724971126], 'radius': 12.0}, 'projected_sphere': {'center': [58.906019189432484, 68.21878686278741], 'axes': [207.74023950419695, 207.74023950419695], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 14, 'model_birth_timestamp': 176218.473375, 'theta': 1.7158827181351632, 'phi': -1.2571257378465037, 'norm_pos': [0.19479301936831872, 0.7155920749821871], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851074.2497249,"{'circle_3d': {'center': [-8.019529983970985, -4.24437626825388, 27.88781382973883], 'normal': [0.30497881299859236, 0.14482083235364138, -0.9412836183310364], 'radius': 1.160703998037362}, 'confidence': 0.6374652223065838, 'timestamp': 176263.841775, 'diameter_3d': 2.321407996074724, 'ellipse': {'center': [62.28076463547873, 68.29078386404892], 'axes': [28.232044370747825, 29.681956848652124], 'angle': -61.86671046415457}, 'location': [62.28076463547873, 68.29078386404892], 'diameter': 29.681956848652124, 'sphere': {'center': [-11.679275739954093, -5.982226256497577, 39.18321724971126], 'radius': 12.0}, 'projected_sphere': {'center': [58.906019189432484, 68.21878686278741], 'axes': [207.74023950419695, 207.74023950419695], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 14, 'model_birth_timestamp': 176218.473375, 'theta': 1.716128220324137, 'phi': -1.2574663511456985, 'norm_pos': [0.19462738948587105, 0.7154550672331295], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851074.2573419,"{'circle_3d': {'center': [-8.014140498689608, -4.241470665149729, 27.89000895293252], 'normal': [0.3054279367720405, 0.14506296594565404, -0.9411006913982289], 'radius': 1.1778470652530253}, 'confidence': 0.4982787176355625, 'timestamp': 176263.850175, 'diameter_3d': 2.3556941305060506, 'ellipse': {'center': [62.348150457175336, 68.32736241501689], 'axes': [28.64685747818204, 30.115311289440076], 'angle': -61.86038022827356}, 'location': [62.348150457175336, 68.32736241501689], 'diameter': 30.115311289440076, 'sphere': {'center': [-11.679275739954093, -5.982226256497577, 39.18321724971126], 'radius': 12.0}, 'projected_sphere': {'center': [58.906019189432484, 68.21878686278741], 'axes': [207.74023950419695, 207.74023950419695], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 14, 'model_birth_timestamp': 176218.473375, 'theta': 1.7163729380953667, 'phi': -1.256977540418694, 'norm_pos': [0.19483797017867294, 0.7153026566040963], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851074.265495,"{'circle_3d': {'center': [-8.008725731685402, -4.238574479395908, 27.892214587546626], 'normal': [0.30587916735572424, 0.1453043147584724, -0.9409168885137197], 'radius': 1.1621650658899139}, 'confidence': 0.581927613340628, 'timestamp': 176263.858575, 'diameter_3d': 2.3243301317798277, 'ellipse': {'center': [62.426595353723215, 68.36899485872712], 'axes': [28.263146055074905, 29.7090153026986], 'angle': -61.85354242624631}, 'location': [62.426595353723215, 68.36899485872712], 'diameter': 29.7090153026986, 'sphere': {'center': [-11.679275739954093, -5.982226256497577, 39.18321724971126], 'radius': 12.0}, 'projected_sphere': {'center': [58.906019189432484, 68.21878686278741], 'axes': [207.74023950419695, 207.74023950419695], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 14, 'model_birth_timestamp': 176218.473375, 'theta': 1.716616871449704, 'phi': -1.2564863959567112, 'norm_pos': [0.19508311048038504, 0.715129188088637], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851074.273386,"{'circle_3d': {'center': [-8.111292248951825, -4.354495255714192, 27.84214209798848], 'normal': [0.2973319575835224, 0.13564425006528208, -0.9450895959768988], 'radius': 1.163381426255755}, 'confidence': 0.514053331119009, 'timestamp': 176263.866975, 'diameter_3d': 2.32676285251151, 'ellipse': {'center': [61.00604986044577, 66.86915346071801], 'axes': [28.340174929060716, 29.856225652091705], 'angle': -61.627202170545736}, 'location': [61.00604986044577, 66.86915346071801], 'diameter': 29.856225652091705, 'sphere': {'center': [-11.679275739954093, -5.982226256497577, 39.18321724971126], 'radius': 12.0}, 'projected_sphere': {'center': [58.906019189432484, 68.21878686278741], 'axes': [207.74023950419695, 207.74023950419695], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 14, 'model_birth_timestamp': 176218.473375, 'theta': 1.7068600203879905, 'phi': -1.265992917758036, 'norm_pos': [0.19064390581389304, 0.7213785272470083], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851074.281683,"{'circle_3d': {'center': [-8.098260438922054, -4.343362024833448, 27.847854289313993], 'normal': [0.29841794175266995, 0.13657201930534407, -0.9446135800331059], 'radius': 1.1870530286614343}, 'confidence': 0.4181793990970816, 'timestamp': 176263.875375, 'diameter_3d': 2.3741060573228685, 'ellipse': {'center': [61.1768404911012, 67.01157703642974], 'axes': [28.911280282943014, 30.450794743065387], 'angle': -61.62870034869212}, 'location': [61.1768404911012, 67.01157703642974], 'diameter': 30.450794743065387, 'sphere': {'center': [-11.679275739954093, -5.982226256497577, 39.18321724971126], 'radius': 12.0}, 'projected_sphere': {'center': [58.906019189432484, 68.21878686278741], 'axes': [207.74023950419695, 207.74023950419695], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 14, 'model_birth_timestamp': 176218.473375, 'theta': 1.7077965045982062, 'phi': -1.2648029861364234, 'norm_pos': [0.19117762653469125, 0.7207850956815427], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851074.290101,"{'circle_3d': {'center': [-7.981024199461158, -4.3420785532493875, 27.885746247103143], 'normal': [0.3081876283744112, 0.13667897527068243, -0.94145591688401], 'radius': 1.1485556609672605}, 'confidence': 0.4775832779480853, 'timestamp': 176263.883775, 'diameter_3d': 2.297111321934521, 'ellipse': {'center': [62.74412574512553, 67.10470358966877], 'axes': [27.931170439761992, 29.378801231710707], 'angle': -61.029933325586036}, 'location': [62.74412574512553, 67.10470358966877], 'diameter': 29.378801231710707, 'sphere': {'center': [-11.679275739954093, -5.982226256497577, 39.18321724971126], 'radius': 12.0}, 'projected_sphere': {'center': [58.906019189432484, 68.21878686278741], 'axes': [207.74023950419695, 207.74023950419695], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 14, 'model_birth_timestamp': 176218.473375, 'theta': 1.7079044730081552, 'phi': -1.2544384521632066, 'norm_pos': [0.19607539295351728, 0.7203970683763801], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851074.3013601,"{'circle_3d': {'center': [-7.990069161446701, -4.222024000793946, 27.90086630497844], 'normal': [0.3074338815422826, 0.14668352130863593, -0.9401959120610686], 'radius': 1.1504033965392044}, 'confidence': 0.5437838417468566, 'timestamp': 176263.892175, 'diameter_3d': 2.300806793078409, 'ellipse': {'center': [62.68661232966777, 68.58728507087974], 'axes': [27.968690570155047, 29.38791374306888], 'angle': -61.876985634848054}, 'location': [62.68661232966777, 68.58728507087974], 'diameter': 29.38791374306888, 'sphere': {'center': [-11.679275739954093, -5.982226256497577, 39.18321724971126], 'radius': 12.0}, 'projected_sphere': {'center': [58.906019189432484, 68.21878686278741], 'axes': [207.74023950419695, 207.74023950419695], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 14, 'model_birth_timestamp': 176218.473375, 'theta': 1.7180110156947161, 'phi': -1.2547663441922947, 'norm_pos': [0.19589566353021176, 0.714219645538001], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851074.309269,"{'circle_3d': {'center': [-7.984089095227246, -4.229015864559632, 27.901734679488804], 'normal': [0.307932220393904, 0.14610086599482872, -0.9401235475185383], 'radius': 1.1669343964962708}, 'confidence': 0.5142259041752292, 'timestamp': 176263.900575, 'diameter_3d': 2.3338687929925417, 'ellipse': {'center': [62.75668510471394, 68.50160373597612], 'axes': [28.369343186177208, 29.808496944221517], 'angle': -61.796915645049815}, 'location': [62.75668510471394, 68.50160373597612], 'diameter': 29.808496944221517, 'sphere': {'center': [-11.679275739954093, -5.982226256497577, 39.18321724971126], 'radius': 12.0}, 'projected_sphere': {'center': [58.906019189432484, 68.21878686278741], 'axes': [207.74023950419695, 207.74023950419695], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 14, 'model_birth_timestamp': 176218.473375, 'theta': 1.7174220148479211, 'phi': -1.2542648125016331, 'norm_pos': [0.19611464095223105, 0.7145766511000995], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851074.317305,"{'circle_3d': {'center': [-7.9841944005109555, -4.107580393128684, 27.921242432573152], 'normal': [0.30792344495359486, 0.15622048861407442, -0.938497901428176], 'radius': 1.1515027414012666}, 'confidence': 0.5328029962745319, 'timestamp': 176263.908975, 'diameter_3d': 2.3030054828025333, 'ellipse': {'center': [62.828308022433404, 70.00985362072154], 'axes': [27.977757810572726, 29.36664228109985], 'angle': -62.72865829899952}, 'location': [62.828308022433404, 70.00985362072154], 'diameter': 29.36664228109985, 'sphere': {'center': [-11.679275739954093, -5.982226256497577, 39.18321724971126], 'radius': 12.0}, 'projected_sphere': {'center': [58.906019189432484, 68.21878686278741], 'axes': [207.74023950419695, 207.74023950419695], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 14, 'model_birth_timestamp': 176218.473375, 'theta': 1.7276593195201857, 'phi': -1.2537609470669515, 'norm_pos': [0.1963384625701044, 0.7082922765803269], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851074.325611,"{'circle_3d': {'center': [-8.204170121668227, -4.113004325758563, 27.850536617336488], 'normal': [0.2895921348571555, 0.15576849422825112, -0.9443900526978979], 'radius': 1.1669720350180506}, 'confidence': 0.3708786842033132, 'timestamp': 176263.917375, 'diameter_3d': 2.333944070036101, 'ellipse': {'center': [59.90777307857388, 69.81471487147535], 'axes': [28.424190866520405, 29.927720410135727], 'angle': -63.458464502356456}, 'location': [59.90777307857388, 69.81471487147535], 'diameter': 29.927720410135727, 'sphere': {'center': [-11.679275739954093, -5.982226256497577, 39.18321724971126], 'radius': 12.0}, 'projected_sphere': {'center': [58.906019189432484, 68.21878686278741], 'axes': [207.74023950419695, 207.74023950419695], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 14, 'model_birth_timestamp': 176218.473375, 'theta': 1.7272017232017305, 'phi': -1.2732547478865166, 'norm_pos': [0.18721179087054338, 0.709105354702186], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
