eye_packets,798
norm_X,norm_Y,phi,theta,confidence,timestamp
1603777096.085568,"{'circle_3d': {'center': [-2.0554342774580228, 4.076391571903139, 37.07152276488917], 'normal': [-0.05990155829562994, 0.4521256230825697, -0.8899405734463135], 'radius': 2.5331970072555543}, 'confidence': 0.9966477461772785, 'timestamp': 102278.207499, 'diameter_3d': 5.066394014511109, 'ellipse': {'center': [141.2612537744398, 156.6929357384279], 'axes': [38.807695087568554, 46.40091987810924], 'angle': -79.49916902073409}, 'location': [141.2612537744398, 156.6929357384279], 'diameter': 46.40091987810924, 'sphere': {'center': [-1.3366155779104636, -1.3491159050876977, 47.750809646244925], 'radius': 12.0}, 'projected_sphere': {'center': [150.50630539672562, 110.41751824608714], 'axes': [170.46686739562153, 170.46686739562153], 'angle': 90.0}, 'model_confidence': 0.782961462174836, 'model_id': 11, 'model_birth_timestamp': 102238.559499, 'theta': 2.0399433381443184, 'phi': -1.6380045676318613, 'norm_pos': [0.4414414180451244, 0.3471127677565504], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777096.0912378,"{'circle_3d': {'center': [-2.0712011895038858, 4.059170159442215, 37.06386313082475], 'normal': [-0.06121546763278519, 0.4506905053774927, -0.8905788762850148], 'radius': 2.5568134910817673}, 'confidence': 0.9982795517708825, 'timestamp': 102278.215899, 'diameter_3d': 5.1136269821635345, 'ellipse': {'center': [141.11626513146427, 156.5327719694854], 'axes': [39.21992063086644, 46.843628979656756], 'angle': -79.29328554669179}, 'location': [141.11626513146427, 156.5327719694854], 'diameter': 46.843628979656756, 'sphere': {'center': [-1.3366155779104636, -1.3491159050876977, 47.750809646244925], 'radius': 12.0}, 'projected_sphere': {'center': [150.50630539672562, 110.41751824608714], 'axes': [170.46686739562153, 170.46686739562153], 'angle': 90.0}, 'model_confidence': 0.7836609265806316, 'model_id': 11, 'model_birth_timestamp': 102238.559499, 'theta': 2.0383350341904607, 'phi': -1.6394250947427207, 'norm_pos': [0.44098832853582587, 0.3477801167938108], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777096.0976949,"{'circle_3d': {'center': [-2.0428859633348555, 4.063873332588099, 37.06433550107064], 'normal': [-0.05885586545203266, 0.4510824364729831, -0.8905395120978571], 'radius': 2.5589508283539537}, 'confidence': 0.8862052128314538, 'timestamp': 102278.224299, 'diameter_3d': 5.117901656707907, 'ellipse': {'center': [141.37256997528297, 156.57384517846478], 'axes': [39.25423084745511, 46.882033400997365], 'angle': -79.60510662590283}, 'location': [141.37256997528297, 156.57384517846478], 'diameter': 46.882033400997365, 'sphere': {'center': [-1.3366155779104636, -1.3491159050876977, 47.750809646244925], 'radius': 12.0}, 'projected_sphere': {'center': [150.50630539672562, 110.41751824608714], 'axes': [170.46686739562153, 170.46686739562153], 'angle': 90.0}, 'model_confidence': 0.7841178962061157, 'model_id': 11, 'model_birth_timestamp': 102238.559499, 'theta': 2.038774132676835, 'phi': -1.6367904755892537, 'norm_pos': [0.4417892811727593, 0.3476089784230634], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777096.097802,"{'circle_3d': {'center': [-2.0440601617728853, 4.056552769970858, 37.060708227817955], 'normal': [-0.058953715321868466, 0.45047238958821295, -0.8908417848689144], 'radius': 2.5860997365557794}, 'confidence': 0.9970290513318922, 'timestamp': 102278.232699, 'diameter_3d': 5.172199473111559, 'ellipse': {'center': [141.3616346041876, 156.49778394871618], 'axes': [39.69640644260794, 47.38452240307945], 'angle': -79.57641760041675}, 'location': [141.3616346041876, 156.49778394871618], 'diameter': 47.38452240307945, 'sphere': {'center': [-1.3366155779104636, -1.3491159050876977, 47.750809646244925], 'radius': 12.0}, 'projected_sphere': {'center': [150.50630539672562, 110.41751824608714], 'axes': [170.46686739562153, 170.46686739562153], 'angle': 90.0}, 'model_confidence': 0.7832518680670808, 'model_id': 11, 'model_birth_timestamp': 102238.559499, 'theta': 2.038090711170738, 'phi': -1.636877509582909, 'norm_pos': [0.44175510813808627, 0.34792590021368264], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777096.1038752,"{'circle_3d': {'center': [-2.035338952874357, 3.9843791389596603, 37.02394541384218], 'normal': [-0.058226947913657796, 0.4444579203372798, -0.8939053527002289], 'radius': 2.5046291488382657}, 'confidence': 0.9995883210033577, 'timestamp': 102278.241099, 'diameter_3d': 5.009258297676531, 'ellipse': {'center': [141.41865268359314, 155.9158998843427], 'axes': [38.691421408156216, 45.93539312535421], 'angle': -79.51157491357313}, 'location': [141.41865268359314, 155.9158998843427], 'diameter': 45.93539312535421, 'sphere': {'center': [-1.3366155779104636, -1.3491159050876977, 47.750809646244925], 'radius': 12.0}, 'projected_sphere': {'center': [150.50630539672562, 110.41751824608714], 'axes': [170.46686739562153, 170.46686739562153], 'angle': 90.0}, 'model_confidence': 0.7850814822351171, 'model_id': 11, 'model_birth_timestamp': 102238.559499, 'theta': 2.031365361841479, 'phi': -1.6358421462024482, 'norm_pos': [0.4419332896362286, 0.35035041714857207], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777096.115514,"{'circle_3d': {'center': [-2.033358577243823, 3.9889417977455235, 37.02608637922759], 'normal': [-0.05806191661111328, 0.44483814190276844, -0.8937269389181108], 'radius': 2.5315632161535238}, 'confidence': 0.9121155624509951, 'timestamp': 102278.249499, 'diameter_3d': 5.0631264323070475, 'ellipse': {'center': [141.4389822940446, 155.9426983980386], 'axes': [39.09406706084637, 46.427160238675896], 'angle': -79.54291529933809}, 'location': [141.4389822940446, 155.9426983980386], 'diameter': 46.427160238675896, 'sphere': {'center': [-1.3366155779104636, -1.3491159050876977, 47.750809646244925], 'radius': 12.0}, 'projected_sphere': {'center': [150.50630539672562, 110.41751824608714], 'axes': [170.46686739562153, 170.46686739562153], 'angle': 90.0}, 'model_confidence': 0.7852944206454104, 'model_id': 11, 'model_birth_timestamp': 102238.559499, 'theta': 2.031789855853447, 'phi': -1.6356712177295698, 'norm_pos': [0.4419968196688894, 0.35023875667483917], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777096.133429,"{'circle_3d': {'center': [-2.0254303912432636, 4.016243074045165, 37.03920578977358], 'normal': [-0.05740123444440002, 0.44711324826107185, -0.892633654705945], 'radius': 2.541433053432324}, 'confidence': 0.9963220497909168, 'timestamp': 102278.257899, 'diameter_3d': 5.082866106864648, 'ellipse': {'center': [141.51749861314963, 156.17360126977655], 'axes': [39.158729705240674, 46.59193478608145], 'angle': -79.68837011783532}, 'location': [141.51749861314963, 156.17360126977655], 'diameter': 46.59193478608145, 'sphere': {'center': [-1.3366155779104636, -1.3491159050876977, 47.750809646244925], 'radius': 12.0}, 'projected_sphere': {'center': [150.50630539672562, 110.41751824608714], 'axes': [170.46686739562153, 170.46686739562153], 'angle': 90.0}, 'model_confidence': 0.784199383164419, 'model_id': 11, 'model_birth_timestamp': 102238.559499, 'theta': 2.034331747318279, 'phi': -1.6350133861859928, 'norm_pos': [0.4422421831660926, 0.34927666137593105], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777096.1387,"{'circle_3d': {'center': [-2.0420826283779436, 4.028085934023565, 37.046230410134655], 'normal': [-0.05878892087229001, 0.4481001532592719, -0.892048269675856], 'radius': 2.519607064684044}, 'confidence': 0.9981973051812707, 'timestamp': 102278.266299, 'diameter_3d': 5.039214129368088, 'ellipse': {'center': [141.36910074697025, 156.28489226824374], 'axes': [38.77169228811287, 46.18286359083147], 'angle': -79.53561935704101}, 'location': [141.36910074697025, 156.28489226824374], 'diameter': 46.18286359083147, 'sphere': {'center': [-1.3366155779104636, -1.3491159050876977, 47.750809646244925], 'radius': 12.0}, 'projected_sphere': {'center': [150.50630539672562, 110.41751824608714], 'axes': [170.46686739562153, 170.46686739562153], 'angle': 90.0}, 'model_confidence': 0.7838842613106745, 'model_id': 11, 'model_birth_timestamp': 102238.559499, 'theta': 2.0354353834081045, 'phi': -1.6366044589646234, 'norm_pos': [0.441778439834282, 0.34881294888231773], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777096.1442418,"{'circle_3d': {'center': [-2.0264662365280772, 4.033443513361315, 37.047905359292216], 'normal': [-0.05748755488480116, 0.44854661820408437, -0.8919086905793924], 'radius': 2.5211376713304037}, 'confidence': 0.9975210099972234, 'timestamp': 102278.274699, 'diameter_3d': 5.042275342660807, 'ellipse': {'center': [141.51125988732352, 156.3311638744514], 'axes': [38.786531115655734, 46.20876593330781], 'angle': -79.71479755153567}, 'location': [141.51125988732352, 156.3311638744514], 'diameter': 46.20876593330781, 'sphere': {'center': [-1.3366155779104636, -1.3491159050876977, 47.750809646244925], 'radius': 12.0}, 'projected_sphere': {'center': [150.50630539672562, 110.41751824608714], 'axes': [170.46686739562153, 170.46686739562153], 'angle': 90.0}, 'model_confidence': 0.7838391868952077, 'model_id': 11, 'model_birth_timestamp': 102238.559499, 'theta': 2.0359348567502593, 'phi': -1.635161821642492, 'norm_pos': [0.442222687147886, 0.34862015052311923], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777096.150393,"{'circle_3d': {'center': [-1.9693853648162585, 3.953546892090684, 37.00458381313498], 'normal': [-0.05273081557548291, 0.44188856643153185, -0.8955188194258288], 'radius': 2.510730659071759}, 'confidence': 0.8499716450622993, 'timestamp': 102278.283099, 'diameter_3d': 5.021461318143518, 'ellipse': {'center': [142.00701477563422, 155.65069842448992], 'axes': [38.92700572377351, 46.07079105643602], 'angle': -80.16165189549666}, 'location': [142.00701477563422, 155.65069842448992], 'diameter': 46.07079105643602, 'sphere': {'center': [-1.3366155779104636, -1.3491159050876977, 47.750809646244925], 'radius': 12.0}, 'projected_sphere': {'center': [150.50630539672562, 110.41751824608714], 'axes': [170.46686739562153, 170.46686739562153], 'angle': 90.0}, 'model_confidence': 0.7846896469958509, 'model_id': 11, 'model_birth_timestamp': 102238.559499, 'theta': 2.028499172318496, 'phi': -1.6296113936012115, 'norm_pos': [0.44377192117385694, 0.351455423231292], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777096.1619709,"{'circle_3d': {'center': [-1.952521038406072, 3.9163567831571013, 36.985334374196796], 'normal': [-0.051325455041300705, 0.43878939068706657, -0.8971229393373442], 'radius': 2.5357441774601037}, 'confidence': 0.99286840723225, 'timestamp': 102278.291499, 'diameter_3d': 5.071488354920207, 'ellipse': {'center': [142.1519797475094, 155.31868925006017], 'axes': [39.449493726753964, 46.554059554526276], 'angle': -80.267888791405}, 'location': [142.1519797475094, 155.31868925006017], 'diameter': 46.554059554526276, 'sphere': {'center': [-1.3366155779104636, -1.3491159050876977, 47.750809646244925], 'radius': 12.0}, 'projected_sphere': {'center': [150.50630539672562, 110.41751824608714], 'axes': [170.46686739562153, 170.46686739562153], 'angle': 90.0}, 'model_confidence': 0.7823855150909331, 'model_id': 11, 'model_birth_timestamp': 102238.559499, 'theta': 2.025047324121603, 'phi': -1.6279452017322478, 'norm_pos': [0.44422493671096686, 0.3528387947914159], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
