eye_packets,809
norm_X,norm_Y,phi,theta,confidence,timestamp
1603777114.8598442,"{'circle_3d': {'center': [-1.4734390537251079, 4.628279773552806, 35.30508606980405], 'normal': [-0.05151759720349399, 0.4997544090560467, -0.8646337188702625], 'radius': 2.4588269230140094}, 'confidence': 0.9997553675994705, 'timestamp': 102300.333099, 'diameter_3d': 4.917653846028019, 'ellipse': {'center': [145.9011968168972, 163.80506547964774], 'axes': [37.68642493375418, 47.28406564918227], 'angle': -82.34652315445825}, 'location': [145.9011968168972, 163.80506547964774], 'diameter': 47.28406564918227, 'sphere': {'center': [-0.8552278872831801, -1.3687731351197545, 45.6806906962472], 'radius': 12.0}, 'projected_sphere': {'center': [153.6502201195207, 109.83731910107123], 'axes': [178.19194088211802, 178.19194088211802], 'angle': 90.0}, 'model_confidence': 0.8735452836291624, 'model_id': 15, 'model_birth_timestamp': 102293.251899, 'theta': 2.094111541605612, 'phi': -1.6303091129898029, 'norm_pos': [0.45594124005280373, 0.3174788938348011], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777114.865868,"{'circle_3d': {'center': [-1.4810193285453357, 4.625268625370285, 35.30380058188516], 'normal': [-0.0521492867718463, 0.4995034800408366, -0.8647408428635028], 'radius': 2.410505539889466}, 'confidence': 0.9541552439832199, 'timestamp': 102300.341499, 'diameter_3d': 4.821011079778932, 'ellipse': {'center': [145.8264782429445, 163.8035070402747], 'axes': [36.95193585759481, 46.355433590596235], 'angle': -82.26835239407943}, 'location': [145.8264782429445, 163.8035070402747], 'diameter': 46.355433590596235, 'sphere': {'center': [-0.8552278872831801, -1.3687731351197545, 45.6806906962472], 'radius': 12.0}, 'projected_sphere': {'center': [153.6502201195207, 109.83731910107123], 'axes': [178.19194088211802, 178.19194088211802], 'angle': 90.0}, 'model_confidence': 0.8736515552773882, 'model_id': 15, 'model_birth_timestamp': 102293.251899, 'theta': 2.093821865356488, 'phi': -1.631029638509633, 'norm_pos': [0.45570774450920154, 0.3174853873321888], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777114.866056,"{'circle_3d': {'center': [-1.4604998160724039, 4.629326109379937, 35.3049280088419], 'normal': [-0.05043932739910198, 0.4998416037083076, -0.8646468906171082], 'radius': 2.409132831456271}, 'confidence': 0.9533402299001019, 'timestamp': 102300.349899, 'diameter_3d': 4.818265662912542, 'ellipse': {'center': [146.02186784467736, 163.84151657465858], 'axes': [36.925492037866015, 46.327430840963245], 'angle': -82.47456018482775}, 'location': [146.02186784467736, 163.84151657465858], 'diameter': 46.327430840963245, 'sphere': {'center': [-0.8552278872831801, -1.3687731351197545, 45.6806906962472], 'radius': 12.0}, 'projected_sphere': {'center': [153.6502201195207, 109.83731910107123], 'axes': [178.19194088211802, 178.19194088211802], 'angle': 90.0}, 'model_confidence': 0.8737445982134773, 'model_id': 15, 'model_birth_timestamp': 102293.251899, 'theta': 2.094212211764771, 'phi': -1.6290654648646503, 'norm_pos': [0.45631833701461677, 0.31732701427225585], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777114.8712058,"{'circle_3d': {'center': [-1.5229161290574345, 4.590182374830789, 35.28621900970985], 'normal': [-0.0556406868145212, 0.49657962582921195, -0.8662059738781119], 'radius': 2.4253859504292747}, 'confidence': 0.9994744318100118, 'timestamp': 102300.358299, 'diameter_3d': 4.8507719008585495, 'ellipse': {'center': [145.42207864046156, 163.48192907279048], 'axes': [37.29631842752929, 46.66516973599817], 'angle': -81.80519532240933}, 'location': [145.42207864046156, 163.48192907279048], 'diameter': 46.66516973599817, 'sphere': {'center': [-0.8552278872831801, -1.3687731351197545, 45.6806906962472], 'radius': 12.0}, 'projected_sphere': {'center': [153.6502201195207, 109.83731910107123], 'axes': [178.19194088211802, 178.19194088211802], 'angle': 90.0}, 'model_confidence': 0.8738932604307581, 'model_id': 15, 'model_birth_timestamp': 102293.251899, 'theta': 2.0904500769742547, 'phi': -1.6349431354504946, 'norm_pos': [0.4544439957514424, 0.3188252955300397], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777114.877376,"{'circle_3d': {'center': [-1.5448105259661968, 4.616020742120069, 35.30250597870725], 'normal': [-0.05746521989025139, 0.4987328231033186, -0.8648487264616622], 'radius': 2.4459187840040255}, 'confidence': 0.9992794396313955, 'timestamp': 102300.366699, 'diameter_3d': 4.891837568008051, 'ellipse': {'center': [145.22148804774133, 163.69838165608968], 'axes': [37.497657663522645, 47.039323269117865], 'angle': -81.63203324683185}, 'location': [145.22148804774133, 163.69838165608968], 'diameter': 47.039323269117865, 'sphere': {'center': [-0.8552278872831801, -1.3687731351197545, 45.6806906962472], 'radius': 12.0}, 'projected_sphere': {'center': [153.6502201195207, 109.83731910107123], 'axes': [178.19194088211802, 178.19194088211802], 'angle': 90.0}, 'model_confidence': 0.8738866114575305, 'model_id': 15, 'model_birth_timestamp': 102293.251899, 'theta': 2.092932509554251, 'phi': -1.6371442000980578, 'norm_pos': [0.45381715014919166, 0.31792340976629296], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777114.882889,"{'circle_3d': {'center': [-1.516680269220736, 4.695873055601281, 35.347126580812386], 'normal': [-0.055121031828129656, 0.5053871825600863, -0.8611303429529007], 'radius': 2.4342870819731175}, 'confidence': 0.9881013433610758, 'timestamp': 102300.375099, 'diameter_3d': 4.868574163946235, 'ellipse': {'center': [145.50569160844915, 164.41235562930558], 'axes': [37.01594008805239, 46.75668655023097], 'angle': -82.02800347816212}, 'location': [145.50569160844915, 164.41235562930558], 'diameter': 46.75668655023097, 'sphere': {'center': [-0.8552278872831801, -1.3687731351197545, 45.6806906962472], 'radius': 12.0}, 'projected_sphere': {'center': [153.6502201195207, 109.83731910107123], 'axes': [178.19194088211802, 178.19194088211802], 'angle': 90.0}, 'model_confidence': 0.8737072407782653, 'model_id': 15, 'model_birth_timestamp': 102293.251899, 'theta': 2.1006269362117904, 'phi': -1.634719209659209, 'norm_pos': [0.4547052862764036, 0.3149485182112267], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777114.894164,"{'circle_3d': {'center': [-1.5322810737147385, 4.633581378548565, 35.31182676257595], 'normal': [-0.05642109886929655, 0.50019620947236, -0.8640719944726042], 'radius': 2.4355788829114977}, 'confidence': 0.9999604764519375, 'timestamp': 102300.383499, 'diameter_3d': 4.871157765822995, 'ellipse': {'center': [145.34370909204296, 163.8602202692853], 'axes': [37.27611432532921, 46.82791932079023], 'angle': -81.78166040818884}, 'location': [145.34370909204296, 163.8602202692853], 'diameter': 46.82791932079023, 'sphere': {'center': [-0.8552278872831801, -1.3687731351197545, 45.6806906962472], 'radius': 12.0}, 'projected_sphere': {'center': [153.6502201195207, 109.83731910107123], 'axes': [178.19194088211802, 178.19194088211802], 'angle': 90.0}, 'model_confidence': 0.8737313322929818, 'model_id': 15, 'model_birth_timestamp': 102293.251899, 'theta': 2.0946216803983897, 'phi': -1.6360005190680107, 'norm_pos': [0.4541990909126342, 0.3172490822113113], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777114.900654,"{'circle_3d': {'center': [-1.5071448874429767, 4.609394977926328, 35.29625473481618], 'normal': [-0.05432641667998304, 0.49818067608717354, -0.8653696634525846], 'radius': 2.431871794749852}, 'confidence': 0.9993411265010008, 'timestamp': 102300.391899, 'diameter_3d': 4.863743589499704, 'ellipse': {'center': [145.57625212560626, 163.6498848225636], 'axes': [37.329102004380424, 46.77684968751146], 'angle': -81.98923215441566}, 'location': [145.57625212560626, 163.6498848225636], 'diameter': 46.77684968751146, 'sphere': {'center': [-0.8552278872831801, -1.3687731351197545, 45.6806906962472], 'radius': 12.0}, 'projected_sphere': {'center': [153.6502201195207, 109.83731910107123], 'axes': [178.19194088211802, 178.19194088211802], 'angle': 90.0}, 'model_confidence': 0.873556450069124, 'model_id': 15, 'model_birth_timestamp': 102293.251899, 'theta': 2.0922955990040024, 'phi': -1.633492326468329, 'norm_pos': [0.4549257878925196, 0.31812547990598505], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777114.9173381,"{'circle_3d': {'center': [-1.5577449421279645, 4.650679760406806, 35.323439293187164], 'normal': [-0.058543087903732034, 0.5016210746272134, -0.8631042835883365], 'radius': 2.460594910949852}, 'confidence': 0.9999999754763838, 'timestamp': 102300.400299, 'diameter_3d': 4.921189821899704, 'ellipse': {'center': [145.10778383732946, 163.99618396564182], 'axes': [37.576331671145056, 47.294223518953274], 'angle': -81.56155763931802}, 'location': [145.10778383732946, 163.99618396564182], 'diameter': 47.294223518953274, 'sphere': {'center': [-0.8552278872831801, -1.3687731351197545, 45.6806906962472], 'radius': 12.0}, 'projected_sphere': {'center': [153.6502201195207, 109.83731910107123], 'axes': [178.19194088211802, 178.19194088211802], 'angle': 90.0}, 'model_confidence': 0.8736261584271432, 'model_id': 15, 'model_birth_timestamp': 102293.251899, 'theta': 2.0962679718009842, 'phi': -1.6385211152616779, 'norm_pos': [0.45346182449165456, 0.31668256680982576], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777114.923713,"{'circle_3d': {'center': [-1.5783670465331374, 4.6129310794727045, 35.303008659998156], 'normal': [-0.060261596604163116, 0.49847535121603825, -0.864806836354087], 'radius': 2.464914512616649}, 'confidence': 0.9999393417486825, 'timestamp': 102300.408699, 'diameter_3d': 4.929829025233298, 'ellipse': {'center': [144.90389458707688, 163.65832910549392], 'axes': [37.7821251153755, 47.404607618612125], 'angle': -81.30028393101395}, 'location': [144.90389458707688, 163.65832910549392], 'diameter': 47.404607618612125, 'sphere': {'center': [-0.8552278872831801, -1.3687731351197545, 45.6806906962472], 'radius': 12.0}, 'projected_sphere': {'center': [153.6502201195207, 109.83731910107123], 'axes': [178.19194088211802, 178.19194088211802], 'angle': 90.0}, 'model_confidence': 0.8737841629738008, 'model_id': 15, 'model_birth_timestamp': 102293.251899, 'theta': 2.092635482527115, 'phi': -1.6403660177542367, 'norm_pos': [0.45282467058461523, 0.3180902953937753], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777114.9353259,"{'circle_3d': {'center': [-1.5989536828817994, 4.615951394048489, 35.306205443911395], 'normal': [-0.061977149633218286, 0.4987270440973536, -0.8645404376946505], 'radius': 2.436185426902547}, 'confidence': 0.9985481351840676, 'timestamp': 102300.417099, 'diameter_3d': 4.872370853805094, 'ellipse': {'center': [144.7080267170524, 163.69872934217005], 'axes': [37.316292915161476, 46.84733832513949], 'angle': -81.10535208774873}, 'location': [144.7080267170524, 163.69872934217005], 'diameter': 46.84733832513949, 'sphere': {'center': [-0.8552278872831801, -1.3687731351197545, 45.6806906962472], 'radius': 12.0}, 'projected_sphere': {'center': [153.6502201195207, 109.83731910107123], 'axes': [178.19194088211802, 178.19194088211802], 'angle': 90.0}, 'model_confidence': 0.8739137868740698, 'model_id': 15, 'model_birth_timestamp': 102293.251899, 'theta': 2.092925842168748, 'phi': -1.6423618694176596, 'norm_pos': [0.45221258349078874, 0.3179219610742915], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
