eye_packets,573
norm_X,norm_Y,phi,theta,confidence,timestamp
1603849119.162324,"{'circle_3d': {'center': [-4.3610601643166085, -2.755797476340231, 14.921978339599153], 'normal': [0.09026492300911591, 0.23101716094993177, -0.9687534851657523], 'radius': 1.3473619527103247}, 'confidence': 0.234409051825788, 'timestamp': 174308.765628, 'diameter_3d': 2.6947239054206493, 'ellipse': {'center': [60.585175575925675, 56.7124956634831], 'axes': [60.50355897168, 64.39521465697608], 'angle': -48.65265062832458}, 'location': [60.585175575925675, 56.7124956634831], 'diameter': 64.39521465697608, 'sphere': {'center': [-5.444239240426, -5.528003407739413, 26.547020161588183], 'radius': 12.0}, 'projected_sphere': {'center': [90.44459235853849, 49.37442432478099], 'axes': [306.6231496587309, 306.6231496587309], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 174272.074428, 'theta': 1.8039193205789068, 'phi': -1.4778882185465592, 'norm_pos': [0.18932867367476774, 0.7636979347354871], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603849119.16875,"{'circle_3d': {'center': [-4.390743802078018, -2.756262874205701, 14.919139796872253], 'normal': [0.08779128652899848, 0.23097837779447597, -0.9689900303929941], 'radius': 1.334863923604205}, 'confidence': 0.22116210141993675, 'timestamp': 174308.774028, 'diameter_3d': 2.66972784720841, 'ellipse': {'center': [59.903262565465496, 56.701949491022724], 'axes': [59.928027676987575, 63.817809634012036], 'angle': -48.488218551360475}, 'location': [59.903262565465496, 56.701949491022724], 'diameter': 63.817809634012036, 'sphere': {'center': [-5.444239240426, -5.528003407739413, 26.547020161588183], 'radius': 12.0}, 'projected_sphere': {'center': [90.44459235853849, 49.37442432478099], 'axes': [306.6231496587309, 306.6231496587309], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 174272.074428, 'theta': 1.8038794593477423, 'phi': -1.480442197090981, 'norm_pos': [0.18719769551707968, 0.7637418771207387], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603849119.1777,"{'circle_3d': {'center': [-4.527229016454112, -2.756778942664651, 14.907458004303137], 'normal': [0.07641751866432397, 0.23093537208956352, -0.9699635131070873], 'radius': 1.3416530692749111}, 'confidence': 0.22003076726940698, 'timestamp': 174308.782428, 'diameter_3d': 2.6833061385498223, 'ellipse': {'center': [56.74662225102361, 56.63401487257349], 'axes': [60.154740490144135, 64.22479034605065], 'angle': -47.68804898445384}, 'location': [56.74662225102361, 56.63401487257349], 'diameter': 64.22479034605065, 'sphere': {'center': [-5.444239240426, -5.528003407739413, 26.547020161588183], 'radius': 12.0}, 'projected_sphere': {'center': [90.44459235853849, 49.37442432478099], 'axes': [306.6231496587309, 306.6231496587309], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 174272.074428, 'theta': 1.8038352586317368, 'phi': -1.492174813276178, 'norm_pos': [0.1773331945344488, 0.7640249380309438], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603849119.1942909,"{'circle_3d': {'center': [-4.560326543461336, -2.7579630978984886, 14.904615984357388], 'normal': [0.07365939141372195, 0.23083669248674368, -0.9702003481025662], 'radius': 1.3369729436361413}, 'confidence': 0.22593688752198657, 'timestamp': 174308.799228, 'diameter_3d': 2.6739458872722826, 'ellipse': {'center': [55.982768563852076, 56.59969184320376], 'axes': [59.92530580937532, 64.01918131845481], 'angle': -47.47400299228803}, 'location': [55.982768563852076, 56.59969184320376], 'diameter': 64.01918131845481, 'sphere': {'center': [-5.444239240426, -5.528003407739413, 26.547020161588183], 'radius': 12.0}, 'projected_sphere': {'center': [90.44459235853849, 49.37442432478099], 'axes': [306.6231496587309, 306.6231496587309], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 174272.074428, 'theta': 1.8037338387448112, 'phi': -1.4950198629918685, 'norm_pos': [0.17494615176203773, 0.7641679506533177], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603849119.210929,"{'circle_3d': {'center': [-4.233005273078172, -2.758631188330834, 14.933946073014097], 'normal': [0.1009361639456523, 0.23078101828404826, -0.9677561740478405], 'radius': 1.3269640857213125}, 'confidence': 0.17079598202146318, 'timestamp': 174308.807628, 'diameter_3d': 2.653928171442625, 'ellipse': {'center': [63.55463219263984, 56.71916302257645], 'axes': [59.64690652461591, 63.32873480582852], 'angle': -49.27898407472771}, 'location': [63.55463219263984, 56.71916302257645], 'diameter': 63.32873480582852, 'sphere': {'center': [-5.444239240426, -5.528003407739413, 26.547020161588183], 'radius': 12.0}, 'projected_sphere': {'center': [90.44459235853849, 49.37442432478099], 'axes': [306.6231496587309, 306.6231496587309], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 174272.074428, 'theta': 1.8036766195736853, 'phi': -1.4668729089242876, 'norm_pos': [0.1986082256019995, 0.7636701540725981], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603849119.2284238,"{'circle_3d': {'center': [-4.41235417705137, -2.877020066723716, 14.889082928027454], 'normal': [0.08599042194788582, 0.22091527841797476, -0.9714947694633941], 'radius': 1.3411536083743283}, 'confidence': 0.20925563116103982, 'timestamp': 174308.824428, 'diameter_3d': 2.6823072167486566, 'ellipse': {'center': [59.21354639903481, 53.842551660548196], 'axes': [60.4246354483582, 64.28013028868538], 'angle': -47.33651319050618}, 'location': [59.21354639903481, 53.842551660548196], 'diameter': 64.28013028868538, 'sphere': {'center': [-5.444239240426, -5.528003407739413, 26.547020161588183], 'radius': 12.0}, 'projected_sphere': {'center': [90.44459235853849, 49.37442432478099], 'axes': [306.6231496587309, 306.6231496587309], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 174272.074428, 'theta': 1.7935491627769, 'phi': -1.4825128832550525, 'norm_pos': [0.1850423324969838, 0.7756560347477158], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603849119.250689,"{'circle_3d': {'center': [-4.231805283411778, -2.876234619005282, 14.906653922033072], 'normal': [0.10103616308451845, 0.22098073239451088, -0.9700305199629257], 'radius': 1.3348152237779791}, 'confidence': 0.1846876741999993, 'timestamp': 174308.849628, 'diameter_3d': 2.6696304475559582, 'ellipse': {'center': [63.40354490721309, 53.944222577687796], 'axes': [60.20986445549398, 63.85561583613849], 'angle': -48.23477036803755}, 'location': [63.40354490721309, 53.944222577687796], 'diameter': 63.85561583613849, 'sphere': {'center': [-5.444239240426, -5.528003407739413, 26.547020161588183], 'radius': 12.0}, 'projected_sphere': {'center': [90.44459235853849, 49.37442432478099], 'axes': [306.6231496587309, 306.6231496587309], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 174272.074428, 'theta': 1.7936162754025042, 'phi': -1.4670128412658157, 'norm_pos': [0.1981360778350409, 0.7752324059263008], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603849119.2618802,"{'circle_3d': {'center': [-4.396373439978179, -2.882328668563, 14.889302441608184], 'normal': [0.0873221500373184, 0.22047289493136776, -0.9714764766649999], 'radius': 1.3419979714023382}, 'confidence': 0.20910090374019552, 'timestamp': 174308.866428, 'diameter_3d': 2.6839959428046765, 'ellipse': {'center': [59.575290410330936, 53.722951045111685], 'axes': [60.479888952742805, 64.31747419594402], 'angle': -47.378771361989166}, 'location': [59.575290410330936, 53.722951045111685], 'diameter': 64.31747419594402, 'sphere': {'center': [-5.444239240426, -5.528003407739413, 26.547020161588183], 'radius': 12.0}, 'projected_sphere': {'center': [90.44459235853849, 49.37442432478099], 'axes': [306.6231496587309, 306.6231496587309], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 174272.074428, 'theta': 1.7930955957184063, 'phi': -1.481151221992743, 'norm_pos': [0.18617278253228417, 0.776154370645368], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603849119.269088,"{'circle_3d': {'center': [-4.2876413516649485, -2.8854671697088614, 14.898875092333215], 'normal': [0.09638315739675425, 0.22021135316921261, -0.9706787557712473], 'radius': 1.3422182419251723}, 'confidence': 0.22949448945214918, 'timestamp': 174308.874828, 'diameter_3d': 2.6844364838503445, 'ellipse': {'center': [62.09101998616673, 53.69461976881941], 'axes': [60.54081006979017, 64.26185590068383], 'angle': -47.900137514911016}, 'location': [62.09101998616673, 53.69461976881941], 'diameter': 64.26185590068383, 'sphere': {'center': [-5.444239240426, -5.528003407739413, 26.547020161588183], 'radius': 12.0}, 'projected_sphere': {'center': [90.44459235853849, 49.37442432478099], 'axes': [306.6231496587309, 306.6231496587309], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 174272.074428, 'theta': 1.7928274639882775, 'phi': -1.4718261402275887, 'norm_pos': [0.19403443745677101, 0.7762724176299192], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603849119.277876,"{'circle_3d': {'center': [-4.313504510230892, -2.8886666694702168, 14.89561078109034], 'normal': [0.09422789418292561, 0.2199447281890997, -0.9709507817081535], 'radius': 1.3424158705708684}, 'confidence': 0.20903455982374564, 'timestamp': 174308.883228, 'diameter_3d': 2.684831741141737, 'ellipse': {'center': [61.48635083612753, 53.6077124284386], 'axes': [60.54553847554888, 64.29282398556884], 'angle': -47.749312122999264}, 'location': [61.48635083612753, 53.6077124284386], 'diameter': 64.29282398556884, 'sphere': {'center': [-5.444239240426, -5.528003407739413, 26.547020161588183], 'radius': 12.0}, 'projected_sphere': {'center': [90.44459235853849, 49.37442432478099], 'axes': [306.6231496587309, 306.6231496587309], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 174272.074428, 'theta': 1.792554137665801, 'phi': -1.4740522490758978, 'norm_pos': [0.19214484636289852, 0.7766345315481725], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603849119.288615,"{'circle_3d': {'center': [-4.329788234819825, -2.891927178868269, 14.893303970103002], 'normal': [0.09287091713384792, 0.21967301907259532, -0.9711430159570984], 'radius': 1.343663705305008}, 'confidence': 0.1986304309953618, 'timestamp': 174308.891628, 'diameter_3d': 2.687327410610016, 'ellipse': {'center': [61.10337422340042, 53.52270398056261], 'axes': [60.60111404900049, 64.36732294143614], 'angle': -47.64222199538333}, 'location': [61.10337422340042, 53.52270398056261], 'diameter': 64.36732294143614, 'sphere': {'center': [-5.444239240426, -5.528003407739413, 26.547020161588183], 'radius': 12.0}, 'projected_sphere': {'center': [90.44459235853849, 49.37442432478099], 'axes': [306.6231496587309, 306.6231496587309], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 174272.074428, 'theta': 1.7922756167500022, 'phi': -1.4754557318907275, 'norm_pos': [0.19094804444812633, 0.7769887334143224], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
