eye_packets,768
norm_X,norm_Y,phi,theta,confidence,timestamp
1603850981.0450728,"{'circle_3d': {'center': [-4.596929426515218, -1.918405311582013, 18.51916958542435], 'normal': [0.36732579497130086, 0.12896806297866348, -0.9211074850853365], 'radius': 1.9472807098831675}, 'confidence': 0.16281764840713034, 'timestamp': 176170.635375, 'diameter_3d': 3.894561419766335, 'ellipse': {'center': [74.39869083610239, 84.36075108888664], 'axes': [71.36166055740635, 73.30245880153467], 'angle': -64.14686890980968}, 'location': [74.39869083610239, 84.36075108888664], 'diameter': 73.30245880153467, 'sphere': {'center': [-9.004838966170828, -3.4660220673259747, 29.572459406448388], 'radius': 12.0}, 'projected_sphere': {'center': [56.72433864478046, 80.24851497959762], 'axes': [275.2537698716075, 275.2537698716075], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 176160.992175, 'theta': 1.700124608317705, 'phi': -1.1913359788138482, 'norm_pos': [0.23249590886281996, 0.6484968704629723], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603850981.050615,"{'circle_3d': {'center': [-4.019242359836133, -1.7922940677278962, 18.786243153180266], 'normal': [0.4154663838612246, 0.13947733329983986, -0.8988513544390101], 'radius': 1.9373385714713862}, 'confidence': 0.17709593855762099, 'timestamp': 176170.643775, 'diameter_3d': 3.8746771429427724, 'ellipse': {'center': [85.93898309000926, 87.12285704671409], 'axes': [69.74672331295622, 70.4485616122016], 'angle': -32.26005906387325}, 'location': [85.93898309000926, 87.12285704671409], 'diameter': 70.4485616122016, 'sphere': {'center': [-9.004838966170828, -3.4660220673259747, 29.572459406448388], 'radius': 12.0}, 'projected_sphere': {'center': [56.72433864478046, 80.24851497959762], 'axes': [275.2537698716075, 275.2537698716075], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 176160.992175, 'theta': 1.7107298957972261, 'phi': -1.137827475052732, 'norm_pos': [0.2685593221562789, 0.6369880956386913], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603850981.060875,"{'circle_3d': {'center': [-4.062879321791781, -1.8031986355084517, 18.76449692002536], 'normal': [0.41182997036492064, 0.13856861931812695, -0.9006635405352527], 'radius': 1.943050456926545}, 'confidence': 0.24847036991769927, 'timestamp': 176170.652175, 'diameter_3d': 3.88610091385309, 'ellipse': {'center': [85.06380989781034, 86.88671025784977], 'axes': [70.09147658780755, 70.82612892465539], 'angle': -38.01438646268055}, 'location': [85.06380989781034, 86.88671025784977], 'diameter': 70.82612892465539, 'sphere': {'center': [-9.004838966170828, -3.4660220673259747, 29.572459406448388], 'radius': 12.0}, 'projected_sphere': {'center': [56.72433864478046, 80.24851497959762], 'axes': [275.2537698716075, 275.2537698716075], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 176160.992175, 'theta': 1.709812270869017, 'phi': -1.1419282419165762, 'norm_pos': [0.2658244059306573, 0.6379720405922926], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603850981.0700219,"{'circle_3d': {'center': [-4.0624443869769005, -1.8042878781564098, 18.76452827657439], 'normal': [0.41186621493282727, 0.13847784909746372, -0.9006609274894998], 'radius': 1.9422657470289362}, 'confidence': 0.19433816119516584, 'timestamp': 176170.660575, 'diameter_3d': 3.8845314940578723, 'ellipse': {'center': [85.07291069419426, 86.86775772526632], 'axes': [70.06125758543544, 70.79868715309152], 'angle': -37.95684448516748}, 'location': [85.07291069419426, 86.86775772526632], 'diameter': 70.79868715309152, 'sphere': {'center': [-9.004838966170828, -3.4660220673259747, 29.572459406448388], 'radius': 12.0}, 'projected_sphere': {'center': [56.72433864478046, 80.24851497959762], 'axes': [275.2537698716075, 275.2537698716075], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 176160.992175, 'theta': 1.7097206170305395, 'phi': -1.1418938619180747, 'norm_pos': [0.2658528459193571, 0.638051009478057], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603850981.077019,"{'circle_3d': {'center': [-4.062011776692602, -1.80539038420592, 18.764556659477883], 'normal': [0.41190226578985223, 0.1383859735933379, -0.9006585622475423], 'radius': 1.9445295329696533}, 'confidence': 0.2934250505285934, 'timestamp': 176170.668975, 'diameter_3d': 3.8890590659393065, 'ellipse': {'center': [85.07723875095652, 86.84692659375236], 'axes': [70.1412908334225, 70.88279394166756], 'angle': -37.90805062196379}, 'location': [85.07723875095652, 86.84692659375236], 'diameter': 70.88279394166756, 'sphere': {'center': [-9.004838966170828, -3.4660220673259747, 29.572459406448388], 'radius': 12.0}, 'projected_sphere': {'center': [56.72433864478046, 80.24851497959762], 'axes': [275.2537698716075, 275.2537698716075], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 176160.992175, 'theta': 1.7096278483451453, 'phi': -1.1418597647387314, 'norm_pos': [0.26586637109673916, 0.6381378058593652], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603850981.084943,"{'circle_3d': {'center': [-4.054926265791668, -1.925434111819297, 18.75003116644731], 'normal': [0.41249272503159673, 0.12838232962555648, -0.90186902000009], 'radius': 1.9509516611410371}, 'confidence': 0.24263789718839165, 'timestamp': 176170.677375, 'diameter_3d': 3.9019033222820743, 'ellipse': {'center': [85.1343378010111, 84.67485751782894], 'axes': [70.29133061267797, 71.38873048323109], 'angle': -37.430543534428324}, 'location': [85.1343378010111, 84.67485751782894], 'diameter': 71.38873048323109, 'sphere': {'center': [-9.004838966170828, -3.4660220673259747, 29.572459406448388], 'radius': 12.0}, 'projected_sphere': {'center': [56.72433864478046, 80.24851497959762], 'axes': [275.2537698716075, 275.2537698716075], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 176160.992175, 'theta': 1.6995339648134773, 'phi': -1.1418259503787829, 'norm_pos': [0.2660448056281597, 0.6471880936757127], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603850981.093038,"{'circle_3d': {'center': [-3.9469832534108766, -1.9183050216926802, 18.801077529662212], 'normal': [0.4214879760633292, 0.1289764204694412, -0.8976151563988478], 'radius': 1.9521192611704494}, 'confidence': 0.19409426952090822, 'timestamp': 176170.685775, 'diameter_3d': 3.904238522340899, 'ellipse': {'center': [87.26232527974645, 84.89772570203655], 'axes': [69.95562031463012, 71.08004899862006], 'angle': -28.309949941066556}, 'location': [87.26232527974645, 84.89772570203655], 'diameter': 71.08004899862006, 'sphere': {'center': [-9.004838966170828, -3.4660220673259747, 29.572459406448388], 'radius': 12.0}, 'projected_sphere': {'center': [56.72433864478046, 80.24851497959762], 'axes': [275.2537698716075, 275.2537698716075], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 176160.992175, 'theta': 1.7001330361964049, 'phi': -1.13179241883811, 'norm_pos': [0.27269476649920765, 0.6462594762415144], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603850981.104497,"{'circle_3d': {'center': [-3.9539515063682016, -1.9210392860168148, 18.797415830022963], 'normal': [0.4209072883168855, 0.12874856510909663, -0.8979202980354519], 'radius': 1.9428361295570489}, 'confidence': 0.16775004313601904, 'timestamp': 176170.694175, 'diameter_3d': 3.8856722591140977, 'ellipse': {'center': [87.13829692268035, 84.84687119605883], 'axes': [69.64712604964369, 70.7674827725152], 'angle': -28.93038127612422}, 'location': [87.13829692268035, 84.84687119605883], 'diameter': 70.7674827725152, 'sphere': {'center': [-9.004838966170828, -3.4660220673259747, 29.572459406448388], 'radius': 12.0}, 'projected_sphere': {'center': [56.72433864478046, 80.24851497959762], 'axes': [275.2537698716075, 275.2537698716075], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 176160.992175, 'theta': 1.6999032651126404, 'phi': -1.1324532398383467, 'norm_pos': [0.2723071778833761, 0.6464713700164215], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603850981.1114,"{'circle_3d': {'center': [-3.952004454547014, -1.9237945356123634, 18.797934004437963], 'normal': [0.4210695426353178, 0.12851896097613427, -0.897877116834202], 'radius': 1.9587047949852174}, 'confidence': 0.1439101506632758, 'timestamp': 176170.702575, 'diameter_3d': 3.917409589970435, 'ellipse': {'center': [87.15003876020351, 84.79071061051044], 'axes': [70.20891357723598, 71.34818120784996], 'angle': -28.87694774678431}, 'location': [87.15003876020351, 84.79071061051044], 'diameter': 71.34818120784996, 'sphere': {'center': [-9.004838966170828, -3.4660220673259747, 29.572459406448388], 'radius': 12.0}, 'projected_sphere': {'center': [56.72433864478046, 80.24851497959762], 'axes': [275.2537698716075, 275.2537698716075], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 176160.992175, 'theta': 1.6996717374863926, 'phi': -1.1322866160422278, 'norm_pos': [0.27234387112563596, 0.6467053724562064], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603850981.120897,"{'circle_3d': {'center': [-3.9500526910273104, -1.926570772224355, 18.798452472042293], 'normal': [0.4212321895952932, 0.128287607925135, -0.8978339112005082], 'radius': 1.966224393479126}, 'confidence': 0.17472745396248, 'timestamp': 176170.710975, 'diameter_3d': 3.932448786958252, 'ellipse': {'center': [87.1749326024443, 84.73841816135563], 'axes': [70.47037707969123, 71.62384763428113], 'angle': -28.80912117576253}, 'location': [87.1749326024443, 84.73841816135563], 'diameter': 71.62384763428113, 'sphere': {'center': [-9.004838966170828, -3.4660220673259747, 29.572459406448388], 'radius': 12.0}, 'projected_sphere': {'center': [56.72433864478046, 80.24851497959762], 'axes': [275.2537698716075, 275.2537698716075], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 176160.992175, 'theta': 1.699438453316868, 'phi': -1.1321196333685406, 'norm_pos': [0.27242166438263843, 0.6469232576610182], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603850981.1312408,"{'circle_3d': {'center': [-4.28669107047528, -1.6916670745117903, 18.68252162913216], 'normal': [0.3931789913079623, 0.14786291606784868, -0.9074948147763521], 'radius': 1.9511991553558146}, 'confidence': 0.17400952667210406, 'timestamp': 176170.719375, 'diameter_3d': 3.902398310711629, 'ellipse': {'center': [80.70649155031305, 88.73276390091796], 'axes': [70.90860277048971, 71.77291491348895], 'angle': -65.41406698543653}, 'location': [80.70649155031305, 88.73276390091796], 'diameter': 71.77291491348895, 'sphere': {'center': [-9.004838966170828, -3.4660220673259747, 29.572459406448388], 'radius': 12.0}, 'projected_sphere': {'center': [56.72433864478046, 80.24851497959762], 'axes': [275.2537698716075, 275.2537698716075], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 176160.992175, 'theta': 1.719203412604067, 'phi': -1.1619522918172849, 'norm_pos': [0.25220778609472827, 0.6302801504128419], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
