eye_packets,589
norm_X,norm_Y,phi,theta,confidence,timestamp
1603849144.061171,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 174333.663228, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [15.291497760016355, -31.73484282653575, 103.44291794093476], 'radius': 12.0}, 'projected_sphere': {'center': [210.13704585106075, 15.949285358393382], 'axes': [78.69007466173612, 78.69007466173612], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 174318.190428, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603849144.0690958,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 174333.671628, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [15.291497760016355, -31.73484282653575, 103.44291794093476], 'radius': 12.0}, 'projected_sphere': {'center': [210.13704585106075, 15.949285358393382], 'axes': [78.69007466173612, 78.69007466173612], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 174318.190428, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603849144.077999,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 174333.680028, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [15.291497760016355, -31.73484282653575, 103.44291794093476], 'radius': 12.0}, 'projected_sphere': {'center': [210.13704585106075, 15.949285358393382], 'axes': [78.69007466173612, 78.69007466173612], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 174318.190428, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603849144.084943,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 174333.688428, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [15.291497760016355, -31.73484282653575, 103.44291794093476], 'radius': 12.0}, 'projected_sphere': {'center': [210.13704585106075, 15.949285358393382], 'axes': [78.69007466173612, 78.69007466173612], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 174318.190428, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603849144.0925288,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 174333.696828, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [15.291497760016355, -31.73484282653575, 103.44291794093476], 'radius': 12.0}, 'projected_sphere': {'center': [210.13704585106075, 15.949285358393382], 'axes': [78.69007466173612, 78.69007466173612], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 174318.190428, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603849144.111126,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 174333.713628, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [15.291497760016355, -31.73484282653575, 103.44291794093476], 'radius': 12.0}, 'projected_sphere': {'center': [210.13704585106075, 15.949285358393382], 'axes': [78.69007466173612, 78.69007466173612], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 174318.190428, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603849144.127724,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 174333.730428, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [15.291497760016355, -31.73484282653575, 103.44291794093476], 'radius': 12.0}, 'projected_sphere': {'center': [210.13704585106075, 15.949285358393382], 'axes': [78.69007466173612, 78.69007466173612], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 174318.190428, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603849144.145099,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 174333.747228, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [15.291497760016355, -31.73484282653575, 103.44291794093476], 'radius': 12.0}, 'projected_sphere': {'center': [210.13704585106075, 15.949285358393382], 'axes': [78.69007466173612, 78.69007466173612], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 174318.190428, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603849144.161881,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 174333.764028, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [15.291497760016355, -31.73484282653575, 103.44291794093476], 'radius': 12.0}, 'projected_sphere': {'center': [210.13704585106075, 15.949285358393382], 'axes': [78.69007466173612, 78.69007466173612], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 174318.190428, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603849144.168683,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 174333.772428, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [15.291497760016355, -31.73484282653575, 103.44291794093476], 'radius': 12.0}, 'projected_sphere': {'center': [210.13704585106075, 15.949285358393382], 'axes': [78.69007466173612, 78.69007466173612], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 174318.190428, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603849144.178134,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 174333.780828, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [15.291497760016355, -31.73484282653575, 103.44291794093476], 'radius': 12.0}, 'projected_sphere': {'center': [210.13704585106075, 15.949285358393382], 'axes': [78.69007466173612, 78.69007466173612], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 174318.190428, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603849144.184417,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 174333.789228, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [15.291497760016355, -31.73484282653575, 103.44291794093476], 'radius': 12.0}, 'projected_sphere': {'center': [210.13704585106075, 15.949285358393382], 'axes': [78.69007466173612, 78.69007466173612], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 174318.190428, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603849144.192563,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 174333.797628, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [15.291497760016355, -31.73484282653575, 103.44291794093476], 'radius': 12.0}, 'projected_sphere': {'center': [210.13704585106075, 15.949285358393382], 'axes': [78.69007466173612, 78.69007466173612], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 174318.190428, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603849144.211918,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 174333.814428, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [15.291497760016355, -31.73484282653575, 103.44291794093476], 'radius': 12.0}, 'projected_sphere': {'center': [210.13704585106075, 15.949285358393382], 'axes': [78.69007466173612, 78.69007466173612], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 174318.190428, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603849144.228225,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 174333.831228, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [15.291497760016355, -31.73484282653575, 103.44291794093476], 'radius': 12.0}, 'projected_sphere': {'center': [210.13704585106075, 15.949285358393382], 'axes': [78.69007466173612, 78.69007466173612], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 174318.190428, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603849144.23649,"{'circle_3d': {'center': [-5.4098493928695035, -5.402064440533437, 24.249943418305094], 'normal': [0.08175531698835994, -0.14875316884546114, -0.9854889968450011], 'radius': 1.0}, 'confidence': 0.0, 'timestamp': 174333.839628, 'diameter_3d': 2.0, 'ellipse': {'center': [84.28675842291764, 44.52666854859062], 'axes': [26.743307112690086, 28.399473189290365], 'angle': 89.41925811768746}, 'location': [84.28675842291764, 44.52666854859062], 'diameter': 28.399473189290365, 'sphere': {'center': [15.291497760016355, -31.73484282653575, 103.44291794093476], 'radius': 12.0}, 'projected_sphere': {'center': [210.13704585106075, 15.949285358393382], 'axes': [78.69007466173612, 78.69007466173612], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 174318.190428, 'theta': 1.42148903296811, 'phi': -1.4880267217775138, 'norm_pos': [0.2633961200716176, 0.8144722143808725], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603849144.245329,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 174333.848028, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [15.291497760016355, -31.73484282653575, 103.44291794093476], 'radius': 12.0}, 'projected_sphere': {'center': [210.13704585106075, 15.949285358393382], 'axes': [78.69007466173612, 78.69007466173612], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 174318.190428, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603849144.2569642,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 174333.856428, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [15.291497760016355, -31.73484282653575, 103.44291794093476], 'radius': 12.0}, 'projected_sphere': {'center': [210.13704585106075, 15.949285358393382], 'axes': [78.69007466173612, 78.69007466173612], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 174318.190428, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603849144.280863,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 174333.881628, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [15.291497760016355, -31.73484282653575, 103.44291794093476], 'radius': 12.0}, 'projected_sphere': {'center': [210.13704585106075, 15.949285358393382], 'axes': [78.69007466173612, 78.69007466173612], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 174318.190428, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603849144.2947478,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 174333.898428, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [15.291497760016355, -31.73484282653575, 103.44291794093476], 'radius': 12.0}, 'projected_sphere': {'center': [210.13704585106075, 15.949285358393382], 'axes': [78.69007466173612, 78.69007466173612], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 174318.190428, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603849144.3007538,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 174333.906828, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [15.291497760016355, -31.73484282653575, 103.44291794093476], 'radius': 12.0}, 'projected_sphere': {'center': [210.13704585106075, 15.949285358393382], 'axes': [78.69007466173612, 78.69007466173612], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 174318.190428, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603849144.312216,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 174333.915228, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [15.291497760016355, -31.73484282653575, 103.44291794093476], 'radius': 12.0}, 'projected_sphere': {'center': [210.13704585106075, 15.949285358393382], 'axes': [78.69007466173612, 78.69007466173612], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 174318.190428, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603849144.320873,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 174333.923628, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [15.291497760016355, -31.73484282653575, 103.44291794093476], 'radius': 12.0}, 'projected_sphere': {'center': [210.13704585106075, 15.949285358393382], 'axes': [78.69007466173612, 78.69007466173612], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 174318.190428, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603849144.328651,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 174333.932028, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [15.291497760016355, -31.73484282653575, 103.44291794093476], 'radius': 12.0}, 'projected_sphere': {'center': [210.13704585106075, 15.949285358393382], 'axes': [78.69007466173612, 78.69007466173612], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 174318.190428, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603849144.339295,"{'circle_3d': {'center': [-5.312038456169026, -5.279871746240937, 23.896446276384616], 'normal': [0.03889195568603704, -0.31802467387160194, -0.9472843937233297], 'radius': 1.0}, 'confidence': 0.0, 'timestamp': 174333.940428, 'diameter_3d': 2.0, 'ellipse': {'center': [84.57045745871248, 45.2279319763157], 'axes': [24.81641387991713, 28.76463508666263], 'angle': 80.7957229614606}, 'location': [84.57045745871248, 45.2279319763157], 'diameter': 28.76463508666263, 'sphere': {'center': [15.291497760016355, -31.73484282653575, 103.44291794093476], 'radius': 12.0}, 'projected_sphere': {'center': [210.13704585106075, 15.949285358393382], 'axes': [78.69007466173612, 78.69007466173612], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 174318.190428, 'theta': 1.247151065757085, 'phi': -1.5297631104671703, 'norm_pos': [0.2642826795584765, 0.8115502834320178], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603849144.345744,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 174333.948828, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [15.291497760016355, -31.73484282653575, 103.44291794093476], 'radius': 12.0}, 'projected_sphere': {'center': [210.13704585106075, 15.949285358393382], 'axes': [78.69007466173612, 78.69007466173612], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 174318.190428, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603849144.3607008,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 174333.965628, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [15.291497760016355, -31.73484282653575, 103.44291794093476], 'radius': 12.0}, 'projected_sphere': {'center': [210.13704585106075, 15.949285358393382], 'axes': [78.69007466173612, 78.69007466173612], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 174318.190428, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603849144.3689,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 174333.974028, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [15.291497760016355, -31.73484282653575, 103.44291794093476], 'radius': 12.0}, 'projected_sphere': {'center': [210.13704585106075, 15.949285358393382], 'axes': [78.69007466173612, 78.69007466173612], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 174318.190428, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603849144.3771362,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 174333.982428, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [15.291497760016355, -31.73484282653575, 103.44291794093476], 'radius': 12.0}, 'projected_sphere': {'center': [210.13704585106075, 15.949285358393382], 'axes': [78.69007466173612, 78.69007466173612], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 174318.190428, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603849144.384799,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 174333.990828, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [15.291497760016355, -31.73484282653575, 103.44291794093476], 'radius': 12.0}, 'projected_sphere': {'center': [210.13704585106075, 15.949285358393382], 'axes': [78.69007466173612, 78.69007466173612], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 174318.190428, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603849144.392708,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 174333.999228, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [15.291497760016355, -31.73484282653575, 103.44291794093476], 'radius': 12.0}, 'projected_sphere': {'center': [210.13704585106075, 15.949285358393382], 'axes': [78.69007466173612, 78.69007466173612], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 174318.190428, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603849144.410938,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 174334.007628, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [15.291497760016355, -31.73484282653575, 103.44291794093476], 'radius': 12.0}, 'projected_sphere': {'center': [210.13704585106075, 15.949285358393382], 'axes': [78.69007466173612, 78.69007466173612], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 174318.190428, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603849144.428771,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 174334.032828, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [15.291497760016355, -31.73484282653575, 103.44291794093476], 'radius': 12.0}, 'projected_sphere': {'center': [210.13704585106075, 15.949285358393382], 'axes': [78.69007466173612, 78.69007466173612], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 174318.190428, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
