eye_packets,573
norm_X,norm_Y,phi,theta,confidence,timestamp
1603852284.211586,"{'circle_3d': {'center': [-18.118251824204865, -8.785840408091152, 66.0800883907325], 'normal': [0.240581727620643, 0.5599643470992619, -0.7928179881364728], 'radius': 2.185256720675903}, 'confidence': 0.20479020109820043, 'timestamp': 177473.793148, 'diameter_3d': 4.370513441351806, 'ellipse': {'center': [66.89738505138178, 74.72258626007533], 'axes': [20.17772554914829, 23.28764067032489], 'angle': -84.4024284511934}, 'location': [66.89738505138178, 74.72258626007533], 'diameter': 23.28764067032489, 'sphere': {'center': [-21.00523255565258, -15.50541257328229, 75.59390424837017], 'radius': 12.0}, 'projected_sphere': {'center': [65.75676262210148, 50.432558939088736], 'axes': [107.67972651942367, 107.67972651942367], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 4, 'model_birth_timestamp': 177415.018348, 'theta': 2.1651390939650885, 'phi': -1.276176126817252, 'norm_pos': [0.20905432828556805, 0.6886558905830195], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603852284.215489,"{'circle_3d': {'center': [-18.225616174059347, -8.714943127149908, 66.098470742083], 'normal': [0.23163469846610274, 0.5658724538443652, -0.791286125523931], 'radius': 2.2239163026388216}, 'confidence': 0.24479692062860434, 'timestamp': 177473.801548, 'diameter_3d': 4.447832605277643, 'ellipse': {'center': [66.37090869631466, 75.0910517344742], 'axes': [20.434084013800486, 23.715195584033793], 'angle': -83.70259112982126}, 'location': [66.37090869631466, 75.0910517344742], 'diameter': 23.715195584033793, 'sphere': {'center': [-21.00523255565258, -15.50541257328229, 75.59390424837017], 'radius': 12.0}, 'projected_sphere': {'center': [65.75676262210148, 50.432558939088736], 'axes': [107.67972651942367, 107.67972651942367], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 4, 'model_birth_timestamp': 177415.018348, 'theta': 2.1722873669726948, 'phi': -1.2860207711538352, 'norm_pos': [0.20740908967598332, 0.6871206177730241], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603852284.2328708,"{'circle_3d': {'center': [-18.250574614065428, -8.545450642979711, 66.21462977996966], 'normal': [0.2295548284655959, 0.5799968275252149, -0.7816062057000424], 'radius': 2.195364733101335}, 'confidence': 0.2349349701306719, 'timestamp': 177473.809948, 'diameter_3d': 4.39072946620267, 'ellipse': {'center': [66.41019943675528, 76.04077593553473], 'axes': [19.924159537165323, 23.363807750131546], 'angle': -84.32306460140477}, 'location': [66.41019943675528, 76.04077593553473], 'diameter': 23.363807750131546, 'sphere': {'center': [-21.00523255565258, -15.50541257328229, 75.59390424837017], 'radius': 12.0}, 'projected_sphere': {'center': [65.75676262210148, 50.432558939088736], 'axes': [107.67972651942367, 107.67972651942367], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 4, 'model_birth_timestamp': 177415.018348, 'theta': 2.1895211230327885, 'phi': -1.2851327557678855, 'norm_pos': [0.20753187323986025, 0.6831634336019387], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603852284.233066,"{'circle_3d': {'center': [-18.33752818900666, -8.578857063245776, 66.16489676197155], 'normal': [0.22230869722049307, 0.5772129591697094, -0.7857506238665513], 'radius': 2.168490393024613}, 'confidence': 0.2076918703779137, 'timestamp': 177473.818348, 'diameter_3d': 4.336980786049226, 'ellipse': {'center': [65.89882084436688, 75.84107289301271], 'axes': [19.728418510188547, 23.11751493110852], 'angle': -83.32023378412666}, 'location': [65.89882084436688, 75.84107289301271], 'diameter': 23.11751493110852, 'sphere': {'center': [-21.00523255565258, -15.50541257328229, 75.59390424837017], 'radius': 12.0}, 'projected_sphere': {'center': [65.75676262210148, 50.432558939088736], 'axes': [107.67972651942367, 107.67972651942367], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 4, 'model_birth_timestamp': 177415.018348, 'theta': 2.1861078757194847, 'phi': -1.295077099085272, 'norm_pos': [0.2059338151386465, 0.683995529612447], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603852284.247767,"{'circle_3d': {'center': [-18.138553557620927, -8.596104233248917, 66.21074860729773], 'normal': [0.23888991650263772, 0.5757756950027811, -0.7819296367560363], 'radius': 2.2202775194491}, 'confidence': 0.15953058795363328, 'timestamp': 177473.826748, 'diameter_3d': 4.4405550388982, 'ellipse': {'center': [66.97358002910362, 75.77552466511261], 'axes': [20.224506234617852, 23.606620180160636], 'angle': -85.16990745392528}, 'location': [66.97358002910362, 75.77552466511261], 'diameter': 23.606620180160636, 'sphere': {'center': [-21.00523255565258, -15.50541257328229, 75.59390424837017], 'radius': 12.0}, 'projected_sphere': {'center': [65.75676262210148, 50.432558939088736], 'axes': [107.67972651942367, 107.67972651942367], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 4, 'model_birth_timestamp': 177415.018348, 'theta': 2.184348895662617, 'phi': -1.2742891504811724, 'norm_pos': [0.2092924375909488, 0.6842686472286974], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603852284.2481332,"{'circle_3d': {'center': [-17.173175205118138, -9.628581016625063, 65.85849530385772], 'normal': [0.31933811254453665, 0.4897359630547688, -0.8112840787093699], 'radius': 2.165909664304503}, 'confidence': 0.14490739129780714, 'timestamp': 177473.835148, 'diameter_3d': 4.331819328609006, 'ellipse': {'center': [71.43231328599401, 70.24975828040728], 'axes': [20.976604025730847, 22.934440983920336], 'angle': 89.43212171725341}, 'location': [71.43231328599401, 70.24975828040728], 'diameter': 22.934440983920336, 'sphere': {'center': [-21.00523255565258, -15.50541257328229, 75.59390424837017], 'radius': 12.0}, 'projected_sphere': {'center': [65.75676262210148, 50.432558939088736], 'axes': [107.67972651942367, 107.67972651942367], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 4, 'model_birth_timestamp': 177415.018348, 'theta': 2.082583214429155, 'phi': -1.1958015152085437, 'norm_pos': [0.22322597901873129, 0.7072926738316363], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603852284.256835,"{'circle_3d': {'center': [-17.775205041149878, -8.855576529991009, 66.14157105212176], 'normal': [0.26916895954189185, 0.554153003607607, -0.7876944330207005], 'radius': 2.226236815564055}, 'confidence': 0.3161470867688433, 'timestamp': 177473.843548, 'diameter_3d': 4.45247363112811, 'ellipse': {'center': [68.73077460482125, 74.4026393222386], 'axes': [20.634491403606546, 23.616272630004616], 'angle': -87.65026893478291}, 'location': [68.73077460482125, 74.4026393222386], 'diameter': 23.616272630004616, 'sphere': {'center': [-21.00523255565258, -15.50541257328229, 75.59390424837017], 'radius': 12.0}, 'projected_sphere': {'center': [65.75676262210148, 50.432558939088736], 'axes': [107.67972651942367, 107.67972651942367], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 4, 'model_birth_timestamp': 177415.018348, 'theta': 2.1581414307168743, 'phi': -1.2415191109965535, 'norm_pos': [0.2147836706400664, 0.6899890028240059], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603852284.2791638,"{'circle_3d': {'center': [-17.923184032590893, -8.855213416620447, 66.09254497307553], 'normal': [0.25683737692180725, 0.5541832630551536, -0.7917799396078862], 'radius': 2.2041240382943887}, 'confidence': 0.1594039889486532, 'timestamp': 177473.860348, 'diameter_3d': 4.4082480765887775, 'ellipse': {'center': [67.90957912591122, 74.37370106555653], 'axes': [20.441553213660587, 23.438515823592695], 'angle': -86.05623850798226}, 'location': [67.90957912591122, 74.37370106555653], 'diameter': 23.438515823592695, 'sphere': {'center': [-21.00523255565258, -15.50541257328229, 75.59390424837017], 'radius': 12.0}, 'projected_sphere': {'center': [65.75676262210148, 50.432558939088736], 'axes': [107.67972651942367, 107.67972651942367], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 4, 'model_birth_timestamp': 177415.018348, 'theta': 2.158177782560475, 'phi': -1.2571255270857569, 'norm_pos': [0.21221743476847257, 0.6901095788935144], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603852284.295574,"{'circle_3d': {'center': [-17.91583744034971, -8.801578201544281, 66.1327075725872], 'normal': [0.25744959294190595, 0.5586528643115009, -0.7884330563152477], 'radius': 2.1975615422520836}, 'confidence': 0.18935420319725207, 'timestamp': 177473.877148, 'diameter_3d': 4.395123084504167, 'ellipse': {'center': [68.00357800987416, 74.67692245779025], 'axes': [20.30441673407992, 23.34922501061106], 'angle': -86.41449340317668}, 'location': [68.00357800987416, 74.67692245779025], 'diameter': 23.34922501061106, 'sphere': {'center': [-21.00523255565258, -15.50541257328229, 75.59390424837017], 'radius': 12.0}, 'projected_sphere': {'center': [65.75676262210148, 50.432558939088736], 'axes': [107.67972651942367, 107.67972651942367], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 4, 'model_birth_timestamp': 177415.018348, 'theta': 2.1635570105438777, 'phi': -1.2551782987350861, 'norm_pos': [0.21251118128085675, 0.6888461564258739], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603852284.314473,"{'circle_3d': {'center': [-18.113803635907235, -8.744643295175813, 66.11067496872751], 'normal': [0.2409524099787788, 0.5633974398422068, -0.7902691066368884], 'radius': 2.204500640249527}, 'confidence': 0.26142966531023043, 'timestamp': 177473.893948, 'diameter_3d': 4.409001280499054, 'ellipse': {'center': [66.96114103759555, 74.95114204786219], 'axes': [20.296822015368384, 23.4780165244405], 'angle': -84.6631924499603}, 'location': [66.96114103759555, 74.95114204786219], 'diameter': 23.4780165244405, 'sphere': {'center': [-21.00523255565258, -15.50541257328229, 75.59390424837017], 'radius': 12.0}, 'projected_sphere': {'center': [65.75676262210148, 50.432558939088736], 'axes': [107.67972651942367, 107.67972651942367], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 4, 'model_birth_timestamp': 177415.018348, 'theta': 2.1692885859364868, 'phi': -1.2748509457909891, 'norm_pos': [0.2092535657424861, 0.6877035748005742], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603852284.316201,"{'circle_3d': {'center': [-18.095882091408892, -8.768054422545891, 66.09950142223566], 'normal': [0.24244587202030723, 0.5614465125613667, -0.7912002355112087], 'radius': 2.1775062932495}, 'confidence': 0.1910095318746002, 'timestamp': 177473.902348, 'diameter_3d': 4.355012586499, 'ellipse': {'center': [67.03970968458299, 74.82831379744012], 'axes': [20.080658143232203, 23.191396926660865], 'angle': -84.72319866915007}, 'location': [67.03970968458299, 74.82831379744012], 'diameter': 23.191396926660865, 'sphere': {'center': [-21.00523255565258, -15.50541257328229, 75.59390424837017], 'radius': 12.0}, 'projected_sphere': {'center': [65.75676262210148, 50.432558939088736], 'axes': [107.67972651942367, 107.67972651942367], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 4, 'model_birth_timestamp': 177415.018348, 'theta': 2.1669291162527053, 'phi': -1.2734528064366164, 'norm_pos': [0.20949909276432183, 0.6882153591773328], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
