eye_packets,763
norm_X,norm_Y,phi,theta,confidence,timestamp
1603777184.599031,"{'circle_3d': {'center': [-0.8547615746401249, 3.8157329531793005, 30.050115628543097], 'normal': [-0.07079235288928414, 0.4344412049734011, -0.8979138500956861], 'radius': 2.171467287809128}, 'confidence': 0.9997991512011258, 'timestamp': 102374.404299, 'diameter_3d': 4.342934575618256, 'ellipse': {'center': [150.45556312873254, 162.41872766078671], 'axes': [41.25124588260687, 49.04275420503683], 'angle': -80.18968938556091}, 'location': [150.45556312873254, 162.41872766078671], 'diameter': 49.04275420503683, 'sphere': {'center': [-0.005253339968715395, -1.3975615065015132, 40.82508182969133], 'radius': 12.0}, 'projected_sphere': {'center': [159.95635666583286, 108.38943525250038], 'axes': [199.38553877141226, 199.38553877141226], 'angle': 90.0}, 'model_confidence': 0.8936192775152119, 'model_id': 24, 'model_birth_timestamp': 102324.525099, 'theta': 2.0202141099777737, 'phi': -1.649474496575993, 'norm_pos': [0.4701736347772892, 0.32325530141338865], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777184.616479,"{'circle_3d': {'center': [-0.8778568813914205, 3.829100571496242, 30.05844045078784], 'normal': [-0.07271696178522542, 0.43555517316647957, -0.8972201149086237], 'radius': 2.1861667993999814}, 'confidence': 0.9995878413258672, 'timestamp': 102374.412699, 'diameter_3d': 4.372333598799963, 'ellipse': {'center': [150.2016650892549, 162.54835577882184], 'axes': [41.464283724724474, 49.36160225199502], 'angle': -79.9562178977219}, 'location': [150.2016650892549, 162.54835577882184], 'diameter': 49.36160225199502, 'sphere': {'center': [-0.005253339968715395, -1.3975615065015132, 40.82508182969133], 'radius': 12.0}, 'projected_sphere': {'center': [159.95635666583286, 108.38943525250038], 'axes': [199.38553877141226, 199.38553877141226], 'angle': 90.0}, 'model_confidence': 0.8939627365744163, 'model_id': 24, 'model_birth_timestamp': 102324.525099, 'theta': 2.0214512596413434, 'phi': -1.6516665265436592, 'norm_pos': [0.46938020340392156, 0.32271518425490897], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777184.616676,"{'circle_3d': {'center': [-0.8793117230018499, 3.832048072376897, 30.05998983772244], 'normal': [-0.07283819858609454, 0.4358007982398675, -0.8970909993307407], 'radius': 2.215121937793662}, 'confidence': 0.995351050928406, 'timestamp': 102374.421099, 'diameter_3d': 4.430243875587324, 'ellipse': {'center': [150.1887581684618, 162.5616954614704], 'axes': [42.0021342505315, 50.013523648598635], 'angle': -79.9458105695996}, 'location': [150.1887581684618, 162.5616954614704], 'diameter': 50.013523648598635, 'sphere': {'center': [-0.005253339968715395, -1.3975615065015132, 40.82508182969133], 'radius': 12.0}, 'projected_sphere': {'center': [159.95635666583286, 108.38943525250038], 'axes': [199.38553877141226, 199.38553877141226], 'angle': 90.0}, 'model_confidence': 0.8934962472655794, 'model_id': 24, 'model_birth_timestamp': 102324.525099, 'theta': 2.021724145281653, 'phi': -1.651812375994597, 'norm_pos': [0.4693398692764431, 0.32265960224387336], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777184.616812,"{'circle_3d': {'center': [-0.8543510336725993, 3.8463624195625696, 30.06495659974166], 'normal': [-0.07075814114199033, 0.4369936605053403, -0.8966771024958057], 'radius': 2.1557899363121598}, 'confidence': 0.9997925873058845, 'timestamp': 102374.429499, 'diameter_3d': 4.3115798726243195, 'ellipse': {'center': [150.46306830480515, 162.7507175510181], 'axes': [40.836856516674345, 48.66453308426356], 'angle': -80.25517921799822}, 'location': [150.46306830480515, 162.7507175510181], 'diameter': 48.66453308426356, 'sphere': {'center': [-0.005253339968715395, -1.3975615065015132, 40.82508182969133], 'radius': 12.0}, 'projected_sphere': {'center': [159.95635666583286, 108.38943525250038], 'axes': [199.38553877141226, 199.38553877141226], 'angle': 90.0}, 'model_confidence': 0.8935550363679101, 'model_id': 24, 'model_birth_timestamp': 102324.525099, 'theta': 2.023049910178332, 'phi': -1.6495446480495317, 'norm_pos': [0.47019708845251607, 0.3218720102040912], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777184.6225019,"{'circle_3d': {'center': [-0.8601089171980636, 3.826467207657662, 30.0557389557867], 'normal': [-0.07123796476911236, 0.4353357261799312, -0.8974452394920521], 'radius': 2.169669770996247}, 'confidence': 0.9117923091479545, 'timestamp': 102374.437899, 'diameter_3d': 4.339339541992494, 'ellipse': {'center': [150.39736462182563, 162.5323571220197], 'axes': [41.172602185412714, 48.993053526539974], 'angle': -80.15081341129046}, 'location': [150.39736462182563, 162.5323571220197], 'diameter': 48.993053526539974, 'sphere': {'center': [-0.005253339968715395, -1.3975615065015132, 40.82508182969133], 'radius': 12.0}, 'projected_sphere': {'center': [159.95635666583286, 108.38943525250038], 'axes': [199.38553877141226, 199.38553877141226], 'angle': 90.0}, 'model_confidence': 0.8932342736586496, 'model_id': 24, 'model_birth_timestamp': 102324.525099, 'theta': 2.021207487921832, 'phi': -1.6500088537756938, 'norm_pos': [0.4699917644432051, 0.32278184532491794], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777184.628581,"{'circle_3d': {'center': [-0.8797197536568716, 3.862734877668599, 30.074984600269715], 'normal': [-0.07287220114067969, 0.438358032014176, -0.8958414357851343], 'radius': 2.152191682680938}, 'confidence': 0.9999034543892201, 'timestamp': 102374.446299, 'diameter_3d': 4.304383365361876, 'ellipse': {'center': [150.1826177252889, 162.9224601155873], 'axes': [40.68956526921014, 48.56724290296793], 'angle': -80.00357119910397}, 'location': [150.1826177252889, 162.9224601155873], 'diameter': 48.56724290296793, 'sphere': {'center': [-0.005253339968715395, -1.3975615065015132, 40.82508182969133], 'radius': 12.0}, 'projected_sphere': {'center': [159.95635666583286, 108.38943525250038], 'axes': [199.38553877141226, 199.38553877141226], 'angle': 90.0}, 'model_confidence': 0.8935390921981479, 'model_id': 24, 'model_birth_timestamp': 102324.525099, 'theta': 2.0245673408413394, 'phi': -1.6519625928994013, 'norm_pos': [0.46932068039152786, 0.32115641618505286], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777184.639829,"{'circle_3d': {'center': [-0.8499591843660923, 3.850588167960593, 30.066671304391406], 'normal': [-0.07039215369978141, 0.43734580620517555, -0.8965342104416604], 'radius': 2.1726368150342026}, 'confidence': 0.8955019930204662, 'timestamp': 102374.454699, 'diameter_3d': 4.345273630068405, 'ellipse': {'center': [150.51417386126013, 162.78558414179042], 'axes': [41.14328767339655, 49.04244274534556], 'angle': -80.31278619402912}, 'location': [150.51417386126013, 162.78558414179042], 'diameter': 49.04244274534556, 'sphere': {'center': [-0.005253339968715395, -1.3975615065015132, 40.82508182969133], 'radius': 12.0}, 'projected_sphere': {'center': [159.95635666583286, 108.38943525250038], 'axes': [199.38553877141226, 199.38553877141226], 'angle': 90.0}, 'model_confidence': 0.8939631789055102, 'model_id': 24, 'model_birth_timestamp': 102324.525099, 'theta': 2.023441453337865, 'phi': -1.6491514367235487, 'norm_pos': [0.4703567933164379, 0.32172673274253993], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777184.640057,"{'circle_3d': {'center': [-0.8456025854038408, 3.877433161085343, 30.079466705249786], 'normal': [-0.07002910378626045, 0.43958288896557135, -0.8954679270367953], 'radius': 2.165901591464383}, 'confidence': 0.9223250717652505, 'timestamp': 102374.463099, 'diameter_3d': 4.331803182928766, 'ellipse': {'center': [150.56591316959614, 163.07239317546902], 'axes': [40.91530812806157, 48.86966013304329], 'angle': -80.41382335975213}, 'location': [150.56591316959614, 163.07239317546902], 'diameter': 48.86966013304329, 'sphere': {'center': [-0.005253339968715395, -1.3975615065015132, 40.82508182969133], 'radius': 12.0}, 'projected_sphere': {'center': [159.95635666583286, 108.38943525250038], 'axes': [199.38553877141226, 199.38553877141226], 'angle': 90.0}, 'model_confidence': 0.8940364530692801, 'model_id': 24, 'model_birth_timestamp': 102324.525099, 'theta': 2.0259305629642395, 'phi': -1.6488414032182543, 'norm_pos': [0.47051847865498797, 0.32053169510221247], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777184.6402009,"{'circle_3d': {'center': [-0.8859355635467369, 3.822403472335865, 30.055849524611034], 'normal': [-0.07339018529816846, 0.43499708156978156, -0.8974360254233577], 'radius': 2.1717524126959673}, 'confidence': 0.9993518330662623, 'timestamp': 102374.471499, 'diameter_3d': 4.343504825391935, 'ellipse': {'center': [150.10928392820324, 162.48560402572653], 'axes': [41.21045047138459, 49.04000802560426], 'angle': -79.85157510452832}, 'location': [150.10928392820324, 162.48560402572653], 'diameter': 49.04000802560426, 'sphere': {'center': [-0.005253339968715395, -1.3975615065015132, 40.82508182969133], 'radius': 12.0}, 'projected_sphere': {'center': [159.95635666583286, 108.38943525250038], 'axes': [199.38553877141226, 199.38553877141226], 'angle': 90.0}, 'model_confidence': 0.8944851490741312, 'model_id': 24, 'model_birth_timestamp': 102324.525099, 'theta': 2.020831362418238, 'phi': -1.6523923800582832, 'norm_pos': [0.4690915122756351, 0.32297664989280617], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777184.646463,"{'circle_3d': {'center': [-0.8960395442446303, 3.825098880766265, 30.0579875876251], 'normal': [-0.07423218368965957, 0.4352216989389815, -0.8972578535055189], 'radius': 2.1630812850585484}, 'confidence': 0.9768451867266318, 'timestamp': 102374.479899, 'diameter_3d': 4.326162570117097, 'ellipse': {'center': [149.99629441241663, 162.51809184922223], 'axes': [41.028461275292635, 48.84059228525834], 'angle': -79.7434718883761}, 'location': [149.99629441241663, 162.51809184922223], 'diameter': 48.84059228525834, 'sphere': {'center': [-0.005253339968715395, -1.3975615065015132, 40.82508182969133], 'radius': 12.0}, 'projected_sphere': {'center': [159.95635666583286, 108.38943525250038], 'axes': [199.38553877141226, 199.38553877141226], 'angle': 90.0}, 'model_confidence': 0.8947690997494262, 'model_id': 24, 'model_birth_timestamp': 102324.525099, 'theta': 2.0210808326080274, 'phi': -1.6533406161869357, 'norm_pos': [0.46873842003880195, 0.3228412839615741], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603777184.65855,"{'circle_3d': {'center': [-0.8735348160988525, 3.7943614818649802, 30.04129664261157], 'normal': [-0.07235678967751143, 0.4326602490305411, -0.8986487655899799], 'radius': 2.1527372819193062}, 'confidence': 0.9986012176988375, 'timestamp': 102374.488299, 'diameter_3d': 4.3054745638386125, 'ellipse': {'center': [150.24146652975938, 162.2025739061577], 'axes': [40.96299002439047, 48.63348288014458], 'angle': -79.9339300517934}, 'location': [150.24146652975938, 162.2025739061577], 'diameter': 48.63348288014458, 'sphere': {'center': [-0.005253339968715395, -1.3975615065015132, 40.82508182969133], 'radius': 12.0}, 'projected_sphere': {'center': [159.95635666583286, 108.38943525250038], 'axes': [199.38553877141226, 199.38553877141226], 'angle': 90.0}, 'model_confidence': 0.8944300336198752, 'model_id': 24, 'model_birth_timestamp': 102324.525099, 'theta': 2.0182377490868664, 'phi': -1.6511403209241533, 'norm_pos': [0.46950458290549807, 0.32415594205767617], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
